English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
Ageing process,जीर्णन-प्रक्रिया,જીર્ણન-પ્રક્રિયા,जीर्णन-प्रक्रिया,ਜੀਰ੍ਣਨ-ਪ੍ਰਕ੍ਰਿਯਾ,জীর্ণন-প্রক্রিযা,जीर्णन-प्रक्रिया,ಜೀರ್ಣನ-ಪ್ರಕ್ರಿಯಾ,ജീര്ണന-പ്രക്രിയാ,ஜீர்ணந-ப்ரக்ரியா,జీర్ణన-ప్రక్రియా,جیرنن-پرکریا,জীর্ণন-প্রক্রিযা,ଜୀର୍ଣନ-ପ୍ରକ୍ରିଯା,जीर्णन-प्रक्रिया
Agelai,एजिलायी,એજિલાયી,एजिलायी,ਏਜਿਲਾਯੀ,এজিলাযী,एजिलायी,ಏಜಿಲಾಯೀ,ഏജിലായീ,ஏஜிலாயீ,ఏజిలాయీ,ایجلایی,জিলাযী,ଏଜିଲାଯୀ,एजिलायी
Age of chivalry,शौर्य युग,શૌર્ય યુગ,शौर्य युग,ਸ਼ੌਰ੍ਯ ਯੁਗ,শৌর্য যুগ,शौर्य युग,ಶೌರ್ಯ ಯುಗ,ശൌര്യ യുഗ,சௌர்ய யுக,శౌర్య యుగ,شوریہ یگ,শৌর্য যুগ,ଶୌର୍ଯ ଯୁଗ,शौर्य युग
Age of Englightment,"प्रबोध युग, ज्ञानोदय युग","પ્રબોધ યુગ, જ્ઞાનોદય યુગ","प्रबोध युग, ज्ञानोदय युग","ਪ੍ਰਬੋਧ ਯੁਗ, ਜ੍ਞਾਨੋਦਯ ਯੁਗ","প্রবোধ যুগ, জ্ঞানোদয যুগ","प्रबोध युग, ज्ञानोदय युग","ಪ್ರಬೋಧ ಯುಗ, ಜ್ಞಾನೋದಯ ಯುಗ","പ്രബോധ യുഗ, ജ്ഞാനോദയ യുഗ","ப்ரபோத யுக, ஜ்ஞாநோதய யுக","ప్రబోధ యుగ, జ్ఞానోదయ యుగ",پربودھ یگ، گیانودیہ یگ,"প্রবধ যুগ, জ্ঞানদয যুগ","ପ୍ରବୋଧ ଯୁଗ, ଜ୍ଞାନୋଦଯ ଯୁଗ","प्रबोध युग, ज्ञानोदय युग"
Age of Pericles,पेरीक्लीज़ युग,પેરીક્લીજ઼ યુગ,पेरीक्लीज़ युग,ਪੇਰੀਕ੍ਲੀਜ਼ ਯੁਗ,পেরীক্লীজ় যুগ,पेरीक्लीज़ युग,ಪೇರೀಕ್ಲೀಜ಼ ಯುಗ,പേരീക്ലീജ യുഗ,பேரீக்லீஜ யுக,పేరీక్లీజ యుగ,پیریکلیز یگ,পরীক্লীজ় যুগ,ପେରୀକ୍ଲୀଜ଼ ଯୁଗ,पेरीक्लीज़ युग
Age of reason,तर्क प्रधान युग,તર્ક પ્રધાન યુગ,तर्क प्रधान युग,ਤਰ੍ਕ ਪ੍ਰਧਾਨ ਯੁਗ,তর্ক প্রধান যুগ,तर्क प्रधान युग,ತರ್ಕ ಪ್ರಧಾನ ಯುಗ,തര്ക പ്രധാന യുഗ,தர்க ப்ரதாந யுக,తర్క ప్రధాన యుగ,ترک پردھان یگ,তর্ক প্রধান যুগ,ତର୍କ ପ୍ରଧାନ ଯୁଗ,तर्क प्रधान युग
Agrarianism,भूमि सुधारवाद,ભૂમિ સુધારવાદ,भूमि सुधारवाद,ਭੂਮਿ ਸੁਧਾਰਵਾਦ,ভূমি সুধারবাদ,भूमि सुधारवाद,ಭೂಮಿ ಸುಧಾರವಾದ,ഭൂമി സുധാരവാദ,பூமி ஸுதாரவாத,భూమి సుధారవాద,بھومی سدھارواد,ভূমি সুধারাদ,ଭୂମି ସୁଧାରବାଦ,भूमि सुधारवाद
Agrarian movement,भूमि सुधारवादी आंदोलन,ભૂમિ સુધારવાદી આંદોલન,भूमि सुधारवादी आंदोलन,ਭੂਮਿ ਸੁਧਾਰਵਾਦੀ ਆਂਦੋਲਨ,ভূমি সুধারবাদী আংদোলন,भूमि सुधारवादी आंदोलन,ಭೂಮಿ ಸುಧಾರವಾದೀ ಆಂದೋಲನ,ഭൂമി സുധാരവാദീ ആംദോലന,பூமி ஸுதாரவாதீ ஆங்தோலந,భూమి సుధారవాదీ ఆందోలన,بھومی سدھاروادی آندولن,ভূমি সুধারাদী আংদলন,ଭୂମି ସୁଧାରବାଦୀ ଆଂଦୋଲନ,भूमि सुधारवादी आंदोलन
Albion,एलबियन,એલબિયન,एलबियन,ਏਲਬਿਯਨ,এলবিযন,एलबियन,ಏಲಬಿಯನ,ഏലബിയന,ஏலபியந,ఏలబియన,ایلبین,লবিযন,ଏଲବିଯନ,एलबियन
Album,अलबम,અલબમ,अलबम,ਫ਼ੋਟੋ ਖਿਚਣ ਦੀ ਕਿਤਾਬ,অলবম,अलबम,ಅಲಬಮ,അലബമ,அலபம,అలబమ,البم (سادہ لوح جس پر رومی احکام کندہ کیے جاتے تھے ),অলবম,ଅଲବମ,अलबम
Alderman,"पौर मुख्य, विशिष्ट पौर, आल्‍डर्मन","પૌર મુખ્ય, વિશિષ્ટ પૌર, આલ્ડર્મન","पौर मुख्य, विशिष्ट पौर, आल्डर्मन","ਪੌਰ ਮੁਖ੍ਯ, ਵਿਸ਼ਿ਷੍ਟ ਪੌਰ, ਆਲ੍ਡਰ੍ਮਨ","পৌর মুখ্য, বিশিষ্ট পৌর, আল্ডর্মন","पौर मुख्य, विशिष्ट पौर, आल्डर्मन","ಪೌರ ಮುಖ್ಯ, ವಿಶಿಷ್ಟ ಪೌರ, ಆಲ್ಡರ್ಮನ","പൌര മുഖ്യ, വിശിഷ്ട പൌര, ആല്ഡര്മന","பௌர முக்ய, விசிஷ்ட பௌர, ஆல்டர்மந","పౌర ముఖ్య, విశిష్ట పౌర, ఆల్డర్మన",ایلڈر مین,"পৌর মুখ্য, িশিষ্ট পৌর, আল্ডর্মন","ପୌର ମୁଖ୍ଯ, ବିଶିଷ୍ଟ ପୌର, ଆଲ୍ଡର୍ମନ","पौर मुख्य, विशिष्ट पौर, आल्डर्मन"
Allusive arms,कुलांकित आयुध,કુલાંકિત આયુધ,कुलांकित आयुध,ਕੁਲਾਂਕਿਤ ਆਯੁਧ,কুলাংকিত আযুধ,कुलांकित आयुध,ಕುಲಾಂಕಿತ ಆಯುಧ,കുലാംകിത ആയുധ,குலாங்கித ஆயுத,కులాంకిత ఆయుధ,کلانکت آیدھ,কুলাংকিত আযুধ,କୁଲାଂକିତ ଆଯୁଧ,कुलांकित आयुध
Amity,मैत्री,મૈત્રી,मैत्री,ਮੈਤ੍ਰੀ,মৈত্রী,मैत्री,ಮೈತ್ರೀ,മൈത്രീ,மைத்ரீ,మైత్రీ,دوستی,মৈত্রী,ମୈତ୍ରୀ,मैत्री
Amphictyonic Council,एम्फिकटिआनी परिषद,એમ્ફિકટિઆની પરિષદ,एम्फिकटिआनी परिषद,ਏਮ੍ਫਿਕਟਿਆਨੀ ਪਰਿ਷ਦ,এম্ফিকটিআনী পরিষদ,एम्फिकटिआनी परिषद,ಏಮ್ಫಿಕಟಿಆನೀ ಪರಿಷದ,ഏമ്ഫികടിആനീ പരിഷദ,ஏம்பிகடிஆநீ பரிஷத,ఏమ్ఫికటిఆనీ పరిషద,ایمپھکٹیانی پریشد,ম্ফিকটিআনী পরিষদ,ଏମ୍ଫିକଟିଆନୀ ପରିଷଦ,एम्फिकटिआनी परिषद
Amphictyonic League,ऊपर देo : Amphictyonic Council,ઊપર દેo : amphictyonic council,ऊपर देo : amphictyonic council,ਊਪਰ ਦੇo : amphictyonic council,ঊপর দo : amphictyonic council,ऊपर देo : amphictyonic council,ಊಪರ ದೇo : amphictyonic council,ഊപര ദേo : amphictyonic council,ஊபர தேo : amphictyonic council,ఊపర దేo : amphictyonic council,اوپر دیکھو : amphictyonic council,ঊপর দo : amphictyonic council,ଊପର ଦେo : amphictyonic council,ऊपर देo : amphictyonic council
Amphitheatre,"रंगवाट, रंगभूमि, अखाड़ा","રંગવાટ, રંગભૂમિ, અખાડ઼ા","रंगवाट, रंगभूमि, अखाड़ा",ਗੋਲ ਘਰ,"রংগবাট, রংগভূমি, অখাড়া","रंगवाट, रंगभूमि, अखाड़ा","ರಂಗವಾಟ, ರಂಗಭೂಮಿ, ಅಖಾಡ಼ಾ","രംഗവാട, രംഗഭൂമി, അഖാഡാ","ரங்கவாட, ரங்கபூமி, அகாடா","రంగవాట, రంగభూమి, అఖాడా",تماشہ گاہ (رومی),"রংগাট, রংগভূমি, অখাড়া","ରଂଗବାଟ, ରଂଗଭୂମି, ଅଖାଡ଼ା","रंगवाट, रंगभूमि, अखाड़ा"
