English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
Autumn wood,"शरद काष्ठ, बसंत काष्ठ","શરદ કાષ્ઠ, બસંત કાષ્ઠ","शरद काष्ठ, बसंत काष्ठ","ਸ਼ਰਦ ਕਾ਷੍ਠ, ਬਸਂਤ ਕਾ਷੍ਠ","শরদ কাষ্ঠ, বসংত কাষ্ঠ","शरद काष्ठ, बसंत काष्ठ","ಶರದ ಕಾಷ್ಠ, ಬಸಂತ ಕಾಷ್ಠ","ശരദ കാഷ്ഠ, ബസംത കാഷ്ഠ","சரத காஷ்ட, பஸங்த காஷ்ட","శరద కాష్ఠ, బసంత కాష్ఠ",شرد کاشٹھ، بسنت کاشٹھ,"শরদ কাষ্ঠ, বসংত কাষ্ঠ","ଶରଦ କାଷ୍ଠ, ବସଂତ କାଷ୍ଠ","शरद काष्ठ, बसंत काष्ठ"
Auxanograph,वृद्धि आलेख,વૃદ્ધિ આલેખ,वृद्धि आलेख,ਵ੃ਦ੍ਧਿ ਆਲੇਖ,বৃদ্ধি আলেখ,वृद्धि आलेख,ವೃದ್ಧಿ ಆಲೇಖ,വൃദ്ധി ആലേഖ,வ்ருத்தி ஆலேக,వృద్ధి ఆలేఖ,وردھی آلیکھ,ৃদ্ধি আলখ,ବୃଦ୍ଧି ଆଲେଖ,वृद्धि आलेख
Auxanometer,वृद्धिमापी,વૃદ્ધિમાપી,वृद्धिमापी,ਵ੃ਦ੍ਧਿਮਾਪੀ,বৃদ্ধিমাপী,वृद्धिमापी,ವೃದ್ಧಿಮಾಪೀ,വൃദ്ധിമാപീ,வ்ருத்திமாபீ,వృద్ధిమాపీ,وردھماپی,ৃদ্ধিমাপী,ବୃଦ୍ଧିମାପୀ,वृद्धिमापी
Auxetic growth,आयतनी वृद्धि,આયતની વૃદ્ધિ,आयतनी वृद्धि,ਆਯਤਨੀ ਵ੃ਦ੍ਧਿ,আযতনী বৃদ্ধি,आयतनी वृद्धि,ಆಯತನೀ ವೃದ್ಧಿ,ആയതനീ വൃദ്ധി,ஆயதநீ வ்ருத்தி,ఆయతనీ వృద్ధి,آیتنی وردھی,আযতনী ৃদ্ধি,ଆଯତନୀ ବୃଦ୍ଧି,आयतनी वृद्धि
Auxin,ऑक्सिन,ઑક્સિન,ऑक्सिन,਑ਕ੍ਸਿਨ,ঔক্সিন,ऑक्सिन,"ಆಕ್ಸಿನ್ ಚೋದಕ, ಸಸ್ಯಾಭಿವರ್ಧನ ಚೋದಕ",ഔക്സിന,ஔக்ஸிந,ఔక్సిన,آکسن,ক্সিন,ଔକ୍ସିନ,ऑक्सिन
Auxotroph,विपोषी,વિપોષી,विपोषी,ਵਿਪੋ਷ੀ,বিপোষী,विपोषी,ವಿಪೋಷೀ,വിപോഷീ,விபோஷீ,విపోషీ,وپوشی,িপষী,ବିପୋଷୀ,विपोषी
A V bundle,अलिंद निलय बंडल,અલિંદ નિલય બંડલ,अलिंद निलय बंडल,ਅਲਿਂਦ ਨਿਲਯ ਬਂਡਲ,অলিংদ নিলয বংডল,अलिंद निलय बंडल,ಅಲಿಂದ ನಿಲಯ ಬಂಡಲ,അലിംദ നിലയ ബംഡല,அலிங்த நிலய பங்டல,అలింద నిలయ బండల,الند نلیہ بنڈل,অলিংদ নিলয বংডল,ଅଲିଂଦ ନିଲଯ ବଂଡଲ,अलिंद निलय बंडल
Aves,एवीज,એવીજ,एवीज,ਏਵੀਜ,এবীজ,एवीज,ಏವೀಜ,ഏവീജ,ஏவீஜ,ఏవీజ,ایویج,ীজ,"ପକ୍ଷୀବର୍ଗ, ବିହଙ୍ଗକୂଳ",एवीज
Avicennia,एविसेनिया,એવિસેનિયા,एविसेनिया,ਏਵਿਸੇਨਿਯਾ,এবিসেনিযা,एविसेनिया,ಏವಿಸೇನಿಯಾ,ഏവിസേനിയാ,ஏவிஸேநியா,ఏవిసేనియా,ایوسینیا,িসনিযা,ଏବିସେନିଯା,एविसेनिया
Awn,शूक,શૂક,शूक,ਸ਼ੂਕ,শূক,शूक,ಊಬು,ശൂക,சூக,శూక,شوک,শূক,ଶୂକ,शूक
Axial skeleton,अक्षीय कंकाल,અક્ષીય કંકાલ,अक्षीय कंकाल,ਅਕ੍਷ੀਯ ਕਂਕਾਲ,অক্ষীয কংকাল,अक्षीय कंकाल,ಅಕ್ಷೀಯ ಕಂಕಾಲ,അക്ഷീയ കംകാല,அக்ஷீய கங்கால,అక్షీయ కంకాల,اکشیہ کنکال,অক্ষীয কংকাল,ଅକ୍ଷୀଯ କଂକାଲ,अक्षीय कंकाल
Axile,अक्षीय,અક્ષીય,अक्षीय,ਅਕ੍਷ੀਯ,অক্ষীয,अक्षीय,ಅಕ್ಷೀಯ,അക്ഷീയ,அக்ஷீய,అక్షీయ,اکشیہ,অক্ষীয,ଅକ୍ଷୀଯ,अक्षीय
Axillary bud,कक्षीय कलिका,કક્ષીય કલિકા,कक्षीय कलिका,ਕਕ੍਷ੀਯ ਕਲਿਕਾ,কক্ষীয কলিকা,कक्षीय कलिका,ಕಕ್ಷೀಯ ಮೊಗ್ಗು,കക്ഷീയ കലികാ,கக்ஷீய கலிகா,కక్షీయ కలికా,ککشیہ کلکا,কক্ষীয কলিকা,କକ୍ଷୀଯ କଲିକା,कक्षीय कलिका
Axillary,कक्षीय,કક્ષીય,कक्षीय,ਕਕ੍਷ੀਯ,কক্ষীয,कक्षीय,ಎಲೆ ಕಂಕುಳಿನ / ಮೂಲೆಯಲ್ಲಿನ,കക്ഷീയ,கக்ஷீய,కక్షీయ,ککشیہ,কক্ষীয,"କକ୍ଷବର୍ତ୍ତୀ, କକ୍ଷୀୟ",कक्षीय
Axis vertebra,अक्ष-कशेरूक,અક્ષ-કશેરૂક,अक्ष-कशेरूक,ਅਕ੍਷-ਕਸ਼ੇਰੂਕ,অক্ষ-কশেরূক,अक्ष-कशेरूक,ಅಕ್ಷ-ಕಶೇರೂಕ,അക്ഷ-കശേരൂക,அக்ஷ-கசேரூக,అక్ష-కశేరూక,اکش-کشیروک,অক্ষ-কশরূক,ଅକ୍ଷ କଶେରୁକା,अक्ष-कशेरूक
Axon,तंत्रिकाक्ष,તંત્રિકાક્ષ,तंत्रिकाक्ष,ਤਂਤ੍ਰਿਕਾਕ੍਷,তংত্রিকাক্ষ,तंत्रिकाक्ष,ಆಕ್ಸಾನ್ ನರನಾಳ,തംത്രികാക്ഷ,தங்த்ரிகாக்ஷ,తంత్రికాక్ష,تنترکاکش,তংত্রিকাক্ষ,ତଂତ୍ରିକାକ୍ଷ,तंत्रिकाक्ष
Axonal membrane,तंत्रिकाक्ष कला,તંત્રિકાક્ષ કલા,तंत्रिकाक्ष कला,ਤਂਤ੍ਰਿਕਾਕ੍਷ ਕਲਾ,তংত্রিকাক্ষ কলা,तंत्रिकाक्ष कला,ತಂತ್ರಿಕಾಕ್ಷ ಕಲಾ,തംത്രികാക്ഷ കലാ,தங்த்ரிகாக்ஷ கலா,తంత్రికాక్ష కలా,تنترکاکش کلا,তংত্রিকাক্ষ কলা,ତଂତ୍ରିକାକ୍ଷ କଲା,तंत्रिकाक्ष कला
Axonally,तंत्रिकाक्षतः,તંત્રિકાક્ષતઃ,तंत्रिकाक्षतः,ਤਂਤ੍ਰਿਕਾਕ੍਷ਤਃ,তংত্রিকাক্ষতঃ,तंत्रिकाक्षतः,ತಂತ್ರಿಕಾಕ್ಷತಃ,തംത്രികാക്ഷതഃ,தங்த்ரிகாக்ஷதஃ,తంత్రికాక్షతః,تنترکاکشتہی,তংত্রিকাক্ষতঃ,ତଂତ୍ରିକାକ୍ଷତଃ,तंत्रिकाक्षतः
Axoneme,"अक्षसूत्र, एक्सोनीम","અક્ષસૂત્ર, એક્સોનીમ","अक्षसूत्र, एक्सोनीम","ਅਕ੍਷ਸੂਤ੍ਰ, ਏਕ੍ਸੋਨੀਮ","অক্ষসূত্র, এক্সোনীম","अक्षसूत्र, एक्सोनीम","ಅಕ್ಷಸೂತ್ರ, ಏಕ್ಸೋನೀಮ","അക്ഷസൂത്ര, ഏക്സോനീമ","அக்ஷஸூத்ர, ஏக்ஸோநீம","అక్షసూత్ర, ఏక్సోనీమ",اکشسوتر، ایکسونیم,"অক্ষসূত্র, ক্সনীম","ଅକ୍ଷସୂତ୍ର, ଏକ୍ସୋନୀମ","अक्षसूत्र, एक्सोनीम"
Azospirillum,ऐजोस्पिरिलम,ઐજોસ્પિરિલમ,ऐजोस्पिरिलम,ਐਜੋਸ੍ਪਿਰਿਲਮ,ঐজোস্পিরিলম,ऐजोस्पिरिलम,ಐಜೋಸ್ಪಿರಿಲಮ,ഐജോസ്പിരിലമ,ஐஜோஸ்பிரிலம,ఐజోస్పిరిలమ,ایجوسپرلم,ঐজস্পিরিলম,ଐଜୋସ୍ପିରିଲମ,ऐजोस्पिरिलम
Azotobacter,ऐजोटोबैक्टर,ઐજોટોબૈક્ટર,ऐजोटोबैक्टर,ਐਜੋਟੋਬੈਕ੍ਟਰ,ঐজোটোবৈক্টর,ऐजोटोबैक्टर,ಐಜೋಟೋಬೈಕ್ಟರ,ഐജോടോബൈക്ടര,ஐஜோடோபைக்டர,ఐజోటోబైక్టర,ایجوٹوبیکٹر,ঐজটবৈক্টর,ଐଜୋଟୋବୈକ୍ଟର,ऐजोटोबैक्टर
Azygous vein,अयुग्म शिरा,અયુગ્મ શિરા,अयुग्म शिरा,ਅਯੁਗ੍ਮ ਸ਼ਿਰਾ,অযুগ্ম শিরা,अयुग्म शिरा,ಅಯುಗ್ಮ ಶಿರಾ,അയുഗ്മ ശിരാ,அயுக்ம சிரா,అయుగ్మ శిరా,ایگم شرا,অযুগ্ম শিরা,ଅଯୁଗ୍ମଶିରା,अयुग्म शिरा
Bacillus anthracis,बैसिलस ऐन्थ्रेसिस,બૈસિલસ ઐન્થ્રેસિસ,बैसिलस ऐन्थ्रेसिस,ਬੈਸਿਲਸ ਐਨ੍ਥ੍ਰੇਸਿਸ,বৈসিলস ঐন্থ্রেসিস,बैसिलस ऐन्थ्रेसिस,ಬೈಸಿಲಸ ಐನ್ಥ್ರೇಸಿಸ,ബൈസിലസ ഐന്ഥ്രേസിസ,பைஸிலஸ ஐந்த்ரேஸிஸ,బైసిలస ఐన్థ్రేసిస,بیسیلس اینتھریسس,বৈসিলস ঐন্থ্রসিস,ବୈସିଲସ ଐନ୍ଥ୍ରେସିସ,बैसिलस ऐन्थ्रेसिस
Bacillus thuringiensis (Bt),बैसिलस थुरिंजिएन्सिस,બૈસિલસ થુરિંજિએન્સિસ,बैसिलस थुरिंजिएन्सिस,ਬੈਸਿਲਸ ਥੁਰਿਂਜਿਏਨ੍ਸਿਸ,বৈসিলস থুরিংজিএন্সিস,बैसिलस थुरिंजिएन्सिस,ಬೈಸಿಲಸ ಥುರಿಂಜಿಏನ್ಸಿಸ,ബൈസിലസ ഥുരിംജിഏന്സിസ,பைஸிலஸ துரிங்ஜிஏந்ஸிஸ,బైసిలస థురింజిఏన్సిస,بیسیلس تھرنجئینسس,বৈসিলস থুরিংজিন্সিস,ବୈସିଲସ ଥୁରିଂଜିଏନ୍ସିସ,बैसिलस थुरिंजिएन्सिस
Bacillus,"दंडाणु, बैसिलस","દંડાણુ, બૈસિલસ","दंडाणु, बैसिलस","ਕੀਟਾਣੂ,ਰਗਾਣੂ","দংডাণু, বৈসিলস","दंडाणु, बैसिलस","ದಂಡರೂಪಿ ಸೂಕ್ಷ್ಮಜೀವಿಗಳು, ಬ್ಯಾಸಿಲ್ಲಸ್","ദംഡാണു, ബൈസിലസ","தங்டாணு, பைஸிலஸ","దండాణు, బైసిలస",دنڈانو، بیسیلس,"দংডাণু, বৈসিলস","ଦଣ୍ଡାଣୁ, ବେସିଲସ୍‌","दंडाणु, बैसिलस"
Bacteria,जीवाणु,જીવાણુ,जीवाणु,ਰਗਾਣੂ,জীবাণু,जीवाणु,"ಬ್ಯಾಕ್ಟೀರಿಯ, ಬೀಜಾಣು",ബാക്ടീരിയ,ஜீவாணு,జీవాణు,جیوانو,জীাণু,ବୀଜାଣୁ,जीवाणु
Bacterial,"जीवाण्विक, जीवाणुक, जीवाणु","જીવાણ્વિક, જીવાણુક, જીવાણુ","जीवाण्विक, जीवाणुक, जीवाणु","ਜੀਵਾਣ੍ਵਿਕ, ਜੀਵਾਣੁਕ, ਜੀਵਾਣੁ","জীবাণ্বিক, জীবাণুক, জীবাণু","जीवाण्विक, जीवाणुक, जीवाणु","ಜೀವಾಣ್ವಿಕ, ಜೀವಾಣುಕ, ಜೀವಾಣು","ജീവാണ്വിക, ജീവാണുക, ജീവാണു","ஜீவாண்விக, ஜீவாணுக, ஜீவாணு","జీవాణ్విక, జీవాణుక, జీవాణు",جیوانوک، جیوانک، جیوانو,"জীাণ্িক, জীাণুক, জীাণু","ଜୀବାଣ୍ବିକ, ଜୀବାଣୁକ, ଜୀବାଣୁ","जीवाण्विक, जीवाणुक, जीवाणु"
Bacterial artificial chromosome (BAC),जीवाणुक कृतक गुणसूत्र,જીવાણુક કૃતક ગુણસૂત્ર,जीवाणुक कृतक गुणसूत्र,ਜੀਵਾਣੁਕ ਕ੃ਤਕ ਗੁਣਸੂਤ੍ਰ,জীবাণুক কৃতক গুণসূত্র,जीवाणुक कृतक गुणसूत्र,ಜೀವಾಣುಕ ಕೃತಕ ಗುಣಸೂತ್ರ,ജീവാണുക കൃതക ഗുണസൂത്ര,ஜீவாணுக க்ருதக குணஸூத்ர,జీవాణుక కృతక గుణసూత్ర,جیوانک کرتک گنسوتر,জীাণুক কৃতক গুণসূত্র,ଜୀବାଣୁକ କୃତକ ଗୁଣସୂତ୍ର,जीवाणुक कृतक गुणसूत्र
Bacterial pathogen,जीवाण्विक रोगाणु,જીવાણ્વિક રોગાણુ,जीवाण्विक रोगाणु,ਜੀਵਾਣ੍ਵਿਕ ਰੋਗਾਣੁ,জীবাণ্বিক রোগাণু,जीवाण्विक रोगाणु,ಜೀವಾಣ್ವಿಕ ರೋಗಾಣು,ജീവാണ്വിക രോഗാണു,ஜீவாண்விக ரோகாணு,జీవాణ్విక రోగాణు,جیوانوک روگانو,জীাণ্িক রগাণু,ଜୀବାଣ୍ବିକ ରୋଗାଣୁ,जीवाण्विक रोगाणु
Bacterial plasma membrane,जीवाण्विक प्लाज्मा झिल्ली,જીવાણ્વિક પ્લાજ્મા ઝિલ્લી,जीवाण्विक प्लाज्मा झिल्ली,ਜੀਵਾਣ੍ਵਿਕ ਪ੍ਲਾਜ੍ਮਾ ਝਿਲ੍ਲੀ,জীবাণ্বিক প্লাজ্মা ঝিল্লী,जीवाण्विक प्लाज्मा झिल्ली,ಜೀವಾಣ್ವಿಕ ಪ್ಲಾಜ್ಮಾ ಝಿಲ್ಲೀ,ജീവാണ്വിക പ്ലാജ്മാ ഝില്ലീ,ஜீவாண்விக ப்லாஜ்மா ஜில்லீ,జీవాణ్విక ప్లాజ్మా ఝిల్లీ,جیوانوک پلازما جھلّی,জীাণ্িক প্লাজ্মা ঝিল্লী,ଜୀବାଣ୍ବିକ ପ୍ଲାଜ୍ମା ଝିଲ୍ଲୀ,जीवाण्विक प्लाज्मा झिल्ली
Bacterial strain,जीवाणुक प्रभेद,જીવાણુક પ્રભેદ,जीवाणुक प्रभेद,ਜੀਵਾਣੁਕ ਪ੍ਰਭੇਦ,জীবাণুক প্রভেদ,जीवाणुक प्रभेद,ಜೀವಾಣುಕ ಪ್ರಭೇದ,ജീവാണുക പ്രഭേദ,ஜீவாணுக ப்ரபேத,జీవాణుక ప్రభేద,جیوانک پربھید,জীাণুক প্রভদ,ଜୀବାଣୁକ ପ୍ରଭେଦ,जीवाणुक प्रभेद
Bacteriological,"जीवाण्वीय, जीवाणु","જીવાણ્વીય, જીવાણુ","जीवाण्वीय, जीवाणु","ਜੀਵਾਣ੍ਵੀਯ, ਜੀਵਾਣੁ","জীবাণ্বীয, জীবাণু","जीवाण्वीय, जीवाणु","ಜೀವಾಣ್ವೀಯ, ಜೀವಾಣು","ജീവാണ്വീയ, ജീവാണു","ஜீவாண்வீய, ஜீவாணு","జీవాణ్వీయ, జీవాణు",جیوانویہ، جیوانو,"জীাণ্ীয, জীাণু","ଜୀବାଣ୍ବୀଯ, ଜୀବାଣୁ","जीवाण्वीय, जीवाणु"
Bacteriological nomenclature,जीवाणु नामपद्धति,જીવાણુ નામપદ્ધતિ,जीवाणु नामपद्धति,ਜੀਵਾਣੁ ਨਾਮਪਦ੍ਧਤਿ,জীবাণু নামপদ্ধতি,जीवाणु नामपद्धति,ಜೀವಾಣು ನಾಮಪದ್ಧತಿ,ജീവാണു നാമപദ്ധതി,ஜீவாணு நாமபத்ததி,జీవాణు నామపద్ధతి,جیوانو نامپدھتی,জীাণু নামপদ্ধতি,ଜୀବାଣୁ ନାମପଦ୍ଧତି,जीवाणु नामपद्धति
Bacteriophage,जीवाणुभोजी,જીવાણુભોજી,जीवाणुभोजी,ਜੀਵਾਣੁਭੋਜੀ,জীবাণুভোজী,जीवाणुभोजी,ಬ್ಯಾಕ್ಟೀರಿಯಾಭಕ್ಷಕ,ജീവാണുഭോജീ,ஜீவாணுபோஜீ,జీవాణుభోజీ,جیوانبھوجی,জীাণুভজী,ବୀଜାଣୁ ଭୋଜୀ,जीवाणुभोजी
Bacterium,जीवाणु,જીવાણુ,जीवाणु,ਜੀਵਾਣੁ,জীবাণু,जीवाणु,ಜೀವಾಣು,ജീവാണു,ஜீவாணு,జీవాణు,جیوانو,জীাণু,ଜୀବାଣୁ,जीवाणु
Baculovirus,बैक्युलोविषाणु,બૈક્યુલોવિષાણુ,बैक्युलोविषाणु,ਬੈਕ੍ਯੁਲੋਵਿ਷ਾਣੁ,বৈক্যুলোবিষাণু,बैक्युलोविषाणु,ಬೈಕ್ಯುಲೋವಿಷಾಣು,ബൈക്യുലോവിഷാണു,பைக்யுலோவிஷாணு,బైక్యులోవిషాణు,بیکیلووشانو,বৈক্যুলিষাণু,ବୈକ୍ଯୁଲୋବିଷାଣୁ,बैक्युलोविषाणु
Bagging,परिच्छादन,પરિચ્છાદન,परिच्छादन,ਪਰਿਚ੍ਛਾਦਨ,পরিচ্ছাদন,परिच्छादन,ಪರಿಚ್ಛಾದನ,പരിച്ഛാദന,பரிச்சாதந,పరిచ్ఛాదన,پرچھادن,পরিচ্ছাদন,ପରିଚ୍ଛାଦନ,परिच्छादन
Balaenoptera,बैलीनोप्टेरा,બૈલીનોપ્ટેરા,बैलीनोप्टेरा,ਬੈਲੀਨੋਪ੍ਟੇਰਾ,বৈলীনোপ্টেরা,बैलीनोप्टेरा,ಬೈಲೀನೋಪ್ಟೇರಾ,ബൈലീനോപ്ടേരാ,பைலீநோப்டேரா,బైలీనోప్టేరా,بیلینوپٹیرا,বৈলীনপ্টরা,ବୈଲୀନୋପ୍ଟେରା,बैलीनोप्टेरा
Balanced polymorphism,संतुलित बहुरूपता,સંતુલિત બહુરૂપતા,संतुलित बहुरूपता,ਸਂਤੁਲਿਤ ਬਹੁਰੂਪਤਾ,সংতুলিত বহুরূপতা,संतुलित बहुरूपता,ಸಂತುಲಿತ ಬಹುರೂಪತಾ,സംതുലിത ബഹുരൂപതാ,ஸங்துலித பஹுரூபதா,సంతులిత బహురూపతా,سنتلت بہروپتا,সংতুলিত বহুরূপতা,ସଂତୁଲିତ ବହୁରୂପତା,संतुलित बहुरूपता
Balancing selection,संतोलक वरण,સંતોલક વરણ,संतोलक वरण,ਸਂਤੋਲਕ ਵਰਣ,সংতোলক বরণ,संतोलक वरण,ಸಂತೋಲಕ ವರಣ,സംതോലക വരണ,ஸங்தோலக வரண,సంతోలక వరణ,سنتولک ورن,সংতলক রণ,ସଂତୋଲକ ବରଣ,संतोलक वरण
Balanoglossus,बैलेनोग्लोसस,બૈલેનોગ્લોસસ,बैलेनोग्लोसस,ਬੈਲੇਨੋਗ੍ਲੋਸਸ,বৈলেনোগ্লোসস,बैलेनोग्लोसस,ಬೈಲೇನೋಗ್ಲೋಸಸ,ബൈലേനോഗ്ലോസസ,பைலேநோக்லோஸஸ,బైలేనోగ్లోసస,بیلینوگلوسس,বৈলনগ্লসস,ବୈଲେନୋଗ୍ଲୋସସ,बैलेनोग्लोसस
Balanus,बैलानस,બૈલાનસ,बैलानस,ਬੈਲਾਨਸ,বৈলানস,बैलानस,ಬೈಲಾನಸ,ബൈലാനസ,பைலாநஸ,బైలానస,بیلانس,বৈলানস,ବୈଲାନସ,बैलानस
Balausta,बैलौस्टा,બૈલૌસ્ટા,बैलौस्टा,ਬੈਲੌਸ੍ਟਾ,বৈলৌস্টা,बैलौस्टा,ಬೈಲೌಸ್ಟಾ,ബൈലൌസ്ടാ,பைலௌஸ்டா,బైలౌస్టా,بیلوسٹا,বৈলৌস্টা,ବୈଲୌସ୍ଟା,बैलौस्टा
Ball and socket joint,कंदुक खल्लिका संधि,કંદુક ખલ્લિકા સંધિ,कंदुक खल्लिका संधि,ਕਂਦੁਕ ਖਲ੍ਲਿਕਾ ਸਂਧਿ,কংদুক খল্লিকা সংধি,कंदुक खल्लिका संधि,ಕಂದುಕ ಖಲ್ಲಿಕಾ ಸಂಧಿ,കംദുക ഖല്ലികാ സംധി,கங்துக கல்லிகா ஸங்தி,కందుక ఖల్లికా సంధి,کندک کھلکا سندھی,কংদুক খল্লিকা সংধি,କୋଟର ସନ୍ଧି,कंदुक खल्लिका संधि
Balloon catherization,बैलून कैथीकरण,બૈલૂન કૈથીકરણ,बैलून कैथीकरण,ਬੈਲੂਨ ਕੈਥੀਕਰਣ,বৈলূন কৈথীকরণ,बैलून कैथीकरण,ಬೈಲೂನ ಕೈಥೀಕರಣ,ബൈലൂന കൈഥീകരണ,பைலூந கைதீகரண,బైలూన కైథీకరణ,بیلون کیتھیکرن,বৈলূন কৈথীকরণ,ବୈଲୂନ କୈଥୀକରଣ,बैलून कैथीकरण
Bam H I,बाम एच I,બામ એચ i,बाम एच i,ਬਾਮ ਏਚ i,বাম এচ i,बाम एच i,ಬಾಮ ಏಚ i,ബാമ ഏച i,பாம ஏச i,బామ ఏచ i,بام ایچ i,বাম চ i,ବାମ ଏଚ i,बाम एच i
Bamboo-shoot,बाँस प्ररोह,બાઁસ પ્રરોહ,बाँस प्ररोह,ਬਾੰਸ ਪ੍ਰਰੋਹ,বাঁস প্ররোহ,बाँस प्ररोह,ಬಾಂಸ ಪ್ರರೋಹ,ബാംസ പ്രരോഹ,பாங்ஸ ப்ரரோஹ,బాంస ప్రరోహ,بانس پرروہ,বাঁস প্ররহ,ବାଁସ ପ୍ରରୋହ,बाँस प्ररोह
Banded anteater,पट्टित चींटीखोर,પટ્ટિત ચીંટીખોર,पट्टित चींटीखोर,ਪਟ੍ਟਿਤ ਚੀਂਟੀਖੋਰ,পট্টিত চীংটীখোর,पट्टित चींटीखोर,ಪಟ್ಟಿತ ಚೀಂಟೀಖೋರ,പട്ടിത ചീംടീഖോര,பட்டித சீங்டீகோர,పట్టిత చీంటీఖోర,پٹت چینٹیخور,পট্টিত চীংটীখর,ପଟ୍ଟିତ ଚୀଂଟୀଖୋର,पट्टित चींटीखोर
Banding technique,पट्टन तकनीक,પટ્ટન તકનીક,पट्टन तकनीक,ਪਟ੍ਟਨ ਤਕਨੀਕ,পট্টন তকনীক,पट्टन तकनीक,ಪಟ್ಟನ ತಕನೀಕ,പട്ടന തകനീക,பட்டந தகநீக,పట్టన తకనీక,پٹن تکنیک,পট্টন তকনীক,ପଟ୍ଟନ ତକନୀକ,पट्टन तकनीक
Barbiturate,बार्बिट्युरेट,બાર્બિટ્યુરેટ,बार्बिट्युरेट,ਬਾਰ੍ਬਿਟ੍ਯੁਰੇਟ,বার্বিট্যুরেট,बार्बिट्युरेट,ಬಾರ್ಬಿಟ್ಯುರೇಟ,ബാര്ബിട്യുരേട,பார்பிட்யுரேட,బార్బిట్యురేట,باربٹیریٹ,বার্বিট্যুরট,ବାର୍ବିଟ୍ଯୁରେଟ,बार्बिट्युरेट
Bare rock,नग्न शैल,નગ્ન શૈલ,नग्न शैल,ਨਗ੍ਨ ਸ਼ੈਲ,নগ্ন শৈল,नग्न शैल,ನಗ್ನ ಶೈಲ,നഗ്ന ശൈല,நக்ந சைல,నగ్న శైల,نگن شیل,নগ্ন শৈল,ନଗ୍ନ ଶୈଲ,नग्न शैल
Barrier,"रोध, रोधिका","રોધ, રોધિકા","रोध, रोधिका","ਵਾੜ,ਰੋਕ,ਫਾਟਕ","রোধ, রোধিকা","रोध, रोधिका","ತಡೆ, ಅಡ್ಡಗಟ್ಟು","രോധ, രോധികാ","ரோத, ரோதிகா","రోధ, రోధికా",روک,"রধ, রধিকা","ରୋଧିକା, ବାଧା","रोध, रोधिका"
Bark,"वल्क, छाल","વલ્ક, છાલ","वल्क, छाल","ਵਲ੍ਕ, ਛਾਲ","বল্ক, ছাল","वल्क, छाल",ತೊಗಟೆ,കുരയ്ക്ക്,"வல்க, சால","వల్క, ఛాల",ولک، چھال,"ল্ক, ছাল","ବଲ୍କ, ଛାଲ","वल्क, छाल"
Barnacle,"खंडावर, बार्नेकल","ખંડાવર, બાર્નેકલ","खंडावर, बार्नेकल","ਖਂਡਾਵਰ, ਬਾਰ੍ਨੇਕਲ","খংডাবর, বার্নেকল","खंडावर, बार्नेकल",ಬಾರ್ನಕಲ್ ( ಒಂದು ರೀತಿಯ ಅಂಟಿಕೊಳ್ಳುವ ಪ್ರಾಣಿ ),"ഖംഡാവര, ബാര്നേകല","கங்டாவர, பார்நேகல","ఖండావర, బార్నేకల",کھنڈاور، بارنیکل,"খংডার, বার্নকল","ଖଂଡାବର, ବାର୍ନେକଲ","खंडावर, बार्नेकल"
Basal body,आधार पिंड,આધાર પિંડ,आधार पिंड,ਆਧਾਰ ਪਿਂਡ,আধার পিংড,आधार पिंड,ಆಧಾರ ಕಾಯ,ആധാര പിംഡ,ஆதார பிங்ட,ఆధార పిండ,آدھار پنڈ,আধার পিংড,ଆଧାର ପିଂଡ,आधार पिंड
Basal cover,आधार आवरण,આધાર આવરણ,आधार आवरण,ਆਧਾਰ ਆਵਰਣ,আধার আবরণ,आधार आवरण,ಆಧಾರ ಆವರಣ,ആധാര ആവരണ,ஆதார ஆவரண,ఆధార ఆవరణ,آدھار آورن,আধার আরণ,ଆଧାର ଆବରଣ,आधार आवरण
Basal ganglion,आधारी गुच्छिका,આધારી ગુચ્છિકા,आधारी गुच्छिका,ਆਧਾਰੀ ਗੁਚ੍ਛਿਕਾ,আধারী গুচ্ছিকা,आधारी गुच्छिका,ಆಧಾರೀ ಗುಚ್ಛಿಕಾ,ആധാരീ ഗുച്ഛികാ,ஆதாரீ குச்சிகா,ఆధారీ గుచ్ఛికా,آدھاری گچھکا,আধারী গুচ্ছিকা,ଆଧାରୀ ଗୁଚ୍ଛିକା,आधारी गुच्छिका
Basal pad,आधारी तल्प,આધારી તલ્પ,आधारी तल्प,ਆਧਾਰੀ ਤਲ੍ਪ,আধারী তল্প,आधारी तल्प,ಆಧಾರೀ ತಲ್ಪ,ആധാരീ തല്പ,ஆதாரீ தல்ப,ఆధారీ తల్ప,آدھاری تلپ,আধারী তল্প,ଆଧାରୀ ତଲ୍ପ,आधारी तल्प
Base,आधार,"પાયો, તળિયું, આધાર, તલ, બેઠક","आधार, पाया, तळ",ਅਧਾਰ,"ভিত্তি,আধার","आदार,बुनयादी,बसका",ಮೂಲಮಾನ,മൂലം,"அடி, அடிப்பகுதி, அடிப்படை","స్థావరం,మూలస్థానం,సైనికస్థావరం",پیندی۔ بنیاد۔ بیس,"ভেটি,ভিত্তি, ভূমি(জ্যামিতি), (বুনিয়াদ",କ୍ଷାରକ,"आधार, जग"
