English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
Absolute voltage level,निरपेक्ष वोल्टता स्तर,નિરપેક્ષ વોલ્ટતા સ્તર,निरपेक्ष वोल्टता स्तर,ਨਿਰਪੇਕ੍਷ ਵੋਲ੍ਟਤਾ ਸ੍ਤਰ,নিরপেক্ষ বোল্টতা স্তর,निरपेक्ष वोल्टता स्तर,ನಿರಪೇಕ್ಷ ವೋಲ್ಟತಾ ಸ್ತರ,നിരപേക്ഷ വോല്ടതാ സ്തര,நிரபேக்ஷ வோல்டதா ஸ்தர,నిరపేక్ష వోల్టతా స్తర,نرپیکش وولٹتا سطر,নিরপক্ষ ল্টতা স্তর,ନିରପେକ୍ଷ ବୋଲ୍ଟତା ସ୍ତର,निरपेक्ष वोल्टता स्तर
Absorbing layer,अवशोषी परत,અવશોષી પરત,अवशोषी परत,ਅਵਸ਼ੋ਷ੀ ਪਰਤ,অবশোষী পরত,अवशोषी परत,ಅವಶೋಷೀ ಪರತ,അവശോഷീ പരത,அவசோஷீ பரத,అవశోషీ పరత,اوشوشی پرت,অশষী পরত,ଅବଶୋଷୀ ପରତ,अवशोषी परत
Absorptance,अवशोषणांश,અવશોષણાંશ,अवशोषणांश,ਅਵਸ਼ੋ਷ਣਾਂਸ਼,অবশোষণাংশ,अवशोषणांश,ಅವಶೋಷಣಾಂಶ,അവശോഷണാംശ,அவசோஷணாங்ச,అవశోషణాంశ,اوشوشنانش,অশষণাংশ,ଅବଶୋଷଣାଂଶ,अवशोषणांश
Absorption,अवशोषण,"સમાવેશ, સમાસ","शोषण, समावेशन","ਲੀਣ ਹੋਣਾ, ਵਿੱਚੇ ਸਮਾ ਜਾਣਾ, ਸਮੋ-ਲੈਣਾ",অন্তর্ভূক্তিকরণ,"1. च्यूसप,शोशून घेवप,2. अवशोषण","ಹೀರಿಕೆ, ರಕ್ತಗತ, ಅವಶೋಷಣೆ",ലയനം,"1. ஏற்றுக்கொள்ளல் 2. உறிஞ்சல், உட்கொள்ளல்,","లోపలికి గ్రహించుట,పీల్చుట",جاذبیت,"বিশোষণ, শোষণ, অৱশোষণ",ଅବଶୋଷଣ,"1. समावेश 2. सोसन, पाचन"
Absorption band,अवशोषण बैंड,અવશોષણ બૈંડ,अवशोषण बैंड,ਅਵਸ਼ੋ਷ਣ ਬੈਂਡ,অবশোষণ বৈংড,अवशोषण बैंड,ಅವಶೋಷಣ ಬೈಂಡ,അവശോഷണ ബൈംഡ,அவசோஷண பைங்ட,అవశోషణ బైండ,جاذبیت بینڈ,অশষণ বৈংড,ଅବଶୋଷଣ ବୈଂଡ,अवशोषण बैंड
Absorption limiting frequency,अवशोषण सीमांत आवृत्ति,અવશોષણ સીમાંત આવૃત્તિ,अवशोषण सीमांत आवृत्ति,ਅਵਸ਼ੋ਷ਣ ਸੀਮਾਂਤ ਆਵ੃ਤ੍ਤਿ,অবশোষণ সীমাংত আবৃত্তি,अवशोषण सीमांत आवृत्ति,ಅವಶೋಷಣ ಸೀಮಾಂತ ಆವೃತ್ತಿ,അവശോഷണ സീമാംത ആവൃത്തി,அவசோஷண ஸீமாங்த ஆவ்ருத்தி,అవశోషణ సీమాంత ఆవృత్తి,اوشوشن سیمانت آورتی,অশষণ সীমাংত আৃত্তি,ଅବଶୋଷଣ ସୀମାଂତ ଆବୃତ୍ତି,अवशोषण सीमांत आवृत्ति
Absorptivity,अवशोषकता,અવશોષકતા,अवशोषकता,ਅਵਸ਼ੋ਷ਕਤਾ,অবশোষকতা,अवशोषकता,ಅವಶೋಷಕತಾ,അവശോഷകതാ,அவசோஷகதா,అవశోషకతా,اوشوشکتا,অশষকতা,ଅବଶୋଷକତା,अवशोषकता
Acceleration sensor,त्वरण संवेदक,ત્વરણ સંવેદક,त्वरण संवेदक,ਤ੍ਵਰਣ ਸਂਵੇਦਕ,ত্বরণ সংবেদক,त्वरण संवेदक,ತ್ವರಣ ಸಂವೇದಕ,ത്വരണ സംവേദക,த்வரண ஸங்வேதக,త్వరణ సంవేదక,تورن سنویدک,ত্রণ সংদক,ତ୍ବରଣ ସଂବେଦକ,त्वरण संवेदक
Accelerometer,त्वरणमापी,ત્વરણમાપી,त्वरणमापी,ਤ੍ਵਰਣਮਾਪੀ,ত্বরণমাপী,त्वरणमापी,ತ್ವರಣಮಾಪೀ,ത്വരണമാപീ,த்வரணமாபீ,త్వరణమాపీ,تورنماپی,ত্রণমাপী,ତ୍ବରଣମାପୀ,त्वरणमापी
Acceptable distortion,स्वीकार्य विरूपण,સ્વીકાર્ય વિરૂપણ,स्वीकार्य विरूपण,ਸ੍ਵੀਕਾਰ੍ਯ ਵਿਰੂਪਣ,স্বীকার্য বিরূপণ,स्वीकार्य विरूपण,ಸ್ವೀಕಾರ್ಯ ವಿರೂಪಣ,സ്വീകാര്യ വിരൂപണ,ஸ்வீகார்ய விரூபண,స్వీకార్య విరూపణ,سویکاریہ وروپن,স্ীকার্য িরূপণ,ସ୍ବୀକାର୍ଯ ବିରୂପଣ,स्वीकार्य विरूपण
Acceptable interference,स्वीकार्य व्यतिकरण,સ્વીકાર્ય વ્યતિકરણ,स्वीकार्य व्यतिकरण,ਸ੍ਵੀਕਾਰ੍ਯ ਵ੍ਯਤਿਕਰਣ,স্বীকার্য ব্যতিকরণ,स्वीकार्य व्यतिकरण,ಸ್ವೀಕಾರ್ಯ ವ್ಯತಿಕರಣ,സ്വീകാര്യ വ്യതികരണ,ஸ்வீகார்ய வ்யதிகரண,స్వీకార్య వ్యతికరణ,سویکاریہ ویتکرن,স্ীকার্য ্যতিকরণ,ସ୍ବୀକାର୍ଯ ବ୍ଯତିକରଣ,स्वीकार्य व्यतिकरण
Acceptable signal-interference ratio,स्वीकार्य संकेत व्यतिकरण अनुपात,સ્વીકાર્ય સંકેત વ્યતિકરણ અનુપાત,स्वीकार्य संकेत व्यतिकरण अनुपात,ਸ੍ਵੀਕਾਰ੍ਯ ਸਂਕੇਤ ਵ੍ਯਤਿਕਰਣ ਅਨੁਪਾਤ,স্বীকার্য সংকেত ব্যতিকরণ অনুপাত,स्वीकार्य संकेत व्यतिकरण अनुपात,ಸ್ವೀಕಾರ್ಯ ಸಂಕೇತ ವ್ಯತಿಕರಣ ಅನುಪಾತ,സ്വീകാര്യ സംകേത വ്യതികരണ അനുപാത,ஸ்வீகார்ய ஸங்கேத வ்யதிகரண அநுபாத,స్వీకార్య సంకేత వ్యతికరణ అనుపాత,سویکاریہ سنکیت ویتکرن انوپات,স্ীকার্য সংকত ্যতিকরণ অনুপাত,ସ୍ବୀକାର୍ଯ ସଂକେତ ବ୍ଯତିକରଣ ଅନୁପାତ,स्वीकार्य संकेत व्यतिकरण अनुपात
Acceptance,स्वीकरण,"સ્વીકાર, સ્વીકૃતિ","स्वीकृति, स्वीकार","ਮੰਜੂਰੀ, ਗਰਹਿਣ ਕਰਨਾ(ਕਨੂੰਨ) ਸਵੀਕਾਰਨ, ਪ੍ਰਵਾਗੀਤ","স্বীকার(-পত্র),গ্রহণ,স্বীকৃতি,প্রাপ্তিস্বীকার","स्विकार,हयकार/मान्यताय","ಸ್ವೀಕಾರ, ಅಂಗೀಕಾರ, ಒಪ್ಪಿಗೆ","സ്വീകരിക്കൽ, പ്രതിഗ്രഹണം","ஏற்றுக்கொள்ளுதல், ஒப்புக்கொள்ளுதல்","స్వీకృతి,అంగీకారం,స్వీకారం",منظوری,"গ্রহণ, স্বীকৃতি",ସ୍ୱୀକୃତି,"मञ्जूरी, मान्यता, स्वीकृति"
Acceptance angle,स्वीकरण कोण,સ્વીકરણ કોણ,स्वीकरण कोण,ਸ੍ਵੀਕਰਣ ਕੋਣ,স্বীকরণ কোণ,स्वीकरण कोण,ಸ್ವೀಕರಣ ಕೋಣ,സ്വീകരണ കോണ,ஸ்வீகரண கோண,స్వీకరణ కోణ,سویکرن کون,স্ীকরণ কণ,ସ୍ବୀକରଣ କୋଣ,स्वीकरण कोण
Acceptance test,स्वीकरण परीक्षण,સ્વીકરણ પરીક્ષણ,स्वीकरण परीक्षण,ਸ੍ਵੀਕਰਣ ਪਰੀਕ੍਷ਣ,স্বীকরণ পরীক্ষণ,स्वीकरण परीक्षण,ಸ್ವೀಕರಣ ಪರೀಕ್ಷಣ,സ്വീകരണ പരീക്ഷണ,ஸ்வீகரண பரீக்ஷண,స్వీకరణ పరీక్షణ,سویکرن پریکشن,স্ীকরণ পরীক্ষণ,ସ୍ବୀକରଣ ପରୀକ୍ଷଣ,स्वीकरण परीक्षण
Acceptance test sequence,स्वीकरण परीक्षण अनुक्रम,સ્વીકરણ પરીક્ષણ અનુક્રમ,स्वीकरण परीक्षण अनुक्रम,ਸ੍ਵੀਕਰਣ ਪਰੀਕ੍਷ਣ ਅਨੁਕ੍ਰਮ,স্বীকরণ পরীক্ষণ অনুক্রম,स्वीकरण परीक्षण अनुक्रम,ಸ್ವೀಕರಣ ಪರೀಕ್ಷಣ ಅನುಕ್ರಮ,സ്വീകരണ പരീക്ഷണ അനുക്രമ,ஸ்வீகரண பரீக்ஷண அநுக்ரம,స్వీకరణ పరీక్షణ అనుక్రమ,سویکرن پریکشن انوکرم,স্ীকরণ পরীক্ষণ অনুক্রম,ସ୍ବୀକରଣ ପରୀକ୍ଷଣ ଅନୁକ୍ରମ,स्वीकरण परीक्षण अनुक्रम
Accepted interference,स्वीकृत व्यतिकरण,સ્વીકૃત વ્યતિકરણ,स्वीकृत व्यतिकरण,ਸ੍ਵੀਕ੃ਤ ਵ੍ਯਤਿਕਰਣ,স্বীকৃত ব্যতিকরণ,स्वीकृत व्यतिकरण,ಸ್ವೀಕೃತ ವ್ಯತಿಕರಣ,സ്വീകൃത വ്യതികരണ,ஸ்வீக்ருத வ்யதிகரண,స్వీకృత వ్యతికరణ,سویکرت ویتکرن,স্ীকৃত ্যতিকরণ,ସ୍ବୀକୃତ ବ୍ଯତିକରଣ,स्वीकृत व्यतिकरण
Accepted spurious frequency deviation,स्वीकृत भ्रामक आवृत्ति विचलन,સ્વીકૃત ભ્રામક આવૃત્તિ વિચલન,स्वीकृत भ्रामक आवृत्ति विचलन,ਸ੍ਵੀਕ੃ਤ ਭ੍ਰਾਮਕ ਆਵ੃ਤ੍ਤਿ ਵਿਚਲਨ,স্বীকৃত ভ্রামক আবৃত্তি বিচলন,स्वीकृत भ्रामक आवृत्ति विचलन,ಸ್ವೀಕೃತ ಭ್ರಾಮಕ ಆವೃತ್ತಿ ವಿಚಲನ,സ്വീകൃത ഭ്രാമക ആവൃത്തി വിചലന,ஸ்வீக்ருத ப்ராமக ஆவ்ருத்தி விசலந,స్వీకృత భ్రామక ఆవృత్తి విచలన,سویکرت بھرامک آورتی وچلن,স্ীকৃত ভ্রামক আৃত্তি িচলন,ସ୍ବୀକୃତ ଭ୍ରାମକ ଆବୃତ୍ତି ବିଚଲନ,स्वीकृत भ्रामक आवृत्ति विचलन
Access channel,अभिगम चैनल,અભિગમ ચૈનલ,अभिगम चैनल,ਅਭਿਗਮ ਚੈਨਲ,অভিগম চৈনল,अभिगम चैनल,ಅಭಿಗಮ ಚೈನಲ,അഭിഗമ ചൈനല,அபிகம சைநல,అభిగమ చైనల,ابھگم چینل,অভিগম চৈনল,ଅଭିଗମ ଚୈନଲ,अभिगम चैनल
Access code,अभिगम कोड,અભિગમ કોડ,अभिगम कोड,ਅਭਿਗਮ ਕੋਡ,অভিগম কোড,अभिगम कोड,ಅಭಿಗಮ ಕೋಡ,അഭിഗമ കോഡ,அபிகம கோட,అభిగమ కోడ,ابھگم کوڈ,অভিগম কড,ଅଭିଗମ କୋଡ,अभिगम कोड
Access information channel,अभिगम सूचना चैनल,અભિગમ સૂચના ચૈનલ,अभिगम सूचना चैनल,ਅਭਿਗਮ ਸੂਚਨਾ ਚੈਨਲ,অভিগম সূচনা চৈনল,अभिगम सूचना चैनल,ಅಭಿಗಮ ಸೂಚನಾ ಚೈನಲ,അഭിഗമ സൂചനാ ചൈനല,அபிகம ஸூசநா சைநல,అభిగమ సూచనా చైనల,ابھگم سوچنا چینل,অভিগম সূচনা চৈনল,ଅଭିଗମ ସୂଚନା ଚୈନଲ,अभिगम सूचना चैनल
Access point,अभिगम बिंदु,અભિગમ બિંદુ,अभिगम बिंदु,ਅਭਿਗਮ ਬਿਂਦੁ,অভিগম বিংদু,अभिगम बिंदु,ಅಭಿಗಮ ಬಿಂದು,അഭിഗമ ബിംദു,அபிகம பிங்து,అభిగమ బిందు,ابھگم بندو,অভিগম বিংদু,ଅଭିଗମ ବିଂଦୁ,अभिगम बिंदु
Access time,अभिगम काल,અભિગમ કાલ,अभिगम काल,ਅਭਿਗਮ ਕਾਲ,অভিগম কাল,अभिगम काल,ಅಭಿಗಮ ಕಾಲ,അഭിഗമ കാല,அபிகம கால,అభిగమ కాల,ابھگم کال,অভিগম কাল,ଅଭିଗମ କାଲ,अभिगम काल
Access to recorded information,अभिलिखित सूचना तक पहुंच,અભિલિખિત સૂચના તક પહુંચ,अभिलिखित सूचना तक पहुंच,ਅਭਿਲਿਖਿਤ ਸੂਚਨਾ ਤਕ ਪਹੁਂਚ,অভিলিখিত সূচনা তক পহুংচ,अभिलिखित सूचना तक पहुंच,ಅಭಿಲಿಖಿತ ಸೂಚನಾ ತಕ ಪಹುಂಚ,അഭിലിഖിത സൂചനാ തക പഹുംച,அபிலிகித ஸூசநா தக பஹுங்ச,అభిలిఖిత సూచనా తక పహుంచ,ابھلکھت سوچنا تک پہنچ,অভিলিখিত সূচনা তক পহুংচ,ଅଭିଲିଖିତ ସୂଚନା ତକ ପହୁଂଚ,अभिलिखित सूचना तक पहुंच
Accessibility,अभिगम्यता,અભિગમ્યતા,अभिगम्यता,ਅਭਿਗਮ੍ਯਤਾ,অভিগম্যতা,अभिगम्यता,ಪ್ರವೇಶಸಾಧ್ಯತೆ,അഭിഗമ്യതാ,அபிகம்யதா,అభిగమ్యతా,رسائی پذیری، دسترس، پہونچ,অভিগম্যতা,ପ୍ରବେଶ ଯୋଗ୍ୟ,अभिगम्यता
Accomodation coefficient,समंजन गुणांक,સમંજન ગુણાંક,समंजन गुणांक,ਸਮਂਜਨ ਗੁਣਾਂਕ,সমংজন গুণাংক,समंजन गुणांक,ಸಮಂಜನ ಗುಣಾಂಕ,സമംജന ഗുണാംക,ஸமங்ஜந குணாங்க,సమంజన గుణాంక,سمنجن گنانک,সমংজন গুণাংক,ସମଂଜନ ଗୁଣାଂକ,समंजन गुणांक
Accompanying sound,सह ध्वनि,સહ ધ્વનિ,सह ध्वनि,ਸਹ ਧ੍ਵਨਿ,সহ ধ্বনি,सह ध्वनि,ಸಹ ಧ್ವನಿ,സഹ ധ്വനി,ஸஹ த்வநி,సహ ధ్వని,سہہ دھون,সহ ধ্নি,ସହ ଧ୍ବନି,सह ध्वनि
Accumulator,संचायक,સંચાયક,संचायक,ਸਂਚਾਯਕ,সংচাযক,संचायक,ಸುಂಗ್ರಹಕೋಶ,സംചായക,ஸங்சாயக,సంచాయక,اکو مولیٹر,সংচাযক,ସଂଚାଯକ,संचायक
Accuracy,परिशुद्धता,"ચોકસાઈ, ખરાપણું",अचूकपणा,"ਯਥਾਰਥਤਾ, ਬਿਲਕੁਲ ਸਹੀ","যাথার্থ্য,যাথাযথ্য","अचूकपण,नेमकेंपण,यथार्थताय",ನಿಖರತೆ,"കൃത്യത, വാസ്തവികത, കണിശത","திட்ப நுட்பம், வழுவாமை, சரிநிலை","యథార్థత,కచ్చితత్వం",صحت,"যথার্থতা,সত্যতা,সুনির্দিষ্টতা","ସଠିକତା, ପରିଶୋଧନ","अचूक, ठीक-ठीक, सठीक"
Acknowedgment bit,अभिस्वीकृति बिट,અભિસ્વીકૃતિ બિટ,अभिस्वीकृति बिट,ਅਭਿਸ੍ਵੀਕ੃ਤਿ ਬਿਟ,অভিস্বীকৃতি বিট,अभिस्वीकृति बिट,ಅಭಿಸ್ವೀಕೃತಿ ಬಿಟ,അഭിസ്വീകൃതി ബിട,அபிஸ்வீக்ருதி பிட,అభిస్వీకృతి బిట,ابھسویکرتی بٹ,অভিস্ীকৃতি বিট,ଅଭିସ୍ବୀକୃତି ବିଟ,अभिस्वीकृति बिट
Acoustic wave,ध्वनि तरंग,ધ્વનિ તરંગ,ध्वनि तरंग,ਧ੍ਵਨਿ ਤਰਂਗ,ধ্বনি তরংগ,ध्वनि तरंग,ಧ್ವನಿ ತರಂಗ,ധ്വനി തരംഗ,த்வநி தரங்க,ధ్వని తరంగ,صوتیاتی لہر,ধ্নি তরংগ,ଧ୍ବନି ତରଂଗ,ध्वनि तरंग
Acousto-optical system,ध्वनि प्रकाश तंत्र,ધ્વનિ પ્રકાશ તંત્ર,ध्वनि प्रकाश तंत्र,ਧ੍ਵਨਿ ਪ੍ਰਕਾਸ਼ ਤਂਤ੍ਰ,ধ্বনি প্রকাশ তংত্র,ध्वनि प्रकाश तंत्र,ಧ್ವನಿ ಪ್ರಕಾಶ ತಂತ್ರ,ധ്വനി പ്രകാശ തംത്ര,த்வநி ப்ரகாச தங்த்ர,ధ్వని ప్రకాశ తంత్ర,دھون پرکاش تنتر,ধ্নি প্রকাশ তংত্র,ଧ୍ବନି ପ୍ରକାଶ ତଂତ୍ର,ध्वनि प्रकाश तंत्र
Acquisition,"अर्जन, उपार्जन","અર્જન, નફો,પ્રાપ્ત કરવું તે","संपादन, अधिग्रहण","ਅਧਿਗਰਿਹਣ, ਪ੍ਰਾਪਤ ਕਰਨਾ","অধিগ্রহণ,আহরণ,অর্জন",संपादन,ಸಂಗ್ರಹಣೆ,"പൊന്നുംവിലയ്ക്കെടുക്കൽ, കൈവശപ്പെടുത്തൽ, ആ൪ജിക്കൽ",கையகப்படுத்துகை,"సంపాదన,సేకరించు,స్వాధీనం (అధికార సం.)",حصول,"অধিগ্রহণ, আর্জন,উপার্জন,প্রাপ্তি","ଅକ୍ତିଆର, ଅଧିକାର ଭୁକ୍ତ",1. अधिग्रहण 2. संग्रह;उपार्जन
Acquisition,2. अधिग्रहण,"અર્જન, નફો,પ્રાપ્ત કરવું તે","संपादन, अधिग्रहण","ਅਧਿਗਰਿਹਣ, ਪ੍ਰਾਪਤ ਕਰਨਾ","অধিগ্রহণ,আহরণ,অর্জন",संपादन,ಸಂಗ್ರಹಣೆ,"പൊന്നുംവിലയ്ക്കെടുക്കൽ, കൈവശപ്പെടുത്തൽ, ആ൪ജിക്കൽ",கையகப்படுத்துகை,"సంపాదన,సేకరించు,స్వాధీనం (అధికార సం.)",حصول,"অধিগ্রহণ, আর্জন,উপার্জন,প্রাপ্তি","ଅକ୍ତିଆର, ଅଧିକାର ଭୁକ୍ତ",1. अधिग्रहण 2. संग्रह;उपार्जन
Acquisition of signal,संकेतार्जन,સંકેતાર્જન,संकेतार्जन,ਸਂਕੇਤਾਰ੍ਜਨ,সংকেতার্জন,संकेतार्जन,ಸಂಕೇತಾರ್ಜನ,സംകേതാര്ജന,ஸங்கேதார்ஜந,సంకేతార్జన,سنکیتارجن,সংকতার্জন,ସଂକେତାର୍ଜନ,संकेतार्जन
