English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
Abyssal fauna,वितल प्राणिजात,વિતલ પ્રાણિજાત,वितल प्राणिजात,ਵਿਤਲ ਪ੍ਰਾਣਿਜਾਤ,বিতল প্রাণিজাত,वितल प्राणिजात,ವಿತಲ ಪ್ರಾಣಿಜಾತ,വിതല പ്രാണിജാത,விதல ப்ராணிஜாத,వితల ప్రాణిజాత,وتل پرانجات,িতল প্রাণিজাত,ନିତଳ ପ୍ରାଣୀଜାତ,वितल प्राणिजात
Abyssal flora,वितलीय वनस्पतिजात,વિતલીય વનસ્પતિજાત,वितलीय वनस्पतिजात,ਵਿਤਲੀਯ ਵਨਸ੍ਪਤਿਜਾਤ,বিতলীয বনস্পতিজাত,वितलीय वनस्पतिजात,ವಿತಲೀಯ ವನಸ್ಪತಿಜಾತ,വിതലീയ വനസ്പതിജാത,விதலீய வநஸ்பதிஜாத,వితలీయ వనస్పతిజాత,وتلیہ ونسپتجات,িতলীয নস্পতিজাত,ବିତଲୀଯ ବନସ୍ପତିଜାତ,वितलीय वनस्पतिजात
Abyssal life,वितलीय जीवन,વિતલીય જીવન,वितलीय जीवन,ਵਿਤਲੀਯ ਜੀਵਨ,বিতলীয জীবন,वितलीय जीवन,ವಿತಲೀಯ ಜೀವನ,വിതലീയ ജീവന,விதலீய ஜீவந,వితలీయ జీవన,وتلیہ جیون,িতলীয জীন,ବୀତଳୀୟ ଜୀବନ,वितलीय जीवन
Acadian series,आकेडियन शैल श्रेणी,આકેડિયન શૈલ શ્રેણી,आकेडियन शैल श्रेणी,ਆਕੇਡਿਯਨ ਸ਼ੈਲ ਸ਼੍ਰੇਣੀ,আকেডিযন শৈল শ্রেণী,आकेडियन शैल श्रेणी,ಆಕೇಡಿಯನ ಶೈಲ ಶ್ರೇಣೀ,ആകേഡിയന ശൈല ശ്രേണീ,ஆகேடியந சைல ச்ரேணீ,ఆకేడియన శైల శ్రేణీ,آکیڈین شیل شرینی,আকডিযন শৈল শ্রণী,ଆକେଡିଯନ ଶୈଲ ଶ୍ରେଣୀ,आकेडियन शैल श्रेणी
Acanthoceras,ऐकेन्थोसिरैस,ઐકેન્થોસિરૈસ,ऐकेन्थोसिरैस,ਐਕੇਨ੍ਥੋਸਿਰੈਸ,ঐকেন্থোসিরৈস,ऐकेन्थोसिरैस,ಐಕೇನ್ಥೋಸಿರೈಸ,ഐകേന്ഥോസിരൈസ,ஐகேந்தோஸிரைஸ,ఐకేన్థోసిరైస,ایکینتھوسریس,ঐকন্থসিরৈস,ଐକେନ୍ଥୋସିରୈସ,ऐकेन्थोसिरैस
Acanthoceras rhotomagense,ऐकेन्थोसिरैस रोटोगेन्स,ઐકેન્થોસિરૈસ રોટોગેન્સ,ऐकेन्थोसिरैस रोटोगेन्स,ਐਕੇਨ੍ਥੋਸਿਰੈਸ ਰੋਟੋਗੇਨ੍ਸ,ঐকেন্থোসিরৈস রোটোগেন্স,ऐकेन्थोसिरैस रोटोगेन्स,ಐಕೇನ್ಥೋಸಿರೈಸ ರೋಟೋಗೇನ್ಸ,ഐകേന്ഥോസിരൈസ രോടോഗേന്സ,ஐகேந்தோஸிரைஸ ரோடோகேந்ஸ,ఐకేన్థోసిరైస రోటోగేన్స,ایکینتھوسریس روٹوگینس,ঐকন্থসিরৈস রটগন্স,ଐକେନ୍ଥୋସିରୈସ ରୋଟୋଗେନ୍ସ,ऐकेन्थोसिरैस रोटोगेन्स
Acanthopore,नालकंट,નાલકંટ,नालकंट,ਨਾਲਕਂਟ,নালকংট,नालकंट,ನಾಲಕಂಟ,നാലകംട,நாலகங்ட,నాలకంట,نالکنٹ,নালকংট,ନାଲକଂଟ,नालकंट
Acanthothyris spinosa,ऐकेन्थोथाइरिस स्पाइनोजा,ઐકેન્થોથાઇરિસ સ્પાઇનોજા,ऐकेन्थोथाइरिस स्पाइनोजा,ਐਕੇਨ੍ਥੋਥਾਇਰਿਸ ਸ੍ਪਾਇਨੋਜਾ,ঐকেন্থোথাইরিস স্পাইনোজা,ऐकेन्थोथाइरिस स्पाइनोजा,ಐಕೇನ್ಥೋಥಾಇರಿಸ ಸ್ಪಾಇನೋಜಾ,ഐകേന്ഥോഥാഇരിസ സ്പാഇനോജാ,ஐகேந்தோதாஇரிஸ ஸ்பாஇநோஜா,ఐకేన్థోథాఇరిస స్పాఇనోజా,ایکینتھوتھائرس اسپائنوجا,ঐকন্থথাইরিস স্পাইনজা,ଐକେନ୍ଥୋଥାଇରିସ ସ୍ପାଇନୋଜା,ऐकेन्थोथाइरिस स्पाइनोजा
Acarina,एकैराइना,એકૈરાઇના,एकैराइना,ਏਕੈਰਾਇਨਾ,একৈরাইনা,एकैराइना,ಏಕೈರಾಇನಾ,ഏകൈരാഇനാ,ஏகைராஇநா,ఏకైరాఇనా,ایکیرائنا,কৈরাইনা,ଏକୈରାଇନା,एकैराइना
Accessory,"अतिरिक्त, सहायक, गौण (विo)","સહાયક, ગૌણ, આનુષંગિક","उपसाधक, सहायक","ਗੌਣ ਪੂਰਕ ਚੀਜ, ਉਪਸਾਧਨ","অনুষঙ্গ,সহায়ক","आनुषांगीक,उपसाधना",ಹೆಚ್ಚಿನ / ಸಹಾಯಕ (ಸಾಮಗ್ರಿ),"അനുബന്ധം, ഉപസാധനം, സഹായകോപകരണം, പങ്കാളി","1. உடந்தையான, உடந்தையானவர் 2. துணைப்பொருள், சார்பொருள், உதவிப் பொருள்","ఉపసాధనం,ఉపసాధకం,సహాయకుడు",متعلقہ، معاون، لوازم,"উপসহায়ক,গৌণ, আনুষঙ্গিকআহিলা/বস্তু","ଉପସାଧନ, ସହକାରୀ ସଂଯୋଗ, ଅତିରିକ୍ତ, ସାହାଯ୍ୟକାରୀ, ଆନୁଷଙ୍ଗିକ","सहायक सामग्री, कलपूर्जा"
Accessory aperture,सहायक द्वारक,સહાયક દ્વારક,सहायक द्वारक,ਸਹਾਯਕ ਦ੍ਵਾਰਕ,সহাযক দ্বারক,सहायक द्वारक,ಸಹಾಯಕ ದ್ವಾರಕ,സഹായക ദ്വാരക,ஸஹாயக த்வாரக,సహాయక ద్వారక,سہایک دوارک,সহাযক দ্ারক,ସହାଯକ ଦ୍ବାରକ,सहायक द्वारक
Accessory nephridiopore,सहायक वृक्ककरंध्र,સહાયક વૃક્કકરંધ્ર,सहायक वृक्ककरंध्र,ਸਹਾਯਕ ਵ੃ਕ੍ਕਕਰਂਧ੍ਰ,সহাযক বৃক্ককরংধ্র,सहायक वृक्ककरंध्र,ಸಹಾಯಕ ವೃಕ್ಕಕರಂಧ್ರ,സഹായക വൃക്കകരംധ്ര,ஸஹாயக வ்ருக்ககரங்த்ர,సహాయక వృక్కకరంధ్ర,سہایک ورککرندھر,সহাযক ৃক্ককরংধ্র,ସହାଯକ ବୃକ୍କକରଂଧ୍ର,सहायक वृक्ककरंध्र
Acervularia,एसरवुलैरिया,એસરવુલૈરિયા,एसरवुलैरिया,ਏਸਰਵੁਲੈਰਿਯਾ,এসরবুলৈরিযা,एसरवुलैरिया,ಏಸರವುಲೈರಿಯಾ,ഏസരവുലൈരിയാ,ஏஸரவுலைரியா,ఏసరవులైరియా,ایسرولیریا,সরুলৈরিযা,ଏସରବୁଲୈରିଯା,एसरवुलैरिया
Acervularia ananas,एसरवुलेरिया अनानास,એસરવુલેરિયા અનાનાસ,एसरवुलेरिया अनानास,ਏਸਰਵੁਲੇਰਿਯਾ ਅਨਾਨਾਸ,এসরবুলেরিযা অনানাস,एसरवुलेरिया अनानास,ಏಸರವುಲೇರಿಯಾ ಅನಾನಾಸ,ഏസരവുലേരിയാ അനാനാസ,ஏஸரவுலேரியா அநாநாஸ,ఏసరవులేరియా అనానాస,ایسرولیریا اناناس,সরুলরিযা অনানাস,ଏସରବୁଲେରିଯା ଅନାନାସ,एसरवुलेरिया अनानास
Acervulina,एसरवुलिना,એસરવુલિના,एसरवुलिना,ਏਸਰਵੁਲਿਨਾ,এসরবুলিনা,एसरवुलिना,ಏಸರವುಲಿನಾ,ഏസരവുലിനാ,ஏஸரவுலிநா,ఏసరవులినా,ایسرولنا,সরুলিনা,ଏସରବୁଲିନା,एसरवुलिना
Acervulina inhaerens,एसरवुलिया इनहैरेन्स,એસરવુલિયા ઇનહૈરેન્સ,एसरवुलिया इनहैरेन्स,ਏਸਰਵੁਲਿਯਾ ਇਨਹੈਰੇਨ੍ਸ,এসরবুলিযা ইনহৈরেন্স,एसरवुलिया इनहैरेन्स,ಏಸರವುಲಿಯಾ ಇನಹೈರೇನ್ಸ,ഏസരവുലിയാ ഇനഹൈരേന്സ,ஏஸரவுலியா இநஹைரேந்ஸ,ఏసరవులియా ఇనహైరేన్స,ایسرولیا انہیرینس,সরুলিযা ইনহৈরন্স,ଏସରବୁଲିଯା ଇନହୈରେନ୍ସ,एसरवुलिया इनहैरेन्स
Acervulinoid,एसरवुलिनाभ,એસરવુલિનાભ,एसरवुलिनाभ,ਏਸਰਵੁਲਿਨਾਭ,এসরবুলিনাভ,एसरवुलिनाभ,ಏಸರವುಲಿನಾಭ,ഏസരവുലിനാഭ,ஏஸரவுலிநாப,ఏసరవులినాభ,ایسرولنابھ,সরুলিনাভ,ଏସରବୁଲିନାଭ,एसरवुलिनाभ
Acetabulum,"श्रोणिउलूखल, ऐसीटैबुलम","શ્રોણિઉલૂખલ, ઐસીટૈબુલમ","श्रोणिउलूखल, ऐसीटैबुलम","ਸ਼੍ਰੋਣਿਉਲੂਖਲ, ਐਸੀਟੈਬੁਲਮ","শ্রোণিউলূখল, ঐসীটৈবুলম","श्रोणिउलूखल, ऐसीटैबुलम","ಶ್ರೋಣಿಉಲೂಖಲ, ಐಸೀಟೈಬುಲಮ","ശ്രോണിഉലൂഖല, ഐസീടൈബുലമ","ச்ரோணிஉலூகல, ஐஸீடைபுலம","శ్రోణిఉలూఖల, ఐసీటైబులమ",شرونلوکھل، ایسیٹیبلم,"শ্রণিউলূখল, ঐসীটৈবুলম","ଆସିଟାବୁଲମ, ଶ୍ରୋଣୀଉଲୁଖଳ ଚୂଷକ","श्रोणिउलूखल, ऐसीटैबुलम"
Acial primordium,ईशियम आद्यक,ઈશિયમ આદ્યક,ईशियम आद्यक,ਈਸ਼ਿਯਮ ਆਦ੍ਯਕ,ঈশিযম আদ্যক,ईशियम आद्यक,ಈಶಿಯಮ ಆದ್ಯಕ,ഈശിയമ ആദ്യക,ஈசியம ஆத்யக,ఈశియమ ఆద్యక,ایشیم آدیک,ঈশিযম আদ্যক,ଈଶିଯମ ଆଦ୍ଯକ,ईशियम आद्यक
Acidaspis barrandei,ऐसीडैस्पिस बैरान्डेआई,ઐસીડૈસ્પિસ બૈરાન્ડેઆઈ,ऐसीडैस्पिस बैरान्डेआई,ਐਸੀਡੈਸ੍ਪਿਸ ਬੈਰਾਨ੍ਡੇਆਈ,ঐসীডৈস্পিস বৈরান্ডেআঈ,ऐसीडैस्पिस बैरान्डेआई,ಐಸೀಡೈಸ್ಪಿಸ ಬೈರಾನ್ಡೇಆಈ,ഐസീഡൈസ്പിസ ബൈരാന്ഡേആഈ,ஐஸீடைஸ்பிஸ பைராந்டேஆஈ,ఐసీడైస్పిస బైరాన్డేఆఈ,ایسیڈیسپس بیرانڈیائی,ঐসীডৈস্পিস বৈরান্ডআঈ,ଐସୀଡୈସ୍ପିସ ବୈରାନ୍ଡେଆଈ,ऐसीडैस्पिस बैरान्डेआई
Acidaspis brighti,ऐसीहैस्पिस ब्राइटाइ,ઐસીહૈસ્પિસ બ્રાઇટાઇ,ऐसीहैस्पिस ब्राइटाइ,ਐਸੀਹੈਸ੍ਪਿਸ ਬ੍ਰਾਇਟਾਇ,ঐসীহৈস্পিস ব্রাইটাই,ऐसीहैस्पिस ब्राइटाइ,ಐಸೀಹೈಸ್ಪಿಸ ಬ್ರಾಇಟಾಇ,ഐസീഹൈസ്പിസ ബ്രാഇടാഇ,ஐஸீஹைஸ்பிஸ ப்ராஇடாஇ,ఐసీహైస్పిస బ్రాఇటాఇ,ایسیہیسپس برائٹائ,ঐসীহৈস্পিস ব্রাইটাই,ଐସୀହୈସ୍ପିସ ବ୍ରାଇଟାଇ,ऐसीहैस्पिस ब्राइटाइ
Acmaca,ऐक्मीया,ઐક્મીયા,ऐक्मीया,ਐਕ੍ਮੀਯਾ,ঐক্মীযা,ऐक्मीया,ಐಕ್ಮೀಯಾ,ഐക്മീയാ,ஐக்மீயா,ఐక్మీయా,ایکمیہ,ঐক্মীযা,ଐକ୍ମୀଯା,ऐक्मीया
Acme,चरम (विकास),ચરમ (વિકાસ),चरम (विकास),ਚਰਮ (ਵਿਕਾਸ),চরম (বিকাস),चरम (विकास),ಚರಮ (ವಿಕಾಸ),ചരമ (വികാസ),சரம (விகாஸ),చరమ (వికాస),چرم (وکاس),চরম (িকাস),"ଚରମୋନ୍ନତି, ଚରମ",चरम (विकास)
Acme-zone,चरम मंडल,ચરમ મંડલ,चरम मंडल,ਚਰਮ ਮਂਡਲ,চরম মংডল,चरम मंडल,ಚರಮ ಮಂಡಲ,ചരമ മംഡല,சரம மங்டல,చరమ మండల,چرم منڈل,চরম মংডল,ଚରମ ମଂଡଲ,चरम मंडल
Acrepid,ऐक्रिपिड,ઐક્રિપિડ,ऐक्रिपिड,ਐਕ੍ਰਿਪਿਡ,ঐক্রিপিড,ऐक्रिपिड,ಐಕ್ರಿಪಿಡ,ഐക്രിപിഡ,ஐக்ரிபிட,ఐక్రిపిడ,ایکرپڈ,ঐক্রিপিড,ଐକ୍ରିପିଡ,ऐक्रिपिड
Acrid,"उग्र, तीक्ष्ण","ઉગ્ર, તીક્ષ્ણ","उग्र, तीक्ष्ण","ਤਿੱਖਾ,ਤਲਖ","উগ্র, তীক্ষ্ণ","उग्र, तीक्ष्ण","ಉಗ್ರ, ತೀಕ್ಷ್ಣ","ഉഗ്ര, തീക്ഷ്ണ","உக்ர, தீக்ஷ்ண","ఉగ్ర, తీక్ష్ణ",اگر، تیکشن,"উগ্র, তীক্ষ্ণ","ଉଗ୍ର, ତୀକ୍ଷ୍ଣ","उग्र, तीक्ष्ण"
Acritarch,रोधीएककोक्षक,રોધીએકકોક્ષક,रोधीएककोक्षक,ਰੋਧੀਏਕਕੋਕ੍਷ਕ,রোধীএককোক্ষক,रोधीएककोक्षक,ರೋಧೀಏಕಕೋಕ್ಷಕ,രോധീഏകകോക്ഷക,ரோதீஏககோக்ஷக,రోధీఏకకోక్షక,رودھییککوکشک,রধীককক্ষক,ରୋଧୀଏକକୋକ୍ଷକ,रोधीएककोक्षक
Acropora,ऐक्रोपोरा,ઐક્રોપોરા,ऐक्रोपोरा,ਐਕ੍ਰੋਪੋਰਾ,ঐক্রোপোরা,ऐक्रोपोरा,ಐಕ್ರೋಪೋರಾ,ഐക്രോപോരാ,ஐக்ரோபோரா,ఐక్రోపోరా,ایکروپورا,ঐক্রপরা,ଐକ୍ରୋପୋରା,ऐक्रोपोरा
Acropora palmata,ऐक्रोपोरा पामेटा,ઐક્રોપોરા પામેટા,ऐक्रोपोरा पामेटा,ਐਕ੍ਰੋਪੋਰਾ ਪਾਮੇਟਾ,ঐক্রোপোরা পামেটা,ऐक्रोपोरा पामेटा,ಐಕ್ರೋಪೋರಾ ಪಾಮೇಟಾ,ഐക്രോപോരാ പാമേടാ,ஐக்ரோபோரா பாமேடா,ఐక్రోపోరా పామేటా,ایکروپورا پامیٹا,ঐক্রপরা পামটা,ଐକ୍ରୋପୋରା ପାମେଟା,ऐक्रोपोरा पामेटा
Acrosalenia,ऐक्रोसैलेनिया,ઐક્રોસૈલેનિયા,ऐक्रोसैलेनिया,ਐਕ੍ਰੋਸੈਲੇਨਿਯਾ,ঐক্রোসৈলেনিযা,ऐक्रोसैलेनिया,ಐಕ್ರೋಸೈಲೇನಿಯಾ,ഐക്രോസൈലേനിയാ,ஐக்ரோஸைலேநியா,ఐక్రోసైలేనియా,ایکروسیلینیا,ঐক্রসৈলনিযা,ଐକ୍ରୋସୈଲେନିଯା,ऐक्रोसैलेनिया
Acrosalenia spinosa,ऐक्रोसैलेनिया स्पाइनोज़ा,ઐક્રોસૈલેનિયા સ્પાઇનોજ઼ા,ऐक्रोसैलेनिया स्पाइनोज़ा,ਐਕ੍ਰੋਸੈਲੇਨਿਯਾ ਸ੍ਪਾਇਨੋਜ਼ਾ,ঐক্রোসৈলেনিযা স্পাইনোজ়া,ऐक्रोसैलेनिया स्पाइनोज़ा,ಐಕ್ರೋಸೈಲೇನಿಯಾ ಸ್ಪಾಇನೋಜ಼ಾ,ഐക്രോസൈലേനിയാ സ്പാഇനോജാ,ஐக்ரோஸைலேநியா ஸ்பாஇநோஜா,ఐక్రోసైలేనియా స్పాఇనోజా,ایکروسیلینیا اسپائنوزا,ঐক্রসৈলনিযা স্পাইনজ়া,ଐକ୍ରୋସୈଲେନିଯା ସ୍ପାଇନୋଜ଼ା,ऐक्रोसैलेनिया स्पाइनोज़ा
Acrothele,ऐक्रोथील,ઐક્રોથીલ,ऐक्रोथील,ਐਕ੍ਰੋਥੀਲ,ঐক্রোথীল,ऐक्रोथील,ಐಕ್ರೋಥೀಲ,ഐക്രോഥീല,ஐக்ரோதீல,ఐక్రోథీల,ایکروتھیل,ঐক্রথীল,ଐକ୍ରୋଥୀଲ,ऐक्रोथील
Acrothoracica,ऐक्रोथोरेसिका,ઐક્રોથોરેસિકા,ऐक्रोथोरेसिका,ਐਕ੍ਰੋਥੋਰੇਸਿਕਾ,ঐক্রোথোরেসিকা,ऐक्रोथोरेसिका,ಐಕ್ರೋಥೋರೇಸಿಕಾ,ഐക്രോഥോരേസികാ,ஐக்ரோதோரேஸிகா,ఐక్రోథోరేసికా,ایکروتھوریسکا,ঐক্রথরসিকা,ଐକ୍ରୋଥୋରେସିକା,ऐक्रोथोरेसिका
Acrotreta,ऐक्रोट्रीटा,ઐક્રોટ્રીટા,ऐक्रोट्रीटा,ਐਕ੍ਰੋਟ੍ਰੀਟਾ,ঐক্রোট্রীটা,ऐक्रोट्रीटा,ಐಕ್ರೋಟ್ರೀಟಾ,ഐക്രോട്രീടാ,ஐக்ரோட்ரீடா,ఐక్రోట్రీటా,ایکروٹریٹا,ঐক্রট্রীটা,ଐକ୍ରୋଟ୍ରୀଟା,ऐक्रोट्रीटा
Acteon,ऐक्टियॉन,ઐક્ટિયૉન,ऐक्टियॉन,ਐਕ੍ਟਿਯ੉ਨ,ঐক্টিযৌন,ऐक्टियॉन,ಐಕ್ಟಿಯೌನ,ഐക്ടിയൌന,ஐக்டியௌந,ఐక్టియౌన,ایکٹیان,ঐক্টিযন,ଐକ୍ଟିଯୌନ,ऐक्टियॉन
Acteon tornatilis,ऐक्टियॉन टोर्नाटाइलिस,ઐક્ટિયૉન ટોર્નાટાઇલિસ,ऐक्टियॉन टोर्नाटाइलिस,ਐਕ੍ਟਿਯ੉ਨ ਟੋਰ੍ਨਾਟਾਇਲਿਸ,ঐক্টিযৌন টোর্নাটাইলিস,ऐक्टियॉन टोर्नाटाइलिस,ಐಕ್ಟಿಯೌನ ಟೋರ್ನಾಟಾಇಲಿಸ,ഐക്ടിയൌന ടോര്നാടാഇലിസ,ஐக்டியௌந டோர்நாடாஇலிஸ,ఐక్టియౌన టోర్నాటాఇలిస,ایکٹیان ٹورناٹائلس,ঐক্টিযন টর্নাটাইলিস,ଐକ୍ଟିଯୌନ ଟୋର୍ନାଟାଇଲିସ,ऐक्टियॉन टोर्नाटाइलिस
Actinal,मुखदिशी,મુખદિશી,मुखदिशी,ਮੁਖਦਿਸ਼ੀ,মুখদিশী,मुखदिशी,ಮುಖದಿಶೀ,മുഖദിശീ,முகதிசீ,ముఖదిశీ,مکھدشی,মুখদিশী,ମୁଖଦେଶୀ,मुखदिशी
Actinocamax,ऐक्टिनोकेमैक्स,ઐક્ટિનોકેમૈક્સ,ऐक्टिनोकेमैक्स,ਐਕ੍ਟਿਨੋਕੇਮੈਕ੍ਸ,ঐক্টিনোকেমৈক্স,ऐक्टिनोकेमैक्स,ಐಕ್ಟಿನೋಕೇಮೈಕ್ಸ,ഐക്ടിനോകേമൈക്സ,ஐக்டிநோகேமைக்ஸ,ఐక్టినోకేమైక్స,ایکٹنوکیمیکس,ঐক্টিনকমৈক্স,ଐକ୍ଟିନୋକେମୈକ୍ସ,ऐक्टिनोकेमैक्स
Actinocamax verus,ऐक्टिनोकेमैक्स वेरस,ઐક્ટિનોકેમૈક્સ વેરસ,ऐक्टिनोकेमैक्स वेरस,ਐਕ੍ਟਿਨੋਕੇਮੈਕ੍ਸ ਵੇਰਸ,ঐক্টিনোকেমৈক্স বেরস,ऐक्टिनोकेमैक्स वेरस,ಐಕ್ಟಿನೋಕೇಮೈಕ್ಸ ವೇರಸ,ഐക്ടിനോകേമൈക്സ വേരസ,ஐக்டிநோகேமைக்ஸ வேரஸ,ఐక్టినోకేమైక్స వేరస,ایکٹنوکیمیکس ویرس,ঐক্টিনকমৈক্স রস,ଐକ୍ଟିନୋକେମୈକ୍ସ ବେରସ,ऐक्टिनोकेमैक्स वेरस
Actinoceras,ऐक्टिनोसिरैस,ઐક્ટિનોસિરૈસ,ऐक्टिनोसिरैस,ਐਕ੍ਟਿਨੋਸਿਰੈਸ,ঐক্টিনোসিরৈস,ऐक्टिनोसिरैस,ಐಕ್ಟಿನೋಸಿರೈಸ,ഐക്ടിനോസിരൈസ,ஐக்டிநோஸிரைஸ,ఐక్టినోసిరైస,ایکٹنوسریس,ঐক্টিনসিরৈস,ଐକ୍ଟିନୋସିରୈସ,ऐक्टिनोसिरैस
Actinoceras bigsbyi,ऐक्टिनोसिरैस बिग्सबिआई,ઐક્ટિનોસિરૈસ બિગ્સબિઆઈ,ऐक्टिनोसिरैस बिग्सबिआई,ਐਕ੍ਟਿਨੋਸਿਰੈਸ ਬਿਗ੍ਸਬਿਆਈ,ঐক্টিনোসিরৈস বিগ্সবিআঈ,ऐक्टिनोसिरैस बिग्सबिआई,ಐಕ್ಟಿನೋಸಿರೈಸ ಬಿಗ್ಸಬಿಆಈ,ഐക്ടിനോസിരൈസ ബിഗ്സബിആഈ,ஐக்டிநோஸிரைஸ பிக்ஸபிஆஈ,ఐక్టినోసిరైస బిగ్సబిఆఈ,ایکٹنوسریس بگسبیائی,ঐক্টিনসিরৈস বিগ্সবিআঈ,ଐକ୍ଟିନୋସିରୈସ ବିଗ୍ସବିଆଈ,ऐक्टिनोसिरैस बिग्सबिआई
