English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
academic achievement,शैक्षिक उपलब्धि,શૈક્ષિક ઉપલબ્ધિ,शैक्षिक उपलब्धि,ਸ਼ੈਕ੍਷ਿਕ ਉਪਲਬ੍ਧਿ,শৈক্ষিক উপলব্ধি,शैक्षिक उपलब्धि,ಶೈಕ್ಷಿಕ ಉಪಲಬ್ಧಿ,ശൈക്ഷിക ഉപലബ്ധി,சைக்ஷிக உபலப்தி,శైక్షిక ఉపలబ్ధి,شیکشک اپلبدھی,শৈক্ষিক উপলব্ধি,ଶୈକ୍ଷିକ ଉପଲବ୍ଧି,शैक्षिक उपलब्धि
academic aptitude,शैक्षिक अभिक्षमता,શૈક્ષિક અભિક્ષમતા,शैक्षिक अभिक्षमता,ਸ਼ੈਕ੍਷ਿਕ ਅਭਿਕ੍਷ਮਤਾ,শৈক্ষিক অভিক্ষমতা,शैक्षिक अभिक्षमता,ಶೈಕ್ಷಿಕ ಅಭಿಕ್ಷಮತಾ,ശൈക്ഷിക അഭിക്ഷമതാ,சைக்ஷிக அபிக்ஷமதா,శైక్షిక అభిక్షమతా,شیکشک ابھکشمتا,শৈক্ষিক অভিক্ষমতা,ଶୈକ୍ଷିକ ଅଭିକ୍ଷମତା,शैक्षिक अभिक्षमता
academic costume (academic reglia),शैक्षिक परिधान,શૈક્ષિક પરિધાન,शैक्षिक परिधान,ਸ਼ੈਕ੍਷ਿਕ ਪਰਿਧਾਨ,শৈক্ষিক পরিধান,शैक्षिक परिधान,ಶೈಕ್ಷಿಕ ಪರಿಧಾನ,ശൈക്ഷിക പരിധാന,சைக்ஷிக பரிதாந,శైక్షిక పరిధాన,شیکشک پردھان,শৈক্ষিক পরিধান,ଶୈକ୍ଷିକ ପରିଧାନ,शैक्षिक परिधान
academic council,विद्या परिषद,વિદ્યા પરિષદ,विद्या परिषद,ਵਿਦ੍ਯਾ ਪਰਿ਷ਦ,বিদ্যা পরিষদ,विद्या परिषद,ವಿದ್ಯಾ ಪರಿಷದ,വിദ്യാ പരിഷദ,வித்யா பரிஷத,విద్యా పరిషద,علمی مجلس,িদ্যা পরিষদ,ବିଦ୍ଯା ପରିଷଦ,विद्या परिषद
academic course,शैक्षिक पाठ्यक्रम,શૈક્ષિક પાઠ્યક્રમ,शैक्षिक पाठ्यक्रम,ਸ਼ੈਕ੍਷ਿਕ ਪਾਠ੍ਯਕ੍ਰਮ,শৈক্ষিক পাঠ্যক্রম,शैक्षिक पाठ्यक्रम,ಶೈಕ್ಷಿಕ ಪಾಠ್ಯಕ್ರಮ,ശൈക്ഷിക പാഠ്യക്രമ,சைக்ஷிக பாட்யக்ரம,శైక్షిక పాఠ్యక్రమ,شیکشک پاٹھیہکرم,শৈক্ষিক পাঠ্যক্রম,ଶୈକ୍ଷିକ ପାଠ୍ଯକ୍ରମ,शैक्षिक पाठ्यक्रम
academic degree,शैक्षिक उपाधि,શૈક્ષિક ઉપાધિ,शैक्षिक उपाधि,ਸ਼ੈਕ੍਷ਿਕ ਉਪਾਧਿ,শৈক্ষিক উপাধি,शैक्षिक उपाधि,ಶೈಕ್ಷಿಕ ಉಪಾಧಿ,ശൈക്ഷിക ഉപാധി,சைக்ஷிக உபாதி,శైక్షిక ఉపాధి,شیکشک اپادھی,শৈক্ষিক উপাধি,ଶୈକ୍ଷିକ ଉପାଧି,शैक्षिक उपाधि
academic freedom,शैक्षिक स्वतंत्रता,શૈક્ષિક સ્વતંત્રતા,शैक्षिक स्वतंत्रता,ਸ਼ੈਕ੍਷ਿਕ ਸ੍ਵਤਂਤ੍ਰਤਾ,শৈক্ষিক স্বতংত্রতা,शैक्षिक स्वतंत्रता,ಶೈಕ್ಷಿಕ ಸ್ವತಂತ್ರತಾ,ശൈക്ഷിക സ്വതംത്രതാ,சைக்ஷிக ஸ்வதங்த்ரதா,శైక్షిక స్వతంత్రతా,شیکشک سوتنترتا,শৈক্ষিক স্তংত্রতা,ଶୈକ୍ଷିକ ସ୍ବତଂତ୍ରତା,शैक्षिक स्वतंत्रता
academic record,"शैक्षिक अभिलेख, शैक्षिक- वृत्त","શૈક્ષણિક ક્રમવિકાસ, શૈક્ષણિક દસ્તાવેજ","विद्याविषयक नोंद, शैक्षणिक लेख","ਸਿਖਿਅਕ ਰਿਕਾਰਡ, ਸਿਖਿਅਕ ਅਭੀਲੇਖ",শিক্ষাগতদলিল/নথি/লেখ্য,शिक्षणीक अभिलेख,ಶೈಕ್ಷಣಿಕ ದಾಖಲೆ,വിദ്യഭ്യാസപരമായ രേഖ,கல்விப் பதிவு,విద్యావిష.యక రికార్డు,تعلیمی رکارڈ,শৈক্ষিকঅভিলেখ,"ବିଦ୍ୟାଗତ ତଥ୍ୟ, ବିଦ୍ୟାଗତ ନଥି, ବିଦ୍ୟାଗତ ସୂଚନା","शैक्षिक रेकर्ड, शैक्षिक अभिलेख"
academic session,शैक्षिक सत्र,શૈક્ષિક સત્ર,शैक्षिक सत्र,ਸ਼ੈਕ੍਷ਿਕ ਸਤ੍ਰ,শৈক্ষিক সত্র,शैक्षिक सत्र,ಶೈಕ್ಷಿಕ ಸತ್ರ,ശൈക്ഷിക സത്ര,சைக்ஷிக ஸத்ர,శైక్షిక సత్ర,شیکشک ستر,শৈক্ষিক সত্র,ଶୈକ୍ଷିକ ସତ୍ର,शैक्षिक सत्र
academic year,शैक्षिक वर्ष,શૈક્ષિક વર્ષ,शैक्षिक वर्ष,ਸ਼ੈਕ੍਷ਿਕ ਵਰ੍਷,শৈক্ষিক বর্ষ,शैक्षिक वर्ष,ಶೈಕ್ಷಿಕ ವರ್ಷ,ശൈക്ഷിക വര്ഷ,சைக்ஷிக வர்ஷ,శైక్షిక వర్ష,تعلیمی سال,শৈক্ষিক র্ষ,ଶୈକ୍ଷିକ ବର୍ଷ,शैक्षिक वर्ष
academy,"विद्वत्परिषद, अकादमी","વિદ્વત્પરિષદ, અકાદમી","विद्वत्परिषद, अकादमी",ਵਿਦਿਆਲਾ,"বিদ্বত্পরিষদ, অকাদমী","विद्वत्परिषद, अकादमी","ವಿದ್ವತ್ಪರಿಷದ, ಅಕಾದಮೀ","വിദ്വത്പരിഷദ, അകാദമീ","வித்வத்பரிஷத, அகாதமீ","విద్వత్పరిషద, అకాదమీ",اکاڈمی,"িদ্ত্পরিষদ, অকাদমী","ବିଦ୍ବତ୍ପରିଷଦ, ଅକାଦମୀ","विद्वत्परिषद, अकादमी"
accelerated child,त्वरित बालक,ત્વરિત બાલક,त्वरित बालक,ਤ੍ਵਰਿਤ ਬਾਲਕ,ত্বরিত বালক,त्वरित बालक,ತ್ವರಿತ ಬಾಲಕ,ത്വരിത ബാലക,த்வரித பாலக,త్వరిత బాలక,تورت بالک,ত্রিত বালক,ତ୍ବରିତ ବାଲକ,त्वरित बालक
acceleration,त्वरण,ત્વરણ,त्वरण,ਤ੍ਵਰਣ,ত্বরণ,त्वरण,ವೇಗವರ್ಧಕ,ത്വരണ,த்வரண,త్వరణ,اسراع,ত্রণ,ତ୍ୱରଣ,त्वरण
accessibility,अभिगम्यता,અભિગમ્યતા,अभिगम्यता,ਅਭਿਗਮ੍ਯਤਾ,অভিগম্যতা,अभिगम्यता,ಪ್ರವೇಶಸಾಧ್ಯತೆ,അഭിഗമ്യതാ,அபிகம்யதா,అభిగమ్యతా,رسائی پذیری، دسترس، پہونچ,অভিগম্যতা,ପ୍ରବେଶ ଯୋଗ୍ୟ,अभिगम्यता
accomodation,समंजन,સમંજન,समंजन,ਸਮਂਜਨ,সমংজন,समंजन,ಸಮಂಜನ,സമംജന,ஸமங்ஜந,సమంజన,سمنجن,সমংজন,ସମଂଜନ,समंजन
accomplishment age (AA),निष्पत्ति आयु (नि. आ.),નિષ્પત્તિ આયુ (નિ. આ.),निष्पत्ति आयु (नि. आ.),ਨਿ਷੍ਪਤ੍ਤਿ ਆਯੁ (ਨਿ. ਆ.),নিষ্পত্তি আযু (নি. আ.),निष्पत्ति आयु (नि. आ.),ನಿಷ್ಪತ್ತಿ ಆಯು (ನಿ. ಆ.),നിഷ്പത്തി ആയു (നി. ആ.),நிஷ்பத்தி ஆயு (நி. ஆ.),నిష్పత్తి ఆయు (ని. ఆ.),نشپتی آیو (نی۔ آ۔),নিষ্পত্তি আযু (নি. আ.),ନିଷ୍ପତ୍ତି ଆଯୁ (ନି. ଆ.),निष्पत्ति आयु (नि. आ.)
achievement,उपलब्धि,"લક્ષ્યપ્રાપ્તિ, કાર્યસિદ્ધિ, સિદ્ધિ","संपादणूक, कामगिरी, उपलब्धि","ਪ੍ਰਾਪਤੀ, ਉਪਲਬਧੀ","অর্জন,সিদ্ধি,কীর্তি","प्राप्‍ती,(कर्तृत्व प्राप्‍ती)",ಸಾಧನೆ,നേട്ടം,"சாதனை, முடிந்த செயல்","సాఫల్యం,సిద్ధి,సాధించిన కార్యం",کارنامہ,"সিদ্ধি,সাফল্য","ସଫଳତା, ସିଦ୍ଧି, କୃତି,ଉପଲବ୍ଧି, ସଫଳ ସଂପାଦନ",उपलब्‍धि
achievement motivation,उपलब्धि अभिप्रेरण,ઉપલબ્ધિ અભિપ્રેરણ,उपलब्धि अभिप्रेरण,ਉਪਲਬ੍ਧਿ ਅਭਿਪ੍ਰੇਰਣ,উপলব্ধি অভিপ্রেরণ,उपलब्धि अभिप्रेरण,ಉಪಲಬ್ಧಿ ಅಭಿಪ್ರೇರಣ,ഉപലബ്ധി അഭിപ്രേരണ,உபலப்தி அபிப்ரேரண,ఉపలబ్ధి అభిప్రేరణ,اپلبدھی ابھپریرن,উপলব্ধি অভিপ্ররণ,ଉପଲବ୍ଧି ଅଭିପ୍ରେରଣ,उपलब्धि अभिप्रेरण
achievement quotient,उपलब्धि-लब्धि,ઉપલબ્ધિ-લબ્ધિ,उपलब्धि-लब्धि,ਉਪਲਬ੍ਧਿ-ਲਬ੍ਧਿ,উপলব্ধি-লব্ধি,उपलब्धि-लब्धि,ಉಪಲಬ್ಧಿ-ಲಬ್ಧಿ,ഉപലബ്ധി-ലബ്ധി,உபலப்தி-லப்தி,ఉపలబ్ధి-లబ్ధి,اپلبدھی-لبدھی,উপলব্ধি-লব্ধি,ଉପଲବ୍ଧି-ଲବ୍ଧି,उपलब्धि-लब्धि
achievement record,उपलब्धि वृत्त; उपलब्धि रिकार्ड,ઉપલબ્ધિ વૃત્ત; ઉપલબ્ધિ રિકાર્ડ,उपलब्धि वृत्त; उपलब्धि रिकार्ड,ਉਪਲਬ੍ਧਿ ਵ੃ਤ੍ਤ; ਉਪਲਬ੍ਧਿ ਰਿਕਾਰ੍ਡ,উপলব্ধি বৃত্ত; উপলব্ধি রিকার্ড,उपलब्धि वृत्त; उपलब्धि रिकार्ड,ಉಪಲಬ್ಧಿ ವೃತ್ತ; ಉಪಲಬ್ಧಿ ರಿಕಾರ್ಡ,ഉപലബ്ധി വൃത്ത; ഉപലബ്ധി രികാര്ഡ,உபலப்தி வ்ருத்த; உபலப்தி ரிகார்ட,ఉపలబ్ధి వృత్త; ఉపలబ్ధి రికార్డ,اپلبدھی ورت؛ اپلبدھی ریکارڈ,উপলব্ধি ৃত্ত; উপলব্ধি রিকার্ড,ଉପଲବ୍ଧି ବୃତ୍ତ; ଉପଲବ୍ଧି ରିକାର୍ଡ,उपलब्धि वृत्त; उपलब्धि रिकार्ड
action play,क्रियात्मक क्रीड़ा,ક્રિયાત્મક ક્રીડ઼ા,क्रियात्मक क्रीड़ा,ਕ੍ਰਿਯਾਤ੍ਮਕ ਕ੍ਰੀਡ਼ਾ,ক্রিযাত্মক ক্রীড়া,क्रियात्मक क्रीड़ा,ಕ್ರಿಯಾತ್ಮಕ ಕ್ರೀಡ಼ಾ,ക്രിയാത്മക ക്രീഡാ,க்ரியாத்மக க்ரீடா,క్రియాత్మక క్రీడా,کریاتمک کریڑا,ক্রিযাত্মক ক্রীড়া,କ୍ରିଯାତ୍ମକ କ୍ରୀଡ଼ା,क्रियात्मक क्रीड़ा
action programme,क्रियात्मक कार्यक्रम,ક્રિયાત્મક કાર્યક્રમ,क्रियात्मक कार्यक्रम,ਕ੍ਰਿਯਾਤ੍ਮਕ ਕਾਰ੍ਯਕ੍ਰਮ,ক্রিযাত্মক কার্যক্রম,क्रियात्मक कार्यक्रम,ಕ್ರಿಯಾತ್ಮಕ ಕಾರ್ಯಕ್ರಮ,ക്രിയാത്മക കാര്യക്രമ,க்ரியாத்மக கார்யக்ரம,క్రియాత్మక కార్యక్రమ,کریاتمک کاریہکرم,ক্রিযাত্মক কার্যক্রম,କ୍ରିଯାତ୍ମକ କାର୍ଯକ୍ରମ,क्रियात्मक कार्यक्रम
action research,क्रियानिष्ठ अनुसंधान,ક્રિયાનિષ્ઠ અનુસંધાન,क्रियानिष्ठ अनुसंधान,ਕ੍ਰਿਯਾਨਿ਷੍ਠ ਅਨੁਸਂਧਾਨ,ক্রিযানিষ্ঠ অনুসংধান,क्रियानिष्ठ अनुसंधान,ಕ್ರಿಯಾನಿಷ್ಠ ಅನುಸಂಧಾನ,ക്രിയാനിഷ്ഠ അനുസംധാന,க்ரியாநிஷ்ட அநுஸங்தாந,క్రియానిష్ఠ అనుసంధాన,کریانشٹھ انوسندھان,ক্রিযানিষ্ঠ অনুসংধান,କ୍ରିଯାନିଷ୍ଠ ଅନୁସଂଧାନ,क्रियानिष्ठ अनुसंधान
activity curriculum,क्रियाकलाप पाठ्यचर्या,ક્રિયાકલાપ પાઠ્યચર્યા,क्रियाकलाप पाठ्यचर्या,ਕ੍ਰਿਯਾਕਲਾਪ ਪਾਠ੍ਯਚਰ੍ਯਾ,ক্রিযাকলাপ পাঠ্যচর্যা,क्रियाकलाप पाठ्यचर्या,ಕ್ರಿಯಾಕಲಾಪ ಪಾಠ್ಯಚರ್ಯಾ,ക്രിയാകലാപ പാഠ്യചര്യാ,க்ரியாகலாப பாட்யசர்யா,క్రియాకలాప పాఠ్యచర్యా,کریاکلاپ پاٹھیچریا,ক্রিযাকলাপ পাঠ্যচর্যা,କ୍ରିଯାକଲାପ ପାଠ୍ଯଚର୍ଯା,क्रियाकलाप पाठ्यचर्या
activity method,सक्रियता प्रधान प्रणाली,સક્રિયતા પ્રધાન પ્રણાલી,सक्रियता प्रधान प्रणाली,ਸਕ੍ਰਿਯਤਾ ਪ੍ਰਧਾਨ ਪ੍ਰਣਾਲੀ,সক্রিযতা প্রধান প্রণালী,सक्रियता प्रधान प्रणाली,ಸಕ್ರಿಯತಾ ಪ್ರಧಾನ ಪ್ರಣಾಲೀ,സക്രിയതാ പ്രധാന പ്രണാലീ,ஸக்ரியதா ப்ரதாந ப்ரணாலீ,సక్రియతా ప్రధాన ప్రణాలీ,سکریتا پردھان پرنالی,সক্রিযতা প্রধান প্রণালী,ସକ୍ରିଯତା ପ୍ରଧାନ ପ୍ରଣାଲୀ,सक्रियता प्रधान प्रणाली
activity movement,क्रियाकलाप परक शिक्षा- आंदोलन,ક્રિયાકલાપ પરક શિક્ષા- આંદોલન,क्रियाकलाप परक शिक्षा- आंदोलन,ਕ੍ਰਿਯਾਕਲਾਪ ਪਰਕ ਸ਼ਿਕ੍਷ਾ- ਆਂਦੋਲਨ,ক্রিযাকলাপ পরক শিক্ষা- আংদোলন,क्रियाकलाप परक शिक्षा- आंदोलन,ಕ್ರಿಯಾಕಲಾಪ ಪರಕ ಶಿಕ್ಷಾ- ಆಂದೋಲನ,ക്രിയാകലാപ പരക ശിക്ഷാ- ആംദോലന,க்ரியாகலாப பரக சிக்ஷா- ஆங்தோலந,క్రియాకలాప పరక శిక్షా- ఆందోలన,کریاکلاپ پرک شکشا- آندولن,ক্রিযাকলাপ পরক শিক্ষা- আংদলন,କ୍ରିଯାକଲାପ ପରକ ଶିକ୍ଷା- ଆଂଦୋଲନ,क्रियाकलाप परक शिक्षा- आंदोलन
activity period,अध्ययनेतर- सक्रियता समय,અધ્યયનેતર- સક્રિયતા સમય,अध्ययनेतर- सक्रियता समय,ਅਧ੍ਯਯਨੇਤਰ- ਸਕ੍ਰਿਯਤਾ ਸਮਯ,অধ্যযনেতর- সক্রিযতা সময,अध्ययनेतर- सक्रियता समय,ಅಧ್ಯಯನೇತರ- ಸಕ್ರಿಯತಾ ಸಮಯ,അധ്യയനേതര- സക്രിയതാ സമയ,அத்யயநேதர- ஸக்ரியதா ஸமய,అధ్యయనేతర- సక్రియతా సమయ,ادھئینیتر- سکریتا سمیہ,অধ্যযনতর- সক্রিযতা সময,ଅଧ୍ଯଯନେତର- ସକ୍ରିଯତା ସମଯ,अध्ययनेतर- सक्रियता समय
activity programme,"क्रिया प्रधान कार्यक्रम, क्रिया प्रधान पाठ्यचर्या दे. activity curriculum","ક્રિયા પ્રધાન કાર્યક્રમ, ક્રિયા પ્રધાન પાઠ્યચર્યા દે. activity curriculum","क्रिया प्रधान कार्यक्रम, क्रिया प्रधान पाठ्यचर्या दे. activity curriculum","ਕ੍ਰਿਯਾ ਪ੍ਰਧਾਨ ਕਾਰ੍ਯਕ੍ਰਮ, ਕ੍ਰਿਯਾ ਪ੍ਰਧਾਨ ਪਾਠ੍ਯਚਰ੍ਯਾ ਦੇ. activity curriculum","ক্রিযা প্রধান কার্যক্রম, ক্রিযা প্রধান পাঠ্যচর্যা দে. activity curriculum","क्रिया प्रधान कार्यक्रम, क्रिया प्रधान पाठ्यचर्या दे. activity curriculum","ಕ್ರಿಯಾ ಪ್ರಧಾನ ಕಾರ್ಯಕ್ರಮ, ಕ್ರಿಯಾ ಪ್ರಧಾನ ಪಾಠ್ಯಚರ್ಯಾ ದೇ. activity curriculum","ക്രിയാ പ്രധാന കാര്യക്രമ, ക്രിയാ പ്രധാന പാഠ്യചര്യാ ദേ. activity curriculum","க்ரியா ப்ரதாந கார்யக்ரம, க்ரியா ப்ரதாந பாட்யசர்யா தே. activity curriculum","క్రియా ప్రధాన కార్యక్రమ, క్రియా ప్రధాన పాఠ్యచర్యా దే. activity curriculum",کریا پردھان کاریہکرم، کریا پردھان پاٹھیچریا دے۔ activity curriculum,"ক্রিযা প্রধান কার্যক্রম, ক্রিযা প্রধান পাঠ্যচর্যা দ. activity curriculum","କ୍ରିଯା ପ୍ରଧାନ କାର୍ଯକ୍ରମ, କ୍ରିଯା ପ୍ରଧାନ ପାଠ୍ଯଚର୍ଯା ଦେ. activity curriculum","क्रिया प्रधान कार्यक्रम, क्रिया प्रधान पाठ्यचर्या दे. activity curriculum"
activity school,क्रिया कलाप प्रधान विद्यालय,ક્રિયા કલાપ પ્રધાન વિદ્યાલય,क्रिया कलाप प्रधान विद्यालय,ਕ੍ਰਿਯਾ ਕਲਾਪ ਪ੍ਰਧਾਨ ਵਿਦ੍ਯਾਲਯ,ক্রিযা কলাপ প্রধান বিদ্যালয,क्रिया कलाप प्रधान विद्यालय,ಕ್ರಿಯಾ ಕಲಾಪ ಪ್ರಧಾನ ವಿದ್ಯಾಲಯ,ക്രിയാ കലാപ പ്രധാന വിദ്യാലയ,க்ரியா கலாப ப்ரதாந வித்யாலய,క్రియా కలాప ప్రధాన విద్యాలయ,کریا کلاپ پردھان ودیالیہ,ক্রিযা কলাপ প্রধান িদ্যালয,କ୍ରିଯା କଲାପ ପ୍ରଧାନ ବିଦ୍ଯାଲଯ,क्रिया कलाप प्रधान विद्यालय
acoustic method,ध्वनि- प्रणाली,ધ્વનિ- પ્રણાલી,ध्वनि- प्रणाली,ਧ੍ਵਨਿ- ਪ੍ਰਣਾਲੀ,ধ্বনি- প্রণালী,ध्वनि- प्रणाली,ಧ್ವನಿ- ಪ್ರಣಾಲೀ,ധ്വനി- പ്രണാലീ,த்வநி- ப்ரணாலீ,ధ్వని- ప్రణాలీ,دھون- پرنالی,ধ্নি- প্রণালী,ଧ୍ବନି- ପ୍ରଣାଲୀ,ध्वनि- प्रणाली
adaptive procedure,व्यनुकूली प्रक्रिया,વ્યનુકૂલી પ્રક્રિયા,व्यनुकूली प्रक्रिया,ਵ੍ਯਨੁਕੂਲੀ ਪ੍ਰਕ੍ਰਿਯਾ,ব্যনুকূলী প্রক্রিযা,व्यनुकूली प्रक्रिया,ವ್ಯನುಕೂಲೀ ಪ್ರಕ್ರಿಯಾ,വ്യനുകൂലീ പ്രക്രിയാ,வ்யநுகூலீ ப்ரக்ரியா,వ్యనుకూలీ ప్రక్రియా,وینکولی پرکریا,্যনুকূলী প্রক্রিযা,ବ୍ଯନୁକୂଲୀ ପ୍ରକ୍ରିଯା,व्यनुकूली प्रक्रिया
adaptation of instruction,शिक्षण व्यनुकूलन,શિક્ષણ વ્યનુકૂલન,शिक्षण व्यनुकूलन,ਸ਼ਿਕ੍਷ਣ ਵ੍ਯਨੁਕੂਲਨ,শিক্ষণ ব্যনুকূলন,शिक्षण व्यनुकूलन,ಶಿಕ್ಷಣ ವ್ಯನುಕೂಲನ,ശിക്ഷണ വ്യനുകൂലന,சிக்ஷண வ்யநுகூலந,శిక్షణ వ్యనుకూలన,شکشن وینکولن,শিক্ষণ ্যনুকূলন,ଶିକ୍ଷଣ ବ୍ଯନୁକୂଲନ,शिक्षण व्यनुकूलन
adjunct programme,अनुलग्न कार्यक्रम,અનુલગ્ન કાર્યક્રમ,अनुलग्न कार्यक्रम,ਅਨੁਲਗ੍ਨ ਕਾਰ੍ਯਕ੍ਰਮ,অনুলগ্ন কার্যক্রম,अनुलग्न कार्यक्रम,ಅನುಲಗ್ನ ಕಾರ್ಯಕ್ರಮ,അനുലഗ്ന കാര്യക്രമ,அநுலக்ந கார்யக்ரம,అనులగ్న కార్యక్రమ,انولگن کاریہکرم,অনুলগ্ন কার্যক্রম,ଅନୁଲଗ୍ନ କାର୍ଯକ୍ରମ,अनुलग्न कार्यक्रम
