English,Hindi
Anode amplifier,ऐनोड प्रवर्धक
Anodization,ऐनोडी करण
Antenna,ऐन्टेना
Antenna elements,ऐन्टेना घटक
Anti-reflection coating,परावर्तन रोधी लेपन
Anti-log amplifier,प्रतिलघुगुणक प्रवर्धक
Anti-resonant circuit,प्रतिअनुनादी परिपथ
Aperture time,द्वारक काल
Apparent power,आभासीय शक्ति
Apparent wiring,तार संयोजन
Approximate voltage gain,सन्निकट वोल्टता लब्धि
Armstrong modulator,आर्मस्ट्रांग माडुलक
Arrays of antenna,ऐन्टेना-व्यूह
Aspect ratio,"आकार अनुपात, अभिमुखता अनुपात"
Astable circuit (free running circuit),अस्थायी परिपथ (मुक्तचालित परिपथ)
Astable multivibrator,स्वचालित बहुकंपित्र
Astable multivibrator,अस्थायी बहुकंपित्र
Asymmetrical junction,असममित संधि
Asynchronous counters,अतुल्यकाली गणक
Atom,परमाणु
Atomic number,परमाणु संख्या
Atomic structure,परमाणु संरचना
Audio amplifier,श्रव्य प्रवर्धक
Audio amplifier,श्रव्य प्रवर्धक
Audio cassette,श्रव्य कैसेट
Audio circuit,श्रव्य परिपथ
Audio frequency,श्रव्य आवृत्ति
Automatic voltage control,स्वत: वोल्टता नियंत्रण
Avalanche,एवलांश
Average detector,औसत संसूचक
Axial mode,अक्षीय विधा
Axial ratio,अक्षीय अनुपात
Antenna,ऐन्टेना
Back e.m.f.,पश्च विद्युत वाहक बल
Back field,पश्च क्षेत्र
Back scattering,पश्च प्रकीर्णन
Background charge,पृष्ठभूमि आवेश
Background noise,पार्श्व रव
Backlash,पश्चगमन
Backlobe radiation,पश्चपालि विकिरण
Backward diode,बैकवार्ड डायोड/पश्च डायोड
Backward wave oscillator,पश्चगामी तरंग दोलक
Baffle,"बाधिका, व्यारोध"
Baffle shield,बाधिका
Balanced bridge,संतुलित सेतु
Balanced demodulator,संतुलित विमॉडुलक
Balanced modulator,संतुलित मॉडुलक
Balanced network,संतुलित परिपथ
Balancedslope detector,संतुलित ढाल संसूचक
Ballast resistors,धारा स्थिरक प्रतिरोध
Balometer,बोलोमीटर
Balometer bridge,बोलोमीटर सेतु
Balun,बलून
Banana jack,बनाना जैक
Banana plug,बनाना प्लग
Band,"बैंड, पट्टी"
Band conduction,बैंड चालक
Band energy,बैंड ऊर्जा
Band gap,बैंड अंतराल
Band pass amplifier,बैडपारक प्रवर्धक
Band pass filter,बैंड पारक फिल्टर
Baud rate generator,बॉड दर जनित्र
Band spreading,बैंडफैलाव
Band stop,बैंड रोधक
Band stop filter,बैंड विरामक फिल्टर
Band width,बैंड विस्तार
Band-elimination filter,बैंड वर्जक फिल्टर
Bandwidth dispersion product,बैंड विस्तार विक्षेपण गुणक
Bandwidth distance product,बैंड विस्तार दूरी गुणक
Bank capacity,"पुंज संधारित्र, बैंक संधारित्र"
Barker code,"बारकर कूट, बारकर कोड"
Barkhausen criterion,बार्रवाउजेन कसौटी
Barretter,बैरेटर
Barrier,रोध
Barrier capacitor,रोध संधारित्र
Barrier energy,रोधिका उर्जा
Barrier voltage,रोधी वोल्टता
Bartlett window,बार्टलेट विंडो
Base,"आधार, बेस"
Base band,आधार बैंड
Base band transmission,आधार बैंड संचरण
Base charge,आधार आवेश
Base current,आधार धारा
Base current source,आधार धारा स्रोत
Base dipping,आधार कर्तन
Base doping,आधार मादन
Base emitter feedback,आधार उत्सर्जक संभरण
Base emitter junction,आधार उत्सर्जक संधि
Base infection,आधार अंतःक्षेपण
Base line,आधार रेखा
Base resistance,आधार प्रतिरोध
Base source,आधार स्रोत
Base spreading resistance,आधार विस्तारण प्रतिरोध
Base spreading resistance,आधार विस्तारण प्रतिरोध
Base thickness,आधार मोटाई
Base transport,आधार अभिगमन
Base width modulation,"आधार चौड़ाई मॉडुलन, आधार विस्तार मॉडुलन"
Base-collector junction,आधार संग्राहक संधि
Bass,बास
Bass frequency,बास आवृत्ति
Battery,बैटरी
Baud,बॉड
Baud rate,बॉड रेट
Baud rate generator,बॉड दर जनित्र
Baudot code,बोदो कोड
Beacon,"संकेत देना, बीकन"
Bead,"मणिका, बीड"
Bead capacitor,मणिक संधारित्र
Bead thermister,मणिकातापी प्रतिरोधक
Bean antenna,"किरणपुंज ऐन्टेना, बीम ऐन्टेना"
Beam finder,किरणपुंज खोजी
Beam power tube,किरणपुंज शक्ति नली
Beam switching tube,किरणपुंज स्विचन नलिका
Beam width,किरणपुंज विस्तार
Beat frequency,विस्पंद आवृत्ति
Beat frequency oscillator,विस्पन्द-आवृत्ति दोलक
Beat oscillator,विस्पंद दोलक
Bel,बेल
Bending loss,बंकन हानि
Bessel filter,बेसेल फिल्टर
Beta,बीटा
B-H curve,बी-एच वक्र
Bias,"अभिनति, बायस"
Bias current,बायस धारा
Bias resistor,बायस-प्रतिरोधक
Biconical antenna,द्विशंकु ऐन्टेना
Bidirection load current,द्विदिशी लोड धारा
Bi-directional antenna,द्विदैशिक ऐन्टेना
Bidirectional LED,द्विदैशिक प्रकाश उत्सर्जक डायोड
Bidirectional thyristor,द्विदिक् थाइरिस्टर
Bi-FET technology,द्वि FET तकनीक
Bifilar transformer,द्विसूत्री ट्रांसफार्मर
Bifilar winding,द्विसूत्री आआवलन
Bilateral network,द्विपार्श्विक परिपथ
Binary,द्विआधारी
Binary addition,द्विआधारी योग
Binary circuit,द्विआधारी परिपथ
Binary coded decimal (BCD),द्वि-आधारी कोडित दशमलव
Binary coded decimal system,द्वि-आधारी कोडित दशमलव प्रणाली
Binary commutating capacitor,द्विआधारी द्विपरिवर्तक संधारित्र
Binary counter,द्विआधारी गणक
Binary counter,द्विआधारी गणित्र
Binary decoder,द्विआधारी कूट वाचक
Binary ladder,द्विआधारी सीढ़ी
Binary odometer,द्विआधारी पथमापी
Binary state,द्विआधारी अवस्था
Binary to decimal decoders,द्विआधारी-दशमिक विकोडक
Binary weight,द्विआधारी भार
Binary word,द्विआधारी शब्द
Bipolar,द्विध्रुवी
Bipolar capacitor,द्विध्रुवी संधारित्र
Bipolar device,द्विध्रुवी युक्ति
Bipolar power supply,द्विध्रुवी स्रोत
Bipolar transistor,द्विध्रुवी ट्राजिस्टर
Bipolar junction transistor,द्विध्रुवी संधि ट्रांजिस्टर
Biquad filter,द्विघाती फिल्टर
Bistable,द्विस्थितिक
Bistable multivibratic,द्विस्थितिक बहुकंपित्र
Bistable relay,द्विस्थितिक रिले
Bistable state,द्विस्थितिक अवस्था
Bistable trigger,द्विस्थितिक ट्रिगर
Bit error,बिट त्रुटि
Bit error rate (BER),बिट त्रुटि दर
Bit error,बिट त्रुटि
Bit timing error,बिटकाल त्रुटि
Black box,अंध पेटी
Blanking pulses,समाच्छादी स्पंद
Bleeder,स्रावक
Bleeder resistor,स्रावी प्रतिरोधक
Blind speed,अंधगति
Block diagram,खंड आरेख
Block impedance,अवरूद्ध प्रतिबाधा
Block transfer,खंडक स्थानांतरण
Blocking,अवरोधन
Blocking capacitor,अवरोधी संधारित्र
Blocking capacitor,अवरोधी संधारित्र
Blocking oscillator,अवरोधी दोलक
Blocking oscillator,अवरोधी दोलक
Blocking voltage,अवरोधी वोल्टता
Blower,ब्लोवर
Bode diagram/plot,बोडे आरेख
Boltzmann relation,वोल्ट्जमान संबंध
Boltzmann's constant,वोल्ट्जमान स्थिंराक
Bond,बंध
Bonded strain gauge,आबद्ध विकृति प्रमापी
Boot strapping amplifier,स्वोत्थानी प्रवर्धक
Boolean algebra,बूलीय बीजगणित
Boolean equation,बूलीय समीकरण
Boot strapping,"बूट स्ट्रैपन, स्वोत्थान"
Booth's algorithm,बूथ्स आल्गोरिदम
Bootstrap sweep circuit,बूटस्ट्रैप प्रसर्प परिपथ
Bosanquert's law,बॉसकर्ट्स नियम
"Bose-Chaudhary-Hoeckingham
 (BCH) code",बोस-चौधरी होकिनहाम (बी.सी.एच) कोड
Bounce,"झंप, उछाल"
Bound electron,परिबद्ध इलेक्ट्रॉन
Bragg reflector,ब्रैग परावर्तक
Braided wire,गुंफित तार
Branch,शाखा
Branching,शाखन
Bread board,प्रयोग पट्ट
Break down region,भंजन क्षेत्र
Break down voltage,भंजन वोल्टता
Breakdown diode,भंजन डायोड
Breakdown rating,भंजन संनिर्धारण
Breakdown voltage,भंजन वोल्टता
Bridge,सेतु
Bridge rectifier,सेतु दिष्टकारी
Broad band,विस्तृत बैंड
Broad cast band,प्रसारण बैंड
Broad side array,निरक्षीय व्यूह
Broadcast,प्रसारण
Broadcast antenna,प्रसारण ऐन्टेना
Broadcast receiver,प्रसारण ग्राही
Broadcast receiver frequency,आवृत्ति प्रसारण अभिग्राही
Broadcast transmitter,प्रसारण प्रेषित्र
Booster,बूस्टर ऐन्टेना
Bruce antenna,बूस ऐन्टेना
Brush discharge,ब्रश विसर्जन
Bubbled AND gate,बुदबूदु AND गेट
Bubbled OR gate,बुदबूदु OR गेट
Bubble memory,बुदबूदु स्मृति
Bucking voltage,प्रतिकारी वोल्टता
Buffer,बफर
Buffer amplifier,बफर प्रवर्धक
Buffer circuit,बफर परिपथ
Buffer driver,बफर परिचालक
Buffer register,बफर पंजी
Bulb,बल्व
Bulk effect,समष्टि प्रभाव
Bulk semi-conductor device,समष्टि अर्धचालक युक्ति
Buncher,गुच्छक
Burried crossover,निमज्जित विनिमय
Burried layer,निमज्जित परत
Burrier contact,निमज्जित संपर्क
Burst amplifier,प्रस्फोट प्रवर्धक
Burst blanking,प्रस्फोटी समाच्छादी
Burst firing,प्रस्फोट फायरन
Burst gate amplifier,प्रस्फोटी द्वार प्रवर्धक
Burst mode,प्रस्फोटी विधा
Burst separator,प्रस्फोटी पृथक्कारक
Burst signal,प्रस्फोटी संकेत
Burst-error correcting code,प्रस्फोट त्रुटि संशोधक कोड
Bus,बस
Bus bar,बस बार
Bus organisation,बस संगठन
Bus standard,बस मानक
Bus transient,बस क्षणिक
Butter worth filter,बटर वर्थ फिल्टर
BNC cable,बीएनसी तार
BNC connector,बीएनसी जोड़क
By pass,"उपपथ, उपमार्ग"
Bypass capacitor,उपमार्गी संधारित्र
Byte,बाइट
C band,V बैंड
C band antenna,C बैंड ऐन्टेना
Cable,तार
Cable routing,तार मार्ग निर्धारण
Cable version,तार टेलिविजन
Cache memory,कैश स्मृति
Caesium frequency standard,सिसिमय आवृत्ति मानक
Calculator,परिकलित्र
Calibration,अंशशोधन
Call address,कॉल ऐड्रेस
Colpitt's oscillator,कॉलपिट दोलित्र
Camcorder,कैम कोर्डर
Camera,कैमरा
Camera tube,कैमरा नली
Candela,केंडेला
Candle power,कैंडल शक्ति
Cantilever strain gauge,कैन्टीलिवर विकृति प्रमापी
Capacitance,धारिता
Capacitance blood pressure transducer,धारिता रक्तचाप ट्रान्सड्यूसर
Capacitance distributor,धारिता वितरक
Capacitance junction,संधि धारिता
Capacitance meter,धारिता मापी
Capacitance pick-up,धारिता उद्ग्राही
Capacitive reactance,धारिता प्रतिघात
Capacitive transducer,"संधारी ऊर्जा परिवर्तित्र, ट्रासड्यूसर"
Capacitor,संधारित्र
Capacitor bank,संधारित्र बैंक
Capacitor filter,संधारित्र फिल्टर
Capacitor input filter,संधारित्र निवेश फिल्टर
Capstan motor,चर्खी मोटर
Capstan servo system,चर्खी सर्वो निकाय
Capston,चर्खी
Capture,प्रग्रहण
Capture cross-section,प्रग्रहण परिच्छेद
Capture effect,प्रग्रहण प्रभाव
Carrier to noise ratio (CNR),वाहक रव अनुपात
Car radio,कार रेडियो
Carbon resistor,कार्बन प्रतिरोधक
Card reader,कार्ड वाचक
Cardiod diagram,कार्डिऑड आरेख
Carriage,कैरेज
Carriage return,कैरेज वापसी
Carrier,वाहक
Carrier communication,वाहक संचार
Carrier concentration,वाहक संकेंद्रण
Carrier frequency,वाहक आवृत्ति
Carrier generation,वाहक जनन
Carrier level,वाहक स्तर
Carrier life time,वाहक आयुकाल
Carrier mobility,वाहक गतिशीलता
Carrier multiplication,वाहक गुणन
Carrier noise level,वाहक रव स्तर
Carrier range,वाहक परास
Carrier recovery circuits,वाहक पुनर्प्राप्ति परिपथ
Carrier reinsertion,वाहक पुनर्निवेशन
Carrier scattering,वाहकीय प्रकीर्णन
Carrier suppression,वाहक संदमन
Carrier trapping,वाहक पिंजरन
Carrier velocity,वाहक वेग
Carry bit,हस्तगत बिट
Carry flag,हस्तगत ध्वज
Carry register,"हस्तगत रजिस्टर, हस्तगत पंजी"
Carry-generator,सुवाह्य जनित्र
Carson's rule,कार्सन-नियम
Cartridge fuse,कार्ट्रिज फ्यूज
Cartridge tape,कार्ट्रिज टेप
Carry foster bridge,कैरी फोस्टर सेतु
Cascade amplifier,सोपानी प्रवर्धक
Cascading,सोपानन
Cascade amplifier,कैसकेड प्रवर्धक
Cascode amplifier,"कैसकोड प्रवर्धक, सोपानी प्रवर्धक"
Cassette,कैसेट
Catalysis,उत्प्रेरण
Catcher cavity,प्रग्राही कोटर
Cathode,कैथोड
Cathode follower,कैथोड अनुगामी
Cathode follower amplifier,कैथोड अनुगामी प्रवर्धक
Cathode luminescence,कैथोड संदीप्ति
Cathode material,कैथोड सामग्री
Cathode ray oscilloscope (CRO),कैथोड किरण दोलनदर्शी
Cathode ray tube (CRT),कैथोड किरण नलिका
Cathode sputtering,कैथोड कण क्षेपण
Cathode luminescence,कैथोड संदीप्ति
Cauer filter,कौयर फिल्टर
Caver filter,कावेर फिल्टर
Cavity,कोटर
Cavity radiation,कोटरीय विकिरण
Cavity resonator,कोटर अनुनादी
CCD (=charge couled device) amplifier,फेट आवेश युग्मित युक्ति(सी सी डी)
CD-ROM,सी.डी.रोम
CD-ROM drive,सी. डी. रोम ड्राइव
Cell (battery),सेल (बैटरी)
Central processing element,केंद्रीय संसाधन तत्व
Central processing unit (CPU),केंद्रीय संसाधन इकाई
Central processor,केंद्रीय संसाधित्र
Central value,मध्यमान
Centre frequency,मध्य आवृत्ति
Centre tapped transformer,मध्य निष्कासी ट्रांसफॉर्मर
Ceramic,"सिरेमिक, मृत्तिका"
Ceramic filler,सिरेमिक पूरक
Ceramic filter,सिरेमिक फिल्टर
Ceramic material,सिरेमिक पदार्थ
Ceramic resonator,सिरेमिक अनुनादी
Ceremic phono pick up,सिरेमिक ध्वनि उद्ग्राही
Cerenkov counter,सेरेन्कोव गणित्र
Cermet,सरमेट
Chalcogenoid,कैल्कोजेनाइड
Chalcopyrite,कैल्कोपाइराइट
Channel,"चैनल, वाहिका"
Channel bandwidth,चैनल बैंड विस्तार
Channel encoder,चैनल कोडित्र
Channel frequency,चैनल आवृत्ति
Channel selector,चैनल वरित्र
Channel separation,चैनल पृथक्करण
Channeling theory,चैनल सिद्धांत
Character generator,वर्ण जनित्र
Character recognization,संप्रतीक पहचान
Characteristic impedance,अभिलाक्षणिक प्रतिबाधा
Charge carrier,आवेश वाहक
Charge control parameter,आवेश नियंत्रक प्राचल
Charge coupled device,आवेश युग्मित युक्ति
Charge coupled random access memory,आवेश युग्मित यादृच्छिक अभिगम स्मृति
Charge density,आवेश घनत्व
Charge injection device,आवेश अंतःक्षेपण युक्ति
Charge loss,आवेश हानि
Charge pumping,आवेश पंपन
Charge sensitive amplifier,आवेश संवेदी प्रवर्धक
Charge storage,आवेश संचयन
Charged particle,आवेशित कण
Charger,आवेशक
Chassis,ढाँचा
Chebyshev filter,रोबिशेव फिल्टर
Check sum,जाँच योग
Check up frequency,जाँच आवृत्ति
Chemical bond,रासायनिक आबंध
Chemical vapour deposition,रासायनिक वाष्प निक्षेपण
Child lock facility,चाइल्ड लॉक सुविधा
Child's law,चाइल्ड का नियम
Chip,चिप
Chip enable,चिप सक्रियन
Choke,चोक
Choppar,अन्तरायिक
Chopper amplifier,अन्तरायिक प्रवर्धक
Chopper amplifier,अन्तरायिक प्रवर्धक
Chopper mode,अन्तरायिक विधा
Chroma amplifier,क्रोमा प्रवर्धक
Chromaticity diagram,वर्णकता आरेख
Chrominance,वर्णकत्व
Circle diagram,वृत्त आरेख
Circuit,परिपथ
Circuit analysis,परिपथ विश्लेषण
Circuit breaker,परिपथ विच्छेदक
Circuit diagram,परिपथ आरेख
Circuit rotation,परिपथ संकेतन
Circuit switching,परिपथ स्विचन
Circular wave guide,वृत्ताकार तरंग पथ
Circulating memory,परिसंचारक स्मृति
Clamping circuit,बंधन परिपथ
Clapp oscillator,क्लैप दोलित्र
Class A amplifier,वर्ग ए प्रवर्धक
"Class A, B, C, D operation",वर्ग A] B] C] D प्रचालन
Class B amplifier,वर्ग B प्रवर्धक
Class C amplifier,वर्ग C प्रवर्धक
Class D amplifier,वर्ग D प्रवर्धक
Class S system,S वर्ग निकाय
Clear,"निष्कासन, निर्मल"
Clipping,कर्तन
Clipping circuit,कर्तन परिपथ
Clock,कालद
Clock frequency,कालद आवृत्ति
Clock pulse generator,कालद स्पंद जनित्र
Clocked RS flip-flop,कादल RS फ्लिप फ्लॉप
Closed circuit television,संवृत परिपथ टेलिविजन
Closed loop operation,संवृत पाश प्रचालन
Closed-loop gain,संवृत पाश लब्धि
CMOS (complementary MOS),पूरक धात्वाक्साइड अर्धचालक
CMOS devices,CMOS युक्ति
CMRR (common mode rejection ratio),सी.एम.आर.आर. (उभयनिष्ठ विधा निराकरण अनुपात)
CO2 lasor,CO2लेजर
Co-axial cable,समाक्ष केबल
Co-axial cavity,समाक्षीय कोटर
Coaxial connector,समाक्ष संबंधक
Co-axial connector,"समाक्ष संबंधक, समाक्ष अनुयोजक"
Co-axial line,समाक्षीय लाइन
Co-axial line,समाक्षीय रेखा
Co-axial wave guide,समाक्षीय तरंग पथक
Code conversion,कोड परिवर्तन
Code converter,कोड परिवर्तक
CoDEC,"कोडेक, कोडर-विकोडर"
Coding (stereo),स्टीरियो कोडन
Co efficient of coupling,युग्मन गुणांक
Coercive force,निग्रह बल
Coherent light,संसक्त प्रकाश
Coil,कुंडली
Coil winding machine,कुंडली वेष्टन मशीन
Coincidence circuit,संपाती परिपथ
Cold cathode tube,तप्त कैथोड नली
Cold solder point,शीत झलाई बिंदु
Collector,"संग्राही, संग्राहक"
Collector current,संग्राही धारा
Collector dissipation,संग्राही क्षय
Collector efficiency,संग्राही दक्षता
Collimation lens,समांतरकारी लेंस
Color graphics,वर्ण आलेखन
Colour burst,रंग प्रस्फोट
Colour code,"रंग संकेत, वर्ण कोड"
Colour difference signals,रंग विभेदक सिग्नल
Colour killer,रंग मारक
Colour monitor,रंगीन मॉनीटर
Colour production,वर्ण पुनरूत्पादन (पुनर्उत्पादन)
Colour saturation,वर्ण संतृप्तता
Colour subcarrier frequency,रंगीन उपवाहक आवृत्ति
Colour syne signal,वर्णतुल्यकाली सिग्नल
Colour television,रंगीन टेलिविजन
Colour television system,रंगीन टेलीविजन निकाय
Column speaker,"कॉलम स्पीकर, स्तम्भाकार ध्वनि निक्षेपक"
Comb filter,"कौम्ब फिल्टर, कंघीनुमा फिल्टर"
Combinational circuit,संयोजन परिपथ
Combinational logic,संयोजी तर्क
Command,समादेश
Common base amplifier,उभयनिष्ठ आधार प्रवर्धक
Common base configuration,उभयनिष्ठ आधार विन्यास
"Common collector amplifier
 (= emitter follower)",उभयनिष्ठ संग्राही प्रवर्धक
Common collector configuration,उभयनिष्ठ संग्राही विन्यास
Common drain amplifier,उभयनिष्ठ समाहारी प्रवर्धक
Common emitter amplifier,उभयनिष्ठ उत्सर्जक प्रवर्धक
Common gate amplifier,उभयनिष्ठ गेट प्रवर्धक
Common ground,भूसंगत
Common mode signal,उभयनिष्ठ विधा सिग्नल
Common return,सामूहिक वापसी
Common source amplifier,उभयनिष्ठ स्रोत प्रवर्धक
Common-emitter configuration,उभयनिष्ठ उत्सर्जक विन्यास
Commulator,द्विक्परिवर्तक
Communication satellite,संचार उपग्रह
Communication system,संचार तंत्र
Community antenna system,सामुदायिक ऐन्टेना तंत्र
Compact disc ROM (cROM),संहत चकती रॉम (सी डी रॉम)
Companding,संपीड प्रसरण
Comparador,"संपीड प्रसारित्र, कम्पैंडर"
Comparator,"तुलनित्र, कम्परेटर"
Comparator diode,कम्परेटर डायोड
Compatibility,सुसंगतता
Compensated attenuator,प्रतिपूरित क्षीणकारी
Compensation bias,प्रतिकारी बायस
Compensation load,प्रतिकारी लोड
Compensation log,प्रतिकारी पश्चता
Compensation probe,प्रतिपूरण अन्वेषी शलाका
Compiler,संकलक
Compiler design,संकलक अभिकल्प
Complement,पूरक
Complementary distribution,पूरक वितरण
Complementary error,पूरक त्रुटि
Complementary symmetry output,पूरक सममिति निर्गत
Complete amplifier,पूर्ण प्रवर्धक
Complex frequency,संमिश्र आवृत्ति
Complex power,संमिश्र शक्ति
Compliance,अनुवृत्ति
Complementary error function,पूरक त्रुटि फलन
Complementary logic circuit,पूरक तर्क परिपथ
Component,घटक
Composite signal,मिश्र वीडियो सिगनल
Composition resistor,मिश्रित प्रतिरोधी
Compound semiconductor,सम्मिश्र अर्धचालक
Compression,संपीडन
Compression frequency,संपीडन आवृत्ति
Compressor,"संपीडित्र, संपीडक, कम्प्रैसर"
Computer aided design,कंप्यूटर सहाय अभिकल्प
Computer aided manufacture (CAM),कंप्यूटर सहाय निर्माण
Computer graphics,कंप्यूटर आलेख
Computer languages,कंप्यूटर भाषा
Computer memory,कंप्यूटर स्मृति
Computer network,कंप्यूटर नेटवर्क
Computer program,कंप्यूटर प्रोग्राम
Computer viruses,कंप्यूटर विषाणु
Computer virus,कंप्यूटर वायरस
Concentrator,"सांद्रित्र, संकेंद्रक"
Conditional branching,प्रतिबंधी शाखन
Conditional jump,प्रतिबंधी झंप
Conditional stability,प्रतिबंधी स्थायित्व
Conducting glass,चालक ग्लास
Conducting plastic,चालक प्लास्टिक
Conducting polymer,चालक पॉलीमर
Conduction angle,चालन कोण
Conduction band,चालन बैंड
Conduction diffusion,चालन विसरण
Conductivity,चालकता
Cone antenna,शंकु ऐन्टेना
Conical horn,शंकुनुमा हॉर्न
Conjugate impedance,संयुग्मी प्रतिबाधा
Connection diagram,नियत वेग अभिलेखक
Conservation law,संरक्षण नियम
Console,कंसोल
Constant current source,स्थिर धारा स्रोत
Constant K-filter,नियत K-फिल्टर
Constant voltage transformer,नियत वोल्टता ट्रांसफार्मर
Consumer electronic,उपभोक्ता इलेक्ट्रॉनिकी
Contact,संपर्क
Contact bounce,संपर्क झंप
Contact potential,संपर्क विभव
Contact spring,संपर्क कमानी
Continuity,सांतत्य
Continuous function,सांतत्य फलन
Continuous spectrum,सतत स्पेक्ट्रम
Continuous wave oscillator,सतत तरंग दोलित्र
Contrast (TV),विपर्यास
Contrast ratio (TV),विपर्यास अनुपात
Control bus,नियंत्रक बस
Control grid,नियंत्रक ग्रिड
Control key,नियंत्रण कुंजी
Control panel,नियंत्रण पट्टिका
Control room,नियंत्रण कक्ष
Control track,नियंत्रण पथ
Control unit,नियंत्रण इकाई
Convergence,अभिसरण
Conversion efficiency,रूपांतरण दक्षता
Conversion time,रूपांतरण काल
Corrosion,संक्षारण
Copiers (photocopiers),प्रतिलिपि
Copper,"ताम्र, कॉपर"
Copper loss,ताम्र हानि
Copper wire,कॉपर तार
Coprocessor,सहसंसाधित्र
Core,क्रोड
Core loss,क्रोड हानि
Core- materials,क्रोड पदार्थ
Corona discharge,परिमंडल विसर्जन
Costa's loop,कोस्टा-पाश
Counter frequency,गणित्र आवृत्ति
Counting rate meter,गणन दर मापित्र
Campbell bridge,कौम्पवेल सेतु
Coupled circuit,युग्मित परिपथ
Coupling capacitor,यूग्मन संधारित्र
Coupling methods,युग्मन विधि
Covalent bond,सहसंयोजक आबंध
Cradle switch,उद्गम बटन
Crash,क्रैश
Crest,शिखर
Crest factor,शिखरांक
Crimpling,तरंगिलता
Critical angle,क्रांतिक कोण
Critical coupling,क्रांतिक युग्मन
Critical damped,क्रांतिक अवमंदित
Critical frequency,क्रांतिक आवृत्ति
Critical inductance,क्रांतिक प्रेरकत्व
Critical race,क्रांतिक रेस
Critical resistance,क्रांतिक प्रतिरोध
Cross assembler,क्रॉस कोडांतरक
Cross coupling,क्रॉस युग्मन
Cross hatch pattern,आड़ा-खड़ा चित्राभ
Cross over distortion,संक्रमण विरूपण
Crossover modulation,संक्रमण मॉडुलन
Crosstalk,अप्रासंगिक सिगनल
Crossbar exchange,क्रॉसबार एक्सचेंज
Cross-field amplifier,अनुप्रस्थ क्षेत्र प्रवर्धक
Crossover detector,क्रासओवर संसूचक
Crossover network,संक्रमण परिपथ
Crystal microphone,क्रिस्टल माइक्रोफोन
Crystal oscillator,क्रिस्टल दोलित्र
Curei point (temperature),क्यूरी बिंदु
Current amplifier,धारा प्रवर्धक
"Current controlled current source
 (CCCS)",धारा नियंत्रित धारा स्रोत (सी.सी.सी.एस.)
"Current controlled voltage source
 (CCVS)",धारा नियंत्रित वोल्टता स्रोत (सी.सी.वी.एस.)
Current feedback,धारा पुनर्भरण
Current hogging,धारा उत्तोलन
Current limit,धारा सीमा
Current limiting resistor,सीमांत धारा प्रतिरोधक
Current mirror,धारा प्रतिबिंब
Current mode logic,धारा विधा तर्क
Current sink,धारा अभिगम
Current source,धारा स्रोत
Current to voltage converter,धारा-वोल्टता परिवर्तक
Current transfer ratio,धारा अंतरण अनुपात
Current transformer,धारा ट्रांसफॉर्मर
Currentrating,निर्धारित विद्युत-धारा
Cursor,"प्रसंकेतक, कर्सर"
Cut in voltage,निम्न चालक वोल्टता
Cut off bias,"अंतक अभिनत, अंतक बायस"
Cut off frequency,अन्तक आवृत्ति
Cut-off region,अंतक क्षेत्र
Curve traces,वक्र अनुरेख
Cycle,चक्र
Cycle stealing,चक्र चौर्य
Cylindrical lens,बेलनाकार लेंस
Crystal display,क्रिस्टल प्रदर्श
D to A converter,अंकीय से अनुरूप परिवर्तक
D.C. restorer circuit,दिष्ट धारा पुनर्स्थापक परिपथ
