English,Hindi
Agricultural labour,"कृषि श्रम, खेतिहर मजदूर"
Agricultural marketing,कृषि विपणन
Agricultural technology,कृषि प्रद्योगिकी
Agriculture,"कृषि, खेतीबारी, कृषि विज्ञान"
Agrisilviculture,कृषि वनवर्धन
Agrobiodiversity,कृषि जैविक विविधता
Agrobiological defects,कृषि जैविक दोष
Agrobiology,कृषि जैविकी
Agroclimatic diversity,कृषि जलवायुवीय विविधता
Agroclimatic zoning,कृषि जलवायुवीय क्षेत्रीकरण
Agroforestry,कृषि वानिकी
Agrology,सस्य मृदा विज्ञान
Agronomy,सस्य विज्ञान
Agropastoral,कृषि पशुचारणिक
Agroprocessing,फसल प्रसंस्करण
Agrostology,घास विज्ञान
Agrotype,सस्य प्ररूप
Air plant,अधिपादप
Akiochi soil,ऐकिओची मृदा
Albinism,"वर्णकहीनता, अवर्णता"
Alfisols,एल्फिसॉल
Algae,"शैवाल, काई"
Algal disease,शैवाल रोग
Alkali water,क्षार जल
Alkaline,क्षारीय
Allele,विकल्पी
Allelochemicals,एलीलो रसायन
Allelomorph,युग्मविकल्पी
Allelopathy,एलीलोपैथी
Alley cropping,वीथी सस्यन
Allocarpy,परनिषेक-फलता
Allogamy,परनिषेचन
Allometry,"सापेक्षमिति, ऐलोमैट्री"
Allopolyploid,परबहुगुणित
Allosynapsis (allosyndesis),"परयुग्मन, अपायुग्लन"
Alternate bearing,"एकातंर वर्ष फलन, एकांतरित फलन"
Alternate land use,वैकल्पिक भूमि उपयोग
Ambient,परिवेश
Ameliorant,सुधारक
Amitosis,असूत्रीविभाजन
Amminization,ऐमीनन
Ammonification,अमोनियन
Ammonifier,अमोनीकारक
Amorph," अप्रभावी रूप, , अरूपी"
Amphimixis,उभय मिश्रण
Amphoteric,उभयधर्मी
Anabolism,उपचय
Anaerobe,"अवायुजीव, अनॉक्सी जीव"
Aneuploid,असुगुणित
Angle planting,कोणीय रोपण
Animal husbandry,पशुपालन
Animal refuse,पशु उच्छिष्ट
Animate energy,सजीव ऊर्जा
Anisoploid,असमगुणित
Annual plant,एकवर्षीय पादप
Annual,वार्षिक
Anthesis,"परागोद्भव, प्रफुल्लन"
Anthrax,ऐन्थ्रेक्स
Anthropogenic factor,मानवजनिक कारक
Antibiosis,प्रतिजीविता
Antibiotic,"प्रतिजैविक, ऐन्टीबायोटिक"
Antidote,प्रतिकारक
Antioxidants,प्रतिऑक्सीकारक
Antitoxin,प्रतिआविष
Annulus,वलयिका
Aphid,"ऐफिड, माहू, चेपा"
Apical bud,शीर्ष कलिका
Apical dominance,शिखाग्र प्रभाविता
Apiculture (bee keeping),मधुमक्खी पालन
Apomixis,असंगजनन
Apoptosis,एपोप्टोसिस
Appendage,उपांग
Appetizer,क्षुधावर्धक
Applied,अनुप्रयुक्त
Aquatic weed,जलीय खरपतवार
Arboreal,"वृक्षीय, वृक्षवासी"
Arborization,प्रशाखायन
Archaeo-botanical records,आद्य वानस्पतिक अभिलेख
Area statistics,क्षेत्रांकड़
Area,"क्षेत्र, क्षेत्रफल"
Arid ecosystem,शुष्क पारितंत्र
Aril,"बीजचोल, बीजोपांग"
Aroma,"सौरभ, सुवास"
Aromatic plant,सुगंधी पादप
Aromatic rice,सुगंधित चावल
Arrowing,इक्षु पुष्पन
Asepsis,अपूति
Aseptic,"अपूतित, अज़र्म"
Asexual propagation,अलैंगिक प्रवर्धन
Assay,"आमाप, परख"
Assets,परिसंपत्ति
Assimilation,"स्वांगीकरण, आत्मसात्करण"
Association," साहचर्य , संघ"
Astringent,"स्तंभक, कषाय"
Asynapsis,असूत्रयुग्मन
Atavism,"पूर्वजता, ऐटाविज्म"
Atomizer,कणित्र
Atrophy,"अपुष्टि, क्षीणता"
Autogamy,स्वयुग्मन
Autolysis,स्वलयन
Autoxidation,"स्वतः उपचयन, स्वतः ऑक्सीकरण"
Autopolyploid,स्वबहुगुणित
Auxins,ऑक्सिन
Awn (bristle),"शूक, तूड़"
Almond,बादाम
Aloe,धीकुवार
Amaranthus,"चौलाई, रामदाना"
Ammi,अजवाइन
Anjan grass,"अंजन घास, धामन घास"
Anthurium,एंथूरियम
"Aonla, Indian gooseberry",आंवला
Apple,सेब
Apricot,खुबानी
Arbian jasmine,"मोगरा, बेला"
Areca nut,सुपारी
Arjun,अर्जुन
Asfoetida,हींग
Ash gourd,पेठा
Ashoka tree,अशोक
Ashthma weed (euphorbia),दूधी
Asparagus,सतावर
Avocado,अवोकाडो
Alfalfa (lucerne),"रिजक्रा, लूसर्न"
Ants,चींटी
Aphids,"तेला, माहू"
Army worm,सैनिक कीट
Agricultural economist,कृषि अर्थशास्त्री
Agricultural extensionist,कृषि प्रसार विज्ञानी
Agricultural scientist,कृषि वैज्ञानिक
Agriculture engineer,कृषि अभियंता
Agrobiologist,कृषि जीवविज्ञानी
Agronomist,सस्य विज्ञानी
Agrophysicst,कृषि भौतिकीविद्
Animal breeder," प्राणि प्रजनक , पशु प्रजनक"
Bacillus virus,दंड विषाणु
Bacillus,"दंडाणु, बैसिलस"
Bacteria,"जीवाणु, बैक्टीरिया"
Bacteriotoxin,जीवविष
Bagasse,खोई
Balance sheet,"तुलन-पत्र, चिट्ठा"
Balanced fertilization,संतुलित निषेचन
Bar diagram,दंड आरेख
Bark,छाल
Barometer,"वायुदाबमापी, बैरोमीटर"
Barren,"बजर, अकृष्य, बांझ"
Base,"आधार, बेस, कपांग"
Basin,"थाला, द्रोणी"
Basipetal,तलाभिसारी
Basisternum,"बेसिस्टर्नम, मूलाधारक"
Bay monsoon,खाड़ी मानसून
Bearing plant,फलदायी पौधा
Bed,क्यारी
Bedder,क्यारी - पौधा
Bedding,क्यारी बनाना
Beet molasses,चुंकदर शीरा
Bellows,धौंकनी
Belt,"पट्टी, इलाका"
Benefit-cost analysis,लाभ-लागत विश्लेषण
Biased (sampling),अभिनत (प्रतिचयन)
Biennial,द्विवर्षीय पादप
Binomial,द्विपद
Bioagent,जैवकारक
Bioclimate,जीव जलवायु
Bioenergy,जैव ऊर्जा
Bionomics,जीव पारिस्थितिकी
Bioreactor,"जैव-प्रक्रियापात्र, बायो रिएक्टर"
Biosphere,जीव-मंडल
Biotic,जैविक
Biotype,जीव प्रारूप
Bisexual,द्विलिंगी
Blanching,धवलन
Blast,"प्रध्वसं (रोग), झोंका रोग"
Blend,सम्मिश्रण
Blight,"अंगमारी (रोग), ब्लाइट (रोग)"
Blister,"छाला, फफोला, उद्वर्त, ब्लिस्टर"
Blue revolution,नीली क्रांति
Bottom heat chamber,तलीय ताप चैंबर
Bottom heat technique,तलीय ताप तकनीक
Bran,चोकर
Branching,शाखन
Branchlet,"टहनी, उपशाखा"
Breed,नस्ल
Breeding,"प्रजनन, अभिजनन"
Brimming,शीघ्र अंकुरण उपचार
Brood,"शाव, अंड, भ्रूण"
Budding,कलिकायन
Budget,बजट
Buffer,"उभयप्रतिरोधी, बफर"
Bulb,शल्ककंद
Bunt,"बंट (रोग), चोट"
By-product,"उपजात, उपोत्पाद"
Babul acacia,"बबूल, कीकर"
Baby corn,बेबी कॉर्न
Bael,बेल
Baill,लाजालु
Balsam,गुलमेंहदी
Bamboo,बांस
Banana,केला
Banyan tree,बरगद
Barley,जौ
Barnyard millet,सावां
Basil,तुलसी
Bastard cedar,रुद्राक्ष
Bastard myrobalan,बहेड़ा
Bauhinia,कचनार
Bay berry,कैफल
Bean,सेम
Beet,चुकंदर
Belladonna,बेलाडोना
Ber,बेर
Berseem,बरसीम
Betel,पान
Bilimbi,बिलिंबी
Bitter gourd,करेला
Black gram,उड़द
Black nightshade,मकोय
Bougainvillea,बोगेनविलिया
Bottle brush,बोटल ब्रश
Bottle gourd,लौकी
Box tree,"चीकदी, पापरी"
Bread fruit,ब्रेड फ्रूट
Bridal creeper,डेला
Brinjal,बैंगन
Broad bean,"बाकला, चौड़ी बीन"
Broccoli,ब्रोकोली
Brussel's sprout,ब्रुसेल्स स्प्राउट
Buckwheat,कुटू
Butea,"पलाश लता, किंशुक"
Bandicoot,घूंस
Bear,भालू
Beetle,भृंग
Blister beetle,फफोला भृंग
Blue bull,नील गाय
Boll worm,कपास की सूंड़ी
Butterfly,तितली
Bacteriologist,जीवाणु विज्ञानी
Biochemist,जैव रसायनविद्
Biologist,जीव विज्ञानी
Biotechnologist,जैव प्रौद्योगिकीविद्
Botanist,वनस्पतिविद्
C moisture characteristic curve,c नमी विशिष्टता वक्र
Cake,खली
Calcarious,"चूनेदार, कैल्सियमी"
Calcification,कैल्सीयन
Calcination of phosphate,फॉस्फेट का निस्तापन
Callosity,"किणता, कैलसता"
Callus,"कैलस, किण"
Calyx,"बाह्यदल पुंज, कैलिक्स"
Calyx-end,बाह्यदल अंत
Cambium,एधा
Canker,कैंकर (जीवाणु रोग)
Canning,डिब्बाबंदी
Canopy,वितान
Capital,पूंजी
Caprification,परागण (अंजीर का)
Capsule,"संपुट, संपुटिका, कैप्सूल"
Carbonated,कार्बोनीकृत
Carbonization,कार्बनन
Carpel,अंडप
Carpus,मणिबंध
Casting," ढलाई (लोहे की) , क्षिप्ति (कीट)"
Catabolism,अपचय
Catalysis,उत्प्रेरण
Caterpillar,"इल्ली, सूंडी"
C-DNA Library,C- डीएनए संग्रह
Ceiling,सीमा
Cell,"कोशिका, कोष्ठिका"
Central leader system,केंद्रीय अग्रलेख प्रणाली
Centric,"सबिंदु, सकेंद्र"
Centrifugation,अपकेंद्रण
Centrifuge,अपकेंद्रित
Centriole,तारककेंद्र
Centrogenic,केंद्रजनिक
Centrogenous,केंद्रजा
Cercus,लूम
Cereal,"धान्य, सीरियल"
Certification,"प्रमाणीकरण, प्रमाणन"
Certified seed,प्रमाणित बीज
Chaff,"भूसा, कुट्टी, शल्क सहपत्र"
Chalaza,"निभाग, कैलाजा"
Chemotropism,रसानुवर्तन
Chiasma,"काएज्मा, व्यत्यस्त"
Chilling hours,द्रुतशीतन घंटे
Chilling injury,शीतज क्षति
Chimera,"विचित्रोतकी, किमेरा"
Chloranthy,हरित दली
Chlorophyll,"पर्णहरित, हरितक"
Chlorosis,हरिमाहीनता
Chlorology,जीव वितरण विज्ञान
Chromatid,"क्रोमैटिड, अर्धगुणसूत्र"
Chromatin,क्रोमैटिन
Chromatography,वर्णलेखन
Chromatolysis,क्रोमोटिनलयन
Chromocentre,परिसूत्र बिंदु
Chromogenesis,वर्णजनन
Chromoprotein,"क्रोमोप्रोटीन, वर्णकप्रोटीन"
Chromosome,"गुणसूत्र, क्रोमोसोम"
Chronic,"चिरकाली, दीर्घकाली, जीर्ण, पुराना"
Citrange,सिट्रेंज
Cladode,पर्णाभपर्व
Classification,वर्गीकरण
Clay,"मृत्तिका, चिकनी मिट्टी"
Cleaning,"निर्मलन, मार्जन, सफाई, शोधन"
Cleistogamy,"अनुन्मील्य परागण, स्वपरागण"
Climacteric fruit,क्रांतिक श्वसनी फल
Climate,जलवायु
Climatology,जलवायु विज्ञान
Clipper,कतरनी
Clod,ढेला (मिट्टी का)
Clone,"क्लोन, कृन्तक"
Cloud,"मेघ, बादल"
Clump,"पुंज (क्लंप, संपुंजन)"
Cluster,गुच्छ
Coarse,"स्थूल, मोटा, कच्चा, अपरिष्कृत"
Coat (seed),"आवरण (बीज़), चर्मावरण"
Cocoon,कोया
Coenzyme,"कोएन्जाइम, सह-प्रकिण्व"
Cohesion,संसंजन
Coir," रेशा (जूट पटसन) , नारियल जटा"
Coleorrhiza,मूलांकुर चोल
Collar,"स्तंभमूलसंधि, कॉलर, ग्रीवा"
Colloid (soil),कोलॉइड (मृदा)
Columella,"स्तंभिका, कॉलुमेला"
Column,"दंड, स्तंभ, कॉलम"
Commensalism,सहभोजिता
Commercial bank,वाणिज्यिक बैंक
Commodity,"जिंस, पण्य वस्तु"
Community,समुदाय
Compaction (of soil),"संहनन, (मृदा का)"
Compatibility,"सुसंगति, संगतता"
Compatibility,सुसंगतता
Compensation,"क्षतिपूर्ति, मुआवजा"
Competitive interaction,स्पर्धी अन्योन्यक्रिया
Complementary crop,पूरक सस्य
Complex,"सम्मिश्र, जटिल"
Component,घटक
Composition,संघटन
Compost,कंपोस्ट
Compound interest,चक्रवृद्धि ब्याज
Computation,अभिकलन
Computer,"अभिकलित्र, कंप्यूटर"
Concentration,"सांद्रण, संकेद्रण"
Conditioner,"अनुकूलक, पुनरुद्धारक"
Conductance,चालकता
Configuration,"विन्यास, संरूपण"
Conformity,"अनुरूपता, समविन्यास, समरूपता"
Confounding,"समाकुलन, संकरण"
Conjugation,संयुग्मन
Connective,"योजी, संयोजी"
Conservation,सरंक्षण
Consolidation,चकबंदी
Constituents,"संघटक, अवयव"
Consumer,उपभोक्ता
Consumption,उपभोग
Contamination,संदूषण
Contour planting,समोच्च रोपण
Contour,समोच्च रेखा
Contract farming,"संविदा कृषि, ठेका कृषि, अनुबंधित खेती"
Controlled storage,नियंत्रित भंडारण
Co-operative bank,सहकारी बैंक
Cooperator,सहकारी संस्था सदस्य
Coppice,गुल्मवन
Corm,घनकंद
Corolla,"दलपुंज, कोरोला"
Cortex,"वल्कल, कॉर्टेक्स"
Cost,लागत
Cotyledon (seed),बीजपत्र
Credit society,ऋण समिति
Credit,"उधार, साख"
Creditor,"ऋणदाता, लेनदार"
Crest,"शिखा, शीर्ष, शिखर"
Crinkle,व्याकुंचन
Crisis,संकट
Criterion,कसौटी
Critical,"क्रांतिक, विकट, नाजुक"
Crop insurance,फसल बीमा
Crop loan,फसल ऋण
Crop,"सस्य, फसल"
Cropping area,सस्यन क्षेत्र
Cross-incompatible,पार-असंगत
Crown (plant),"मुकुट, शिखर (पादप)"
Crumb,मृदुकण
Crust,पपड़ी
Cryptogam,"क्रिप्टोगैम, अपुष्पीपादप"
Cull (fruits),छांटन (फल)
Culm,"कल्म, वेणुकाण्ड"
Cultivar,कृष्य किस्म
Cultivation,"कर्षण, कृषि, खेती"
Cultivator," किसान , कल्टीवेटर (यंत्र)"
Culture," संवर्ध , संवर्धन , पालन"
Curing," संसाधन , तैयार करना"
Curling,"कुंतलन, कुंचन"
Currency,मुद्रा
Cuticle,"उपत्वचा, क्यूटिकल"
Cutting," कलम , कटाई, काटना , कटाग्र, कटावा"
Cyst," कृमि कोष, सिस्ट, पुटी , विकृत गुल्म, रसौली"
Cytochrome,साइटोक्रोम
Cytogamy,कोशिका युग्मन
Cytogenesis,कोशिका जनन
Cytogenetics,कोशिका आनुवंशिकी
Cytokinesis,कोशिका द्रव्य विभाजन
Cytology,कोशिका विज्ञान
Cytolysis,कोशिकाविघटन
Cytomere,"साइटोमियर, कोशिका खंड"
Cytoplasm,कोशिका द्रव्य
Cabbage,बंदगोभी
Cactus,नागफनी
Calendula,ज़रगुल
Canary grass (phalaris),"गिल्ली डंडा, गेहूं का मामा"
Canna,कैना
Capparis,करीर
Capsicum,शिमला मिर्च
Carambola,कमरख
Carapa,पुसुर
Cardamom,इलाइची
Carnation,कार्नेशन
Carrot,गाजर
Cashew nut,काजू
Cassia,अमलतास
Castor,अरंडी
Cauliflower,फूलगोभी
Celery,सेलेरी
Champac,चम्पा
Chenopodium,बथुआ
Cherry tomato,चेरी टमाटर
Cherry,चेरी
"Chickpea, gram",चना
Chillies,मिर्च
China turpentine tree,काकड़ा
Chow-chow,लौकू
Chrysanthemum,गुलदाउदी
"Chufa, earth almond",चिचोड़ा
Cichory,"चिकोरी, कारनी"
Cinnamon,दालचीनी
Citron,सिट्रोन
Citronella grass,गंजनी
Climbing jasmine,मालती
Clove,लौंग
Cluster bean,ग्वार बीन
Cocoa,कहवा
Coconut,नारियल
Coffee,कॉफी
Coleus,पत्थरचूर
Colocasia,अरबी
"Colocynth, bitter apple",इंद्रायन
Common purslane,जंगली पालक
Coriander,धनिया
Cotton,कपास
Cowpea,लोबिया
Cubeb,कबाब-चीनी
Cucumber,खीरा
Cucurbits,कद्दूवर्गीय
Cumin,जीरा
Curry leaf,करी पत्ता
Custard apple,शरीफा
Capsule borer,पुटिका वेधक
Caterpiller,इल्ली
Citrus psylla,सिट्रस साएला
Cricket,झींगर
Crow,कौआ
Cut worm,कटुआ
Dairy,"डेरी, दुग्धशाला"
Dairying,डेरी उद्योग
Dam," बांध , प्रजननी"
Day-neutral,दिवस निरपेक्ष पादप
Days after flowering,पुष्पन के बाद के दिवस
Days after full bloom,पूर्ण पुष्पन के बाद के दिवस
Deblossoming,निष्पुष्पन
Decalcification,विकैल्सीकरण
Decant,"निथारना, निस्तारना"
Decay,क्षय
Deciduous,पर्णपाती
Decimal,"दशमिक, दशमलव"
Deficiency,न्यूनता
Deflocculation (soil),"अनूर्णन (मृदा), वि-उर्णन"
Defloration,विपुष्पन
Defoliation,विपत्रण
Deforestation,वनोन्मूलन
Degeneration,"अपह्रासन, अपकर्षण"
Degradation,निम्नीकरण
Degree days,अंश दिवस
Degree,"मात्रा, अंश"
Dehiscence,स्फुटन
Dehulling,भूसी हटाना
Dehusking,भूसी हटाना
Dehydration,निर्जलीकरण
Dehydrator,निर्जलकारित्र
Demand,मांग
Denaturation,"विकृतीकरण, गुणनाशन"
Denudation,अनाच्छादन
Deposit,"निक्षेप (मृदा), जमा (अर्थशास्त्र)"
Deposition,निक्षेपण
Depreciation desalinization," मूल्यह्रास , अवमूल्यन विलवणीकरण"
Desiccation,"जल शुष्कन, निर्जलीकरण"
Design,"अभिकल्पना, डिजाइन"
Dessicator,शुष्कित्र
Destoning,गुठली निकालना
Desuckering,वि-अंतः भूस्तारीकरण
Desynapsis,वियुग्मन
Detassel,"नर मंजरी निकालना (मक्का), बल्लर निकालना"
Detasseling,बल्लर या फुंदन को काटना
Determinant,निर्धारक
Devaluation,अवमूल्यन
Devegetation,वनस्पतिरहित करना
Deviation,विचलन
Diad,द्विक
Diagnosis,निदान
Dichogamy,भिन्नकाल पक्वता
Dichotomy,द्विभाजन
Dicotyledon (seed),"द्विबीजपत्री, डाइकोटिलेड़न (बीज)"
Die back (disease),पश्चमारी (रोग)
Diffusion,"विसरण, विसार"
Digestibility,पाचनीयता
Dihybrid,द्विसंकर
Dike (dyke),"बांध, नाली, परिवाह"
Dilute,तनु
Dioecious,"एकलिंगाश्रयी, पृथक् लिंगी"
Diploid,द्विगुणित
Diploid,"द्विगुणित, डिप्लॉइड"
Diplonema,द्विसूत्र
Disbudding,"निष्कलिकायन, कलिका निकालना"
Discing,"तवेदार हल चलाना, चक्काकरण"
Discount,छूट
Disinfection,रोगाणुनाशन
Dispersion,"परिक्षेपण, प्रकीर्णन"
Dissemination," प्रकीर्णन , प्रसरण"
Diversification,विविधीकरण
Diversified farming,विविधीकृत कृषि
DNA Ladder,डीएनए सोपान
DNA receptor,डीएनए ग्राही
Dockage,गोदी-भाड़ा
Dominant,प्रभावी
Dormancy,प्रसुप्ति
Dose,"मात्रा, खुराक, डोज"
Double sigmoid curve,दोहरा सिग्माभ वक्र
Draft (draught),"झोंका, खिंचाव"
Drain,"निकास नाली, अपवाहिका"
Drainage,जलनिकास
Draw,कर्षण
Drenching," दवा पिलाना , दवाई से तर करना"
Dressing (seed),प्रसाधन (बीज)
Drill (n.),"बरमा, उथली भूल, ड्रिल, वपित्र"
Drilling (ag. engg),"सूराख करना, बेधन, बरमाना"
Drilling (agronomy),"वेधना, ड्रिल से बोना, ड्रिल से डालना"
Drip irrigation,बूंद-बूंद सिंचाई
Dryland farming,शुष्क खेती
Dust,"धूल, बुकनी"
Duster,"धूलित्र, प्रकीर्णक"
Dusting,बुरकना
Dwarf,"बौना, वामन"
Dwarf pyramid,वामन पिरामिड
Dwarfing,वामिनीयन
Daisy,गुलबहार
Dates,खजूर
Day jasmine,दिन का राजा
Dill,सोया
Dinanath grass,दीनानाथ घास
Dodder,अमरबेल
"Doob grass, bermuda grass",दूब घास
Druce,छोंकर
Dry ginger,सौंठ
Defoliating beetle,पत्तियां खाने वाला भृंग
Drone,नर मधुमक्खी
Duck,बत्तख
Ecology,पारिस्थितिकी
Econometrics,अर्थमिति
Economic efficiency,आर्थिक दक्षता
Ecotype,पारिस्थितिक प्ररूप
Ectotrophic,बहिःस्तरपोषित
Edaphic,मृदीय
Edaphology,मृद विज्ञान
Edging,"मेड़बंदी, किनारा बनाना, किनारा बंदी"
Edible part,खाद्य अंश
Elasticity of demand,मांग की लोच
Elasticity of production,उत्पादन लोच
Electrolysis,विद्युत्-अपघटन
Electrophoresis,वैद्युतकण-संचलन
Eluviation,अवक्षालन
Emasculator," विपुंसीकारित्र, बंधकारित्र , विपुंसीकार, बंध्यकार"
Embanking,"मेड़ बंदी, डौलबंदी"
Embryo,भ्रूण
Embryology,"भ्रूणविज्ञान, भ्रौणिकी"
Emergence,"निकलना, निर्गमन"
Emulsifier,पायसीकारक
Endogenous,अंतर्जात
Endomitosis,अंतःसूत्री विभाजन
Endoparasite,अंतःपरजीवी
Endosperm,भ्रूणपोष
Enterprise,उद्यम
Entomology,कीटविज्ञान
Environment,पर्यावरण
Enzyme,"प्रकिण्व, एन्जाइम"
Epicotyl grafting,दलपुंज कलमबंदी
Epiphyte,"अधिपादप, एपिफाइट"
Equity,समानधारिता
Eradication,उन्मूलन
Essential nutrients,आवश्यक पोषक तत्व
Estimation,"परिमापन, कूतना, आकलन"
Etiolation,पांडुरता
Eugenic,सुजननिक
Evaluation,मूल्यांकन
Evaporimeter,वाष्पनमापी
Evapo-transpiration,वाष्पन-वाष्पोत्सर्जन
Evergreen revolution,सदाहरित क्रांति
Evergreen,"सदाहरित, सदापर्णी"
Evolution,विकास
Excise,उच्छेद करना
Exhaustion (fertility),परिक्षय (उर्वरता)
Exploitation,शोषण
Exploration,"खोज, अन्वेषण"
Extrusion,"बहिर्बेधन, उत्सारण"
Eye (sugercane/potato),आंख (गन्ना/आलू)
Edible pine,चिलगोजा
"Elephant foot, yam",जिमीकंद
Eucalyptus,सफेदा
Earthworm,केंचुआ
Entomologist,कीट विज्ञानी
Environmentalist,पर्यावरणविद्
Factor,"कारक, घटक, उपादान, साधन"
Factor productivity,कारक उत्पादकता
Factorage,आढ़तिये का बट्टा
Factorial block design,क्रमगुणित अवरोध डिजाइन
Facultative,विकल्पी
Fallow,"पड़ती, पलिहर"
Family,कुल
Farm appraisal,प्रक्षेत्र मूल्यांकन
Farm budgeting,प्रक्षेत्र का बजट बनाना
Farm business,कृषि व्यवसाय
Farm planning,प्रक्षेत्र नियोजन
Farmer,"किसान, कृषक"
Farming,"कृषि, खेती"
Fasciation,संपट्टन
Fecundation,बहुप्रजनन
Fermentation,किण्वन
Fertility,उर्वरता
Fertilizer,उर्वरक
Fertilizer use efficiency,उर्वरक उपयोग दक्षता
Fibrous,रेशेदार
Field,"खेत, क्षेत्र, स्थान"
Field capacity,मृदा जलधारिता
Field demonstration,प्रक्षेत्र प्रदर्शन
Fixation,"स्थिरीकरण, यौगिकीकरण, निर्धारण"
Flooding,"आप्लावन, अधिसिंचन"
Flow diagram,प्रवाह आरेख
Food value,खाद्य मान
Forage (fodder),चारा
Forecasting,पूर्वानुमान
Forest,वन
Forestation,वनरोपण
Frond,"ताड़पर्ण, प्रपर्ण"
Frost resistant,तुषार रोधी
Frost,"पाला, तुषार"
Frozen (fruit & vegetable),"हिमशीतित, हिमीकृत"
Fructification,फलन
Fruit drop,"फल पातन, फल का झड़ना"
Fruit-set (fruit setting),फल बनना
Fumigation,"धूमन, धूम देना"
Fungicide,कवकनाशी
Fungistatic,कवकरोधी
Fungus,कवक
Furow,"खूड़, सीता"
Fusion,"संलयन, संगलन"
Fuzz,रूआं
Fuzzy,रोएंदार
"Fennel, anise",सौंफ
Fenugreek,मेथी
Fig,अंजीर
Finger millet,कंगनी
Fire-flame bush,दावी
Flame of forest,पलाश
French bean,फ्रेंच बीन
Flea,पिस्सू
Fox,लोमड़ी
Fruit fly,फल मक्खी
Gall (Hort),"वृक्ष व्रण, पिटिका"
Gamete,"युग्मक, गैमीट"
Garden,"उद्यान, बाग"
Gauge (water),"पनसाल, जलमापी"
Gene bank,जीन संग्रह
Gene tagging,जीन टैगन
Geneology,वंशावली विज्ञान
Genetic map,जीन मानचित्र
Genetics,आनुवंशिकी
Genome,"जीनोम, संजीन"
Genomic library,संजीनी संग्रह
Genomics,जीनोमिक्स
Genotype,जीनप्ररूपी
Genotype,"जीनी संरचना, जीन प्ररूप"
Genus,वंश
Genus,"जीनस, वंश"
Germ,"रोगाणु, जर्म"
Germicide,रोगाणुनाशी
Germination,अंकुरण
Germplasm,"जननद्रव्य, जर्मप्लाज्म"
Gibberellic acid,जिबरेलिक अम्ल
Ginning,ओटना
Glume,तुष
Glutinous,"लसदार, ग्लूटिनी"
Glycolysis,ग्लाइकोलिसिस
Gneiss,"नाइस, शैल"
Golden revolution,स्वर्णिम क्रांति
Grading,"श्रेणीकरण, वर्गीकरण, स्तरीकरण"
Grafted plant,"कलमबंद पादप, कलमी पौधा"
Graft-incompatible,कलम असंगत
Granna,ग्रैना
Granulation,कणिकायन
Green manure,हरी खाद
Green revolution,हरित क्रांति
Growth and development,वृद्धि और परिवर्धन
Gummosis,"गोंद रोग, गोंदार्ति"
Gynodioecious,भिन्नस्थ - उभयस्त्रीलिंगी
Gall nut,माजूफल
Garlic,लहसुन
Gerbera,जरबेरा
Gherkin,घरकिन
Ginger,अदरक
Gladiolus,ग्लेडियोलस
Goat weed (ageratum),महकुवा
Grapefruit,"ग्रेप फ्रूट, चकोतरा"
Grapes,अंगूर
Green gram,मूंग
Grewia,भीमल
Groundnut,मूंगफली
