English,Hindi
Aileron buzz,सहपक्ष बज़
Aileron effectiveness,सहपक्ष प्रभाविता
Aileron reversal air,सहपक्ष उत्क्रमण
Air,"हवा, वात, वायु"
Air almanac,वायुपंचांग
Air base,"हवाई अड्डा, वायु आधारित अंतराल, एयर बेस"
Air based data,हवाई अड्डा आँकड़े
Air bearing,वायु स्नेहित बेयरिंग
Airborne,वायुवाहित
Air borne survey,वायुवाहित सर्वेक्षण
Air breather,"वायुश्वासी, वायुश्वसित्र"
Air breathing,वायु श्वसन
Air capacitor,वायु संधारित्र
Air circuit breaker,वायव परिपथ विच्छेदक
Air classifier,वायु वर्गीकारक
Air conditioning,वातानुकूलन
Aircraft,वायुयान
Aircraft antenna,वायुयान ऐंटिना
Aircraft end,वायुयान छोर
Aircraft rocket engine,वायुयान रॉकेट इंजन
Aircraft rocket motor,वायुयान रॉकेट मोटर
Aircraft warning lamp,वायुयान चेतावनी दीप
Air damping system,वायव अवमंदन तंत्र
Air dose,वायुमात्रा
Air-driven turbine,वायुचालित टरबाइन
Air filter,"वायु फ़िल्टर, वायु निस्यंदक"
Air force,वायुबल
Air glow,वायु दीप्ति
Air handling unit,वायु नियंत्रण इकाई
Air lock,वायु तालक
Air mapping,वायु मानचित्रण
Air mass,"वायु संहति, वायु राशि"
Air photo,वायु फ़ोटो
Air photo analysis,वायु फ़ोटो विश्लेषण
Air photogrammetry,वायुफ़ोटोग्राममिति
Air position indicator,वायुवर्ती स्थिति सूचक
Air pressure,वायु दाब
Air profile,वायु परिच्छेदिका
Air ratio,वायु अनुपात
Air resistance,वायु प्रतिरोधी
Air sampling,वायु प्रतिचयन
Air turbulance,वायु प्रक्षोभ
Air weapon,वायु अस्त्र
Albedo,ऐल्बिडो
Albedometer,ऐल्बिडोमापी
Alcohol,ऐल्कोहॉल
Algebric expression languages compiler,बीजीय व्यंजक भाषा अनुभाषक
Algol,"ऐल्गॉल, कलन-विधि"
Algol language,ऐल्गॉल भाषा
Algorithm,"ऐल्गोरिथ्म, कलन-विधि"
Algorithmic language,कलन-विधि भाषा
Aliasing,ऐलियासिंग
Alignment,"संरेखण, अनुयोजन"
Alignment chart,संरेखण चार्ट
Alignment mark,संरेखण चिह्न
Alignment problem,संरेखण समस्या
Alkaline zine manganese dioxide cells,क्षारीय जस्त मैंगनीज़ डायऑक्साइड सेल
Alkylator,"ऐल्किलित्र, ऐल्कलीकारी"
Allan variance,ऐलैन प्रसरण
All clear,सब ठीक
All fire current,दाग प्रवर्तक धारा
Allocation,नियतन
Allocator,नियतकारी
Allotropic,अपररूपी
Allowed band,अनुमत बैन्ड
Alloy,"ऐलॉय, मिश्रधातु, मिश्रातु"
Alloyed transistor,मिश्रधातु ट्रांजिस्टर
Alphabetical notation,अक्षरात्मक संकेत
Alphabetic character,अक्षरात्मक संप्रतीक
Alphabetic numeric,अक्षरांकीय
Alphanumeric character,अक्षरांकीय संप्रतीक
Alpha particle,ऐल्फ़ा कण
Alternate acting switch,प्रत्यावर्त क्रिया स्विच
Alternator,प्रत्यावर्तित्र
Altimeter,तुंगतामापी
Altimetry,तुंगतामिति
Altitude,"तुंगता, ऊंचाई"
Altitude acclimatization,तुंगता परि अनुकूलन
Alumel chromel thermocouple,ऐल्यूमेल क्रोमेल ताप-वैध्युत युग्म
Alumina,ऐलुमिना
Aluminized screen,ऐलुमिनित आवरण
Aluminum,ऐलुम़िनियम
Aluminum chloride,ऐलुम़िनियम क्लोराइड
Aluminum potassium sulphate,ऐलुम़िनियम पोटैशियम सल्फेट
Aluminum shear plate,ऐलुम़िनियम अपरूपण पट्टिक़ा
Ambient,परिवेश
Ambient condition,परिवेश दशा
Ambient temperature,परिवेश ताप
Ambiguity,संदिग्धता
American standard code (asciil-6),अमरीकी मानक कोड ((ASCIIL-6)
Am/fm receiver,अभिग्राही
Amine,ऐमीन
Ammeter,ऐमीटर
Amorphous,"रवाहीन, अक्रिस्टलीय"
Amorphous material,अक्रिस्टलीय पदार्थ
Ampere,ऐम्पियर
Ampere hour,ऐम्पियर घंटा
Ampere turn,ऐम्पियर फेरा
Amphoteric,उभयधर्मी
Amplidyne,ऐम्प्लिडाईन
Amplification,प्रवर्धन
Amplification factor,प्रवर्धन गुणक
Amplifier,प्रवर्धक
Amplifier distortion,प्रवर्धक विरूपण
Amplitude,आयाम
Amplitude discriminator,आयाम तुल्यकरण
Amplitude distortion,आयाम विरूपण
Amplitude equalization,आयाम समकरण
Amplitude limiter,आयाम सीमक
Amplitude modulation,आयाम माडुलन
Amplitude modulator,आयाम माडुलक
Amplitude nonlinearity,AM-PM रुपांटमन
Amplitude quantization (pcm),आयाम क्नांटमन (PCM)
Am-pm conversion,AM-PM रूपांतरण
Am-pm distor,AM-PM विरुप
Am-pm distortion,AM-PM विरुपण
Analog computer,"अनुरुप अभिकलित्र, अनुरुप कम्प्युटर"
Analog converter (digital converter),अनुरुप परिवर्तक (अंकीय परिवर्तक)
Analog data,अनुरुप आँकड़े
Analog filter,अनुरुप फ़िल्टर
Analog stimulation,अनुरुप उत्तेजन
Analog time base corrector,अनुरुप काल आधार संशोधक
Analog to digital converter,अनुरुप से अंकीय परिवर्तक
Analyser,विश्लेषक
Analysis,विश्लेषण
Analytical phototri- angulation,विश्लेषणी फोटो त्रिभुजन
Anastigmatic lens,अनू-अबिंदुक लेन्स
Anchoic chamber,अपारावर्ती कोष्ठ
Ancillary data,सहायक आंकड़े
And gate,AND गेट
Anelastic after effect,विषमप्रत्यास्थ उत्तर प्रभाव
Anelasticity,विषमप्रत्यास्था
Anemometer,पवन वेगमापी
Anergolic propellant angle,सहायज्वाली नोदक कोण
Angle modulation,कोण माडुलन
Angle of attack,आपतन कोण
Angle of cant,तिरछा कोण
Angle of coverage,व्याप्ति कोण
Angle of drift,अपवहन कोण
Angle of elevation,उन्नयन कोण
Angle of incidence,आपतन कोण
Angle of lag,पश्चता कोण
Angle of lead,अग्रता कोण
Angle of orientation,अभिविन्यास कोण
Angle of resultant momentum,परिणामी संवेग कोण
Angle of sun (= sun elevation=sun elevation angle),सूर्य उन्नतांश कोण
Angle of twist,व्यावर्तन कोण
Angle of view,दृश्य कोण
Angle valve,कोणकार वाल्व
Angstrom unit,ऐंग्स्ट्राम मात्रक
Angular calibration constant,"कोणीय अंशशोधन स्थिरांक, कोणीय अंशांकन नियतांक"
Angular coverage,कोणीय व्याप्ति
Angular distortion,कोणीय विरुपण
Angular lamp response,कोणीय  दीप-अनुक्रिया
Angular measure,कोणीय माप
Angular momentum,कोणीय संवेग
Angular motion,कोणीय गति
Angular motion simulation,कोणीय गति अनुकारी
Angular orientation error,कोणीय अभिविन्यास त्रुटि
Angular slot antenna,कोणीय खांचा ऐंटिना
Angular velocity,कोणीय  वेग
Anhydride,ऐनहाइड्राइड
Aniline,ऐनिलीन
Anionic polymerisation,ऋणायनी बहुलकन
Anisotropic conductivity,विषमदैशिक चालकता
Anisotropy,"विषमदैशिकता, अपररूपता"
Anna,ANNA
Annealing,"तापानुशीतलन, अनीलीकरण, अनीलन"
Annoted photograph,टिप्पणित फ़ोटोग्राफ
Annotation,टिप्पणी
Annual (thermal) wave,वार्षिक (ताप) तरंग
Annular,"वलयाकार, छल्लेदार"
Annular eclipse,वलयाकार ग्रहण
Annular spray injector,वलयाकार फुहार अंतःक्षेपित्र
Anode,ऐनोड
Anode bend detector,ऐनोड मोड़ संसूचक
Anode break down voltage,ऐनोड भंग वोल्टता
Anode characteristic,ऐनोड अभिलक्षण
Anode current,ऐनोड धारा
Anode efficiency,ऐनोड दक्षता
Anode resistance,ऐनोड प्रतिरोध
Anodise,ऐनोडीकरण
Anodising,ऐनोडीकरण
Anoxia,अनॉक्सिता
Antartic,"ऐन्टार्कटिक, दक्षिण ध्रुवीय"
Antartic circle,दक्षिण ध्रुव वृत्त
Antenna,ऐंटिना
Antenna array,ऐंटिना सरणी
Antenna beam width,ऐंटिना किरणपुंज विस्तार
Antenna coupler,ऐंटिना युग्मक
Antenna coverage,ऐंटिना आच्छादन
Antenna design,ऐंटिना अभिकल्प
Antenna efficiency,ऐंटिना दक्षता
Antenna field,ऐंटिना क्षेत्र
Antenna gain,ऐंटिना लब्धि
Antenna parabolic reflector,ऐंटिना परवययिक परावर्तक
Antenna pattern,ऐंटिना चित्राम
Antenna pattern measurement,ऐंटिना चित्राम माप
Antenna polarization,ऐंटिना ध्रुवण
Antenna region,ऐंटिना प्रदेश
Antenna relay,"ऐंटिना रिले, ऐंटिना परिवर्ती स्विच"
Antenna sidelobes,ऐंटिना पाश्वीपिंडिका
Antenna surface deviation,ऐंटिना पुष्ठीय विचलन
Antenna temperature,ऐंटिना तापमान
Antenna tower,"ऐंटिना स्तंभ, रेडियो मस्तूल"
Antenna tube,ऐंटिना नलिका
Antennaverter,परिवर्तित्रयुक्त ऐंटिना
Antenna wire,ऐंटिना तार
Anti coincidence,प्रतिसंपात
Anticlastic,प्रत्यास्थतारोधी
Antifading antenna,अवतीव्रण निरोधी ऐंटिना
Antiferromagnetics,"प्रतिलोहचुंबकीय पदार्थ, ऐन्टिफेरो चुंबकीय पदार्थ"
Antifriction roller,घर्षण रोधी बेल्लक
Antihalation,प्रतिपरिवेशन
Antilogarithms,"ऐन्टीलागरिथम, प्रतिलघुगणक"
Antimatter,"ऐन्टीद्रव्य, प्रतिद्रव्य"
Antimicrophonic,"कम्पनरवहीन, प्रतिमाइक्रोफोनिक"
Antimissile,मिसाइल विरोधी
Antinode,प्रस्पन्द
Antinoise microphone,रवनिरोधी माइक्रोफोन
Antiparallax,प्रतिलेबन
Antiphase domain,प्रावस्थारोधी प्रभाव क्षेत्र
Antipodal signal,प्रतिव्यासांत सिग्नल
Antiresonance,प्रतिअनुनाद
Anti tail spin rocket,पुच्छ प्रचक्रण रोधी रॉकेट
Anti-transit receive switch,प्रति संक्रमण ग्राही स्विच
Anti vibration mounts,कंपन रोधी आरोह
Aperture,"रंध्र, छिद्र, द्वारक"
Aperture area,द्वारक क्षेत्र
Aperture correction,द्वारक संशुदधि
Aperture coupling,द्वारक युग्मन
Aperture distribution,द्वारक वितरण
Aperture loss,द्वारक हानि
Aperture pattern,द्वारक चित्राम
Aperture plane,द्वारक समतल
Aperture stop,द्वारक सीमक
Apex angle,"किरणपुंज कोण, द्वारक कोण"
Apex distance,शीर्ष दूरी
Apogee,"अपभू, भूमिउच्च"
Apogee kickmoter,अपभू प्रक्षेप मोटर
Apogee rocket,अपभू रॉकेट
Apparatus,उपकरण
Apparent power,आभासी शक्ति
Appendage,अनुबंध
Appleton layer,ऐप्लेटन स्तर
Application,अनुप्रयोग
Application satellite,अनुप्रयोग उपग्रह
Application technology,अनुप्रयोग प्रौध्योगिकी
Application technology satellite,अनुप्रयोग प्रौध्योगिकी उपग्रह
Applied load,अनुप्रयुक्त लोड
Appollo,अपोलो
Appression,भारानुभूति
Approach,उपगमन
Approach beacon,उपगमन बीकन
Approach control,उपगमन नियंत्रण
Approach path,उपगमन पथ
Approach velocity,उपगमन वेग
Approximate,"सन्निकट, लगभग"
Approximation formula,सन्निकटन सूत्र
Approximation method,सन्निकटन विधि
Aprior information,पूर्वबदध सूचना
Arago point,ऐरेगो बिंदु
Arbitrary slope,स्वेच्छ प्रवणता
Archieval display,अभिसंग्रही प्रदर्श
Archieving,अभिसंग्रहण
Arc length,"चाप लंबाई, चाप दैघ्य"
Arc spot welding,आर्क बिंदु वेल्डन
Arctic circle,उत्तर ध्रुवीय वृत्त
Area,"क्षेत्र, क्षेत्र फल"
Area control,क्षेत्र नियंत्रण
Areal acceleration,क्षेत्रीय त्वरण
Areal ratio,क्षेत्रानुपात
Areal velocity,क्षेत्रीय वेग
Area of cross section,अनुप्रस्थ काट क्षेत्रफल
Area weighted average resolution (awar),क्षेत्र भारित औसत विभेदन (AWAR)
Argon,आर्गन
Argument,"कोणांक, तर्क, स्वतंत्र चर"
Arithmetical progression,समांतर श्रेणी
Arithmetic expression operator,अंकगणितीय व्यंजक संकारक
Arithmetic unit,अंकीय मात्रक
Armature,आर्मेचर
Arming,सज्जीकरण
Armstrong oscillator,आर्मस्ट्रांग दोलित्र
Arm switch,सज्जा स्विच
Arm time,सज्जा समय
Aromatic,एरोमेटिक
Array,"व्यूह, सरणी"
Array processor,व्यूह संसाधक
Artificial,कृत्रिम
Artificial barrier,कृत्रिम अवरोध
Artificial dielectric,"कृत्रिम डायइलेक्ट्रिक, कृत्रिम परावैध्युत"
Artificial gravity,कृत्रिम गुरुत्व
Artificial language,कृत्रिम भाषा
Artificial load,"कृत्रिम लोड, अविकिरणी लोड"
Artificial planet,कृत्रिम ग्रह
Artificial satellite,कृत्रिम  उपग्रह
Arundel method,एरुन्डेल विधि
Ascension mounting,आरोही आरोपण
Ash content,राख अंश
Aspect angle,अभिमुखता-कोण
Aspect ratio,अभिमुखतानुपात
Assemblage,कोडांतरण
Assemble edit,कोडांतरण संपादक
Assembler,कोडांतरक
Assembly,कोडांतरण
Assembly language,कोडांतरण भाषा
Assisted take off jet,सहाय उत्प्रस्थान रॉकेट
Astable circuit,अस्थायी परिपथ
Asterik,तारांक
Asteroid,क्षुद्र ग्रह
Astrocompass,खगोल कंपास
Astrodome,खगोल गुंबद
Astrogation,अंतरिक्ष नौचालन
Astrogeology,खगोल भूविज्ञान
Astrographic,ताराचित्री
Astrolabe,"ऐस्ट्रोलेब, उन्नतांशमापी"
Astrometry,खगोलमिति
Astronaut,अंतरिक्षयात्री
Astronautics,अंतरिक्ष यानिकी
Astronomical unit,खगोलीय मात्रक
Astronomy,"खगोल विज्ञान, खगोलिकी"
Astro-physics,"खगोल भौतिकी, तारा भौतिकी"
Asymmetric,असममित
Asymmetricity,असममितता
Asymmetric thrust,असममित प्रणोद
Asymmetry,असममिति
Asymptote,अनंतस्पर्शी
Asymptotic,उपगामी
Asynchronous circuit,अतुल्यकालिक परिपथ
Asynchronous transmission,"अतुल्यकालिक  संचरण, अतुल्यकालिक पारगमन"
Atlas,ऐटलस
Atmosphere,"वायुमंडल, ऐटमॉस्फियर"
Atmospheric attenuation,वायुमंडलीय क्षीणन
Atmospheric braking,वायुमंडलीय ब्रेक
Atmospheric constituent,वायुमंडलीय संरचक
Atmospheric delay,वायुमंडलीय विलंब
Atmospheric duct,वायुमंडलीय धूलि
Atmospheric electricity,"वायु विध्युत, वायु मंडलीय विध्युत"
Atmospheric instability,वायुमंडलीय अस्थिरता
Atmospheric noise,वायुमंडलीय रव
Atmospheric occanic information process system,वायुमंडल-महासागर सूचना संसाधन प्रणाली
Atmospherics,वायु-विध्युत क्षोभ
Atmospheric stability,वायुमंडलीय स्थिरता
Atmospheric temperature,वायुमंडलीय ताप
Atmospheric transmittance,वायुमंडलीय पारगम्यता
Atmospheric turbulence,वायुमंडलीय प्रक्षोभ
Atmospheric window,वायुमंडलीय गवाक्ष
Atom,परमाणु
Atomic energy,परमाणु ऊर्जा
Atomic explosion,परमाण्विक विस्फोट
Atomic frequency standard,परमाण्विक आवृत्ति मानक
Atomic hydrogen welding,परमाणु हाइड्रोजन वेल्डन
Atomic number,परमाणु क्रमांक
Atomic rocket,परमाणु रॉकेट
Atomic rocket power plant,परमाणु रॉकेट शक्तिसंयंत्र
Atomic scattering factor,परमाणु प्रकीर्णन गुणक
Atomic time,परमाण्विक समय
Atomic torch,परमाण्विक टॉर्च
Atomic volume,परमाणु आयतन
Atomic weight,परमाणु भार
Atomisation,"कणीकरण, कणन"
Atomised spray injector,कणित फुहार अंतःक्षेपित्र
Atomiser,कणित्र
Atomiser mill,कण पेषणी
A.t.s.(application technology satellite),ATS (ऐप्लीकेशन टेक्नोलाँजी सैटिलाइट)
Attached jet,संलग्न जेट
Attenuation,क्षीणन
Attenuation constant,"क्षीणन नियंताक, क्षीणनांक"
Attenuation equalizer,क्षीणन समकारी
Attenuator,क्षीणकारी
Attitude,अभिवृत्ति
Attitude control,अभिवृत्ति नियंत्रण
Attitude correction,"अभिवृत्ति संशोधन, अभिवृत्ति संश"
Attitude indicator,अभिवृत्ति संसूचक
Attitude parameter,अभिवृत्ति प्राचल
Attitude reference system,अभिवृत्ति निर्देश तंत्र
Attitude senser,अभिवृत्ति बोधक
Attitude test,अभिवृत्ति परीक्षण
Attraction,आकर्षण
Attrition mill,सन्निघर्षण प्रेषणी
Audibility,श्रव्यता
Audibility threshold,श्रव्यता देहली
Audible,श्रव्य
Audio,श्रव्य
Audio frequency,श्रव्य आवृत्ति
Audio frequency amplifier,श्रव्य आवृत्ति प्रवर्धक
Audiogram,श्रव्यता आलेख
Audiology,श्रवण विज्ञान
Audiometry,श्रव्यतामिति
Audiovisual equipment,दृश्य-श्रव्य उपस्कर
Augmented test,संवर्धित परीक्षण
Aurora polaris,ध्रुवीय ज्योति
