English,Hindi
Absolute maximum rating,निरपेक्ष चरम सीमांक
Absolute minimum,परम निम्निष्ठ
Absolute momentum,निरपेक्ष संवेग
Absolute motion,निरपेक्ष गति
Absolute music=pure music,निरपेक्ष संगीत
Absolute observation,निरपेक्ष प्रेक्षण
Absolute ohm,निरपेक्ष ओम
Absolute orientation,निरपेक्ष दिगविन्यास
Absolute permittivity,निरपेक्ष विद्युत्-शीलता
Absolute pitch,निरपेक्ष तारत्व
Absolute pressure = true pressure,निरपेक्ष दाब
Absolute property,निरपेक्ष गुणधर्म
Absolute scalar,निरपेक्ष अदिश
Absolute scale of temperature,ताप का परम मापक्रम*
Absolute simultancity,"निरपेक्ष युगपत्ता, निरपेक्ष समकालिकता"
Absolute stress,निरपेक्ष प्रतिबल
Absolute symmetry,निरपेक्ष सममिति
Absolute system of motion,निरपेक्ष गति-निकाय
Absolute system of units,निरपेक्ष मात्रक पद्धति
Absolute temperature,परम ताप
Absolute time,निरपेक्ष काल
Absolute unit,निरपेक्ष मात्रक
Absolute value,निरपेक्ष मान
Absolute value computer,पूर्णाक अभिकलित्र
Absolute velocity,निरपेक्ष वेग
Absolute viscosity,निरपेक्ष श्यानता
Absolute weight,निरपेक्ष भार
Absolute zero,परम शून्य*
Absolute zero devisor,शून्य का निरपेक्ष भाजक
Absorb,अवशोषण करना
Absorbance,अवशोषणांक*
Absorbed energy,अवशोषित ऊर्जा
Absorber,"अवशोषक, अवशोषी"
Absorbing medium,अवशोषी माध्यम*
Absorbing power,अवशोषण सामर्थ्य
Absorptance,अवशोषणांश
Absorptiometer,अवशोषणमापी*
Absorptiometry,अवशोषणामिति*
Absorption,अवशोषण
Absorption band,अवशोषण - बैन्ड*
Absorption circuit,अवशोषण परिपथ
Absorption coeffieient,अवशोषण-गुणांक
Absorption column,अवशोषण-स्तम्भ
Absorption constant,अवशोषण-स्थिरांक
Absorption continua,अवशोषण सांतत्यक
Absorption cross section,अवशोषण-परिक्षेत्र
Absorption current,अवशोषण-धारा
Absorption curve (=transmission curve),अवशोषण वक्र*
Absorption discontinuity,अवशोषण भंग
Absorption edge,अवशोषण कोर
Absorption factor,अवशोषण गुणक
Absorption filter,अवशोषण फिल्टर
Absorption flame photometry,अवशोषण ज्वाला प्रकाशमिति*
Absorption hygrometer,अवशोषण आर्द्रतामापी
Absorption index,अवशोषण घातांक
Absorption limit,अवशोषण सीमांत
Absorption line,अवशोषण रेखा
Absorption loss,अवशोषणजन्य हानि
Absorption modulation=loss modulation,अवशोषण माडुलन
Absorption of light,प्रकाश अवशोषण
Absorption of radiant energy,विकिरण ऊर्जा का अवशोषण
Absorption peak,अवशोषण शिखर
Absorption photometry,अवशोषण प्रकाशमिति
Absorption ratio,अवशोषण अनुपात
Absorption series,अवशोषण श्रेणी*
Absorption spectro photometry,अवशोषण स्पेक्ट्रम प्रकाशमिति*
Absorption spectrum,अवशोषण स्पेक्ट्रम*
Absorption tube,"अवशोषण नली, अवशोषण नाल"
Absorption vavemeter,अवशोषण तरगमापी
Absorptive,अवशोषी*
Absorptive attenuator,अवशोषी क्षीणकारी
Absorptive law,अवशोषण नियम*
Absorptive medium,अवशोषण माध्यम
Absorptive power,"अवशोषण क्षमता, अवशोषकता*"
Absorptivity,अवशोषकता*
Abstract set=studio decoration,स्टूडिओ सज्जा
Abundance ratio,बाहुल्य अनुपात
Abvolt,ऐबवोल्ट
Abwatt,ऐबवाट
Accelerate,त्वरित करना
Accelerate-stop distance,त्वरण-विराम दूरी
Accelerated,त्वरित
Accelerated ageing test,त्वरित कालप्रभावन परीक्षण
Accelerated flow,त्वरित प्रवाह
Accelerated motion,त्वरित गति
Accelerated system,त्वरित निकाय
Accelerating balance,त्वरक तुला
Accelerating electrode,त्वरक इलैक्ट्रोड*
Accelerating period,त्वरक काल*
Accelerating phase,त्वरक प्रावस्था
Accelerating rate,त्वरक दर
Accelerating voltage,त्वरक वोल्टता*
Acceleration,त्वरण
Acceleration blowout=rich extinction=flame out,त्वरणिक अपदहन
Acceleration coefficient,त्वरण गुणांक
Acceleration component,त्वरण घटक
Acceleration due to gravity,गुरूत्वीय त्वरण
Acceleration factor,त्वरण गुणक
Acceleration feedback,त्वरणिक प्रतिभरण
Acceleration of gravity,गुरूत्व त्वरण
Acceleration potential,त्वरण विभव
Acceleration principle,त्वरण-नियम
Acceleration process,त्वरण-प्रक्रम
Acceleration space,त्वरण प्रेदश
Acceleration technique,त्वरण प्रविधी
Acceleration tolerance,"त्वरण सहिष्णुता, त्वरण सहनसीमा"
Acceleration vector,त्वरण-सदिश
Acceleration voltage,त्वरण-वोल्टता
Acceleration wave,त्वरण तरंग
Accelerative,त्वरक
Accelerator,"त्वरित्र, त्वरक*"
Accelerator equation,त्वरक समीकरण
Accelerograph,त्वरणलेखी*
Accelerometer,त्वरणमापी
Accelerometer matching,त्वरणमापीय सुमेलन
Accentuator,प्राक्प्रबलक
Acceptable character,मान्य वर्ण
Acceptance angle,स्वीकरण-कोण
Acceptance specifications,स्वीकरण-विनिर्देश
Acceptance test,स्वीकारी परीक्षण
Acceptor,"ग्राही*, स्वीकारी"
Acceptor atom,ग्राही परमाणु
Acceptor bond,ग्राही आबंध
Acceptor circuit,ग्राही परिपथ
Acceptor level,ग्राही स्तर
Acceptor molecule,आदाता अणु
Acceptor property,ग्राही गुणधर्म
Acceptor property level,ग्राही गुणधर्म तल
Accererating tube,त्वरक नली
Access,"अभिगम, प्रतीक्षा, अभिगम्यता"
Access arm,अभिगम भुज
Access mechanism,अभिगम-तंत्र
Access time,अभिगम काल
Accessibility,अभिगम्यता
Accessory,"अतिरिक्त, सहायक, गौण (वि, ), उपसाधन"
Accessory condition,अतिरिक्त प्रतिबन्ध
Accidental coincidence,संयोगी संपात
Accidental correction,संयोगी संपात-संशोधन
Accidental degeneracy,आकस्मिक द्विजनन
Accidental double refraction,आकस्मिक द्विअपवर्तन
Accidental error,आगन्तुक त्रुटि
Accidental jamming,"आकस्मिक रोक, आकस्मिक जकड़"
Accidental transmission,आकस्मिक संचारण
Accidental variation,आकस्मिक विचरण
Accommodation,समंजन
Accumbent,प्रतिस्थित
Accumulated error,संचित त्रुटि
Accumulation,"संचय, संचयन"
Accumulation of energy,ऊर्जा संचय
Accumulator,संचायक*
Accuracy,यथार्थता
Accurate,यथार्थ
Accurate instrumental observation,यथार्थ उपकरण प्रेक्षण
Accurate range marker,यथार्थ परास चिह्नक
Accurate scanning,यथार्थ क्रमवीक्षण
Accustomisation,अभ्यसन
Acdelerating chamber,त्वरक कोष्ठ*
Achromat,अवर्णक लेन्स*
Achromatic,अवर्णक*
Achromatic analyser,अवर्णक विश्लेषक
Achromatic antenna,आवृत्ति निरपेक्ष ऐन्टेना
Achromatic figure,अवर्णक आकृति
Achromatic fringe,अवर्णक फ्रिंज
Achromatic lens,अवर्णक लेन्स*
Achromatic locus,अवर्णक बिन्दु पथ
Achromatic object lens,अवर्णक अभिदृश्य लेन्स
Achromatic prism,अवर्णक प्रिज़्म
Achromatic telescope,अवर्णक दूरदर्शक
Achromaticity,अवर्णकता*
Achromatisation,अवर्णीकरण*
Achromatism,अवर्णकता*
Aclastic,"एक्लास्टिक, अनपवर्तनिक, अवपवर्तनी"
Acorn tube,"एकॉर्न नली, बंजु नली"
Acorn valve,लघु वाल्व
Acouphony,एकूफ़ोनी
Acoustic,ध्वानिक
Acoustic absorptivity,ध्वानिक अवशोषकता
Acoustic attenuation coeffcient,ध्वानिक क्षीणन गुणांक
Acoustic attenuation constant,ध्वानिक क्षीणनांक
Acoustic burglar alarm,ध्वानिक चोर अलार्म
Acoustic capacitance,ध्वानिक धारिता
Acoustic centre,श्रवण-केन्द्र
Acoustic clarifier,ध्वानिक स्पष्टकारी
Acoustic cloud,ध्वानिक छदपट्ट
Acoustic compliance,ध्वानिक अनुवृत्ति
Acoustic component,ध्वानिक घटक
Acoustic conductivity,ध्वानिक चालकता
Acoustic damping,ध्वानिक अवमंदन
Acoustic dispersion,ध्वानिक परिक्षेपण
Acoustic dissipation element,ध्वनि हासक
Acoustic energy,ध्वानिक ऊर्जा*
Acoustic energy equation,ध्वनिक ऊर्जा समीकरण
Acoustic equation,ध्वानिक समीकरण
Acoustic feedback,ध्वानिक पुनर्निवेश
Acoustic figures (Chladni figures),क्लैडनी आकृतियाँ
Acoustic filter,ध्वानिक फ़िल्टर
Acoustic generator,ध्वनि जनित्र
Acoustic grating,ध्वानिक ग्रेटिंग
Acoustic impedance,ध्वानिक प्रतिबाधा*
Acoustic inertance,ध्वानिक जड़त्व
Acoustic intensity,ध्वानिक तीव्रता
Acoustic interferometer,ध्वानिक व्यतिकरणमापी
Acoustic intrusion detector,ध्वानिक अतिक्रमण संसूचक
Acoustic lens,ध्वानिक लेन्स
Acoustic line,ध्वनि लाइन
Acoustic mass,ध्वानिक संहति
Acoustic material,ध्वानिक सामग्री
Acoustic mean free path,ध्वानिक माध्य मुक्त पथ
Acoustic mode,ध्वानिक विधा
Acoustic noise,ध्वानिक रव
Acoustic ohm,ध्वानिक ओम*
Acoustic panel,"ध्वानिक पैनल, ध्वानिक पट्ट"
Acoustic phase constant,ध्वानिक प्रावस्था स्थिरांक
Acoustic pickup (sound box),ध्वानिक उद्ग्राही
Acoustic pressure,ध्वानिक दाब
Acoustic principle of similarity,ध्वनि का समरूपता नियम
Acoustic propagation constant,ध्वानिक संचरणांक
Acoustic property,ध्वानिक गुणधर्म
Acoustic quardrupole,ध्वानिक चतुर्ध्रुवी
Acoustic radiating element,ध्वानिक विकिरक अवयव
Acoustic radiation,ध्वनिक विकिरण
Acoustic radiator,ध्वनि-विकिरक
Acoustic radiometer,ध्वानिक-विकिरणमापी
Acoustic reactance,ध्वानिक प्रतिघात
Acoustic reciprocity theorem,ध्वानिक पारस्पर्य प्रमेय
Acoustic reduction factor,ध्वानिक अपचयन गुणक
Acoustic reflection coefficient,ध्वानिक परावर्तन गुणांक
Acoustic refraction,ध्वानिक अपवर्तन
Acoustic resistance,ध्वानिक प्रतिरोध
Acoustic responsiveness,ध्वानिक अनुक्रियता
Acoustic scattering,ध्वानिक प्रकीर्णन
Acoustic spot,श्रवण-बिन्दु
Acoustic stiffiness,ध्वानिक दुर्नम्यता
Acoustic system,ध्वानिक तंत्र
Acoustic thermometer,ध्वानिक तापमापी
Acoustic velocity,ध्वानिक-वेग
Acoustic wave,ध्वनि तरंग
Acoustical,ध्वानिक
Acoustical absorption co-efficient,ध्वनि अवशोषण गुणांक
Acoustical absorption factor,ध्वनि अवशोषण घटक
Acoustical circuit,ध्वानिक परिपथ
Acoustical compliance,ध्वानिक अनुवृत्ति
Acoustical delay line,ध्वानिक विलंब लाइन
Acoustical distortion,ध्वानिक विरूपण
Acoustical energetics,ध्वानिक और्जिकी
Acoustical filter,ध्वानिक फ़िल्टर
Acoustical impedance (=acoustic impedance),ध्वानिक प्रतिबाधा*
Acoustical labyrinth,ध्वनि-भ्रामिका
Acoustical ohm,ध्वानिक ओम*
Acoustical phase constant,ध्वानिक कला नियतांक
Acoustical phonan,ध्वानिक फ़ोनान
Acoustical propagation constant (=propagation constant),ध्वानिक संचरण नियतांक
Acoustical reduction factor,ध्वनि परिवर्तन गुणांक
Acoustical resistance,ध्वानिक प्रतिरोध
Acoustical stiffness,ध्वानिक दुर्नम्यता
Acoustical unit,ध्वनि-मात्रक
Acoustically insulated,ध्वनिरूद्ध
Acoustico-lateral line,ध्वानिक पार्श्व रेखा
Acoustics,"ध्वानिकी, ध्वानिकता"
Acoustimeter,ध्वनिमापी
Acoustomotive pressure=sound pressure,ध्वनि दाब
Acquisition radar,अर्जन रेडार
Actinic ray,प्रकाश रसोक्रिय विकिरण
Actinium emnation,ऐक्टिनियम उत्सर्जन
Actino-uranium,ऐक्टिनो-यूरेनियम
Actino-uranium series,ऐक्टिनो-यूरेनियम श्रेणी
Actinoelectricity,विकिरण-विद्युत्
Actinometer,"ऐक्टिनोमीटर, प्रकाशरसोक्रियामापी"
Action,"क्रिया, कर्म"
Action and reaction,क्रिया और प्रतिक्रिया
Action constant,क्रिया स्थिरांक
Action radium (=effective area),प्रभाव क्षेत्र
Activated,"सक्रियित, सक्रियकृत"
Activated diffusion,सक्रियित विसरण
Activated filament,"साक्रियकृत तंतु, सक्रियित तंतु"
Activating effect,सक्रियण प्रभाव
Activation,सक्रियण प्रभाव
Activation analysis,सक्रियण-विश्लेषण
Activation centre,सक्रियता केन्द्र
Activation cross-section,सक्रियण-परिक्षत्र
Activation energy,सक्रियण ऊर्जा
Activation entropy,सक्रियण ऐन्ट्रॉपी
Activation over-voltage,सक्रियण अधिवोल्टता
Activation rate,सक्रियण दर
Activator,"सक्रियकारक, सक्रियक"
Activator atom,सक्रियक परमाणु
Activator of accelerator,त्वरक-सक्रियक
Active absorption,सक्रिय अवशोषण
Active aerial,सक्रिय एरियल
Active area (controlled area),विकिरण ख़तरा क्षेत्र
Active device,सक्रिय युक्ति
Active homing,सक्रिय अभिलक्ष्यन
Active hydrogen,सक्रिय हाइड्रोजन*
Active lattice,सक्रिय जालक
Active line,"सक्रिय लाइन, सक्रिय रेखा"
Active loop,सक्रिय पाश
Active mass,सक्रिय संहति*
Active material,सक्रिय सामग्री
Active molecule,सक्रिय अणु
Active network,सक्रिय जाल
Active re-absorption,सक्रिय पुनरवशोषण
Active region,सक्रिय क्षेत्र
Active regulation,सक्रिय नियमन
Active satellite,सक्रिय उपग्रह
Active sunspot prominence,सक्रिय कलंकीय सौर ज्वाला
Active trace sub stances,सक्रिय सूक्ष्मात्रिक पदार्थ
Active tracking system,सक्रिय अनुवर्तन तंत्र
Active transducer,सक्रिय ट्रांसडयूसर
Active uptake,सक्रिय उदग्रहण
Activity coefficient,सक्रियता गुणांक*
Activity index,सक्रियता सूचकांक
Activity ratio,सक्रियता -अनुपात
Activity vector,सक्रियता सदिश
Actual monitor,वास्तविक मानीटर
Actual stress,वास्तविक प्रतिबल
Actuate,"चालू करना, प्रवृत्त करना"
Actuating,प्रवर्तक
Acturator,प्रवर्तक
Acuity meter,सुतीक्ष्णतामापी
Acuity of hearing,श्रवण सुतीक्ष्णता
Acutance,फोटोतीक्ष्णता मान
Acute angle,न्यूनकोण
Acute exposure,क्षिप्र उद्भासन
Acute triangle,न्यूनकोण त्रिभुज
Acyclic,अचक्रीय
Adaptation manoeuver,अनुकूलन प्रयुक्ति
Adapted stae,अनुकूलित अवस्था
Adaptive control system,अनुकूली नियंत्रण तंत्र
Adaptometer,अनुकूलनमापी
Adcock antenna,एडकॉक एन्टेना
Add,"योग करना, जोड़ना"
Add time,संकलन काल
Add-subtract time,संकलन-व्यवकलन काल
Adder,योजक
Addition,"योग, जोड़, संकलन (सं.), योगात्मक (वि.)"
Addition constant,अतिरिक्त स्थिरांक
Addition law of acceleration,त्वरण-योग नियम
Addition law of distance,दूरी-योग नियम
Addition law of velocity,वेग-योग नियम
Addition of vectors,सदिशों का योग
Addition reaction,संकलन अभिक्रिया
Additional half plane,अतिरिक्त अर्धतल
Additional tone,"संयोजी स्वर, अतिरिक्त टोन (स्वर)"
Additive,"योज्य, योगात्मक"
Additive channel,योज्य प्रणाल
Additive colour,संयोजी वर्ण
Additive colour process,संकली वर्ण प्रक्रम
Additive complementary colour,योज्य पूरक रंग
Additive constant,योज्य स्थिरांक
Additive drag,योज्य कर्षण
Additive effect,योज्य प्रभाव
Additive factor,योजित कारक
Additive function,योज्य फलन
Additive mixing,योज्य मिश्रण
Additive primary,योज्य मूलवर्ण
Additive process,योज्य प्रक्रम
Additive property,"योज्यता, योगशीलता"
Additive quantum number,योज्य क्वांटम संख्या
Additive reaction,संकलन अभिक्रिया
Additivity,योज्यता
Additron,एडीट्रॉन
Address,पता*
Address computation,पता अभिकलन
Address counter,पता-स्थल
Address decoding,पता-कूटवचन
Address expression,पता व्यंजक
Address facility,पता-सुगमता
Address format,पता पट्टिका
Address light,पता बत्ती
Address modification,पता-आपरिवर्तन
Address part,पतांश
Address register,पता पंजी
Address selection swith,पता चयन स्विच
Address table sort,पता छाँटाई सारणी
Addressing,पताभिगमन
Addressograph,ऐड्रेसोग्राफ़
Addresssing system,पता-प्रणाली
Adhesion,आसंजन
Adhesion tension,आसंजन तनाव
Adhesional energy,आसंजी ऊर्जा
Adhesive blocking,आसंजक अवरोधन
Adiabat,ऐडियाबैट
Adiabatic,रूद्धोष्म
Adiabatic acceleration,रूद्धोष्म त्वरण
Adiabatic approximation,रूद्धोष्म सन्निकटन
Adiabatic bulk modulus,रूद्धोष्म आयतन गुणांक
Adiabatic calorimeter,रूद्धोष्म ऊष्मामापी
Adiabatic change,रूद्धोष्म परिवर्तन
Adiabatic chart,"ऐडियाबेटिक चार्ट, रूद्धोष्म संचित्र"
Adiabatic compressibility,रूद्धोष्म संपीड्यता
Adiabatic compression,रूद्धोष्म संपीडन
Adiabatic containment,रूद्धोष्म संरोध
Adiabatic cooling limit,रूद्धोष्म शीतलन सीमा
Adiabatic curve,रूद्धोष्म वक्र
Adiabatic deformation,रूद्धोष्म विरूपण
Adiabatic demagnetisation,रूद्धोष्म विचुंबकन
Adiabatic dissociation,रूद्धोष्म वियोजन
Adiabatic drift,रूद्धोष्म विस्थापन
Adiabatic effect,रूद्धोष्म प्रभाव
Adiabatic elasticity,रूद्धोष्म प्रत्यास्थता
Adiabatic ellipse,रूद्धोष्म दीर्घवृत्त
Adiabatic enthalpy drop,रूद्धोष्म पूर्ण-ऊष्मा हास
Adiabatic equation,रूद्धोष्म-समीकरण
Adiabatic equation of state,रूद्धोष्म अवस्था समीकरण
Adiabatic equilibrium temperature,रूद्धोष्म संतुलन-ताप
Adiabatic equillibrium,रूद्धोष्म संतुलन
Adiabatic expansion,रूद्धोष्म प्रसार
Adiabatic flame temperature,रूद्धोष्म ज्वाला ताप
Adiabatic flow,रूद्धोष्म प्रवाह
Adiabatic fluctuations,रूद्धोष्म उच्चावचन
Adiabatic gas equation,रूद्धोष्म गैस समीकरण
Adiabatic gradient,रूद्धोष्म प्रवणता
Adiabatic heat drop,रूद्धोष्म ऊष्मा ह्रास
Adiabatic ionization potential,रूद्धोष्म आयनन विभव
Adiabatic lapse rate,रूद्धोष्म ह्रास-दर
Adiabatic momentum charge,रूद्धोष्म संवेग आवेश
Adiabatic process,रूद्धोष्म प्रक्रम
Adiabatic reaction,रूद्धोष्म अभिक्रिया
Adiabatic speed,रूद्धोष्म चाल
Adiabatic strain energy,रूद्धोष्म विकृति-ऊर्जा
Adiabatic system,रूद्धोष्म निकाय
Adiabatic temperature gradient,रूद्धोष्म ताप प्रवणता
Adiabatic throttling,रूद्धोष्म उपरोधन
Adiabatic transformation,रूद्धोष्म रूपान्तरण
Adiactinic,"प्रकाश रसोक्रिया, विकिरण रोधी"
Adiathermancy,ऊष्मा-अपार्यता
Adiathermanous,ऊष्मा-अपार्य
Adion,ऐडायन
Adjacency effect,आसन्नताव प्रभाव
Adjacent,"संलग्न, निकटवर्ती, आसन्न"
Adjacent angle,आसन्न कोण
Adjacent channel attenuation,संलग्न चैनल क्षीणन
Adjacent circuit,संलग्न परिपथ
Adjacent phase,संलग्न प्रावस्था
Adjacent picture carrier=adjacent vision carrier,"संलग्न विडियो वाहक, संलग्न चित्र वाहक"
Adjacent sound carrier,संलग्न ध्वनिवाहक
Adjeacent channel selectivity,संलग्न चैनल वरणक्षमता
Adjecent channel interference,संलग्न चैनल बाधा
Adjestable condenser,समायोज्य संधारित्र
Adjestable lens holder,समायोज्य लेन्स धारक
Adjestable magnifier,समायोज्य आवर्धक
Adjestable pressure,समायोज्य दाब
Adjestable short,समायोज्य लघुपथक
Adjustor,समायोजनी
Admittance,प्रवेश्यता
Admittance operator,प्रवेश्यता संकारक
Adsorption,अधिशोषण*
Advance ball,अग्रिम बॉल
Advanced,अग्रगत
Advanced conductive deafness,अभिवर्धित चालकीय बधिरता
Advanced potential,अग्रगत विभव
Advancing wave,प्रगामी तरंग
Advancing wave front,प्रगामी तरंगाग्र
Aeolian harp,वातोढ़ हार्प
Aeolian tone,एओलियन टोन
Aeon,"इअन ( वर्ष), युग"
Aerial,"आकाशी, वायव (वि.) एरियल (सं.)"
Aerial array,एरियल व्यूह
Aerial attenuator,ऐन्टेनी क्षीणक
Aerial booster,ऐन्टेनी वर्धक
Aerial cable,एरियल केबल
Aerial camera,वायु-कैमरा
Aerial circuit breaker,ऐन्टेना परिपथ विच्छेदक
Aerial control table,ऐन्टेना नियंत्रण पट
Aerial cross talk,ऐन्टेना अप्रासंगिक सिगनल
Aerial current,ऐन्टेना धारा
Aerial damping,ऐन्टेना अवमन्दन
Aerial earthing switch,एन्टेना भूसंपर्कक स्विच
Aerial efficiency,ऐन्टेना दक्षता
Aerial electric erasing machine,एरियल इलैक्टिक इरेज़िंग मशीन
Aerial elevation pawl,ऐन्टेना उन्नायक
Aerial excitation,ऐन्टेना उत्तेजन
Aerial fog,ऐरियल कुहरा
Aerial impedance,ऐन्टेना प्रतिबाधा
Aerial inductance,ऐन्टेना प्रेरकत्व
Aerial lead insulator,ऐन्टेना प्रणायक विद्युत रोधी
Aerial line,ऐन्टेना लाइन
Aerial loading inductane=antenna loading coil,ऐन्टेना भारण कुंडली
Aerial loss,ऐन्टेनी हानि
Aerial noise,ऐन्टेना रव
Aerial photo-interpretation,आकाशी फ़ोटो निर्वचन
Aerial photogrammetry,वायव फ़ोटोग्राममिति
Aerial photograph,वायव फ़ोटो
Aerial photography,वायव फ़ोटोग्राफ़ी
Aerial power,ऐन्टेना शक्ति
Aerial radiation resistance,ऐन्टेना विकिरणी प्रतिरोध
Aerial reactance,ऐन्टेना प्रतिघात
Aerial repeat dial,ऐन्टेना घूर्णन डायल
Aerial resistance,ऐन्टेना प्रतिरोध
Aerial series capacitor,ऐन्टेना श्रेणी संधारित्र
Aerial survey,आकाशी सर्वेक्षण
Aerial system,एरियल तंत्र
Aerial tower,ऐन्टेना स्तम्भ
Aerial velocity,वायव वेग
Aerial yard,ऐन्टेना दंड
Aero-vibe screen,वायुकंपी छन्ना
Aeroballistics,वायुगतिक प्राक्षेपिकी
Aerodrome control,हवाई अड्डा नियंत्रण
Aerodrome hazard beacon,हवाई अड्डा संकट बीकन
Aerodrome meteorology,हवाई अड्डा मौसमविज्ञान
Aerodybnamic pressure,वायुगतिक दाब
Aerodynaamic force,वायुगतिक बल
Aerodynamaic force component,वायुगतिक बल घटक
Aerodynamic coefficient,वायुगतिक गुणांक
Aerodynamic drag,वायुगतिक कर्षण
Aerodynamic efficiency,वायुगतिक दक्षता
Aerodynamic efficiency ratio,वायुगतिक दक्षता अनुपात
Aerodynamic force,वायुगतिक बल
Aerodynamic force component,वायुगतिक बल घटक
Aerodynamic gap,वायुगतिक रिक्ति
Aerodynamic heating,वायुगतिक तापन
Aerodynamic heating limit,वायुगतिक तापन सीमा
Aerodynamic mean chord,वायुगतिक माध्य जीवा
Aerodynamic misile,वायुगतिक मिसाइल
Aerodynamic moment,वायुगतिक आघूर्ण
Aerodynamic response,वायुगतिक अनुक्रिया
Aerodynamic test vehicle,वायुगतिकीय परीक्षण यान
Aerodynamic torque,वायुगतिक बलाघूर्ण
Aerodynamic twist,वायुगतिक व्यावर्तन
Aerodynamical force,वायुगतिक बल
Aerodynamics,वायुगतिकी
Aeroelastic effect,वायुप्रत्यास्थाता प्रभाव
Aeroelasticity,वायुप्रत्यास्थाता
Aeroelastics,वायुप्रत्यास्थिकी
Aerofoil,ऐयरोफॉयल
Aerogram,"एयरोग्राम, वायुलेख"
Aerograph,वायुलेखी
Aeronaautical,वैमानिक
Aeronautical beacon,वैमानिक बीकन
Aeronautical chart,वैमानिक चार्ट
Aeronautics,वैमानिकी
Aeronomy,वायविकी
Aeropause,वायु सीमान्त
Aerophone,एरोफ़ोन
Aeroplane,"विमान, हवाई जहाज़"
Aeroplane effect,विमान प्रभाव
Aeroplane flutter,वैमानिक चित्रकंप
