English,Hindi
Along the grain,कणानुदिका
Alphabetic length,वर्णमाला विस्तार
Alpha cellulose,ऐल्फा सेल्युलोज
Alpha pulp,ऐल्फा लुगदी
Alphatype,ऐल्पा टाइप
Alphatype printer,ऐल्फाटाइप मुद्रक
Aluminium plate,ऐल्यूमिनियम प्लेट
Ammunition paper,कारतूसी कागज
Ampersand,एम्परसैंड
Analogous colour,सध्दश रंग
Analysing filter,विश्लेषक निस्यंदक
Anastigmat,अनबिन्दुक
Angle bar,कोण छड़
Angle cut,कोण काट
Angle cutter (= angle cutting machine),कोण कर्तक मशीन
Animal glue,पशुज सरेस
Annotation,टिप्पणी
Anodized plate,एनोडीकृत प्लेट
Anti-acid Manilla paper,अम्लरोधी मनीला कागज
Antichlor (antichlorine),क्लोरीन रोधी
Anti-forgery ink,जालसाजी रोधी स्याही
Anti-froth oil (foam killer),पेनरोधी तेल
Antihalation,प्रत्याभायन
Antiquarian (drawing paper),एन्टीक्वेरियन
Antique,एंटीक
Antique finish,एंटीक परिष्कृति
Anti set off spray,प्रतिछापवरोधी फुहार
Anti skinning agent,झिल्ली रोधक तत्व
Anti tarnish paper,मलिनतारोधी कागज
Aperture,द्वारक
Apochromatic lens,अत्यवर्णी लेंस
Appendix,परिशिष्ट
Apportionment,प्रभाजन
Apron (=projection slice),ऐप्रन
Apron board,ऐप्रन बोर्ड
Aquarelli (water colour drawing paper),जलरंग आरेख कागज
Aquatint,जलआभा / एक्वाटेंट
Aqua-tone,एक्वाटोन
Aqueous adhesive,जलीय आसजंक
Arabic gum,बबूली गोंद
Arbitrary test,याट्टीच्छक परीक्षण
Arc lamp,आर्कलैंप
Arm,भुजा
Armenian bole,आर्मीनियन बोल
Arrowroot paper,आरारूट कागज
Art canvas,आर्ट कैनवस
Art card,आर्ट कार्ड
Art element,कला तत्व
Artificial leather,कृत्रिम चमड़ा
Artistic layout,कलात्मक विन्यास
Artistic merit,कलात्मक गुण
Artistic quality,कलात्मक गुणता
Art matt paper,आर्ट मैट कागज
Art paper,आर्ट कागज
Art pull,आर्ट प्रूफ
Art service,कला सेवा
Art type,आर्ट टाइप
Art work,कला कार्य
Asbestine,ऐस्बेस्टीन
Asbestos paper,एस्बेस्टस कागज
Asbestos packing,ऐस्बेस्टस पैकिंग
Ascender,आरोही
Ascending line / Ascending stroke,आरोही अक्षरांक्ष
Asphaltum,एस्फ्लटम
Ashless paper,राखहीन कागज
Asphaltuming,एस्फलटमन
Assembler,समन्वायोजी
Assembler brake,समुच्चायक आरोध
Assembler buffer and detaining plate,समुच्चायक बफर और पट्टी
Assembler chute finger,समुच्चायक शूट अंगुल
Assembler clutch & pulley,समुच्चायक वापसी कमानी
Assembler elevator,समुच्चायक उत्थापक
Assembler entrance,समुच्चायक प्रवेश
Assembler matrix,समुच्चायक मुद्र सांचा
Assembler rails,समुच्चायक पटरी
Assembler return spring,समुच्चायक वापसी कमानी
Assembler slide,समुच्चायक सर्पक
Assembler star wheel,समुच्चायक तार वक्र
Assembling,समन्वायोजन / समुच्चयन
Assembling section,समुच्चान खंड
Asterisk,तारक चिन्ह
Asterisk signature,तारक जुज संकेत
Astigmatism,अबिन्दुकता
Astralon,ऐस्ट्रलान
Astronomical symbol,खगोतीय प्रतीक
Asymmetrical composing,असममित अक्षर योजन
Asymmetrical setting,असममित विन्यास
Authorised edition,प्राधिकृत संस्करण
Author's alteration,लेखकीय परिवर्तन
Author's correction,लेखकीय संशोधन
Autochrome,आटोक्रोम
Autolithography,प्रस्तर मुद्रण
Automatic folder,स्वमोड़क
Automatic folding machine,स्वमोडित्र
Automatic frequency control,स्वतः आवृत्ति नियंत्रण
Automatic metal feeder,स्वतः धातुभरक
Automatic plate processor,स्वचालित प्लेट संसाधक
Automatic pump stop,स्वचालित पम्प रोध
Automatic quadder,स्वक्वाडक
Automatic starting device,स्वतः प्रवर्तक युक्ति
Automatic starting mechanism,स्वतः प्रवर्तक यंत्रावली
Automatic switch,स्वचल स्विच
Automatic type setting,स्वतः अक्षर योजन
Automatic type writer,स्वचालित टाइपराइटर
Autonym,स्वनाम / स्वनाम कृति
Autoplate machine,आटोप्लेट मशीन
Autoplatens,स्वचालित प्लेटन
Autopositive,आटोपाजिटिव
Auto printer,स्व मुद्रक
Autoreversing,स्वतः उत्क्रमी
Autoscreen,आटोस्क्रीन
Auto screen film,आटो स्क्रीन फिल्म
Autoshaver,स्वसंकर्तक
Autospacer (of inter type machine),स्वांतरक
Autotron,आटोट्रान
Autotype plate,आटोटाइप प्लेट
Auxilliary blade,सहायक फलक
Auxilliary lens,सहायक लैंस
Auxilliary lever,सहायक लीवर
Auxilliary line safety,सहायक लाइन सुरक्षा
Auxilliary matrix tray,सहायक मुद्रसांचा ट्रे
Auxilliary mould,सहायक सांचा
Azograph,एजोग्राफ
Azure,आसमानी
Background scumming,पृष्ठभूमि मलन
Backing,चूल निकालना
Backing,पृष्ठाधारण
Basic weight (basis weight),आधार भार
Basil leather,मेष चर्म
"Bead, glass",काच मनका
"Bead, synthetic",कृत्रिम मनका
Beater,दुरमुठ
Beating of pulp,लुगदी पीटना
Beaume,बामे
Beaume meter,बामे मापी
Bellows,धौंकनी
Bevelling,कोरतलन
Bi-metal plate,दिवधातू प्लेट
Binders imposition,जिल्दसाज पृष्ठयोजन
Binding,जिल्दसाजी / जिल्दबंदी
Binding cloth,जिल्दसाजी कपड़ा
Bitumen powder,बिटुमनी चूर्ण
Black developing powder,काला विकासक पाउडर
Black printer,काला मुद्रक
Blanket fixing,ब्लेंकेट चढ़ाना
Blank fix,ब्लैंक फिक्स
Bleaching powder,विरंजन पाउडर
Bleed,प्रान्त मुद्रण
Bleeding,मुद्रांश कटना
Bleeding of colour,रंग विसरण
Blinding,बिंब रोधन
Blind tooling,मसीहीन अलंकरण
Block etcher,ब्लाक उत्कीर्णक
Blocking,यंत्रीय अलंकरण
Blotches & specks,धब्बे और चित्तियां
Blue key,प्रतिवर्त मूल
Blue sensitive,नील सुग्राही
Body,"काया, काय"
Body type,काय टाइप
Bond paper,बांड पेपर
Booklet,पुस्तिका
Boring,प्रवेधन
Botton cuttting,"नीचे से काटना, अधःकर्तन"
Bourges process,बूर्जाज प्रक्रम
Box,पेटी
Brake,आरोधा / ब्रेक
Brace,धनुकोष्ठक
Bracket,कोष्ठ
Break line,अपूर्ण पंक्ति
Break up,वियोजन
Breviate,संक्षिप्तिका
Breviate,संक्षेपीकरण
Bright enamel,चमकीला अनैमल कागज
Brightness,द्युति
Brightness range,द्युति परिसर
Bright type,ब्राइट टाइप
Brilliance (of the print),दीप्ति
Bristle (of the brush),शूक
Bristle mark,शूक चिन्हा
Bristol board,ब्रिस्टल बोर्ड
Broaching machine,ब्रोच मशीन
Broad fold,चौड़ा मोड़
Broad sheet,मानक पत्रक
Brochure,विवरणिका
Broken guard,विभक्त रक्षी
Broken halftone dots,खंडित हाफ्टोन बिन्दु / खंडित अर्धछायाग बिन्दु
Broken matter,भग्न मुद्रसामग्री
Bromide print,ब्रोमाइड चित्र
Bromide paper,ब्रोमाइड कागज
Bromide range,ब्रोमाइड परास
Bronzing,कांस्यन
Brunak process,बनक प्रक्रम
Brunak solution,ब्रुनक घोल
Brush,बुरूश
Brush coated,बुरूश लेपित
Brush drawing,कूची चित्र
Brush graining,बुरूश रूक्षण
Brush mark,बुरूश चिन्ह
Bubble,बुदबुद
Buckle folder,आकुंची मोड़क
Buckrum,बकरम
Budgeted cost of production,आयव्ययिक उत्पादन लागत / बजटगत उत्पादन लागत
Buffer,बफर
Buffer head,उभय प्रतिरोध / बफर हैड
Buffer solution,बफर विलयन
Buffing,वफकरण
Built in,अन्तनिर्मित
Built out,बर्हिलग्न
Bulk,स्थूलता
Bulk,पुंज
Bulk thickness,पूर्ण मोटाई
Bump exposure,अत्याभ उद्भासन
Bump up halftone,अत्याभित अर्धछायाभ
Burin,उत्किरक
Burning-in,तापन
Burning out,बहिःश्याम
Burnished edges,बर्निशकृत कोर
Burnisher,बर्निशकारी
Burnishing,बर्निशकरण
Burn out,बहिःश्यामित
Burr,बार्र
Bursting strength,प्रस्फोटन सामर्थ्य
Butterfly nut,तितली ढिबरी
Butter paper,मखनिया कागज
By line (=print line),मुद्र पंक्ति
Cabinet,मंजूषा
Cabinet size,मंजूषाकार
Cacography,कुलेखन
Caking,पिंडन
Calendered paper,कलैडरकृत कागज
Calendering,"कलैडर परिष्कृति, कैलेन्डरन"
Calf skin,वत्सचर्म
Calibrated focusing tapes,अंशांकित फोकसन टेप
Calico paper,कैलिको कागज
Caligraphist,सुलेखक
Caligraphy,सुलेखन
Calliper,कौलिपर
Cam,कैम
Camel's hairbrush,ऊंट बाल बुरूश
Camera,कैमरा
Camera angle,कैमरा कोण
Camera back,कैमरा पृष्ठ
Camera back masking,कैमरा पृष्ठ प्रच्छादन
Camera extension,कैमरा विस्तार
Camera front,कैमरा-अग्र
Camera front masking,कमैरा-अग्र प्रच्छादन
Camera lucida,कमैरा लूसिडा
Cameraman,"कमैरामैन, कैमराचालक"
Camera obscura,कमैरा आब्सक्यैरा
Cameo process,कैमियों प्रक्रम
Candid photograph,प्रकृत फोटो
Caps (=capitals),दीर्घाक्षर
Capsule lead,संपुट कथामुख
Caption,"परिशीर्षक,"
Caption,चित्र परिचय
Carbonate paper,कार्बोनेट कागज
Carbon black,कज्जल / काजल
Carbon copy,कार्बन प्रति
Carbon paper,कार्बन कागज
Carbon tetrachloride,कार्बन टेट्राक्लोराइड
Carborundum,कार्बोरन्डम
Carbro print,कारब्रो चित्र
Card board,कार्ड गत्ता
Card paper,कार्ड कागज
Caret,"काक पद, हसपंद"
Caret mark,"काक पद, हंसपद"
Carriage,यान
Carrier,वाहक
Carton,गत्ता डिब्बा
Cartoon,व्यंग्या चित्र
Cartoonist,व्यंग चित्रकार
Cartridge paper,कारतूस कागज
Case (= type case),केस / टाइपधानी
Case cabinet,धानी मंजूषा
Case making,जिल्द निर्माण
Case rack,केस रेक
Case room,धानी कक्ष
Casing in,जिल्द निवेशन
Caslon,कसलान
Casein,केसीन
Cast coated paper,प्लास्टिक लेपित कागज
Caster,ढलाई मशीन
Casting,ढलाई
Casting box,ढलाई पेटी
Casting machine operator,ढलाई मशीन प्रचालक
Casts of mats,आधात्री प्लेट
Cast off (Casting off),पृष्ठानुमान
Catalogue,सूची पत्र
Catch cord=catch line=slug,सूचक शब्द
Cater-cornered paper,तिरछा कटा कागज
Cellulose,"सेलुलोज, सूक्ष्म छिद्र"
Cellulose acetate,सेल्युलोज ऐसीटटे
Cellulose gum,सेल्युलोज गोंद
Cellulose nitrate,सेल्युलोज नाइट्रटे
"Cement, rubber",रबड़ आसंजक
Central marks,मध्य चिन्ह
Centred,केन्द्रीकृत
Centre faced rule,मध्य मुखी रेखिका
Centre line,मध्य रेखा
Centre notes,मध्य टिप्पणी
Centre oscillating drum,केन्द्र दोली वेलन
Centre spread,मध्य पन्नी
Centre wire stitching,मध्य तार सिलाई
Centring (of lines),केन्द्रण
Ceriph (serif),"सेरीफ, नोक फलक"
Chain stitch,श्रृंखलित सीवन
Chalking,अनासंजन
Chalking of ink,स्याही का अनासंजन
Chalk overlay paper,खड़िया लेपित कागज
Channel,सरणि
Character count,अक्षर गणना
Characteristic curve,अभिलाक्षणिक वक्र
Character key,अक्षर कुंजी
Charging grid,"चार्जिंग ग्रिड, आवेशक ग्रिड"
Chase,परिबंध
Chemical reversal,रसायनिक उत्क्रमण
Chemicals,रासायनिक पदार्थ
Chemical treatment,रासायनिक उपचार
Chemical wood pulp,"रासायनिक काष्ठ लुगदी, रासायनिक कठलुगदी"
Chip board,चिपगत्ता
Chopper,कर्तन
Chopping,कर्तक
Chre brown,गौरक बबर / बभू
Chroma,रंग
Chromatic aberration,वर्ण विपथन
Chrome art,सुलेपित आर्ट कागज
Chromic dermatits,क्रोमियम त्वचाशोथ
Chromo paper,सुलेपित कागज
Circular halftone screen,वृत्तीय अर्धछायाभ स्क्रीन
Clamp,शिकंजा
Clamp bar,शिकंजा छड़
Clam-shell type platen machine,क्लैमशेल टाइप प्लैटन मशीन
Clay (china),मृत्तिका
Clay coated paper (china),चीनी मिट्टी लेपित कागज / आर्ट कागज
Clean copy,स्वच्छ प्रति
Cleaning blade,मार्जक फलक
Clean proof,स्वच्छ प्रूफ
Clean sheet,स्पष्ट छाप
Clear channel,अरूद्ध सरणि
Clip,"क्लिप, पकड़नी"
Clip book = (stock cuts),क्लिप बुक (स्टाक कट्स)
Clipping,कतरन
Clogging,अवरोधन
Close,समापक
Closed head,बंदपीठ
Closed ring binding,बंदवलय
Close up,निकट चित्रण
Close up,मिलाइए
Cloth jointed made end paper,वस्त्र संधित निर्मित अस्तर कागज
Cloth joint end paper,वस्त्र संधित अस्तर कागज
Cloth printing,वस्त्र मुद्रण
Clumps,क्लंप / भरक
Coarse screen,स्थूल स्क्रीन
Coated paper,लेपित कागज
Coated stock,लेपित कागज
Coating,"लेपन, विलेपन, परत"
Cobalt drier,कोबाल्ट शुष्कक
Cock up,"उद्ग्रीव अक्षर, प्रथमाक्षर"
Coefficient of expansion,प्रसार गुणांक
Cold colour,ठंडा रंग (नील प्रधान)
Collating,मिसिल मिलान
Cold composition=photo composition,फोटो अक्षर योजन / फोटो कम्पोजन
Cold gold (gold mark),अताप स्वर्ण चिन्ह
Cold set ink,अताप दृढ़ स्याही
Cold top process,अताप इनेमल प्रक्रम
Cold type,फोटो अक्षर
Cold type,छाप अक्षर
Collating mark,मिसिल मिलान चिन्ह
Collation,परितुलन
Colloid,कोलाइड
Collotype,कोलोटाइड
Colophon,पुष्पिका
Coloron,कलरन
Colorimetry,वर्ण मापन
Colotone,कोलोटोन
Colour,"रंग, वर्ण"
"Colour, complementry",पूरक रग
"Colour, full (pure colour)",शुद्ध रंग
"Colour, primary","मूलवर्ण, प्राथमिक वर्ण"
"Colour, secondary",दिवतीयक वर्ण
Colour tertiary,तृतीयक वर्ण
Colour aid,रंग योग
Colour blind emulsion,नील संवेदी पायस
Colour block,वर्ण ब्लाक
Colour break up,रंग विवरण
Colour brightness,वर्ण दीप्ति
Clour chart,"रंग चार्ट, वर्ण चार्ट"
Colour combination,वर्ण संयोजन
Colour composition,रंग संरचना
Colour control patches,रंग नियंत्रण पट्टी
Colour correction,वर्ण संशोधन / रंग संशोधन
Colour drift,वर्ण विचलन
Colour comic,रंगीन कामिक
Coloured design,रंगीन डिजाइन / रंगीन अभिकल्प
Coloured map,रंगीन नक्शा
Coloured map,रंगीन मापचित्र
Coloured paper,रंगीन कागज
Colour rotogravure,रंगीन रोटो ग्रेव्योर
Colour engraving,वर्ण उत्कीर्णन
Colour fastness,रंग का पक्कापन
Colour film,रंगीन फिल्म
Colour filter,वर्ण फिल्टर
Colour guide,वर्ण निर्देशिका
Colour harmony,वर्ण सामंजस्य
Colour identification,वर्ण अभिनिर्धारण
Colour identification,वर्ण पहचान
Colouring material,रंजन सामग्री
Colour key,वर्ण कुंजी
Colour patches,रंग पट्टी
Colour printing,रंगीन छपाई / रंगीन मुद्रण
Colour prints,रंगीन फोटो / रंगीन छाप
Colour proof,वर्ण प्रूफ
Colour proofing,रंग प्रूफ लेना
Colour response,रंग अनुक्रिया
Colour sensitive,वर्ण सुग्राही
Colour saturation,वर्ण संतृप्ति
Colour scale,वर्ण मापनी
Colour scheme,रंग योजना
Colour separation,रंग पृथक्करण
Colour sequence,रंग अनुक्रम
Colour shade,कृष्णित वर्ण
Colour strength,रंग सामर्थ्य
Colour temperature,वर्ण ताप
Colour theory,वर्ण सिद्धांत
Colour tint,श्वेतित वर्ण
Colour tisue overlay,रंग तंतु उपरिपत्रक
Colour transparancy,रंगीन पारदर्शिता
Colour vision,वर्ण दर्शन / रंग दर्शन
Colour wash,जलरंग चित्र
Colour wheel,वर्ण चक्र
Column,"स्तम्भ, कालम"
Comb,कंघी
Comb binding,दंतुल जिल्दसाजी
Combination plate,संयुक्त प्लेट
Combination run,संयुक्त मुद्रण
Combing wheel,पृथक्कारी पहिया
Command key,निर्देश कुंजी
Commercial printing,व्यावसायिक मुद्रण
Common print,सामान्य छाप
Compendium,संग्रह
Compensating glass plate,प्रतिकार काच पट्टिका
Complementry colour,"पूरक रंग, पूरक वर्ण"
Complete copy,पूर्ण प्रति
Complexity,जटिलता
Composing room,कम्पोजन कक्ष / अक्षरयौजन कक्ष
Composing stick,कम्पोजन यष्टिका / अक्षर योजन यष्टिका
Composite block,संयुक्त ब्लाक
Composite work,संयुक्त लेखन
Composition,कम्पोजन / अक्षर योजन
Composition roller,सरेस बेल्लक / सरेस रूला
Compositor,अक्षर योजक / कम्पोजीटर
Comprehensive (lay out),व्यापक अभिन्यास
Compressor,संपीडित्र
Computerised camera,कम्प्यूटरी कैमरा / अभिकलित कमैरा
Computer type setting,कम्प्यूटर अक्षर योजन
Concave lens,अवतल लैंस
Condense,संघनित
Condensed type,संघनित टाइप / संघनित अक्षर
Contact angle,स्पर्श कोण
Contact mark,स्पर्श प्रच्छादक
Contact print,स्पर्श भामुद्र
Contact printing,स्पर्श भामुद्रण
Contact screen,स्पर्श स्क्रीन
Contact separations,स्पर्शी पृथ्थक्करण
Container board,पात्र गत्ता
Container printing,पात्र मुद्रण
Content,विषय सूची
Continuing reaction,सतत अभिक्रिया
Continuous feeder,सतत भरक
Continuous tone,अविच्छिन्न छायाभ
Continuous tone copy,सतत छायाभ चित्र
Continuous tone emulsion,सतत छायाभ पायस
Contact frame,स्पर्श फ्रेम
Contour,परिरेख / समोच्च रेखा
Contrast,विपर्यास
Contrasty copy,विपर्यस्त चित्र
Constrast reducing mark,विपर्यास न्यूनीकारक प्रच्छादक
Contrasty negative,विपर्यासी निगेटिव
Control knob,नियंत्रण घड़ी
Convex lens,उत्तल लैंस
Copper engraving,ताम्र उत्कीर्णन / तामू ब्लाक
Copperized deep etch plate,ताम्रकूत गभीर निक्षारण प्लेट
Copperizing,ताम्रकरण / ताम्रण
Colour wash,तांबा प्लेट
Copy,"मूल प्रति, प्रति, छाप, पाण्डुलिपि, कापी"
Copy board,"कापीबोर्ड, मूल धारक पट्ट"
Copy checking,प्रतिजांच
Copy desk,प्रति डेस्क
Copy cutter,प्रति कर्तक
Copy direction,कापी निर्देश
Copy editing,पांडुलिपि संपादक
Copy fitting,कापी समायोजन
Copy holder,"कापी वाचक, कापी धारक"
Copying,प्रतिलिपि करण
Copying paper,प्रतिलिपि कागज
Copy preparation,कापी तैयारी
Copy reader (=copy editor),पांडुलिपि सम्पादक
Copy preparation mark,कापी तैयारी चिन्ह
Copy right,कापी राइट /  स्वत्वाधिकार
Copy writer,वृत लेखक / विज्ञापन लेखक
Copy writing,वृत्त लेखन
Coquille,"कोकिल पट्ट, कोकिल चित्र"
Cord,डोरी
Cord mark,डोरी चिन्ह
Cord sewing,डोरी सिलाई
Cure (=center),क्रोड
Cork screw,कार्क पेंच
Corpuscular theory,कणिक सिद्धान्त
Correcting stick,संशोधन यष्टिका
Correction,शुद्धियाँ
Corrigendum,शुदिध पत्र
Corrosion,सक्षारण
Corrugated paper (cushion board),नालीदार कागज
Cost,लागत
Costing,लागत परिकलन
Cotter pin,काटर पिन
Cotton wad,रूई पिंड
Couch-mark,नमदा प्रतिरूप
Counter,मध्यक
Counter,गणक
Counter etch,प्रति निक्षारण
Counting,गिनना
Coverage (of ink),व्यापकता
Cover glass,आवरण कांच
Cover paper,आवरण कागज
Cover to cover,आद्योपान्त
Covering,"ढकना, आवरण"
Covering power,व्याप्ति क्षमता
Crank,क्रेंक
Crank arm,क्रेंक भुजा
Crank pin,क्रेंक भुजा
Crayon,क्रेयन
Crayon drawing,क्रेयन चित्र / क्रेयन आरेख
Crayon paper,क्रेयन कागज
Crayoning,क्रेयन चित्रण
Cream wove paper,क्रीम वयन कागज
Creased paper,सिलवटदार कागज
Creasing,"सिलवट पड़ना, क्रींज डालना"
Creative artist,सर्जनशील कलाकार
Credit line,आभार पंक्ति
creep,विसर्पी
Creeping title,विसर्पी शीर्षक
Crepe paper,क्रेप कागड
Critical angle,क्रंतिक कोण
Crochet,वहद्दीर्घ कोष्ठक
Crocking (chalking),अनासंजक
Crop marks,परिवर्तन चिह्न
Cropped,परिकर्तित
Cropping,परिकर्तन
Cross bar,अनुप्रस्थ छड़
Cross continuous feeder,अनुप्रस्थ सतत भरक
Cross direction,अनुप्रस्थ दशा
Cross folding,अनुप्रस्थ मुड़ाई
Cross lines per meter,प्रति मीटर अनुप्रस्थ रेखाएं
Cross line screen=half tone screen,अनुप्रस्थ रेखा स्क्रीन अर्ध छायाभ स्क्रीन
Cross mark,क्रास चिन्ह
Crown paper,क्राउन कागज
Crown size,क्राउन साइज / क्राउन आमाप
Crucible,मूषा
Crushing (=cursh mark),अतिदाब चिह्न
Crystallization,"क्रिस्टलीकरण, क्रिस्टलन"
Curling,कुंतलन
Curling tendency,कुंतलन प्रवृत्ति
Currency,मुद्रा
Currency paper,कागज मुद्रा
Cursive,हस्तलिपिवत्
Cursive letter,"हस्तीलपिवत्, अक्षर"
"Curve, characteristic",अभिलाक्षणिक वक्र
"Curve, time-gama",समय गामा वक्र
Cut flush,सपाट काट
Cut flush binding,सपाट काट जिल्दबंदी
Cut flush trimming,सपाट काट संकर्तन
Cut in letter (=drop letter),अद्योगताक्षर
Cut in note,अन्तः टिप्पण
Cut line (=under line) (legend),संकेतिका
Cut out,कट आउट / कर्तित
Cutout block,अपकाट ब्लाक
Cut out halftone,परिकर्तित अर्ध छायाभ
Cut out letter,परीकर्तित अक्षर
Cutter blade,कर्तक फलक
Cut through index,अन्तः कर्तित सूचकाक्षर
Cutting,कर्तन
Cutting copy,लिपि कर्त्तन
Cutting print,मुद्रितानुमान
Cutting of negative,निगोटिव अपचयन
Cut to bleed,सिरान्त
Cyan,"सायन, नील हरित"
Cyanide,सायनाइड
Cyanotype or pellet paper,"पैलेट कागज, सायनोटइप"
Cyclostyling paper,साइक्लोस्टाइल कागज
Cylinder,"वेलन, सिलिन्डर"
Cylinder adjusting screw,बेलन समायोजी पेंच
Cylinder advance,बेलन अग्रण
Cylinder bearer,बेलन धारक
Cylinder bevel,बेलन पख
Cylinder box stop,बेलन पेटी रोध
Cylinder brake arm,बेलन आरोध भुजा
Cylinder brush,बेलन बुरूश
Cylinder brush bracket,बेलन बुरूश ब्रेकेट
Cylinder brush cam lever,बेलन बुरूश कैम लीवर
Cylinder brush mechanism,बेलन बुरूश यंत्रावली
Cylinder catch,बेलन ग्राह
Cylinder check handle,बेलन रोध
Cylinder check incline,बेलन रोधक ढाल
Cylinder cut,बेलन खांच
Cylinder dressing,बेलन प्रसाधन
Cylinder gap,सिलेन्डर अंतराल
Cylinder grid mark,बेलन ग्रिड /  बेलन जाल
Cylinderical impression,बेलन दाब
Cylinder lug,बेलन कर्णक
Cylinder press,बेलन मुद्रण मशीन / बेलन मुद्रीत
Cylinder segment gear,बेलन खंड गरारी
Cylinder setting,बेलन समायोजन
Cylinder setting mechanism,बेलन समायोजन यंत्रावली
Cylinder shaft washer,बेलनशाफ्ट वाशर
Cylinder spring block,बेलन कमानी ब्लाक
Dab,थाप
Dagger (=obelisk),कटार / असिका
Dagger mark,कटार चिन्ह
Dammer gum,डामर गोंद
Dampening etch,आर्द्रकर निक्षारक
Dampener,आर्द्रक
Dampening roller,आर्द्रक रुलर
Dampening hose,आर्द्रक होज
Dark reaction,तिमिर अभिक्रिया
Dark room (dark chamber),अंध कक्ष
Dark room camera,अंध कक्ष कैमरा
Dash,वियोजक
Dead line,इति रेखा
Dead matter,वियोज्य सामग्री
Dead metal,गलनीय धात्
Decalcomania paper,डिकैल्कोमोनिया कागज
Decimo-octavo (18 m.),अष्टा दशांश
Decimo sexto (16 m.),षोड़शांश
Deckle edge,डेकल किनारा
Dedication,समर्पण
Deep etching,सुनिक्षारण
Deep etch pads,सुनिक्षारक पैड
Deep etch plate,सुनिक्षारित प्लेट
Deep etch plate making,सुनिक्षारित प्लेटकरण
Defects of paper,कागज दोष
Deflector,विक्षेपक
Degreasing,विस्नेहन
Delete,विलोप / विलोपन
Delivery,निर्गम / विकास
Delivery mechanism,निर्गम यंत्रावली
Delivery table,निर्गम पटल
Delivery tape,निकास फीता
Demy,डिमाई
Densitometer,घनत्व मापी
"Density, optical",प्रकाशिक घनत्व
"Density, reflection",परावर्तन घनत्व
"Density, transmission",पारगमन घनत्व
Density range,घनत्व परास
Dent free plate,गर्त मुक्त प्लेट
Depth of column,स्तंभ गहराई
Descender,अवरोही
Descending line,अवरोही पंक्ति / अवरोही रेखा
Descending stroke,अवरोही अक्षरांश
