English,Hindi
Aquifer test,जलभृत परीक्षण
Aquifuge,जलवर्जित
Aquitard,मंदरूद्ध जलभृत
Arch dam,चाप बांध
Arc-path sampler,चाप पथ प्रतिदर्शित्र
Areal geology,क्षेत्रीय भूविज्ञान
Areal map,क्षेत्रीय मानचित्र
Areal mapping,क्षेत्रीय मानचित्रण
Areal prospecting,क्षेत्रीय पूर्वेक्षण
Area of foundering,निपात क्षेत्र
Area of influence,प्रभाव क्षेत्र
Areometer,"ऐरियोमीटर, हाइड्रोमीटर, उत्प्लव घनत्वमापी"
Argon-depletion,ऑर्गान अवक्षय
Arrastre,एरास्ट्रे
Artesian,उत्स्रुत
Artesian aquifer,उत्स्रुत जलभृत
Artesian basin,"उत्स्रुत बेसिन, उत्स्त्रुत द्रोणी"
Artesian discharge,उत्स्रुत विसर्जन
Artesian head,उत्स्रुत शीर्ष
Artesian leakage,उत्स्रुत स्राव
Artesian pressure,उत्स्रुत दाब
Artesian-pressure surface,उत्स्रुत - दाब पृष्ठ
Artesian province,उत्स्रुत प्रदेश
Artesian spring,उत्स्रुत झरना
Artesian structure,उत्स्रुत संरचना
Artesian system,उत्स्रुत तंत्र
Artesian water,उत्स्रुत जल
Artesian well,उत्स्रुत कूप
Arthrophycus,आर्थ्रोफाइकस
Artificial brine,कृत्रिम लवण जल
Artificial heterogeneous nucleation,कृत्रिम विषमांगी केन्द्रकन
Artificial nucleation,कृत्रिम केन्द्रकन
Artificial recharge,कृत्रिम पुनर्भरण
A-scope display,ए-स्कोप प्रदर्शन
Askania gravimeter,अस्कानिया गुरुत्वमापी
Asphalt converter,ऐस्फ़ाल्ट परिवर्तक
Asteroidal density,क्षुद्र-ग्रहीय घनत्व
Asteroidal meteorite,क्षुद्रग्रहीय उल्कापिंड
Atmophile element,वायुमंडलरागी तत्व
Atmospheric absorption,वायुमंडलीय अवशोषण
Atmospheric accumulation,"वायुमंडलीय संचयन, वायुमंडलीय संचय"
Atmospheric circulation,वायुमंडल परिसंचरण
Atmospheric factor,वायुमंडलीय कारक
Atmospheric pressure,वायुमंडलीय दाब
Atmospheric turbulence,वायुमंडलीय प्रक्षोभ
Atomic absorption spectrophoto meter,परमाण्वीय अवशोषण स्पेक्ट्रमी प्रकाशमापी
Attached ground water,संलग्न भौमजल
Attached water (adhesive water),"संसक्त जल, संलग्न जल"
Atterberg limit,एटरबर्ग सीमा
Attrition mill,संनिघर्षण मिल
Audio frequency signals,श्रव्य आवृत्ति सिग्नल
Auger bit,ऑगर-बरमी
Auger borer,ऑगर बंधक
Austausch coefficient = interchange coefficient (=exchange coefficient),विनिमय गुणांक
Australopithecine,औस्ट्रालोपिथेसिन
Autochthonous ground water,स्वस्थानिक भौमजल
Autocorrelation,स्वसहसंबंध
Autocorrelation coefficient,स्वसहसंबंध गुणांक
Automatic curve,स्वरेखित वक्र
Automatic diaphragm feeder,स्वचालित डायाफ्राम संभरक
Automatic filling,स्वत: भरण
Automatic processing,स्वसंसाधन
Auxiliary diagram,सहायक आरेख
Average theorem,माध्य प्रमेय
Ayers picker,ऐयर चयक
Back (mining),पूर्वाग्र
Back fill,पृष्ठ भरण
Backsplash jet formation,बैकस्प्लैश जेट रचना
Baffle,बाधिका
Baffle board,बाधिका बोर्ड
Baffle plate,बाधिका पट्ट
Baffle wall,बाधिका भित्ति
Bailer,"बेलर, बहि:क्षेपक"
Ball-charge,गोला भरण
Ball coating,गोला लेप
Ball-disk-cylinder mechanism,बॉल डिस्क सिलिन्डर यंत्रावलि
Ball mill,"गोला मिल, बॉल मिल"
Band-pass filter,बैंड पारक फिल्टर
Bank,"व्यूह, पुंज, तट, किनारा, बैंक"
Bank (mining),"तट, किनारा, खनि फलक"
Barf's process,बार्फ प्रक्रम
Barge loading,नौका भरण
Bar grizzly,शलाका ग्रिज़ली
Bar map,स्तंभ-मानचित्र
Barrel filler,बैरल भरक
Barrel shutter = drum shutter,"ढोल कपाट, बैरल शटर"
Barrel sprayer,बैरल फुहारा
Barrel vault ceiling,मेहराबदार छत
Barrow,बैरो
Bar-screen surface,शलाका छन्ना पृष्ठ
Basal filling,आधारी भरण
Basal pit,आधार-गर्त
Basic hydrologic information,मूल जलीय सूचना
Batch,घान
Batch charger,"घान आवेशित्र, गण आवेशित्र"
Batch extraction,"बैच निष्कर्षण, गण निष्कर्षण"
Batch feeder,"गण भरित्र, बैच फीडर"
Batch grinding,घान पेषण
Batch handling,"गण प्रहस्तन, बैच प्रहस्तन"
Batch house,"गण गृह, बैच गृह"
Batch mill,घान मिल
Battery of stamps,मूसल-माला
Baumjig,बाउमजिग
Beach mining,पुलिन खनन
Bearing,"दिक्मान, दिक्कोण"
Belt,"कटिबंध, मेखला, पट्टी, पट्टा"
Belt bucket elevator,पट्टा डोल उत्थापक
Belt conveyor,पट्टा वाहित्र
Belt conveyor system,पट्टा वाहित्र तंत्र
Belt driven machine,पट्टा चालित मशीन
Belteroporic,बेल्टेरोपोरिक
Belteroporic fabric,बेल्टेरोपोरिक संविन्यास
Belt feeder,पट्टा संभरक
Belting,पट्टा चढ़ाना
Bench,"बेंच, वेदिका"
Bench mark,"निदेंश चिह्न, तल चिह्न"
Bennett and Hulburt's selffocussed stream,बेनेट तथा हल्बर्ट की स्वफोकसित धारा
Bessemer convertor,बेसेमर-परिवर्तित्र
Bessemer ore,बेसेमर अयस्क
Bessemer process,बेसेमर-प्रक्रम
Bevel cut,बेवेल कर्त
Bio-chemical,जैवरासायनिक
Biochemial characteristic,जैवरासायनिक लक्षण
Biogeochemical prospecting,जैवभूरासायनिक पूर्वेक्षण
Biogeochemistry,जीव-भूरसायन
Biophile elements ( = biophilous elements),जीवरागी तत्व
Bird centrifugal classifier,बर्ड अपकेन्द्री वर्गीकर
Black cotton,कृष्ण कपासी मृदा
Blackdamp,"कृष्ण डैम्प, श्वासरोधी खनि-गैस"
Black mud,कृष्णपंक
Black oil,"काला पेट्रोलियम, कृष्ण तेल"
Black vitriol,"अशुद्ध तूतिया, ब्लैक विट्रियोल"
Bladed spear,फलक-शूल
Blade mill,ब्लेड मिल
Blade passage,ब्लेड पथ
Blaisdell System,ब्लैसडेल तंत्र
Blake breaker,ब्लेक खंडित्र
Blanket drying machine,समाच्छादी शुष्कन मशीन
Blast deflector,स्फोट वायु विक्षेपक
Blasted sand,वात्या-बालू
Blastetrix,ब्लास्टेट्रिक्स
Blast furnace,"वात्या-भट्टी, झोंका भट्टी"
Blasting cap,स्फोट टोपी
Blasting fuse,स्फोट फ्यूज
Bleachability,विरंजनीयता
Blind shaft,अंध कूपक
Blind vein,प्रच्छन्न शिरा
Blister steel,फफोलेदार इस्पात
Blister type cracking,फफोलेदार विदरण
Blocking temperature,"ब्लॉकिंग ताप, अवरोधन ताप"
Block riffle,ब्लॉक रिफिल
Blow pipe,फुँकनी
Blow well (=flowing artesian well),प्रवाही उत्स्रुत कूप
Blue jack,ब्लू जैक
Blue mud,नील पंक
Bogie,"बोगी, अज्ञात संसूचन (रडार)"
Borcherdt sampler,बोचर्ट प्रतिदर्शित्र
Bore,"वेधन करना, वेध, अभ्यंतर व्यास, बोर, ज्वार भित्ति"
Borehole,वेध छिद्र
Borehole-temperature data,वेधछिद्र - ताप आँकड़े
Borehole-wall attrition,वेधछिद्र - भित्ति संनिघर्षण
Borehole-water conductivity,वेधछिद्र - जल चालकता
Boring constraint,वेधन प्रतिबंध
Boring (drilling),"वेध, वेधन"
Boring machine,संछिद्रण यंत्र
Boring tool,वेधन-औज़ार
Bornhat,बोर्नहार्ट
Botein (=Arietis),"बोटेन (मेष, एरिएटिस)"
Botryococus brauni,बोट्रियोकोकस ब्राउनाइ
Bottom,"तली, अधस्तल"
Bottom water,"अधस्तल जल अध: तलजल, अध: तेल जल"
Bouguer anomaly,बूगे-असंगति
Bouguer Beer law,बुगे-बेर नियम
Bouguer plate,बूगे प्लेट
Bouguer's halo,बूगे प्रभामंडल
Bouguer's law,बूगे नियम
Boundary electro-chemical potential,सीमांत विद्युत-रासायनिक विभव
Boundary method,सीमांत विधि
Bound water,रुद्ध जल
Bowl-rake classifier,चषक-रेक वर्गीकर यंत्र
Bow-string magnifier,धनुरज्जु आवर्धक
Bow-string optical magnifying system,धनुरज्जु प्रकाशिक-आवर्धन तंत्र
Bragg-kleeman rule,ब्रैग-क्लीमैन नियम
Bragg spectrometer,ब्रैग-स्पेक्ट्रममापी
Bragg's spacing,ब्रैग-अंतराल
Brass ball,"ग्रंथिल माक्षिक, ब्रास बॉल"
Brass binder,ब्रास बाइंडर
Brassert tower,ब्रैसेर्ट टावर
Braun pulverizer,ब्रौन चूर्णित्र
Braun's law,ब्रौन नियम
Braun tube,ब्रौन नलिका
Breash & pillar system,"वक्ष-स्तंभ पद्धति, ब्रेस्ट-पिलर पद्धति"
Brewer's equipment,बूअर्ज़ उपस्कर
Brewster point,बुस्टर बिंदु
Brewster process,ब्रुस्टर प्रक्रम
Brewster's calculation,ब्रूस्टर परिकलन
Bridge (drill),अवरोध
Bridge (geomorph),सेतु
Bright-band echoes,"दीप्त-बैंड प्रतिरूप, दीप्त बैन्ड इको"
Bright stocks,प्रभास संग्रह
Brunton oscillating sampler,ब्रंटन दोलनी प्रतिदर्शित्र
Brune's method,ब्रून विधि
Brute-force method,मनमानीबल विधि
Bubble attachments,बुद् बुद्  सलांग
Bubble column floatation,बुद् बुद् स्तंब उत्प्लवन
Bubr mill,बर-पेषणी
Bubrstone mill,"बरस्टोन मिल, बर पेषणी"
Bucket elevator,डोल उत्थापक
Building material,"इमारती सामान, वास्तु सामग्री, निर्माण सामग्री"
Building stone,"इमारती पत्थर, वास्तु प्रस्तर"
Bulk density,स्थूल घनत्व
Bullard's method,बुलार्ड-विधि
Bullard's theory,बुलार्ड-सिद्धांत
Bull jig,बुल जिग
Bull pup,बुल पप
Bull wheel,बुल व्हील
Bumping table,उच्छलन टेबल
Bunched seismometer,भूकंपमापी पुंज
Buoyancy,"उत्प्लावकता, उत्प्लावन"
Buoyancy effect,उत्प्लावन प्रभाव
Burt revolving filter,वर्ट परिक्रामी फिल्टर
Burt's experiment,बर्ट प्रयोग
Butters filter,बटर्स फिल्टर
Byerly's method,बायरली-विधि
Byproduct,"उपोत्पाद, उपजात"
By-wash,जल-नियामक
Cable drilling,"केबिल वेधन, तार रज्जु वेधन"
Cable system,केबिल व्यवस्था
Cable-tool drilling,"तार रज्जु औजार वेधन, केबिल टूल वेधन"
Cable tool method,"केबिल वेध पद्धति, तार रज्जु वेध पद्धति"
Cable-tool wells,तार-रज्जु कूप
Cage mill,पंजर मिल
Calcareous cement,"चुनेदार सीमेंट, कैल्सियमी सीमेंट"
Calliper log,कैलिपर संलेख
Calliper logging,कैलिपर संलेखन
Cam actuated lever,"कैम-चालित उत्तोलक, कैम चालित लीवर"
Camera alignment,कैमरा संरेखण
Camera angle (=shooting angle),कैमरा कोण
Camera coverage,कैमरा दृश्यक्षेत्र
Camerae,वायुकक्ष
Capillarity,"केशिकात्व, केशिकत्व"
Capillary,"केशिका, कैपिलरी"
Capillary action,केशिका क्रिया
Capillary ascension method,केशिकीय उन्नयन विधि
Capillary attraction,केशिकाकर्षण
Capillary circulation,केशिका परिसंचरण
Capillary depression,केशिकीय अवनमन
Capillary elevation,केशिकीय उन्नयन
Capillary fringe,केशिका फ्रिंज
Capillary impinger,"केशिका इपिंजर, केशिका संघट्टोपकरण"
Capillary interstice,केशिका - अंतराकाश
Capillary migration,केशिका - प्रवसन
Capillary network,केशिका जाल
Capillary parallel tubule,केशिका समांतर नलिका
Capillary porosity,केशिका सरंध्रता
Capillary potential,केशिका विभव
Capillary rise,केशिकीय उन्नयन
Capillary rise method,"केशिकीय उन्नयन पद्धति, कैपिलरी उन्नयन पद्धति"
Capillary saturation capacity,केशिका संतृप्ति क्षमता
Capillary space,केशिका अंतराल
Capillary surface,केशिका पृष्ठ
Capillary tension,"केशिका तनन, केशिका तनाव"
Capillary water,केशिका जल
Capillary yield,केशिका-लब्धि
Capillary zone,केशिका-मंडल
Carbonado,"कार्बोनेडो, कृष्ण हीरक"
Carbon cycle,कार्बन चक्र
Carbon ratio theory,कार्बन-अनुपात- सिद्धांत
Carman fluid percolator,कारमैन तरल स्रावित्र
Carmerate,कक्षित
Carriage,"फर्मायान, यान"
Casing,"आवरक, केसिंग, केस (संo) आवरण, केसन (विo)"
Casing collar log,केसिंग कॉलर संलेख
Casing head,केसन शीर्ष
Casing pipe,केस नाल
Castleman function,कैसलमैन फलन
Cavity,"कोटर, गुहिका, गुहा"
Celestial body,"खपिंड, खगोलीय पिंड"
Cenco-Meinzer shaker,सेन्को-माइन्सेर प्रकंपित्र
Centralizer,केंद्रीकारक
Centrifugal,अपकेंद्री
Centrifugal mill,अपकेंन्द्री मिल
Centrosphere,केंद्रमंडल
Ceramics,मृत्तिकाशिल्प
Chain,"श्रुंखला, श्रेणी, माला, चैन, ज़रीब"
Chain bucket elevator,श्रृंखला डोल उत्थापक
Chain bucket sampler,श्रृंखला डोल प्रतिदर्शित्र
Chain-feeder,श्रृंखला-संभरक
Chain grizzly,"चेन ग्रिज़ली, श्रुंखला ग्रिज़ली"
Chain tongs,"चेन टॉन्ग्स, चेन चिमटा"
Challenge feeder,चैलेन्ज संभरक
Chamber,"कोष्ठ, कक्षिका, कक्ष"
Chamber length (height),कक्ष उच्चता
Chamber process,कक्ष प्रक्रम
Chance cone,चान्स कोन
Chance measure,संयोगी संस्तर
Change roll,परिवर्ती तरंगित स्तर
Channel,"प्रणाल, चैनल, वाहिका, जलमार्ग, चैनल"
Chapman process,चैपमैन प्रक्रम
Charge,"आवेश, चार्ज, भरण, प्रभार"
Charger,घानित्र
Chart,"चार्ट, समुद्री चार्ट, संचित्र"
Chas synder sampler,चैस सिन्डर प्रतिचायक
Chat jig,चैट जिग
Check valve,"रोधि कपाट, रोधी वाल्व"
Chemical megnetization,रासायनिक चुंबकन
Chilean mill,चिली-चक्की
Chimney,"चिमनी, धुँआरा, धुँआकक्ष"
Chondrikite,कोंड्रीकाइट
Chondrite,कॉन्ड्राइट
Churn-drill,मूसल बर्मा
Circulating load,परिसंचारी भार
Circulating water,परिसंचारी जल
Claim,"दावा, अधिकार"
Clairaut theorem,क्लेरो प्रमेय
Classifier,"वर्गीकारक, वर्गीकारित्र, वर्गीकर"
Clinograph,नमनलेखी
Closed-circuit grinding,बंद-परिपथ पेषण
Closed-path vibrator,बंद पथ कंपित्र
Closed pressure,संवृत दाब
Closing line,समापक रेखा
Coaxal baffle collimator,समाक्ष व्यारोध समांतरित्र
Cockpit,कॉकपिट
Coefficient of anisotrophy,विषमदैशिकता गुणांक
Coefficient of drag,कर्षण गुणांक
Coefficient of evaporation,वाष्पन गुणांक
Coefficient of fineness,सूक्ष्मता गुणांक
Coefficient of permeafility,पारगम्यता गुणांक
Coefficient of storage,भंडारण गुणांक
Coefficient of transmissibility,संचारणीयता गुणांक
Coefficient of variation,विचरण गुणांक
Coercimeter,निग्रहमापी
Cognate,सजात
Cohesive strength,संसंजक प्रबलता
Coke handing device,कोक हस्तन युक्ति
Cold climate,शीत जलवायु
Cold-core cyclonic eddy,शीतक्रोड चक्रवाती भंवर
Collar,कॉलर
Collector,"संग्राहक, क्लेक्टर, संग्राही"
Collision,"संघट्ट, टक्कर, संघट्टन"
Colorado impact screen,कोलोरैडो संघट्ट छन्ना
Columnar diagram,स्तंभी आरेख
Common wall,उभयनिष्ठ दीवार
Common well,सामान्य कूप
Compaction test,संघनन परीक्षण
Compartment-mill,सकक्ष मिल
Competency,"क्षमता, सामर्थ्य"
Competent,समर्थ
Competent bed,समर्थ संस्तर
Composite photograph,मिश्र फोटोग्राफ
Compound trommels,संयुक्त ट्रॉमेल
Compressibility,संपीड्यता
Compression (paleont),संपीडन
Compression test,संपीडन परीक्षण
Concenco duplex table,संकेन्द्रिक द्विपटल
Concentrate handling,सांद्र का संभालना
Concentrates,सांद्र
Concentrate sampling,सांद्र प्रतिचयन
Concentrate thickening,सांद्र गाढ़न
Concentration,"सांद्रण, गाढ़ापन, सांद्रता, संकेंद्रण"
Concentrator,"सांद्रित्र, कन्सन्ट्रेटर"
Concrete,कंक्रीट
Condensed mill flow sheets,संहत मिल प्रक्रम चित्र
Cone-ended scrubber,शंक्वंत मार्जक
Cone of depression,अवनमन-शंकु
Cone sampler,शंकु प्रतिदर्शित्र
Cone type crusher,शंकु-दलित्र
Confidence band,विश्वास्यता पट्टी
Confined aquifer,परिरुद्ध जलभृत्
Confined ground water,परिरुद्ध भौम जल
Confining bed,परिरोधी संस्तर
Confining pressure,परिरोधी दाब
Conical ball mill,शंक्वाकार गोला मिल
Conical batch mill,शंक्वाकार घान मिल
Conical trommel,शंक्वाकार ट्रॉमेल
Conimeter,कोनीमीटर
Conjoint methods,संयुक्त विधि
Conjugate pores,संयुग्मी रंध्र
Connate,सहजात
Connate water,सहजात जल
Conset (controlled-settling) jig,नियंत्रित सादन जिग
Consolidated thermodynamic chart,समेकित ऊष्मागतिक चार्ट
Constant weight feeder,नियत भार संभरक
Constructional void porosity,रचनात्मक रिक्ति सरंध्रता
Consulting geologist,परामर्शद भूविज्ञानी
Contamination,संदूषण
Contingency ratio,आसंगानुपात
Continuous interstice,संयुक्त अंतराकाश
Continuous phenomenon,संतत परिघटना
Continuous porosity,सतत संरध्रता
Continuous precipitation,सतत वर्षण
Continuous thickener,सतत गाढ़कारी
Cintinuous velocity logging,सतत वेग संलेखन
Convection coefficient,संवहन-गुणांक
Conventional electrical logging,रूढ़ वैद्युत संलेखन
Coveying belt,वहन पट्टा
Conveyor,संवाहक
Conveyor belting,संवाहक पट्टा निर्माण
Cooley jig,कूले जिग
Coombe-rock head,कूम्बे-रॉक हेड
Coordinate system,"निर्देशांक पद्धति, निर्देश तंत्र"
Coplanar,समतलीय
Core analysis,क्रोड विश्लेषण
Core barrel,क्रोड बैरेल
Core rope storage,क्रोड रज्जु संचयन
Core-shell,क्रोड-अश्म
Core storage,क्रोड संचयन
Corning monochromatic filter,कॉर्निग एकावर्णी फिल्टर
Corrected,संशोधित
Correction for dip,नति-संशोधन
Correlating circuit,सहसंबंधन परिपथ
Correlation log,सहसंबंध लॉग
Correlation mark distance,सहसंबंध चिहन दूरी
Coseismal line,सहभूकंपन रेखा
Cosmic dust,अंतरिक्ष धूलि
Cosmic flotsam,अंतरिक्ष निलंब
Cosmic ray isotope,अंतरिक्ष किरण समस्थानिक
Cosmochemistry,ब्रहमांड रसायन
Cosmogeny,"ब्रह्मांडोत्पति, कॉस्मोजेनी"
Cosmogony,ब्रह्मांडोत्पति सिद्धांत
Cotidal chart method,समज्वारीय चार्ट विधि
Counter flow scrubber,प्रतिवाह मार्जक
Counter flush type,प्रतिप्रधावन प्ररूप
Counting rate meter,गणनदर मापी
Coyote hole,काइयोट छिद्र
Cracking (of oil),भंजन
Crack-off,अपभंजन
Crater,"गर्त, ज्वालामुखी-विवर, क्रेटर"
Critical flow,क्रांतिक प्रवाह
Critical gradient,क्रांतिक प्रवणता
Critical height,क्रांतिक उच्चता
Critical hydraulic gradient,क्रांतिक जलीय प्रवणता
Crooked holes,वक्र छिद्र
Cross cut,"क्रॉसकट, तिर्यक् सुरंग"
Crystal controlled tube oscillator,क्रिस्टल-नियंत्रित नलिका दोलित्र
Cusec,क्यूसेक
Cushioning effect,प्रशामक प्रभाव
Custom mill,कस्टम मिल
Cut and fill,"कर्तन और भरण, कटाई-भराई"
Cycle,"चक्र, आवर्तन, साइकिल, ढलाई चक्र, संचन चक्र"
Cyclone collector,अपकेन्द्री संग्राहिक
Cylindrical,"बेलनाकार, सिलिंडराकार, बेलनी, सिंलिडरी"
Cylindroconical mill,बेलनशंक्वाकार मिल
Dalton atmosphere,डाल्टन वायुमंडल
Darcy,डार्सी
Darcy's law,डार्सी नियम
Darcy-weisbach formula,डार्सी वाइसबैक सूत्र
Data interval,उपात्त अंतराल
Data processing,"दत्त संसाधन, उपात्त संसाधन, न्यास संसाधन"
Dating,काल-निर्धारण
Daughter particle,मूलज कण
Dauk,डौक
Dawk,डौक
Dawling,डालिंग
Day level,पृष्ठ एडिट
Day-stone,पृष्ठ प्रस्तर
Day water,पृष्ठ जल
Dead beat,रुद्ध दोल
Dead crag,मृत शृंग
Dead man (mining),आधार कुंदा
Dead mine,रिक्त खान
Dead oil (=heavy oil),"मृत तेल, गुरु तेल"
Debris fall,मलवा पात
Debris slide,मलवा स्खलन
Deep mining,गभीर खनन
Deep water zone,गभीर जल प्रदेश
Deflocculate,"वि-ऊर्णित करना, वि-अर्णित होना"
Deflocculated,विऊर्णित
Deflocculation,"अनूर्णन, विऊर्णन"
Degree of overtum,प्रतिवलन अंश
Degree of perturbation,क्षोभ-मात्रा
Dehydrated,"निर्जलित, निर्जलीकृत"
Dehydration,"निर्जलीकरण, व्युदकन"
Delayed runoff,विलम्बित वाह
Delay time,विलम्ब काल
Deleading,सीसाह्रासन
Delineation,"निरूपण, चित्रण"
Detachment (soil),पृथक्करण (मृदा)
Detail log,विस्तृत सैलेख
Detonate,अधिस्फोटन
Detonation,अधिस्फोटन
Devereaux agitator,डेवेरा क्षोभित्र
Denver conditioner,डेन्वर अनुकूलित्र
Denver mineral jig,डेन्वर खनिज जिग
Deoiling,वितैलन
Derived parameter,व्युत्पन्न प्राचल
Destructional,विनाशात्मक
Destructional cliffs,विनाशज भृगु
Destructional plains,विनाशज मैदान
Detector,संसूचक
Detonator,अधिस्फोटक
Deviation (drill),विचलन
Dewar-redwood process,ड्यूअर-रेडवुड प्रक्रम
Dewaterer,विजलक
Dewatering,विजलन
Dewatering elevator,विजलन उत्थापक
Diagram,आरेख
Diamond drilling,हीरक-वेधन
Diaphragm jig,डायाफ्राम जिग
Differential grinding,विभेदी पेषण
Diffusional separation,विसरणी पृथक्करण
Digital computer,अंकीय अभिकलित्र
Digital playback,अंकीय प्रतिश्रवण
Diking,बांधनिर्माण
Dilute,"तनु (वि, ), तनूकरण, तनु होना"
Dilution,"तनुकरण, तनुता, अनुपात ह्रास"
Dimension stone,विमाश्म
Diogenes' lantern,डायोजीन-लालटेन
Directional drilling,दिशिक वेधन
Direct runoff,प्रत्यक्ष वाह
Discharge area,विसर्जन क्षेत्र
Discharge coefficient,विसर्जन गुणांक
Discharge efficiency,विसर्जन दक्षता
Discharge velocity,विसर्जन वेग
Disk feeder,डिस्क संभरक
Disk type grizzly,"डिस्क ग्रिज़ली, चक्रिका ग्रिज़ली"
Dissolved load,विलीन भार
Divining rod,दैवी यष्टि
Dome,"डोम, गुंबद"
Dominant discharge,प्रभावी विसर्जन
Dorrco filter,डॉरको फिल्टर
Dorr-torq thickener,डॉर टॉर्क प्रगाढ़कर
Double cone classifier,द्विशंकु वर्गीकर
Double crimped screen,द्विसंकुचनी छन्ना
Double drum separator,द्विढोल पृथक्कर
Double individual,युग्मांगी व्यक्ति
Double walled vessel,द्विभित्तिक पात्र
Douce,"निर्वापन, यष्टिक खोज"
Dovetailling,अन्त : पुच्छन
Downcast,"अधोवातनक, डाउनकास्ट"
Down cutting,अवखनन
Down-dip block,अधोनति खंड
Dowser,यष्टिक खोजी
Dowsing,यष्टिक खोज
Drag classifier,कर्ष वर्गीकार
Drag coefficient,कर्ष गुणांक
Drag-out process,संकर्षण प्रक्रम
Drag screen,कर्ष छन्ना
Drainage divide,अपवाह विभाजक
Draining,"अपवाहन (वि.), अपवाह (सं.)"
Dram,ड्राम
Draw,द्रोणी
Drawdown,जलावतलन
Drawn clay,तापसंकुचित मृत्तिका
Dredge,"निकर्ष, निकर्षित, ड्रेज"
Dredger,निकर्षित्र
Dredging,निकर्षण
Dressing,"प्रसाधन, ड्रेसिंग, व्रणोपचार, मरहम पट्टी, संसाधन"
Dressing plate,प्रसाधन प्लेट
Drier,"शुष्कक, शोषक, शुष्कित्र"
Drier design,शोषक अभिकल्प
Drift,"वाह, अपवाह, अपोढ़, ड्रिफ्ट (खनन), पॉउन (खाद्य), विस्थापन"
Drift dam,अपोढ़ बाँध
Drift mining,ड्रिफ्ट खनन
Drill hole logging,प्रवेधछिद्र संलेखन
Drilling,"छेद करना, प्रवेधन"
Drilling bit,"वेधन शल्य,  वेधन बिट"
Drilling mud,वेधन पंक
Drilling profile,वेधन प्रोफाइल
Drill pipe,वेध पाइप
Drill rod,वेध नलिका
Drill stem,वेध स्तंभ
Driven well,वेधित कूप
Drowner,"ड्रॉनर, निमज्जक"
Druidical stone,डूडीय अश्म
Drum pulley machine,ठोल धिरनी मशीन
Drum separator,"ड्रम सेपेरेस्टर, ढोल, पृथक्कर"
Druse,ड्रज
Dry grinding system,शुष्क पेषण तंत्र
Dry-ice seeding technique,शुष्क हिम बीजन तकनीक
Dry rocker,"शुष्क रॉकर, शुष्क प्रदोलक"
Dry sand,शुष्क बालू
Dry washing,निर्जल प्रक्षालन
Dull rumbling,मंद गड़गड़ाहट
Dump box,डंप  पेटी
Dunn bass,डन बास
Duponol reagent,डूपोनोल अभिकर्मक
