English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
Accepted tolerance,स्वीकृत सहायता,સ્વીકૃત સહાયતા,स्वीकृत सहायता,ਸ੍ਵੀਕ੃ਤ ਸਹਾਯਤਾ,স্বীকৃত সহাযতা,स्वीकृत सहायता,ಸ್ವೀಕೃತ ಸಹಿಷ್ಣುತೆ,സ്വീകൃത സഹായതാ,ஸ்வீக்ருத ஸஹாயதா,స్వీకృత సహాయతా,سویکرت سہایتا,স্ীকৃত সহাযতা,ସ୍ବୀକୃତ ସହାଯତା,स्वीकृत सहायता
Accessory,"अतिरिक्त, सहायक, गौण","સહાયક, ગૌણ, આનુષંગિક","उपसाधक, सहायक","ਗੌਣ ਪੂਰਕ ਚੀਜ, ਉਪਸਾਧਨ","অনুষঙ্গ,সহায়ক","आनुषांगीक,उपसाधना",ಹೆಚ್ಚಿನ / ಸಹಾಯಕ (ಸಾಮಗ್ರಿ),"അനുബന്ധം, ഉപസാധനം, സഹായകോപകരണം, പങ്കാളി","1. உடந்தையான, உடந்தையானவர் 2. துணைப்பொருள், சார்பொருள், உதவிப் பொருள்","ఉపసాధనం,ఉపసాధకం,సహాయకుడు",متعلقہ، معاون، لوازم,"উপসহায়ক,গৌণ, আনুষঙ্গিকআহিলা/বস্তু","ଉପସାଧନ, ସହକାରୀ ସଂଯୋଗ, ଅତିରିକ୍ତ, ସାହାଯ୍ୟକାରୀ, ଆନୁଷଙ୍ଗିକ","सहायक सामग्री, कलपूर्जा"
Acclimatization,पर्यनुकूलन,"આબોહવા-અનુકૂલન, પરિસ્થિતિ-અનુકૂલન","वातावरणात रुळवणे, वातावरणात रुळणे",ਵਾਤਾਵਰਨ ਅਨੁਸਾਰੀ,পরিবেশানুকূল,वातावरणाची संवकळ,"ಒಗ್ಗಿಕೊಳ್ಳುವಿಕೆ, ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ, ಒಗ್ಗಣೆ, ಒಗ್ಗಿಕೆ","പദ്യനുകൂലനം, കാലാവസ്ഥയുമായി പൊരുത്തപ്പെടുക","நிலையொத்துப்போதல், இணக்கப்பாடு",వాతావరణాను కూలం చేయు,آب و ہواسے خو گری,"অভ্যস্তকৰণ, সহ্যকৰিবপৰাকৰণ","ଅବସ୍ଥାନୁକୂଳନ, ଭିନ୍ନ ଜଳବାୟୁରେ ଅଭ୍ୟସ୍ତ ହେବା","मौसमानुकूलन, हावापानीमा मिल्नु"
Accumulation,संचय,"સંચય, સંગ્રહ","संचय, संचयन, साचणे","ਸੰਚਯ, ਸੰਚਿਤ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ","পুঞ্জীকরণ,জড়োকরা","साठो,संचय","ಸಂಗ್ರಹ, ಶೇಖರಣೆ, ಕೂಡಿಹಾಕುವಿಕೆ","സഞ്ചയനം, ശേഖരം","குவிதல், சேர்தல்","పోగు,పెంపు,వృద్ధి,రాశి",تجمع۔ انبوہ,"পুঞ্জীকৰণ, সঞ্চয়ণ","ଠୁଳୀକୀରଣ, ସଞ୍ଚୟ","सञ्चय,थुपार्नु अचूक"
Accuracy,"यथार्थता, परिशुद्धता","ચોકસાઈ, ખરાપણું",अचूकपणा,"ਯਥਾਰਥਤਾ, ਬਿਲਕੁਲ ਸਹੀ","যাথার্থ্য,যাথাযথ্য","अचूकपण,नेमकेंपण,यथार्थताय",ನಿಖರತೆ,"കൃത്യത, വാസ്തവികത, കണിശത","திட்ப நுட்பம், வழுவாமை, சரிநிலை","యథార్థత,కచ్చితత్వం",صحت,"যথার্থতা,সত্যতা,সুনির্দিষ্টতা","ସଠିକତା, ପରିଶୋଧନ","अचूक, ठीक-ठीक, सठीक"
Acervulus,"एसर्वुलस, बीजाणुपात्र","એસર્વુલસ, બીજાણુપાત્ર","एसर्वुलस, बीजाणुपात्र","ਏਸਰ੍ਵੁਲਸ, ਬੀਜਾਣੁਪਾਤ੍ਰ","এসর্বুলস, বীজাণুপাত্র","एसर्वुलस, बीजाणुपात्र","ಪುಂಜಿತ, ಸಮೂಹಿತ","ഏസര്വുലസ, ബീജാണുപാത്ര","ஏஸர்வுலஸ, பீஜாணுபாத்ர","ఏసర్వులస, బీజాణుపాత్ర",ایسرولس، بیجانپاتر,"সর্ুলস, বীজাণুপাত্র","ଏସର୍ବୁଲସ, ବୀଜାଣୁପାତ୍ର","एसर्वुलस, बीजाणुपात्र"
Acetification,"ऐसीटीकरण, सिरका बनाना","ઐસીટીકરણ, સિરકા બનાના","ऐसीटीकरण, सिरका बनाना","ਐਸੀਟੀਕਰਣ, ਸਿਰਕਾ ਬਨਾਨਾ","ঐসীটীকরণ, সিরকা বনানা","ऐसीटीकरण, सिरका बनाना",ಅಸಿಟೀಕರಣ,"ഐസീടീകരണ, സിരകാ ബനാനാ","ஐஸீடீகரண, ஸிரகா பநாநா","ఐసీటీకరణ, సిరకా బనానా",ایسیٹیکرن، سرکا بنانا,"ঐসীটীকরণ, সিরকা বনানা","ଐସୀଟୀକରଣ, ସିରକା ବନାନା","ऐसीटीकरण, सिरका बनाना"
Acidification,"अम्लीकरण, अम्लन","અમ્લીકરણ, અમ્લન","अम्लीकरण, अम्लन","ਅਮ੍ਲੀਕਰਣ, ਅਮ੍ਲਨ","অম্লীকরণ, অম্লন","अम्लीकरण, अम्लन",ಆಮ್ಲೀಕರಣ,"അമ്ലീകരണ, അമ്ലന","அம்லீகரண, அம்லந","అమ్లీకరణ, అమ్లన",املیکرن، عملن,"অম্লীকরণ, অম্লন","ଅମ୍ଲୀକରଣ, ଅମ୍ଲନ","अम्लीकरण, अम्लन"
Acidimeter,"अम्लतामापी, एसिडीमीटर","અમ્લતામાપી, એસિડીમીટર","अम्लतामापी, एसिडीमीटर","ਅਮ੍ਲਤਾਮਾਪੀ, ਏਸਿਡੀਮੀਟਰ","অম্লতামাপী, এসিডীমীটর","अम्लतामापी, एसिडीमीटर",ಅಸಿಡಿಮೀಟರ್; ಆಮ್ಲಮಾಪಕ.,"അമ്ലതാമാപീ, ഏസിഡീമീടര","அம்லதாமாபீ, ஏஸிடீமீடர","అమ్లతామాపీ, ఏసిడీమీటర",املتاماپی، ایسڈیمیٹر,"অম্লতামাপী, সিডীমীটর","ଅମ୍ଲତାମାପୀ, ଏସିଡୀମୀଟର","अम्लतामापी, एसिडीमीटर"
Acidity,अम्लता,અમ્લતા,अम्लता,ਅਮ੍ਲਤਾ,অম্লতা,अम्लता,ಆಮ್ಲೀಯತೆ,അമ്ലതാ,அம்லதா,అమ్లతా,تیزا بیت,অম্লতা,ଅମ୍ଲତା,अम्लता
Acidophilic,अम्लरागी,અમ્લરાગી,अम्लरागी,ਅਮ੍ਲਰਾਗੀ,অম্লরাগী,अम्लरागी,ಆಮ್ಲಪ್ರಿಯ,അമ്ലരാഗീ,அம்லராகீ,అమ్లరాగీ,املراگی,অম্লরাগী,ଅମ୍ଲରାଗୀ,अम्लरागी
Acidulated rock phosphate,अम्लीकृत रॉक फॉस्फेट,અમ્લીકૃત રૉક ફૉસ્ફેટ,अम्लीकृत रॉक फॉस्फेट,ਅਮ੍ਲੀਕ੃ਤ ਰ੉ਕ ਫ੉ਸ੍ਫੇਟ,অম্লীকৃত রৌক ফৌস্ফেট,अम्लीकृत रॉक फॉस्फेट,ಆಮ್ಲಬೆರೆತ ಶಿಲಾ ರಂಜಕ,അമ്ലീകൃത രൌക ഫൌസ്ഫേട,அம்லீக்ருத ரௌக பௌஸ்பேட,అమ్లీకృత రౌక ఫౌస్ఫేట,املیکرت راک پھاسپھیٹ,অম্লীকৃত রক ফস্ফট,ଅମ୍ଲୀକୃତ ରୌକ ଫୌସ୍ଫେଟ,अम्लीकृत रॉक फॉस्फेट
Aciduric,अम्लसह,અમ્લસહ,अम्लसह,ਅਮ੍ਲਸਹ,অম্লসহ,अम्लसह,ಅತ್ಯಾಮ್ಲಸಹಿಷ್ಣು,അമ്ലസഹ,அம்லஸஹ,అమ్లసహ,املسہ,অম্লসহ,ଅମ୍ଲସହ,अम्लसह
Aquifer,जलभृत,જલભૃત,जलभृत,ਜਲਭ੃ਤ,জলভৃত,जलभृत,ಭೂಜಲ ಕುಂಡ,ജലഭൃത,ஜலப்ருத,జలభృత,جلبھرت,জলভৃত,ଜଲଭୃତ,जलभृत
Acquisition,अधिग्रहण,"અર્જન, નફો,પ્રાપ્ત કરવું તે","संपादन, अधिग्रहण","ਅਧਿਗਰਿਹਣ, ਪ੍ਰਾਪਤ ਕਰਨਾ","অধিগ্রহণ,আহরণ,অর্জন",संपादन,ಸಂಗ್ರಹಣೆ,"പൊന്നുംവിലയ്ക്കെടുക്കൽ, കൈവശപ്പെടുത്തൽ, ആ൪ജിക്കൽ",கையகப்படுத்துகை,"సంపాదన,సేకరించు,స్వాధీనం (అధికార సం.)",حصول,"অধিগ্রহণ, আর্জন,উপার্জন,প্রাপ্তি","ଅକ୍ତିଆର, ଅଧିକାର ଭୁକ୍ତ",1. अधिग्रहण 2. संग्रह;उपार्जन
Acre,एकड़,એકડ઼,एकड़,ਵਰਗ ਗਜ ਦਾ ਰਕਬਾ,একড়,एकड़,ಎಕರೆ,ഏക്കര്‍,ஏகட,ఏకడ,ایکڑ,কড়,ଏକଡ଼,एकड़
Acreage,"क्षेत्रफल, रकबा","ક્ષેત્રફલ, રકબા","क्षेत्रफल, रकबा",ਏਕੜ ਵਿਚ ਖੇਤਰਫ਼ਲ,"ক্ষেত্রফল, রকবা","क्षेत्रफल, रकबा",ಕ್ಷೇತ್ರಫಲ,"ക്ഷേത്രഫല, രകബാ","க்ஷேத்ரபல, ரகபா","క్షేత్రఫల, రకబా",ایکڑی رقبہ,"ক্ষত্রফল, রকবা","କ୍ଷେତ୍ରଫଲ, ରକବା","क्षेत्रफल, रकबा"
Acrocentric chromosome,उपांत बिंदु क्रोमोसोम,ઉપાંત બિંદુ ક્રોમોસોમ,उपांत बिंदु क्रोमोसोम,ਉਪਾਂਤ ਬਿਂਦੁ ਕ੍ਰੋਮੋਸੋਮ,উপাংত বিংদু ক্রোমোসোম,उपांत बिंदु क्रोमोसोम,ಊರ್ಧ್ವಕೇಂದ್ರ ವರ್ಣತಂತು,ഉപാംത ബിംദു ക്രോമോസോമ,உபாங்த பிங்து க்ரோமோஸோம,ఉపాంత బిందు క్రోమోసోమ,اپانت بندو کروموسوم,উপাংত বিংদু ক্রমসম,"ଅଗ୍ରକେନ୍ଦ୍ରୀ ଗୁଣସୂତ୍ର, ଅଗ୍ରବିନ୍ଦୁ ଗୁଣସୂତ୍ର",उपांत बिंदु क्रोमोसोम
Acropetal,अग्राभिसारी,અગ્રાભિસારી,अग्राभिसारी,ਅਗ੍ਰਾਭਿਸਾਰੀ,অগ্রাভিসারী,अग्राभिसारी,"ಅಗ್ರಾನ್ವೇಷಿ, ಅಗ್ರಗಾಮಿ",അഗ്രാഭിസാരീ,அக்ராபிஸாரீ,అగ్రాభిసారీ,اگرابھساری,অগ্রাভিসারী,ଅଗ୍ରାଭିସାରୀ,अग्राभिसारी
Acrosome,ऐक्रोसोम,ઐક્રોસોમ,ऐक्रोसोम,ਐਕ੍ਰੋਸੋਮ,ঐক্রোসোম,ऐक्रोसोम,ಅಗ್ರಪಿಂಡಕ,ഐക്രോസോമ,ஐக்ரோஸோம,ఐక్రోసోమ,ایکروسوم,ঐক্রসম,ଅଗ୍ରପିଣ୍ଡକ,ऐक्रोसोम
Actinomycetes,एक्टिनोमाइसिटीज,એક્ટિનોમાઇસિટીજ,एक्टिनोमाइसिटीज,ਏਕ੍ਟਿਨੋਮਾਇਸਿਟੀਜ,এক্টিনোমাইসিটীজ,एक्टिनोमाइसिटीज,"ಕಿರಣಣಬೆಗಳು, ಕಿರಣ ಸೂಕ್ಷ್ಮ ಕವಕಜಾಲ",ഏക്ടിനോമാഇസിടീജ,ஏக்டிநோமாஇஸிடீஜ,ఏక్టినోమాఇసిటీజ,ایکٹنومائسٹیج,ক্টিনমাইসিটীজ,ଏକ୍ଟିନୋମାଇସିଟୀଜ,एक्टिनोमाइसिटीज
Active root zone,सक्रिय मूलक्षेत्र,સક્રિય મૂલક્ષેત્ર,सक्रिय मूलक्षेत्र,ਸਕ੍ਰਿਯ ਮੂਲਕ੍਷ੇਤ੍ਰ,সক্রিয মূলক্ষেত্র,सक्रिय मूलक्षेत्र,ಕ್ರಿಯಾಶೀಲ ಬೇರು ವಲಯ,സക്രിയ മൂലക്ഷേത്ര,ஸக்ரிய மூலக்ஷேத்ர,సక్రియ మూలక్షేత్ర,سکریہ مولکشیتر,সক্রিয মূলক্ষত্র,ସକ୍ରିଯ ମୂଲକ୍ଷେତ୍ର,सक्रिय मूलक्षेत्र
Acute,"उग्र, तीव्र","ઉગ્ર, તીવ્ર","उग्र, तीव्र","ਤੇਜ,ਤਿੱਖਾ","উগ্র, তীব্র","उग्र, तीव्र",ಲಘು,"ഉഗ്ര, തീവ്ര","உக்ர, தீவ்ர","ఉగ్ర, తీవ్ర",اگر، تیور,"উগ্র, তী্র","ଉଗ୍ର, ତୀବ୍ର","उग्र, तीव्र"
Adaptability,अनुकूलनशीलता,અનુકૂલનશીલતા,अनुकूलनशीलता,ਅਨੁਕੂਲਨਸ਼ੀਲਤਾ,অনুকূলনশীলতা,अनुकूलनशीलता,ಹೊಂದಾಣಿಕೆ ಗುಣ,അനുകൂലനശീലതാ,அநுகூலநசீலதா,అనుకూలనశీలతా,مطابقت پذیری,অনুকূলনশীলতা,ଅନୁକୂଳନଶୀଳତା,अनुकूलनशीलता
Adaptation,अनुकूलन,"અનુકૂલન, રૂપાંતર, દત્તકવિધાન","जुळणी, अनुकुलन","ਅਨੁਕੂਲਣ, ਰੂਪ ਅਨੁਕੂਲ, ਰੂਪਾਂਤਰ","অভিযোজন,প্রতিযোজন,গ্রহণ","रूपांतर,अनुकूलन",ಹೊಂದಾಣಿಕೆ,അനുയോജനം,"தழுவல், பொருத்தமாக்கிக் கொள்ளுதல்","పొందు పరుచుట,అనుసరణ",تطابق,"অনুকূলনঅভিযোজন,প্রতিযোজন,",ସ୍ୱୀକରଣ,"1. अनुकूलन, संयोजन 2. रूपान्तरण"
Adhesion,"आसंजन, अभिलाग, बन्ध","આસંજન, અભિલાગ, બન્ધ","आसंजन, अभिलाग, बन्ध",ਲਗਾਉ,"আসংজন, অভিলাগ, বন্ধ","आसंजन, अभिलाग, बन्ध","ಅಸಂಜನ, ಅಂಟಿಕೊಳ್ಳುವಿಕೆ","ആസംജന, അഭിലാഗ, ബന്ധ","ஆஸங்ஜந, அபிலாக, பந்த","ఆసంజన, అభిలాగ, బన్ధ",الحاق,"আসংজন, অভিলাগ, বন্ধ",ଆସଂଜନ,"आसंजन, अभिलाग, बन्ध"
Adipose,वसामय,વસામય,वसामय,ਵਸਾਮਯ,বসাময,वसामय,"ಕೊಬ್ಬಿನ, ಮೇದಸ್ಸಿನ",വസാമയ,வஸாமய,వసామయ,وسامیہ,সাময,ବସାମଯ,वसामय
Adjustment equation,समायोजन समीकरण,સમાયોજન સમીકરણ,समायोजन समीकरण,ਸਮਾਯੋਜਨ ਸਮੀਕਰਣ,সমাযোজন সমীকরণ,समायोजन समीकरण,ಸಮಾಯೋಜನ ಸಮೀಕರಣ,സമായോജന സമീകരണ,ஸமாயோஜந ஸமீகரண,సమాయోజన సమీకరణ,سمایوجن سمیکرن,সমাযজন সমীকরণ,ସମାଯୋଜନ ସମୀକରଣ,समायोजन समीकरण
Adobe soil,ऐडोब मृदा,ઐડોબ મૃદા,ऐडोब मृदा,ਐਡੋਬ ਮ੃ਦਾ,ঐডোব মৃদা,ऐडोब मृदा,ಹಸಿ ಇಟ್ಟಿಗೆ (ಬಿಸಿಲಿನಲ್ಲಿ ಒಣಗಿಸಿದ) ಹೆಂಟೆ,ഐഡോബ മൃദാ,ஐடோப ம்ருதா,ఐడోబ మృదా,ایڈوب مردا,ঐডব মৃদা,ଐଡୋବ ମୃଦା,ऐडोब मृदा
Adulterant,अपमिश्रक,અપમિશ્રક,अपमिश्रक,ਅਪਮਿਸ਼੍ਰਕ,অপমিশ্রক,अपमिश्रक,"ಅಪಮಿಶ್ರಕ, ಅಶುದ್ಧ ಮಿಶ್ರಕ, ಕಲಬೆರಕೆ ವಸ್ತು",അപമിശ്രക,அபமிச்ரக,అపమిశ్రక,اپمشرک,অপমিশ্রক,ଅପମିଶ୍ରକ,अपमिश्रक
Adventitious,अपस्थानिक,અપસ્થાનિક,अपस्थानिक,ਅਪਸ੍ਥਾਨਿਕ,অপস্থানিক,अपस्थानिक,ಅಸ್ಥಾನಿಕ,അപസ്ഥാനിക,அபஸ்தாநிக,అపస్థానిక,اپستھانک,অপস্থানিক,ଅପସ୍ଥାନିକ,अपस्थानिक
Aecidiospore,"एसीडियोस्पोर, एसीडियम बीजाणु","એસીડિયોસ્પોર, એસીડિયમ બીજાણુ","एसीडियोस्पोर, एसीडियम बीजाणु","ਏਸੀਡਿਯੋਸ੍ਪੋਰ, ਏਸੀਡਿਯਮ ਬੀਜਾਣੁ","এসীডিযোস্পোর, এসীডিযম বীজাণু","एसीडियोस्पोर, एसीडियम बीजाणु",ಅಸಿಡಿಯೊ ಬೀಜಾಣು,"ഏസീഡിയോസ്പോര, ഏസീഡിയമ ബീജാണു","ஏஸீடியோஸ்போர, ஏஸீடியம பீஜாணு","ఏసీడియోస్పోర, ఏసీడియమ బీజాణు",ایسیڈیوسپور، ایسیڈیم بیجانو,"সীডিযস্পর, সীডিযম বীজাণু","ଏସୀଡିଯୋସ୍ପୋର, ଏସୀଡିଯମ ବୀଜାଣୁ","एसीडियोस्पोर, एसीडियम बीजाणु"
Aeolian process,वातोढ़ प्रक्रिया,વાતોઢ઼ પ્રક્રિયા,वातोढ़ प्रक्रिया,ਵਾਤੋਢ਼ ਪ੍ਰਕ੍ਰਿਯਾ,বাতোঢ় প্রক্রিযা,वातोढ़ प्रक्रिया,ಗಾಳಿಮಣ್ಣು ಶೇಖರಣಾ ಪ್ರಕ್ರಿಯ,വാതോഢ പ്രക്രിയാ,வாதோட ப்ரக்ரியா,వాతోఢ ప్రక్రియా,واتوڑھ پرکریا,াতঢ় প্রক্রিযা,ବାତୋଢ଼ ପ୍ରକ୍ରିଯା,वातोढ़ प्रक्रिया
Aeolian,वातोढ़,વાતોઢ઼,वातोढ़,ਵਾਤੋਢ਼,বাতোঢ়,वातोढ़,ಗಾಳಿ ಮಣ್ಣು,വാതോഢ,வாதோட,వాతోఢ,واتوڑھ,াতঢ়,ବାତୋଢ଼,वातोढ़
Aerate,वातन करना,વાતન કરના,वातन करना,ਵਾਤਨ ਕਰਨਾ,বাতন করনা,वातन करना,ಗಾಳಿಯಾಡಿಸು,വാതന കരനാ,வாதந கரநா,వాతన కరనా,ہوادینا,াতন করনা,ବାତନ କରନା,वातन करना
Aerial,"वायव, आकाशी","વાયવ, આકાશી","वायव, आकाशी","ਹਵਾਈ,ਹਵਾਈ ਤਾਰ","বাযব, আকাশী","वायव, आकाशी",ಆಕಾಶೀಯ,"വായവ, ആകാശീ","வாயவ, ஆகாசீ","వాయవ, ఆకాశీ",ایریل / ہوائی,"ায, আকাশী","ବାୟବୀୟ, ଆକାଶୀ","वायव, आकाशी"
Aerometer,"ऐरोमीटर, वायुमापी, वायुघनत्वमाप","ઐરોમીટર, વાયુમાપી, વાયુઘનત્વમાપ","ऐरोमीटर, वायुमापी, वायुघनत्वमाप","ਐਰੋਮੀਟਰ, ਵਾਯੁਮਾਪੀ, ਵਾਯੁਘਨਤ੍ਵਮਾਪ","ঐরোমীটর, বাযুমাপী, বাযুঘনত্বমাপ","ऐरोमीटर, वायुमापी, वायुघनत्वमाप",ವಾಯುಮಾಪಕ,"ഐരോമീടര, വായുമാപീ, വായുഘനത്വമാപ","ஐரோமீடர, வாயுமாபீ, வாயுகநத்வமாப","ఐరోమీటర, వాయుమాపీ, వాయుఘనత్వమాప",ایرومیٹر، وایماپی، وایگھنتوماپ,"ঐরমীটর, াযুমাপী, াযুঘনত্মাপ","ଐରୋମୀଟର, ବାଯୁମାପୀ, ବାଯୁଘନତ୍ବମାପ","ऐरोमीटर, वायुमापी, वायुघनत्वमाप"
Aerosol,ऐरोसॉल,ઐરોસૉલ,ऐरोसॉल,ਐਰੋਸ੉ਲ,ঐরোসৌল,ऐरोसॉल,ವಾಯುಕಲಿಲ,ഐരോസൌല,ஐரோஸௌல,ఐరోసౌల,ایروسال,ঐরসল,ଐରୋସୌଲ,ऐरोसॉल
