English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
Activator,सक्रियक,સક્રિયક,सक्रियक,ਸਕ੍ਰਿਯਕ,সক্রিযক,सक्रियक,ಕ್ರಿಯಾಶಕ್ತಕಾರಕ,സക്രിയക,ஸக்ரியக,సక్రియక,سکریک,সক্রিযক,ସକ୍ରିୟକାରକ,सक्रियक
Active,सक्रिय,"સક્રિય, ક્રિયાશીલ, ગતિશીલ, કાર્યવેગ","सक्रिय, प्रत्यक्ष, क्रियाशील,उद्योगी",ਸਕ੍ਰਿਅ,সক্রিয়,"सक्रीय,कृतिशील,क्रियाशील,कार्यरत","ಸಕ್ರಿಯ, ಚಟುವಟಿಕೆಯಿಂದಿರುವ, ಕ್ರಿಯಾಶೀಲ",സക്രിയമായ,"1. சுறுசுறுப்பான, செயல்திறமுடைய 2. தீவிர கவனித்தல், தீவிர கருதுபாட்டில்","అమలు,ప్రత్యక్ష,చురుకుగా పనిచేసే",باعمل۔ سرگرم,সক্রিয়,"ସକ୍ରିୟ କରିବା, ସକ୍ରିୟ, ଉଦ୍ୟୋଗୀ, କର୍ମଠ, କ୍ରିୟାଶୀଳ",सक्रिय
Adcut (logogtype),नाम शैली,નામ શૈલી,नाम शैली,ਨਾਮ ਸ਼ੈਲੀ,নাম শৈলী,नाम शैली,ನಾಮ ಶೈಲೀ,നാമ ശൈലീ,நாம சைலீ,నామ శైలీ,نام شیلی,নাম শৈলী,ନାମ ଶୈଲୀ,नाम शैली
Addendum,अनुशेष,અનુશેષ,अनुशेष,"ਵਾਧੂ ਜੋੜਿਆ ਗਿਆ ਪਦਾਰਥ, ਪਰਿਸ਼ਿਸ਼ਟ",অনুশেষ,अनुशेष,ಅನುಶೇಷ,അനുശേഷ,அநுசேஷ,అనుశేష, ,অনুশষ,ଅନୁଶେଷ,अनुशेष
Additive mixture,योज्य मिश्रण,યોજ્ય મિશ્રણ,योज्य मिश्रण,ਯੋਜ੍ਯ ਮਿਸ਼੍ਰਣ,যোজ্য মিশ্রণ,योज्य मिश्रण,ಯೋಜ್ಯ ಮಿಶ್ರಣ,യോജ്യ മിശ്രണ,யோஜ்ய மிச்ரண,యోజ్య మిశ్రణ,یوجیہ مشرن,যজ্য মিশ্রণ,ଯୋଜ୍ଯ ମିଶ୍ରଣ,योज्य मिश्रण
Addressograph,पतालेखी,પતાલેખી,पतालेखी,ਪਤਾਲੇਖੀ,পতালেখী,पतालेखी,ಪತಾಲೇಖೀ,പതാലേഖീ,பதாலேகீ,పతాలేఖీ,ایڈ ریسو گراف، چھاپ مشین,পতালখী,ପତାଲେଖୀ,पतालेखी
Adhesive,आसंजक,આસંજક,आसंजक,ਚਿਪਚਿਪਾ,আসংজক,आसंजक,ಅಸಂಜಕ,ആസംജക,பசை ஒட்டிக்கொள்கிற,ఆసంజక,آسنجک,আসংজক,ସଂଲଗ୍ନକାରୀ/ସଂଲଗ୍ନକ,आसंजक
Adhesive binding,आसंजी जिल्दबंदी,આસંજી જિલ્દબંદી,आसंजी जिल्दबंदी,ਆਸਂਜੀ ਜਿਲ੍ਦਬਂਦੀ,আসংজী জিল্দবংদী,आसंजी जिल्दबंदी,ಆಸಂಜೀ ಜಿಲ್ದಬಂದೀ,ആസംജീ ജില്ദബംദീ,ஆஸங்ஜீ ஜில்தபங்தீ,ఆసంజీ జిల్దబందీ,آسنجی جلدبندی,আসংজী জিল্দবংদী,ଆସଂଜୀ ଜିଲ୍ଦବଂଦୀ,आसंजी जिल्दबंदी
Advance copy,अग्रिम प्रति,અગ્રિમ નકલ,आगाऊ प्रत,ਅਗ੍ਰਿਮ ਪ੍ਰਤੀ,"অগ্রিমপ্রতিলিপি,আগামকপি",आगाऊ पत्र,ಮುಂಗಡ ಪ್ರತಿ,മു൯കൂ൪ കോപ്പി,"முன் படி, முன் நகல்",ముందు పంపే ప్రతి,پیشگی کاپی,অগ্রিম প্রতি,ଅଗ୍ରିମ ନକଲ,अग्रिम प्रति
Advance jacket,अग्रिम जैकेट,અગ્રિમ જૈકેટ,अग्रिम जैकेट,ਅਗ੍ਰਿਮ ਜੈਕੇਟ,অগ্রিম জৈকেট,अग्रिम जैकेट,ಅಗ್ರಿಮ ಜೈಕೇಟ,അഗ്രിമ ജൈകേട,அக்ரிம ஜைகேட,అగ్రిమ జైకేట,اگرم جیکیٹ,অগ্রিম জৈকট,ଅଗ୍ରିମ ଜୈକେଟ,अग्रिम जैकेट
Advance release,अग्रिम विमोचन,અગ્રિમ વિમોચન,अग्रिम विमोचन,ਅਗ੍ਰਿਮ ਵਿਮੋਚਨ,অগ্রিম বিমোচন,अग्रिम विमोचन,ಅಗ್ರಿಮ ವಿಮೋಚನ,അഗ്രിമ വിമോചന,அக்ரிம விமோசந,అగ్రిమ విమోచన,اگرم وموچن,অগ্রিম িমচন,ଅଗ୍ରିମ ବିମୋଚନ,अग्रिम विमोचन
Advance sheet,अग्रिम शीट / अग्रिम पत्रक,અગ્રિમ શીટ / અગ્રિમ પત્રક,अग्रिम शीट / अग्रिम पत्रक,ਅਗ੍ਰਿਮ ਸ਼ੀਟ / ਅਗ੍ਰਿਮ ਪਤ੍ਰਕ,অগ্রিম শীট / অগ্রিম পত্রক,अग्रिम शीट / अग्रिम पत्रक,ಅಗ್ರಿಮ ಶೀಟ / ಅಗ್ರಿಮ ಪತ್ರಕ,അഗ്രിമ ശീട / അഗ്രിമ പത്രക,அக்ரிம சீட / அக்ரிம பத்ரக,అగ్రిమ శీట / అగ్రిమ పత్రక,اگرم شیٹ / اگرم پترک,অগ্রিম শীট / অগ্রিম পত্রক,ଅଗ୍ରିମ ଶୀଟ / ଅଗ୍ରିମ ପତ୍ରକ,अग्रिम शीट / अग्रिम पत्रक
Advancing the cylinder,सिलिंडर अग्रण,સિલિંડર અગ્રણ,सिलिंडर अग्रण,ਸਿਲਿਂਡਰ ਅਗ੍ਰਣ,সিলিংডর অগ্রণ,सिलिंडर अग्रण,ಸಿಲಿಂಡರ ಅಗ್ರಣ,സിലിംഡര അഗ്രണ,ஸிலிங்டர அக்ரண,సిలిండర అగ్రణ,سلنڈر اگرن,সিলিংডর অগ্রণ,ସିଲିଂଡର ଅଗ୍ରଣ,सिलिंडर अग्रण
Advertising medium,सिलिंडर माध्यम,સિલિંડર માધ્યમ,सिलिंडर माध्यम,ਸਿਲਿਂਡਰ ਮਾਧ੍ਯਮ,সিলিংডর মাধ্যম,सिलिंडर माध्यम,ಸಿಲಿಂಡರ ಮಾಧ್ಯಮ,സിലിംഡര മാധ്യമ,ஸிலிங்டர மாத்யம,సిలిండర మాధ్యమ,سلنڈر مادھیم,সিলিংডর মাধ্যম,ସିଲିଂଡର ମାଧ୍ଯମ,सिलिंडर माध्यम
Aerograph,वातलेखी,વાતલેખી,वातलेखी,ਵਾਤਲੇਖੀ,বাতলেখী,वातलेखी,ವಾತಲೇಖೀ,വാതലേഖീ,வாதலேகீ,వాతలేఖీ,واتلیکھی,াতলখী,ବାତଲେଖୀ,वातलेखी
Affinity,बंधूता,બંધૂતા,बंधूता,ਬਂਧੂਤਾ,বংধূতা,बंधूता,"ಬಂಧುತ್ವ, ನಂಟು",ബംധൂതാ,பங்தூதா,బంధూతా,رغبت,বংধূতা,"ସଂପର୍କ, ଐକ୍ୟ, ବଂଧୁତା, ସ୍ଵଜାତୀୟତା",बंधूता
Agate,ऐगेट,ઐગેટ,ऐगेट,ਐਗੇਟ,ঐগেট,ऐगेट,ಐಗೇಟ,ഐഗേട,ஐகேட,ఐగేట,عقیق / اگیٹ,ঐগট,ଐଗେଟ,ऐगेट
Agate line,ऐगेट लाइन,ઐગેટ લાઇન,ऐगेट लाइन,ਐਗੇਟ ਲਾਇਨ,ঐগেট লাইন,ऐगेट लाइन,ಐಗೇಟ ಲಾಇನ,ഐഗേട ലാഇന,ஐகேட லாஇந,ఐగేట లాఇన,ایگیٹ لائن,ঐগট লাইন,ଐଗେଟ ଲାଇନ,ऐगेट लाइन
Agitation,विलोड़न,"આંદોલન, ઉશ્કેરાટ, ઉત્તેજના","अंदोलन, क्षोभ",ਅੰਦੋਲਨ,আন্দোলন,"चळवळ,आंदोलन","ಪ್ರಕ್ಷೋಭನೆ, ಕಲಕುವಿಕೆ",വിക്ഷോഭം,"கிளர்ச்சி, கலக்கம்",ఆందోళన,ایجیٹیشن,1. আন্দোলন 2. অশান্তি,ଆନ୍ଦୋଳିତ,आन्दोलन
Agitator,विलोडक,વિલોડક,विलोडक,ਵਿਲੋਡਕ,বিলোডক,विलोडक,"ಕಲಕುಸಾಧನ, ಕ್ಷೋಭಕಯಂತ್ರ",വിലോഡക,விலோடக,విలోడక,ولوڈک,িলডক,ବିଲୋଡକ,विलोडक
Air bar,वायु छड़,વાયુ છડ઼,वायु छड़,ਵਾਯੁ ਛਡ਼,বাযু ছড়,वायु छड़,ವಾಯು ಛಡ಼,വായു ഛഡ,வாயு சட,వాయు ఛడ,وایو چھڑ,াযু ছড়,ବାଯୁ ଛଡ଼,वायु छड़
Air bell,फफोला चिह्न,ફફોલા ચિહ્ન,फफोला चिह्न,ਫਫੋਲਾ ਚਿਹ੍ਨ,ফফোলা চিহ্ন,फफोला चिह्न,ಫಫೋಲಾ ಚಿಹ್ನ,ഫഫോലാ ചിഹ്ന,பபோலா சிஹ்ந,ఫఫోలా చిహ్న,پھپھولا چہن,ফফলা চিহ্ন,ଫଫୋଲା ଚିହ୍ନ,फफोला चिह्न
Air brush,वात कूची,વાત કૂચી,वात कूची,ਵਾਤ ਕੂਚੀ,বাত কূচী,वात कूची,ವಾತ ಕೂಚೀ,വാത കൂചീ,வாத கூசீ,వాత కూచీ,وات کوچی,াত কূচী,ବାତ କୂଚୀ,वात कूची
Air buffer,वायु बफर,વાયુ બફર,वायु बफर,ਵਾਯੁ ਬਫਰ,বাযু বফর,वायु बफर,ವಾಯು ಬಫರ,വായു ബഫര,வாயு பபர,వాయు బఫర,وایو بفر,াযু বফর,ବାଯୁ ବଫର,वायु बफर
Air condenser,वायु संधारित्र,વાયુ સંધારિત્ર,वायु संधारित्र,ਵਾਯੁ ਸਂਧਾਰਿਤ੍ਰ,বাযু সংধারিত্র,वायु संधारित्र,ವಾಯು ಸಂಧಾರಿತ್ರ,വായു സംധാരിത്ര,வாயு ஸங்தாரித்ர,వాయు సంధారిత్ర,ہواکنڈ نسر,াযু সংধারিত্র,ବାଯୁ ସଂଧାରିତ୍ର,वायु संधारित्र
Air conditioning,वातानुकूलन,વાતાનુકૂલન,वातानुकूलन,ਵਾਤਾਨੁਕੂਲਨ,বাতানুকূলন,वातानुकूलन,ವಾತಾನುಕೂಲನ,വാതാനുകൂലന,வாதாநுகூலந,వాతానుకూలన,ایر کنڈیشننگ,াতানুকূলন,ବାତାନୁକୂଲନ,वातानुकूलन
