English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
Abberrvillian,अबेवीली उद्योग,અબેવીલી ઉદ્યોગ,अबेवीली उद्योग,ਅਬੇਵੀਲੀ ਉਦ੍ਯੋਗ,অবেবীলী উদ্যোগ,अबेवीली उद्योग,ಅಬೇವೀಲೀ ಉದ್ಯೋಗ,അബേവീലീ ഉദ്യോഗ,அபேவீலீ உத்யோக,అబేవీలీ ఉద్యోగ,ابیویلی ادیوگ,অবীলী উদ্যগ,ଅବେବୀଲୀ ଉଦ୍ଯୋଗ,अबेवीली उद्योग
abberrvillian order,अबेवीली द् विमुख कुठार,અબેવીલી દ્ વિમુખ કુઠાર,अबेवीली द् विमुख कुठार,ਅਬੇਵੀਲੀ ਦ੍ ਵਿਮੁਖ ਕੁਠਾਰ,অবেবীলী দ্ বিমুখ কুঠার,अबेवीली द् विमुख कुठार,ಅಬೇವೀಲೀ ದ್ ವಿಮುಖ ಕುಠಾರ,അബേവീലീ ദ് വിമുഖ കുഠാര,அபேவீலீ த் விமுக குடார,అబేవీలీ ద్ విముఖ కుఠార,ابیویلی د ومکھ کوٹھار,অবীলী দ্ িমুখ কুঠার,ଅବେବୀଲୀ ଦ୍ ବିମୁଖ କୁଠାର,अबेवीली द् विमुख कुठार
Abbevillian handaxe,अबेवेली हस्तकुठार,અબેવેલી હસ્તકુઠાર,अबेवेली हस्तकुठार,ਅਬੇਵੇਲੀ ਹਸ੍ਤਕੁਠਾਰ,অবেবেলী হস্তকুঠার,अबेवेली हस्तकुठार,ಅಬೇವೇಲೀ ಹಸ್ತಕುಠಾರ,അബേവേലീ ഹസ്തകുഠാര,அபேவேலீ ஹஸ்தகுடார,అబేవేలీ హస్తకుఠార,ابیویلی ہستکوٹھار,অবলী হস্তকুঠার,ଅବେବେଲୀ ହସ୍ତକୁଠାର,अबेवेली हस्तकुठार
abbevillian industry,अबेबीली,અબેબીલી,अबेबीली,ਅਬੇਬੀਲੀ,অবেবীলী,अबेबीली,ಅಬೇಬೀಲೀ,അബേബീലീ,அபேபீலீ,అబేబీలీ,ابیبیلی,অববীলী,ଅବେବୀଲୀ,अबेबीली
Abbey,"भिक्षु तथा भिक्षुणी विहारों का समूह,मठाधीश या मठाध्यक्ष","ભિક્ષુ તથા ભિક્ષુણી વિહારોં કા સમૂહ,મઠાધીશ યા મઠાધ્યક્ષ","भिक्षु तथा भिक्षुणी विहारों का समूह,मठाधीश या मठाध्यक्ष",ਮੱਠ ਪਾਦਰੀਆਂ ਦੀ ਮੰਡਲੀ,"ভিক্ষু তথা ভিক্ষুণী বিহারোং কা সমূহ,মঠাধীশ যা মঠাধ্যক্ষ","भिक्षु तथा भिक्षुणी विहारों का समूह,मठाधीश या मठाध्यक्ष","ಭಿಕ್ಷು ತಥಾ ಭಿಕ್ಷುಣೀ ವಿಹಾರೋಂ ಕಾ ಸಮೂಹ,ಮಠಾಧೀಶ ಯಾ ಮಠಾಧ್ಯಕ್ಷ","ഭിക്ഷു തഥാ ഭിക്ഷുണീ വിഹാരോം കാ സമൂഹ,മഠാധീശ യാ മഠാധ്യക്ഷ","பிக்ஷு ததா பிக்ஷுணீ விஹாரோங் கா ஸமூஹ,மடாதீச யா மடாத்யக்ஷ","భిక్షు తథా భిక్షుణీ విహారోం కా సమూహ,మఠాధీశ యా మఠాధ్యక్ష",ایبی عیسائی خانقاہ,"ভিক্ষু তথা ভিক্ষুণী িহারং কা সমূহ,মঠাধীশ যা মঠাধ্যক্ষ","ଭିକ୍ଷୁ ତଥା ଭିକ୍ଷୁଣୀ ବିହାରୋଂ କା ସମୂହ,ମଠାଧୀଶ ଯା ମଠାଧ୍ଯକ୍ଷ","भिक्षु तथा भिक्षुणी विहारों का समूह,मठाधीश या मठाध्यक्ष"
Abbey of Westminster,वैस्टमिन्सटर मठ,વૈસ્ટમિન્સટર મઠ,वैस्टमिन्सटर मठ,ਵੈਸ੍ਟਮਿਨ੍ਸਟਰ ਮਠ,বৈস্টমিন্সটর মঠ,वैस्टमिन्सटर मठ,ವೈಸ್ಟಮಿನ್ಸಟರ ಮಠ,വൈസ്ടമിന്സടര മഠ,வைஸ்டமிந்ஸடர மட,వైస్టమిన్సటర మఠ,ویسٹمنسٹر مٹھ,ৈস্টমিন্সটর মঠ,ବୈସ୍ଟମିନ୍ସଟର ମଠ,वैस्टमिन्सटर मठ
abbeystead (=abbeystede),"मठाभूमि, मठक्षेत्र","મઠાભૂમિ, મઠક્ષેત્ર","मठाभूमि, मठक्षेत्र","ਮਠਾਭੂਮਿ, ਮਠਕ੍਷ੇਤ੍ਰ","মঠাভূমি, মঠক্ষেত্র","मठाभूमि, मठक्षेत्र","ಮಠಾಭೂಮಿ, ಮಠಕ್ಷೇತ್ರ","മഠാഭൂമി, മഠക്ഷേത്ര","மடாபூமி, மடக்ஷேத்ர","మఠాభూమి, మఠక్షేత్ర",مٹھابھومی، مٹھکشیتر,"মঠাভূমি, মঠক্ষত্র","ମଠାଭୂମି, ମଠକ୍ଷେତ୍ର","मठाभूमि, मठक्षेत्र"
abbozzo,अबोजो रेखाचित्र,અબોજો રેખાચિત્ર,अबोजो रेखाचित्र,ਅਬੋਜੋ ਰੇਖਾਚਿਤ੍ਰ,অবোজো রেখাচিত্র,अबोजो रेखाचित्र,ಅಬೋಜೋ ರೇಖಾಚಿತ್ರ,അബോജോ രേഖാചിത്ര,அபோஜோ ரேகாசித்ர,అబోజో రేఖాచిత్ర,ابوجو ریکھاچتر,অবজ রখাচিত্র,ଅବୋଜୋ ରେଖାଚିତ୍ର,अबोजो रेखाचित्र
Abdarkhana,"आबदार खाना, पेय जल का भंडार","આબદાર ખાના, પેય જલ કા ભંડાર","आबदार खाना, पेय जल का भंडार","ਆਬਦਾਰ ਖਾਨਾ, ਪੇਯ ਜਲ ਕਾ ਭਂਡਾਰ","আবদার খানা, পেয জল কা ভংডার","आबदार खाना, पेय जल का भंडार","ಆಬದಾರ ಖಾನಾ, ಪೇಯ ಜಲ ಕಾ ಭಂಡಾರ","ആബദാര ഖാനാ, പേയ ജല കാ ഭംഡാര","ஆபதார காநா, பேய ஜல கா பங்டார","ఆబదార ఖానా, పేయ జల కా భండార",آبدار کھانا، پے جل کا بھنڈار,"আবদার খানা, পয জল কা ভংডার","ଆବଦାର ଖାନା, ପେଯ ଜଲ କା ଭଂଡାର","आबदार खाना, पेय जल का भंडार"
abditory,मालखाना,માલખાના,मालखाना,ਮਾਲਖਾਨਾ,মালখানা,मालखाना,ಮಾಲಖಾನಾ,മാലഖാനാ,மாலகாநா,మాలఖానా,مالکھانا,মালখানা,ମାଲଖାନା,मालखाना
abetment,कृंतन; निहनन,કૃંતન; નિહનન,कृंतन; निहनन,ਚੁੱਕ ਦੇਣੀ ਜਾਂ ਸ਼ਹਿ ਦੇਣੀ,কৃংতন; নিহনন,कृंतन; निहनन,ಕೃಂತನ; ನಿಹನನ,കൃംതന; നിഹനന,க்ருங்தந; நிஹநந,కృంతన; నిహనన,کرنتن؛ نہنن,কৃংতন; নিহনন,"ଅସତ୍‌ କାର୍ଯ୍ୟରେ ସହାୟତା, ଅସତ୍‌ ପ୍ରବର୍ତ୍ତନା",कृंतन; निहनन
Abkhasian people,अबखार्सी जन,અબખાર્સી જન,अबखार्सी जन,ਅਬਖਾਰ੍ਸੀ ਜਨ,অবখার্সী জন,अबखार्सी जन,ಅಬಖಾರ್ಸೀ ಜನ,അബഖാര്സീ ജന,அபகார்ஸீ ஜந,అబఖార్సీ జన,ابکھارسی جن,অবখার্সী জন,ଅବଖାର୍ସୀ ଜନ,अबखार्सी जन
abkshan,आबकशाँ,આબકશાઁ,आबकशाँ,ਆਬਕਸ਼ਾੰ,আবকশাঁ,आबकशाँ,ಆಬಕಶಾಂ,ആബകശാം,ஆபகசாங்,ఆబకశాం,آبکشاں,আবকশাঁ,ଆବକଶାଁ,आबकशाँ
abolition,"विलोपन, लोप","નાબૂદી, લોપ, રદ","निरास, समाप्‍त करणे, नाश","ਖਾਤਮਾ, ਖਤਮ, ਸਮਾਪਤੀ","বিলোপকরা,তুলেদেওয়া,রদকরা","बंदी,मनाय,काडून उडोवप","ತೆಗೆದು ಹಾಕುವುದು, ನಿರ್ಮೂಲನ, ನಿವಾರಣೆ","നി൪ത്തലാക്കൽ, സമാപനം, ഉന്മൂലനം","நீக்கல், ஒழித்தல்","తొలగింపు,రద్దు,నిర్మూలన",خاتمہ,"ৰদকৰণ, ৰহিতকৰণ, বাতিলকৰণ, বিলোপকৰণ","ଉଚ୍ଛେଦିତ, ଲୋପକୃତ","1. उन्मूलन, समाप्‍ति 2. खारिज"
abolition of slavery,दासप्रथा का उन्मूलन,દાસપ્રથા કા ઉન્મૂલન,दासप्रथा का उन्मूलन,ਦਾਸਪ੍ਰਥਾ ਕਾ ਉਨ੍ਮੂਲਨ,দাসপ্রথা কা উন্মূলন,दासप्रथा का उन्मूलन,ದಾಸಪ್ರಥಾ ಕಾ ಉನ್ಮೂಲನ,ദാസപ്രഥാ കാ ഉന്മൂലന,தாஸப்ரதா கா உந்மூலந,దాసప్రథా కా ఉన్మూలన,داسپرتھا کا انمولن,দাসপ্রথা কা উন্মূলন,ଦାସପ୍ରଥା କା ଉନ୍ମୂଲନ,दासप्रथा का उन्मूलन
aboriginal,आदिवासी,આદિવાસી,आदिवासी,ਪਰੇਚੀਨ ਆਦਿਵਾਸੀ,আদিবাসী,आदिवासी,ಆದಿವಾಸೀ,ആദിവാസീ,ஆதிவாஸீ,ఆదివాసీ,آدی واسی ۔ قدیمی,আদিাসী,ଆଦିମ,आदिवासी
abrader,अपघर्षक,અપઘર્ષક,अपघर्षक,ਅਪਘਰ੍਷ਕ,অপঘর্ষক,अपघर्षक,ಅಪಘರ್ಷಕ,അപഘര്ഷക,அபகர்ஷக,అపఘర్షక,اپگھرشک,অপঘর্ষক,ଅପଘର୍ଷକ,अपघर्षक
Abraham Era,अब्राहम काल,અબ્રાહમ કાલ,अब्राहम काल,ਅਬ੍ਰਾਹਮ ਕਾਲ,অব্রাহম কাল,अब्राहम काल,ಅಬ್ರಾಹಮ ಕಾಲ,അബ്രാഹമ കാല,அப்ராஹம கால,అబ్రాహమ కాల,ابراہم کال,অব্রাহম কাল,ଅବ୍ରାହମ କାଲ,अब्राहम काल
abrasion,"अपघर्षण, घिसाई","અપઘર્ષણ, ઘિસાઈ","अपघर्षण, घिसाई",ਖੁਰਚਣ,"অপঘর্ষণ, ঘিসাঈ","अपघर्षण, घिसाई","ಉಜ್ಜುವಿಕೆ, ತರಚಿಕೆ","അപഘര്ഷണ, ഘിസാഈ","அபகர்ஷண, கிஸாஈ","అపఘర్షణ, ఘిసాఈ",خراشید گی۔ سائید گی۔ سایش,"অপঘর্ষণ, ঘিসাঈ","ଅପଘର୍ଷଣ, ଘର୍ଷଣଜନିତ ଚର୍ମକ୍ଷୟ","अपघर्षण, घिसाई"
abraum,गेरु,ગેરુ,गेरु,ਗੇਰੁ,গেরু,गेरु,ಗೇರು,ഗേരു,கேரு,గేరు,گیر,গরু,ଗେରୁ,गेरु
abraxas,"गंडा, तावीज, अब्रेक्सस","ગંડા, તાવીજ, અબ્રેક્સસ","गंडा, तावीज, अब्रेक्सस","ਗਂਡਾ, ਤਾਵੀਜ, ਅਬ੍ਰੇਕ੍ਸਸ","গংডা, তাবীজ, অব্রেক্সস","गंडा, तावीज, अब्रेक्सस","ಗಂಡಾ, ತಾವೀಜ, ಅಬ್ರೇಕ್ಸಸ","ഗംഡാ, താവീജ, അബ്രേക്സസ","கங்டா, தாவீஜ, அப்ரேக்ஸஸ","గండా, తావీజ, అబ్రేక్సస",گنڈا، تاویذ، ابریکسس,"গংডা, তাীজ, অব্রক্সস","ଗଂଡା, ତାବୀଜ, ଅବ୍ରେକ୍ସସ","गंडा, तावीज, अब्रेक्सस"
abreuvoir,रद्दे की दराज,રદ્દે કી દરાજ,रद्दे की दराज,ਰਦ੍ਦੇ ਕੀ ਦਰਾਜ,রদ্দে কী দরাজ,रद्दे की दराज,ರದ್ದೇ ಕೀ ದರಾಜ,രദ്ദേ കീ ദരാജ,ரத்தே கீ தராஜ,రద్దే కీ దరాజ,ردے کی دراز,রদ্দ কী দরাজ,ରଦ୍ଦେ କୀ ଦରାଜ,रद्दे की दराज
absentee landlord,प्रवासी ज़मीदार,પ્રવાસી જ઼મીદાર,प्रवासी ज़मीदार,ਪ੍ਰਵਾਸੀ ਜ਼ਮੀਦਾਰ,প্রবাসী জ়মীদার,प्रवासी ज़मीदार,ಪ್ರವಾಸೀ ಜ಼ಮೀದಾರ,പ്രവാസീ ജമീദാര,ப்ரவாஸீ ஜமீதார,ప్రవాసీ జమీదార,پرواسی زمیدار,প্রাসী জ়মীদার,ପ୍ରବାସୀ ଜ଼ମୀଦାର,प्रवासी ज़मीदार
absentee sovereignty ship,अन्यत्रवासी सम्प्रभुता,અન્યત્રવાસી સમ્પ્રભુતા,अन्यत्रवासी सम्प्रभुता,ਅਨ੍ਯਤ੍ਰਵਾਸੀ ਸਮ੍ਪ੍ਰਭੁਤਾ,অন্যত্রবাসী সম্প্রভুতা,अन्यत्रवासी सम्प्रभुता,ಅನ್ಯತ್ರವಾಸೀ ಸಮ್ಪ್ರಭುತಾ,അന്യത്രവാസീ സമ്പ്രഭുതാ,அந்யத்ரவாஸீ ஸம்ப்ரபுதா,అన్యత్రవాసీ సమ్ప్రభుతా,انیترواسی سمپربھتا,অন্যত্রাসী সম্প্রভুতা,ଅନ୍ଯତ୍ରବାସୀ ସମ୍ପ୍ରଭୁତା,अन्यत्रवासी सम्प्रभुता
absolute,निरपेक्ष,"અબાધિત, નિરંકુશ, અમર્યાદિત, પરિશુદ્ધ, પૂર્ણ","आबाधित, केवळ, निरपवाद, पूर्ण, बिनशर्त, अटिशिवाय","ਪੂਰਨ, ਨਿਰਪੱਖ","চূড়ান্ত,চরম,পূর্ণ","पुराय,पूर्ण,संपूर्ण",ನಿರ್ದಿಷ್ಟ,കേവല,"முழுமையான, வரம்பற்ற, தனித்த","పరమ,సంపూర్ణ,సమగ్ర,నిరపేక్ష,కేవల,",مطلق,"পূর্ণ,সম্পূর্ণ,একছত্রী,নিৰঙ্কুশ","ସମ୍ପୂର୍ଣ୍ଣ, ନିରଙ୍କୁଶ",1. पूर्ण 2. अनियन्त्रित
absolute chronology,निरपेक्ष कालानुक्रम,નિરપેક્ષ કાલાનુક્રમ,निरपेक्ष कालानुक्रम,ਨਿਰਪੇਕ੍਷ ਕਾਲਾਨੁਕ੍ਰਮ,নিরপেক্ষ কালানুক্রম,निरपेक्ष कालानुक्रम,ನಿರಪೇಕ್ಷ ಕಾಲಾನುಕ್ರಮ,നിരപേക്ഷ കാലാനുക്രമ,நிரபேக்ஷ காலாநுக்ரம,నిరపేక్ష కాలానుక్రమ,نرپیکش کالانکرم,নিরপক্ষ কালানুক্রম,ନିରପେକ୍ଷ କାଲାନୁକ୍ରମ,निरपेक्ष कालानुक्रम
absolute dating,"निरपेक्ष तिथि निर्धारण, निरपेक्ष तिथ्‍यांकन","નિરપેક્ષ તિથિ નિર્ધારણ, નિરપેક્ષ તિથ્યાંકન","निरपेक्ष तिथि निर्धारण, निरपेक्ष तिथ्यांकन","ਨਿਰਪੇਕ੍਷ ਤਿਥਿ ਨਿਰ੍ਧਾਰਣ, ਨਿਰਪੇਕ੍਷ ਤਿਥ੍ਯਾਂਕਨ","নিরপেক্ষ তিথি নির্ধারণ, নিরপেক্ষ তিথ্যাংকন","निरपेक्ष तिथि निर्धारण, निरपेक्ष तिथ्यांकन","ನಿರಪೇಕ್ಷ ತಿಥಿ ನಿರ್ಧಾರಣ, ನಿರಪೇಕ್ಷ ತಿಥ್ಯಾಂಕನ","നിരപേക്ഷ തിഥി നിര്ധാരണ, നിരപേക്ഷ തിഥ്യാംകന","நிரபேக்ஷ திதி நிர்தாரண, நிரபேக்ஷ தித்யாங்கந","నిరపేక్ష తిథి నిర్ధారణ, నిరపేక్ష తిథ్యాంకన",نرپیکش تتھی نردھارن، نرپیکش تتھیانکن,"নিরপক্ষ তিথি নির্ধারণ, নিরপক্ষ তিথ্যাংকন","ନିରପେକ୍ଷ ତିଥି ନିର୍ଧାରଣ, ନିରପେକ୍ଷ ତିଥ୍ଯାଂକନ","निरपेक्ष तिथि निर्धारण, निरपेक्ष तिथ्यांकन"
absolutism,निरंकुशशासनवाद,નિરંકુશશાસનવાદ,निरंकुशशासनवाद,ਨਿਰਂਕੁਸ਼ਸ਼ਾਸਨਵਾਦ,নিরংকুশশাসনবাদ,निरंकुशशासनवाद,ನಿರಂಕುಶಶಾಸನವಾದ,നിരംകുശശാസനവാദ,நிரங்குசசாஸநவாத,నిరంకుశశాసనవాద,استبدادیت ۔ مطلق العنانی,নিরংকুশশাসনাদ,ନିରଂକୁଶଶାସନବାଦ,निरंकुशशासनवाद
absorbing,"अवशोषी, चित्‍ताकर्षक","અવશોષી, ચિત્તાકર્ષક","अवशोषी, चित्ताकर्षक","ਅਵਸ਼ੋ਷ੀ, ਚਿਤ੍ਤਾਕਰ੍਷ਕ","অবশোষী, চিত্তাকর্ষক","अवशोषी, चित्ताकर्षक","ಅವಶೋಷೀ, ಚಿತ್ತಾಕರ್ಷಕ","അവശോഷീ, ചിത്താകര്ഷക","அவசோஷீ, சித்தாகர்ஷக","అవశోషీ, చిత్తాకర్షక",اوشوشی، چتاکرشک,"অশষী, চিত্তাকর্ষক","ଅବଶୋଷୀ, ଚିତ୍ତାକର୍ଷକ","अवशोषी, चित्ताकर्षक"
abstract style,अमूर्त शैली,અમૂર્ત શૈલી,अमूर्त शैली,ਅਮੂਰ੍ਤ ਸ਼ੈਲੀ,অমূর্ত শৈলী,अमूर्त शैली,ಅಮೂರ್ತ ಶೈಲೀ,അമൂര്ത ശൈലീ,அமூர்த சைலீ,అమూర్త శైలీ,امورت شیلی,অমূর্ত শৈলী,ଅମୂର୍ତ ଶୈଲୀ,अमूर्त शैली
abstract symbol,अमूर्त प्रतीक,અમૂર્ત પ્રતીક,अमूर्त प्रतीक,ਅਮੂਰ੍ਤ ਪ੍ਰਤੀਕ,অমূর্ত প্রতীক,अमूर्त प्रतीक,ಅಮೂರ್ತ ಪ್ರತೀಕ,അമൂര്ത പ്രതീക,அமூர்த ப்ரதீக,అమూర్త ప్రతీక,امورت پرتیک,অমূর্ত প্রতীক,ଅମୂର୍ତ ପ୍ରତୀକ,अमूर्त प्रतीक
abut,सीमा-स्पर्शन,સીમા-સ્પર્શન,सीमा-स्पर्शन,ਸੀਮਾ-ਸ੍ਪਰ੍ਸ਼ਨ,সীমা-স্পর্শন,सीमा-स्पर्शन,ಸೀಮಾ-ಸ್ಪರ್ಶನ,സീമാ-സ്പര്ശന,ஸீமா-ஸ்பர்சந,సీమా-స్పర్శన,سیما-سپرشن,সীমা-স্পর্শন,ସୀମା-ସ୍ପର୍ଶନ,सीमा-स्पर्शन
abutment,"अंत्याधार, पीलपाया","અંત્યાધાર, પીલપાયા","अंत्याधार, पीलपाया","ਅਂਤ੍ਯਾਧਾਰ, ਪੀਲਪਾਯਾ","অংত্যাধার, পীলপাযা","अंत्याधार, पीलपाया",ಊರೆ,"അംത്യാധാര, പീലപായാ","அங்த்யாதார, பீலபாயா","అంత్యాధార, పీలపాయా",انتیادھار، پیلپایا,"অংত্যাধার, পীলপাযা","ଅଂତ୍ଯାଧାର, ପୀଲପାଯା","अंत्याधार, पीलपाया"
academic archaeology,शैक्षिक पुरातत्व,શૈક્ષિક પુરાતત્વ,शैक्षिक पुरातत्व,ਸ਼ੈਕ੍਷ਿਕ ਪੁਰਾਤਤ੍ਵ,শৈক্ষিক পুরাতত্ব,शैक्षिक पुरातत्व,ಶೈಕ್ಷಿಕ ಪುರಾತತ್ವ,ശൈക്ഷിക പുരാതത്വ,சைக்ஷிக புராதத்வ,శైక్షిక పురాతత్వ,شیکشک پراتتو,শৈক্ষিক পুরাতত্,ଶୈକ୍ଷିକ ପୁରାତତ୍ବ,शैक्षिक पुरातत्व
academy,अकादमी; विद्वत्परिषद,અકાદમી; વિદ્વત્પરિષદ,अकादमी; विद्वत्परिषद,ਵਿਦਿਆਲਾ,অকাদমী; বিদ্বত্পরিষদ,अकादमी; विद्वत्परिषद,ಅಕಾದಮೀ; ವಿದ್ವತ್ಪರಿಷದ,അകാദമീ; വിദ്വത്പരിഷദ,அகாதமீ; வித்வத்பரிஷத,అకాదమీ; విద్వత్పరిషద,اکاڈمی,অকাদমী; িদ্ত্পরিষদ,ଅକାଦମୀ; ବିଦ୍ବତ୍ପରିଷଦ,अकादमी; विद्वत्परिषद
acanthus,आकैंथस कंटकी-पर्णक,આકૈંથસ કંટકી-પર્ણક,आकैंथस कंटकी-पर्णक,ਆਕੈਂਥਸ ਕਂਟਕੀ-ਪਰ੍ਣਕ,আকৈংথস কংটকী-পর্ণক,आकैंथस कंटकी-पर्णक,ಆಕೈಂಥಸ ಕಂಟಕೀ-ಪರ್ಣಕ,ആകൈംഥസ കംടകീ-പര്ണക,ஆகைங்தஸ கங்டகீ-பர்ணக,ఆకైంథస కంటకీ-పర్ణక,آکینتھس کنٹکی-پرنک,আকৈংথস কংটকী-পর্ণক,କଣ୍ଟାଳିଆ,आकैंथस कंटकी-पर्णक
