English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
Anhydrous hydrofluoric acid,निर्जल हाइड्रोफ्लुओरिक अम्ल,નિર્જલ હાઇડ્રોફ્લુઓરિક અમ્લ,निर्जल हाइड्रोफ्लुओरिक अम्ल,ਨਿਰ੍ਜਲ ਹਾਇਡ੍ਰੋਫ੍ਲੁਓਰਿਕ ਅਮ੍ਲ,নির্জল হাইড্রোফ্লুওরিক অম্ল,निर्जल हाइड्रोफ्लुओरिक अम्ल,ನಿರ್ಜಲ ಹಾಇಡ್ರೋಫ್ಲುಓರಿಕ ಅಮ್ಲ,നിര്ജല ഹാഇഡ്രോഫ്ലുഓരിക അമ്ല,நிர்ஜல ஹாஇட்ரோப்லுஓரிக அம்ல,నిర్జల హాఇడ్రోఫ్లుఓరిక అమ్ల,نرجل ہائڈروفلؤرک عمل,নির্জল হাইড্রফ্লুরিক অম্ল,ନିର୍ଜଲ ହାଇଡ୍ରୋଫ୍ଲୁଓରିକ ଅମ୍ଲ,निर्जल हाइड्रोफ्लुओरिक अम्ल
Anisotropic etch,विषमदैशिक निक्षार,વિષમદૈશિક નિક્ષાર,विषमदैशिक निक्षार,ਵਿ਷ਮਦੈਸ਼ਿਕ ਨਿਕ੍਷ਾਰ,বিষমদৈশিক নিক্ষার,विषमदैशिक निक्षार,ವಿಷಮದೈಶಿಕ ನಿಕ್ಷಾರ,വിഷമദൈശിക നിക്ഷാര,விஷமதைசிக நிக்ஷார,విషమదైశిక నిక్షార,وشمدیشک نکشار,িষমদৈশিক নিক্ষার,ବିଷମଦୈଶିକ ନିକ୍ଷାର,विषमदैशिक निक्षार
Anneal,"अनीलन, तापानुशीतन","અનીલન, તાપાનુશીતન","अनीलन, तापानुशीतन","ਅਨੀਲਨ, ਤਾਪਾਨੁਸ਼ੀਤਨ","অনীলন, তাপানুশীতন","अनीलन, तापानुशीतन",ಕ್ರಮವಾಗಿ ತಣಿಸು.,"അനീലന, താപാനുശീതന","அநீலந, தாபாநுசீதந","అనీలన, తాపానుశీతన",انیلن، تاپانشیتن,"অনীলন, তাপানুশীতন","ଅନୀଲନ, ତାପାନୁଶୀତନ","अनीलन, तापानुशीतन"
Anodization,एनोडीकरण,એનોડીકરણ,एनोडीकरण,ਏਨੋਡੀਕਰਣ,এনোডীকরণ,एनोडीकरण,ಏನೋಡೀಕರಣ,ഏനോഡീകരണ,ஏநோடீகரண,ఏనోడీకరణ,اینوڈیکرن,নডীকরণ,ଏନୋଡୀକରଣ,एनोडीकरण
Antimony standard solution,एंटीमनी मानक विलयन,એંટીમની માનક વિલયન,एंटीमनी मानक विलयन,ਏਂਟੀਮਨੀ ਮਾਨਕ ਵਿਲਯਨ,এংটীমনী মানক বিলযন,एंटीमनी मानक विलयन,ಏಂಟೀಮನೀ ಮಾನಕ ವಿಲಯನ,ഏംടീമനീ മാനക വിലയന,ஏங்டீமநீ மாநக விலயந,ఏంటీమనీ మానక విలయన,اینٹیمنی مانک ولین,ংটীমনী মানক িলযন,ଏଂଟୀମନୀ ମାନକ ବିଲଯନ,एंटीमनी मानक विलयन
Antireflective coating,अपरावर्ती विलेपन,અપરાવર્તી વિલેપન,अपरावर्ती विलेपन,ਅਪਰਾਵਰ੍ਤੀ ਵਿਲੇਪਨ,অপরাবর্তী বিলেপন,अपरावर्ती विलेपन,ಅಪರಾವರ್ತೀ ವಿಲೇಪನ,അപരാവര്തീ വിലേപന,அபராவர்தீ விலேபந,అపరావర్తీ విలేపన,اپراورتی ولیپن,অপরার্তী িলপন,ଅପରାବର୍ତୀ ବିଲେପନ,अपरावर्ती विलेपन
Antistatic bin,प्रतिस्थैतिक घानी,પ્રતિસ્થૈતિક ઘાની,प्रतिस्थैतिक घानी,ਪ੍ਰਤਿਸ੍ਥੈਤਿਕ ਘਾਨੀ,প্রতিস্থৈতিক ঘানী,प्रतिस्थैतिक घानी,ಪ್ರತಿಸ್ಥೈತಿಕ ಘಾನೀ,പ്രതിസ്ഥൈതിക ഘാനീ,ப்ரதிஸ்தைதிக காநீ,ప్రతిస్థైతిక ఘానీ,پرتستھیتک گھانی,প্রতিস্থৈতিক ঘানী,ପ୍ରତିସ୍ଥୈତିକ ଘାନୀ,प्रतिस्थैतिक घानी
Antistatic box,प्रतिस्थैतिक पेटी,પ્રતિસ્થૈતિક પેટી,प्रतिस्थैतिक पेटी,ਪ੍ਰਤਿਸ੍ਥੈਤਿਕ ਪੇਟੀ,প্রতিস্থৈতিক পেটী,प्रतिस्थैतिक पेटी,ಪ್ರತಿಸ್ಥೈತಿಕ ಪೇಟೀ,പ്രതിസ്ഥൈതിക പേടീ,ப்ரதிஸ்தைதிக பேடீ,ప్రతిస్థైతిక పేటీ,پرتستھیتک پیٹی,প্রতিস্থৈতিক পটী,ପ୍ରତିସ୍ଥୈତିକ ପେଟୀ,प्रतिस्थैतिक पेटी
Application specific integrated circuit,अनुप्रयोग विशिष्‍ट एकीकृत परिपथ,અનુપ્રયોગ વિશિષ્ટ એકીકૃત પરિપથ,अनुप्रयोग विशिष्ट एकीकृत परिपथ,ਅਨੁਪ੍ਰਯੋਗ ਵਿਸ਼ਿ਷੍ਟ ਏਕੀਕ੃ਤ ਪਰਿਪਥ,অনুপ্রযোগ বিশিষ্ট একীকৃত পরিপথ,अनुप्रयोग विशिष्ट एकीकृत परिपथ,ಅನುಪ್ರಯೋಗ ವಿಶಿಷ್ಟ ಏಕೀಕೃತ ಪರಿಪಥ,അനുപ്രയോഗ വിശിഷ്ട ഏകീകൃത പരിപഥ,அநுப்ரயோக விசிஷ்ட ஏகீக்ருத பரிபத,అనుప్రయోగ విశిష్ట ఏకీకృత పరిపథ,انوپریوگ وششٹ ایکیکرت پرپتھ,অনুপ্রযগ িশিষ্ট কীকৃত পরিপথ,ଅନୁପ୍ରଯୋଗ ବିଶିଷ୍ଟ ଏକୀକୃତ ପରିପଥ,अनुप्रयोग विशिष्ट एकीकृत परिपथ
Araldite,एरालडाइट,એરાલડાઇટ,एरालडाइट,ਏਰਾਲਡਾਇਟ,এরালডাইট,एरालडाइट,ಏರಾಲಡಾಇಟ,ഏരാലഡാഇട,ஏராலடாஇட,ఏరాలడాఇట,ایرالڈائٹ,রালডাইট,ଏରାଲଡାଇଟ,एरालडाइट
Argon gas,आर्गन गैस,આર્ગન ગૈસ,आर्गन गैस,ਆਰ੍ਗਨ ਗੈਸ,আর্গন গৈস,आर्गन गैस,ಆರ್ಗನ ಗೈಸ,ആര്ഗന ഗൈസ,ஆர்கந கைஸ,ఆర్గన గైస,آرگن گیس,আর্গন গৈস,ଆର୍ଗନ ଗୈସ,आर्गन गैस
Arrhenius plot,आरेनिअस आलेख,આરેનિઅસ આલેખ,आरेनिअस आलेख,ਆਰੇਨਿਅਸ ਆਲੇਖ,আরেনিঅস আলেখ,आरेनिअस आलेख,ಆರೇನಿಅಸ ಆಲೇಖ,ആരേനിഅസ ആലേഖ,ஆரேநிஅஸ ஆலேக,ఆరేనిఅస ఆలేఖ,آرینیس آلیکھ,আরনিঅস আলখ,ଆରେନିଅସ ଆଲେଖ,आरेनिअस आलेख
Ashing,"ऐशन, भस्मन","ઐશન, ભસ્મન","ऐशन, भस्मन","ਐਸ਼ਨ, ਭਸ੍ਮਨ","ঐশন, ভস্মন","ऐशन, भस्मन","ಐಶನ, ಭಸ್ಮನ","ഐശന, ഭസ്മന","ஐசந, பஸ்மந","ఐశన, భస్మన",ایشن، بھسمن,"ঐশন, ভস্মন","ଐଶନ, ଭସ୍ମନ","ऐशन, भस्मन"
Assembly,समन्वायोजन,"સભા, મંડળી, જોડકામ, એકત્રીકરણ, મળવું, વિધાનસભા, ધારાસભા","सभा, जमाव","ਸਭਾ, ਜਮਾਅ","সভা,সমাগম,জমায়েত",1. सभा 2. जमाव,ಸಮುಚ್ಛಯ,മണ്ഡലം,"பேரவை, மன்றம்","అసెంబ్లీ,విధానసభ,శాసనసభ",مجلس۔ اسمبلی,"1.সভা, সমাজ, মণ্ডলী 2. ব্যৱস্থাপক সভা, বিধানসভা 3. যি ঠাইত যন্ত্রৰ অংশবোৰ সংযোজিত কৰা হয়","ବିଧାନସଭା, ଜନ ସମାବେଶ, ସମ୍ମେଳନ, ସଭାଗୃହ","भेला, जमघट, सभा"
Atmospheric pressure,वायुमंडलीय दाब,વાયુમંડલીય દાબ,वायुमंडलीय दाब,ਵਾਯੁਮਂਡਲੀਯ ਦਾਬ,বাযুমংডলীয দাব,वायुमंडलीय दाब,ವಾತಾವರಣದ ಒತ್ತಡ,വായുമംഡലീയ ദാബ,வாயுமங்டலீய தாப,వాయుమండలీయ దాబ,فضائی داب,াযুমংডলীয দাব,ବାଯୁମଂଡଲୀଯ ଦାବ,वायुमंडलीय दाब
Atomic force microscope,परमाणु - बल सूक्ष्मदर्शी,પરમાણુ - બલ સૂક્ષ્મદર્શી,परमाणु - बल सूक्ष्मदर्शी,ਪਰਮਾਣੁ - ਬਲ ਸੂਕ੍਷੍ਮਦਰ੍ਸ਼ੀ,পরমাণু - বল সূক্ষ্মদর্শী,परमाणु - बल सूक्ष्मदर्शी,ಪರಮಾಣು - ಬಲ ಸೂಕ್ಷ್ಮದರ್ಶೀ,പരമാണു - ബല സൂക്ഷ്മദര്ശീ,பரமாணு - பல ஸூக்ஷ்மதர்சீ,పరమాణు - బల సూక్ష్మదర్శీ,پرمانو - بل سوکشمدرشی,পরমাণু - বল সূক্ষ্মদর্শী,ପରମାଣୁ - ବଲ ସୂକ୍ଷ୍ମଦର୍ଶୀ,परमाणु - बल सूक्ष्मदर्शी
