English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
Absorbed  capital,निविष्ट पूँजी,નિવિષ્ટ પૂઁજી,निविष्ट पूँजी,ਨਿਵਿ਷੍ਟ ਪੂੰਜੀ,নিবিষ্ট পূঁজী,निविष्ट पूँजी,ನಿವಿಷ್ಟ ಪೂಂಜೀ,നിവിഷ്ട പൂംജീ,நிவிஷ்ட பூங்ஜீ,నివిష్ట పూంజీ,نوشٹ پونجی,নিিষ্ট পূঁজী,ନିବିଷ୍ଟ ପୂଁଜୀ,निविष्ट पूँजी
Absorbed labour,नियोजित श्रमिक,નિયોજિત શ્રમિક,नियोजित श्रमिक,ਨਿਯੋਜਿਤ ਸ਼੍ਰਮਿਕ,নিযোজিত শ্রমিক,नियोजित श्रमिक,ನಿಯೋಜಿತ ಶ್ರಮಿಕ,നിയോജിത ശ്രമിക,நியோஜித ச்ரமிக,నియోజిత శ్రమిక,نیوجت شرمک,নিযজিত শ্রমিক,ନିଯୋଜିତ ଶ୍ରମିକ,नियोजित श्रमिक
Absorbed overhead,अवशोषित उपरिव्यय,અવશોષિત ઉપરિવ્યય,अवशोषित उपरिव्यय,ਅਵਸ਼ੋ਷ਿਤ ਉਪਰਿਵ੍ਯਯ,অবশোষিত উপরিব্যয,अवशोषित उपरिव्यय,ಅವಶೋಷಿತ ಉಪರಿವ್ಯಯ,അവശോഷിത ഉപരിവ്യയ,அவசோஷித உபரிவ்யய,అవశోషిత ఉపరివ్యయ,اوشوشت اپروییہ,অশষিত উপরি্যয,ପରିଶୋଷିତ ଉପରି ବ୍ୟୟ,अवशोषित उपरिव्यय
Abstinence,उपभोग-स्थगन,ઉપભોગ-સ્થગન,उपभोग-स्थगन,ਸੰਜਮ ਭੋਗ ਤਿਆਗ ਪਰਹੇਜ,উপভোগ-স্থগন,उपभोग-स्थगन,ಉಪಭೋಗ-ಸ್ಥಗನ,ഉപഭോഗ-സ്ഥഗന,உபபோக-ஸ்தகந,ఉపభోగ-స్థగన,اپبھوگ-ستھگن,উপভগ-স্থগন,"ନିବୃତ୍ତି, ବିରତି",उपभोग-स्थगन
Abstinence theory of interest,ब्याज का उपभोग-स्थगन सिद्धांत,બ્યાજ કા ઉપભોગ-સ્થગન સિદ્ધાંત,ब्याज का उपभोग-स्थगन सिद्धांत,ਬ੍ਯਾਜ ਕਾ ਉਪਭੋਗ-ਸ੍ਥਗਨ ਸਿਦ੍ਧਾਂਤ,ব্যাজ কা উপভোগ-স্থগন সিদ্ধাংত,ब्याज का उपभोग-स्थगन सिद्धांत,ಬ್ಯಾಜ ಕಾ ಉಪಭೋಗ-ಸ್ಥಗನ ಸಿದ್ಧಾಂತ,ബ്യാജ കാ ഉപഭോഗ-സ്ഥഗന സിദ്ധാംത,ப்யாஜ கா உபபோக-ஸ்தகந ஸித்தாங்த,బ్యాజ కా ఉపభోగ-స్థగన సిద్ధాంత,بیاج کا اپبھوگ-ستھگن سدھانت,ব্যাজ কা উপভগ-স্থগন সিদ্ধাংত,ବ୍ଯାଜ କା ଉପଭୋଗ-ସ୍ଥଗନ ସିଦ୍ଧାଂତ,ब्याज का उपभोग-स्थगन सिद्धांत
Abstract budget,संक्षिप्त बजट,સંક્ષિપ્ત બજટ,संक्षिप्त बजट,ਸਂਕ੍਷ਿਪ੍ਤ ਬਜਟ,সংক্ষিপ্ত বজট,संक्षिप्त बजट,ಸಂಕ್ಷಿಪ್ತ ಬಜಟ,സംക്ഷിപ്ത ബജട,ஸங்க்ஷிப்த பஜட,సంక్షిప్త బజట,سنکشپت بجٹ,সংক্ষিপ্ত বজট,ସଂକ୍ଷିପ୍ତ ବଜଟ,संक्षिप्त बजट
Abstract labour,अमूर्त श्रम,અમૂર્ત શ્રમ,अमूर्त श्रम,ਅਮੂਰ੍ਤ ਸ਼੍ਰਮ,অমূর্ত শ্রম,अमूर्त श्रम,ಅಮೂರ್ತ ಶ್ರಮ,അമൂര്ത ശ്രമ,அமூர்த ச்ரம,అమూర్త శ్రమ,امورت شرم,অমূর্ত শ্রম,ଅମୂର୍ତ ଶ୍ରମ,अमूर्त श्रम
Abundance,प्रचुरता,"ભરચકતા, પ્રાચુર્ય,ભરપૂરતા","विपूलता, पुष्कळ",ਬਹੁਤਾਤ,প্রাচুর্য,"घसघशीतपण,विपुलताय",ವಿಪುಲತೆ/ ಸಮೃದ್ಧ,ആധിക്യം,"மிகுதி, நிறைவு","పుష్కలం,సమృద్ధి",کثرت,"প্রাচুর্য্য,অপর্যাপ্তি,আধিক্য,সমৃদ্ধি",ପ୍ରାଚୁର୍ଯ୍ୟ,"प्रचुरता, मनग्य"
Acceleration,त्वरण,ત્વરણ,त्वरण,ਤ੍ਵਰਣ,ত্বরণ,त्वरण,ವೇಗವರ್ಧಕ,ത്വരണ,த்வரண,త్వరణ,اسراع,ত্রণ,ତ୍ୱରଣ,त्वरण
Accelerator,त्वरक,ત્વરક,त्वरक,ਰਫ਼ਤਾਰ ਵਧਾਉਣ ਵਾਲਾ ਯੰਤਰ,ত্বরক,त्वरक,ವೇಗವರ್ಧಕ,ത്വരക,த்வரக,త్వరక,سرمت کار، ایکسیلریٹر,ত্রক,ତ୍ବରକ,त्वरक
Accessory,उपसाधन (सं.),"સહાયક, ગૌણ, આનુષંગિક","उपसाधक, सहायक","ਗੌਣ ਪੂਰਕ ਚੀਜ, ਉਪਸਾਧਨ","অনুষঙ্গ,সহায়ক","आनुषांगीक,उपसाधना",ಹೆಚ್ಚಿನ / ಸಹಾಯಕ (ಸಾಮಗ್ರಿ),"അനുബന്ധം, ഉപസാധനം, സഹായകോപകരണം, പങ്കാളി","1. உடந்தையான, உடந்தையானவர் 2. துணைப்பொருள், சார்பொருள், உதவிப் பொருள்","ఉపసాధనం,ఉపసాధకం,సహాయకుడు",متعلقہ، معاون، لوازم,"উপসহায়ক,গৌণ, আনুষঙ্গিকআহিলা/বস্তু","ଉପସାଧନ, ସହକାରୀ ସଂଯୋଗ, ଅତିରିକ୍ତ, ସାହାଯ୍ୟକାରୀ, ଆନୁଷଙ୍ଗିକ","सहायक सामग्री, कलपूर्जा"
Accessory,उपसाधक (वि.),"સહાયક, ગૌણ, આનુષંગિક","उपसाधक, सहायक","ਗੌਣ ਪੂਰਕ ਚੀਜ, ਉਪਸਾਧਨ","অনুষঙ্গ,সহায়ক","आनुषांगीक,उपसाधना",ಹೆಚ್ಚಿನ / ಸಹಾಯಕ (ಸಾಮಗ್ರಿ),"അനുബന്ധം, ഉപസാധനം, സഹായകോപകരണം, പങ്കാളി","1. உடந்தையான, உடந்தையானவர் 2. துணைப்பொருள், சார்பொருள், உதவிப் பொருள்","ఉపసాధనం,ఉపసాధకం,సహాయకుడు",متعلقہ، معاون، لوازم,"উপসহায়ক,গৌণ, আনুষঙ্গিকআহিলা/বস্তু","ଉପସାଧନ, ସହକାରୀ ସଂଯୋଗ, ଅତିରିକ୍ତ, ସାହାଯ୍ୟକାରୀ, ଆନୁଷଙ୍ଗିକ","सहायक सामग्री, कलपूर्जा"
Accessory product,सहायक उत्पाद,સહાયક ઉત્પાદ,सहायक उत्पाद,ਸਹਾਯਕ ਉਤ੍ਪਾਦ,সহাযক উত্পাদ,सहायक उत्पाद,ಸಹಾಯಕ ಉತ್ಪಾದ,സഹായക ഉത്പാദ,ஸஹாயக உத்பாத,సహాయక ఉత్పాద,سہایک اتپاد,সহাযক উত্পাদ,ସହାଯକ ଉତ୍ପାଦ,सहायक उत्पाद
Accountability,जवाबदेही,"જવાબદારી, ઉત્તરદાયિત્વ",जवाबदारी,ਜਵਾਬ ਦੇਹੀ,"জবাবদিহি,দায়ীথাকা","उत्तरदायित्व,जापसालकी","ಹೊಣೆಗಾರಿಕೆ,ಜವಾಬ್ದಾರಿ",ഉത്തരവാദം,"கணக்குப்பொறுப்பு, கணக்குக்காட்டும் பொறுப்பு, பொறுப்புடைமை",జవాబుదారీ,جوابدہی,"উত্তৰদায়িত্ব,জবাবদিহিৰদায়িত্ব",ଉତ୍ତର ଦାୟୀତ୍ୱ,"जवाफदेही, जिम्मेवार"
Accounting price,लेखा कीमत,લેખા કીમત,लेखा कीमत,ਲੇਖਾ ਕੀਮਤ,লেখা কীমত,लेखा कीमत,ಲೇಖಾ ಕೀಮತ,ലേഖാ കീമത,லேகா கீமத,లేఖా కీమత,لیکھا قیمت,লখা কীমত,ଲେଖା କୀମତ,लेखा कीमत
Accrued income,प्रोद्भूत आय,પ્રોદ્ભૂત આય,प्रोद्भूत आय,ਪ੍ਰੋਦ੍ਭੂਤ ਆਯ,প্রোদ্ভূত আয,प्रोद्भूत आय,ಪ್ರೋದ್ಭೂತ ಆಯ,പ്രോദ്ഭൂത ആയ,ப்ரோத்பூத ஆய,ప్రోద్భూత ఆయ,پرودبھوت آئے,প্রদ্ভূত আয,ପ୍ରୋଦ୍ଭୂତ ଆଯ,प्रोद्भूत आय
Accumulation,"संचय, संचयन","સંચય, સંગ્રહ","संचय, संचयन, साचणे","ਸੰਚਯ, ਸੰਚਿਤ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ","পুঞ্জীকরণ,জড়োকরা","साठो,संचय","ಸಂಗ್ರಹ, ಶೇಖರಣೆ, ಕೂಡಿಹಾಕುವಿಕೆ","സഞ്ചയനം, ശേഖരം","குவிதல், சேர்தல்","పోగు,పెంపు,వృద్ధి,రాశి",تجمع۔ انبوہ,"পুঞ্জীকৰণ, সঞ্চয়ণ","ଠୁଳୀକୀରଣ, ସଞ୍ଚୟ","सञ्चय,थुपार्नु अचूक"
Acquired advantage,उपार्जित सुलाभ,ઉપાર્જિત સુલાભ,उपार्जित सुलाभ,ਉਪਾਰ੍ਜਿਤ ਸੁਲਾਭ,উপার্জিত সুলাভ,उपार्जित सुलाभ,ಉಪಾರ್ಜಿತ ಸುಲಾಭ,ഉപാര്ജിത സുലാഭ,உபார்ஜித ஸுலாப,ఉపార్జిత సులాభ,اپارجت سلابھ,উপার্জিত সুলাভ,ଉପାର୍ଜିତ ସୁଲାଭ,उपार्जित सुलाभ
Acquisition,"अर्जन, उपार्जन","અર્જન, નફો,પ્રાપ્ત કરવું તે","संपादन, अधिग्रहण","ਅਧਿਗਰਿਹਣ, ਪ੍ਰਾਪਤ ਕਰਨਾ","অধিগ্রহণ,আহরণ,অর্জন",संपादन,ಸಂಗ್ರಹಣೆ,"പൊന്നുംവിലയ്ക്കെടുക്കൽ, കൈവശപ്പെടുത്തൽ, ആ൪ജിക്കൽ",கையகப்படுத்துகை,"సంపాదన,సేకరించు,స్వాధీనం (అధికార సం.)",حصول,"অধিগ্রহণ, আর্জন,উপার্জন,প্রাপ্তি","ଅକ୍ତିଆର, ଅଧିକାର ଭୁକ୍ତ",1. अधिग्रहण 2. संग्रह;उपार्जन
Acquisitive society,अर्जनशील समाज,અર્જનશીલ સમાજ,अर्जनशील समाज,ਅਰ੍ਜਨਸ਼ੀਲ ਸਮਾਜ,অর্জনশীল সমাজ,अर्जनशील समाज,ಅರ್ಜನಶೀಲ ಸಮಾಜ,അര്ജനശീല സമാജ,அர்ஜநசீல ஸமாஜ,అర్జనశీల సమాజ,ارجنشیل سماج,অর্জনশীল সমাজ,ଅର୍ଜନଶୀଲ ସମାଜ,अर्जनशील समाज
Across the board' cut,चतुर्दिक-कटौती,ચતુર્દિક-કટૌતી,चतुर्दिक-कटौती,ਚਤੁਰ੍ਦਿਕ-ਕਟੌਤੀ,চতুর্দিক-কটৌতী,चतुर्दिक-कटौती,ಚತುರ್ದಿಕ-ಕಟೌತೀ,ചതുര്ദിക-കടൌതീ,சதுர்திக-கடௌதீ,చతుర్దిక-కటౌతీ,چتردک-کٹوتی,চতুর্দিক-কটৌতী,ଚତୁର୍ଦିକ-କଟୌତୀ,चतुर्दिक-कटौती
Across the board' increase,चतुर्दिक-वृद्धि,ચતુર્દિક-વૃદ્ધિ,चतुर्दिक-वृद्धि,ਚਤੁਰ੍ਦਿਕ-ਵ੃ਦ੍ਧਿ,চতুর্দিক-বৃদ্ধি,चतुर्दिक-वृद्धि,ಚತುರ್ದಿಕ-ವೃದ್ಧಿ,ചതുര്ദിക-വൃദ്ധി,சதுர்திக-வ்ருத்தி,చతుర్దిక-వృద్ధి,چتردک-وردھی,চতুর্দিক-ৃদ্ধি,ଚତୁର୍ଦିକ-ବୃଦ୍ଧି,चतुर्दिक-वृद्धि
Active balance,सक्रिय शेष,સક્રિય શેષ,सक्रिय शेष,ਸਕ੍ਰਿਯ ਸ਼ੇ਷,সক্রিয শেষ,सक्रिय शेष,ಸಕ್ರಿಯ ಶೇಷ,സക്രിയ ശേഷ,ஸக்ரிய சேஷ,సక్రియ శేష,سکریہ شیش,সক্রিয শষ,ସକ୍ରିଯ ଶେଷ,सक्रिय शेष
Active population,अर्जक जनसंख्या,અર્જક જનસંખ્યા,अर्जक जनसंख्या,ਅਰ੍ਜਕ ਜਨਸਂਖ੍ਯਾ,অর্জক জনসংখ্যা,अर्जक जनसंख्या,ಅರ್ಜಕ ಜನಸಂಖ್ಯಾ,അര്ജക ജനസംഖ്യാ,அர்ஜக ஜநஸங்க்யா,అర్జక జనసంఖ్యా,فعال آبادی,অর্জক জনসংখ্যা,ଅର୍ଜକ ଜନସଂଖ୍ଯା,अर्जक जनसंख्या
Active trade balance (=favourable balance of trade),"अनुकूल व्यापार-शेष, अनुकूल व्यापार संतुलन","અનુકૂલ વ્યાપાર-શેષ, અનુકૂલ વ્યાપાર સંતુલન","अनुकूल व्यापार-शेष, अनुकूल व्यापार संतुलन","ਅਨੁਕੂਲ ਵ੍ਯਾਪਾਰ-ਸ਼ੇ਷, ਅਨੁਕੂਲ ਵ੍ਯਾਪਾਰ ਸਂਤੁਲਨ","অনুকূল ব্যাপার-শেষ, অনুকূল ব্যাপার সংতুলন","अनुकूल व्यापार-शेष, अनुकूल व्यापार संतुलन","ಅನುಕೂಲ ವ್ಯಾಪಾರ-ಶೇಷ, ಅನುಕೂಲ ವ್ಯಾಪಾರ ಸಂತುಲನ","അനുകൂല വ്യാപാര-ശേഷ, അനുകൂല വ്യാപാര സംതുലന","அநுகூல வ்யாபார-சேஷ, அநுகூல வ்யாபார ஸங்துலந","అనుకూల వ్యాపార-శేష, అనుకూల వ్యాపార సంతులన",انوکول ویاپار-شیش، انوکول ویاپار سنتلن,"অনুকূল ্যাপার-শষ, অনুকূল ্যাপার সংতুলন","ଅନୁକୂଲ ବ୍ଯାପାର-ଶେଷ, ଅନୁକୂଲ ବ୍ଯାପାର ସଂତୁଲନ","अनुकूल व्यापार-शेष, अनुकूल व्यापार संतुलन"
Activity chart,कार्य चार्ट,કાર્ય ચાર્ટ,कार्य चार्ट,ਕਾਰ੍ਯ ਚਾਰ੍ਟ,কার্য চার্ট,कार्य चार्ट,ಕಾರ್ಯ ಚಾರ್ಟ,കാര്യ ചാര്ട,கார்ய சார்ட,కార్య చార్ట,کاریہ چارٹ,কার্য চার্ট,କାର୍ଯ ଚାର୍ଟ,कार्य चार्ट
Activity ratio,लक्ष्य-पूर्ति अनुपात,લક્ષ્ય-પૂર્તિ અનુપાત,लक्ष्य-पूर्ति अनुपात,ਲਕ੍਷੍ਯ-ਪੂਰ੍ਤਿ ਅਨੁਪਾਤ,লক্ষ্য-পূর্তি অনুপাত,लक्ष्य-पूर्ति अनुपात,ಲಕ್ಷ್ಯ-ಪೂರ್ತಿ ಅನುಪಾತ,ലക്ഷ്യ-പൂര്തി അനുപാത,லக்ஷ்ய-பூர்தி அநுபாத,లక్ష్య-పూర్తి అనుపాత,لکشیہ-پورتی انوپات,লক্ষ্য-পূর্তি অনুপাত,ସକ୍ରିୟତା ଅନୁପାତ,लक्ष्य-पूर्ति अनुपात
Actual hours,"वास्तविक घंटे,","વાસ્તવિક ઘંટે,","वास्तविक घंटे,","ਵਾਸ੍ਤਵਿਕ ਘਂਟੇ,","বাস্তবিক ঘংটে,","वास्तविक घंटे,","ವಾಸ್ತವಿಕ ಘಂಟೇ,","വാസ്തവിക ഘംടേ,","வாஸ்தவிக கங்டே,","వాస్తవిక ఘంటే,",واستوک گھنٹے،,"াস্তিক ঘংট,","ବାସ୍ତବିକ ଘଂଟେ,","वास्तविक घंटे,"
Actual hours,वास्तविक कार्य समय,વાસ્તવિક કાર્ય સમય,वास्तविक कार्य समय,ਵਾਸ੍ਤਵਿਕ ਕਾਰ੍ਯ ਸਮਯ,বাস্তবিক কার্য সময,वास्तविक कार्य समय,ವಾಸ್ತವಿಕ ಕಾರ್ಯ ಸಮಯ,വാസ്തവിക കാര്യ സമയ,வாஸ்தவிக கார்ய ஸமய,వాస్తవిక కార్య సమయ,واستوک کاریہ سمیہ,াস্তিক কার্য সময,ବାସ୍ତବିକ କାର୍ଯ ସମଯ,वास्तविक कार्य समय
Actual rate of growth,वास्तवीक संवृद्धि दर,વાસ્તવીક સંવૃદ્ધિ દર,वास्तवीक संवृद्धि दर,ਵਾਸ੍ਤਵੀਕ ਸਂਵ੃ਦ੍ਧਿ ਦਰ,বাস্তবীক সংবৃদ্ধি দর,वास्तवीक संवृद्धि दर,ವಾಸ್ತವೀಕ ಸಂವೃದ್ಧಿ ದರ,വാസ്തവീക സംവൃദ്ധി ദര,வாஸ்தவீக ஸங்வ்ருத்தி தர,వాస్తవీక సంవృద్ధి దర,واستویک سنوردھی در,াস্তীক সংৃদ্ধি দর,ବାସ୍ତବୀକ ସଂବୃଦ୍ଧି ଦର,वास्तवीक संवृद्धि दर
Actual rent,वास्तविक किराया,વાસ્તવિક કિરાયા,वास्तविक किराया,ਵਾਸ੍ਤਵਿਕ ਕਿਰਾਯਾ,বাস্তবিক কিরাযা,वास्तविक किराया,ವಾಸ್ತವಿಕ ಕಿರಾಯಾ,വാസ്തവിക കിരായാ,வாஸ்தவிக கிராயா,వాస్తవిక కిరాయా,واستوک کرایا,াস্তিক কিরাযা,ବାସ୍ତବିକ କିରାଯା,वास्तविक किराया
Actual rent,वास्तविक लगान,વાસ્તવિક લગાન,वास्तविक लगान,ਵਾਸ੍ਤਵਿਕ ਲਗਾਨ,বাস্তবিক লগান,वास्तविक लगान,ವಾಸ್ತವಿಕ ಲಗಾನ,വാസ്തവിക ലഗാന,வாஸ்தவிக லகாந,వాస్తవిక లగాన,واستوک لگان,াস্তিক লগান,ବାସ୍ତବିକ ଲଗାନ,वास्तविक लगान
Actual wage (=real wage),वास्तविक मज़दूरी,વાસ્તવિક મજ઼દૂરી,वास्तविक मज़दूरी,ਵਾਸ੍ਤਵਿਕ ਮਜ਼ਦੂਰੀ,বাস্তবিক মজ়দূরী,वास्तविक मज़दूरी,ವಾಸ್ತವಿಕ ಮಜ಼ದೂರೀ,വാസ്തവിക മജദൂരീ,வாஸ்தவிக மஜதூரீ,వాస్తవిక మజదూరీ,واستوک مزدوری,াস্তিক মজ়দূরী,ବାସ୍ତବିକ ମଜ଼ଦୂରୀ,वास्तविक मज़दूरी
Added value,वर्धित मूल्य,વર્ધિત મૂલ્ય,वर्धित मूल्य,ਵਰ੍ਧਿਤ ਮੂਲ੍ਯ,বর্ধিত মূল্য,वर्धित मूल्य,ವರ್ಧಿತ ಮೂಲ್ಯ,വര്ധിത മൂല്യ,வர்தித மூல்ய,వర్ధిత మూల్య,وردھت مولیہ,র্ধিত মূল্য,ବର୍ଧିତ ମୂଲ୍ଯ,वर्धित मूल्य
Additional tax,अतिरिक्त कर,અતિરિક્ત કર,अतिरिक्त कर,ਅਤਿਰਿਕ੍ਤ ਕਰ,অতিরিক্ত কর,अतिरिक्त कर,ಅತಿರಿಕ್ತ ಕರ,അതിരിക്ത കര,அதிரிக்த கர,అతిరిక్త కర,اترکت کر,অতিরিক্ত কর,ଅତିରିକ୍ତ କର,अतिरिक्त कर
Adequate wage,पर्याप्त मज़दूरी,પર્યાપ્ત મજ઼દૂરી,पर्याप्त मज़दूरी,ਪਰ੍ਯਾਪ੍ਤ ਮਜ਼ਦੂਰੀ,পর্যাপ্ত মজ়দূরী,पर्याप्त मज़दूरी,ಪರ್ಯಾಪ್ತ ಮಜ಼ದೂರೀ,പര്യാപ്ത മജദൂരീ,பர்யாப்த மஜதூரீ,పర్యాప్త మజదూరీ,پریاپت مزدوری,পর্যাপ্ত মজ়দূরী,ପର୍ଯାପ୍ତ ମଜ଼ଦୂରୀ,पर्याप्त मज़दूरी
Ad hoc benefit,तदर्थ लाभ,તદર્થ લાભ,तदर्थ लाभ,ਤਦਰ੍ਥ ਲਾਭ,তদর্থ লাভ,तदर्थ लाभ,ತದರ್ಥ ಲಾಭ,തദര്ഥ ലാഭ,ததர்த லாப,తదర్థ లాభ,تدرتھ لابھ,তদর্থ লাভ,ତଦର୍ଥ ଲାଭ,तदर्थ लाभ
Adjudication,न्यायनिर्णयन,"ન્યાયનિર્ણય, ચુકાદો, ફેંસલો",अभिनिर्णये,"ਫੈਸਲਾ, ਨਿਆਂ ਨਿਰਣਾ, ਅਦਾਲਤੀ ਹੁਕਮ",ন্যায়নির্ণয়,"निवाडो,न्यायनिर्णय","ನ್ಯಾಯ ನಿರ್ಣಯ, ತೀರ್ಪುನೀಡಿಕೆ","അഡ്ജുഡിക്കേഷ൯, ന്യായനിര്‍ണയം","(வழக்குத்)தீர்ப்பு,","న్యాయనిర్ణయం,తీర్పు",انفصال ۔ عدالتی فیصلہ,"বিচাৰকৰণ, ৰায়দান",ଦେବାଳିୟା ନିଷ୍ପତ୍ତି ଘୋଷଣା,न्याय निरूपण
