English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
Abney mounting,ऐबनी आरोपण,ઐબની આરોપણ,ऐबनी आरोपण,ਐਬਨੀ ਆਰੋਪਣ,ঐবনী আরোপণ,ऐबनी आरोपण,ಐಬನೀ ಆರೋಪಣ,ഐബനീ ആരോപണ,ஐபநீ ஆரோபண,ఐబనీ ఆరోపణ,ایبنی آروپن,ঐবনী আরপণ,ଐବନୀ ଆରୋପଣ,ऐबनी आरोपण
Abnormal,"अपसामान्य, अप्रसामान्य","અસામાન્ય, નિયમબાહ્ય, વિકૃતિ, અસાધારણ","असामान्य, प्रमाणाबाहेर","ਅਸਹਿਜ, ਅਸਮਾਨ",অস্বাভাবিক,"अपसामान्य,विचित्र","ಅಸಹಜ, ಅಪಸಾಮಾನ್ಯ",വികല,இயல்பு மீறிய,"అసాధారణ,అసామాన్య,",غیر معمولی,অস্বাভাৱিক,"ଅସ୍ୱାଭାବିକ, ଅନିୟମିତ","असामान्य, विकृत"
Aboral,अपमुख,અપમુખ,अपमुख,ਅਪਮੁਖ,অপমুখ,अपमुख,ಅಪಮುಖ,അപമുഖ,அபமுக,అపముఖ,اپمکھ,অপমুখ,"ଅବମୁଖ, ଅପମୁଖ",अपमुख
Aboral side,अपमुख पार्श्व,અપમુખ પાર્શ્વ,अपमुख पार्श्व,ਅਪਮੁਖ ਪਾਰ੍ਸ਼੍ਵ,অপমুখ পার্শ্ব,अपमुख पार्श्व,ಅಪಮುಖ ಪಾರ್ಶ್ವ,അപമുഖ പാര്ശ്വ,அபமுக பார்ச்வ,అపముఖ పార్శ్వ,اپمکھ پارشو,অপমুখ পার্শ্,ଅପମୁଖ ପାର୍ଶ୍ବ,अपमुख पार्श्व
Abrade,अपघर्षण,અપઘર્ષણ,अपघर्षण,ਖੁਰਚ ਦੇਣਾ,অপঘর্ষণ,अपघर्षण,ಉಜ್ಜಿಹಾಕು,അപഘര്ഷണ,அபகர்ஷண,అపఘర్షణ,کھر چنا، گھسنا، چھیلنا,অপঘর্ষণ,ଅପଘର୍ଷଣ,अपघर्षण
Abrasion,"अपघर्षण, खरोंच","અપઘર્ષણ, ખરોંચ","अपघर्षण, खरोंच",ਖੁਰਚਣ,"অপঘর্ষণ, খরোংচ","अपघर्षण, खरोंच","ಉಜ್ಜುವಿಕೆ, ತರಚಿಕೆ","അപഘര്ഷണ, ഖരോംച","அபகர்ஷண, கரோங்ச","అపఘర్షణ, ఖరోంచ",خراشید گی۔ سائید گی۔ سایش,"অপঘর্ষণ, খরংচ","ଅପଘର୍ଷଣ, ଘର୍ଷଣଜନିତ ଚର୍ମକ୍ଷୟ","अपघर्षण, खरोंच"
Abrasion index,अपघर्षणांक,અપઘર્ષણાંક,अपघर्षणांक,ਅਪਘਰ੍਷ਣਾਂਕ,অপঘর্ষণাংক,अपघर्षणांक,ಅಪಘರ್ಷಣಾಂಕ,അപഘര്ഷണാംക,அபகர்ஷணாங்க,అపఘర్షణాంక,اپگھرشنانک,অপঘর্ষণাংক,ଅପଘର୍ଷଣାଂକ,अपघर्षणांक
Abrasive,"अपघर्षी, अपघर्षक","અપઘર્ષી, અપઘર્ષક","अपघर्षी, अपघर्षक",ਖੁਰਚ ਦੇਣ ਵਾਲਾ,"অপঘর্ষী, অপঘর্ষক","अपघर्षी, अपघर्षक","ಅಪಘರ್ಷಕ, ಉಜ್ಜಿಹಾಕುವ ತರಚುವ, ಉಜ್ಜುವ","അപഘര്ഷീ, അപഘര്ഷക","அபகர்ஷீ, அபகர்ஷக","అపఘర్షీ, అపఘర్షక",سایندہ,"অপঘর্ষী, অপঘর্ষক","ଅପଘର୍ଷୀ, ଅପଘର୍ଷକ","अपघर्षी, अपघर्षक"
Abrupt mountain,खड़ा पहाड़,ખડ઼ા પહાડ઼,खड़ा पहाड़,ਖਡ਼ਾ ਪਹਾਡ਼,খড়া পহাড়,खड़ा पहाड़,ಖಡ಼ಾ ಪಹಾಡ಼,ഖഡാ പഹാഡ,கடா பஹாட,ఖడా పహాడ,کھڑا پہاڑ,খড়া পহাড়,ଖଡ଼ା ପହାଡ଼,खड़ा पहाड़
Absolute,"निरपेक्ष, परम, अचर, परिशुद्ध","અબાધિત, નિરંકુશ, અમર્યાદિત, પરિશુદ્ધ, પૂર્ણ","आबाधित, केवळ, निरपवाद, पूर्ण, बिनशर्त, अटिशिवाय","ਪੂਰਨ, ਨਿਰਪੱਖ","চূড়ান্ত,চরম,পূর্ণ","पुराय,पूर्ण,संपूर्ण",ನಿರ್ದಿಷ್ಟ,കേവല,"முழுமையான, வரம்பற்ற, தனித்த","పరమ,సంపూర్ణ,సమగ్ర,నిరపేక్ష,కేవల,",مطلق,"পূর্ণ,সম্পূর্ণ,একছত্রী,নিৰঙ্কুশ","ସମ୍ପୂର୍ଣ୍ଣ, ନିରଙ୍କୁଶ",1. पूर्ण 2. अनियन्त्रित
Absolute movement,निरपेक्ष संचलन,નિરપેક્ષ સંચલન,निरपेक्ष संचलन,ਨਿਰਪੇਕ੍਷ ਸਂਚਲਨ,নিরপেক্ষ সংচলন,निरपेक्ष संचलन,ನಿರಪೇಕ್ಷ ಸಂಚಲನ,നിരപേക്ഷ സംചലന,நிரபேக்ஷ ஸங்சலந,నిరపేక్ష సంచలన,نرپیکش سنچلن,নিরপক্ষ সংচলন,ନିରପେକ୍ଷ ସଂଚଲନ,निरपेक्ष संचलन
Absolute vorticity,निरपेक्ष भ्रमिलता,નિરપેક્ષ ભ્રમિલતા,निरपेक्ष भ्रमिलता,ਨਿਰਪੇਕ੍਷ ਭ੍ਰਮਿਲਤਾ,নিরপেক্ষ ভ্রমিলতা,निरपेक्ष भ्रमिलता,ನಿರಪೇಕ್ಷ ಭ್ರಮಿಲತಾ,നിരപേക്ഷ ഭ്രമിലതാ,நிரபேக்ஷ ப்ரமிலதா,నిరపేక్ష భ్రమిలతా,نرپیکش بھرملتا,নিরপক্ষ ভ্রমিলতা,ନିରପେକ୍ଷ ଭ୍ରମିଲତା,निरपेक्ष भ्रमिलता
Absorbed,अवशोषित,અવશોષિત,अवशोषित,ਕੰਮ ਵਿੱਚ ਮਗਨ ਜਾਂ ਲੱਗਿਆ ਹੋਇਆ,অবশোষিত,अवशोषित,ಅವಶೋಷಿತ,അവശോഷിത,அவசோஷித,అవశోషిత,جذب شدہ,অশষিত,ଅବଶୋଷିତ,अवशोषित
Absorption coefficient,अवशोषण-गुणांक,અવશોષણ-ગુણાંક,अवशोषण-गुणांक,ਅਵਸ਼ੋ਷ਣ-ਗੁਣਾਂਕ,অবশোষণ-গুণাংক,अवशोषण-गुणांक,ಹೀರುವಿಕೆ; ಅವಶೇಷಣ ಹೀರುಗುಣಕ.,അവശോഷണ-ഗുണാംക,அவசோஷண-குணாங்க,అవశోషణ-గుణాంక,اوشوشن-گنانک,অশষণ-গুণাংক,ଅବଶୋଷକ ଗୁଣାଙ୍କ,अवशोषण-गुणांक
Absorption factor,अवशोषण गुणक,અવશોષણ ગુણક,अवशोषण गुणक,ਅਵਸ਼ੋ਷ਣ ਗੁਣਕ,অবশোষণ গুণক,अवशोषण गुणक,ಅವಶೋಷಣ ಗುಣಕ,അവശോഷണ ഗുണക,அவசோஷண குணக,అవశోషణ గుణక,جاذبیت جذر,অশষণ গুণক,ଅବଶୋଷଣ ଗୁଣକ,अवशोषण गुणक
Abstraction,"संक्षिप्तिकरण, अपाहरण, साराहरण","સંક્ષિપ્તિકરણ, અપાહરણ, સારાહરણ","संक्षिप्तिकरण, अपाहरण, साराहरण","ਸਂਕ੍਷ਿਪ੍ਤਿਕਰਣ, ਅਪਾਹਰਣ, ਸਾਰਾਹਰਣ","সংক্ষিপ্তিকরণ, অপাহরণ, সারাহরণ","संक्षिप्तिकरण, अपाहरण, साराहरण","ಸಂಕ್ಷಿಪ್ತಿಕರಣ, ಅಪಾಹರಣ, ಸಾರಾಹರಣ","സംക്ഷിപ്തികരണ, അപാഹരണ, സാരാഹരണ","ஸங்க்ஷிப்திகரண, அபாஹரண, ஸாராஹரண","సంక్షిప్తికరణ, అపాహరణ, సారాహరణ",تجرید۔ فکر تجریدی,"সংক্ষিপ্তিকরণ, অপাহরণ, সারাহরণ","ସଂକ୍ଷିପ୍ତିକରଣ, ଅପାହରଣ, ସାରାହରଣ","संक्षिप्तिकरण, अपाहरण, साराहरण"
Abysmal,नितलीय,નિતલીય,नितलीय,"ਅਥਾਹ, ਡੂੰਘਾ",নিতলীয,नितलीय,ನಿತಲೀಯ,നിതലീയ,நிதலீய,నితలీయ,نتلیہ,নিতলীয,ନିତଲୀଯ,नितलीय
Abysmal area,नितल क्षेत्र,નિતલ ક્ષેત્ર,नितल क्षेत्र,ਨਿਤਲ ਕ੍਷ੇਤ੍ਰ,নিতল ক্ষেত্র,नितल क्षेत्र,ನಿತಲ ಕ್ಷೇತ್ರ,നിതല ക്ഷേത്ര,நிதல க்ஷேத்ர,నితల క్షేత్ర,نتل شیتر,নিতল ক্ষত্র,ନିତଲ କ୍ଷେତ୍ର,नितल क्षेत्र
Abysmal basin,नितलीय बेसिन,નિતલીય બેસિન,नितलीय बेसिन,ਨਿਤਲੀਯ ਬੇਸਿਨ,নিতলীয বেসিন,नितलीय बेसिन,ನಿತಲೀಯ ಬೇಸಿನ,നിതലീയ ബേസിന,நிதலீய பேஸிந,నితలీయ బేసిన,نتلیہ بیسن,নিতলীয বসিন,ନିତଲୀଯ ବେସିନ,नितलीय बेसिन
Abysmal sea,नितल सागर,નિતલ સાગર,नितल सागर,ਨਿਤਲ ਸਾਗਰ,নিতল সাগর,नितल सागर,ನಿತಲ ಸಾಗರ,നിതല സാഗര,நிதல ஸாகர,నితల సాగర,نتل ساگر,নিতল সাগর,ନିତଲ ସାଗର,नितल सागर
Abyss,"वितल, अतल","વિતલ, અતલ","वितल, अतल","ਵਿਤਲ, ਅਤਲ","বিতল, অতল","वितल, अतल","ವಿತಳ, ಪಾತಾಳ","വിതല, അതല","விதல, அதல","వితల, అతల",وتل، اتل,"িতল, অতল","ବିତଲ, ଅତଲ","वितल, अतल"
Abyssal (oceanog),"वितल, वितलीय","વિતલ, વિતલીય","वितल, वितलीय","ਵਿਤਲ, ਵਿਤਲੀਯ","বিতল, বিতলীয","वितल, वितलीय","ವಿತಲ, ವಿತಲೀಯ","വിതല, വിതലീയ","விதல, விதலீய","వితల, వితలీయ",وتل، وتلیہ,"িতল, িতলীয","ବିତଲ, ବିତଲୀଯ","वितल, वितलीय"
Abyssal current,वितलीय धारा,વિતલીય ધારા,वितलीय धारा,ਵਿਤਲੀਯ ਧਾਰਾ,বিতলীয ধারা,वितलीय धारा,ವಿತಲೀಯ ಧಾರಾ,വിതലീയ ധാരാ,விதலீய தாரா,వితలీయ ధారా,وتلیہ دھارا,িতলীয ধারা,ବିତଲୀଯ ଧାରା,वितलीय धारा
Abyssal plain,"वितलीय मैदान, वितल मैदान","વિતલીય મૈદાન, વિતલ મૈદાન","वितलीय मैदान, वितल मैदान","ਵਿਤਲੀਯ ਮੈਦਾਨ, ਵਿਤਲ ਮੈਦਾਨ","বিতলীয মৈদান, বিতল মৈদান","वितलीय मैदान, वितल मैदान","ವಿತಲೀಯ ಮೈದಾನ, ವಿತಲ ಮೈದಾನ","വിതലീയ മൈദാന, വിതല മൈദാന","விதலீய மைதாந, விதல மைதாந","వితలీయ మైదాన, వితల మైదాన",وتلیہ میدان، وتل میدان,"িতলীয মৈদান, িতল মৈদান","ବିତଲୀଯ ମୈଦାନ, ବିତଲ ମୈଦାନ","वितलीय मैदान, वितल मैदान"
Accelerated erosion,त्वरित अपरदन,ત્વરિત અપરદન,त्वरित अपरदन,ਤ੍ਵਰਿਤ ਅਪਰਦਨ,ত্বরিত অপরদন,त्वरित अपरदन,ವೇಗೋತ್ಕರ್ಷ.,ത്വരിത അപരദന,த்வரித அபரதந,త్వరిత అపరదన,تورت اپردن,ত্রিত অপরদন,ତ୍ବରିତ ଅପରଦନ,त्वरित अपरदन
Acceleration,त्वरण,ત્વરણ,त्वरण,ਤ੍ਵਰਣ,ত্বরণ,त्वरण,ವೇಗವರ್ಧಕ,ത്വരണ,த்வரண,త్వరణ,اسراع,ত্রণ,ତ୍ୱରଣ,त्वरण
Accidental,"संयोगी, आकस्मिक, आगंतुक","સંયોગી, આકસ્મિક, આગંતુક","संयोगी, आकस्मिक, आगंतुक","ਇਤਫਾਕੀਆ, ਰੱਬ ਸਬੱਬੀ","সংযোগী, আকস্মিক, আগংতুক","संयोगी, आकस्मिक, आगंतुक","ಸಂಯೋಗೀ, ಆಕಸ್ಮಿಕ, ಆಗಂತುಕ","സംയോഗീ, ആകസ്മിക, ആഗംതുക","ஸங்யோகீ, ஆகஸ்மிக, ஆகங்துக","సంయోగీ, ఆకస్మిక, ఆగంతుక",اتفاقیہ,"সংযগী, আকস্মিক, আগংতুক",ଆକସ୍ମିକ,"संयोगी, आकस्मिक, आगंतुक"
Accidented,"ऊबड़खाबड़, विषम","ઊબડ઼ખાબડ઼, વિષમ","ऊबड़खाबड़, विषम","ਊਬਡ਼ਖਾਬਡ਼, ਵਿ਷ਮ","ঊবড়খাবড়, বিষম","ऊबड़खाबड़, विषम","ಊಬಡ಼ಖಾಬಡ಼, ವಿಷಮ","ഊബഡഖാബഡ, വിഷമ","ஊபடகாபட, விஷம","ఊబడఖాబడ, విషమ",اوبڑکھابڑ، وشم,"ঊবড়খাবড়, িষম","ଊବଡ଼ଖାବଡ଼, ବିଷମ","ऊबड़खाबड़, विषम"
Accidented relief,विषम उच्चावच,વિષમ ઉચ્ચાવચ,विषम उच्चावच,ਵਿ਷ਮ ਉਚ੍ਚਾਵਚ,বিষম উচ্চাবচ,विषम उच्चावच,ವಿಷಮ ಉಚ್ಚಾವಚ,വിഷമ ഉച്ചാവച,விஷம உச்சாவச,విషమ ఉచ్చావచ,بے ہنگم ریلیف۔ لہریہ دار ریلیف,িষম উচ্চাচ,ବିଷମ ଉଚ୍ଚାବଚ,विषम उच्चावच
Accordance,उच्चतासंगति,"સમાધાન, સંબદ્ધતા","ऐकमत, संवाद, मेळ, एकरूपता","ਇਕ ਰੂਪਤਾ, ਸੰਗਤੀ","অনুরূপতা,অনুসারে,অনুযায়ী","अनुरुपताय,संगती","ಒಪ್ಪಿಗೆ, ಮಂಜೂರಾತಿ","യോജിക്കൽ, പൊരുത്തം, ചേ൪ച്ച","இணக்கம், பொருத்தம்","అనుగుణ్యముగా,ప్రకారముగా",مطابقت,"অনুৰূপতা,সাদৃশ্য,মিল","ଐକ୍ୟ, ମେଳ, ସମରୂପଡା","बमोजिम, अनुसार, अनुरूप"
Accordance of summit-level,शिखर उच्चतासंगति,શિખર ઉચ્ચતાસંગતિ,शिखर उच्चतासंगति,ਸ਼ਿਖਰ ਉਚ੍ਚਤਾਸਂਗਤਿ,শিখর উচ্চতাসংগতি,शिखर उच्चतासंगति,ಶಿಖರ ಉಚ್ಚತಾಸಂಗತಿ,ശിഖര ഉച്ചതാസംഗതി,சிகர உச்சதாஸங்கதி,శిఖర ఉచ్చతాసంగతి,شکھر اچتاسنگتی,শিখর উচ্চতাসংগতি,ଶିଖର ଉଚ୍ଚତାସଂଗତି,शिखर उच्चतासंगति
Accordant-junction,संगत-संगम,સંગત-સંગમ,संगत-संगम,ਸਂਗਤ-ਸਂਗਮ,সংগত-সংগম,संगत-संगम,ಸಂಗತ-ಸಂಗಮ,സംഗത-സംഗമ,ஸங்கத-ஸங்கம,సంగత-సంగమ,سنگت-سنگم,সংগত-সংগম,ସଂଗତ-ସଂଗମ,संगत-संगम
Accordion meterorite,एकॉर्डियन उल्कापिंड,એકૉર્ડિયન ઉલ્કાપિંડ,एकॉर्डियन उल्कापिंड,ਏਕ੉ਰ੍ਡਿਯਨ ਉਲ੍ਕਾਪਿਂਡ,একৌর্ডিযন উল্কাপিংড,एकॉर्डियन उल्कापिंड,ಏಕೌರ್ಡಿಯನ ಉಲ್ಕಾಪಿಂಡ,ഏകൌര്ഡിയന ഉല്കാപിംഡ,ஏகௌர்டியந உல்காபிங்ட,ఏకౌర్డియన ఉల్కాపిండ,ایکارڈین الکاپنڈ,কর্ডিযন উল্কাপিংড,ଏକୌର୍ଡିଯନ ଉଲ୍କାପିଂଡ,एकॉर्डियन उल्कापिंड
Accreting plate boundary,अभिवर्धी प्लेट परिसीमा,અભિવર્ધી પ્લેટ પરિસીમા,अभिवर्धी प्लेट परिसीमा,ਅਭਿਵਰ੍ਧੀ ਪ੍ਲੇਟ ਪਰਿਸੀਮਾ,অভিবর্ধী প্লেট পরিসীমা,अभिवर्धी प्लेट परिसीमा,ಅಭಿವರ್ಧೀ ಪ್ಲೇಟ ಪರಿಸೀಮಾ,അഭിവര്ധീ പ്ലേട പരിസീമാ,அபிவர்தீ ப்லேட பரிஸீமா,అభివర్ధీ ప్లేట పరిసీమా,ابھوردھی پلیٹ پرسیما,অভির্ধী প্লট পরিসীমা,ଅଭିବର୍ଧୀ ପ୍ଲେଟ ପରିସୀମା,अभिवर्धी प्लेट परिसीमा
Accretion,अभिवृद्धि,અભિવૃદ્ધિ,अभिवृद्धि,ਅਭਿਵ੃ਦ੍ਧਿ,অভিবৃদ্ধি,अभिवृद्धि,"ಸಂಚಯನ, ಒಗ್ಗೂಡುವಿಕೆ",അഭിവൃദ്ധി,அபிவ்ருத்தி,అభివృద్ధి,اضافہ,অভিৃদ্ধি,ଅଭିବୃଦ୍ଧି,अभिवृद्धि
Accumulated,संचित,સંચિત,संचित,ਸਂਚਿਤ,সংচিত,संचित,ಸಂಚಿತ,സംചിത,ஸங்சித,సంచిత,سنچت,সংচিত,ଠୁଳୀକୃତ,संचित
Accumulation,"संचय, संचयन","સંચય, સંગ્રહ","संचय, संचयन, साचणे","ਸੰਚਯ, ਸੰਚਿਤ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ","পুঞ্জীকরণ,জড়োকরা","साठो,संचय","ಸಂಗ್ರಹ, ಶೇಖರಣೆ, ಕೂಡಿಹಾಕುವಿಕೆ","സഞ്ചയനം, ശേഖരം","குவிதல், சேர்தல்","పోగు,పెంపు,వృద్ధి,రాశి",تجمع۔ انبوہ,"পুঞ্জীকৰণ, সঞ্চয়ণ","ଠୁଳୀକୀରଣ, ସଞ୍ଚୟ","सञ्चय,थुपार्नु अचूक"
Accumulation hypothesis,संचयन परिकल्पना,સંચયન પરિકલ્પના,संचयन परिकल्पना,ਸਂਚਯਨ ਪਰਿਕਲ੍ਪਨਾ,সংচযন পরিকল্পনা,संचयन परिकल्पना,ಸಂಚಯನ ಪರಿಕಲ್ಪನಾ,സംചയന പരികല്പനാ,ஸங்சயந பரிகல்பநா,సంచయన పరికల్పనా,سنچین پرکلپنا,সংচযন পরিকল্পনা,ସଂଚଯନ ପରିକଲ୍ପନା,संचयन परिकल्पना
Accumulation zone (glacier),हिमसंचयन-प्रदेश,હિમસંચયન-પ્રદેશ,हिमसंचयन-प्रदेश,ਹਿਮਸਂਚਯਨ-ਪ੍ਰਦੇਸ਼,হিমসংচযন-প্রদেশ,हिमसंचयन-प्रदेश,ಹಿಮಸಂಚಯನ-ಪ್ರದೇಶ,ഹിമസംചയന-പ്രദേശ,ஹிமஸங்சயந-ப்ரதேச,హిమసంచయన-ప్రదేశ,ہمسنچین-پردیش,হিমসংচযন-প্রদশ,ହିମସଂଚଯନ-ପ୍ରଦେଶ,हिमसंचयन-प्रदेश
Acheulian implements,अशूली उपकरण,અશૂલી ઉપકરણ,अशूली उपकरण,ਅਸ਼ੂਲੀ ਉਪਕਰਣ,অশূলী উপকরণ,अशूली उपकरण,ಅಶೂಲೀ ಉಪಕರಣ,അശൂലീ ഉപകരണ,அசூலீ உபகரண,అశూలీ ఉపకరణ,اشولی اپکرن,অশূলী উপকরণ,ଅଶୂଲୀ ଉପକରଣ,अशूली उपकरण
Acid fumarole,अम्ल वाष्पमुख,અમ્લ વાષ્પમુખ,अम्ल वाष्पमुख,ਅਮ੍ਲ ਵਾ਷੍ਪਮੁਖ,অম্ল বাষ্পমুখ,अम्ल वाष्पमुख,ಅಮ್ಲ ವಾಷ್ಪಮುಖ,അമ്ല വാഷ്പമുഖ,அம்ல வாஷ்பமுக,అమ్ల వాష్పముఖ,عمل واشپمکھ,অম্ল াষ্পমুখ,ଅମ୍ଲ ବାଷ୍ପମୁଖ,अम्ल वाष्पमुख
Acidulant,"आम्लक, आम्लीकारक","આમ્લક, આમ્લીકારક","आम्लक, आम्लीकारक","ਆਮ੍ਲਕ, ਆਮ੍ਲੀਕਾਰਕ","আম্লক, আম্লীকারক","आम्लक, आम्लीकारक","ಆಮ್ಲಕ, ಆಮ್ಲೀಕಾರಕ","ആമ്ലക, ആമ്ലീകാരക","ஆம்லக, ஆம்லீகாரக","ఆమ్లక, ఆమ్లీకారక",آملک، آملیکارک,"আম্লক, আম্লীকারক","ଆମ୍ଲକ, ଆମ୍ଲୀକାରକ","आम्लक, आम्लीकारक"
Acieral,एसीरल,એસીરલ,एसीरल,ਏਸੀਰਲ,এসীরল,एसीरल,ಏಸೀರಲ,ഏസീരല,ஏஸீரல,ఏసీరల,ایسیرل,সীরল,ଏସୀରଲ,एसीरल
Acreage,क्षेत्रफल (एकड़ो में),ક્ષેત્રફલ (એકડ઼ો મેં),क्षेत्रफल (एकड़ो में),ਏਕੜ ਵਿਚ ਖੇਤਰਫ਼ਲ,ক্ষেত্রফল (একড়ো মেং),क्षेत्रफल (एकड़ो में),ಕ್ಷೇತ್ರಫಲ,ക്ഷേത്രഫല (ഏകഡോ മേം),க்ஷேத்ரபல (ஏகடோ மேங்),క్షేత్రఫల (ఏకడో మేం),ایکڑی رقبہ,ক্ষত্রফল (কড় মং),କ୍ଷେତ୍ରଫଲ (ଏକଡ଼ୋ ମେଂ),क्षेत्रफल (एकड़ो में)
Acre foot,एकड़-फुट,એકડ઼-ફુટ,एकड़-फुट,ਏਕਡ਼-ਫੁਟ,একড়-ফুট,एकड़-फुट,ಏಕಡ಼-ಫುಟ,ഏകഡ-ഫുട,ஏகட-புட,ఏకడ-ఫుట,ایکڑ-فوٹ,কড়-ফুট,ଏକଡ଼-ଫୁଟ,एकड़-फुट
Acre-inch,एकड़ इंच,એકડ઼ ઇંચ,एकड़ इंच,ਏਕਡ਼ ਇਂਚ,একড় ইংচ,एकड़ इंच,ಏಕಡ಼ ಇಂಚ,ഏകഡ ഇംച,ஏகட இங்ச,ఏకడ ఇంచ,ایکڑ اینچ,কড় ইংচ,ଏକଡ଼ ଇଂଚ,एकड़ इंच
