English,Malayalam
aerometer,1. എയറോമീറ്റർ 2. എയറോമീറ്റർ 3. എയറോമീറ്റർ
aerosol,എയറോസോൾ
aestivation,1. പൂങ്കുല 2. വേനൽ സുഷുപ്തി
aetiology (etiology),രോഗ ശാസ്ത്രം
afforestation,വനവൽക്കരണം
agitation,1. പ്രക്ഷോഭം 2. പ്രക്ഷുബ്ധത
agmark,അഗ്മാർക്ക്
agrarian,1. ഭൂമിയുമായി ബന്ധപ്പെട്ട 2. കാർഷിക
agricultural clinic,കാർഷിക ക്ലിനിക്ക്
agricultural labour,1. കാർഷിക തൊഴിലാളികൾ 2. കാർഷിക തൊഴിലാളികൾ
agricultural marketing,കാർഷിക വിപണനം
agricultural technology,കാർഷിക സാങ്കേതികവിദ്യ
agriculture,1. കൃഷി 2. കൃഷി 3. അഗ്രികൾച്ചറൽ സയൻസ്
agrisilviculture,കാർഷിക വനവൽക്കരണം
agrobiodiversity,കാർഷിക ജൈവവൈവിധ്യം
agrobiological defects,കാർഷിക ജൈവ വൈകല്യങ്ങൾ
agrobiology,കാർഷിക ജീവശാസ്ത്രം
agroclimatic diversity,കാർഷിക-കാലാവസ്ഥാ വൈവിധ്യം
agroclimatic zoning,കാർഷിക കാലാവസ്ഥാ മേഖല സൃഷ്ടിക്കൽ
agroforestry,അഗ്രോഫോറസ്ട്രി
agrology,കാർഷിക ശാസ്ത്രം
agronomy,അഗ്രോണമിക്
agropastoral,കാർഷിക ഇടയൻ
agroprocessing,വിള സംസ്കരണം
agrostology,പുല്ല് ശാസ്ത്രം
agrotype,വിള തരം
air plant,എപ്പിഫൈറ്റ്
akiochi soil,aikiochi മണ്ണ്
albinism,വർണ്ണാന്ധത
alfisols,ആൽഫിസോൾ
algae,ആൽഗകൾ
algal disease,ആൽഗ രോഗം
alkali water,ആൽക്കലി വെള്ളം
alkaline,ആൽക്കലൈൻ
allele,ബദൽ
allelochemicals,അല്ലെലോ രസതന്ത്രം
allelomorph,അല്ലീൽ
allelopathy,അല്ലെലോപ്പതി
alley cropping,വേത്തി വിള
allocarpy,പൂർത്തീകരണം
allogamy,ബീജസങ്കലനം
allometry,1. ആപേക്ഷികത 2. അലോമെട്രി
allopolyploid,മൾട്ടിപ്ലോയിഡി
allosynapsis (allosyndesis),1. പാരാസിഗോസിറ്റി
alternate bearing,1. ഇതര വർഷത്തെ പ്രവർത്തനം 2. ഇതര പ്രവർത്തനം
alternate land use,ബദൽ ഭൂമി ഉപയോഗം
ambient,പരിസ്ഥിതി
ameliorant,പരിഷ്കർത്താവ്
amitosis,മൈറ്റോസിസ്
amminization,ആമീനൻ
ammonification,അമോണിയൻ
ammonifier,അമ്നിഫെറസ്
amorph,1. ഫലപ്രദമല്ലാത്ത രൂപം 2. അരൂപി
amphimixis,ഉഭയജീവി മിശ്രിതം
amphoteric,ആംഫോട്ടെറിക്
anabolism,സ്റ്റോക്ക്പൈലിംഗ്
anaerobe,1. അനറോബിക് 2. അനറോബിക് ഓർഗാനിസംസ്
aneuploid,ഹാപ്ലോയിഡ്
angle planting,കോണീയ നടീൽ
animal husbandry,മൃഗസംരക്ഷണം
animal refuse,മൃഗ വിസർജ്ജനം
animate energy,ജീവനുള്ള ഊർജ്ജം
anisoploid,അസാധാരണമായ
annual plant,ഒരു വർഷം പഴക്കമുള്ള ചെടി
annual,വാർഷിക
anthesis,1. പരമാനന്ദം 2. പ്രഭ
anthrax,ആന്ത്രാക്സ്
anthropogenic factor,നരവംശ ഘടകങ്ങൾ
antibiosis,അതിജീവനം
antibiotic,1. ആന്റിബയോട്ടിക് 2. ആന്റിബയോട്ടിക്
antidote,വെറുപ്പുളവാക്കുന്ന
antioxidants,ആന്റിഓക്‌സിഡന്റ്
antitoxin,ആന്റിടോക്സിൻ
anulus,മോതിര വിരൽ
aphid,1. മുഞ്ഞ 2. മാഹു 3. ചേപ
apical bud,മുകളിലെ മുകുളം
apical dominance,പീക്ക് ഫലപ്രാപ്തി
apiculture (bee keeping),തേനീച്ച വളർത്തൽ
apomixis,അലൈംഗികത
apoptosis,അപ്പോപ്റ്റോസിസ്
appendage,അനുബന്ധങ്ങൾ
appetizer,വിശപ്പ്
applied,അപേക്ഷിച്ചു
aquatic weed,ജല കള
arboreal,1. മരം 2. വൃക്ഷ നിവാസി
arborization,ശാഖകൾ
archaeo-botanical records,പ്രോട്ടോബോട്ടാണിക്കൽ റെക്കോർഡുകൾ
area statistics,സോൺ നമ്പർ
area,1. ഏരിയ 2. ഏരിയ
arid ecosystem,വരണ്ട ആവാസവ്യവസ്ഥ
aril,കോട്ടിലിഡൺ
aroma,സൗരഭ്
aromatic plant,ആരോമാറ്റിക് പ്ലാന്റ്
aromatic rice,സുഗന്ധമുള്ള അരി
arrowing,ഇക്ഷു പുഷ്പൻ
asepsis,അസെപ്റ്റിക്
aseptic,1. അസെപ്റ്റിക് 2. അസെപ്റ്റിക്
asexual propagation,അലൈംഗിക പുനരുൽപാദനം
assay,വലിപ്പം
assets,ആസ്തി
assimilation,1. സ്വാംശീകരണം 2. സ്വാംശീകരണം
association,1. അസോസിയേഷൻ 2. അസോസിയേഷൻ
astringent,1. കോളം 2. ആസ്ട്രിംഗ്സി
asynapsis,ഹെറ്ററോസൈഗോസിറ്റി
atavism,1. പൂർവ്വികൻ 2. അടവിസം
atomizer,കണം
atrophy,1. സ്ഥിരീകരണം 2. വൈകല്യം
autogamy,സ്വയം ജോടിയാക്കൽ
autolysis,ഓട്ടോലിസിസ്
autooxidation,1. സ്വതസിദ്ധമായ ഓക്സീകരണം 2. സ്വതസിദ്ധമായ ഓക്സീകരണം
autopolyploid,സ്വയം മൾട്ടിപ്ലക്സ്
auxins,ഓക്സിൻ
awn (bristle),1. ഷൂക്ക് 2. പൂവൻ
baccilovirus,ശിക്ഷാ വൈറസ്
bacillus,1. ബാസിലസ് 2. ബാസിലസ്
bacteria,1. ബാക്ടീരിയ 2. ബാക്ടീരിയ
bacteriotoxin,ബാക്ടീരിയൽ വിഷം
bagasse,ബാഗാസ്
balance sheet,ബാലൻസ് ഷീറ്റ്
balanced fertilization,സമീകൃത വളം ഉപയോഗം
bar diagram,ബാർ ഗ്രാഫ്
bark,കുര
barometer,1. ബാരോമീറ്റർ 2. ബാരോമീറ്റർ
barren,1. ബസർ 2. നിഷ്ക്രിയം 3. വന്ധ്യം
base,1. അടിസ്ഥാനം 2. അടിസ്ഥാനം 3. കുപാങ്
basin,1. താല 2. തടം
basipetal,തലബിസാരി
basisternum,1. ബാസിസ്റ്റെർനം 2. റൂട്ട് ഹോൾഡർ
bay monsoon,ഗൾഫ് മൺസൂൺ
bearing plant,ഫലം പ്ലാന്റ്
bed,കിടക്ക
bedder,കിടക്ക പ്ലാന്റ്
bedding,കിടക്കവിരി
beet molasses,ബീറ്റ്റൂട്ട് മോളാസസ്
bellows,തുരുത്തി
belt,1. സ്ട്രിപ്പ് 2. ഭൂപ്രദേശം
benefit-cost analysis,ലാഭ-ചെലവ് വിശകലനം
biased (sampling),അഭിലാഷം (സാമ്പിൾ)
biennial,ദ്വിവത്സര സസ്യങ്ങൾ
binomial,ദ്വിപദം
bioagent,ബയോഫാക്ടർ
bioclimate,ജൈവ കാലാവസ്ഥ
bioenergy,ജൈവ ഊർജ്ജം
bionomics,ജന്തു പരിസ്ഥിതി
bio-reactor,1. ബയോ പ്രോസസർ 2. ബയോ റിയാക്ടർ
biosphere,ജൈവമണ്ഡലം
biotic,ബയോട്ടിക്
biotype,ജന്തുജാലങ്ങൾ
bisexual,ദിവിലിംഗി
blanching,ധവാലൻ
blast,1. പ്രധ്വാസൻ (രോഗം) 2. ഗസ്റ്റ് രോഗം
blend,മിശ്രണം
blight,1. അംഗ്മാരി (രോഗം) 2. ബ്ലൈറ്റ് (രോഗം)
blister,1. ബ്ലിസ്റ്റർ 2. ബ്ലിസ്റ്റർ 3. എറപ്ഷൻ 4. ബ്ലിസ്റ്റർ
blue revolution,നീല വിപ്ലവം
bottom heat chamber,പ്ലാനർ ഹീറ്റിംഗ് ചേമ്പർ
bottom heat technique,പ്ലാനർ തപീകരണ സാങ്കേതികവിദ്യ
bran,തവിട്
branching,ശാഖകൾ
branchlet,1. തടി 2. ഉപശാഖ
breed,ഇനം
breeding,പുനരുൽപാദനം
brimming,ആദ്യകാല മുളയ്ക്കൽ ചികിത്സ
brood,1. കുട്ടി 2. മുട്ട 3. ഭ്രൂണം
budding,വളർന്നുവരുന്ന
budget,ബജറ്റ്
buffer,1.ആംഫോട്ടറിക് 2. ബഫർ
bulb,മധുരക്കിഴങ്ങ്
bunt,ബണ്ട് (രോഗം)
by-product,1. ഉപോൽപ്പന്നം 2. ഉപോൽപ്പന്നം
c moisture characteristic curve,c ഈർപ്പം സ്പെസിഫിക്കേഷൻ കർവ്
cake,എണ്ണ പിണ്ണാക്ക്
calcarious,1. നാരങ്ങ 2. കാൽസ്യം
calcification,calcion
calcination of phosphate,ഫോസ്ഫേറ്റ് നീക്കം
callosity,1. കിനാറ്റ 2. കാലാറ്റ
callus,1.കല്ലസ് 2. കിരണം
calyx,1. വിദളങ്ങൾ 2. കാളിക്സ്
calyx-end,പുറത്തെ അവസാനം
cambium,എധ
canker,കാൻസർ (ബാക്ടീരിയ രോഗം)
canning,കാനിംഗ്
canopy,ആകാശം
capital,ധനകാര്യം
caprification,പരാഗണം (അത്തിപ്പഴം)
capsule,1. കാപ്സ്യൂൾ 2. ക്യാപ്സ്യൂൾ 3. ക്യാപ്സ്യൂൾ
carbonated,കാർബണൈസ്ഡ്
carbonization,കാർബണൻ
carpel,കാർപേസ്
carpus,വള
casting,1. കാസ്റ്റിംഗ് (ഇരുമ്പ്) 2. ക്ഷിപ്തി (പ്രാണി)
catabolism,കാറ്റബോളിസം
catalysis,പ്രേരണ
caterpillar,1. കാറ്റർപില്ലർ 2. കാറ്റർപില്ലർ
C-DNA Library,സി ഡി. എൻ. എ. സമാഹാരം
ceiling,പരിധി
cell,1. സെൽ 2. സെൽ
central leader system,സെൻട്രൽ ഫ്രണ്ട് സിസ്റ്റം
centric,1. പോയിന്റ് 2. ഫോക്കസ്
centrifugation,അപകേന്ദ്രീകരണം
centrifuge,സെൻട്രിഫ്യൂജ്
centriole,നക്ഷത്ര കേന്ദ്രം
centrogenic,എപ്പിജെനെറ്റിക്
centrogenous,കേന്ദ്രരാജ
cercus,തറി
cereal,1. ധാന്യം 2. സീരിയൽ
certification,1. സർട്ടിഫിക്കേഷൻ 2. സർട്ടിഫിക്കേഷൻ
certified seed,സാക്ഷ്യപ്പെടുത്തിയ വിത്ത്
chaff,1. വൈക്കോൽ 2. കുട്ടി 3. ശലക് സഹപത്ര
chalaza,1. നിഭാഗ് 2. കൈലജ
chemotropism,കൈമോഗ്രഫി
chiasma,1. കിയാസ്മ 2. തിരക്കിലാണ്
chilling hours,supercooling മണിക്കൂർ
chilling injury,മഞ്ഞ് കേടുപാടുകൾ
chimera,1. വിചിരോതകി 2. ചിമേര
chloranthy,പച്ച കഞ്ഞി
chlorophyll,1. ഇലകൾ 2. പച്ച
chlorosis,സയനോസിസ്
chorology,ജൈവ വിതരണ ശാസ്ത്രം
chromatid,1. ക്രോമാറ്റിഡുകൾ 2. പകുതി ക്രോമസോമുകൾ
chromatin,ക്രോമാറ്റിൻ
chromatography,ക്രോമാറ്റോഗ്രാഫി
chromatolysis,ക്രോമാറ്റിലേഷൻ
chromocentre,ഏട്രിയൽ പോയിന്റ്
chromogenesis,ക്രോമാറ്റോജെനിസിസ്
chromoprotein,1. ക്രോമോപ്രോട്ടീൻ 2. പിഗ്മെന്റ് പ്രോട്ടീൻ
chromosome,1. ക്രോമസോമുകൾ 2. ക്രോമസോമുകൾ
chronic,1. വിട്ടുമാറാത്ത 2. വിട്ടുമാറാത്ത 3. വിട്ടുമാറാത്ത 4. കാലഹരണപ്പെട്ട
citrange,സിട്രേഞ്ച്
cladode,ശരത്കാല ഉത്സവം
classification,വർഗ്ഗീകരണം
clay,1. കളിമണ്ണ് 2. കളിമണ്ണ്
cleaning,1. വൃത്തിയാക്കൽ 2. സ്‌ക്രബ്ബിംഗ് 3. വൃത്തിയാക്കൽ 4. ശുദ്ധീകരണം
cleistogamy,സ്ഥിരമായ പരാഗണം
climacteric fruit,ക്രൂസിഫറസ് ഫലം
climate,കാലാവസ്ഥ
climatology,കാലാവസ്ഥാ ശാസ്ത്രം
clipper,കത്രിക
clod,പിണ്ഡം (കളിമണ്ണ്)
clone,ക്ലോൺ
cloud,1.മേഘങ്ങൾ 2.മേഘങ്ങൾ
clump,കൂട്ടം
cluster,കുല
coarse,1. പരുക്കൻ 2. പരുക്കൻ 3. അസംസ്കൃതം 4. പരുക്കൻ
coat (seed),1. കവർ 2. ലെതറെറ്റ്
cocoon,കോയ
coenzyme,1. കോഎൻസൈം 2. കോ-എൻസൈം
cohesion,കെട്ടുറപ്പ്
coir,1. നാരുകൾ (ചണം ചണം) 2. കോക്കനട്ട് കോഴ്സ്
coleorrhiza,മുളങ്കൂർ ചോല
collar 1. स्तंभमूलसंधि 2. कॉलर 3. ग्रीवा,
colloid (soil),കൊളോയിഡ് (മണ്ണ്)
columella,1.നിര 2.കൊലുമെല്ല
column,1. പെനാൽറ്റി 2. കോളം 3. കോളം
commensalism,കൂട്ടായ്മ
commercial bank,കൊമേഴ്സ്യൽ ബാങ്ക്
commodity,1. ചരക്ക് 2. ചരക്ക്
community,സമൂഹം
compaction (of soil),സങ്കോചം (മണ്ണിന്റെ)
compatibility,1. അനുയോജ്യത 2. അനുയോജ്യത
compatibility,അനുയോജ്യത
compensation,1. നഷ്ടപരിഹാരം 2. നഷ്ടപരിഹാരം
competitive interaction,മത്സരപരമായ ഇടപെടൽ
complementary crop,സപ്ലിമെന്റ് വിള
complex,1. സംയുക്തം 2. സങ്കീർണ്ണമായ
component,ഘടകഭാഗം
composition,രചന
compost,കമ്പോസ്റ്റ്
compound interest,കൂട്ടുപലിശ
computation,കണക്കുകൂട്ടൽ
computer,1. കമ്പ്യൂട്ടർ 2. കമ്പ്യൂട്ടർ
concentration,1. ഏകാഗ്രത 2. ഏകാഗ്രത
conditioner,1. ഒപ്റ്റിമൈസർ 2. റിവൈറ്റലൈസർ
conductance,ചാലകത
configuration,1. കോൺഫിഗറേഷൻ 2. കോൺഫിഗറേഷൻ
conformity,1. അനുരൂപത 2. കോൺഫിഗറേഷൻ 3. അനുരൂപത
confounding,1. സംയോജനം 2. ഹൈബ്രിഡൈസേഷൻ
conjugation,സംയോജനം
connective,1. അഡിറ്റീവ് 2. കണക്റ്റീവ്
conservation,സംരക്ഷണം
consolidation,ഏകീകരണം
constituents,1. ചേരുവ 2. ചേരുവകൾ
consumer,ഉപഭോക്താവ്
consumption,ഉപഭോഗം
contamination,മലിനീകരണം
contour planting,കോണ്ടൂർ നടീൽ
contour,കോണ്ടൂർ ലൈൻ
contract farming,1. കരാർ കൃഷി 2. കരാർ കൃഷി 3. കരാർ കൃഷി
controlled storage,നിയന്ത്രിത അന്തരീക്ഷ സംഭരണം
co-operative bank,സഹകരണ ബാങ്ക്
cooperator,സഹകരണ സംഘം അംഗം
coppice,ഗുൽമാവാൻ
corm,സമചതുര
corolla,1. ദൽപുഞ്ച് 2. കൊറോള
cortex,1. കോർട്ടെക്സ് 2. കോർട്ടക്സ്
cost,ചെലവ്
cotyledon (seed),കോട്ടിലിഡൺ
credit society,ക്രെഡിറ്റ് കമ്മിറ്റി
credit,1. കടം കൊടുക്കൽ 2. ക്രെഡിറ്റ്
creditor,1. കടം കൊടുക്കുന്നയാൾ 2. കടം കൊടുക്കുന്നയാൾ
crest,1. ശിഖരം 2. ശീർഷകം 3. ശിഖരം
crinkle,പിൻവലിക്കൽ
crisis,പ്രശ്നം
criterion,പരീക്ഷ
critical,വിമർശനാത്മകം
crop insurance,വിള ഇൻഷുറൻസ്
crop loan,വിള വായ്പ
crop,1. വിള 2. വിള
cropping area,കൃഷി പ്രദേശം
cross-incompatible,ക്രോസ് പൊരുത്തമില്ലാത്ത
crown (plant),1. കിരീടം 2. പിനാക്കിൾ (സസ്യം)
crumb,മൃദുവായ കണങ്ങൾ
crust,പുറംതോട്
cryptogam,1. ക്രിപ്‌റ്റോഗാം 2. നോൺ-ഫ്ലോറിഫോം
cull (fruits),അരിവാൾ (പഴം)
culm,പേന
cultivar,കൃഷി ഇനം
cultivation,1. ട്രാക്ഷൻ 2. കൃഷി 3. കൃഷി
cultivator,1. കർഷകൻ 2. കൃഷിക്കാരൻ
culture,1. കൃഷി 2. കൃഷി 3. വളർത്തൽ
curing,1.വിഭവം 2.തയ്യാറെടുപ്പ്
curling,1.കുന്തളൻ 2.കുഞ്ചോൻ
currency,ഭാവം
cuticle,1. പുറംതൊലി 2. പുറംതൊലി
cutting,1. പേന 2. മുറിക്കൽ 3. മുറിക്കൽ 4. മുറിക്കൽ 5. മുറിക്കൽ
cyst,1. വിര കോർപ്പസ് 2. സിസ്റ്റ് 3. സിസ്റ്റ് 4. വികലമായ മുഴ 5. നിയോപ്ലാസം
cytochrome,സൈറ്റോക്രോം
cytogamy,സെൽ കപ്ലിംഗ്
cytogenesis,കോശ പുനരുൽപാദനം
cytogenetics,സെൽ ജനിതകശാസ്ത്രം
cytokinesis,സൈറ്റോപ്ലാസ്മിക് ഡിവിഷൻ
cytology,സെൽ ബയോളജി
cytolysis,സെൽ ലിസിസ്
cytomere,1. സൈറ്റോമിയർ 2. സെൽ സെഗ്മെന്റേഷൻ
cytoplasm,സൈറ്റോപ്ലാസം
dairy,1. ഡയറി 2. ഡയറി
dairying,ക്ഷീര വ്യവസായം
dam,1. ഡാം 2. ബ്രീഡർ
day-neutral,ദിവസം സമ്പൂർണ്ണ പ്ലാന്റ്
days after flowering,പൂവിടുമ്പോൾ ദിവസം
days after full bloom,മുഴുവൻ പൂവിടുമ്പോൾ ഒരു ദിവസം
deblossoming,കാര്യക്ഷമതയില്ലായ്മ
decalcification,ഡീകാൽസിഫിക്കേഷൻ
decant,1. ഡിസ്ലോഡ്ജ് 2. ഡിസ്ലോഡ്ജ്
decay,ക്ഷയം
deciduous,ഇലപൊഴിയും
decimal,1. ദശാംശം 2. ദശാംശം
deficiency,അപകർഷത
deflocculation (soil),അനുരൻ (മണ്ണ്)
defloration,വിപുഷ്പൻ
defoliation,ബില്ലിംഗ്
deforestation,വനനശീകരണം
degeneration,അപമാനം
degradation,തരംതാഴ്ത്തൽ
degree days,ഭാഗം ദിവസം
degree,1. അളവ് 2. ഭാഗം
dehiscence,അപചയം
dehulling,തൊണ്ട നീക്കം
dehusking,തൊണ്ട നീക്കം
dehydration,നിർജ്ജലീകരണം
dehydrator,ജലരഹിതമായ
demand,ആവശ്യം
denaturation,1. ഡീനാറ്ററേഷൻ 2. ഗുണനം
denudation,അപകീർത്തിപ്പെടുത്തൽ
deposit,1. നിക്ഷേപം (മണ്ണ്) 2. നിക്ഷേപം (സാമ്പത്തികശാസ്ത്രം)
deposition,നിക്ഷേപം
depreciation,1. മൂല്യത്തകർച്ച 2. മൂല്യത്തകർച്ച
desalinization,ഉപ്പുനീക്കം
desiccation,1. വെള്ളം ഉണക്കൽ 2. നിർജ്ജലീകരണം
design,1. ഡിസൈൻ 2. ഡിസൈൻ
dessicator,വരണ്ട
destoning,കേർണൽ നീക്കം
desuckering,ഡി-ഇന്റർകലേഷൻ
desynapsis,സംയോജനം
detassel,1. ആൺ മഞ്ജരി വേർതിരിച്ചെടുക്കൽ (ചോളം) 2. ബല്ലാർ വേർതിരിച്ചെടുക്കൽ
detasseling,ബല്ലാർ അല്ലെങ്കിൽ കുന്ദൻ മുറിക്കൽ
determinant,നിർണ്ണയിക്കുന്നയാൾ
devaluation,മൂല്യച്യുതി
devegetation,സസ്യഭക്ഷണം
deviation,വ്യതിയാനം
diad,ഇരട്ടി
diagnosis,രോഗനിർണയം
dichogamy,വ്യത്യസ്ത പക്വത
dichotomy,വിഭജനം
dicotyledon (seed),1. ഡൈക്കോട്ടിലിഡൺ 2. ഡൈക്കോട്ടിലിഡൺ (വിത്ത്)
die back (disease),പുറം രോഗം
diffusion,1. ഡിഫ്യൂഷൻ 2. ഡിഫ്യൂഷൻ
digestibility,ദഹനക്ഷമത
dihybrid,ഡൈഹൈബ്രിഡ്
dike (dyke),1. ഡാം 2. ഡ്രെയിൻ 3. കുടുംബം
dilute,തുച്ഛമായ
dioecious,1. ഏകഭാര്യ 2. ഏകഭാര്യ
diploid,ഡിപ്ലോയിഡ്
diploid,1. ഡിപ്ലോയിഡ് 2. ഡിപ്ലോയിഡ്
diplonema,ദ്വിധ്രുവം
disbudding,1. വേർതിരിച്ചെടുക്കൽ 2. ബഡ് നീക്കം
discing,1. പ്ലോ പ്ലോവിംഗ് 2. സ്പിന്നിംഗ്
discount,കിഴിവ്
disinfection,അണുനശീകരണം
dispersion,1. ഡിസ്പർഷൻ 2. ചിതറിക്കൽ
dissemination,1.ചിതറിക്കൽ 2.വ്യതിയാനം
diversification,വൈവിധ്യവൽക്കരണം
diversified farming,വൈവിധ്യമാർന്ന കൃഷി
DNA Ladder,ഡിഎൻഎ ഘട്ടം
DNA receptor,ഡിഎൻഎ റിസീവർ
dockage,ഡോക്ക് വാടകയ്ക്ക്
dominant,ഫലപ്രദമായ
dormancy,സുഷുപ്തി
dose,1. അളവ് 2. അളവ് 3. അളവ്
douole sigmoid curve,ഇരട്ട സിഗ്മോയിഡ് കർവ്
draft (draught),1. കാറ്റ് 2. നീട്ടുക
drain,1. എക്‌സ്‌ഹോസ്റ്റ് ഡ്രെയിൻ 2. മലിനജലം
drainage,ഡ്രെയിനേജ്
draw,ട്രാക്ഷൻ
drenching,1. മരുന്ന് കൊടുക്കുക 2. നനയ്ക്കുക
dressing (seed),സൗന്ദര്യവർദ്ധക വസ്തുക്കൾ (വിത്തുകൾ)
drill (n.),1. ആഗർ 2. ആഴം കുറഞ്ഞ തകരാർ 3. ഡ്രിൽ 4. ആഗർ
drilling (ag. engg),1. ദ്വാരം 2. ഡ്രിൽ 3. ഡ്രിൽ
drilling (agronomy),1. ഡ്രില്ലിംഗ് 2. ഡ്രിൽ ഉപയോഗിച്ച് വിതയ്ക്കൽ 3. ഡ്രിൽ ഉപയോഗിച്ച് ഒഴിക്കുക
drip irrigation,ഡ്രിപ്പ് ഇറിഗേഷൻ
dryland farming,ഉണങ്ങിയ കൃഷി
dust,1.പൊടി 2.ബുക്നെ
duster,1. ഡസ്റ്റർ 2. സ്കാറ്ററർ
dusting,തളിക്കാൻ
dwarf,1. വാമനൻ 2. വാമനൻ
dwarf pyramid,വാമന പിരമിഡ്
dwarfing,വാമിനി ഭവൻ
ecology,പരിസ്ഥിതി ശാസ്ത്രം
econometrics,ഇക്കണോമെട്രിക്സ്
economic efficiency,സാമ്പത്തിക കാര്യക്ഷമത
ecotype,സാഹചര്യ തരം
ectotrophic,അധിക-സ്ട്രാറ്റിഫൈഡ്
edaphic,മൃദുവായ
edaphology,മണ്ണ് ശാസ്ത്രം
edging,1. ബ്രിഡ്ജിംഗ് 2. എഡ്ജിംഗ് 3. സ്ട്രാൻഡ് ക്ലോഷർ
edible part,ഭക്ഷണ ഭാഗം
elasticity of demand,ഡിമാൻഡിന്റെ ഇലാസ്തികത
elasticity of production,ഉത്പാദന ഇലാസ്തികത
electrolysis,വൈദ്യുതവിശ്ലേഷണം
electrophoresis,ഇലക്ട്രോഫോറെസിസ്
eluviation,ആവിയായി
emasculator,1. ശിരഛേദം 2. വന്ധ്യംകരണം 3. ശിരഛേദം 4. വന്ധ്യംകരണം
embanking,1. വീർ ബാൻഡി 2. സ്ട്രോബണ്ടി
embryo,ഭ്രൂണം
embryology,1. ഭ്രൂണശാസ്ത്രം 2. ഭൗതികശാസ്ത്രം
emergence,1. പുറത്തുകടക്കുക 2. പുറത്തുകടക്കുക
emulsifier,എമൽസിഫയർ
endogenous,അന്തർജനകമായ
endomitosis,ഇൻട്രാ പോയിന്റ് ഡിവിഷൻ
endoparasite,ഇൻട്രാ-പാരാസിറ്റിക്
endosperm,എൻഡോസ്പേം
enterprise,എന്റർപ്രൈസ്
entomology,കീടശാസ്ത്രം
environment,പരിസ്ഥിതി
enzyme,1. എൻസൈം 2. എൻസൈം
epicotyl grafting,ക്ലസ്റ്റർ ഗ്രാഫ്റ്റിംഗ്
epiphyte,1. എപ്പിഫൈറ്റ് 2. എപ്പിഫൈറ്റ്
equity,ഇക്വിറ്റി
eradication,ഉന്മൂലനം
essential nutrients,അവശ്യ പോഷകങ്ങൾ
estimation,1. അളവ് 2. ജമ്പ് 3. വിലയിരുത്തൽ
etiolation,സൂക്ഷ്മത
eugenic,സുജനിക്
evaluation,മൂല്യനിർണ്ണയം
evaporimeter,സ്റ്റീം ഗേജ്
evapo-transpiration,ബാഷ്പീകരണ പ്രചോദനം
evergreen revolution,ശാശ്വത വിപ്ലവം
evergreen,1. നിത്യഹരിതം 2. നിത്യഹരിതം
evolution,വികസനം
excise,വിച്ഛേദിക്കുക
