Tamil,Gujarati
1. விவசாயம் 2. விவசாயம் 3. விவசாய அறிவியல்,1. કૃષિ 2. ખેતી 3. કૃષિ વિજ્ઞાન
விவசாய காடுகள்,કૃષિ વનસંવર્ધન
விவசாய பல்லுயிர்,કૃષિ જૈવવિવિધતા
விவசாய கரிம குறைபாடுகள்,કૃષિ કાર્બનિક ખામીઓ
விவசாய உயிரியல்,કૃષિ જીવવિજ્ઞાન
விவசாய காலநிலை பன்முகத்தன்மை,કૃષિ-આબોહવાની વિવિધતા
வேளாண் காலநிலை மண்டலத்தை உருவாக்குதல்,એગ્રોક્લાઇમેટિક ઝોનની રચના
வளர்ப்பு,કૃષિ વનીકરણ
வேளாண்மை,કૃષિ વિજ્ઞાન
வேளாண்மை,કૃષિવિજ્ઞાન
விவசாய மேய்ச்சல்,કૃષિ પશુપાલન
பயிர் செயலாக்கம்,પાક પ્રક્રિયા
புல் அறிவியல்,ઘાસ વિજ્ઞાન
பயிர் வகை,પાકનો પ્રકાર
எபிஃபைட்,એપિફાઇટ
aikiochi மண்,aikiochi માટી
வண்ண குருட்டுத்தன்மை,રંગ અંધત્વ
அல்பிசோல்,આલ્ફીસોલ
பாசி,શેવાળ
பாசி நோய்,શેવાળ રોગ
காரம் நீர்,આલ્કલી પાણી
காரமானது,આલ્કલાઇન
மாற்று,વૈકલ્પિક
அலெலோ வேதியியல்,એલેલો રસાયણશાસ્ત્ર
அலீல்,એલીલ
அலெலோபதி,એલોપથી
வேத்தி பயிர்,વેથી પાક
நிறைவு,પૂર્ણતા
கருத்தரித்தல்,ગર્ભાધાન
1. சார்பியல் 2. அலோமெட்ரி,1. સાપેક્ષતા 2. એલોમેટ્રી
பலவகை,મલ્ટીપ્લોઇડી
1. Parazygosity,1. પેરાઝીગોસિટી
1. மாற்று ஆண்டு செயல்பாடு 2. மாற்று செயல்பாடு,1. વૈકલ્પિક વર્ષ કાર્ય 2. વૈકલ્પિક કાર્ય
மாற்று நில பயன்பாடு,વૈકલ્પિક જમીનનો ઉપયોગ
சூழல்,પર્યાવરણ
சீர்திருத்தவாதி,સુધારક
மைடோசிஸ்,મિટોસિસ
அமீனன்,આમીન
அம்மோனியன்,એમોનિયન
அம்னிஃபெரஸ்,એમ્નિફરસ
1. பயனற்ற வடிவம் 2. அரூபி,1. બિનઅસરકારક સ્વરૂપ 2. અરૂપી
நீர்வீழ்ச்சி கலவை,ઉભયજીવી મિશ્રણ
ஆம்போடெரிக்,એમ્ફોટેરિક
கையிருப்பு,સંગ્રહ
1. காற்றில்லா 2. காற்றில்லா உயிரினங்கள்,1. એનારોબિક 2. એનારોબિક સજીવો
ஹாப்ளாய்டு,હેપ્લોઇડ
கோண நடவு,કોણીય વાવેતર
கால்நடை வளர்ப்பு,પશુપાલન
விலங்கு மலம்,પ્રાણીના મળમૂત્ર
வாழ்க்கை ஆற்றல்,જીવંત ઊર્જા
முரண்பாடான,વિસંગત
ஒரு வருடம் பழமையான ஆலை,એક વર્ષ જૂનો છોડ
ஆண்டு,વાર્ષિક
1. பரவசம் 2. பிரகாசம்,1. પરમાનંદ 2. ઉજાસ
ஆந்த்ராக்ஸ்,એન્થ્રેક્સ
மானுடவியல் காரணிகள்,એન્થ્રોપોજેનિક પરિબળો
உயிர்வாழ்தல்,અસ્તિત્વ
1. ஆன்டிபயாடிக் 2. நுண்ணுயிர்க்கொல்லி,1. એન્ટિબાયોટિક 2. એન્ટિબાયોટિક
விரட்டும்,પ્રતિકૂળ
ஆக்ஸிஜனேற்ற,એન્ટીઑકિસડન્ટ
ஆன்டிடாக்சின்,એન્ટિટોક્સિન
மோதிர விரல்,રિંગ આંગળી
1. அசுவினி 2. மஹு 3. செபா,1. એફિડ 2. મહુ 3. ચેપા
மேல் மொட்டு,ટોચની કળી
உச்ச செயல்திறன்,ટોચની અસરકારકતા
தேனீ வளர்ப்பு,મધમાખી ઉછેર
ஓரினச்சேர்க்கை,અજાતીયતા
அப்போப்டொசிஸ்,એપોપ્ટોસિસ
பிற்சேர்க்கைகள்,પરિશિષ્ટ
பசியை உண்டாக்கும்,ભૂખ લગાડનાર
விண்ணப்பித்தார்,લાગુ
நீர்வாழ் களை,જળચર નીંદણ
1. மரம் 2. மரத்தில் வசிப்பவர்,1. વૃક્ષ 2. વૃક્ષ નિવાસી
கிளைகள்,શાખાઓ
புரோட்டோபோட்டானிக்கல் பதிவுகள்,પ્રોટોબોટનિકલ રેકોર્ડ્સ
மண்டல எண்,ઝોન નંબર
1. பகுதி 2. பகுதி,1. વિસ્તાર 2. વિસ્તાર
உலர் சுற்றுச்சூழல்,શુષ્ક ઇકોસિસ્ટમ
கோட்டிலிடன்,કોટિલેડોન
சௌரப்,સૌરભ
நறுமண ஆலை,સુગંધિત છોડ
வாசனை அரிசி,સુગંધિત ચોખા
இக்ஷு புஷ்பன்,ઇક્ષુ પુષ્પન
அசெப்டிக்,એસેપ્ટિક
1. அசெப்டிக் 2. அசெப்டிக்,1. એસેપ્ટિક 2. એસેપ્ટિક
பாலின இனப்பெருக்கம்,અજાતીય પ્રજનન
அளவு,કદ
சொத்து,સંપત્તિ
1. ஒருங்கிணைப்பு 2. ஒருங்கிணைப்பு,1. એસિમિલેશન 2. એસિમિલેશન
1. சங்கம் 2. சங்கம்,1. એસોસિએશન 2. એસોસિએશન
1. நெடுவரிசை 2. துவர்ப்பு,1. કૉલમ 2. અસ્પષ્ટતા
பன்முகத்தன்மை,હેટરોઝાયગોસિટી
1. முன்னோர் 2. அடவிசம்,1. પૂર્વજ 2. એટાવિઝમ
துகள்,કણ
1. உறுதிப்படுத்தல் 2. குறைபாடு,1. પુષ્ટિ 2. ક્ષતિ
சுய இணைத்தல்,સ્વ જોડી
தன்னியக்கம்,ઓટોલિસિસ
1. தன்னிச்சையான ஆக்சிஜனேற்றம் 2. தன்னிச்சையான ஆக்சிஜனேற்றம்,1. સ્વયંસ્ફુરિત ઓક્સિડેશન 2. સ્વયંસ્ફુરિત ઓક્સિડેશન
சுய மல்டிபிளக்ஸ்,સ્વ મલ્ટિપ્લેક્સ્ડ
ஆக்சின்,ઓક્સિન
1. குலுக்கல் 2. தேரை,1. હચમચી 2. દેડકો
தண்டனை வைரஸ்,દંડ વાયરસ
1. பேசிலஸ் 2. பேசிலஸ்,1. બેસિલસ 2. બેસિલસ
1. பாக்டீரியா 2. பாக்டீரியா,1. બેક્ટેરિયા 2. બેક્ટેરિયા
பாக்டீரியா நச்சு,બેક્ટેરિયલ ઝેર
கரும்பு சக்கை,બગાસ
இருப்பு தாள்,સરવૈયા
சீரான உர பயன்பாடு,સંતુલિત ખાતરનો ઉપયોગ
சட்ட வரைபடம்,બાર ગ્રાફ
பட்டை,છાલ
1. காற்றழுத்தமானி 2. காற்றழுத்தமானி,1. બેરોમીટર 2. બેરોમીટર
1. buzzer 2. inert 3. barren,1. બઝર 2. જડ 3. ઉજ્જડ
1. அடிப்படை 2. அடிப்படை 3. குபாங்,1. આધાર 2. આધાર 3. કપંગ
1. தாலா 2. பேசின்,1. તાલા 2. બેસિન
தலபிசாரி,તલાબીસરી
1. பாசிஸ்டர்னம் 2. ரூட் ஹோல்டர்,1. બેસિસ્ટર્નમ 2. રુટ ધારક
வளைகுடா பருவமழை,ગલ્ફ ચોમાસું
பழ செடி,ફળનો છોડ
படுக்கை,પથારી
படுக்கை ஆலை,બેડ પ્લાન્ટ
படுக்கை,પથારી
பீற்று வெல்லப்பாகு,બીટ દાળ
பெல்லோஸ்,બેલો
1. கீற்று 2. நிலப்பரப்பு,1. પટ્ટી 2. ભૂપ્રદેશ
இலாப-செலவு பகுப்பாய்வு,નફો-ખર્ચ વિશ્લેષણ
ஆர்வலர் (மாதிரி),મહત્વાકાંક્ષી (સેમ્પલિંગ)
இரு ஆண்டு தாவரங்கள்,દ્વિવાર્ષિક છોડ
இருவகை,દ્વિપદી
உயிர் காரணி,બાયોફેક્ટર
உயிரியல் காலநிலை,જૈવિક આબોહવા
உயிர் ஆற்றல்,જૈવ ઊર્જા
விலங்கு சூழலியல்,પ્રાણીસૃષ્ટિ ઇકોલોજી
1. உயிர் செயலி 2. உயிர் உலை,1. બાયો-પ્રોસેસર 2. બાયો-રિએક્ટર
உயிர்க்கோளம்,બાયોસ્ફિયર
உயிரியல்,જૈવિક
விலங்கினங்கள்,પ્રાણીસૃષ્ટિ
திவிலிங்கி,ડિવિલિંગી
தவலன்,ધવલન
1. பிரத்வாசன் (நோய்) 2. குடல் நோய்,1. પ્રધવાસન (રોગ) 2. ગસ્ટ રોગ
கலத்தல்,મિશ્રણ
1. அங்கமாரி (நோய்) 2. ப்ளைட் (நோய்),1. અંગમારી (રોગ) 2. બ્લાઈટ (રોગ)
1. கொப்புளம் 2. கொப்புளம் 3. வெடிப்பு 4. கொப்புளம்,1. ફોલ્લો 2. ફોલ્લો 3. ફાટી નીકળવો 4. ફોલ્લો
நீல புரட்சி,વાદળી ક્રાંતિ
பிளானர் வெப்பமூட்டும் அறை,પ્લાનર હીટિંગ ચેમ્બર
பிளானர் வெப்பமாக்கல் தொழில்நுட்பம்,પ્લાનર હીટિંગ ટેકનોલોજી
தவிடு,થૂલું
கிளைகள்,શાખાઓ
1. கிளை 2. துணைக் கிளை,1. ટ્વિગ 2. સબબ્રાન્ચ
இனம்,જાતિ
இனப்பெருக்கம்,પ્રજનન
ஆரம்ப முளைப்பு சிகிச்சை,પ્રારંભિક અંકુરણ સારવાર
1. குட்டி 2. முட்டை 3. கரு,1. બચ્ચા 2. ઇંડા 3. ગર્ભ
துளிர்க்கிறது,ઉભરતા
பட்ஜெட்,બજેટ
1.ஆம்போடெரிக் 2. தாங்கல்,1.એમ્ફોટેરિક 2. બફર
இனிப்பு உருளைக்கிழங்கு,શક્કરિયા
பன்ட் (நோய்),બંટ (રોગ)
1. துணை தயாரிப்பு 2. துணை தயாரிப்பு,1. આડપેદાશ 2. આડપેદાશ
c ஈரப்பதம் விவரக்குறிப்பு வளைவு,c ભેજ સ્પષ્ટીકરણ વળાંક
எண்ணெய் கேக்,તેલ કેક
1. சுண்ணாம்பு 2. கால்சியம்,1. ચૂનો 2. કેલ્શિયમ
கால்சியன்,કેલ્સિયન
பாஸ்பேட் நீக்கம்,ફોસ્ફેટ દૂર કરવું
1. கினாட்டா 2. கலாட்டா,1. કિનાટા 2. કેલાટા
1.காலஸ் 2. கதிர்,1.કેલસ 2. કિરણ
1. செப்பல்ஸ் 2. கேலிக்ஸ்,1. સેપલ્સ 2. કેલિક્સ
வெளிப்புற முடிவு,બહારનો છેડો
எதா,એધા
புற்றுநோய் (பாக்டீரியா நோய்),કર્કશ (બેક્ટેરિયલ રોગ)
பதப்படுத்தல்,કેનિંગ
வானம்,આકાશ
நிதி,ફાઇનાન્સ
மகரந்தச் சேர்க்கை (அத்திப்பழங்கள்),પરાગનયન (અંજીરનું)
1. காப்ஸ்யூல் 2. காப்ஸ்யூல் 3. கேப்சூல்,1. કેપ્સ્યુલ 2. કેપ્સ્યુલ 3. કેપ્સ્યુલ
கார்பனேற்றப்பட்டது,કાર્બનયુક્ત
கார்பனான்,કાર્બનન
கார்பேஸ்,કારાપેસ
வளையல்,બંગડી
1. வார்ப்பு (இரும்பு) 2. க்ஷிப்தி (பூச்சி),1. કાસ્ટિંગ (લોખંડ) 2. ક્ષિપ્તિ (જંતુ)
வினையூக்கம்,અપચય
தூண்டுதல்,પ્રેરિત
1. கம்பளிப்பூச்சி 2. கம்பளிப்பூச்சி,1. કેટરપિલર 2. કેટરપિલર
c d. என். அ. சேகரிப்பு,c ડી. એન. a સંગ્રહ
சரகம்,શ્રેણી
1. செல் 2. செல்,1. સેલ 2. સેલ
மத்திய முன் அமைப்பு,કેન્દ્રીય ફ્રન્ટ સિસ્ટમ
1. புள்ளி 2. கவனம்,1. બિંદુ 2. ફોકસ
மையவிலக்கு,સેન્ટ્રીફ્યુગેશન
மையவிலக்கு,સેન્ટ્રીફ્યુજ
நட்சத்திர மையம்,સ્ટાર સેન્ટર
எபிஜெனெடிக்,એપિજેનેટિક
கேந்திரராஜா,કેન્દ્રજા
தறி,લૂમ
1. தானியம் 2. தொடர்,1. અનાજ 2. સીરીયલ
1. சான்றிதழ் 2. சான்றிதழ்,1. પ્રમાણપત્ર 2. પ્રમાણપત્ર
சான்றளிக்கப்பட்ட விதை,પ્રમાણિત બીજ
1. வைக்கோல் 2. குட்டி 3. ஷலாக் சஹாபத்ரா,1. સ્ટ્રો 2. કુટ્ટી 3. શલક સહપાત્ર
1. நிபாக் 2. கைலாஜா,1. નિભાગ 2. કૈલાજા
கைமோகிராபி,કીમોગ્રાફી
1. கியாஸ்மா 2. பிஸி,1. કિયાઝમા 2. વ્યસ્ત
supercooling மணி,સુપરકૂલિંગ કલાકો
உறைபனி சேதம்,હિમ નુકસાન
1. விசிரோடகி 2. சிமேரா,1. વિચિરોતકી 2. ચિમેરા
பச்சை கஞ்சி,લીલો પોર્રીજ
1. தழை 2. பச்சை,1. પર્ણસમૂહ 2. લીલો
சயனோசிஸ்,સાયનોસિસ
உயிரியல் விநியோக அறிவியல்,જૈવિક વિતરણ વિજ્ઞાન
1. குரோமாடிட்ஸ் 2. அரை குரோமோசோம்கள்,1. ક્રોમેટિડ 2. અર્ધ રંગસૂત્રો
குரோமடின்,ક્રોમેટિન
குரோமடோகிராபி,ક્રોમેટોગ્રાફી
நிறமாற்றம்,ક્રોમેટિનલેશન
ஏட்ரியல் புள்ளி,ધમની બિંદુ
நிறமூர்த்தம்,ક્રોમેટોજેનેસિસ
1. குரோமோபுரோட்டீன் 2. நிறமி புரதம்,1. ક્રોમોપ્રોટીન 2. પિગમેન્ટપ્રોટીન
1. குரோமோசோம்கள் 2. குரோமோசோம்கள்,1. રંગસૂત્રો 2. રંગસૂત્રો
1. நாள்பட்ட 2. நாள்பட்ட 3. நாள்பட்ட 4. வழக்கற்று,1. ક્રોનિક 2. ક્રોનિક 3. ક્રોનિક 4. અપ્રચલિત
சிட்ரேஞ்ச்,સાઇટ્રેન્જ
இலையுதிர் திருவிழா,પાનખર તહેવાર
வகைப்பாடு,વર્ગીકરણ
1. களிமண் 2. களிமண்,1. માટી 2. માટી
1. சுத்தம் செய்தல் 2. ஸ்க்ரப்பிங் 3. சுத்தம் செய்தல் 4. சுத்திகரிப்பு,1. સફાઈ 2. સ્ક્રબિંગ 3. સફાઈ 4. શુદ્ધિકરણ
தொடர்ந்து மகரந்த சேர்க்கை,સતત પરાગનયન
சிலுவை பழம்,ક્રુસિફેરસ ફળ
காலநிலை,વાતાવરણ
காலநிலையியல்,આબોહવાશાસ્ત્ર
வெட்டு,કાતર
கட்டி (களிமண்),ગઠ્ઠો (માટી)
குளோன்,ક્લોન
1.மேகங்கள் 2.மேகங்கள்,1.વાદળો 2.વાદળો
கொத்து,ઝુંડ
கொத்து,ટોળું
1. கரடுமுரடான 2. கரடுமுரடான 3. கச்சா 4. கரடுமுரடான,1. બરછટ 2. ખરબચડી 3. કાચી 4. ખરબચડી
1. கவர் 2. leatherette,1. કવર 2. ચામડું
கோயா,કોયા
1. கோஎன்சைம் 2. கோ-என்சைம்,1. કોએનઝાઇમ 2. કો-એન્ઝાઇમ
ஒற்றுமை,સંયોગ
1. நார்ச்சத்து (சணல் சணல்) 2. தேங்காய் கரடுமுரடானது,1. ફાઇબર (જ્યુટ જ્યુટ) 2. નારિયેળ બરછટ
மூலங்கூர் சோழன்,મુલંકુર ચોલા
,
கொலாய்டு (மண்),કોલોઇડ (માટી)
1.நெடுவரிசை 2.கொலுமல்லா,1.કૉલમ 2.કોલ્યુમેલા
1. தண்டனை 2. நெடுவரிசை 3. நெடுவரிசை,1. દંડ 2. કૉલમ 3. કૉલમ
ஒற்றுமை,કોમ્યુનિયન
வணிக வங்கி,કોમર્શિયલ બેંક
1. சரக்கு 2. வணிகப் பொருட்கள்,1. કોમોડિટી 2. મર્ચેન્ડાઇઝ
சமூக,સમુદાય
சுருக்கம் (மண்),કોમ્પેક્શન (માટીનું)
1. இணக்கம் 2. இணக்கம்,1. સુસંગતતા 2. સુસંગતતા
பொருந்தக்கூடிய தன்மை,સુસંગતતા
1. இழப்பீடு 2. இழப்பீடு,1. વળતર 2. વળતર
போட்டி தொடர்பு,સ્પર્ધાત્મક ક્રિયાપ્રતિક્રિયા
துணை பயிர்,પૂરક પાક
1.கலவை 2. சிக்கலானது,1.સંયુક્ત 2.જટિલ
தொகுதி,ઘટક
கலவை,રચના
உரம்,ખાતર
கூட்டு வட்டி,સંયોજન વ્યાજ
கணக்கீடு,ગણતરી
1. கணினி 2. கணினி,1. કોમ્પ્યુટર 2. કોમ્પ્યુટર
1. செறிவு 2. செறிவு,1. એકાગ્રતા 2. એકાગ્રતા
1. Optimizer 2. Revitalizer,1. ઑપ્ટિમાઇઝર 2. રિવાઇટલાઇઝર
கடத்துத்திறன்,વાહકતા
1. கட்டமைப்பு 2. கட்டமைப்பு,1. રૂપરેખાંકન 2. રૂપરેખા
1. இணக்கம் 2. கட்டமைப்பு 3. இணக்கம்,1. અનુરૂપતા 2. રૂપરેખાંકન 3. અનુરૂપતા
1. ஒருங்கிணைப்பு 2. கலப்பு,1. એકીકરણ 2. હાઇબ્રિડાઇઝેશન
இணைத்தல்,જોડાણ
1. சேர்க்கை 2. இணைப்பு,1. એડિટિવ 2. કનેક્ટિવ
பாதுகாப்பு,રક્ષણ
ஒருங்கிணைப்பு,એકીકરણ
1. மூலப்பொருள் 2. தேவையான பொருட்கள்,1. ઘટક 2. ઘટકો
நுகர்வோர்,ઉપભોક્તા
நுகர்வு,વપરાશ
மாசுபடுதல்,દૂષણ
விளிம்பு நடவு,સમોચ્ચ વાવેતર
விளிம்பு கோடு,સમોચ્ચ રેખા
1. ஒப்பந்த விவசாயம் 2. ஒப்பந்த விவசாயம் 3. ஒப்பந்த விவசாயம்,1. કોન્ટ્રાક્ટ ફાર્મિંગ 2. કોન્ટ્રાક્ટ ફાર્મિંગ 3. કોન્ટ્રાક્ટ ફાર્મિંગ
கட்டுப்படுத்தப்பட்ட வளிமண்டல சேமிப்பு,નિયંત્રિત વાતાવરણીય સંગ્રહ
கூட்டுறவு வங்கி,સહકારી બેંક
கூட்டுறவு சங்க உறுப்பினர்,સહકારી મંડળીના સભ્ય
குல்மவன்,ગુલમાવન
க்யூப்ஸ்,ક્યુબ્ડ
1. தல்புஞ்ச் 2. கொரோலா,1. દાલપુંજ 2. કોરોલા
1. கோர்டெக்ஸ் 2. கார்டெக்ஸ்,1. કોર્ટેક્સ 2. કોર્ટેક્સ
செலவு,ખર્ચ
கோட்டிலிடன்,કોટિલેડોન
கடன் குழு,ક્રેડિટ કમિટી
1. கடன் கொடுத்தல் 2. கடன்,1. ધિરાણ 2. ક્રેડિટ
1. கடன் கொடுத்தவர் 2. கடன் கொடுத்தவர்,1. શાહુકાર 2. લેણદાર
1. முகடு 2. உச்சி 3. கோபுரம்,1. ક્રેસ્ટ 2. શિરોબિંદુ 3. સ્પાયર
திரும்பப் பெறுதல்,પાછું ખેંચવું
பிரச்சனை,સમસ્યા
சோதனை,પરીક્ષણ
முக்கியமான,જટિલ
பயிர் காப்பீடு,પાક વીમો
பயிர் கடன்,પાક લોન
1. பயிர் 2. பயிர்,1. પાક 2. પાક
சாகுபடி பகுதி,ખેતી વિસ્તાર
குறுக்கு இணக்கமற்ற,ક્રોસ અસંગત
1. கிரீடம் 2. உச்சம் (தாவரம்),1. તાજ 2. શિખર (છોડ)
மென்மையான துகள்கள்,નરમ કણો
மேல் ஓடு,પોપડો
1. கிரிப்டோகம் 2. புளோரிஃபார்ம் அல்லாதது,1. ક્રિપ્ટોગમ 2. નોન-ફ્લોરીફોર્મ
கொடிமுந்திரி (பழம்),કાપણી (ફળ)
பேனா,પેન
சாகுபடி வகை,કલ્ટીવાર વિવિધ
1. இழுவை 2. விவசாயம் 3. விவசாயம்,1. ટ્રેક્શન 2. ખેતી 3. ખેતી
1. விவசாயி 2. உழவர்,1. ખેડૂત 2. ખેડૂત
1. சாகுபடி 2. சாகுபடி 3. வளர்ப்பு,1. ખેતી 2. ખેતી 3. ઉછેર
1.வளம் 2.தயாரிப்பு,1.સંસાધન 2.તૈયારી
1.குந்தலன் 2.குஞ்சன்,1.કુંતલન 2.કુંચોન
தோரணை,મુદ્રા
1. மேல்தோல் 2. க்யூட்டிகல்,1. બાહ્ય ત્વચા 2. ક્યુટિકલ
1. பேனா 2. வெட்டுதல் 3. வெட்டுதல் 4. வெட்டுதல் 5. வெட்டுதல்,1. પેન 2. કટિંગ 3. કટીંગ 4. કટીંગ 5. કટીંગ
1. புழு கார்பஸ் 2. நீர்க்கட்டி 3. நீர்க்கட்டி 4. சிதைந்த கட்டி 5. நியோபிளாசம்,1. કૃમિ કોર્પસ 2. ફોલ્લો 3. ફોલ્લો 4. વિકૃત ગઠ્ઠો 5. નિયોપ્લાઝમ
சைட்டோக்ரோம்,સાયટોક્રોમ
செல் இணைப்பு,કોષ જોડાણ
செல் இனப்பெருக்கம்,સેલ પ્રજનન
செல் மரபியல்,સેલ જીનેટિક્સ
சைட்டோபிளாஸ்மிக் பிரிவு,સાયટોપ્લાઝમિક વિભાજન
உயிரணு உயிரியல்,સેલ બાયોલોજી
செல் சிதைவு,સેલ લિસિસ
1. சைட்டோமியர் 2. செல் பிரிவு,1. સાયટોમેર 2. કોષ વિભાજન
சைட்டோபிளாசம்,સાયટોપ્લાઝમ
1. பால்பண்ணை 2. பால்பண்ணை,1. ડેરી 2. ડેરી
பால் தொழில்,ડેરી ઉદ્યોગ
1. அணை 2. வளர்ப்பவர்,1. ડેમ 2. સંવર્ધક
நாள் முழுமையான தாவரம்,ડે એબ્સોલ્યુટ પ્લાન્ટ
பூக்கும் மறுநாள்,ફૂલો પછીનો દિવસ
முழு பூக்கும் மறுநாள்,સંપૂર્ણ ફૂલો પછીનો દિવસ
திறமையின்மை,બિનકાર્યક્ષમતા
சுண்ணாம்பு நீக்கம்,decalcification
1. அப்புறப்படுத்து 2. அப்புறப்படுத்து,1. ડિસ્લોજ 2. ડિસ્લોજ
சிதைவு,સડો
இலையுதிர்,પાનખર
1. தசமம் 2. தசம,1. દશાંશ 2. દશાંશ
தாழ்வு மனப்பான்மை,હીનતા
அனுரன் (மண்),અનુરાન (માટી)
விபுஷ்பன்,વિપુષ્પન
பில்லிங்,બિલિંગ
காடழிப்பு,વનનાબૂદી
அவமானம்,અપમાન
சீரழிவு,અધોગતિ
பகுதி நாள்,ભાગ દિવસ
1. அளவு 2. பகுதி,1. જથ્થો 2. ભાગ
விலகல்,અવક્ષય
உமி அகற்றுதல்,કુશ્કી દૂર કરવી
உமி அகற்றுதல்,કુશ્કી દૂર કરવી
நீரிழப்பு,નિર્જલીકરણ
நீரற்ற,નિર્જળ
கோரிக்கை,માંગ
1. டினாட்டரேஷன் 2. பெருக்கல்,1. વિકૃતિકરણ 2. ગુણાકાર
கண்டனம்,નિંદા
1. வைப்பு (மண்) 2. வைப்பு (பொருளாதாரம்),1. થાપણ (માટી) 2. થાપણ (અર્થશાસ્ત્ર)
வைப்பு,જમા
1. தேய்மானம் 2. தேய்மானம்,1. અવમૂલ્યન 2. અવમૂલ્યન
உப்புநீக்கம்,ડિસેલિનેશન
