Malayalam,Marathi
"തുക, കൂട്ടിച്ചേർക്കൽ, മൊത്തം (എഡി.), സങ്കലനം (വി.)","बेरीज, बेरीज, एकत्रित (सं.), बेरीज (v.)"
"സംയോജിത സ്വരം, അധിക സ്വരം (സ്വരാക്ഷരങ്ങൾ)","संयुक्त स्वर, अतिरिक्त स्वर (स्वर)"
സങ്കലനം,additive
അഡീഷൻ,आसंजन
പശ ഊർജ്ജം,चिकट ऊर्जा
അടിയാബാറ്റ്,adiabat
adiabatic,adiabatic
ചൂട് ഇൻസുലേറ്റിംഗ്,उष्णता इन्सुलेट
ബന്ധം,संलग्नक
ക്രമീകരിക്കാവുന്ന,बदलानुकारी
നുഴഞ്ഞുകയറ്റം,प्रवेश
ആഗിരണം,शोषण
മുന്നോട്ട്,पुढे
പുരോഗമനപരമായ,प्रगतीशील
"ആകാശി, വായു (വി.), ഏരിയൽ (എഡി.)","आकाशी, वायु (वि.), हवाई (सं.)"
ആന്റിന സ്ട്രീം,अँटेना प्रवाह
ഏരിയൽ സർവേ,हवाई सर्वेक्षण
വായു വേഗത,हवेचा वेग
എയറോഡൈനാമിക് കോഫിഫിഷ്യന്റ്,वायुगतिकीय गुणांक
എയറോഡൈനാമിക്,वायुगतिकीय
എയറോഡൈനാമിക്സ്,वायुगतिकी
എയറോനോട്ടിക്കൽ,वैमानिक
എയറോനോട്ടിക്സ്,वैमानिक
എയർ പൾസ്,हवेची नाडी
"അന്തരീക്ഷം, വാതകമണ്ഡലം","वातावरण, वायूमंडल"
ഫോക്കസ് സിസ്റ്റം,फोकस सिस्टम
തിരികെ ജ്വലനം,परत प्रज्वलन
ബാക്ക് ലൈറ്റ്,परत प्रकाश
ഞെട്ടൽ,आघात
"പ്രായം, പ്രായം, പ്രായം, യുഗം (എഡി.), സമയത്തെ ബാധിക്കാൻ (ver.), സമയം, സമയം ബാധിക്കുക","वय, वय, वय, युग (सं.), वेळेवर परिणाम करणे (व्हेर.), वेळ, काळाने प्रभावित होणे"
സമയം ബാധിച്ചു,वेळ प्रभावित
"വാർദ്ധക്യം, വാർദ്ധക്യം","वृद्धत्व, वृद्धत्व"
സമയ പ്രഭാവം,वेळेचा प्रभाव
സമയ ഫല പരിശോധന,वेळ प्रभाव चाचणी
ഗുരുത്വാകർഷണമില്ലാത്ത,गुरुत्वाकर्षणरहित
അനുരഞ്ജനം,समेट
"വായുവിലൂടെയുള്ള റഡാർ, ഏരിയൽ റഡാർ","हवाई रडार, हवाई रडार"
"ആകാശ ലക്ഷ്യം, ആകാശ ലക്ഷ്യം","हवाई लक्ष्य, हवाई लक्ष्य"
എയർ റെസ്പിറേറ്റർ,हवा श्वसन यंत्र
എയർ കണ്ടീഷനിംഗ്,वातानुकुलीत
എയർക്രൂ ട്രാൻസ്ഫോർമർ,विंडप्रूफ ट्रान्सफॉर्मर
വിമാനം,विमान
വിന്യാസം,संरेखन
വിന്യാസ പിശക്,संरेखन त्रुटी
ലൈവ് സർക്യൂട്ട്,थेट सर्किट
മുഴുവൻ ഗ്ലാസ് ട്യൂബ്,पूर्ण काचेची ट्यूब
മുഴുവൻ മെറ്റൽ ട്യൂബ്,संपूर्ण धातूची नळी
പരിഹരിക്കാൻ,निराकरण
"മിസ്രതു (എഡി.), മിശ്രത്വാൻ (സി.ആർ.)","मिश्रातु (सं.), मिश्रत्व (क्र.)"
മിശ്രത്വൻ,मिश्रत्व
സർവ്വവ്യാപിയായ മാധ്യമം,सर्वव्यापी माध्यम
ഓമ്‌നി ആന്റിന,सर्व अँटेना
പഞ്ചഭൂതം,पंचांग
ആൽഫ,अल्फा
ആൽഫ പ്രവർത്തനം,अल्फा क्रियाकलाप
ആൽഫാന്യൂമെറിക്,अल्फान्यूमेरिक
ആൽഫാ റേ,अल्फा किरण
മാറ്റുക,बदला
"ഒന്നിടവിട്ട്, ഒന്നിടവിട്ട്","पर्यायी, पर्यायी"
ആൾട്ടർനേറ്റർ,अल्टरनेटर
ആൾട്ടിമീറ്റർ,अल्टिमीटर
ആൾട്ടിമീറ്റർ,अल्टिमीटर
ആൾട്ടിമെട്രി,altimetry
"ഉയരം, ഉയരം, ഉയരം, ഉയരം","उंची, उंची, उंची, उंची"
അരിത്മെറ്റിക് റീസണിംഗ് യൂണിറ്റ് (ALU),अंकगणित तर्क युनिट (ALU)
ഒരു ഭരണം,amaget नियम
പരിസ്ഥിതി,वातावरण
അമ്ക്രോൺ,amicron
അമ്മീറ്റർ,ammeter
ആമ്പിയർ,अँपिअर
ആമ്പിയർ നിയമം,अँपिअर-लॉ
ഉഭയജീവി അയോൺ,उभयचर आयन
ആംപ്ലിഫിക്കേഷൻ,प्रवर्धन
ആംപ്ലിഫയർ,अॅम्प्लीफायर
"ആംഗിൾ, അളവ്","कोन, परिमाण"
എ. എം.യു. (ആറ്റോമിക് മാസ് യൂണിറ്റ്),a एम. यू. (अणु वस्तुमान एकक)
അനുയോജ്യം,सुसंगत
സാമ്യം,साधर्म्य
അനലിസ്റ്റ്,विश्लेषक
വിശകലനം,विश्लेषण
വിശകലനാത്മകമായ,विश्लेषणात्मक
നോൺ-പോയിന്റ്,नॉन पॉइंट
അസാധാരണമായ,विसंगत
വാതിലും,आणि दरवाजा
നോൺ-അക്കോസ്റ്റിക്,गैर-ध्वनी
അസാധാരണമായ ഇലാസ്തികത,विसंगत लवचिकता
ജലരഹിതമായ,निर्जल
കോൺ,कोन
angstrom യൂണിറ്റ്,अँग्स्ट्रोम युनिट
കോണിക,टोकदार
പ്രൊട്രാക്ടർ വെർനിയർ,protractor vernier
തർക്കരഹിതമായ,विवादास्पद
ബഹുമാനമില്ലാത്ത,अनादर
അക്രോമാറ്റിക് കാന്തികവൽക്കരണം,अक्रोमॅटिक चुंबकीकरण
മന്ദത,सुस्त
അയോൺ,anion
അസമമായ,असममित
ഐസോട്രോപിക്,समस्थानिक
ഐസോട്രോപിസം,isotropism
ഇല്ലാതാക്കൽ,हटवणे
ഗൂഢാലോചനക്കാർ,कटकारस्थान
ആനോഡ്,एनोड
ആനോഡൈസേഷൻ,anodization
പൊരുത്തമില്ലാത്ത,विसंगत
ഒപ്റ്റിക്കൽ സിസ്റ്റം,ऑप्टिकल प्रणाली
ആന്റിന,अँटेना
ആന്റിബെറിയോൺ,अँटीबेरियन
ബോണ്ടിംഗ് വിരുദ്ധ സ്വത്ത്,अँटी-बॉन्डिंग गुणधर्म
കൌണ്ടർ ബോണ്ട്,काउंटर बाँड
റിവേഴ്സ് പവർ,उलट शक्ती
ഡയമാഗ്നറ്റിക്,डायमॅग्नेटिक
ഡയമാഗ്നറ്റിക് മെറ്റീരിയൽ,डायमॅग्नेटिक सामग्री
വിരുദ്ധ ബാഹ്യാവിഷ്ക്കാരമാണ്,विरोधी दाहक
ആന്റിഗ്രാവിറ്റി,गुरुत्वाकर्षण
ആന്റിലാംഡ കണിക,antilamda कण
അല്ലെലെപ്റ്റൺ,ऍलेलेप्टन
ഡയമാഗ്നറ്റിക്,डायमॅग्नेटिक
പ്രതിദ്രവ്യം,प्रतिपदार्थ
വിരുദ്ധ മിസൈൽ,क्षेपणास्त्र विरोधी
ആന്റിന്യൂട്രോൺ,अँटीन्यूट्रॉन
സ്പന്ദിക്കുന്ന,pulsating
ആന്റി ന്യൂക്ലിയോൺ,अँटीन्यूक्लिओन
ആന്റിപാർട്ടിക്കിൾ,प्रतिकण
ആന്റിപ്രോട്ടോൺ,अँटीप्रोटॉन
ആന്റി റിഫ്ലെക്റ്റീവ്,परावर्तक
ആന്റിസിമെട്രിക്,विषमताविरोधी
ആവർത്തിക്കാത്ത,आवर्ती नाही
അനാക്രോണിസം,अनाक्रोनिझम
സുഷിരങ്ങളുള്ള സ്കാനിംഗ് ഡിസ്ക്,छिद्रित स्कॅनिंग डिस्क
ദ്വാരക്,द्वारक
"മുകളിൽ, മുകളിൽ, മുൻഭാഗം","वर, वर, समोर"
"സൂര്യൻ ഉയർന്ന, സൂര്യൻ ഉയർന്ന, അപ്സർ","उच्च सूर्य, उच्च सूर्य"
ഉദാസീനമായ ലേസ്,उदासीन लेस
ദയനീയമല്ലാത്ത,गैर-दयनीय
വൈകല്യമില്ലാത്തത്,अपंगत्व नसणे
വളരെ അക്രോമാറ്റിക്,अतिशय वर्णवर्धक
"ഭൂമി-ഉയരം, അപ്പോജി","जमीन-उंच, apogee"
"ധ്രുവീയമല്ലാത്ത, വൃത്താകൃതിയിലുള്ള","nonpolar, circumpolar"
പരധ്രുവത്വം,parapolarity
ഉപകരണം,साधन
"വെർച്വൽ, വിഷ്വൽ","आभासी, दृश्य"
ദൃശ്യ സൂര്യൻ,दृश्यमान सूर्य
ദൃശ്യ സമയം,दृश्य वेळ
ഉയർന്നുവരുന്ന രൂപം,उदयोन्मुख देखावा
അപേക്ഷ,अर्ज
പ്രയോഗക്ഷമത,लागू
അപേക്ഷിച്ചു,लागू
നിരീക്ഷിക്കാവുന്നതാണ്,निरीक्षण करण्यायोग्य
സമീപനം,दृष्टीकोन
"അടുത്ത്, ഏകദേശം","जवळ, अंदाजे"
ഏകദേശ കണക്ക്,अंदाजे
നീരാവി മർദ്ദം,बाष्प दाब
സ്വമേധയാ,ऐच्छिक
"ആർക്ക് ചൂള, ആർക്ക് ചൂള","चाप भट्टी, चाप भट्टी"
ആർക്കിമിഡീസിന്റെ നിയമം,आर्किमिडीजचा कायदा
വാസ്തുവിദ്യാ ശബ്ദശാസ്ത്രം,आर्किटेक्चरल ध्वनीशास्त्र
ആർക്ക് ലാമ്പ്,चाप दिवा
ആർക്ക്-സ്പെക്ട്രം,आर्क-स्पेक्ट्रम
"പ്രദേശം, പ്രദേശം","क्षेत्र, क्षेत्र"
"പ്രാദേശിക, പ്രാദേശിക","प्रादेशिक, प्रादेशिक"
"ഭുജം, ഭുജം, ശാഖ","हात, हात, शाखा"
അമച്വർ,हौशी
"അറേ, അറേ","अॅरे, अॅरे"
റിസീവർ,प्राप्तकर्ता
ഉച്ചാരണ വ്യക്തത,उच्चार स्पष्टता
സിന്തറ്റിക്,सिंथेटिक
കൃത്രിമ പരിവർത്തനം,कृत्रिम संक्रमण
ആരോഹണം,चढत्या
കയറ്റം,आरोहण
കയറുന്നു,चढणे
അഗോലി,अगोली
സമാഹരണം,एकत्रीकरण
കൂട്ടം,संच
"അസംബ്ലിംഗ്, അസംബ്ലിംഗ്","एकत्र करणे, एकत्र करणे"
"അസംബ്ലിംഗ്, അസംബ്ലിംഗ്, അസംബ്ലിംഗ്","एकत्र करणे, एकत्र करणे, एकत्र करणे"
കൃത്യമായ കണക്കുകൂട്ടൽ,अचूक अंदाज
വ്യക്തമാക്കിയ (ക്വാണ്ടം സംഖ്യകളുടെ) സവിശേഷതകൾ,निर्दिष्ट (क्वांटम संख्यांची) वैशिष्ट्ये
"ബന്ധപ്പെട്ട, സഹകാരി, സംയോജിത","संबंधित, सहयोगी, संयुग्मित"
സ്വരാക്ഷര ശബ്ദം,स्वराचा उच्चार
ഓട്ടോമാറ്റിക് മൾട്ടിവൈബ്രേറ്റർ,स्वयंचलित मल्टीव्हायब्रेटर
ആസ്തെനിക്,अस्थेनिक
"വിട്ടുനിൽക്കൽ, astigmatism","संयम, दृष्टिवैषम्य"
ബഹിരാകാശ യാത്ര ഇലക്ട്രോണിക്സ്,अंतराळ प्रवास इलेक्ट्रॉनिक्स
ജ്യോതിശാസ്ത്രം,खगोल भौतिकशास्त्र
ബഹിരാകാശ സഞ്ചാരി,अंतराळवीर
ജ്യോതിശാസ്ത്രജ്ഞൻ,खगोलशास्त्रज्ञ
സ്വർഗ്ഗീയ,आकाशीय
ജ്യോതിശാസ്ത്രം,खगोलशास्त्र
ജ്യോതിശാസ്ത്രം,खगोल भौतिकशास्त्र
അസമമായ,असममित
അസിംപ്റ്റോട്ടിക്,लक्षणे नसलेला
വഷളാക്കുന്നു,त्रासदायक
അസമന്വിത,असिंक्रोनस
"അന്തരീക്ഷം, അന്തരീക്ഷം","वातावरण, वातावरण"
അന്തരീക്ഷം,वातावरणीय
കാറ്റ് പ്രക്ഷുബ്ധത,वारा अशांतता
ആണവ,आण्विक
ആറ്റോമിക,अणू
ആറ്റോമിസിറ്റി,आण्विकता
ആണവ പിണ്ഡം,आण्विक वस्तुमान
ആറ്റോമിക നമ്പർ,अणुक्रमांक
"ന്യൂക്ലിയർ റിയാക്ടർ, ന്യൂക്ലിയർ പൈൽ","आण्विक अणुभट्टी, आण्विक ढीग"
ആറ്റോമിക,अणू
കണം,कण
കണം,कण
ശോഷണം,"क्षीणता, क्षीणता"
"ശോഷണം, ശോഷണം","कमी करणे, कमी करणे"
ചാം,मोहिनी
ആകർഷണ ശക്തി,आकर्षण शक्ती
ശ്രവണക്ഷമത,ऐकण्याची क्षमता
ഓഡിയോ ഫ്രീക്വൻസി ആംപ്ലിഫയർ,ऑडिओ वारंवारता अॅम्प्लिफायर
കേൾക്കാവുന്ന,ऐकण्यायोग्य
ഓഡിയോ ജനറേറ്റർ,ऑडिओ जनरेटर
ഓഡിബിലിറ്റി ഗ്രാഫ്,श्रवणक्षमता आलेख
കേൾവി ശാസ്ത്രം,श्रवण विज्ञान
ഓഡിയോമീറ്റർ,ऑडिओमीटर
കേൾക്കാവുന്ന ഫ്രീക്വൻസി ഓസിലേറ്റർ,ऐकण्यायोग्य वारंवारता ऑसिलेटर
ശബ്ദ സിഗ്നൽ,ध्वनी सिग्नल
ദൃശ്യ-ശ്രാവ്യ,दृकश्राव्य
"ഓഡിറ്റോറിയം, ഓഡിറ്റോറിയം","सभागृह, सभागृह"
OZ പ്രഭാവം,ओझेड प्रभाव
പ്രമോഷൻ,जाहिरात
എൻഹാൻസർ,वर्धक
ധ്രുവജ്വാല,ध्रुवीय ज्योत
ദക്ഷിണ ധ്രുവജ്വാല,दक्षिण ध्रुवीय ज्वाला
ഉത്തരധ്രുവ ജ്വാല,उत्तर ध्रुवीय ज्योत
യാന്ത്രിക മുന്നറിയിപ്പ്,स्वयंचलित सूचना
ഓട്ടോ പാരലലൈസർ,स्वयं समांतर
"ഓട്ടോമാറ്റിക്, ഓട്ടോമാറ്റിക്, ഓട്ടോമാറ്റിക്","स्वयंचलित, स्वयंचलित, स्वयंचलित"
"ഓട്ടോമേഷൻ, ഓട്ടോമേഷൻ","ऑटोमेशन, ऑटोमेशन"
"സഹായി, സഹകരണം, അധിക","सहाय्यक, सहकारी, अतिरिक्त"
"അവദവ, അവലാഞ്ചി","आडवा, हिमस्खलन"
"അർത്ഥം, അർത്ഥം","अर्थ, क्षुद्र"
പരിവാരൻ,परिवार
അച്ചുതണ്ട്,अक्षीय
അച്ചുതണ്ട്,अक्ष
അസിമുത്ത്,दिगंश
അസിമുത്ത്,दिगंश
തിരികെ,परत
"പശ്ചാത്തലം, പശ്ചാത്തലം","पार्श्वभूमी, पार्श्वभूमी"
"പിന്നോട്ട്, പിന്നോട്ട്","मागासलेला, मागासलेला"
ടേൺ എറൗണ്ട്,टर्नअराउंड
ബാക്ക് വോൾട്ടേജ് പൾസർ,बॅक व्होल्टेज पल्सर
പോസ്റ്റ്-റിലേഷൻഷിപ്പ്,पोस्ट-रिलेशनशिप
തിരിച്ചടവ്,प्रतिपूर्ती
ആന്റി വോൾട്ടേജ്,अँटी व्होल्टेज
പിൻഭാഗം ചിതറിക്കൽ,पोस्टरियर स्कॅटरिंग
ഇന്റർസ്റ്റീഷ്യൽ വേവ്,इंटरस्टिशियल लाट
ഇൻസുലേറ്റർ,इन्सुलेटर
പാരച്യൂട്ട് ജമ്പ്,हवाई छत्री वापरून घेतलेली उडी
ചൂടാക്കൽ,गरम करणे
"ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്","शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक"
ബാലൻസർ,बॅलन्सर
ബാലൻസ്,शिल्लक
ഗോളാകൃതി,गोलाकार
"ബാലിസ്റ്റിക്, ബാലിസ്റ്റിക്","बॅलिस्टिक, बॅलिस्टिक"
"പ്രൊജക്ഷൻ ഗാൽവനോമീറ്റർ, പ്രൊജക്ഷൻ ഗാൽവനോമീറ്റർ","प्रोजेक्शन गॅल्व्हानोमीटर, प्रोजेक्शन गॅल्व्हानोमीटर"
മിസൈൽ,क्षेपणास्त्र
"ബാലിസ്റ്റിക്സ്, ആയുധം","बॅलिस्टिक्स, शस्त्रे"
പ്രൊജക്ഷൻ,प्रक्षेपण
സ്വതന്ത്ര പാത,मुक्त मार्ग
"ബലൂൺ, ബലൂൺ","फुगा, फुगा"
ബാൽമർ നിർത്തലാക്കൽ,balmer खंडितता
"ബാൻഡ്, ബാൻഡ്, ബാൻഡ്","बँड, बँड, बँड"
സ്ഫോടനം,स्फोट
"അറേ, ബീം, തീരം, ബാങ്ക്, തീരം","अॅरे, बीम, किनारा, किनारा, किनारा"
"കോളം, ബാർ, കോബ്, ബ്ലോക്ക്, ബാർ, വടി, ബാർ, 8. മതിൽ, 9. ലൈൻ, 10. എഡ്ജ്, 1 ബ്ലോക്ക്, 1, ബാർ, 1, ലൈൻ, 1, ടെസ്റ്റ് ലൈൻ","स्तंभ, बार, कोब, ब्लॉक, बार, रॉड, बार, 8. भिंत, 9. रेखा, 10. किनारा, 1 ब्लॉक, 1, बार, 1, रेखा, 1, चाचणी रेखा"
ബാർഡീൻ തത്വം,bardeen तत्त्व
ബാർഖൗസെൻ പ്രഭാവം,barkhausen प्रभाव
ബാർലോ സൈക്കിൾ,बारलो सायकल
ബാർ കാന്തം,बार चुंबक
കളപ്പുര,धान्याचे कोठार
വായു മർദ്ദം ഗ്രാഫ്,हवेचा दाब आलेख
"ബാരോഗ്രാഫ്, ബാരോഗ്രാഫ്","बॅरोग्राफ, बॅरोग्राफ"
ബാരോമീറ്റർ,बॅरोमीटर
അന്തരീക്ഷമർദ്ദം,वातावरणाचा दाब
"കോസ്മോസ്, ബാരോമോസ്ഫിയർ","कॉसमॉस, बॅरोमोस्फियर"
പെൻഡുലം പെൻഡുലം,पेंडुलम पेंडुलम
"തടസ്സം, ആണവ, ആണവ തടസ്സം","अडथळा, आण्विक, आण्विक अडथळा"
തടസ്സം നില,अडथळा पातळी
ബാരിയോൺ,बेरियन
ഗുരുമണ്ഡലം,गुरुमंडळ
അടിസ്ഥാന ബാൻഡ്,बेस बँड
"അടിസ്ഥാന, അടിസ്ഥാന, ക്ഷാര","मूलभूत, मूलभूत, अल्कधर्मी"
അടിസ്ഥാനം,पाया
"എണ്ണൽ, ടീം രൂപീകരണം","गणना, संघ निर्मिती"
"ജലസംഭരണി, ജലസംഭരണി, ഹീറ്റർ, ചൂടാക്കൽ പാത്രം, കുളി","टाकी, टाकी, हीटर, गरम करण्याचे भांडे, आंघोळ"
ബാറ്ററി,बॅटरी
"അറേ സെഗ്മെന്റ്, ചേമ്പർ, ബേ","अॅरे सेगमेंट, चेंबर, बे"
പ്രദർശനം,प्रदर्शन
കിബാൻ,किबान
"മാണിക, ബീഡ്","माणिका, बीड"
"ബീം, ബീം, ബീം, ട്രംപ്","तुळई, तुळई, तुळई, ट्रम्प"
"ഡിക്മാൻ, ഡിക്കൺ","डिकमन, डिकॉन"
"ഡോൾ, വിസ്പൻഡ്","dole, vispand"
ബെക്വറൽ പ്രഭാവം,बेकरेल प्रभाव
മണി ഭരണി,बेल जार
തുരുത്തി,घुंगरू
മണി ക്ലോക്ക്,घंटा घड्याळ
"വേദിക, ബെഞ്ച്","वेदिका, खंडपीठ"
"മോഡ്, ബങ്ക് (എഡി.), ബെൻഡ് (വി.)","मोड, बंक (सं.), वाकणे (v.)"
ബാങ്കൻ,बँकन
"വളഞ്ഞു, വളഞ്ഞു","वाकलेला, वाकलेला"
ബെർണൂലി-സമവാക്യം,बर्नौली-समीकरण
അടിസ്ഥാന-പ്രവർത്തനം,बेसल-फंक्शन
മികച്ച അഡീഷൻ,सर्वोत्तम आसंजन
ബീറ്റ (ബി),बीटा (ब)
ബീറ്റാട്രോൺ,betatron
bethe മോഡൽ,bethe मॉडेल
bivatron,बायव्हट्रॉन
BH കർവ്,BH वक्र
ദ്വികോണാകൃതിയിലുള്ള,द्विभुज
"പക്ഷപാതം, പക്ഷപാതം","पक्षपात, पक्षपात"
ദ്വി-അക്ഷാംശം,द्वि-अक्षीय
ബിക്രോമേറ്റ് സെൽ,बिक्रोमेट सेल
അഭ്യവതാൽ,अभ्यवताल
ഇരട്ട ആന്റിന,दुहेरी अँटेना
ബൈകോൺവെക്സ്,द्विउत्तल
"ബൈ-ക്രിസ്റ്റൽ, ഡ്യുവൽ-ക്രിസ്റ്റൽ","द्वि-क्रिस्टल, दुहेरी-क्रिस्टल"
ദ്വിദിശ മൈക്രോഫോൺ,द्विदिश मायक्रोफोन
ദ്വിപദ മാതൃക,द्विपदी मॉडेल
ഡയീഷ്യസ്,डायओशियस
ഉഭയകക്ഷി,द्विपक्षीय
ബൈലിനയർ,द्विरेखीय
ദ്വിതന്മാത്ര,द्विमोलेक्युलर
"ദ്വി-വേരിയബിൾ, ബൈ-ബേസ്, ഡ്യുവൽ","द्वि-चर, द्वि-आधार, दुहेरी"
"ബൈനറി കോഡ്, ബൈനറി കോഡ്","बायनरी कोड, बायनरी कोड"
കളി താരം,गेम स्टार
ബൈനറി രീതി,बायनरी पद्धत
ദ്വിമുഖം,दुहेरी बाजू असलेला
ബോണ്ട്,बंध
"ബൈനോക്കുലർ, ബൈനോക്കുലർ","द्विनेत्री, द्विनेत्री"
ബൈനറി,बायनरी
ദ്വിപദ വിതരണം,द्विपदी वितरण
"ദ്വികേന്ദ്രം, ദ്വികേന്ദ്രം, ബൈന്യൂക്ലിയേറ്റഡ്","द्विकेंद्रीय, द्विकेंद्री, द्विकेंद्रित"
ബയോഡൈനാമിക്സ്,जैवगतिकी
ബയോ ഇലക്ട്രോണിക്സ്,बायो इलेक्ट्रॉनिक्स
ജൈവഭൗതികശാസ്ത്രജ്ഞൻ,बायोफिजिस्ट
ബയോഫിസിക്സ്,बायोफिजिक्स
ജൈവ ഉപഗ്രഹം,जैविक उपग्रह
"ഛായാഗ്രാഹകൻ, ബയോസ്കോപ്പ്","सिनेमॅटोग्राफर, बायोस्कोप"
ബയോ-സാവാർട്ട് നിയമം,जैव-सावर्त नियम
ബൈഫാസിക് കറന്റ്,biphasic प्रवाह
ദ്വിധ്രുവം,द्विध्रुव
"ബിപ്രിസം, ബൈപ്രിസം","biprism, biprism"
"biquartz, biquartz","biquartz, biquartz"
ദ്വിമുഖ സ്വഭാവം,biphasic वर्ण
രണ്ട്-ഘട്ട മൾട്ടിവൈബ്രേറ്റർ,दोन-स्टेज मल्टीव्हायब्रेटर
"ഡ്വയങ്ക്* (ബൈനറി സംഖ്യ), ബർമീസ്, ആനി, തുക്","द्वयंक* (बायनरी अंक), बर्मीज, अनी, तुक"
"കറുപ്പ്, കൃഷ്ണ","काळा, कृष्णा"
കറുത്ത ശരീരം,काळे शरीर
അദൃശ്യ വെളിച്ചം,अदृश्य प्रकाश
തിമിരയൻ റേഡിയോ തിമിരയൻ,timirayan रेडिओ timirayan
എജക്ഷൻ പൾസ്,इजेक्शन नाडी
അവസാന പക്ഷപാതം,पूर्वाग्रह समाप्त करा
കറുത്ത വികിരണം,काळा विकिरण
"പൂർത്തിയാകാത്ത, ശൂന്യമായ","अपूर्ण, रिक्त"
മൂടുക,कव्हर
അസാധുവാക്കൽ,रद्द करणे
"സ്ഫോടനം, സ്ഫോടനം, ആഘാതം","स्फोट, स्फोट, वाफा"
"സാവിക, ബ്ലീഡർ, സവി","savika, bleeder, savi"
"വേഷംമാറി, അന്ധൻ","वेशात, आंधळा"
ബ്ലോച്ചിന്റെ സിദ്ധാന്തം,ब्लोचचे प्रमेय
"തടയുക, തടയുക, തടയുക","अवरोधित करणे, अवरोधित करणे, अडथळा आणणे"
"ഊതുക, അടിക്കുക","फुंकणे, फुंकणे, फुंकणे"
നീല പ്രിന്റ്,ब्लू प्रिंट
