Kannada,Hindi
ಕರುಣಾಜನಕವಲ್ಲದ,अविपथी
ಅಂಗವೈಕಲ್ಯವಲ್ಲದ,अविपथिता
ಬಹಳ ವರ್ಣರಹಿತ,अति अवर्णी
"ಭೂಮಿ-ಎತ್ತರ, ಅಪೋಜಿ","भूमि-उच्च, अपभू"
"ಧ್ರುವೀಯವಲ್ಲದ, ವೃತ್ತಾಕಾರದ","अध्रुवी, परिध्रुवी"
ಪರಧ್ರುವೀಯತೆ,परिध्रुविता
ಸಾಧನ,उपकरण
"ವಾಸ್ತವ, ದೃಶ್ಯ","आभासी, दृष्ट"
ಗೋಚರ ಸೂರ್ಯ,दृष्ट सूर्य
ದೃಶ್ಯ ಸಮಯ,दृष्ट समय
ಹೊರಹೊಮ್ಮುವ ನೋಟ,"उदभावी, प्रकटन"
ಅಪ್ಲಿಕೇಶನ್,अनुप्रयुक्ति
ಅನ್ವಯಿಸುವಿಕೆ,अनुप्रयोज्यता
ಅನ್ವಯಿಸಲಾಗಿದೆ,अनुप्रयुक्त
ಗಮನಿಸಬಹುದಾದ,सुप्रेक्ष्य
ಅನುಸಂಧಾನ,उपगमन
"ಹತ್ತಿರ, ಸುಮಾರು","सन्निकट, लगभग"
ಅಂದಾಜು,सन्निकटन
ಆವಿಯ ಒತ್ತಡ,वाष्प दाब
ಸ್ವಯಂಪ್ರೇರಿತ,स्वेच्छ
"ಆರ್ಕ್ ಫರ್ನೇಸ್, ಆರ್ಕ್ ಫರ್ನೇಸ್","आर्क भट्टी, चाप भट्टी"
ಆರ್ಕಿಮಿಡಿಸ್ ಕಾನೂನು,आर्किमीडीज़ का नियम
ವಾಸ್ತುಶಿಲ್ಪದ ಅಕೌಸ್ಟಿಕ್ಸ್,स्थापत्य ध्वानिकी
ಆರ್ಕ್ ದೀಪ,आर्क लैंप
ಆರ್ಕ್-ಸ್ಪೆಕ್ಟ್ರಮ್,आर्क-स्पेक्ट्रम
"ಪ್ರದೇಶ, ಪ್ರದೇಶ","क्षेत्र, क्षेत्रफल"
"ಪ್ರಾದೇಶಿಕ, ಪ್ರಾದೇಶಿಕ","क्षेत्रफलीय, क्षेत्रीय"
"ತೋಳು, ತೋಳು, ಶಾಖೆ","बाहु, भुजा, शाखिका"
ಹವ್ಯಾಸಿ,आमेचर
"ವ್ಯೂಹ, ವ್ಯೂಹ","व्यूह, सरणी"
ರಿಸೀವರ್,प्रग्राही
ಉಚ್ಚಾರಣೆ ಸ್ಪಷ್ಟತೆ,उच्चारण स्पष्टता
ಸಂಶ್ಲೇಷಿತ,कृत्रिम
ಕೃತಕ ರೂಪಾಂತರ,कृत्रिम तत्वांतरण
ಆರೋಹಣ,आरोही
ಆರೋಹಣ,तारारोहण
ಹತ್ತುವುದು,आरोहांक
ಆಗೋಲಿ,अगोली
ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ,अगोलीकरण
ಜೊತೆ,समुच्चय
"ಜೋಡಿಸುವುದು, ಜೋಡಿಸುವುದು","समुच्चय करना, समुच्चयन"
"ಜೋಡಿಸುವುದು, ಜೋಡಿಸುವುದು, ಜೋಡಿಸುವುದು","समुच्चय, समुच्चयन, कोडांतरण"
ನಿಖರವಾದ ಅಂದಾಜು,परिशुद्धता आकलन
ನಿರ್ದಿಷ್ಟಪಡಿಸಿದ (ಕ್ವಾಂಟಮ್ ಸಂಖ್ಯೆಗಳ) ವಿಶೇಷಣಗಳು,निर्दिष्ट (क्वांटम संख्याओं का) निर्दिष्टीकरण
"ಸಂಬಂಧಿತ, ಸಹಾಯಕ, ಸಂಯೋಜಿತ","संबंद्ध, सहचारी, संगुणित"
ಸ್ವರ ಧ್ವನಿ,स्वरावृत्ति
ಸ್ವಯಂಚಾಲಿತ ಮಲ್ಟಿವೈಬ್ರೇಟರ್,स्वचलित बहुकंपित्र
ಅಸ್ತೇನಿಕ್,अस्थैतिक
"ಇಂದ್ರಿಯನಿಗ್ರಹ, ಅಸ್ಟಿಗ್ಮ್ಯಾಟಿಸಮ್","अबिन्दुकता, एस्टिग्मेटिज्म"
ಬಾಹ್ಯಾಕಾಶ ಪ್ರಯಾಣ ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್,अंतरिक्ष यात्रा इलेक्ट्रॉनिकी
ಖಗೋಳ ಭೌತಶಾಸ್ತ್ರ,खगोलमिति
ಗಗನಯಾತ್ರಿ,अंतरिक्षयात्री
ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ,खगोलज्ञ
ಆಕಾಶ,खगोलीय
ಖಗೋಳಶಾಸ್ತ್ರ,खगोलिकी
ಖಗೋಳ ಭೌತಶಾಸ್ತ್ರ,खगोल भौतिकी
ಅಸಮ್ಮಿತ,असममित
ಲಕ್ಷಣರಹಿತ,अनंतस्पर्शी
ಉಲ್ಬಣಗೊಳಿಸುತ್ತಿದೆ,उपगामी
ಅಸಮಕಾಲಿಕ,अतुल्यकालिक
"ವಾತಾವರಣ, ವಾತಾವರಣ","वायुमंडल, परिमंडल"
ವಾತಾವರಣದ,वायुमंडलीय
ಗಾಳಿ ಪ್ರಕ್ಷುಬ್ಧತೆ,वायु-विद्युत क्षोभ
ಪರಮಾಣು,परमाणु
ಪರಮಾಣು,परमाण्वीय
ಪರಮಾಣುತ್ವ,परमाणुकता
ಪರಮಾಣು ದ್ರವ್ಯರಾಶಿ,परमाणु संहति
ಪರಮಾಣು ಸಂಖ್ಯೆ,परमाणु क्रमांक
"ಪರಮಾಣು ರಿಯಾಕ್ಟರ್, ಪರಮಾಣು ರಾಶಿ","परमाणु-रिऐक्टर, परमाणु पाइल"
ಪರಮಾಣು,परमाण्विक
ಕಣ,कणन
ಕಣ,कणित्र
ಕ್ಷೀಣತೆ,"क्षीणन, क्षीणता"
"ಕ್ಷೀಣಿಸುವುದು, ಕ್ಷೀಣಿಸುವುದು","क्षीणकारी, क्षीणक"
ಮೋಡಿ,आकर्षण
ಆಕರ್ಷಣೆಯ ಶಕ್ತಿ,आकर्षण बल
ಶ್ರವ್ಯತೆ,श्रव्यता
ಆಡಿಯೊ ಆವರ್ತನ ಆಂಪ್ಲಿಫಯರ್,श्रव्य आवृत्ति-प्रवर्धक
ಶ್ರವ್ಯ,श्रव्य
ಆಡಿಯೋ ಜನರೇಟರ್,श्रव्यजनित्र
ಶ್ರವಣ ಗ್ರಾಫ್,श्रव्यता आलेख
ಶ್ರವಣ ವಿಜ್ಞಾನ,श्रवण विज्ञान
ಆಡಿಯೋಮೀಟರ್,श्रव्यतामापी
ಶ್ರವ್ಯ ಆವರ್ತನ ಆಂದೋಲಕ,श्रव्य आवृत्ति-दोलक
ಧ್ವನಿ ಸಂಕೇತ,ध्वनि सिग्नल
ಶ್ರವ್ಯ-ದೃಶ್ಯ,दृश्य-श्रव्य
"ಸಭಾಂಗಣ, ಸಭಾಂಗಣ","ऑडिटोरियम, सभाभवन"
OZ ಪರಿಣಾಮ,ओज़ए प्रभाव
ಪ್ರಚಾರ,संवर्धन
ವರ್ಧಕ,संवर्धक
ಧ್ರುವ ಜ್ವಾಲೆ,ध्रुवीय ज्योति
ದಕ್ಷಿಣ ಧ್ರುವ ಜ್ವಾಲೆ,दक्षिण ध्रुवीय ज्योति
ಉತ್ತರ ಧ್ರುವ ಜ್ವಾಲೆ,उत्तर ध्रुवीय ज्योति
ಸ್ವಯಂಚಾಲಿತ ಎಚ್ಚರಿಕೆ,स्वचालित सचेतक
ಸ್ವಯಂ ಸಮಾನಾಂತರಕಾರಕ,स्वतः समांतरित्र
"ಸ್ವಯಂಚಾಲಿತ, ಸ್ವಯಂಚಾಲಿತ, ಸ್ವಯಂಚಾಲಿತ","आत्मचालित, स्वचालित, स्वतः"
"ಯಾಂತ್ರೀಕೃತಗೊಂಡ, ಯಾಂತ್ರೀಕೃತಗೊಂಡ","स्वचालन, स्वचालित यंत्र"
"ಸಹಾಯಕ, ಸಹಕಾರಿ, ಹೆಚ್ಚುವರಿ","सहायक, सहकारी, अतिरिक्त"
"ಅವದಾವ, ಅವಲಾಂಚೆ","अवधाव, ऐवेलांश"
"ಅರ್ಥ, ಅರ್ಥ","औसत, माध्य"
ಪರಿವಾರನ್,परिवर्जन
ಅಕ್ಷೀಯ,अक्षीय
ಅಕ್ಷರೇಖೆ,अक्ष
ಅಜಿಮುತ್,दिगंश
ಅಜಿಮುತ್,दिगंशीय
ಹಿಂದೆ,पश्च
"ಹಿನ್ನೆಲೆ, ಹಿನ್ನೆಲೆ","पृष्ठभूमि, पृष्ठभूमिक"
"ಹಿಂದುಳಿದ, ಹಿಂದುಳಿದ","पिच्छद, पश्चगमन"
ತಿರುವು,प्रतिवर्तन
ಬ್ಯಾಕ್ ವೋಲ್ಟೇಜ್ ಪಲ್ಸರ್,पश्चडोल वोल्टता स्पंदक
ನಂತರದ ಸಂಬಂಧ,पश्च-पश्च-संबंधन
ಮರುಪಾವತಿ,पूर्तिकर
ವಿರೋಧಿ ವೋಲ್ಟೇಜ್,विरोधी वोल्टता
ಹಿಂಭಾಗದ ಚದುರುವಿಕೆ,पश्चवर्ती प्रकीर्णन
ತೆರಪಿನ ಅಲೆ,अंतराली तरंग
ಇನ್ಸುಲೇಟರ್,कुचालक
ಪ್ಯಾರಾಚೂಟ್ ಜಿಗಿತ,पैराशूट सहित कूद पड़ना
ಬಿಸಿ,तपन
"ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ","तुला, तराजू, बाकी, संतुलित करना, संतुलित होना, संतुलन, शेष"
ಬ್ಯಾಲೆನ್ಸರ್,संतोलक
ಸಮತೋಲನ,संतुलन
ಗೋಳಾಕಾರದ,गोलात चुबक
"ಬ್ಯಾಲಿಸ್ಟಿಕ್, ಬ್ಯಾಲಿಸ್ಟಿಕ್","प्राक्षेपिक, प्राक्षेपिकीय"
"ಪ್ರೊಜೆಕ್ಷನ್ ಗಾಲ್ವನೋಮೀಟರ್, ಪ್ರೊಜೆಕ್ಷನ್ ಗಾಲ್ವನೋಮೀಟರ್","प्रक्षेप धारामापी, प्रक्षेप गैल्वनोमीटर"
ಕ್ಷಿಪಣಿ,प्रक्षेपास्त्र
"ಬ್ಯಾಲಿಸ್ಟಿಕ್ಸ್, ಶಸ್ತ್ರಾಸ್ತ್ರ","प्राक्षेपिकी, अस्त्र विज्ञान"
ಪ್ರೊಜೆಕ್ಷನ್,प्रक्षेप
ಉಚಿತ ಪಥ,मुक्त प्रक्षेप पथ
"ಬಲೂನ್, ಬಲೂನ್","बैलून, गुब्बारा"
ಬಾಲ್ಮರ್ ಸ್ಥಗಿತಗೊಳಿಸುವಿಕೆ,बामर-असातत्य
"ಬ್ಯಾಂಡ್, ಬ್ಯಾಂಡ್, ಬ್ಯಾಂಡ್","पट्ट, पट्टी, बैंड .दल"
ಸ್ಫೋಟ,धमाका
"ವ್ಯೂಹ, ಕಿರಣ, ತೀರ, ದಂಡೆ, ಕರಾವಳಿ","व्यूह, पुंज, किनारा, बैंक, तट"
"ಕಾಲಮ್, ಬಾರ್, ಕೋಬ್, ಬ್ಲಾಕ್, ಬಾರ್, ರಾಡ್, ಬಾರ್, 8. ಗೋಡೆ, 9. ಲೈನ್, 10. ಎಡ್ಜ್, 1 ಬ್ಲಾಕ್, 1, ಬಾರ್, 1, ಲೈನ್, 1, ಟೆಸ್ಟ್ ಲೈನ್","स्तंभ, शलाका, सिल, सिल्ली, दंड, छड़, पट्टी, 8.भित्ति, 9.रेखिका, 10.धार, 1रोधिका, 1, बार, 1, रेखा, 1, परीक्षण रेखा"
ಬಾರ್ಡೀನ್ ತತ್ವ,बारडीन सिद्धांत
ಬರ್ಖೌಸೆನ್ ಪರಿಣಾಮ,बार्कहाउज़एन प्रभाव
ಬಾರ್ಲೋ ಸೈಕಲ್,बार्लो चक्र
ಬಾರ್ ಮ್ಯಾಗ್ನೆಟ್,दंड चुबंक
ಕೊಟ್ಟಿಗೆ,बार्न
ವಾಯು ಒತ್ತಡದ ಗ್ರಾಫ್,वायुदाब-आलेख
"ಬರೋಗ್ರಾಫ್, ಬರೋಗ್ರಾಫ್","वायुदाबलेखी, बैरोग्राफ"
ವಾಯುಭಾರ ಮಾಪಕ,वायुदाबमापी
ವಾತಾವರಣದ ಒತ್ತಡ,वायुदाबमिति
"ಬ್ರಹ್ಮಾಂಡ, ವಾಯುಮಂಡಲ","कर्षमंडल, बैरोमंडल"
