Tamil,Punjabi
ஆண்டெனா வரிசை,ਐਂਟੀਨਾ ਐਰੇ
"அளவு விகிதம், தோற்ற விகிதம்","ਆਕਾਰ ਅਨੁਪਾਤ, ਆਕਾਰ ਅਨੁਪਾਤ"
மிதக்கும் சுற்று (இலவச இயக்க சுற்று),ਫਲੋਟਿੰਗ ਸਰਕਟ (ਮੁਫ਼ਤ ਓਪਰੇਟਿੰਗ ਸਰਕਟ)
தானியங்கி மல்டிவிபிரேட்டர்,ਆਟੋਮੈਟਿਕ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ
மிதக்கும் மல்டிவிபிரேட்டர்,ਫਲੋਟਿੰਗ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ
சமச்சீரற்ற சந்திப்பு,ਅਸਮਿਤ ਜੰਕਸ਼ਨ
ஒத்திசைவற்ற கால்குலேட்டர்,ਅਸਿੰਕ੍ਰੋਨਸ ਕੈਲਕੁਲੇਟਰ
அணுக்கரு,ਪ੍ਰਮਾਣੂ
அணு எண்,ਪਰਮਾਣੂ ਨੰਬਰ
அணு அமைப்பு,ਪਰਮਾਣੂ ਬਣਤਰ
ஒலி பெருக்கி,ਆਡੀਓ ਐਂਪਲੀਫਾਇਰ
ஒலி பெருக்கி,ਆਡੀਓ ਐਂਪਲੀਫਾਇਰ
ஆடியோ கேசட்,ਆਡੀਓ ਕੈਸੇਟ
ஒலி சுற்று,ਆਡੀਓ ਸਰਕਟ
கேட்கக்கூடிய அதிர்வெண்,ਸੁਣਨਯੋਗ ਬਾਰੰਬਾਰਤਾ
தானியங்கி மின்னழுத்த கட்டுப்பாடு,ਆਟੋਮੈਟਿਕ ਵੋਲਟੇਜ ਕੰਟਰੋਲ
பனிச்சரிவு,ਬਰਫ਼ਬਾਰੀ
சராசரி கண்டுபிடிப்பான்,ਔਸਤ ਖੋਜੀ
அச்சு முறை,ਧੁਰੀ ਮੋਡ
அச்சு விகிதம்,ਧੁਰੀ ਅਨੁਪਾਤ
ஆண்டெனா,ਐਂਟੀਨਾ
பின் மின்னோட்ட விசை,ਵਾਪਸ ਇਲੈਕਟ੍ਰੋਮੋਟਿਵ ਫੋਰਸ
பின் பகுதி,ਪਿਛਲਾ ਖੇਤਰ
மீண்டும் சிதறல்,ਵਾਪਸ ਸਕੈਟਰ
பின்னணி கட்டணம்,ਪਿਛੋਕੜ ਚਾਰਜ
பக்க சத்தம்,ਪਾਸੇ ਦਾ ਰੌਲਾ
பின்னடைவு,ਪਿਛਾਖੜੀ
பின்புற கதிர்வீச்சு,ਪਿਛਲਾ ਕਿਰਨ
பின்னோக்கி டையோடு / பின்தங்கிய டையோடு,ਬੈਕਵਰਡ ਡਾਇਡ / ਬੈਕਵਰਡ ਡਾਇਡ
பின்னோக்கி அலை ஆஸிலேட்டர்,ਬੈਕਵਰਡ ਵੇਵ ਔਸਿਲੇਟਰ
"தடை, தடை","ਰੁਕਾਵਟ, ਰੁਕਾਵਟ"
தடை,ਰੁਕਾਵਟ
சீரான பாலம்,ਸੰਤੁਲਿਤ ਪੁਲ
சமநிலை மாடுலேட்டர்,ਸੰਤੁਲਿਤ ਮੋਡਿਊਲੇਟਰ
சமநிலை மாடுலேட்டர்,ਸੰਤੁਲਿਤ ਮੋਡਿਊਲੇਟਰ
சமநிலை சுற்று,ਸੰਤੁਲਿਤ ਸਰਕਟ
சமச்சீர் சாய்வு கண்டறிதல்,ਸੰਤੁਲਿਤ ਗਰੇਡੀਐਂਟ ਡਿਟੈਕਟਰ
தற்போதைய நிலைப்படுத்தி எதிர்ப்பு,ਮੌਜੂਦਾ ਸਟੈਬੀਲਾਈਜ਼ਰ ਪ੍ਰਤੀਰੋਧ
போலோமீட்டர்,ਬੋਲੋਮੀਟਰ
போலோமீட்டர் பாலம்,ਬੋਲੋਮੀਟਰ ਪੁਲ
பலூன்,ਗੁਬਾਰਾ
வாழை பலா,ਕੇਲਾ ਜੈਕ
வாழை பிளக்,ਕੇਲੇ ਦਾ ਪਲੱਗ
"பட்டை, கட்டு","ਪੱਟੀ, ਪੱਟੀ"
இசைக்குழு இயக்கி,ਬੈਂਡ ਡਰਾਈਵਰ
இசைக்குழு ஆற்றல்,ਬੈਂਡ ਊਰਜਾ
பட்டை இடைவெளியை,ਬੈਂਡ ਗੈਪ
பேட்பார்க் பெருக்கி,ਬੈਡਪਾਰਕ ਐਂਪਲੀਫਾਇਰ
பேண்ட் பாஸ் வடிகட்டி,ਬੈਂਡ ਪਾਸ ਫਿਲਟਰ
பாட் ரேட் ஜெனரேட்டர்,ਬੌਡ ਰੇਟ ਜਨਰੇਟਰ
பட்டை பரவல்,banddispersion
இசைக்குழு மின்தடை,ਬੈਂਡ ਰੋਧਕ
பேண்ட் பிரேக்கர் வடிகட்டி,ਬੈਂਡ ਤੋੜਨ ਵਾਲਾ ਫਿਲਟਰ
இசைக்குழு விரிவாக்கம்,ਬੈਂਡ ਦਾ ਵਿਸਥਾਰ
பேண்ட் ரிமூவர் வடிகட்டி,ਬੈਂਡ ਰੀਮੂਵਰ ਫਿਲਟਰ
பேண்ட் விரிவாக்கம் விலகல் பெருக்கி,ਬੈਂਡ ਐਕਸਪੈਂਸ਼ਨ ਡਿਫਲੈਕਸ਼ਨ ਗੁਣਕ
பேண்ட் நீட்டிப்பு தூரம் பெருக்கி,ਬੈਂਡ ਐਕਸਟੈਂਸ਼ਨ ਦੂਰੀ ਗੁਣਕ
"பீம் மின்தேக்கி, வங்கி மின்தேக்கி","ਬੀਮ ਕੈਪਸੀਟਰ, ਬੈਂਕ ਕੈਪਸੀਟਰ"
"குரைக்கும் குறியீடு, குரைக்கும் குறியீடு","ਬਾਰਕਰ ਕੋਡ, ਬਾਰਕਰ ਕੋਡ"
barravaugen அளவுகோல்,barravaugen ਮਾਪਦੰਡ
பார்ப்பனர்,ਬੈਰਟਰ
தடை,ਰੁਕਾਵਟ
இன்சுலேடிங் மின்தேக்கி,ਇਨਸੂਲੇਟਿੰਗ ਕੈਪਸੀਟਰ
தடை ஆற்றல்,ਰੁਕਾਵਟ ਊਰਜਾ
மின்தடை மின்னழுத்தம்,ਰੋਧਕ ਵੋਲਟੇਜ
பார்ட்லெட் ஜன்னல்,ਬਾਰਟਲੇਟ ਵਿੰਡੋ
"அடிப்படை, அடிப்படை","ਅਧਾਰ, ਅਧਾਰ"
அடிப்படை இசைக்குழு,ਅਧਾਰ ਬੈਂਡ
அடிப்படை இசைக்குழு பரிமாற்றம்,ਬੇਸ ਬੈਂਡ ਪ੍ਰਸਾਰਣ
அடிப்படை கட்டணம்,ਬੇਸ ਚਾਰਜ
அடிப்படை மின்னோட்டம்,ਅਧਾਰ ਮੌਜੂਦਾ
அடிப்படை தற்போதைய ஆதாரம்,ਅਧਾਰ ਮੌਜੂਦਾ ਸਰੋਤ
அடிப்படை வெட்டுதல்,ਅਧਾਰ ਕੱਟਣਾ
ஆதார் மதன்,ਆਧਾਰ ਮਦਨ
அடிப்படை உமிழ்ப்பான் ஊட்டம்,ਬੇਸ ਐਮੀਟਰ ਫੀਡ
அடிப்படை உமிழ்ப்பான் சந்திப்பு,ਬੇਸ ਐਮੀਟਰ ਜੰਕਸ਼ਨ
அடிப்படை ஊசி,ਅਧਾਰ ਟੀਕਾ
தரை வரி,ਜ਼ਮੀਨੀ ਲਾਈਨ
அடிப்படை எதிர்ப்பு,ਅਧਾਰ ਪ੍ਰਤੀਰੋਧ
அடிப்படை ஆதாரம்,ਅਧਾਰ ਸਰੋਤ
அடிப்படை விரிவாக்க எதிர்ப்பு,ਅਧਾਰ ਵਿਸਤਾਰ ਪ੍ਰਤੀਰੋਧ
அடிப்படை விரிவாக்க எதிர்ப்பு,ਅਧਾਰ ਵਿਸਤਾਰ ਪ੍ਰਤੀਰੋਧ
அடிப்படை தடிமன்,ਅਧਾਰ ਮੋਟਾਈ
அடிப்படை அணுகல்,ਅਧਾਰ ਪਹੁੰਚ
"அடிப்படை அகல பண்பேற்றம், அடிப்படை விரிவாக்க மாடுலேஷன்","ਬੇਸ ਵਿਡਥ ਮੋਡੂਲੇਸ਼ਨ, ਬੇਸ ਐਕਸਪੈਂਸ਼ਨ ਮੋਡੂਲੇਸ਼ਨ"
அடிப்படை சேகரிப்பாளர் ஒப்பந்தம்,ਆਧਾਰ ਕੁਲੈਕਟਰ ਸੰਧੀ
வாசனை,ਗੰਧ
பாஸ் அதிர்வெண்,ਬਾਸ ਬਾਰੰਬਾਰਤਾ
மின்கலம்,ਬੈਟਰੀ
பாட்,ਬੌਡ
பாட் விகிதம்,ਬੌਡ ਦਰ
பாட் ரேட் ஜெனரேட்டர்,ਬੌਡ ਰੇਟ ਜਨਰੇਟਰ
போடோ குறியீடு,ਬੋਡੋ ਕੋਡ
"சமிக்ஞை, கலங்கரை விளக்கம்","ਸੰਕੇਤ, ਬੀਕਨ"
"மாணிக்கா, பீட்","ਮਨਿਕਾ, ਬੀਡ"
பித்து மின்தேக்கி,manic capacitor
மணிகர்தாபி எதிர்ப்பாளர்கள்,ਮਾਨਿਕਰ੍ਤਾਪਿ ਪ੍ਰਤਿਰੋਧਕਃ
"பீம் ஆண்டெனா, பீம் ஆண்டெனா","ਬੀਮ ਐਂਟੀਨਾ, ਬੀਮ ਐਂਟੀਨਾ"
பீம் டிடெக்டர்,ਬੀਮ ਡਿਟੈਕਟਰ
பீம் சக்தி குழாய்,ਬੀਮ ਪਾਵਰ ਹੋਜ਼
பீம் மாறுதல் முனைகள்,ਬੀਮ ਸਵਿਚਿੰਗ ਨੋਜ਼ਲ
கற்றை விரிவாக்கம்,ਬੀਮ ਦਾ ਵਿਸਥਾਰ
துடிப்பு அதிர்வெண்,ਬੀਟ ਬਾਰੰਬਾਰਤਾ
துடிப்பு-அதிர்வெண் ஆஸிலேட்டர்,ਬੀਟ-ਫ੍ਰੀਕੁਐਂਸੀ ਔਸਿਲੇਟਰ
துடிப்பு ஆஸிலேட்டர்,ਪਲਸ ਔਸਿਲੇਟਰ
மணி,ਘੰਟੀ
வளைக்கும் இழப்பு,ਝੁਕਣ ਦਾ ਨੁਕਸਾਨ
பெசல் வடிகட்டி,ਬੇਸਲ ਫਿਲਟਰ
பீட்டா,ਬੀਟਾ
b-h வளைவு,b-h ਵਕਰ
"சார்பு, சார்பு","ਪੱਖਪਾਤ, ਪੱਖਪਾਤ"
சார்பு மின்னோட்டம்,ਪੱਖਪਾਤ ਮੌਜੂਦਾ
சார்பு எதிர்ப்பு,ਪੱਖਪਾਤ ਪ੍ਰਤੀਰੋਧ
இரட்டை ஆண்டெனா,ਡਬਲ ਐਂਟੀਨਾ
இருதரப்பு சுமை மின்னோட்டம்,ਦੋ-ਦਿਸ਼ਾਵੀ ਲੋਡ ਕਰੰਟ
இருதரப்பு ஆண்டெனா,ਦੋ-ਦਿਸ਼ਾਵੀ ਐਂਟੀਨਾ
இருதரப்பு ஒளி உமிழும் டையோடு,ਦੋ-ਦਿਸ਼ਾਵੀ ਰੋਸ਼ਨੀ ਐਮੀਟਿੰਗ ਡਾਇਓਡ
இருதரப்பு தைரிஸ்டர்,ਦੋ-ਦਿਸ਼ਾਵੀ thyristor
இரு FET தொழில்நுட்பம்,bi FET ਤਕਨਾਲੋਜੀ
இரு புள்ளி மின்மாற்றி,ਦੋ ਬਿੰਦੂ ਟ੍ਰਾਂਸਫਾਰਮਰ
இரட்டை இணைவு,ਡਬਲ ਫਿਊਜ਼ਨ
இருதரப்பு சுற்று,ਦੁਵੱਲੀ ਸਰਕਟ
பைனரி,ਬਾਈਨਰੀ
பைனரி தொகை,ਬਾਈਨਰੀ ਜੋੜ
பைனரி சுற்று,ਬਾਈਨਰੀ ਸਰਕਟ
பைனரி குறியிடப்பட்ட தசம,ਬਾਈਨਰੀ ਕੋਡਿਡ ਦਸ਼ਮਲਵ
பைனரி குறியிடப்பட்ட தசம அமைப்பு,ਬਾਈਨਰੀ ਕੋਡਡ ਡੈਸੀਮਲ ਸਿਸਟਮ
பைனரி இருமுனை மின்தேக்கி,ਬਾਈਨਰੀ ਡਾਈਪੋਲ ਕੈਪਸੀਟਰ
பைனரி கால்குலேட்டர்,ਬਾਈਨਰੀ ਕੈਲਕੁਲੇਟਰ
பைனரி கால்குலேட்டர்,ਬਾਈਨਰੀ ਕੈਲਕੁਲੇਟਰ
பைனரி குறிவிலக்கி,ਬਾਈਨਰੀ ਡੀਕੋਡਰ
பைனரி ஏணி,ਬਾਈਨਰੀ ਪੌੜੀ
பைனரி பாத்தோமீட்டர்,ਬਾਈਨਰੀ ਪਾਥੋਮੀਟਰ
இருமை நிலை,ਬਾਈਨਰੀ ਸਥਿਤੀ
பைனரி-தசம குறிவிலக்கி,ਬਾਈਨਰੀ-ਦਸ਼ਮਲਵ ਡੀਕੋਡਰ
பைனரி சுமை,ਬਾਈਨਰੀ ਲੋਡ
பைனரி வார்த்தைகள்,ਬਾਈਨਰੀ ਸ਼ਬਦ
இருமுனை,ਬਾਈਪੋਲਰ
இருமுனை மின்தேக்கி,ਬਾਇਪੋਲਰ ਕੈਪੇਸੀਟਰ
இருமுனை சாதனம்,ਦੋਧਰੁਵੀ ਜੰਤਰ
இருமுனை மூல,ਦੋਧਰੁਵੀ ਸਰੋਤ
இருமுனை டிரான்சிஸ்டர்,ਬਾਈਪੋਲਰ ਟਰਾਂਜ਼ਿਸਟਰ
இருமுனை சந்திப்பு டிரான்சிஸ்டர்,ਬਾਈਪੋਲਰ ਜੰਕਸ਼ਨ ਟਰਾਂਜ਼ਿਸਟਰ
இருபடி வடிகட்டி,ਚਤੁਰਭੁਜ ਫਿਲਟਰ
இரட்டை நிலை,ਡਬਲ ਸਥਿਤੀ
இரண்டு-நிலை மல்டிவைபிரேட்டர்,ਦੋ-ਪੜਾਅ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ
இருதரப்பு ரிலே,ਦੋ-ਦਿਸ਼ਾਵੀ ਰੀਲੇਅ
இரண்டு கட்ட நிலை,ਦੋ-ਪੜਾਅ ਰਾਜ
இரண்டு நிலை தூண்டுதல்,ਦੋ-ਸਥਿਤੀ ਟਰਿੱਗਰ
பிட் பிழை,ਬਿੱਟ ਗਲਤੀ
பிட் பிழை விகிதம்,ਬਿੱਟ ਗਲਤੀ ਦਰ
பிட் பிழை,ਬਿੱਟ ਗਲਤੀ
பிட்கல் பிழை,ਬਿਟਕਲ ਗਲਤੀ
குருட்டு பெட்டி,ਅੰਨ੍ਹੇ ਬਾਕਸ
அமுக்கப்பட்ட துடிப்பு,ਸੰਘਣੀ ਨਬਜ਼
சுரப்பவர்,ਸਕੱਤਰ
சுரக்கும் தடுப்பான்,secretory inhibitor
குருட்டுத்தன்மை,ਅੰਨ੍ਹਾਪਨ
பிரிவு வரைபடம்,ਖੰਡ ਚਿੱਤਰ
தடுப்பு மின்தடை,ਰੁਕਾਵਟ ਨੂੰ ਰੋਕਣਾ
துண்டு பரிமாற்றம்,ਟੁਕੜਾ ਟ੍ਰਾਂਸਫਰ
இடைமறிக்கவும்,ਰੁਕਾਵਟ
மின்தடை மின்தேக்கி,ਬਲਾਕਿੰਗ ਕੈਪਸੀਟਰ
தடுப்பான் மின்தேக்கி,ਬਲਾਕਿੰਗ ਕੈਪਸੀਟਰ
தடுக்கும் ஆஸிலேட்டர்,ਬਲਾਕਿੰਗ ਔਸਿਲੇਟਰ
மின்தடை ஆஸிலேட்டர்,ਰੋਧਕ ਔਸਿਲੇਟਰ
மின்தடை மின்னழுத்தம்,ਰੋਧਕ ਵੋਲਟੇਜ
ஊதுபவர்,ਉਡਾਉਣ ਵਾਲਾ
போட் வரைபடம்,ਬੋਡ ਚਿੱਤਰ
வோல்ட்ஸ்மேன் உறவு,voltzmann ਸਬੰਧ
வோல்ட்ஸ்மேன் மாறிலி,ਵੋਲਟਜ਼ਮੈਨ ਸਥਿਰ
பத்திரம்,ਬਾਂਡ
பிணைக்கப்பட்ட திரிபு அளவு,ਬਾਊਂਡ ਸਟਰੇਨ ਗੇਜ
சுயமாக இயக்கப்படும் பெருக்கி,ਸਵੈ-ਸਹਾਇਤਾ ਐਂਪਲੀਫਾਇਰ
பூலியன் இயற்கணிதம்,ਬੂਲੀਅਨ ਅਲਜਬਰਾ
பூலியன் சமன்பாடு,ਬੂਲੀਅਨ ਸਮੀਕਰਨ
துவக்க ஸ்ட்ராபன்,ਬੂਟ Strapon
பூத்தின் அல்காரிதம்,ਬੂਥ ਦਾ ਐਲਗੋਰਿਦਮ
பூட்ஸ்ட்ராப் ப்ரிசம் சுற்று,ਬੂਟਸਟਰੈਪ ਪ੍ਰਿਜ਼ਮ ਸਰਕਟ
bosscutts ஆட்சி,bosscutts ਨਿਯਮ
போஸ்-சௌத்ரி ஹாக்கன்ஹாம் (BCH) குறியீடு,ਬੋਸ-ਚੌਧਰੀ ਹਾਕਨਹੈਮ (ਬੀਸੀਐਚ) ਕੋਡ
"குதி, குதி","ਛਾਲ, ਛਾਲ"
பிணைக்கப்பட்ட எலக்ட்ரான்,ਬੰਨ੍ਹਿਆ ਇਲੈਕਟ੍ਰੋਨ
ப்ராக் பிரதிபலிப்பான்,ਬ੍ਰੈਗ ਰਿਫਲੈਕਟਰ
பின்னிப் பிணைந்த கம்பி,ਆਪਸ ਵਿੱਚ ਜੁੜੀ ਤਾਰ
கிளை,ਸ਼ਾਖਾ
கிளைகள்,ਬ੍ਰਾਂਚਿੰਗ
பரிசோதனை குழு,ਪ੍ਰਯੋਗ ਬੋਰਡ
எலும்பு முறிவு மண்டலம்,ਬਰੇਕ ਜ਼ੋਨ
உடைக்கும் மின்னழுத்தம்,ਵੋਲਟੇਜ ਤੋੜਨਾ
முறிவு டையோடு,ਟੁੱਟਣ ਵਾਲਾ ਡਾਇਡ
எலும்பு முறிவு சரிசெய்தல்,ਫ੍ਰੈਕਚਰ ਫਿਕਸੇਸ਼ਨ
உடைக்கும் மின்னழுத்தம்,ਵੋਲਟੇਜ ਤੋੜਨਾ
பாலம்,ਪੁਲ
பாலம் திருத்தி,ਪੁਲ ਸੁਧਾਰਕ
பரந்த இசைக்குழு,ਚੌੜਾ ਬੈਂਡ
ஒலிபரப்பு இசைக்குழு,ਪ੍ਰਸਾਰਣ ਬੈਂਡ
நிழலிடா வரிசை,ਸੂਖਮ ਐਰੇ
ஒளிபரப்பு,ਪ੍ਰਸਾਰਣ
ஒளிபரப்பு ஆண்டெனா,ਪ੍ਰਸਾਰਣ antenna
ஒளிபரப்பு ரிசீவர்,ਪ੍ਰਸਾਰਣ ਪ੍ਰਾਪਤਕਰਤਾ
அதிர்வெண் ஒளிபரப்பு பெறுதல்,ਬਾਰੰਬਾਰਤਾ ਪ੍ਰਸਾਰਣ ਰਿਸੀਵਰ
ஒளிபரப்பு டிரான்ஸ்மிட்டர்,ਪ੍ਰਸਾਰਣ ਟ੍ਰਾਂਸਮੀਟਰ
பூஸ்டர் ஆண்டெனா,ਬੂਸਟਰ ਐਂਟੀਨਾ
பஸ் ஆண்டெனா,ਬੱਸ ਐਂਟੀਨਾ
தூரிகை மூழ்குதல்,ਬੁਰਸ਼ ਇਮਰਸ਼ਨ
குமிழ் மற்றும் வாயில்,ਬੁਲਬੁਲਾ ਅਤੇ ਗੇਟ
புட்புடு அல்லது கேட்,ਬੁਡਬੁਦੁ ਜਾਂ ਗੇਟ
குமிழி நினைவகம்,ਬੁਲਬੁਲਾ ਮੈਮੋਰੀ
மின்னழுத்தத்தை ஈடுசெய்யும்,ਮੁਆਵਜ਼ਾ ਦੇਣ ਵਾਲੀ ਵੋਲਟੇਜ
தாங்கல்,ਬਫਰ
தாங்கல் பெருக்கி,ਬਫਰ ਐਂਪਲੀਫਾਇਰ
தாங்கல் சுற்று,ਬਫਰ ਸਰਕਟ
தாங்கல் ஆபரேட்டர்,ਬਫਰ ਆਪਰੇਟਰ
தாங்கல் பதிவு,ਬਫਰ ਰਜਿਸਟਰ
பல்பு,ਬੱਲਬ
மக்கள் தொகை விளைவு,ਆਬਾਦੀ ਪ੍ਰਭਾਵ
மேக்ரோ குறைக்கடத்தி சாதனம்,ਮੈਕਰੋ ਸੈਮੀਕੰਡਕਟਰ ਜੰਤਰ
கொத்து,ਝੁੰਡ
மூழ்கிய பரிமாற்றம்,ਡੁੱਬਿਆ ਐਕਸਚੇਂਜ
மூழ்கிய அடுக்கு,ਡੁੱਬੀ ਪਰਤ
மூழ்கிய தொடர்பு,ਡੁੱਬਿਆ ਸੰਪਰਕ
வெடிப்பு பெருக்கி,ਧਮਾਕੇ ਐਂਪਲੀਫਾਇਰ
குண்டு வெடிப்பு கவர்,ਧਮਾਕੇ ਕਵਰ
குண்டு வெடிப்பு,ਧਮਾਕੇ ਦੀ ਗੋਲੀਬਾਰੀ
வெடிப்பு கதவு பெருக்கி,ਵਿਸਫੋਟ ਦਰਵਾਜ਼ਾ ਐਂਪਲੀਫਾਇਰ
வெடிப்பு முறை,ਬਰਸਟ ਮੋਡ
வெடிப்பு பிரிப்பான்,ਧਮਾਕੇ ਨੂੰ ਵੱਖ ਕਰਨ ਵਾਲਾ
வெடிப்பு சமிக்ஞை,ਧਮਾਕਾ ਸੰਕੇਤ
வெடிப்பு பிழை திருத்தி குறியீடு,ਬਰਸਟ ਗਲਤੀ ਸੁਧਾਰਕ ਕੋਡ
போதும்,ਕਾਫ਼ੀ
பஸ் பார்,ਬੱਸ ਪੱਟੀ
பேருந்து அமைப்பு,ਬੱਸ ਸੰਸਥਾ
பேருந்து தரநிலை,ਬੱਸ ਸਟੈਂਡਰਡ
வெறும் கணம்,ਸਿਰਫ਼ ਪਲ ਪਲ
வெண்ணெய் மதிப்பு வடிகட்டி,ਮੱਖਣ ਦੀ ਕੀਮਤ ਫਿਲਟਰ
bnc கம்பி,bnc ਤਾਰ
BNC இணைப்பாளர்,BNC ਜੁਆਇੰਟਰ
வழியில்,ਰਾਹ
பைபாஸ் மின்தேக்கி,ਬਾਈਪਾਸ capacitor
பைட்,ਬਾਈਟ
வி இசைக்குழு,ਵੀ ਬੈਂਡ
சி பேண்ட் ஆண்டெனா,C ਬੈਂਡ ਐਂਟੀਨਾ
கம்பி,ਤਾਰ
