Gujarati,Hindi
બેરિયમ સલ્ફેટ ટેસ્ટ,बेरियम सल्फेट परीक्षण
બેરેજ,बैराज
બેરેટ,बरेट
પાયો,क्षार
આધાર વિનિમય,बेस विनिमय
બેઝ લાઇન,आधार रेखा
ભોંયરું,तहखाना/अधोभवन
ભોંયરું દિવાલ,अधोगृह भित्ति
બેઝ પ્લેટ,आधार पट्टिका
"બેઝ પ્લેટ, એડજસ્ટેબલ",समायोज्य आधार पट्टिका
આધાર સંતૃપ્તિ,क्षार संतृप्ति
બેસોઇડ,बेसाइड
બેટ,रोड़ा
સ્નાન અને WC,स्नानागर व शौच कुण्ड
સખત મારપીટ,सलामी खूँटी
સખત મારપીટ પિયર,सलामी पाया
સખત મારપીટનો નિયમ,सलामी नियम
બૉલ્ક (બાલ્ક),बॉक
ખાડી,खंडक
ધારક,धारक
બેરિંગ ક્ષમતા,धारण क्षमता
બેરિંગ ખૂંટો,धारक पाइल
બેરિંગ સ્ટ્રેટમ,धारक स्तर
પથારી,आधार तल
પથારીનું વિમાન,संस्तरण तल
બેડ સંયુક્ત,पड़ी दरज
બેડ રોક,अश्माधार
બેડ રૂમ,शयन कक्ष
મીણ,मधुमोम
બેલ બોક્સ,बैल बॉक्स
બેલિંગ ડોલ,बैलिंग बकेट
બેલોફ્રેમ,बैलोफ्राम
બેન્ચ્ડ ફાઉન્ડેશન,पैड़ीदार नींव
બેન્ચિંગ,पैड़ी बनाना
બેન્ચ માર્ક,निदेश तलचिह्न
લાભ ખર્ચ વિશ્લેષણ,हितलाभ लागत विश्लेषण
બેર્મ,उपतट
બેવેલ્ડ બંધ,ढालू डेली
"B-ક્ષિતિજ,&quot;B-",संस्तर/B-होराइजन
બાયટ,बीएट
બાઈન્ડર,बंधक
બંધનકર્તા સામગ્રી,बंधक पदार्थ
બાયોટનો સિદ્ધાંત,बायोट का सिद्धांत
બીટુમેન,बीटूमन
કાળી કપાસની માટી,काली मृदा
કાળી પૃથ્વી,काली मिट्टी
કાળી જડિયાંવાળી જમીન,काली शाब्दल मृदा
બ્લેડ,फलक
બ્લાસ્ટ ફર્નેસ સ્લેગ સિમેન્ટ,वात्या भट्टी धातुमल सीमेंट
બ્લોકી માળખું,खंडीय संरचना
બોગી પ્રતિકાર,बोगी संचलन प्रतिरोध
બોગ-આયર્ન ઓર,दलदल लोह खनित्र
બોન્ડ,चाल (चिनाई की)
બંધાયેલા સભ્ય,बद्ध अवयव
બોન્ડેડ પોસ્ટ ટેન્શનિંગ,बद्ध प्रत्ययित तनन
બોન્ડ પથ્થર,बंधक पत्थर
બંધાયેલ પાણી,बद्ध जल
બોક્સ ગટર,पेटिकाकार नाली
તાણવું,बंधनी
ઈંટ પર ધાર,खड़ी ईंट
બ્રિડલ,ब्राइडल
તેજ,द्युति
બ્રાઉન માટી,भूरी मृदा
બિલ્ડીંગ,भवन
બિલ્ડીંગ સર્વેયર,भवन सर्वेक्षक
બફર,बफर (रोधक)
બફર વળાંક,रोधनवक या अनुपामन वक
બફરિંગ,रोधन
બફરિંગ ક્ષમતા,रोधन क्षमता
બંદર,बन्दर
બટ્રેસ,पुश्ता
સી-ક્ષિતિજ,c-संस्तर/c-होराइजन
કેબલ,तार/केबल
કેબલ મોલ્ડિંગ,तारगढ़ाई
કેબલિંગ,केबिल तंत्र
કેબિન,केबिन
કેબિન હૂક,केबिन अंकुश
કેબિનેટ,मंजूषा
કેબોલ્ટે છોડી દીધું,ध्वनि शोषण चादर
કાફેટેરિયા,कैफेटेरिया
કેજ,पिंजरा
પાંજરાનું બાંધકામ,पिंजरानुमा निर्माण
કાઈનનું સૂત્ર,केनसूत्र
કેસોન,कैसन (या कॉफर)
કેસોન રોગ,कैसन रोग
કેસોન ફાઉન્ડેશન,केसन नींव
Caisson ખૂંટો,कैसन पाइल
કેલ્કેરિયસ ઈંટ,चूनेदार ईंट
કેલ્કેરિયસ માટી,चूनेदार मिट्टी
કેલ્કેરિયસ પોપડો,चूनेदार पपड़ी
કેલ્સિફિકેશન,केल्सीकरण
કેલ્સિનેશન,निस्तापन
કેલ્સિન,कैलसाइन
કેલ્સાઇટ,कैल्साइट
કેલ્શિયમ-એલ્યુમિનેટ સિમેન્ટ,कैल्शियम एल्यूमिनेट सीमेंट
કેલ્શિયમ-સિલિકેટ ઈંટ,कैल्शियम सिलीकेट ईंट
કેલ્શિયમ-સિલિકેટ હાઇડ્રેટ,कैल्शियम सिलिकेट हाईड्रेट
કેલિચે,कालीचे
કેલિફોર્નિયા બેરિંગ રેશિયો,कैलिफोर्निया असर अनुपात
કેલિપર,केलिपर
કેલરીમીટર,कैलोरीमीटर
કેમ્બર,न्युब्ज़ता/कैम्बर
કેનાલ,नहर
કેનોપી,कैनॉपी
કેન્ટિલવર ફૂટિંગ,बहुधारन पद
કેપ,टोपी
ક્ષમતા,धारिता
એઇલ ટ્રેકની ક્ષમતા,रेल पथ क्षमता
કેપ કેબલ,टोपी कंडरा
કેપિલેરિટી,केशिकत्व
કેશિલરી વિરામ,केशिका विच्छेद
કેશિલરી પ્રવાહ,केशिका प्रवाह
કેશિલરી ભેજ અથવા કેશિલરી પાણી,केशिका आर्द्रता या केशिका जल
કેશિલરી છિદ્ર જગ્યા,केशिका रंध्र अवकाश
કેશિલરી છિદ્રાળુતા,केशिका रंध्रता
કેશિલરી જગ્યા,केशिका अवकाश
કેપ્ચર વેગ,प्रग्रहण वेग
કાર્બોનેશન,कार्बोनेशन
કાર્બન બ્લેક,कार्बन काजल
કાસ્ટબલ રીફ્રેક્ટરી,ढलने योग्य उच्च तापसह
કાસ્ટ-ઇન-પ્લેસ અથવા કાસ્ટ-ઇન-સિટુ,स्वस्थान ढली
કાસ્ટ-ઇન-પ્લેસ ખૂંટો,यथास्थान बनाई पाइल
એરંડા,कैस्टर
કાસ્ટ પથ્થર,ढला पत्थर
ઉત્પ્રેરક,उत्प्रेरक
કેટેના,मृदा श्रृंखला
બિલાડીનો ચહેરો,विडाल मुख
બિલાડીનું માથું,कैट हैड
કેશન,धनायन
કેટ વોક,कैट बॉक
પોલાણ નુકસાન,कोटरन क्षति
સેલાઇટ,सेलाइट
સેલ્યુલર કોંક્રિટ,कोशिकीय कंक्रीट
સેલ્યુલર બાંધકામ,कोशिकीय निर्माण
સિમેન્ટ,सीमेंट
"સિમેન્ટ, બિટ્યુમિનસ",बिटुमनी सीमेंट
"સિમેન્ટ, ઉચ્ચ તાકાત",शीघ्र सामर्थ्य सीमेंट
"સિમેન્ટ, હાઇડ્રોલિક",जलीय सीमेंट
"સિમેન્ટ, ઓછી ગરમી",न्यून ऊष्मा सीमेंट
"સિમેન્ટ, ચણતર",चिनाई सीमेंट
"સિમેન્ટ, કુદરતી",प्राकृतिक सीमेंट
"સિમેન્ટ, પોર્ટલેન્ડ",पोर्टलैंड सीमेंट
"સિમેન્ટ, પોર્ટલેન્ડ બ્લાસ્ટ ફર્નેસ સ્લેગ",पोर्टलैंड वात्या-भट्टी धातुमल सीमेंट
"સિમેન્ટ, પોર્ટલેન્ડ પોઝોલન",पोर्टलैंड पोजोलॉन सीमेंट
"સિમેન્ટ, સ્લેગ",सीमेंट धातुमल
"સિમેન્ટ, સલ્ફેટ પ્રતિરોધક",सल्फेट प्रतिरोधी सीमेंट
"સિમેન્ટ, સુપર સલ્ફેટેડ",सुपरसल्फेटेड सीमेंट
"સિમેન્ટ, સફેદ",श्वेत सीमेंट
સિમેન્ટ-એગ્રિગેટ રેશિયો,सीमेंट मिलावा अनुपात
સિમેન્ટ સામગ્રી,सीमेंट अंश
સિમેન્ટ જેલ,सेमेंट जेल
સિમેન્ટ બંદૂક,सीमेंट गन
સિમેન્ટ ભઠ્ઠી,सीमेंट भट्टी
સિમેન્ટ પેઇન્ટ,सीमेंट प्रलेप
સિમેન્ટ પ્લાસ્ટર,सीमेंट प्लास्टर
સિમેન્ટ ખડક,सीमेंट शैल
સિમેન્ટ સ્લરી,सीमेंट घोल
સિમેન્ટ સંગ્રહ,सीमेंट भंडारण
સિમેન્ટેશન પ્રક્રિયા,सीमेंटीकरण प्रक्रम
સેન્ટરિંગ,ढूला
સેન્ટરિંગ અને શટરિંગ,ढूला बनाना
કેન્દ્રીય મિશ્રિત કોંક્રિટ,केन्द्रीय मिश्रित कंक्रीट
સેન્ટ્રલ મિક્સર,केन्द्रीय मिश्रक
કેન્દ્રત્યાગી ચાહક,अपकेन्द्री पंखा
ચાક,खड़िया
ચેમ્ફર,शैम्फर
ચેમ્ફર સ્ટ્રીપ,निष्कोणन पत्ती
ચેનલ બીમ,चैनल धरन
લાક્ષણિક લોડ,अभिलाक्षणिक भार
લાક્ષણિકતા શક્તિ,अभिलाक्षणिक सामर्थ्य
ચાર્જ બંધ,शुल्क माफी
ચાર્જિંગ,भरण
તપાસવું,तरेड़न
કેમિકલ બોન્ડ,रासायनिक आबंध
ચેર્નોઝેમ,चर्नोजेम
ચેસ્ટનટ માટી,चैस्टनट मृदा
ચીમની ગટર,धुआरा पनाली
ચિપ બોર્ડ,अपखण्ड फलक
ચીપીંગ,छीलना
ચિપ્સ,दाना
ચૂટ,ढलवा नाली
વર્ગ (કોંક્રિટનો),श्रेणी (कंक्रीट की)
માટી,मृत्तिका
માટી સામગ્રી,मृत्तिका अंश
માટીની તપેલી,मृत्तिका दृढ़ पटल
સાફ કરો,सफाई द्वार
સાફ કરો,निर्वात सुधार
ક્લીટ,गुटका
ક્લિન્કર,क्लिंकर
ક્લિપ,क्लिप
કોગ્યુલેશન,स्कंदन
બરછટ એકંદર,स्थूल समुच्चय/मोटा मिलावा
બરછટ દાણાવાળી માટી,स्थूल कणीय मृदा
કોટ,कोट
કોફર ડેમ,कॉफर बाँध
સંયોગ,ससंजन
કોલોઇડ,कोलाइड
કોલોઇડલ ભેજ સમકક્ષ ગુણોત્તર,कोलाइडी-आर्द्रता तुल्यांक अनुपात
કોલોઇડલ સિસ્ટમ,कोलाइडी प्रणाली या कोलाइडी सम्मिश्रण
કોલ્યુવિયલ માટી,मिश्रोढ़ मृदा
કૉલમ,स्तम्भ/टेक/संपीडांग
કોમ્બેડ પૂર્ણાહુતિ,कंकतित परिष्कृति
સંયુક્ત પગ,संयुक्त पाद
સંયુક્ત પાણી,संयुक्त जल
સામાન્ય રૂમ,सामान्य कक्ष
પૂર્ણતા પ્રમાણપત્ર,पूर्णावस्था प्रमाण पत्र
ઘટક ચોરસ,अंग वर्ग
કોંક્રિટ,कंक्रीट
કન્ક્રિશન,कंकड़ स्तरन
એકીકૃત દર/સપાટ દર,समेकित दर या एक समान दर
દૂષકો,दूषणकारक
રસોઇ alcove,खाना रखने स्थान
મુકાબલો,मुंडेर/कोपिंग
કોર્બેલ,टोड़ा
કોર્નિસ,कॉनिस
કપલર,युग्मक
"કપલર, ડબલ",द्वि-युग्मक
"કપલર, પુટલોગ",कड़ी युग्मक
"કપલર, સ્વીવેલ",भ्रामी युग्मक
અભ્યાસક્રમ,रद्दा
કોર્સ્ડ રેન્ડમ રોડાં ચણતર,बेतरतीब रद्देदार ढोका चिनाई
આવરી લેવામાં આવેલ વિસ્તાર,आच्छादित क्षत्र
કમકમાટી,विसर्पण
ક્રીપ ગુણાંક,विसर्पण गुणांक
ક્રોટોવાઇન,क्रोटोवाइन
કાગડો પગ,काक पाद
નાનો ટુકડો બટકું માળખું,आचूर्ण संरचना
કર્બ,कर्ब
વર્તમાન,धारा
વળાંક પ્રતિકાર,वक्र-प्रतिरोध (रेल)
ભીનાશ પ્રૂફ કોર્સ,आर्द्रतारोधी स्तर
પૂર્ણ થવાની તારીખ,पूर्ण होने की तिथि
ડેડ લોડ,अचल भार
મૃત પાણી,धीर जल
ડેસિબલ,डेसीबल
ડિફ્લોક્યુલેશન,अनूर्पान
વાયુમિશ્રણ અથવા એર સ્પેસ રેશિયોની ડિગ્રી,वातन कोटि या वायु अवकाश अनुपात
એકત્રીકરણની ડિગ્રી,समुच्चयन कोटि
વિખેરવાની ડિગ્રી,प्रकीर्णन कोटि
સંતૃપ્તિની ડિગ્રી,संतृप्ति कोटि
ઘનતા,घनता (आवासीय)
રણ પેવમેન્ટ,भरू कुट्टिम
રણની માટી,मरू मृदा
વિગતો,विस्तृत विवरण
વિકાસ સમયગાળો,विकास अवधि
ડી-ક્ષિતિજ,Dसंस्तर/Dहोराइजन
કર્ણ બંધન,विकर्ण चाल
ડાયાગ્રામ,आरेख
ડિજિટલ ડોક,आंगुलिक गोदी
વિભેદક પાણી દર,अन्तरात्मक जल दर
મંદન વેન્ટિલેશન,तनुता संवातन
ડિલુવિયમ,पूरोढक
ડાઇનિંગ રૂમ,भोजन कक्ष
દિશા ખીંટી,दिशा निर्धारक खूँटी
વિક્ષેપ,प्रकीर्णन
ડિસ્ટેમ્પર,डिस्टेम्पर
ડોક,गोदी
દરવાજો,1. द्वार 2. कपाट
ડોર્મર,छत वातायन
ડોર્મર ચેક,छत वातायन पृष्ठ
ડબલ ફ્લેમિશ બોન્ડ,दोहरी फ्लेमिश चाल
ડબલ લેયર,दोहरी परत
ડોવેલ,गुज्झी
ચિત્ર ફલક,आरेखन पट्ट/ड्राइंग बोर्ड
દીવાનખાનું,बैठक
ડ્રિફ્ટ,1. प्रक्षेप 2. ड्रिफ्ट 3. गुल्ली
શુષ્ક બલ્બ તાપમાન,शुष्क बल्ब तापक्रम
ડ્રાય ડોક,शुष्क गोदी
સુકા રબર ચણતર,शुष्क ढोका चिनाई
ડચ બોન્ડ,डच चाल
વામન દિવાલ,बौनी दीवार
નિવાસ એકમ,आवासीय यूनिट
ઇવ,ओलती
Eaves ગટર,ओलती नाली
આર્થિક શક્યતા,आर्थिक संभाव्यता या आर्थिक औचित्य समर्थन
એક્ટોડાયનેમોર્ફિક માટી,एक्टोडाइनेमोर्फिक मृदा
એડી,भँवर
અસરકારક કદ,कण का प्रभावी आमाप
પુષ્પવૃત્તિ,उत्फुल्लन
એફ્લુઅન્ટ,सहायक सरित
એલિવેશન,उद्विक्षेप
એલુવિએશન,अवक्षालन
એલ્યુવિયમ,अवक्षाल
એન્ડોડાયનેમોર્ફિક માટી,अंतर्गतिज मृदा
એન્જિનિયરિંગની શક્યતા,इंजीनियरी संभाव्यता
અંગ્રેજી બોન્ડ,इंग्लिश चाल
અંગ્રેજી ગાર્ડન વોલ બોન્ડ,इंग्लिश गार्डन वाल चाल
"EPM (મિલિયન દીઠ સમકક્ષ),&quot;",ईं.पी.एम. (प्रतिमिलियन तुल्य)
સમકક્ષ વજન,समतुल्य भार
અર્ગ,अर्ग
વિનિમયક્ષમ,विनिमययोग्य
વિનિમયક્ષમ એસિડિટી,विनिमेय अम्लता
વિનિમયક્ષમ સોડિયમ ટકાવારી (ESP),विनिमेय सोडियम प्रतिशतता
ઇ.એસ.પી.,धनायन विनिमय क्षमता
એક્સચેન્જ એસિડિટી,विनिमय अम्लता
વિનિમય સંકુલ,विनिमय सम्मिश्र
એક્ઝોસ્ટ,निर्वात/रेचन
ખુલ્લી પૂર્ણાહુતિ,अनावरित परिष्कृति
આંખ,गवाक्ष
આંખ ભ્રમર,आई ब्रो
સામનો કરવો,मोहरा/अग्रभाग
બોન્ડનો સામનો કરવો,पार्श्व चाल
સલામતીનું પરિબળ,सुरक्षा गुणांक
પડવું,प्रवणता
ફેસિયા,मुख पट्टी
ફેસિયા બોર્ડ,मुख पट्टी बोर्ड
દોષ,भ्रंश
ક્ષેત્રની ભેજ,क्षेत्रीय नमी
અંતિમ ભેજ સમકક્ષ,क्षेत्रीय आर्द्रता तुल्यांक
ફિલેટ (મોર્ટારનું),मसाले की चपती/फिलेट
અંતિમ,कलश
અંતિમ માપન,अंतिम मापन
અંતિમ ચુકવણીq,अंतिम भुगतान
અંતિમ પૂર્વ તણાવ,अंतिम पूर्व प्रतिबल
અંતિમ તાણ,अंतिम तनाव
નાણાકીય શક્યતા,वित्तीय संभाव्यता
ફાઇન એકંદર,महीन समुच्चय/बारीक मिलावा
ફિસર્ડ ખડક,विदीर्ण शैल
ધ્વજ પથ્થર,पटिया पत्थर
ફ્લેમિશ બોન્ડ,फ्लेमिश चाल
ફ્લેશિંગ,फ्लैशिंग/जल रोधी झिल्ली
ચમકદાર પ્રવાહ,सद्योवेगी सरिता
સપાટ છત,सपाट छत
ફ્લેચે,फलीके
ફ્લેમિશ ગાર્ડન વોલ બોન્ડ,फ्लेमिश गार्डन वाल चाल
ચકમક,चकमक प्रस्तर
ફ્લિન્ટ દિવાલ,फ्लिंट दीवार
ફ્લોટિંગ ફ્લોર,प्लवमान फर्श
ફ્લોક્યુલેશન,उर्णन
ફ્લોક્યુલેશન મર્યાદા,ऊर्णन सीमा
ફ્લોક્યુલેશન રેશિયો,ऊर्णन अनुपात
ફ્લોક્યુલ્સ,ऊर्णिका
ફ્લોર,फर्श
ફ્લોર સીલ,फर्शरुद्धक/फर्श सील
પ્રવાહ,प्रवाह
વધઘટ,उच्चावचन
ફૂટિંગ,पाद
ફાઉન્ડેશન,नींव
ફ્રી ફોલ બેરો ટોપિંગ મિક્સર,मुक्त प्रपात बैरो उद्वर्ती मिश्रक
ફ્રી ફોલ મિક્સર (ડ્રમ પ્રકાર),मुक्त प्रपात मिश्रक (ढोल के आकार का)
મફત પથ્થર,मुक्त पत्थर
ફ્રેશેટ,नदीपूर
ઘર્ષણ ખૂંટો,घर्षण पाइल
દેડકા,किश्ती/फॉग
ગેબલ,त्रयंकी
ગેબલેટ,लघु त्रयंकी
ગેમ્બ્રેલ છત,गैमबरेल छत
ગેજ,गेज (रेल पथ)
માપન વિભાગ,प्रमापन परिच्छेद
ગેજિંગ સ્ટેશન,प्रमापन स्थल
સામાન્ય સ્થાન યોજના,सामान्य अवस्थापन अनुविक्षेप
સામાન્ય વેન્ટિલેશન,सामान्य संवातन
G ક્ષિતિજ અથવા gley ક્ષિતિજ,संस्तर या ग्ले संस्तर
સુધી હિમનદી,हिमगोलाश्म मृत्तिका
જીનીસ,नाइस
માલ યાર્ડ,माल यार्ड
ઢાળ પ્રતિકાર,प्रवणता प्रतिरोध
ગ્રેનાઈટ,ग्रेनाइट
દાણાદાર માળખું,दानेदार संरचना
દાણાદાર,कणनन
ગ્રાન્યુલ,दाना
ગુરુત્વાકર્ષણ મુક્ત પાણી,गृरूत्व जल या मुक्त जल
ગુરુત્વાકર્ષણ યાર્ડ,मार्शलिंग गुरुत्वीय यार्ड
ગ્રેટ માટી જૂથ,बृहत् मृदा समूह
ગ્રિલેજ ફાઉન્ડેશન,झंझरी/ग्रिलेज नींव
ગ્રાઉન્ડ હેન્ડ મોલ્ડિંગ,भूहस्त पथाई
જૂથબદ્ધ ડોક,समूहित गोदी
ગ્રુપ હાઉસિંગ,सामूहिक आवासन
અતિથિ ખંડ,अतिथि कक्ष
ગટર,नाली
ગટર ધારક,नाली धारक
ગટર ચેક,नाली रोधक
હેમર ડ્રેસિંગ,हथौड़ा गढ़ाई
હાર્બર,पोताश्रय
આશ્રય બંદર,आश्रय देने वाले पोताश्रय
સખત તપેલી,कठोर तल
હેડર,तोड़ा/हैडर
હેડર બોન્ડ,तोड़ा/हैडर चाल
હેડર કોર્સ,तोड़ा रद्दा
હેડ ગેટ સ્ટ્રક્ચર,मुख फाटक संरचना
કેનાલના વડા,नहर का शीर्ष
હેડ રેગ્યુલેટર,मुख नियंत्रक
હેરિંગ બોન બોન્ડ,लहरिया चाल
હાર્ટીંગ,भरत
ભીનાશની ગરમી,सिक्तन उष्मा
ઉચ્ચ એલ્યુમિના સિમેન્ટ,अक्षि-एल्यूमिना सीमेन्ट
હિપ,पुट्ठा
હિપ કેપિંગ,पुट्ठा मुंडेरी
હિપ્ડ એન્ડ,कूट सिरा
હૂડ,छत्रक
હૂડ મોલ્ડિંગ,गढ़ा छत्रक
હૂકનો કાયદો,हुक का नियम
હૂપ આયર્ન,पत्ती लोहा
ક્ષિતિજ,संस्तर/होराइजन
ભેજીકરણ,आद्रीकरण
"ભેજ, સંપૂર્ણ",निरपेक्ष आद्रता
"ભેજ, સંબંધિત",आपेक्षिक आद्रता
હમ્પ યાર્ડ,हम्प यार्ड
હાઇડ્રોલિક દબાણ,द्रवचालित दाब
હાઇડ્રેશન,जलयोजन
હાઇડ્રોલિસિસ,जल अपघटन
હાઇડ્રોલિટીક એસિડિટી,चल अपघटनी अम्लता
હાઇડ્રોમોર્ફિક માટી,जलकृत मृदा
હાઇડ્રોફિલિક કોલોઇડ,जलरागी कोलाइड
હાઇડ્રોફોબિક કોલોઇડ,जलविरागी कोलाइड
હાઇડ્રોસ્ટેટિક દબાણ ગુણોત્તર,स्थिरद्रवीय दाब अनुपात
હાઇગ્રોસ્કેપ્ટિક ગુણાંક,आद्रताग्रही गुणांक
હાઇગ્રોસ્કોપિક ભેજ,आद्रताग्राही नमी
હાઇડ્રોસ્કોપીસીટી,आर्द्रताग्राहिता
હાઇગ્રોસ્કોપિક ભેજ,आर्द्रताग्राही नमी
હાયપરબેરિક ચેમ્બર,हाईपरबैरिक कक्ष
હાઇપરસ્ટેટિક ફ્રેમ,अपेक्षाधिक ढाँचा
હાઇપ્સોમીટર,जलक्वथनांकमापी
રોશની,प्रदीप्ति
એમ્બિબેશન ભેજ,अंतःशोषणी आर्द्रता
અપરિપક્વ માટી,अपूर्ण परिणत मृदा
જપ્ત કરાયેલ ડોક,अवरुद्ध गोदी
જમીનની આવકમાં વધારો,भू आय वृद्धि
સ્વતંત્ર પાલખ,स्वतंत्र पाड़
ઈન્ડ્યુરેટેડ,कठोरीकृत
પ્રારંભિક prestress,प्रारम्भिक पूर्व प्रतिबल
પ્રારંભિક તણાવ,प्रारम्भिक तनाव
આંતરદેશીય જળમાર્ગ બંદર,अन्तर्देशी जलमार्ग पत्तन
ઇન્સ્યુલેટીંગ બોર્ડ,विसंवाहन पट्ट
મધ્યવર્તી બંદર,मध्यवर्ती पत्तन
આંતરિક ઘર્ષણ,आन्तरिक धर्षण
ઇન્ટ્રાઝોનલ માટી,अंतः क्षेत्रीय मृदा
આયન,आयन
આયન વિનિમય,आयन विनिमय
લોખંડની તપેલી,लोह स्तर
સિંચાઈવાળી જમીન,सिंचित भूमि
સિંચાઈ,सिंचाई
સિંચાઈ ઉપકર,सिंचाई उपकर
જાંબ,पाखा
જોગલ,गुज्झी
જોગલ પિન,संधि पिन
જૌલ,जूल
જમ્પર,जम्पर
કિલોગ્રામ,किलोग्राम
કિલોગ્રામ બળ,किलोग्राम बल
કિલોગ્રામ ફોર્સ મીટર,किलोग्राम बल मीटर
કિલોવોટ કલાક,किलोवाट घण्टा
રાજા બંધ,नर डेली/किंग क्लोजर
રસોડું,रसोई
લેસ્ડ કૉલમ,लेसित स्तम्भ
લેગીંગ,वेष्ठन
લેમેલા મૂળ,लमेला छत
લેમિનર પ્રવાહ,स्तरीय प्रवाह
દીવો છિદ્ર,दीपछिद्र
જમીન સંવર્ધન,भूमि अभिवृद्धि
લેન્ડ સ્લાઇડિંગ,भूस्खलन
લેટેરાઇટ,लैटेराइट
લેટેરાઇટ માટી,लैटेराइट मृदा या लैटोसॉल
મોટી સંખ્યાનો કાયદો,बृहत संख्या सिद्धांत
લેઆઉટ યોજના,अभिन्यास अनुविक्षप
ખાતાવહી,पाड़-बेड़ा
ચૂનો પાન,चूना तल
લિંટેલ,लिंटल
પ્રવાહી મર્યાદા,द्रव सीमा
લાઈવ લોડ,चल भार
લોમ,टुमट
સ્થાનિક એક્ઝોસ્ટ વેન્ટિલેશન,स्थानीय निर्वात संवातन
લોકો યાર્ડ,लोको यार्ड
લોસ,लोएस
ઓછી પ્લાસ્ટિક મર્યાદા,निम्न सुघट्यता सीमा
ઓછી ગરમી સિમેન્ટ,अल्प ऊष्मा सीमेंट
મશીન મોલ્ડિંગ,यांत्रिक पथाई
મેક્રોસ્ટ્રક્ચર,स्थूल संरचना
મુખ્ય હેડ રેગ્યુલેટર,प्रमुख शीर्ष नियंत्रक
મુખ્ય બંદર,मुख्य पत्तन
મેકઅપ એર,पुनःपूर्तिवायु
મૅનસાર્ડ,मैनसई
માર્શલિંગ યાર્ડ,मार्शलिंग यार्ड
ચણતર,चिनाई
પરિપક્વતા તાપમાન,परिपाक तापक्रम
મેઝેનાઇન ફ્લોર,मध्य तल
યાંત્રિક વિશ્લેષણ,यांत्रिक विश्लेषण
યાંત્રિક વેન્ટિલેશન,यांत्रिक संवातन
મેટ્રિક સિસ્ટમ,मीटरी पद्धति
માઇક્રોસ્ટ્રક્ચર,सूक्ष्म संरचना
મિલી સમકક્ષ,मिली तुल्यांक
મિલી સમકક્ષ પ્રતિ લિટર,मिली तुल्यांक प्रति लीटर
ખનિજ,खनिज
ખનિજ માટી,खनिज मृदा
નાના બંદર,लघु पत्तन
Mitred બંધ,कलमी डेली
મોબાઇલ સોઇલ કોલોઇડ,जल मृदा कोलाइड
ભેજનું પ્રમાણ,आर्द्रतांश
ભેજ ઢાળ,आर्द्रता प्रवणता
મોનોલિથ,मोनोलिथ/एकाश्म
મોનોરેલ,मोनोरेल
