Kannada,Odiya
ವೇಗವರ್ಧಕ ಸಾಮರ್ಥ್ಯ,ତ୍ୱରଣ ସମ୍ଭାବନା |
ವೇಗವರ್ಧಕ ಕಾನೂನು,ତ୍ୱରଣ ନିୟମ
ವೇಗವರ್ಧಕ ಪ್ರಕ್ರಿಯೆ,ତ୍ୱରଣ ପ୍ରକ୍ରିୟା
ವೇಗವರ್ಧಕ ವಲಯ,ତ୍ୱରଣ କ୍ଷେତ୍ର
ವೇಗವರ್ಧಕ ವಿಧಾನ,ତ୍ୱରଣ ପଦ୍ଧତି
"ವೇಗವರ್ಧಕ ಸಹಿಷ್ಣುತೆ, ವೇಗವರ್ಧನೆ ಸಹಿಷ್ಣುತೆ","ତ୍ୱରଣ ସହନଶୀଳତା, ତ୍ୱରଣ ସହନଶୀଳତା |"
ವೇಗವರ್ಧಕ ವೆಕ್ಟರ್,ତ୍ୱରଣ ଭେକ୍ଟର
ವೇಗವರ್ಧನೆ-ವೋಲ್ಟೇಜ್,ତ୍ୱରଣ-ଭୋଲଟେଜ୍
ವೇಗವರ್ಧಕ ತರಂಗ,ତ୍ୱରଣ ତରଙ୍ଗ
ವೇಗವರ್ಧಕ,ତ୍ୱରକ
"ವೇಗಗೊಳಿಸು, ವೇಗವರ್ಧಕ*","ତ୍ୱରାନ୍ୱିତ, ତ୍ୱରକ *"
ವೇಗವರ್ಧಕ ಸಮೀಕರಣ,ତ୍ୱରକ ସମୀକରଣ |
ವೇಗವರ್ಧಕ*,ତ୍ୱରକ *
ವೇಗವರ್ಧಕ,ଆକ୍ସିଲେରୋମିଟର
ವೇಗವರ್ಧಕ ಹೊಂದಾಣಿಕೆ,ଆକ୍ସିଲେରୋମିଟର ମେଳ |
ಪ್ರಿಸ್ಟ್ರೆಸರ್,ସମ୍ମାନ
ಮಾನ್ಯ ಅಕ್ಷರಗಳು,ବ valid ଧ ବର୍ଣ୍ଣଗୁଡିକ |
ಸ್ವೀಕಾರ ಕೋನ,ଗ୍ରହଣ କୋଣ
ಸ್ವೀಕಾರ ವಿವರಣೆ,ଗ୍ରହଣ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |
ಸ್ವೀಕಾರಾರ್ಹ ಪರೀಕ್ಷೆ,ଗ୍ରହଣୀୟ ପରୀକ୍ଷା
"ಸ್ವೀಕರಿಸುವವರು*, ಸ್ವೀಕರಿಸುವವರು","ଗ୍ରହଣକାରୀ *, ଗ୍ରହଣକାରୀ"
ಗ್ರಾಹಕ ಪರಮಾಣು,ରିସେପ୍ଟର ପରମାଣୁ |
ಗ್ರಾಹಕ ಬಂಧ,ରିସେପ୍ଟର ବଣ୍ଡ |
ರಿಸೀವರ್ ಸರ್ಕ್ಯೂಟ್,ରିସିଭର୍ ସର୍କିଟ୍ |
ಗ್ರಾಹಕ ಮಟ್ಟ,ରିସେପ୍ଟର ସ୍ତର
ದಾನಿ ಅಣು,ଦାତା ଅଣୁ
ಗ್ರಾಹಕ ಆಸ್ತಿ,ରିସେପ୍ଟର ସମ୍ପତ୍ତି |
ಗ್ರಾಹಕ ಆಸ್ತಿ ಮಟ್ಟ,ରିସେପ୍ଟର ସମ୍ପତ୍ତି ସ୍ତର |
ವೇಗವರ್ಧಕ ಮೆದುಗೊಳವೆ,ତ୍ୱରକ ହୋସ୍ |
"ಪ್ರವೇಶ, ಕಾಯುವಿಕೆ, ಪ್ರವೇಶ","ପ୍ରବେଶ, ଅପେକ୍ଷା, ପ୍ରବେଶ"
ಭುಜ್ ಅನ್ನು ಪ್ರವೇಶಿಸಿ,ଭୁଜ୍ ପ୍ରବେଶ କରନ୍ତୁ |
ಪ್ರವೇಶ ವ್ಯವಸ್ಥೆ,ଆକ୍ସେସ୍ ସିଷ୍ଟମ୍ |
ಪ್ರವೇಶ ಸಮಯ,ପ୍ରବେଶ ସମୟ
ಪ್ರವೇಶಿಸುವಿಕೆ,ଅଭିଗମ୍ୟତା
"ಹೆಚ್ಚುವರಿ, ಸಹಾಯಕ, ಪರಿಕರಗಳು (v, ), ಬಿಡಿಭಾಗಗಳು","ଅତିରିକ୍ତ, ସହାୟକ, ଆନୁଷଙ୍ଗିକ (v, ), ଆନୁଷଙ୍ଗିକ |"
ಹೆಚ್ಚುವರಿ ನಿರ್ಬಂಧಗಳು,ଅତିରିକ୍ତ ପ୍ରତିବନ୍ଧକ |
