Hindi,Malayalam
प्रवर्धक,ആംപ്ലിഫയർ
प्रवर्धक दक्षता,ആംപ്ലിഫയർ കാര്യക്ഷമത
आयाम,അളവുകൾ
आयाम क्षीणन,ആംപ്ലിറ്റ്യൂഡ് അറ്റൻവേഷൻ
आयाम मॉडुलित ए.एम. दोलित्र,ആംപ്ലിറ്റ്യൂഡ് മോഡുലേറ്റഡ് AM ഓസിലേറ്റർ
आयाम मॉडुलन,ആംപ്ലിറ്റ്യൂഡ് മോഡുലേഷൻ
आयाम मॉडुलक,ആംപ്ലിറ്റ്യൂഡ് മോഡുലേറ്റർ
एंगस्ट्रॉम इकाई,angstrom യൂണിറ്റ്
अनुरूप परिपथ,അനലോഗ് സർക്യൂട്ട്
अनुरूप कंप्यूटर,അനലോഗ് കമ്പ്യൂട്ടർ
अनुरूप फिल्टर,അനലോഗ് ഫിൽട്ടർ
अनुरूप बहुमापी,അനലോഗ് മൾട്ടിമീറ്റർ
अनुरूप स्विच,അനലോഗ് സ്വിച്ച്
AND गेट,ഒപ്പം ഗേറ്റും
कोणीय आवृत्ति,കോണീയ ആവൃത്തി
"ऋणायन, एनॉयन","അയോൺ, അയോൺ"
अनीलन तापमान,അനീലിംഗ് താപനില
ऐनोड,ആനോഡ്
ऐनोड प्रवर्धक,ആനോഡ് ആംപ്ലിഫയർ
ऐनोडी करण,അനോഡൈൻ
ऐन्टेना,ആന്റിന
ऐन्टेना घटक,ആന്റിന ഘടകം
परावर्तन रोधी लेपन,ആന്റി-റിഫ്ലക്ടീവ് കോട്ടിംഗ്
प्रतिलघुगुणक प्रवर्धक,ആന്റിലോഗിൻ ആംപ്ലിഫയർ
प्रतिअनुनादी परिपथ,antiresonant സർക്യൂട്ട്
द्वारक काल,ദ്വാരക കാലഘട്ടം
आभासीय शक्ति,വെർച്വൽ പവർ
तार संयोजन,വയർ കണക്ഷൻ
सन्निकट वोल्टता लब्धि,ഏകദേശ വോൾട്ടേജ് നേട്ടം
आर्मस्ट्रांग माडुलक,ആംസ്ട്രോങ് മോഡുലേറ്റർ
ऐन्टेना-व्यूह,ആന്റിന അറേ
"आकार अनुपात, अभिमुखता अनुपात","വലുപ്പ അനുപാതം, വീക്ഷണ അനുപാതം"
अस्थायी परिपथ (मुक्तचालित परिपथ),ഫ്ലോട്ടിംഗ് സർക്യൂട്ട് (സ്വതന്ത്ര ഓപ്പറേറ്റിംഗ് സർക്യൂട്ട്)
स्वचालित बहुकंपित्र,ഓട്ടോമാറ്റിക് മൾട്ടിവൈബ്രേറ്റർ
अस्थायी बहुकंपित्र,ഫ്ലോട്ടിംഗ് മൾട്ടിവൈബ്രേറ്റർ
असममित संधि,അസമമായ ജംഗ്ഷൻ
अतुल्यकाली गणक,അസിൻക്രണസ് കാൽക്കുലേറ്റർ
परमाणु,ആണവ
परमाणु संख्या,ആറ്റോമിക നമ്പർ
परमाणु संरचना,ആറ്റോമിക് ഘടന
श्रव्य प्रवर्धक,ഓഡിയോ ആംപ്ലിഫയർ
श्रव्य प्रवर्धक,ഓഡിയോ ആംപ്ലിഫയർ
श्रव्य कैसेट,ഓഡിയോ കാസറ്റ്
श्रव्य परिपथ,ഓഡിയോ സർക്യൂട്ട്
श्रव्य आवृत्ति,കേൾക്കാവുന്ന ആവൃത്തി
स्वत: वोल्टता नियंत्रण,ഓട്ടോമാറ്റിക് വോൾട്ടേജ് നിയന്ത്രണം
एवलांश,ഹിമപാതം
औसत संसूचक,ശരാശരി ഡിറ്റക്ടർ
अक्षीय विधा,അക്ഷീയ മോഡ്
अक्षीय अनुपात,അക്ഷീയ അനുപാതം
ऐन्टेना,ആന്റിന
पश्च विद्युत वाहक बल,ബാക്ക് ഇലക്ട്രോമോട്ടീവ് ഫോഴ്സ്
पश्च क्षेत्र,പിൻ പ്രദേശം
पश्च प्रकीर्णन,തിരികെ ചിതറിക്കിടക്കുക
पृष्ठभूमि आवेश,പശ്ചാത്തല ചാർജ്
पार्श्व रव,സൈഡ് ശബ്ദം
पश्चगमन,പിന്നോക്കാവസ്ഥ
पश्चपालि विकिरण,പിൻഭാഗത്തെ വികിരണം
बैकवार्ड डायोड/पश्च डायोड,ബാക്ക്വേർഡ് ഡയോഡ് / ബാക്ക്വേർഡ് ഡയോഡ്
पश्चगामी तरंग दोलक,ബാക്ക്വേർഡ് വേവ് ഓസിലേറ്റർ
"बाधिका, व्यारोध","തടസ്സം, തടസ്സം"
बाधिका,തടസ്സം
संतुलित सेतु,സമതുലിതമായ പാലം
संतुलित विमॉडुलक,സമതുലിതമായ മോഡുലേറ്റർ
संतुलित मॉडुलक,സമതുലിതമായ മോഡുലേറ്റർ
संतुलित परिपथ,സമതുലിതമായ സർക്യൂട്ട്
संतुलित ढाल संसूचक,സമതുലിതമായ ഗ്രേഡിയന്റ് ഡിറ്റക്ടർ
धारा स्थिरक प्रतिरोध,നിലവിലെ സ്റ്റെബിലൈസർ പ്രതിരോധം
बोलोमीटर,ബൊലോമീറ്റർ
बोलोमीटर सेतु,ബോലോമീറ്റർ പാലം
बलून,ബലൂണ്
बनाना जैक,ബനാന ജാക്ക്
बनाना प्लग,ബനാന പ്ലഗ്
"बैंड, पट्टी","ബാൻഡ്, ബാൻഡേജ്"
बैंड चालक,ബാൻഡ് ഡ്രൈവർ
बैंड ऊर्जा,ബാൻഡ് ഊർജ്ജം
बैंड अंतराल,ബാൻഡ് വിടവ്
बैडपारक प्रवर्धक,ബാഡ്പാർക്ക് ആംപ്ലിഫയർ
बैंड पारक फिल्टर,ബാൻഡ് പാസ് ഫിൽട്ടർ
बॉड दर जनित्र,ബോഡ് റേറ്റ് ജനറേറ്റർ
बैंडफैलाव,ബാൻഡ് ഡിസ്പെർഷൻ
बैंड रोधक,ബാൻഡ് റെസിസ്റ്റർ
बैंड विरामक फिल्टर,ബാൻഡ് ബ്രേക്കർ ഫിൽട്ടർ
बैंड विस्तार,ബാൻഡ് വിപുലീകരണം
बैंड वर्जक फिल्टर,ബാൻഡ് റിമൂവർ ഫിൽട്ടർ
बैंड विस्तार विक्षेपण गुणक,ബാൻഡ് എക്സ്പാൻഷൻ ഡിഫ്ലെക്ഷൻ മൾട്ടിപ്ലയർ
बैंड विस्तार दूरी गुणक,ബാൻഡ് എക്സ്റ്റൻഷൻ ഡിസ്റ്റൻസ് മൾട്ടിപ്ലയർ
"पुंज संधारित्र, बैंक संधारित्र","ബീം കപ്പാസിറ്റർ, ബാങ്ക് കപ്പാസിറ്റർ"
"बारकर कूट, बारकर कोड","ബാർക്കർ കോഡ്, ബാർക്കർ കോഡ്"
बार्रवाउजेन कसौटी,barravaugen മാനദണ്ഡം
बैरेटर,ബാരേറ്റർ
रोध,തടസ്സം
रोध संधारित्र,ഇൻസുലേറ്റിംഗ് കപ്പാസിറ്റർ
रोधिका उर्जा,തടസ്സം ഊർജ്ജം
रोधी वोल्टता,റെസിസ്റ്റർ വോൾട്ടേജ്
बार्टलेट विंडो,ബാർട്ട്ലെറ്റ് വിൻഡോ
"आधार, बेस","അടിസ്ഥാനം, അടിസ്ഥാനം"
आधार बैंड,അടിസ്ഥാന ബാൻഡ്
आधार बैंड संचरण,അടിസ്ഥാന ബാൻഡ് ട്രാൻസ്മിഷൻ
आधार आवेश,അടിസ്ഥാന ചാർജ്
आधार धारा,അടിസ്ഥാന കറന്റ്
आधार धारा स्रोत,അടിസ്ഥാന നിലവിലെ ഉറവിടം
आधार कर्तन,അടിസ്ഥാന കത്രിക
आधार मादन,ആധാർ മദൻ
आधार उत्सर्जक संभरण,അടിസ്ഥാന എമിറ്റർ ഫീഡ്
आधार उत्सर्जक संधि,അടിസ്ഥാന എമിറ്റർ ജംഗ്ഷൻ
आधार अंतःक्षेपण,അടിസ്ഥാന കുത്തിവയ്പ്പ്
आधार रेखा,ഗ്രൗണ്ട് ലൈൻ
आधार प्रतिरोध,അടിസ്ഥാന പ്രതിരോധം
आधार स्रोत,അടിസ്ഥാന ഉറവിടം
आधार विस्तारण प्रतिरोध,അടിസ്ഥാന വിപുലീകരണ പ്രതിരോധം
आधार विस्तारण प्रतिरोध,അടിസ്ഥാന വിപുലീകരണ പ്രതിരോധം
आधार मोटाई,അടിസ്ഥാന കനം
आधार अभिगमन,അടിസ്ഥാന പ്രവേശനം
"आधार चौड़ाई मॉडुलन, आधार विस्तार मॉडुलन","ബേസ് വിഡ്ത്ത് മോഡുലേഷൻ, ബേസ് എക്സ്പാൻഷൻ മോഡുലേഷൻ"
आधार संग्राहक संधि,അടിസ്ഥാന കളക്ടർ ഉടമ്പടി
बास,മണം
बास आवृत्ति,ബാസ് ആവൃത്തി
बैटरी,ബാറ്ററി
बॉड,ബൗഡ്
बॉड रेट,ബാഡ് നിരക്ക്
बॉड दर जनित्र,ബോഡ് റേറ്റ് ജനറേറ്റർ
बोदो कोड,ബോഡോ കോഡ്
"संकेत देना, बीकन","സിഗ്നൽ, ബീക്കൺ"
"मणिका, बीड","മാണിക, ബീഡ്"
मणिक संधारित्र,മാനിക് കപ്പാസിറ്റർ
मणिकातापी प्रतिरोधक,മണികർത്താപി റെസിസ്റ്ററുകൾ
"किरणपुंज ऐन्टेना, बीम ऐन्टेना","ബീം ആന്റിന, ബീം ആന്റിന"
किरणपुंज खोजी,ബീം ഡിറ്റക്ടർ
किरणपुंज शक्ति नली,ബീം പവർ ഹോസ്
किरणपुंज स्विचन नलिका,ബീം സ്വിച്ചിംഗ് നോസിലുകൾ
किरणपुंज विस्तार,ബീം വികാസം
विस्पंद आवृत्ति,അടി ആവൃത്തി
विस्पन्द-आवृत्ति दोलक,ബീറ്റ്-ഫ്രീക്വൻസി ഓസിലേറ്റർ
विस्पंद दोलक,പൾസ് ഓസിലേറ്റർ
बेल,മണി
बंकन हानि,വളയുന്ന നഷ്ടം
बेसेल फिल्टर,ബെസൽ ഫിൽട്ടർ
बीटा,ബീറ്റ
बी-एच वक्र,b-h വക്രം
"अभिनति, बायस","പക്ഷപാതം, പക്ഷപാതം"
बायस धारा,ബയസ് കറന്റ്
बायस-प्रतिरोधक,പക്ഷപാത പ്രതിരോധം
द्विशंकु ऐन्टेना,ഇരട്ട ആന്റിന
द्विदिशी लोड धारा,ദ്വിദിശ ലോഡ് കറന്റ്
द्विदैशिक ऐन्टेना,ദ്വിദിശ ആന്റിന
द्विदैशिक प्रकाश उत्सर्जक डायोड,ദ്വിദിശ പ്രകാശം പുറപ്പെടുവിക്കുന്ന ഡയോഡ്
द्विदिक् थाइरिस्टर,ദ്വിദിശയിലുള്ള തൈറിസ്റ്റർ
द्वि FET तकनीक,bi FET സാങ്കേതികവിദ്യ
द्विसूत्री ट्रांसफार्मर,ബൈ പോയിന്റ് ട്രാൻസ്ഫോർമർ
द्विसूत्री आआवलन,ഇരട്ട സംയോജനം
द्विपार्श्विक परिपथ,ഉഭയകക്ഷി സർക്യൂട്ട്
द्विआधारी,ബൈനറി
द्विआधारी योग,ബൈനറി തുക
द्विआधारी परिपथ,ബൈനറി സർക്യൂട്ട്
द्वि-आधारी कोडित दशमलव,ബൈനറി കോഡ് ചെയ്ത ദശാംശം
द्वि-आधारी कोडित दशमलव प्रणाली,ബൈനറി കോഡഡ് ഡെസിമൽ സിസ്റ്റം
द्विआधारी द्विपरिवर्तक संधारित्र,ബൈനറി ദ്വിധ്രുവ കപ്പാസിറ്റർ
द्विआधारी गणक,ബൈനറി കാൽക്കുലേറ്റർ
द्विआधारी गणित्र,ബൈനറി കാൽക്കുലേറ്റർ
द्विआधारी कूट वाचक,ബൈനറി ഡീകോഡർ
द्विआधारी सीढ़ी,ബൈനറി ഗോവണി
द्विआधारी पथमापी,ബൈനറി പാത്തോമീറ്റർ
द्विआधारी अवस्था,ബൈനറി അവസ്ഥ
द्विआधारी-दशमिक विकोडक,ബൈനറി-ഡെസിമൽ ഡീകോഡർ
द्विआधारी भार,ബൈനറി ലോഡ്
द्विआधारी शब्द,ബൈനറി വാക്കുകൾ
द्विध्रुवी,ബൈപോളാർ
द्विध्रुवी संधारित्र,ബൈപോളാർ കപ്പാസിറ്റർ
द्विध्रुवी युक्ति,ബൈപോളാർ ഉപകരണം
द्विध्रुवी स्रोत,ബൈപോളാർ ഉറവിടം
द्विध्रुवी ट्राजिस्टर,ബൈപോളാർ ട്രാൻസിസ്റ്റർ
द्विध्रुवी संधि ट्रांजिस्टर,ബൈപോളാർ ജംഗ്ഷൻ ട്രാൻസിസ്റ്റർ
द्विघाती फिल्टर,ക്വാഡ്രാറ്റിക് ഫിൽട്ടർ
द्विस्थितिक,ഇരട്ട സ്ഥാനം
द्विस्थितिक बहुकंपित्र,രണ്ട്-ഘട്ട മൾട്ടിവൈബ്രേറ്റർ
द्विस्थितिक रिले,ദ്വിദിശ റിലേ
द्विस्थितिक अवस्था,രണ്ട്-ഘട്ട സംസ്ഥാനം
द्विस्थितिक ट्रिगर,രണ്ട്-സ്ഥാന ട്രിഗർ
बिट त्रुटि,ബിറ്റ് പിശക്
बिट त्रुटि दर,ബിറ്റ് പിശക് നിരക്ക്
बिट त्रुटि,ബിറ്റ് പിശക്
बिटकाल त्रुटि,ബിറ്റ്കാൽ പിശക്
अंध पेटी,അന്ധമായ പെട്ടി
समाच्छादी स्पंद,ഘനീഭവിച്ച പൾസ്
स्रावक,സ്രഷ്ടാവ്
स्रावी प्रतिरोधक,സ്രവിക്കുന്ന ഇൻഹിബിറ്റർ
अंधगति,അന്ധത
खंड आरेख,സെഗ്മെന്റ് ഡയഗ്രം
अवरूद्ध प्रतिबाधा,തടസ്സം തടയൽ
खंडक स्थानांतरण,ശകലം കൈമാറ്റം
अवरोधन,തടസ്സപ്പെടുത്തുക
अवरोधी संधारित्र,തടയൽ കപ്പാസിറ്റർ
अवरोधी संधारित्र,റെസിസ്റ്റർ കപ്പാസിറ്റർ
अवरोधी दोलक,തടയുന്ന ഓസിലേറ്റർ
अवरोधी दोलक,തടയുന്ന ഓസിലേറ്റർ
अवरोधी वोल्टता,റെസിസ്റ്റർ വോൾട്ടേജ്
ब्लोवर,ഊതുന്നയാൾ
बोडे आरेख,ബോഡ് ഡയഗ്രം
वोल्ट्जमान संबंध,വോൾട്ട്സ്മാൻ ബന്ധം
वोल्ट्जमान स्थिंराक,വോൾട്ട്സ്മാൻ സ്ഥിരാങ്കം
बंध,ബോണ്ട്
आबद्ध विकृति प्रमापी,ബന്ധിത സ്ട്രെയിൻ ഗേജ്
स्वोत्थानी प्रवर्धक,സ്വയം പിന്തുണയ്ക്കുന്ന ആംപ്ലിഫയർ
बूलीय बीजगणित,ബൂളിയൻ ബീജഗണിതം
बूलीय समीकरण,ബൂളിയൻ സമവാക്യം
"बूट स्ट्रैपन, स्वोत्थान",ബൂട്ട് സ്ട്രാപ്പൺ
बूथ्स आल्गोरिदम,ബൂത്തിന്റെ അൽഗോരിതം
बूटस्ट्रैप प्रसर्प परिपथ,ബൂട്ട്സ്ട്രാപ്പ് പ്രിസം സർക്യൂട്ട്
बॉसकर्ट्स नियम,bosscutts ഭരണം
बोस-चौधरी होकिनहाम (बी.सी.एच) कोड,ബോസ്-ചൗധരി ഹോക്കൻഹാം (BCH) കോഡ്
"झंप, उछाल","ചാടുക, ചാടുക"
परिबद्ध इलेक्ट्रॉन,ബന്ധിത ഇലക്ട്രോൺ
ब्रैग परावर्तक,ബ്രാഗ് റിഫ്ലക്ടർ
गुंफित तार,ഇഴചേർന്ന വയർ
शाखा,ശാഖ
शाखन,ശാഖകൾ
प्रयोग पट्ट,പരീക്ഷണ ബോർഡ്
भंजन क्षेत्र,ബ്രേക്ക് സോൺ
भंजन वोल्टता,ബ്രേക്കിംഗ് വോൾട്ടേജ്
भंजन डायोड,ബ്രേക്ക്ഡൗൺ ഡയോഡ്
भंजन संनिर्धारण,ഒടിവ് പരിഹരിക്കൽ
भंजन वोल्टता,ബ്രേക്കിംഗ് വോൾട്ടേജ്
सेतु,പാലം
सेतु दिष्टकारी,പാലം റക്റ്റിഫയർ
विस्तृत बैंड,വിശാലമായ ബാൻഡ്
प्रसारण बैंड,ബ്രോഡ്കാസ്റ്റ് ബാൻഡ്
निरक्षीय व्यूह,ആസ്ട്രൽ അറേ
प्रसारण,പ്രക്ഷേപണം
प्रसारण ऐन्टेना,ബ്രോഡ്കാസ്റ്റ് ആന്റിന
प्रसारण ग्राही,ബ്രോഡ്കാസ്റ്റ് റിസീവർ
आवृत्ति प्रसारण अभिग्राही,ഫ്രീക്വൻസി ബ്രോഡ്കാസ്റ്റ് റിസീവർ
प्रसारण प्रेषित्र,പ്രക്ഷേപണം ട്രാൻസ്മിറ്റർ
बूस्टर ऐन्टेना,ബൂസ്റ്റർ ആന്റിന
बूस ऐन्टेना,ബസ് ആന്റിന
ब्रश विसर्जन,ബ്രഷ് നിമജ്ജനം
बुदबूदु AND गेट,ബബ്ലിംഗും ഗേറ്റും
बुदबूदु OR गेट,ബുദ്ബുദു അല്ലെങ്കിൽ ഗേറ്റ്
बुदबूदु स्मृति,ബബ്ലി മെമ്മറി
प्रतिकारी वोल्टता,വോൾട്ടേജ് നഷ്ടപരിഹാരം
बफर,ബഫർ
बफर प्रवर्धक,ബഫർ ആംപ്ലിഫയർ
बफर परिपथ,ബഫർ സർക്യൂട്ട്
बफर परिचालक,ബഫർ ഓപ്പറേറ്റർ
बफर पंजी,ബഫർ രജിസ്റ്റർ
बल्व,ബൾബ്
समष्टि प्रभाव,ജനസംഖ്യാ പ്രഭാവം
समष्टि अर्धचालक युक्ति,മാക്രോ അർദ്ധചാലക ഉപകരണം
गुच्छक,കുല
निमज्जित विनिमय,മുങ്ങിയ കൈമാറ്റം
निमज्जित परत,മുങ്ങിയ പാളി
निमज्जित संपर्क,മുങ്ങിയ കോൺടാക്റ്റ്
प्रस्फोट प्रवर्धक,സ്ഫോടന ആംപ്ലിഫയർ
प्रस्फोटी समाच्छादी,സ്ഫോടന കവർ
प्रस्फोट फायरन,സ്ഫോടനം വെടിവയ്പ്പ്
प्रस्फोटी द्वार प्रवर्धक,സ്ഫോടനം ഡോർ ആംപ്ലിഫയർ
प्रस्फोटी विधा,ബർസ്റ്റ് മോഡ്
प्रस्फोटी पृथक्कारक,സ്ഫോടനം സെപ്പറേറ്റർ
प्रस्फोटी संकेत,സ്ഫോടന സിഗ്നൽ
प्रस्फोट त्रुटि संशोधक कोड,ബർസ്റ്റ് പിശക് തിരുത്തൽ കോഡ്
बस,മതി
बस बार,ബസ് ബാർ
बस संगठन,ബസ് സംഘടന
बस मानक,ബസ് സ്റ്റാൻഡേർഡ്
बस क्षणिक,വെറും നൈമിഷികം
बटर वर्थ फिल्टर,വെണ്ണ മൂല്യമുള്ള ഫിൽട്ടർ
बीएनसी तार,bnc വയർ
बीएनसी जोड़क,BNC ജോയിന്റർ
"उपपथ, उपमार्ग",വഴിയിൽ
उपमार्गी संधारित्र,ബൈപാസ് കപ്പാസിറ്റർ
बाइट,ബൈറ്റ്
V बैंड,വി ബാൻഡ്
C बैंड ऐन्टेना,സി ബാൻഡ് ആന്റിന
तार,വയർ
तार मार्ग निर्धारण,വയർ റൂട്ടിംഗ്
तार टेलिविजन,ടെലിഗ്രാഫ് ടെലിവിഷൻ
कैश स्मृति,കാഷെ മെമ്മറി
सिसिमय आवृत्ति मानक,സിസിം ഫ്രീക്വൻസി സ്റ്റാൻഡേർഡ്
परिकलित्र,കാൽക്കുലേറ്റർ
अंशशोधन,കാലിബ്രേഷൻ
कॉल ऐड्रेस,കോൾ വിലാസം
कॉलपिट दोलित्र,കോൾപിറ്റ് ഓസിലേറ്റർ
कैम कोर्डर,ക്യാം കോർഡറുകൾ
कैमरा,ക്യാമറ
कैमरा नली,ക്യാമറ ഹോസ്
केंडेला,കാൻഡല
कैंडल शक्ति,മെഴുകുതിരി ശക്തി
कैन्टीलिवर विकृति प्रमापी,കാന്റിലിവർ സ്ട്രെയിൻ ഗേജ്
धारिता,പിടിക്കുന്നു
धारिता रक्तचाप ट्रान्सड्यूसर,കപ്പാസിറ്റൻസ് രക്തസമ്മർദ്ദം ട്രാൻസ്ഡ്യൂസർ
धारिता वितरक,ഹോൾഡിംഗ് ഡിസ്ട്രിബ്യൂട്ടർ
संधि धारिता,ഉടമ്പടി നിലനിർത്തൽ
धारिता मापी,കപ്പാസിറ്റൻസ് ഗേജ്
धारिता उद्ग्राही,പിടിക്കുന്ന കളക്ടർ
धारिता प्रतिघात,കപ്പാസിറ്റൻസ് പ്രതിപ്രവർത്തനം
"संधारी ऊर्जा परिवर्तित्र, ट्रासड्यूसर","കപ്പാസിറ്റീവ് എനർജി കൺവെർട്ടർ, ട്രാൻസ്ഡ്യൂസർ"
संधारित्र,കപ്പാസിറ്റർ
संधारित्र बैंक,കപ്പാസിറ്റർ ബാങ്ക്
संधारित्र फिल्टर,കപ്പാസിറ്റർ ഫിൽട്ടർ
संधारित्र निवेश फिल्टर,കപ്പാസിറ്റർ ഇൻപുട്ട് ഫിൽട്ടർ
चर्खी मोटर,വിഞ്ച് മോട്ടോർ
चर्खी सर्वो निकाय,പുള്ളി സെർവോ ബോഡി
चर्खी,ചാർക്കി
प्रग्रहण,പിടിക്കുക
प्रग्रहण परिच्छेद,ക്യാപ്‌ചർ വിഭാഗം
प्रग्रहण प्रभाव,ക്യാപ്‌ചർ പ്രഭാവം
वाहक रव अनुपात,കാരിയർ ശബ്ദ അനുപാതം
कार रेडियो,കാർ റേഡിയോ
कार्बन प्रतिरोधक,കാർബൺ റെസിസ്റ്റർ
कार्ड वाचक,കാർഡ് റീഡർ
कार्डिऑड आरेख,കാർഡിയോയിഡ് ഡയഗ്രം
कैरेज,വണ്ടി
कैरेज वापसी,വണ്ടി മടക്കം
वाहक,വാഹകൻ
वाहक संचार,കാരിയർ ആശയവിനിമയം
वाहक संकेंद्रण,കാരിയർ ഏകാഗ്രത
वाहक आवृत्ति,കാരിയർ ആവൃത്തി
वाहक जनन,കാരിയർ പുനരുൽപാദനം
वाहक स्तर,കാരിയർ ലെവൽ
वाहक आयुकाल,കാരിയർ ജീവിതം
वाहक गतिशीलता,കാരിയർ മൊബിലിറ്റി
वाहक गुणन,കാരിയർ ഗുണനം
वाहक रव स्तर,കാരിയർ ശബ്ദ നില
वाहक परास,കാരിയർ ശ്രേണി
वाहक पुनर्प्राप्ति परिपथ,കാരിയർ വീണ്ടെടുക്കൽ സർക്യൂട്ട്
वाहक पुनर्निवेशन,കാരിയർ വീണ്ടും ചേർക്കൽ
वाहकीय प्रकीर्णन,ചാലക വിസരണം
वाहक संदमन,കാരിയർ അടിച്ചമർത്തൽ
वाहक पिंजरन,കാരിയർ കൂട്ടിൽ
वाहक वेग,കാരിയർ വേഗത
हस्तगत बिट,കൈ കട്ട്
हस्तगत ध्वज,പതാക നടത്തി
"हस्तगत रजिस्टर, हस्तगत पंजी","കൈവശരേഖ, കൈവശാവകാശ രജിസ്റ്റർ"
सुवाह्य जनित्र,പോർട്ടബിൾ ജനറേറ്റർ
कार्सन-नियम,കാർസൺ നിയമം
कार्ट्रिज फ्यूज,കാട്രിഡ്ജ് ഫ്യൂസ്
कार्ट्रिज टेप,കാട്രിഡ്ജ് ടേപ്പ്
कैरी फोस्टर सेतु,കാരി ഫോസ്റ്റർ പാലം
सोपानी प्रवर्धक,സ്റ്റെപ്പ് ആംപ്ലിഫയർ
सोपानन,ഗ്രേഡേഷൻ
कैसकेड प्रवर्धक,കാസ്കേഡ് ആംപ്ലിഫയർ
"कैसकोड प्रवर्धक, सोपानी प्रवर्धक","കാസ്‌കോഡ് ആംപ്ലിഫയർ, സ്റ്റെപ്പ് ആംപ്ലിഫയർ"
कैसेट,കാസറ്റ്
उत्प्रेरण,പ്രേരണ
प्रग्राही कोटर,ക്യാപ്റ്റീവ് കോട്ടർ
कैथोड,കാഥോഡ്
कैथोड अनुगामी,കാഥോഡ് ട്രെയിലിംഗ്
कैथोड अनुगामी प्रवर्धक,കാഥോഡ് ട്രെയിലിംഗ് ആംപ്ലിഫയർ
कैथोड संदीप्ति,കാഥോഡ് ലുമിനൻസ്
कैथोड सामग्री,കാഥോഡ് മെറ്റീരിയൽ
कैथोड किरण दोलनदर्शी,കാഥോഡ് റേ ഓസിലോസ്കോപ്പ്
कैथोड किरण नलिका,കാഥോഡ് റേ ട്യൂബ്
कैथोड कण क्षेपण,കാഥോഡ് കണിക നിക്ഷേപം
कैथोड संदीप्ति,കാഥോഡ് ലുമിനൻസ്
कौयर फिल्टर,കയർ ഫിൽട്ടർ
कावेर फिल्टर,കവർ ഫിൽട്ടർ
कोटर,കോടോർ
कोटरीय विकिरण,ആന്ട്രൽ റേഡിയേഷൻ
कोटर अनुनादी,cotter resonator
फेट आवेश युग्मित युक्ति(सी सी डी),ഫാറ്റ് ചാർജ് കപ്പിൾഡ് ഉപകരണം (CCD)
सी.डी.रोम,സിഡി റോം
सी. डी. रोम ड्राइव,സിഡി റോം ഡ്രൈവ്
सेल (बैटरी),സെൽ (ബാറ്ററി)
केंद्रीय संसाधन तत्व,കേന്ദ്ര വിഭവ ഘടകം
केंद्रीय संसाधन इकाई,കേന്ദ്ര റിസോഴ്സ് യൂണിറ്റ്
केंद्रीय संसाधित्र,സെൻട്രൽ പ്രൊസസർ
मध्यमान,ശരാശരി സ്കെയിൽ
मध्य आवृत्ति,മിഡ് ഫ്രീക്വൻസി
