Tamil,Bengali
பயோட்டின் கோட்பாடு,বায়োটের তত্ত্ব
பிடுமின்,বিটুমেন
கருப்பு பருத்தி மண்,কালো তুলার মাটি
கருப்பு பூமி,কালো পৃথিবী
கருப்பு தரை மண்,কালো টার্ফ মাটি
கத்தி,ব্লেড
ஊது உலை கசடு சிமெண்ட்,ব্লাস্ট ফার্নেস স্ল্যাগ সিমেন্ট
தடுப்பு அமைப்பு,অবরুদ্ধ কাঠামো
போகி எதிர்ப்பு,বগি প্রতিরোধ
போக்-இரும்பு தாது,বগ-লোহা আকরিক
பத்திரம்,বন্ধন
பிணைக்கப்பட்ட உறுப்பினர்,বন্ডেড সদস্য
பிணைக்கப்பட்ட பிந்தைய பதற்றம்,বন্ধন পোস্ট উত্তেজনা
பத்திர கல்,বন্ড পাথর
கட்டுப்பட்ட நீர்,আবদ্ধ জল
பெட்டி சாக்கடை,বক্স নর্দমা
பிரேஸ்,বন্ধনী
விளிம்பில் செங்கல்,ইট-অন-এজ
கடிவாளம்,লাগাম
பிரகாசம்,উজ্জ্বলতা
பழுப்பு மண்,বাদামী মাটি
கட்டிடம்,বিল্ডিং
கட்டிட சர்வேயர்,বিল্ডিং সার্ভেয়ার
தாங்கல்,বাফার
தாங்கல் வளைவு,বাফার বক্ররেখা
தாங்கல்,বাফারিং
தாங்கல் திறன்,বাফার ক্ষমতা
பண்டர்,বান্দর
பட்டர்ஸ்,বাট্রেস
சி-அடிவானம்,সি-দিগন্ত
கேபிள்,তারের
கேபிள் மோல்டிங்,তারের ছাঁচনির্মাণ
கேபிளிங்,ক্যাবলিং
அறை,কেবিন
கேபின் ஹூக்,কেবিন হুক
மந்திரி சபை,মন্ত্রিসভা
கபோல்ட் வெளியேறினார்,ক্যাবল্টের পদত্যাগ
சிற்றுண்டியகம்,ক্যাফেটারিয়া
கூண்டு,খাঁচা
கூண்டு கட்டுமானம்,খাঁচা নির্মাণ
கெய்னின் சூத்திரம்,কেইনের সূত্র
கெய்சன்,কাইসন
கெய்சன் நோய்,ক্যাসন রোগ
கெய்சன் அடித்தளம்,ক্যাসন ফাউন্ডেশন
கெய்சன் குவியல்,Caisson pile
சுண்ணாம்பு செங்கல்,চুনযুক্ত ইট
சுண்ணாம்பு களிமண்,চুনযুক্ত কাদামাটি
சுண்ணாம்பு மேலோடு,চুনযুক্ত ভূত্বক
கால்சிஃபிகேஷன்,ক্যালসিফিকেশন
கால்சினேஷன்,ক্যালসিনেশন
கால்சின்,ক্যালসিন
கால்சைட்,ক্যালসাইট
கால்சியம்-அலுமினேட் சிமெண்ட்,ক্যালসিয়াম-অ্যালুমিনেট সিমেন্ট
கால்சியம்-சிலிகேட் செங்கல்,ক্যালসিয়াম-সিলিকেট ইট
கால்சியம்-சிலிகேட் ஹைட்ரேட்,ক্যালসিয়াম-সিলিকেট হাইড্রেট
கலிச்சே,ক্যালিছে
கலிபோர்னியா தாங்கி விகிதம்,ক্যালিফোর্নিয়া ভারবহন অনুপাত
காலிபர்,ক্যালিপার
கலோரிமீட்டர்,ক্যালোরিমিটার
கேம்பர்,ক্যাম্বার
கால்வாய்,খাল
விதானம்,ক্যানোপি
கான்டிலீவர் அடிவாரம்,ক্যান্টিলিভার ফুটিং
தொப்பி,ক্যাপ
திறன்,ক্ষমতা
ஆயில் பாதையின் திறன்,আইল ট্র্যাকের ক্ষমতা
தொப்பி கேபிள்,ক্যাপ তারের
கேபிலரிட்டி,কৈশিকতা
தந்துகி முறிவு,কৈশিক বিরতি
தந்துகி ஓட்டம்,কৈশিক প্রবাহ
தந்துகி ஈரப்பதம் அல்லது தந்துகி நீர்,কৈশিক আর্দ্রতা বা কৈশিক জল
தந்துகி துளை இடம்,কৈশিক ছিদ্র স্থান
கேபிலரி போரோசிட்டி,কৈশিক ছিদ্র
தந்துகி வெளி,কৈশিক স্থান
பிடிப்பு வேகம்,ক্যাপচার বেগ
கார்பனேற்றம்,কার্বনেশন
கார்பன் கருப்பு,কার্বন কালো
காஸ்ட்பிள் பயனற்ற,কাস্টবল অবাধ্য
காஸ்ட்-இன்-பிளேஸ் அல்லது காஸ்ட்-இன்-சிட்டு,কাস্ট-ইন-প্লেস বা কাস্ট-ইন-সিটু
காஸ்ட்-இன்-பிளேஸ் பைல்,কাস্ট-ইন-প্লেস গাদা
ஆமணக்கு,ক্যাস্টর
வார்ப்பு கல்,ঢালাই পাথর
வினையூக்கி,প্রভাবক
கேட்டனா,ক্যাটেনা
பூனை முகம்,বিড়ালের মুখ
பூனை தலை,বিড়ালের মাথা
கேஷன்,ক্যাটান
பூனை நடை,বিড়াল হাঁটা
குழிவுறுதல் சேதம்,গহ্বরের ক্ষতি
செலைட்,সেলাইট
செல்லுலார் கான்கிரீட்,সেলুলার কংক্রিট
செல்லுலார் கட்டுமானம்,সেলুলার নির্মাণ
சிமெண்ட்,সিমেন্ট
"சிமெண்ட், பிட்மினஸ்","সিমেন্ট, বিটুমিনাস"
"சிமெண்ட், அதிக வலிமை","সিমেন্ট, উচ্চ শক্তি"
"சிமெண்ட், ஹைட்ராலிக்","সিমেন্ট, জলবাহী"
"சிமெண்ட், குறைந்த வெப்பம்","সিমেন্ট, কম তাপ"
"சிமெண்ட், கொத்து","সিমেন্ট, রাজমিস্ত্রি"
"சிமெண்ட், இயற்கை","সিমেন্ট, প্রাকৃতিক"
"சிமெண்ட், போர்ட்லேண்ட்","সিমেন্ট, পোর্টল্যান্ড"
"சிமெண்ட், போர்ட்லேண்ட் பிளாஸ்ட் ஃபர்னேஸ் ஸ்லாக்","সিমেন্ট, পোর্টল্যান্ড ব্লাস্ট ফার্নেস স্ল্যাগ"
"சிமெண்ட், போர்ட்லேண்ட் போஸோலன்","সিমেন্ট, পোর্টল্যান্ড পোজোলান"
"சிமெண்ட், கசடு","সিমেন্ট, স্ল্যাগ"
"சிமெண்ட், சல்பேட் எதிர்ப்பு","সিমেন্ট, সালফেট প্রতিরোধী"
"சிமெண்ட், சூப்பர் சல்பேட்","সিমেন্ট, সুপার সালফেটেড"
"சிமெண்ட், வெள்ளை","সিমেন্ট, সাদা"
சிமெண்ட்-மொத்த விகிதம்,সিমেন্ট-সমষ্টি অনুপাত
சிமெண்ட் உள்ளடக்கம்,সিমেন্ট সামগ্রী
சிமெண்ட் ஜெல்,সিমেন্ট জেল
சிமெண்ட் துப்பாக்கி,সিমেন্টের বন্দুক
சிமெண்ட் சூளை,সিমেন্টের ভাটা
சிமெண்ட் பெயிண்ட்,সিমেন্ট পেইন্ট
சிமெண்ட் பூச்சு,সিমেন্ট প্লাস্টার
சிமெண்ட் பாறை,সিমেন্ট শিলা
சிமெண்ட் குழம்பு,সিমেন্ট স্লারি
சிமெண்ட் சேமிப்பு,সিমেন্ট স্টোরেজ
சிமெண்டேஷன் செயல்முறை,সিমেন্টেশন প্রক্রিয়া
மையப்படுத்துதல்,কেন্দ্রীভূত করা
மையப்படுத்துதல் மற்றும் மூடுதல்,সেন্টারিং এবং শাটারিং
மத்திய கலப்பு கான்கிரீட்,কেন্দ্রীয় মিশ্র কংক্রিট
மத்திய கலவை,কেন্দ্রীয় মিশুক
மையவிலக்கு விசிறி,কেন্দ্রাতিগ পাখা
சுண்ணாம்பு,চক
சேம்ஃபர்,চেম্ফার
சேம்பர் துண்டு,চেম্ফার ফালা
சேனல் கற்றை,চ্যানেল বিম
சிறப்பியல்பு சுமை,চরিত্রগত লোড
பண்பு வலிமை,চারিত্রিক শক্তি
சார்ஜ் ஆஃப்,বন্ধ চার্জ
சார்ஜ் செய்கிறது,চার্জিং
சரிபார்க்கிறது,চেক করা হচ্ছে
இரசாயன பிணைப்பு,রাসায়নিক বন্ধন
செர்னோசெம்,চেরনোজেম
கஷ்கொட்டை மண்,চেস্টনাট মাটি
புகைபோக்கி சாக்கடை,চিমনি নর্দমা
சிப் போர்டு,চিপ বোর্ড
சிப்பிங்,চিপিং
சீவல்கள்,চিপস
சரிவு,চুট
வகுப்பு (கான்கிரீட்),শ্রেণী (কংক্রিটের)
களிமண்,কাদামাটি
களிமண் உள்ளடக்கம்,কাদামাটি বিষয়বস্তু
களிமண் பான்,মাটির প্যান
சுத்தம் செய்,পরিস্কার করা
சுத்தம் செய்,পরিষ্কার কর
கிளீட்,ক্লিট
கிளிங்கர்,ক্লিঙ্কার
கிளிப்,ক্লিপ
உறைதல்,জমাট বাঁধা
கரடுமுரடான மொத்த,মোটা সমষ্টি
கரடுமுரடான தானிய மண்,মোটা দানাদার মাটি
கோட்,কোট
காஃபர் அணை,কফার বাঁধ
ஒருங்கிணைப்பு,সংহতি
கொலாய்டு,কলয়েড
கூழ் ஈரப்பதம் சமமான விகிதம்,কোলয়েডাল আর্দ্রতা সমতুল্য অনুপাত
கூழ் அமைப்பு,কলয়েডাল সিস্টেম
கொலுவல் மண்,কোলুভিয়াল মাটি
நெடுவரிசை,কলাম
சீப்பு பூச்சு,কম্বড ফিনিস
இணைந்த அடி,সম্মিলিত পাদদেশ
ஒருங்கிணைந்த நீர்,মিলিত জল
பொதுவான அறை,বৈঠকখানা
நிறைவு சான்றிதழ்,সমাপনী সনদ
கூறு சதுரம்,উপাদান বর্গক্ষেত্র
கான்கிரீட்,কংক্রিট
கான்கிரீட்,কংক্রিশন
ஒருங்கிணைந்த விகிதம்/தட்டை விகிதம்,একত্রিত হার/সমতল হার
அசுத்தங்கள்,দূষক
அல்கோவ் சமையல்,আলকোভ রান্না করা
சமாளிப்பது,মোকাবিলা করা
கோர்பெல்,করবেল
கார்னிஸ்,কার্নিস
இணைப்பான்,কাপলার
"கப்லர், இரட்டை","যুগল, দ্বিগুণ"
"கப்லர், புட்லாக்","কাপলার, পুটলগ"
"இணைப்பு, சுழல்","কাপলার, সুইভেল"
பாடநெறி,কোর্স
சீரற்ற இடிந்த கொத்து,র্যান্ডম ধ্বংসস্তূপ রাজমিস্ত্রি কোর্স করা
மூடப்பட்ட பகுதி,ঢাকা এলাকা
தவழும்,হামাগুড়ি
க்ரீப் குணகம்,ক্রীপ সহগ
குரோடோவின்,ক্রোটোভাইন
காக்கை கால்,কাকের পা
நொறுக்குத் தீனி அமைப்பு,চূর্ণবিচূর্ণ গঠন
கட்டுப்படுத்து,প্রতিবন্ধক
தற்போதைய,কারেন্ট
வளைவு எதிர்ப்பு,বক্ররেখা প্রতিরোধের
ஈரப்பதம் இல்லாத பாடநெறி,স্যাঁতসেঁতে প্রুফ কোর্স
நிறைவு தேதி,সমাপ্তির তারিখ
நிலைச்சுமை,মৃত লোড
இறந்த நீர்,মরা জল
டெசிபல்,ডেসিবেল
டிஃப்ளோகுலேஷன்,ডিফ্লোকুলেশন
காற்றோட்டம் அல்லது காற்று விண்வெளி விகிதம்,বায়ুচলাচল বা বায়ু স্থান অনুপাত ডিগ্রী
திரட்டல் பட்டம்,সমষ্টির ডিগ্রি
சிதறல் பட்டம்,বিচ্ছুরণ ডিগ্রী
செறிவூட்டல் பட்டம்,স্যাচুরেশন ডিগ্রী
அடர்த்தி,ঘনত্ব
பாலைவன நடைபாதை,মরুভূমির ফুটপাথ
பாலைவன மண்,মরুভূমির মাটি
விவரங்கள்,বিস্তারিত
வளர்ச்சி காலம்,উন্নয়নের সময়কাল
டி-அடிவானம்,ডি-দিগন্ত
மூலைவிட்ட பிணைப்பு,তির্যক বন্ধন
வரைபடம்,ডায়াগ্রাম
டிஜிட்டல் டாக்,ডিজিটাল ডক
வேறுபட்ட நீர் விகிதம்,পার্থক্য জলের হার
நீர்த்த காற்றோட்டம்,পাতলা বায়ুচলাচল
டிலுவியம்,ডিলুভিয়াম
சாப்பிடும் அல்லது உணவருந்தும் அறை,খাবার কক্ষ
திசை ஆப்பு,দিকনির্দেশনা পেগ
சிதறல்,বিচ্ছুরণ
டிஸ்டெம்பர்,ডিস্টেম্পার
கப்பல்துறை,ডক
கதவு,দরজা
டார்மர்,ডর্মার
டார்மர் சோதனை,ডর্মার চেক
இரட்டை சதை பிணைப்பு,ডাবল ফ্লেমিশ বন্ড
இரட்டை அடுக்கு,ডবল লেয়ার
டோவல்,দোয়েল
வரைதல் பலகை,অঙ্কন বোর্ড
வரைதல் அறை,বৈঠকখানা
சறுக்கல்,প্রবাহ
உலர் குமிழ் வெப்பநிலை,শুকনো বাল্বের তাপমাত্রা
உலர் கப்பல்துறை,শুকনো ডক
உலர் ரப்பர் கொத்து,শুকনো রাবার রাজমিস্ত্রি
டச்சு பத்திரம்,ডাচ বন্ড
குள்ள சுவர்,বামন প্রাচীর
குடியிருப்பு அலகு,বাস ইউনিট
ஈவ்,ইভ
ஈவ்ஸ் சாக்கடை,ইভস নর্দমা
பொருளாதார சாத்தியம்,অর্থনৈতিক সম্ভাব্যতা
எக்டோடைனமார்பிக் மண்,এক্টোডাইনামরফিক মাটি
எட்டி,এডি
பயனுள்ள அளவு,কার্যকরী আকার
மலர்ச்சி,প্রস্ফুটিত
கழிவுநீர்,বর্জ্য
உயரம்,উচ্চতা
எலுவியேஷன்,ইলুভিয়েশন
எலுவியம்,এলুভিয়াম
எண்டோடைனமார்பிக் மண்,এন্ডোডাইনামরফিক মাটি
பொறியியல் சாத்தியம்,ইঞ্জিনিয়ারিং সম্ভাব্যতা
ஆங்கில பத்திரம்,ইংরেজি বন্ড
ஆங்கில தோட்ட சுவர் பத்திரம்,ইংরেজি বাগান প্রাচীর বন্ধন
"EPM (ஒரு மில்லியனுக்கு சமம்),&quot;","EPM (প্রতি মিলিয়নের সমতুল্য),&quot;"
சமமான எடை,সমান ওজন
எ.கா,অর্গ
மாற்றத்தக்கது,বিনিময়যোগ্য
மாற்றக்கூடிய அமிலத்தன்மை,বিনিময়যোগ্য অম্লতা
மாற்றக்கூடிய சோடியம் சதவீதம் (ESP),বিনিময়যোগ্য সোডিয়াম শতাংশ (ESP)
ஈ.எஸ்.பி.,ই এস পি
பரிமாற்ற அமிலத்தன்மை,এক্সচেঞ্জ অ্যাসিডিটি
பரிமாற்ற வளாகம்,এক্সচেঞ্জ কমপ্লেক্স
வெளியேற்ற,নিষ্কাশন
வெளிப்பட்ட பூச்சு,উন্মুক্ত ফিনিস
கண்,আই
கண் புருவம்,ভুরু
எதிர்கொள்ளும்,সম্মুখ
எதிர்கொள்ளும் பிணைப்பு,বন্ড সম্মুখীন
பாதுகாப்பு காரணி,নিরাপত্তার ফ্যাক্টর
வீழ்ச்சி,পতন
ஃபேசியா,ফেসিয়া
முக பலகை,ফেসিয়া বোর্ড
தவறு,দোষ
வயல் ஈரப்பதம்,মাঠের আর্দ্রতা
இறுதி ஈரப்பதம் சமம்,চূড়ান্ত আর্দ্রতা সমতুল্য
ஃபில்லட் (மோட்டார்),ফিলেট (মর্টার)
இறுதி,চূড়ান্ত
இறுதி அளவீடு,চূড়ান্ত পরিমাপ
இறுதி கட்டணம்,চূড়ান্ত অর্থপ্রদান
இறுதி முன் மன அழுத்தம்,চূড়ান্ত প্রাক চাপ
இறுதி பதற்றம்,চূড়ান্ত উত্তেজনা
நிதி சாத்தியம்,আর্থিক সম্ভাব্যতা
நேர்த்தியான மொத்த,সূক্ষ্ম সমষ্টি
பிளவுபட்ட பாறை,ফিসার্ড শিলা
கொடி கல்,পতাকা পাথর
பிளெமிஷ் பிணைப்பு,ফ্লেমিশ বন্ড
ஒளிரும்,ঝলকানি
பளிச்சிடும் ஓடை,চটকদার স্রোত
தட்டையான கூரை,সমতল ছাদ
Fleche,ফ্লেচে
பிளெமிஷ் தோட்ட சுவர் பிணைப்பு,ফ্লেমিশ গার্ডেন ওয়াল বন্ড
பிளின்ட்,চকমকি
பிளின்ட் சுவர்,চকমকি দেয়াল
மிதக்கும் தளம்,ভাসমান মেঝে
ஃப்ளோக்குலேஷன்,ফ্লোকুলেশন
ஃப்ளோகுலேஷன் வரம்பு,ফ্লোকুলেশন সীমা
ஃப்ளோகுலேஷன் விகிதம்,ফ্লোকুলেশন অনুপাত
ஃப்ளோக்குல்ஸ்,ফ্লোকুলস
தரை,মেঝে
மாடி முத்திரை,মেঝে সিল
ஓட்டம்,প্রবাহ
ஏற்ற இறக்கம்,ওঠানামা
காலடி,ফুটিং
அறக்கட்டளை,ফাউন্ডেশন
இலவச வீழ்ச்சி பாரோ டாப்பிங் மிக்சர்,ফ্রি ফল ব্যারো টপিং মিক্সার
இலவச வீழ்ச்சி கலவை (டிரம் வகை),ফ্রি ফল মিক্সার (ড্রাম টাইপ)
இலவச கல்,বিনামূল্যে পাথর
புதியது,ফ্রেশেট
உராய்வு குவியல்,ঘর্ষণ গাদা
தவளை,ব্যাঙ
கேபிள்,গ্যাবল
கேப்லெட்,গ্যাবলেট
சூதாட்ட கூரை,গ্যাম্বেলের ছাদ
அளவீடு,গেজ
அளவிடும் பிரிவு,পরিমাপক বিভাগ
அளவிடும் நிலையம்,গেজিং স্টেশন
பொதுவான இருப்பிடத் திட்டம்,সাধারণ অবস্থান পরিকল্পনা
பொது காற்றோட்டம்,সাধারণ বায়ুচলাচল
G அடிவானம் அல்லது gley அடிவானம்,G দিগন্ত বা gley দিগন্ত
வரை பனிப்பாறை,হিমবাহ পর্যন্ত
Gneiss,জিনিস
பொருட்கள் முற்றம்,গুডস ইয়ার্ড
சாய்வு எதிர்ப்பு,গ্রেডিয়েন্ট প্রতিরোধ
கிரானைட்,গ্রানাইট
சிறுமணி அமைப்பு,দানাদার গঠন
குருணையாக்கம்,দানাদার
சிறுமணி,কণিকা
ஈர்ப்பு நீர் இல்லாத நீர்,মহাকর্ষীয় জল মুক্ত জল
ஈர்ப்பு முற்றம்,গ্র্যাভিটেশনাল ইয়ার্ড
பெரிய மண் குழு,মহান মাটি গ্রুপ
கிரில்லேஜ் அடித்தளம்,গ্রিলেজ ফাউন্ডেশন
தரையில் கை மோல்டிங்,স্থল হাত ছাঁচনির্মাণ
குழுவாக்கப்பட்ட கப்பல்துறை,দলবদ্ধ ডক
குழு வீடுகள்,গ্রুপ হাউজিং
விருந்தினர் அறை,অতিথি কক্ষ
சாக்கடை,নর্দমা
சாக்கடை சுமப்பவர்,নর্দমা বহনকারী
கால்வாய் சோதனை,গটার চেক
சுத்தி அலங்காரம்,হাতুড়ি ড্রেসিং
துறைமுகம்,হারবার
புகலிடத் துறைமுகம்,আশ্রয়ের পোতাশ্রয়
கடினமான பான்,শক্ত প্যান
தலைப்பு,হেডার
தலைப்பு பத்திரம்,হেডার বন্ড
தலைப்பு பாடநெறி,হেডার কোর্স
தலை வாயில் அமைப்பு,হেড গেটের গঠন
கால்வாயின் தலைவர்,খালের প্রধান
தலைமை சீராக்கி,হেড রেগুলেটর
ஹெர்ரிங் எலும்பு பிணைப்பு,হেরিং হাড়ের বন্ধন
இதயம்,হার্টিং
ஈரமாக்கும் வெப்பம்,ভিজানোর তাপ
உயர் அலுமினா சிமெண்ட்,উচ্চ অ্যালুমিনা সিমেন্ট
இடுப்பு,নিতম্ব
ஹிப் கேப்பிங்,হিপ ক্যাপিং
இடுப்பு முனை,নিতম্বের শেষ
ஹூட்,ঘোমটা
ஹூட் மோல்டிங்,হুড ছাঁচনির্মাণ
ஹூக்கின் சட்டம்,হুকের আইন
வளைய இரும்பு,হুপ লোহা
அடிவானம்,দিগন্ত
ஈரப்பதமாக்குதல்,আর্দ্রতা
"ஈரப்பதம், முழுமையானது","আর্দ্রতা, পরম"
"ஈரப்பதம், உறவினர்","আর্দ্রতা, আপেক্ষিক"
ஹம்ப் யார்டு,হাম্প ইয়ার্ড
ஹைட்ராலிக் அழுத்தம்,জলবাহী চাপ
நீரேற்றம்,হাইড্রেশন
நீராற்பகுப்பு,হাইড্রোলাইসিস
ஹைட்ரோலைடிக் அமிலத்தன்மை,হাইড্রোলাইটিক অ্যাসিডিটি
ஹைட்ரோமார்பிக் மண்,হাইড্রোমরফিক মাটি
ஹைட்ரோஃபிலிக் கொலாய்டு,হাইড্রোফিলিক কলয়েড
ஹைட்ரோபோபிக் கொலாய்டு,হাইড্রোফোবিক কলয়েড
ஹைட்ரோஸ்டேடிக் அழுத்தம் விகிதம்,হাইড্রোস্ট্যাটিক চাপ অনুপাত
ஹைக்ரோஸ்காப்டிக் குணகம்,হাইগ্রোস্ক্যাপটিক সহগ
ஹைக்ரோஸ்கோபிக் ஈரப்பதம்,হাইগ্রোস্কোপিক আর্দ্রতা
ஹைட்ரோஸ்கோபிசிட்டி,হাইড্রোস্কোপিসিটি
ஹைக்ரோஸ்கோபிக் ஈரப்பதம்,হাইগ্রোস্কোপিক আর্দ্রতা
ஹைபர்பேரிக் அறை,হাইপারবারিক চেম্বার
ஹைப்பர்ஸ்டேடிக் சட்டகம்,হাইপারস্ট্যাটিক ফ্রেম
ஹைப்சோமீட்டர்,হাইপসোমিটার
வெளிச்சம்,আলোকসজ্জা
உட்புகுதல் ஈரப்பதம்,ইমবিবেশন আর্দ্রতা
முதிர்ச்சியடையாத மண்,অপরিণত মাটি
சிறைபிடிக்கப்பட்ட கப்பல்துறை,জব্দ ডক
நில வருவாய் அதிகரிப்பு,ভূমি রাজস্ব বৃদ্ধি
சுதந்திர சாரக்கட்டு,স্বাধীন ভারা
உள்வாங்கப்பட்டது,নিমজ্জিত
ஆரம்ப அழுத்த அழுத்தம்,প্রাথমিক prestress
ஆரம்ப பதற்றம்,প্রাথমিক উত্তেজনা
உள்நாட்டு நீர்வழி துறைமுகம்,অভ্যন্তরীণ জলপথ বন্দর
காப்பு பலகை,অন্তরক বোর্ড
இடைநிலை துறைமுகம்,মধ্যবর্তী বন্দর
உள் உராய்வு,অভ্যন্তরীণ ঘর্ষণ
உள் மண்டல மண்,ইন্ট্রাজোনাল মাটি
அயன்,অয়ন
அயன் பரிமாற்றம்,আয়ন বিনিময়
இரும்பு சட்டி,লোহার প্যান
பாசன நிலம்,সেচ সম্পন্ন ভূমি
நீர்ப்பாசனம்,সেচ
பாசன செஸ்,সেচ সেস
ஜம்ப்,জাম্ব
தள்ளாட்டம்,জগল
ஜாக்கிள் முள்,জগল পিন
ஜூல்,জুল
குதிப்பவர்,জাম্পার
கிலோகிராம்,কিলোগ্রাম
கிலோகிராம் படை,কিলোগ্রাম বল
கிலோகிராம் விசை மீட்டர்,কিলোগ্রাম ফোর্স মিটার
கிலோவாட் மணி,কিলোওয়াট ঘন্টা
கிங் மூடல்,রাজা বন্ধ
சமையலறை,রান্নাঘর
லேஸ்டு நெடுவரிசை,জরিযুক্ত কলাম
பின்னடைவு,ল্যাগিং
லமெல்லா வேர்,ল্যামেলা মূল
லேமினார் ஓட்டம்,লেমিনার প্রবাহ
விளக்கு துளை,বাতির গর্ত
நிலப் பெருக்கம்,ভূ - বিস্তৃতি
நில சறுக்கல்,ল্যান্ড স্লাইডিং
லேட்டரைட்,ল্যাটেরাইট
லேட்டரைட் மண்,ল্যাটেরাইট মাটি
பெரிய எண்களின் சட்டம்,বড় সংখ্যার আইন
தளவமைப்பு திட்டம்,বিন্যাস পরিকল্পনা
பேரேடு,খাতা
சுண்ணாம்பு பான்,চুন প্যান
