Malayalam,Kannada
അഡ്വാൻസ് ബിസിനസ് ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് (ABAP),ಅಡ್ವಾನ್ಸ್ ಬಿಸಿನೆಸ್ ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ (ABAP)
വിപുലമായ ഡാറ്റ,ಸುಧಾರಿತ ಡೇಟಾ
വിപുലമായ വിവര സംവിധാനം,ಸುಧಾರಿತ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ
നൂതന സാങ്കേതികവിദ്യ (AT),ಸುಧಾರಿತ ತಂತ್ರಜ್ಞಾನ (AT)
ഏജന്റ്,ಏಜೆಂಟ್
സമാഹരണം,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ
വായുവിലൂടെയുള്ള കമ്പ്യൂട്ടർ സംവിധാനം,ವಾಯುಗಾಮಿ ಕಂಪ್ಯೂಟರ್ ವ್ಯವಸ್ಥೆ
ആൽഡസ് പേജ് മേക്കർ,ಅಲ್ಡಸ್ ಪೇಜ್ ಮೇಕರ್
മുന്നറിയിപ്പ് ബോക്സ്,ಎಚ್ಚರಿಕೆ ಪೆಟ್ಟಿಗೆ
ആൽഗോൾ,ಆಲ್ಗೋಲ್
അൽഗോരിതം,ಅಲ್ಗಾರಿದಮ್
അൽഗോരിതം വിശകലനം,ಅಲ್ಗಾರಿದಮ್ ವಿಶ್ಲೇಷಣೆ
അൽഗോരിതം കാര്യക്ഷമത,ಅಲ್ಗಾರಿದಮ್ ದಕ್ಷತೆ
അപരനാമം,ಅಲಿಯಾಸ್
വിന്യാസം,ಜೋಡಣೆ
വിഹിതം,ಹಂಚಿಕೆ
അക്ഷരമാലാക്രമം,ವರ್ಣಮಾಲೆಯ
ആൽഫാന്യൂമെറിക്,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್
ആൽഫാന്യൂമെറിക് കീ ബോർഡ്,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೀ ಬೋರ್ಡ್
ആൽഫ-ടെസ്റ്റ്,ಆಲ್ಫಾ-ಪರೀಕ್ಷೆ
ആൽഫ പതിപ്പ്,ಆಲ್ಫಾ-ಆವೃತ್ತಿ
alt കീ,ಆಲ್ಟ್ ಕೀ
അൾട്ടാവിസ്റ്റ,ಅಲ್ಟಾವಿಸ್ತಾ
അവ്യക്തത,ಅಸ್ಪಷ್ಟತೆ
അവ്യക്തമായ വ്യാകരണം,ಅಸ್ಪಷ್ಟ ವ್ಯಾಕರಣ
അമേരിക്കൻ നാഷണൽ സ്റ്റാൻഡേർഡ് ഇൻസ്റ്റിറ്റ്യൂട്ട് (ANSI),ಅಮೇರಿಕನ್ ನ್ಯಾಷನಲ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ಸ್ ಇನ್ಸ್ಟಿಟ್ಯೂಟ್ (ANSI)
അമേരിക്കൻ സ്റ്റാൻഡേർഡ് കോഡ് ഫോർ ഇൻഫർമേഷൻ ഇന്റർചേഞ്ച് (ASCII),ಮಾಹಿತಿ ವಿನಿಮಯಕ್ಕಾಗಿ ಅಮೇರಿಕನ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ ಕೋಡ್ (ASCII)
അനലോഗ്,ಅನಲಾಗ್
അനലോഗ് കമ്പ്യൂട്ടർ,ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್
അനലോഗ് ഉപകരണം,ಅನಲಾಗ್ ಸಾಧನ
അനലോഗ് മോഡം,ಅನಲಾಗ್ ಮೋಡೆಮ್
അനലോഗ് ടു ഡിജിറ്റൽ കൺവെർട്ടർ (ADC),ಅನಲಾಗ್ ಟು ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕ (ADC)
ഒപ്പം,ಮತ್ತು
കൂടാതെ സർക്യൂട്ട്,ಮತ್ತು ಸರ್ಕ್ಯೂಟ್
ഒപ്പം ഗേറ്റും,ಮತ್ತು ಗೇಟ್
കൂടാതെ പ്രവർത്തനമല്ല (ഒഴിവാക്കൽ),ಮತ್ತು ಕಾರ್ಯಾಚರಣೆಯಲ್ಲ (ಹೊರಗಿಡುವಿಕೆ)
ആനിമേഷൻ,ಅನಿಮೇಷನ್
വ്യാഖ്യാനം,ಟಿಪ್ಪಣಿ
അപാകത,ಅಸಂಗತತೆ
മുൻഗാമി,ಪೂರ್ವಭಾವಿ
മുൻകൂർ പേജിംഗ്,ನಿರೀಕ್ಷಿತ ಪೇಜಿಂಗ್
വിരുദ്ധ സമമിതി,ವಿರೋಧಿ ಸಮ್ಮಿತೀಯ
ആന്റിവൈറസ് പ്രോഗ്രാം,ಆಂಟಿವೈರಸ್ ಪ್ರೋಗ್ರಾಂ
ആപ്ലെറ്റ്,ಆಪ್ಲೆಟ್
ആപ്ലിക്കേഷൻ ഡെവലപ്പർ,ಅಪ್ಲಿಕೇಶನ್ ಡೆವಲಪರ್
ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ്,ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് ഇന്റർഫേസ് (API),ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಇಂಟರ್ಫೇಸ್ (API)
ആപ്ലിക്കേഷൻ സോഫ്റ്റ്വെയർ,ಅಪ್ಲಿಕೇಶನ್ ಸಾಫ್ಟ್ವೇರ್
ബാധകമായ ഭാഷ,ಅನ್ವಯಿಕ ಭಾಷೆ
ഏകദേശ സിദ്ധാന്തം,ಅಂದಾಜು ಸಿದ್ಧಾಂತ
വാസ്തുവിദ്യ,ವಾಸ್ತುಶಿಲ್ಪ
ഏരിയ കൈമാറ്റം,ಪ್ರದೇಶ ವರ್ಗಾವಣೆ
വാദം,ವಾದ
"ഗണിത, യുക്തി യൂണിറ്റ്",ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ
ഗണിത പരിശോധന,ಅಂಕಗಣಿತದ ಪರಿಶೀಲನೆ
ഗണിത സ്ഥിരാങ്കം,ಅಂಕಗಣಿತ ಸ್ಥಿರ
ഗണിത ഡാറ്റ,ಅಂಕಗಣಿತದ ಡೇಟಾ
ഗണിത നിർദ്ദേശം,ಅಂಕಗಣಿತದ ಸೂಚನೆ
ഗണിതവും യുക്തിയും യൂണിറ്റ് (ALU),ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ (ALU)
അർപാനെറ്റ്,ಅರ್ಪಾನೆಟ್
അറേ,ಶ್ರೇಣಿ
അറേ കാഷെ,ರಚನೆಯ ಸಂಗ್ರಹ
അറേ കമ്പ്യൂട്ടർ,ಅರೇ ಕಂಪ್ಯೂಟರ್
അറേ ഘടകം,ರಚನೆಯ ಅಂಶ
അറേ പേര്,ರಚನೆಯ ಹೆಸರು
അറേ പ്രോസസർ,ರಚನೆಯ ಪ್ರೊಸೆಸರ್
അമ്പടയാള കീകൾ,ಬಾಣದ ಕೀಲಿಗಳು
ഉച്ചാരണം,ಉಚ್ಚಾರಣೆ
ആർട്ടിക്കുലേഷൻ പോയിന്റ്,ಉಚ್ಚಾರಣಾ ಬಿಂದು
കൃത്രിമ കോംപാക്ഷൻ,ಕೃತಕ ಸಂಕೋಚನ
കൃത്രിമ നിയന്ത്രണം,ಕೃತಕ ನಿಯಂತ್ರಣ
നിർമ്മിത ബുദ്ധി,ಕೃತಕ ಬುದ್ಧಿವಂತಿಕೆ
ആരോഹണം,ಆರೋಹಣ
ആരോഹണ തരം,ಆರೋಹಣ ರೀತಿಯ
ASCII ബെറ്റിക്കൽ ഓർഡർ,ASCII ಬೆಟಿಕಲ್ ಆರ್ಡರ್
ASCII നിയന്ത്രണ പ്രതീകം,ASCII ನಿಯಂತ್ರಣ ಪಾತ್ರ
ASCII ഫയൽ,ASCII ಫೈಲ್
ASCII ഫോണ്ട്,ASCII ಫಾಂಟ್
ASCII കൈമാറ്റം,ASCII ವರ್ಗಾವಣೆ
വീക്ഷണാനുപാതം,ಆಕಾರ ಅನುಪಾತ
എ.എസ്.പി.ഐ,ASPI
ASR ടൈമർ,ASR ಟೈಮರ್
കൂട്ടിച്ചേർക്കുക,ಜೋಡಿಸು
അസംബ്ലർ,ಅಸೆಂಬ್ಲರ್
അസംബ്ലി,ಸಭೆ
അസംബ്ലി ഭാഷ,ಅಸೆಂಬ್ಲಿ ಭಾಷೆ
അവകാശവാദം,ಪ್ರತಿಪಾದನೆ
നിയമനം,ನಿಯೋಜನೆ
അസോസിയേഷൻ,ಸಂಘ
അനുബന്ധ വിലാസം,ಸಹಾಯಕ ವಿಳಾಸ
അനുബന്ധ മെമ്മറി,ಸಹಾಯಕ ಸ್ಮರಣೆ
ആസ്റ്ററിക്,ಆಸ್ಟರಿಕ್
അസമമായ,ಅಸಮ್ಮಿತ
അസമന്വിത,ಅಸಮಕಾಲಿಕ
അസിൻക്രണസ് ഡിജിറ്റൽ സബ്സ്ക്രൈബർ ലൈൻ (ADSL),ಅಸಮಕಾಲಿಕ ಡಿಜಿಟಲ್ ಚಂದಾದಾರರ ಸಾಲು (ADSL)
അസിൻക്രണസ് ടൈം ഡിവിഷൻ മൾട്ടിപ്ലെക്സിംഗ് (ATDM),ಅಸಮಕಾಲಿಕ ಸಮಯ ವಿಭಾಗ ಮಲ್ಟಿಪ್ಲೆಕ್ಸಿಂಗ್ (ATDM)
അസമന്വിത കൈമാറ്റം,ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ
അസിൻക്രണസ് ട്രാൻസ്ഫർ മോഡ് (എടിഎം),ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ ಮೋಡ್ (ATM)
ആറ്റം,ಪರಮಾಣು
അറ്റാച്ചുചെയ്ത പ്രമാണം,ಲಗತ್ತಿಸಲಾದ ಡಾಕ್ಯುಮೆಂಟ್
അറ്റാച്ചുചെയ്ത ഫയൽ,ಲಗತ್ತಿಸಲಾದ ಕಡತ
ബന്ധം,ಬಾಂಧವ್ಯ
ആട്രിബ്യൂട്ട്,ಗುಣಲಕ್ಷಣ
ഓഡിയോ,ಆಡಿಯೋ
ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്,ಆಡಿಟ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
ഓഡിറ്റ് ട്രയൽ,ಆಡಿಟ್ ಟ್ರಯಲ್
വർദ്ധിപ്പിക്കൽ,ವರ್ಧನೆ
പ്രാമാണീകരണ പ്രോട്ടോക്കോൾ,ದೃಢೀಕರಣ ಪ್ರೋಟೋಕಾಲ್
എഴുത്ത് സംവിധാനം,ಲೇಖಕ ವ್ಯವಸ್ಥೆ
അംഗീകാരം,ಅಧಿಕಾರ
യാന്ത്രിക സംഗ്രഹം,ಸ್ವಯಂ ಅಮೂರ್ತ
ഓട്ടോബൂട്ടിംഗ്,ಸ್ವಯಂಬೂಟ್ ಮಾಡುವಿಕೆ
ഓട്ടോകാഡ്,ಆಟೋಕ್ಯಾಡ್
ഓട്ടോലോഗ് ഓൺ,ಸ್ವಯಂ ಲಾಗ್ ಆನ್
ഓട്ടോമാറ്റ,ಸ್ವಯಂಚಾಲಿತ
ഓട്ടോമാറ്റ സിദ്ധാന്തം,ಸ್ವಯಂಚಾಲಿತ ಸಿದ್ಧಾಂತ
ഓട്ടോമാറ്റിക് കമ്പ്യൂട്ടിംഗ്,ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟಿಂಗ್
ഓട്ടോമാറ്റിക് ഡാറ്റ പ്രോസസ്സിംഗ്,ಸ್ವಯಂಚಾಲಿತ ಡೇಟಾ ಸಂಸ್ಕರಣೆ
യാന്ത്രിക പിശക് തിരുത്തൽ,ಸ್ವಯಂಚಾಲಿತ ದೋಷ ತಿದ್ದುಪಡಿ
യാന്ത്രിക പ്രവർത്തനം,ಸ್ವಯಂಚಾಲಿತ ಕಾರ್ಯ
ഓട്ടോമാറ്റിക് ഇൻഡെക്സിംഗ്,ಸ್ವಯಂಚಾಲಿತ ಸೂಚ್ಯಂಕ
ഓട്ടോമാറ്റിക് ലൈബ്രറി കോൾ,ಸ್ವಯಂಚಾಲಿತ ಲೈಬ್ರರಿ ಕರೆ
ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്,ಸ್ವಯಂಚಾಲಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್
യാന്ത്രിക വീണ്ടെടുക്കൽ പ്രോഗ്രാം,ಸ್ವಯಂಚಾಲಿತ ಚೇತರಿಕೆ ಪ್ರೋಗ್ರಾಂ
യാന്ത്രിക ദിനചര്യ,ಸ್ವಯಂಚಾಲಿತ ದಿನಚರಿ
ഓട്ടോമാറ്റിക് സിസ്റ്റം വീണ്ടെടുക്കൽ,ಸ್ವಯಂಚಾಲಿತ ಸಿಸ್ಟಮ್ ಚೇತರಿಕೆ
ഓട്ടോമാറ്റിക് ടെല്ലർ മെഷീൻ (എടിഎം),ಸ್ವಯಂಚಾಲಿತ ಟೆಲ್ಲರ್ ಯಂತ್ರ (ATM)
ഓട്ടോമേഷൻ,ಯಾಂತ್ರೀಕೃತಗೊಂಡ
ഓട്ടോപ്ലേ,ಸ್ವಚಾಲಿತ
സ്വയം സംരക്ഷിക്കുക,ಸ್ವಯಂ ಉಳಿಸಿ
സഹായകമായ,ಸಹಾಯಕ
സഹായ മെമ്മറി,ಸಹಾಯಕ ಸ್ಮರಣೆ
സഹായ സംഭരണം,ಸಹಾಯಕ ಸಂಗ್ರಹಣೆ
ലഭ്യമായ പട്ടിക,ಲಭ್ಯವಿರುವ ಪಟ್ಟಿ
ലഭ്യമായ സമയം,ಲಭ್ಯವಿರುವ ಸಮಯ
ശരാശരി,ಸರಾಸರಿ
awk (ഭാഷ),awk (ಭಾಷೆ)
പിൻഭാഗം,ಬ್ಯಾಕೆಂಡ್
ബാക്കെൻഡ് പ്രോസസർ,ಬ್ಯಾಕೆಂಡ್ ಪ್ರೊಸೆಸರ್
ബാക്ക്ഫേസ് നീക്കം,ಹಿಂಬದಿ ತೆಗೆಯುವಿಕೆ
പശ്ചാത്തല പ്രോസസ്സിംഗ്,ಹಿನ್ನೆಲೆ ಸಂಸ್ಕರಣೆ
ബാക്കിംഗ് സ്റ്റോർ,ಬ್ಯಾಕಿಂಗ್ ಅಂಗಡಿ
ബാക്ക്പാച്ചിംഗ്,ಬ್ಯಾಕ್‌ಪ್ಯಾಚಿಂಗ್
ബാക്ക്സ്പേസ്,ಬ್ಯಾಕ್‌ಸ್ಪೇಸ್
ബാക്ക്ട്രാക്കിംഗ്,ಬ್ಯಾಕ್‌ಟ್ರ್ಯಾಕಿಂಗ್
ബാക്ക്-അപ്പ്,ಬ್ಯಾಕ್ ಅಪ್
ബാക്കപ്പ് മെമ്മറി,ಬ್ಯಾಕ್-ಅಪ್ ಮೆಮೊರಿ
പിന്നോട്ട് പിശക് വീണ്ടെടുക്കൽ,ಹಿಂದುಳಿದ ದೋಷ ಚೇತರಿಕೆ
ബാലൻസ് ഷീറ്റ്,ಆಯವ್ಯಯ ಪಟ್ಟಿ
ബാൻഡ്,ಬ್ಯಾಂಡ್
ബാൻഡ് വീതി,ಬ್ಯಾಂಡ್ ಅಗಲ
ബാങ്കറുടെ അൽഗോരിതം,ಬ್ಯಾಂಕರ್ ಅಲ್ಗಾರಿದಮ್
ബാർ കോഡ്,ಬಾರ್ ಕೋಡ್
ബാർ കോഡ് സ്കാനർ,ಬಾರ್ ಕೋಡ್ ಸ್ಕ್ಯಾನರ್
ബാർ ഗ്രാഫ്,ಬಾರ್ ಗ್ರಾಫ್
അടിസ്ഥാന വിലാസം,ಮೂಲ ವಿಳಾಸ
അടിസ്ഥാന ബാൻഡ്,ಬೇಸ್ ಬ್ಯಾಂಡ್
അടിസ്ഥാന നമ്പർ,ಮೂಲ ಸಂಖ್ಯೆ
അടിസ്ഥാന പട്ടിക,ಬೇಸ್ ಟೇಬಲ್
അടിസ്ഥാനം,ಬೇಸಿಕ್
അടിസ്ഥാന നിയന്ത്രണം,ಮೂಲ ನಿಯಂತ್ರಣ
അടിസ്ഥാന ഇൻപുട്ട്,ಮೂಲ ಇನ್ಪುಟ್
അടിസ്ഥാന നിർദ്ദേശം,ಮೂಲ ಸೂಚನೆ
അടിസ്ഥാന ഔട്ട്പുട്ട്,ಮೂಲ ಔಟ್ಪುಟ್
അടിസ്ഥാന ഘട്ടം,ಮೂಲ ಹಂತ
ബാച്ച്,ಬ್ಯಾಚ್
ബാച്ച് ഫയൽ,ಬ್ಯಾಚ್ ಫೈಲ್
ബാച്ച് സ്ഥാനം,ಬ್ಯಾಚ್ ಸ್ಥಾನ
ബാച്ച് പ്രോസസ്സിംഗ്,ಬ್ಯಾಚ್ ಸಂಸ್ಕರಣೆ
ബാച്ച് സിസ്റ്റം,ಬ್ಯಾಚ್ ವ್ಯವಸ್ಥೆ
ബൗഡ്,ಬಾಡ್
ബാഡ് നിരക്ക്,ಬೌಡ್ ದರ
ബീം,ಕಿರಣ
ബെഞ്ച്മാർക്ക്,ಮಾನದಂಡ
ദ്വിദിശ ആശയവിനിമയം,ದ್ವಿಮುಖ ಸಂವಹನ
ദ്വിദിശ ലിങ്ക്,ದ್ವಿಮುಖ ಲಿಂಕ್
ബൈനറി കോഡ്,ಬೈನರಿ ಕೋಡ್
ബൈനറി അക്കം,ದ್ವಿಮಾನ ಅಂಕಿ
ബൈനറി ഇൻപുട്ട് ഔട്ട്പുട്ട് സിസ്റ്റം (BIOS),ಬೈನರಿ ಇನ್‌ಪುಟ್ ಔಟ್‌ಪುಟ್ ಸಿಸ್ಟಮ್ (BIOS)
ബൈനറി നമ്പർ,ಬೈನರಿ ಸಂಖ್ಯೆ
ബൈനറി ഓപ്പറേറ്റർ,ಬೈನರಿ ಆಪರೇಟರ್
ബൈനറി ബന്ധം,ದ್ವಿಮಾನ ಸಂಬಂಧ
ബൈനറി തിരയൽ,ಬೈನರಿ ಹುಡುಕಾಟ
ബൈനറി സെർച്ച് ട്രീ (BST),ಬೈನರಿ ಸರ್ಚ್ ಟ್ರೀ (BST)
ബൈനറി കൈമാറ്റം,ಬೈನರಿ ವರ್ಗಾವಣೆ
ബൈനറി മരം,ಅವಳಿ ಮರ
ബൈപോളാർ മെമ്മറി,ಬೈಪೋಲಾರ್ ಮೆಮೊರಿ
ജനന മരണ മാതൃക,ಜನನ ಮರಣ ಮಾದರಿ
ജനന മരണ പ്രക്രിയ,ಜನನ ಮರಣ ಪ್ರಕ್ರಿಯೆ
ബിറ്റ്,ಸ್ವಲ್ಪ
ചെറിയ തെറ്റ്,ಸ್ವಲ್ಪ ತಪ್ಪು
ബിറ്റ് മാപ്പ്,ಬಿಟ್ ನಕ್ಷೆ
ബിറ്റ് മാപ്പ് പിക്സൽ (BMP),ಬಿಟ್ ಮ್ಯಾಪ್ ಪಿಕ್ಸೆಲ್ (BMP)
ബിറ്റ് മാട്രിക്സ്,ಬಿಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ബിറ്റ് പാറ്റേൺ,ಬಿಟ್ ಮಾದರಿ
ബിറ്റ് സ്ഥാനം,ಬಿಟ್ ಸ್ಥಾನ
ബിറ്റ് നിരക്ക്,ಬಿಟ್ ದರ
ബ്ലാക്ക് ബോക്സ് പരിശോധന,ಕಪ್ಪು ಪೆಟ್ಟಿಗೆ ಪರೀಕ್ಷೆ
മിന്നിമറയുന്നു,ಮಿಟುಕಿಸುವುದು
തടയുക,ಬ್ಲಾಕ್
കാഷെ തടയുക,ಬ್ಲಾಕ್ ಸಂಗ್ರಹ
ബ്ലോക്ക് ചെക്ക്,ಬ್ಲಾಕ್ ಚೆಕ್
ബ്ലോക്ക് കോപ്പി,ಬ್ಲಾಕ್ ನಕಲು
ബ്ലോക്ക് ഡയഗ്രം,ಬ್ಲಾಕ್ ರೇಖಾಚಿತ್ರ
തടയൽ ശൃംഖല,ನಿರ್ಬಂಧಿಸುವ ನೆಟ್ವರ್ಕ್
ബോർഡ്,ಬೋರ್ಡ್
ബുക്ക് മാർക്ക്,ಪುಸ್ತಕ ಗುರುತು
ബൂലിയൻ ബീജഗണിതം,ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ
ബൂളിയൻ ബന്ധം,ಬೂಲಿಯನ್ ಸಂಬಂಧ
ബൂട്ട് പാർട്ടീഷൻ,ಬೂಟ್ ವಿಭಾಗ
ബൂട്ട് സ്ട്രാപ്പിംഗ്,ಬೂಟ್ ಸ್ಟ್ರಾಪಿಂಗ್
ബൂട്ട് സ്ട്രാപ്പ് ലോഡർ,ಬೂಟ್-ಸ್ಟ್ರಾಪ್ ಲೋಡರ್
പാലം,ಸೇತುವೆ
ബ്രോഡ്‌ബാൻഡ് നെറ്റ്‌വർക്കിംഗ്,ಬ್ರಾಡ್‌ಬ್ಯಾಂಡ್ ನೆಟ್‌ವರ್ಕಿಂಗ್
പ്രക്ഷേപണം,ಪ್ರಸಾರ
പ്രക്ഷേപണം റേഡിയോ,ರೇಡಿಯೋ ಪ್ರಸಾರ
ബ്രൗസ് ചെയ്യുക,ಬ್ರೌಸ್
ബ്രൗസർ,ಬ್ರೌಸರ್
ബി-ട്രീ,ಬಿ-ಟ್ರೀ
ബബിൾ മെമ്മറി,ಬಬಲ್ ಮೆಮೊರಿ
ബബിൾ അടുക്കുക,ಬಬಲ್ ರೀತಿಯ
ബക്കറ്റ്,ಬಕೆಟ್
ബഡ്ഡി സിസ്റ്റം,ಸ್ನೇಹಿತರ ವ್ಯವಸ್ಥೆ
