English,Bengali
allometry,1. আপেক্ষিকতা 2. অ্যালোমেট্রি
allopolyploid,multiploidy
allosynapsis (allosyndesis),1. প্যারাজিগোসিটি
alternate bearing,1. বিকল্প বছরের ফাংশন 2. বিকল্প ফাংশন
alternate land use,বিকল্প ভূমি ব্যবহার
ambient,পরিবেশ
ameliorant,সংস্কারক
amitosis,মাইটোসিস
amminization,আমীনান
ammonification,ammonion
ammonifier,amniferous
amorph,1. অকার্যকর রূপ 2. অরূপী
amphimixis,উভচর মিশ্রণ
amphoteric,amphoteric
anabolism,মজুদ
anaerobe,1. অ্যানেরোবিক 2. অ্যানেরোবিক জীব
aneuploid,হ্যাপ্লয়েড
angle planting,কৌণিক রোপণ
animal husbandry,পশুপালন
animal refuse,প্রাণীর মলমূত্র
animate energy,জীবন্ত শক্তি
anisoploid,অস্বাভাবিক
annual plant,এক বছর বয়সী উদ্ভিদ
annual,বার্ষিক
anthesis,1. পরমানন্দ 2. উচ্ছ্বাস
anthrax,অ্যানথ্রাক্স
anthropogenic factor,নৃতাত্ত্বিক কারণ
antibiosis,বেঁচে থাকা
antibiotic,1. অ্যান্টিবায়োটিক 2. অ্যান্টিবায়োটিক
antidote,বিকর্ষণকারী
antioxidants,অ্যান্টিঅক্সিডেন্ট
antitoxin,অ্যান্টিটক্সিন
anulus,অনামিকা আঙুল
aphid,1. এফিড 2. মাহু 3. চেপা
apical bud,শীর্ষ কুঁড়ি
apical dominance,সর্বোচ্চ কার্যকারিতা
apiculture (bee keeping),মৌমাছি পালন
apomixis,অযৌনতা
apoptosis,apoptosis
appendage,পরিশিষ্ট
appetizer,ক্ষুধার্ত
applied,প্রয়োগ করা
aquatic weed,জলজ আগাছা
arboreal,1. গাছ 2. গাছের বাসিন্দা
arborization,শাখা
archaeo-botanical records,প্রোটোবোটানিকাল রেকর্ড
area statistics,জোন নম্বর
area,1. এলাকা 2. এলাকা
arid ecosystem,শুষ্ক বাস্তুতন্ত্র
aril,cotyledon
aroma,সৌরভ
aromatic plant,সুগন্ধি উদ্ভিদ
aromatic rice,সুগন্ধি চাল
arrowing,ইক্ষু পুষ্পন
asepsis,অ্যাসেপটিক
aseptic,1. অ্যাসেপটিক 2. অ্যাসেপটিক
asexual propagation,অস্ত্রোপচার
assay,আকার
assets,সম্পদ
assimilation,1. আত্তীকরণ 2. আত্তীকরণ
association,1. সমিতি 2. সমিতি
astringent,1. কলাম 2. কৃপণতা
asynapsis,হেটেরোজাইগোসিটি
atavism,1. পূর্বপুরুষ 2. অ্যাটাভিজম
atomizer,কণা
atrophy,1. অনিশ্চয়তা 2. দুর্বলতা
autogamy,স্ব জোড়া
autolysis,অটোলাইসিস
autooxidation,1. স্বতঃস্ফূর্ত জারণ 2. স্বতঃস্ফূর্ত জারণ
autopolyploid,স্বয়ং মাল্টিপ্লেক্সড
auxins,অক্সিন
awn (bristle),1. কাঁপানো 2. টোড
baccilovirus,পেনাল ভাইরাস
bacillus,1. ব্যাসিলাস 2. ব্যাসিলাস
bacteria,1. ব্যাকটেরিয়া 2. ব্যাকটেরিয়া
bacteriotoxin,ব্যাকটেরিয়াল টক্সিন
bagasse,ব্যাগাস
balance sheet,ব্যালেন্স শীট
balanced fertilization,সুষম সার ব্যবহার
bar diagram,বার গ্রাফ
bark,বাকল
barometer,1. ব্যারোমিটার 2. ব্যারোমিটার
barren,1. গুঞ্জন 2. অদৃশ্য 3. অনুর্বর
base,1. বেস 2. বেস 3. কাপং
basin,1. টালা 2. বেসিন
basipetal,তালাবিসারি
basisternum,1. বেসিস্টেরনাম 2. রুট ধারক
bay monsoon,উপসাগরীয় বর্ষা
bearing plant,ফলের উদ্ভিদ
bed,বিছানা
bedder,বিছানা উদ্ভিদ
bedding,বিছানাপত্র
beet molasses,বীট গুড়
bellows,বেল
belt,1. স্ট্রিপ 2. ভূখণ্ড
benefit-cost analysis,লাভ-খরচ বিশ্লেষণ
biased (sampling),উচ্চাকাঙ্ক্ষী (স্যাম্পলিং)
biennial,দ্বিবার্ষিক গাছপালা
binomial,দ্বিপদ
bioagent,বায়োফ্যাক্টর
bioclimate,জৈবিক জলবায়ু
bioenergy,জৈব শক্তি
bionomics,প্রাণীজগতের বাস্তুসংস্থান
bio-reactor,1. বায়ো-প্রসেসর 2. বায়ো-চুল্লি
biosphere,জীবজগৎ
biotic,জৈবিক
biotype,প্রাণীজগত
bisexual,ডিভিলিঙ্গি
blanching,ধওলান
blast,1. প্রধবাসন (রোগ) 2. দমকা রোগ
blend,মিশ্রন
blight,1. আংমারী (রোগ) 2. ব্লাইট (রোগ)
blister,1. ফোস্কা 2. ফোস্কা 3. বিস্ফোরণ 4. ফোস্কা
blue revolution,নীল বিপ্লব
bottom heat chamber,প্ল্যানার হিটিং চেম্বার
bottom heat technique,প্ল্যানার হিটিং প্রযুক্তি
bran,তুষ
branching,শাখা
branchlet,1. ডালপালা 2. উপশাখা
breed,বংশবৃদ্ধি
breeding,প্রজনন
brimming,প্রাথমিক অঙ্কুর চিকিত্সা
brood,1. বাচ্চা 2. ডিম 3. ভ্রূণ
budding,উদীয়মান
budget,বাজেট
buffer,1.অ্যাম্ফোটেরিক 2. বাফার
bulb,মিষ্টি আলু
bunt,বান্ট (রোগ)
by-product,1. উপজাত 2. উপজাত
c moisture characteristic curve,c আর্দ্রতা স্পেসিফিকেশন বক্ররেখা
cake,তেল পিষ্টক
calcarious,1. চুন 2. ক্যালসিয়াম
calcification,ক্যালসিয়ন
calcination of phosphate,ফসফেট অপসারণ
callosity,1. কিনাটা 2. কালটা
callus,1.ক্যালাস 2. রশ্মি
calyx,1. সেপালস 2. ক্যালিক্স
calyx-end,বহির্মুখী শেষ
cambium,এধা
canker,ক্যানকার (ব্যাকটেরিয়াজনিত রোগ)
canning,ক্যানিং
canopy,আকাশ
capital,অর্থায়ন
caprification,পরাগায়ন (ডুমুরের)
capsule,1. ক্যাপসুল 2. ক্যাপসুল 3. ক্যাপসুল
carbonated,কার্বনাইজড
carbonization,কার্বনান
carpel,ক্যারাপেস
carpus,ব্রেসলেট
casting,1. ঢালাই (লোহা) 2. ক্ষিপ্তি (পোকা)
catabolism,catabolism
catalysis,প্ররোচনা
caterpillar,1. শুঁয়োপোকা 2. শুঁয়োপোকা
C-DNA Library,গ d. এন. ক সংগ্রহ
ceiling,পরিসীমা
cell,1. কোষ 2. কোষ
central leader system,কেন্দ্রীয় ফ্রন্ট সিস্টেম
centric,1. পয়েন্ট 2. ফোকাস
centrifugation,কেন্দ্রীকরণ
centrifuge,সেন্ট্রিফিউজ
centriole,তারকা কেন্দ্র
centrogenic,এপিজেনেটিক
centrogenous,কেন্দ্রজা
cercus,তাঁত
cereal,1. সিরিয়াল 2. সিরিয়াল
certification,1. সার্টিফিকেশন 2. সার্টিফিকেশন
certified seed,প্রত্যয়িত বীজ
chaff,1. খড় 2. কুট্টি 3. শলক সহপাত্র
chalaza,1. নিভাগ 2. কৈলাজা
chemotropism,কাইমোগ্রাফি
chiasma,1. কিয়াজমা 2. ব্যস্ত
chilling hours,সুপার কুলিং ঘন্টা
chilling injury,তুষারপাত ক্ষতি
chimera,1. ভিচিরোটাকি 2. কাইমেরা
chloranthy,সবুজ porridge
chlorophyll,1. পাতা 2. সবুজ
chlorosis,সায়ানোসিস
chorology,জৈবিক বিতরণ বিজ্ঞান
chromatid,1. ক্রোমাটিডস 2. অর্ধেক ক্রোমোজোম
chromatin,ক্রোমাটিন
chromatography,ক্রোমাটোগ্রাফি
chromatolysis,ক্রোমাটিনলেশন
chromocentre,অলিন্দ বিন্দু
chromogenesis,ক্রোমাটোজেনেসিস
chromoprotein,1. ক্রোমোপ্রোটিন 2. পিগমেন্টপ্রোটিন
chromosome,1. ক্রোমোজোম 2. ক্রোমোজোম
chronic,1. দীর্ঘস্থায়ী 2. দীর্ঘস্থায়ী 3. দীর্ঘস্থায়ী 4. অপ্রচলিত
citrange,citrange
cladode,শরৎ উৎসব
classification,শ্রেণীবিভাগ
clay,1. কাদামাটি 2. কাদামাটি
cleaning,1. পরিষ্কার করা 2. স্ক্রাবিং 3. পরিষ্কার করা 4. পরিশোধন
cleistogamy,অবিরাম পরাগায়ন
climacteric fruit,ক্রুসিফেরাস ফল
climate,জলবায়ু
climatology,জলবায়ুবিদ্যা
clipper,শিয়ার
clod,পিণ্ড (কাদামাটি)
clone,ক্লোন
cloud,1.মেঘ 2.মেঘ
clump,clump
cluster,গুচ্ছ
coarse,1. মোটা 2. রুক্ষ 3. কাঁচা 4. রুক্ষ
coat (seed),1. কভার 2. লেদারেট
cocoon,কোয়া
coenzyme,1. কোএনজাইম 2. কো-এনজাইম
cohesion,সংহতি
coir,1. ফাইবার (পাট পাট) 2. নারকেল মোটা
coleorrhiza,মুলাঙ্কুর চোলা
collar 1. स्तंभमूलसंधि 2. कॉलर 3. ग्रीवा,
colloid (soil),কলয়েড (মাটি)
columella,1.কলাম 2.columella
column,1. শাস্তি 2. কলাম 3. কলাম
commensalism,যোগাযোগ
commercial bank,বাণিজ্যিক ব্যাংক
commodity,1. পণ্য 2. পণ্যদ্রব্য
community,সম্প্রদায়
compaction (of soil),কম্প্যাকশন (মাটির)
compatibility,1. সামঞ্জস্যতা 2. সামঞ্জস্য
compatibility,সামঞ্জস্য
compensation,1. ক্ষতিপূরণ 2. ক্ষতিপূরণ
competitive interaction,প্রতিযোগিতামূলক মিথস্ক্রিয়া
complementary crop,সম্পূরক ফসল
complex,1. যৌগিক 2. জটিল
component,গঠনকারী
composition,গঠন
compost,কম্পোস্ট
compound interest,চক্রবৃদ্ধিহারে সুদ
computation,গণনা
computer,1. কম্পিউটার 2. কম্পিউটার
concentration,1. একাগ্রতা 2. একাগ্রতা
conditioner,1. অপ্টিমাইজার 2. পুনরুজ্জীবিতকারী
conductance,পরিবাহিতা
configuration,1. কনফিগারেশন 2. কনফিগারেশন
conformity,1. সামঞ্জস্য 2. কনফিগারেশন 3. সামঞ্জস্য
confounding,1. ইন্টিগ্রেশন 2. হাইব্রিডাইজেশন
conjugation,সংযোজন
connective,1. সংযোজক 2. সংযোগকারী
conservation,সুরক্ষা
consolidation,একত্রীকরণের
constituents,1. উপাদান 2. উপাদান
consumer,ভোক্তা
consumption,খরচ
contamination,দূষণ
contour planting,কনট্যুর রোপণ
contour,কনট্যুর লাইন
contract farming,1. কন্ট্রাক্ট ফার্মিং 2. কন্ট্রাক্ট ফার্মিং 3. কন্ট্রাক্ট ফার্মিং
controlled storage,নিয়ন্ত্রিত বায়ুমণ্ডলীয় স্টোরেজ
co-operative bank,সমবায় ব্যাংক
cooperator,সমবায় সমিতির সদস্য
coppice,গুলমাভান
corm,cubed
corolla,1. ডালপুঞ্জ 2. করোলা
cortex,1. কর্টেক্স 2. কর্টেক্স
cost,খরচ
cotyledon (seed),cotyledon
credit society,ক্রেডিট কমিটি
credit,1. ঋণ 2. ক্রেডিট
creditor,1. ঋণদাতা 2. পাওনাদার
crest,1. ক্রেস্ট 2. শীর্ষবিন্দু 3. স্পায়ার
crinkle,প্রত্যাহার
crisis,সমস্যা
criterion,পরীক্ষা
critical,সমালোচনামূলক
crop insurance,শস্য বীমা
crop loan,ফসল ঋণ
crop,1. ফসল 2. ফসল
cropping area,চাষ এলাকা
cross-incompatible,ক্রস বেমানান
crown (plant),1. মুকুট 2. চূড়া (উদ্ভিদ)
crumb,নরম কণা
crust,ভূত্বক
cryptogam,1. ক্রিপ্টোগাম 2. নন-ফ্লোরিফর্ম
cull (fruits),ছাঁটাই (ফল)
culm,কলম
cultivar,চাষের বৈচিত্র্য
cultivation,1. ট্র্যাকশন 2. কৃষি 3. কৃষিকাজ
cultivator,1. কৃষক 2. চাষী
culture,1. চাষ 2. চাষ 3. লালনপালন
curing,1.সম্পদ 2.প্রস্তুতি
curling,1.কুন্তালন 2.কুঞ্চন
currency,ভঙ্গি
cuticle,1. এপিডার্মিস 2. কিউটিকল
cutting,1. কলম 2. কাটিং 3. কাটিং 4. কাটিং 5. কাটিং
cyst,1. কৃমি কর্পাস 2. সিস্ট 3. সিস্ট 4. বিকৃত পিণ্ড 5. নিওপ্লাজম
cytochrome,সাইটোক্রোম
cytogamy,সেল কাপলিং
cytogenesis,কোষের প্রজনন
cytogenetics,কোষ জেনেটিক্স
cytokinesis,সাইটোপ্লাজমিক বিভাগ
cytology,কোষ বিদ্যা
cytolysis,কোষের লাইসিস
cytomere,1. সাইটোমের 2. কোষ বিভাজন
cytoplasm,সাইটোপ্লাজম
dairy,1. ডেইরি 2. ডেইরি
dairying,দুগ্ধ শিল্প
dam,1. বাঁধ 2. ব্রিডার
day-neutral,দিন পরম উদ্ভিদ
days after flowering,ফুল ফোটার পর দিন
days after full bloom,ফুল ফোটার পর দিন
deblossoming,অদক্ষতা
decalcification,decalcification
decant,1. অপসারণ 2. অপসারণ
decay,ক্ষয়
deciduous,পর্ণমোচী
decimal,1. দশমিক 2. দশমিক
deficiency,হীনমন্যতা
deflocculation (soil),অনুরান (মাটি)
defloration,বিপুষ্পন
defoliation,বিলিং
deforestation,বন নিধন
degeneration,অসম্মান
degradation,অধঃপতন
degree days,অংশ দিন
degree,1. পরিমাণ 2. অংশ
dehiscence,dehiscence
dehulling,ভুসি অপসারণ
dehusking,ভুসি অপসারণ
dehydration,পানিশূন্যতা
dehydrator,নির্জল
demand,চাহিদা
denaturation,1. বিকৃতকরণ 2. গুণ
denudation,বর্জন
deposit,1. জমা (মাটি) 2. জমা (অর্থনীতি)
deposition,আমানত
depreciation,1. অবচয় 2. অবচয়
desalinization,বিশুদ্ধকরণ
desiccation,1. জল শুকিয়ে যাওয়া 2. ডিহাইড্রেশন
design,1. ডিজাইন 2. ডিজাইন
dessicator,শুষ্ক
destoning,কার্নেল অপসারণ
desuckering,de-intercalation
desynapsis,সংযোজন
detassel,1. পুরুষ মঞ্জরি নিষ্কাশন (ভুট্টা) 2. বলর নিষ্কাশন
detasseling,বল্লার বা কুন্দন কাটিং
determinant,নির্ধারক
devaluation,অবমূল্যায়ন
devegetation,উদ্ভিজ্জ
deviation,বিচ্যুতি
diad,দ্বিগুণ
diagnosis,রোগ নির্ণয়
dichogamy,বিভিন্ন পরিপক্কতা
dichotomy,বিভাজন
dicotyledon (seed),1. ডাইকোটাইলেডন 2. ডাইকোটাইলেডন (বীজ)
die back (disease),পিঠের রোগ
diffusion,1. ডিফিউশন 2. ডিফিউশন
digestibility,হজম ক্ষমতা
dihybrid,ডাইহাইব্রিড
dike (dyke),1. বাঁধ 2. ড্রেন 3. পরিবার
dilute,সামান্য
dioecious,1. একগামী 2. একগামী
diploid,ডিপ্লয়েড
diploid,1. ডিপ্লয়েড 2. ডিপ্লয়েড
diplonema,ডাইপোল
disbudding,1. নিষ্কাশন 2. কুঁড়ি অপসারণ
discing,1. লাঙ্গল চাষ 2. স্পিনিং
discount,ছাড়
disinfection,জীবাণুমুক্তকরণ
dispersion,1. বিচ্ছুরণ 2. বিক্ষিপ্তকরণ
dissemination,1. বিক্ষিপ্তকরণ 2. ভিন্নতা
diversification,বৈচিত্রতা
diversified farming,বৈচিত্র্যময় কৃষি
DNA Ladder,ডিএনএ পদক্ষেপ
DNA receptor,ডিএনএ রিসিভার
dockage,ডক ভাড়া
dominant,কার্যকর
dormancy,সুপ্ততা
dose,1. পরিমাণ 2. ডোজ 3. ডোজ
douole sigmoid curve,ডবল সিগমায়েড বক্ররেখা
draft (draught),1. দমকা 2. প্রসারিত
drain,1. নিষ্কাশন ড্রেন 2. বর্জ্য
drainage,নিষ্কাশন
draw,আকর্ষণ
drenching,1. ওষুধ দিন 2. ভিজিয়ে দিন
dressing (seed),প্রসাধনী (বীজ)
drill (n.),1. auger 2. অগভীর ফল্ট 3. ড্রিল 4. auger
drilling (ag. engg),1. গর্ত 2. ড্রিল 3. ড্রিল
drilling (agronomy),1. ড্রিলিং 2. একটি ড্রিল দিয়ে বপন করা 3. একটি ড্রিল দিয়ে ঢালা
drip irrigation,ড্রিপ সেচ
dryland farming,শুকনো চাষ
dust,1.ধুলো 2.বুকনি
duster,1. ডাস্টার 2. বিক্ষিপ্তকারী
dusting,ছিটানো
dwarf,1. বামন 2. বামন
dwarf pyramid,বামন পিরামিড
dwarfing,ভামিনী ভবন
ecology,বাস্তুশাস্ত্র
econometrics,অর্থনীতি
economic efficiency,অর্থনৈতিক দক্ষতা
ecotype,পরিস্থিতিগত প্রকার
ectotrophic,অতিরিক্ত স্তরিত
edaphic,নরম
edaphology,মৃত্তিকা বিজ্ঞান
edging,1. ব্রিজিং 2. এজিং 3. স্ট্র্যান্ড ক্লোজার
edible part,খাদ্য অংশ
elasticity of demand,চাহিদার স্থিতিস্থাপকতা
elasticity of production,উত্পাদন স্থিতিস্থাপকতা
electrolysis,তড়িৎ বিশ্লেষণ
electrophoresis,ইলেক্ট্রোফোরেসিস
eluviation,বাষ্পীভবন
emasculator,1. শিরশ্ছেদ 2. বন্দী 3. শিরশ্ছেদ 4. জীবাণুমুক্ত
embanking,1. উইয়ার বান্দি 2. স্ট্রবান্ডি
embryo,ভ্রূণ
embryology,1. ভ্রূণবিদ্যা 2. পদার্থবিদ্যা
emergence,1. প্রস্থান 2. প্রস্থান
emulsifier,ইমালসিফায়ার
endogenous,অন্তঃসত্ত্বা
endomitosis,আন্তঃবিন্দু বিভাগ
endoparasite,অন্তঃপরজীবী
endosperm,এন্ডোস্পার্ম
enterprise,এন্টারপ্রাইজ
entomology,কীটতত্ত্ব
environment,পরিবেশ
enzyme,1. এনজাইম 2. এনজাইম
epicotyl grafting,ক্লাস্টার গ্রাফটিং
epiphyte,1. এপিফাইট 2. এপিফাইট
equity,ইক্যুইটি
eradication,নির্মূল
essential nutrients,অত্যাবশ্যক পুষ্টি
estimation,1. পরিমাপ 2. জাম্প 3. মূল্যায়ন
etiolation,সূক্ষ্মতা
eugenic,সুজনিক
evaluation,মূল্যায়ন
evaporimeter,বাষ্প গেজ
evapo-transpiration,বাষ্পীভবন
evergreen revolution,চিরন্তন বিপ্লব
evergreen,1. চিরসবুজ 2. চিরসবুজ
evolution,উন্নয়ন
excise,বিছিন্ন করা
exhaustion (fertility),পরিক্ষয় (উর্বরতা)
exploitation,শোষণ
exploration,1. অন্বেষণ 2. অন্বেষণ
extrusion,1. এক্সট্রুশন 2. নির্গমন
eye (sugarcane/potato),আই
factor,1. ফ্যাক্টর 2. কম্পোনেন্ট 3. ফ্যাক্টর 4. রিসোর্স
factor productivity,ফ্যাক্টর উত্পাদনশীলতা
factorage,ব্যবসায়ীদের ডিসকাউন্ট
factorial block design,ফ্যাক্টরিয়াল ব্লক ডিজাইন
facultative,বিকল্প
fallow,1. পট্টি 2. পালিহার
family,স্থূল
farm appraisal,ক্ষেত্রের মূল্যায়ন
farm budgeting,খামার বাজেট
farm business,কৃষি ব্যবসা
farm planning,ক্ষেত্রের পরিকল্পনা
farmer,1. কৃষক 2. কৃষক
farming,1. কৃষি 2. কৃষিকাজ
fasciation,সংঘর্ষ
fecundation,একাধিক প্রজনন
fermentation,গাঁজন
fertility,উর্বরতা
fertilizer,সার
fertilizer use efficiency,সার ব্যবহারের দক্ষতা
fibrous,তন্তুযুক্ত
field,1. খামার 2. এলাকা 3. অবস্থান
field capacity,মাটির জল ধরে রাখা
field demonstration,ক্ষেত্র প্রদর্শন
fixation,1. ইমোবিলাইজেশন 2. ফিক্সেশন 3. ফিক্সেশন
flooding,1. প্লাবন 2. গর্ভধারণ
flow diagram,প্রবাহ চিত্র
food value,খাদ্য মূল্য
forage (fodder),পশুখাদ্য
forecasting,পূর্বাভাস
forest,বন। জংগল
forestation,বনায়ন
frond,1. তাদপার্ন 2. ফর্ম
frost resistant,হিম প্রতিরোধী
frost,1. পাল 2. ব্লাইট
frozen (fruit & vegetable),1. হিমায়িত 2. হিমায়িত
fructification,ফাংশন
fruit drop,1. ফল পতন 2. ফল পতন
fruit -set (fruit setting),ফল হত্তয়া
fumigation,1. ফিউমিগেশন 2. ফিউমিগেশন
fungicide,ছত্রাকনাশক
fungistatic,অ্যান্টিফাঙ্গাল
fungus,ছত্রাক
furow,1. খুদ 2. সীতা
fusion,1. ফিউশন 2. ফিউশন
fuzz,সুতি পশম
fuzzy,লোমশ
gall (Hort),1. গাছের আলসার 2. পিটিকা
gamete,1. গ্যামেট 2. গেমেট
garden,1. বাগান 2. বাগান
gauge (water),1. পানসাল 2. হাইড্রোমিটার
gene bank,জিন সংগ্রহ
gene tagging,জিন ট্যাগন
geneology,বংশতালিকা
genetic map,জিন মানচিত্র
genetics,জেনেটিক্স
genome,1. জিনোম 2. সংগেন
genomic library,সঞ্জিনী কালেকশন
genomics,জিনোমিক্স
genotype,জিনোটাইপ
genotype,1. জিনের গঠন 2. জিনের ধরন
genus,লিনেজ
genus,1. বংশ 2. বংশ
germ,1. জীবাণু 2. জীবাণু
germicide,জীবাণু নাশক
germination,অঙ্কুরোদগম
germplasm,1. জার্মপ্লাজম 2. জার্মপ্লাজম
gibberellic acid,জিবেরেলিক অ্যাসিড
ginning,কুড়ানো
glume,টুশ
glutinous,1. গ্লুটেন 2. পেটুক
glycolysis,গ্লাইকোলাইসিস
gneiss,চমৎকার
golden revolution,সোনালী বিপ্লব
grading,1. শ্রেণীবিভাগ 2. শ্রেণীবিভাগ 3. স্তরবিন্যাস
grafted plant,1. কলমযুক্ত উদ্ভিদ 2. পেনম্ব্রাল উদ্ভিদ
graft-incompatible,কলম অসামঞ্জস্যপূর্ণ
granna,গ্রানা
granulation,দানাদার
green manure,সবুজ সার
green revolution,সবুজ বিপ্লব
growth and development,বৃদ্ধি এবং উন্নয়ন
gummosis,1. মাড়ির রোগ
gynodioecious,বিষমকামী
habit,1. প্রকৃতি 2. প্রকৃতি 3. রূপগুণ 4. চেহারা
hail,1. ওলা 2. কারকাপাত 3. কারকা
hairyvetch,রোমিলওয়াচ
halophyte,লবণাক্ত সিস্ট
harrow,হ্যারো
harvest index,1. ফসল কাটার সূচক 2. ফসল কাটার সূচক
harvest,1. ফসল কাটা 2. কাটা ফসল 3. সমাপ্ত ফসল 4. ফলন
harvesting,1. প্লাকিং 2. ফসল তোলা 3. প্লাকিং
hatch,1. ডিম পাড়া 2. ডিম ফোর্স
hay,শুষ্ক ঘাস
haylage,শুকনো ফিড
haystock,গেঞ্জি
haze,কুয়াশা
hazy,ঝাপসা
head (Agro),1. বালি 2. সিত্তা 3. মুন্ডক 4. শীর্ষ 5. মাথা 6. সিরা
head (of channel),খাঁজ শেষ
heading back,শীর্ষ ছাঁটাই
hedge,বেড়া
hedging,হেফাজত
helix,কুন্ডলিনী
hematite,হেমাটাইট
herb,1. ভেষজ 2. ভেষজ
herbarium,1.বোটানিক্যাল কালেকশন 2.বোটানিক্যাল মিউজিয়াম
herbicide,হার্বিসাইড
heredity,বংশগতি
heretability,বংশগতি
hermaphrodite,উভকামী
heterochromatic,heterochromatic
heterofertilization,heterofertilization
heterosis,1. হাইব্রিডোজ 2. হেটেরোসিস
heterosome,সেক্সক্রোমোজোম
heterotroph,লালনপালন
hexaploid,হেক্সাডেসিমেল
hibernate,ঠান্ডা সুপ্ততা
high density planting,উচ্চ ঘনত্ব রোপণ
hill (rice),1. পিন্ডলক 2. পাহাড় (ধান)
histogram,হিস্টোগ্রাম
hitech horticulture,উচ্চ প্রযুক্তির উদ্যানপালন
hive,1. দই 2. মৌচাক
hoeing,1. আগাছা 2. আগাছা
holding,ধারণ
home farm,ব্যক্তিগত খামার
homeostasis,হোমিওস্টেসিস
homestead,স্বদেশ
homogeneity,একজাতীয়তা
homogenous,1. সমজাতীয় 2. সমজাতীয়
homologus,সহানুভূতিশীল
homozygote,সমজাতীয়
hopper,1. খুরিকা 2. খাদ্য পাত্র 3. হ্যাপার
horizon,1. স্তর 2. দিগন্ত
horticultural crops,উদ্যান ফসল
