Kannada,Hindi
ದುಷ್ಕೃತ್ಯದ ಕ್ರಿಯೆ,कदाचार
ಆಯೋಗ ಮತ್ತು ಲೋಪದ ಕ್ರಿಯೆ,भूल-चूक
ನಿಜವಾದ,वास्तविक
ವಾಸ್ತವಿಕ,वास्तविक आंकडे
ರೂಪಾಂತರ,"अनुकूलन, रूपांतर"
ಸೇರ್ಪಡೆ,"योग, जोड़, परिवर्धन"
ಹೆಚ್ಚುವರಿ ಶುಲ್ಕ,अतिरिक्‍त प्रभार
ಹೆಚ್ಚುವರಿ ನಿಧಿ,अतिरिक्‍त निधि
ಹೆಚ್ಚುವರಿ ಅನುದಾನ,अतिरिक्‍त अनुदान
ಹೆಚ್ಚುವರಿ ಮಾಹಿತಿ,"अतिरिक्‍त सूचना, अतिरिक्‍त जानकारी"
ಹೆಚ್ಚುವರಿ ವೇತನ,अतिरिक्‍त वेतन
ಸೇರ್ಪಡೆ ಮತ್ತು ಬದಲಾವಣೆ,परिवर्तन-परिवर्धन
ಭಾಷಣ,"पता, अभिभाषण, संबोधन, संबोधित करना, मानपत्र, विचार करना"
ವಿಳಾಸದಾರ,"पाने वाला, प्रेषिती"
ಸ್ವಾಗತದ ವಿಳಾಸ,अभिनंदन पत्र
ಸಮರ್ಪಕ,पर्याप्‍त
ಅಂಟಿಕೊಳ್ಳಿ,"पर दृढ़ रहना, पर जमे रहना"
ತಾತ್ಕಾಲಿಕ,तदर्थ
ತಾತ್ಕಾಲಿಕ ಹಕ್ಕು,तदर्थ दावा
ತಾತ್ಕಾಲಿಕ ಸಮಿತಿ,तदर्थ समिति
ತಾತ್ಕಾಲಿಕ ಹೆಚ್ಚಳ,तदर्थ वृद्‌धि
ತಾತ್ಕಾಲಿಕ ಪಾವತಿ,तदर्थ भुगतान
ಪಕ್ಕದ,‍पार्श्‍वस्थ
ಪಕ್ಕದ (= ಸಮೀಪ),"लगा होना, सटा होना"
ಮುಂದೂಡಿಕೆ,स्थगन
ಮುಂದೂಡುವ ಚಲನೆ,"स्थगन प्रस्ताव, काम रोको प्रस्ताव"
ತೀರ್ಪು,न्यायनिर्णीत करना
ತೀರ್ಮಾನಿಸು,न्यायनिर्णय करना
ಯಜಮಾನ,न्यायनिर्णयन
ತೀರ್ಪುಗಾರ,न्यायनिर्णायक
ಹೊಂದಾಣಿಕೆ,समायोजन
ನಿರ್ವಹಿಸು,"प्रशासन करना, देना, दिलाना, व्यवस्था करना"
ಪ್ರಮಾಣವಚನ ಸ್ವೀಕರಿಸಿ,शपथ दिलाना
ಆಡಳಿತ,प्रशासन
ನ್ಯಾಯದ ಆಡಳಿತ,न्याय-प्रशासन
ಆಡಳಿತಕಾರಿಯಾದ,प्रशासनिक
ಆಡಳಿತಾಧಿಕಾರಿ ಕ್ರಿಯೆ,प्रशासनिक कार्रवाई
ಆಡಳಿತಾಧಿಕಾರಿ ಮೌಲ್ಯಮಾಪನ,प्रशासनिक मूल्यांकन
ಆಡಳಿತಾಧಿಕಾರಿ ಅನುಮೋದನೆ,प्रशासनिक अनुमोदन
ಆಡಳಿತ ಪ್ರಾಧಿಕಾರದ,प्रशासनिक प्राधिकारी
ಆಡಳಿತ ನಿಯಂತ್ರಣ,प्रशासनिक नियंत्रण
ಆಡಳಿತಾತ್ಮಕ ನಿರ್ಧಾರ,प्रशासनिक निर्णय
ಆಡಳಿತ ಇಲಾಖೆ,प्रशासकीय विभाग
ಆಡಳಿತಾಧಿಕಾರಿ,प्रशासनिक प्रधान
ಆಡಳಿತ ಕೇಂದ್ರ ಕಚೇರಿ,प्रशासनिक मुख्यालय
ಆಡಳಿತಾತ್ಮಕ ಕ್ರಮಗಳು,प्रशासनिक उपाय
ಆಡಳಿತ ಅಧಿಕಾರ,"प्रशासी शक्‍ति, प्रशासनिक शक्ति"
ಆಡಳಿತಾಧಿಕಾರಿ ಅನುಮೋದನೆ,प्रशासनिक मंजूरी
ಆಡಳಿತ ತಂತ್ರ,"प्रशासन तकनीक, प्रशासनिक प्रविधि"
ಆಡಳಿತ ನ್ಯಾಯಸಮ್ಮತ,प्रशासनिक अधिकरण
ಪ್ರವೇಶಸಾಧ್ಯತೆ,ग्राह्‌यता: स्वीकार्यता
ಸ್ವೀಕಾರಾರ್ಹ ಖರ್ಚು,ग्राह्‌य व्यय
ಒಪ್ಪಿಸು,"प्रवेश करने देना, अंदर आने देना, स्वीकार करना, प्रविष्‍ट करना, दाखिल करना, दाखिला देना"
ಪ್ರವೇಶ ಕಾರ್ಡ್,"प्रवेश पत्र, प्रवेश पत्रक"
ಒಪ್ಪಿಕೊಂಡ,"प्रविष्‍ट दाखिल, स्वीकृत"
ಕವಲೊಡೆಯು,भर्त्‍सना करना
ಅಳವಡಿಕೆದಾರ,दत्‍तक
ರೋಗಿ,दत्‍तकगृहीता
ದತ್ತು,"अंगीकरण, दत्‍तक-ग्रहण"
ವಯಸ್ಕ,"प्रौढ, वयस्क"
ವ್ಯಭಿಚಾರ,"अपमिश्रण, मिलावट"
ವ್ಯಭಿಚಾರ,जारकर्म
ವಯಸ್ಕರ ಫ್ರ್ಯಾಂಚೈಸ್,वयस्क मताधिकार
ಜಾಹೀರಾತು ಶೌರ್ಯ ಕರ್ತವ್ಯ,यथामूल्य शुल्क
ಮುನ್ನಡೆ,"अग्रिम, पेशगी"
ಮುಂಗಡ ಬುಕಿಂಗ್,अग्रिम बुकिंग
ಮುನ್ನಡೆ,अग्रिम प्रति
ಮುಂಗಡ ಹೆಚ್ಚಳ,अग्रिम  वृद्‌धि
ಮುಂಗಡ ಪಾವತಿ,"अग्रिम अदायगी, अग्रिम भुगतान"
ಪ್ರತಿಕೂಲ ಪ್ರವೇಶ,"प्रतिकूल इंदराज, प्रतिकूल प्रविष्‍टि"
ಪ್ರತಿಕೂಲ ಟೀಕೆಗಳು,प्रतिकूल अभ्युक्‍ति
ಪ್ರತಿಕೂಲ ವರದಿ,प्रतिकूल रिपोर्ट
ಆಯ್ಕೆ,विज्ञापन
ಸಲಹೆ,"सलाह, सूचना, संज्ञापन"
ಪಾವತಿಯ ಸಲಹೆ,"भुगतान सूचना, भुगतान-संज्ञापन"
ಸಲಹಾ ಸಮಿತಿ,सलाहकार समिति
ಸಲಹಾ ಮಂಡಳಿ,सलाहकार परिषद्
ಪ್ರತಿಪಾದಿಸು,"अधिवक्‍ता, एडवोकेट, पक्ष-समर्थक"
ವ್ಯವಹಾರ,"कार्य, मामले"
ಅಫಿಡವಿಟ್,"शपथपत्र, हलफ़नामा"
ಉಪಶಮನ,संबंधन
ದೃ ir ೀಕರಣ,"अभिपुष्‍टि, प्रतिज्ञान"
ದೃ irf ೀಕರಣದ,सकारात्मक
ಆತುರಿಸು,"समर्थ होना, प्रदान करना, दे सकना"
ಈನಟ,पूर्वोक्‍त
ಹೊಸದಾಗಿ,नए सिरे से
ವಿರುದ್ಧವಾಗಿ,"विरुद्‌ध, के प्रति, के सामने, के सम्मुख, की तुलना में"
ವಯಸ್ಸು,"आयु, उम्र, युग"
ವಯಸ್ಸಾದ ಪ್ರಮಾಣಪತ್ರ,आयु प्रमाणपत्र
ಮತದಾರರ ವಯಸ್ಸು,मताधिकार आयु
ವಯಸ್ಸಿಗೆ,आयु सीमा
ವಾಗ್ದಾನ,"अभिकरण, एजेंसी"
ಕಾಗಾರ,कार्यसूची
ನಿವೃತ್ತಿಯ ವಯಸ್ಸು,सेवानिवृत्‍ति आयु
ಮೇಲ್ವಿಚಾರಣೆಯ ವಯಸ್ಸು,अधिवर्षिता आयु
ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ,"समुच्चय, समूह"
ದುಃಖಿಸಿದ,व्यथित
ಆಂದೋಲನ,आंदोलन
ಅವಾತ,"वार्षिक महासभा, वार्षिक आमसभा"
ಒಪ್ಪಂದ,"क़रार, अनुबंध, सहमति, रजामंदी"
ಒಪ್ಪಂದದ ರೂಪ,"क़रारनामा, अनुबंध पत्र"
ಕೃಷಿ,कृषि
ಕೃಷಿ ಉದ್ಯಮ,कृषि-उद्‌योग
ನೆರವು,"सहायता, मदद"
ಎಚ್ಚರಿಕೆ,"आपद संकेत, खतरे का संकेत, अलार्म"
ಜಾಗರೂಕತೆ,सजगता
ಅಲಿಯಾಸ್,"उपनाम, उर्फ़ (क्रि.वि.)"
ಆರೋಪಣೆ,अभिकथन
ನಿಷ್ಠೆ,निष्ठा
ಮೈತ್ರಿ,मैत्री
ಮಿತ್ರ ಸೇವೆಗಳು,सम्बद्‌ध सेवाएं
ಎಲ್ಲಾ ಅಂತರ್ಗತ ವೆಚ್ಚ,सर्वसमावेशी लागत
ಅಖಿಲ ಭಾರತ ಸೇವೆಗಳು,अखिल भारतीय सेवा
ಮನವಸಿಕೆ,नियतन
ಹಂಚಿಕೆ,आबंटन
ಹಂಚಿಕೆ ಪತ್ರ,आबंटन-पत्र
ಹಂಚುವವ,आबंटिति
ಅನುಮತಿಸುವ,"अनुज्ञेय, अनुमतियोग्य"
ಅನುಮತಿಸುವ ವೆಚ್ಚಗಳು,"अनुज्ञेय व्यय, अनुमतियोग्य व्यय"
ಮನವಿಯನ್ನು ಅನುಮತಿಸಿ,अपील मंजूर करना
ಭತ್ಯೆ,"भत्‍ता, छूट"
ಎಲ್ಲ ಹಕ್ಕುಗಳನ್ನು ಕಾಯ್ದಿರಿಸಲಾಗಿದೆ,सर्वाधिकार सुरक्षित
ವರ್ಣಮಾಲೆ,"वर्णक्रम, अकारादिक्रम"
ವಾಗ್ವಾದ,कहासुनी
ಪರ್ಯಾಯ,"एकांतर, विकल्पी"
ಬದಲಕ,"विकल्प, वैकल्पिक"
ಸಂಯೋಗ,समामेलन
ತಿದ್ದುಪಡಿ ಮಾಡಿದ ಕರಡು,"संशोधित मसौदा, संशोधित प्रारूप"
ತಿದ್ದುಪಡಿ,संशोधन
ಸೌಕರ್ಯ,सुख-सुविधा
ಸೌಹಾರ್ದಯುತ,"सौहार्दपूर्ण, मैत्रीपूर्ण"
ಮದ್ದುಗುಂಡು,गोला-बारूद
ಸಾಲದ ಭೋಗ್ಯ,"ऋण परिशोधन, ऋण मुक्‍ति"
ಮೊತ್ತ,"राशि, रक़म, मात्रा"
ಪಿಂಚಣಿ ಪ್ರಮಾಣ,पेन्शन राशि
ಸಾದೃಶ್ಯದ ಹುದ್ದೆ,अनुरूप पद
ವಿಶ್ಲೇಷಣೆ,विश्‍लेषण
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಅಧ್ಯಯನ,विश्‍लेषणात्मक अध्ययन
ಪೂರ್ವಜ,पूर्वज
ಪೂರಕ ಉದ್ಯಮ,अनुषंगी उद्‌योग
ದ್ವೇಷ,बैर
ಅನುಬಂಧ,संलग्नक
ವಾರ್ಷಿಕೋತ್ಸವ,वर्षगांठ
ಪ್ರಕಟಿಸುವುದು,"उद्‌घोषण, ऐलान, आख्यापन"
ಕಿರಿಕಿರಿಯ,"खिन्‍नता, चिढ, खीज"
ವಾರ್ಷಿಕ ಹಣಕಾಸು ಹೇಳಿಕೆ,वार्षिक वित्‍तीय विवरण
ವಾರ್ಷಿಕ ವರದಿ,वार्षिक रिपोर्ट
ವರ್ಷಾಶನ,वार्षिकी
ಅನಾಮಿಕ,"अनाम, गुमनाम"
ಅನಾಮಧೇಯ ದೂರು,गुमनाम शिकायत
ಉತ್ತರಾಧಿಕಾರಿಯಾಗದಿರುವಿಕೆ,जवाबदेही
ಉತ್ತರ ಪತ್ರಿಕೆ,उत्‍तर पत्रक
ವಿರೋಧಿ,विरोधी
ಪೂರ್ವಸಿದ್ಧತೆಗಳು,पूर्ववृत्‍त
ನಿರೀಕ್ಷಿತ ಖರ್ಚು,प्रत्याशित व्यय
ನಿರೀಕ್ಷಿತ ಆದಾಯ,प्रत्याशित आय
ನಿರೀಕ್ಷಣೆ,"प्रत्याशा, पूर्वानुमान"
ನಿರೀಕ್ಷಿತ ಜಾಮೀನು,अग्रिम ज़मानत
ಭ್ರಷ್ಟಾಚಾರ ವಿರೋಧಿ,भ्रष्‍टाचार-निरोधक उपाय
ಡಂಪಿಂಗ್ ವಿರೋಧಿ,"प्रति-पाटन, पाटन-निरोधी"
ಪ್ರಾಚೀನ,पुरावस्तु
ವರ್ಣಭೇದ,रंगभेद
ನಿರಾಸಕ್ತಿ,उदासीनता
ತುದಿ ದೇಹ,शीर्ष निकाय
ಕ್ಷಮೆ,क्षमायाचना
ಮನವಿಯನ್ನು,"अपील, अपील करना"
ಗೋಚರತೆ,"हाजि़री, उपसंजाति, रूप"
ಸಮಾಧಾನ,तुष्‍टीकरण
ಮೊದಲೇ ನ್ಯಾಯಮಂಡಣಿ,अपील अधिकरण
ಅನುಬಂಧ,परिशिष्‍ट
ಉಪಕರಣ,उपयंत्र
ಅನ್ವಯಿಸುವ,"अनुप्रयोज्य, लागू"
ಅರ್ಜಿದಾರ,आवेदक
ಅನ್ವಯಿಸು,"आवेदन, अर्ज़ी, अनुप्रयोग, लागू होना"
ಅರ್ಜಿ,"आवेदन पत्र, अर्ज़ी"
ಅನ್ವಯಿಕ,अनुप्रयुक्‍त
ಅನ್ವಯಿಸು,"आवेदन करना, अर्जी देना, लागू करना, लागू होना, अनप्रयुक्‍त होना"
ನೇಮಕಾತಿ,नियुक्‍त व्यक्‍ति
ಅಧಿಕಾರವನ್ನು ನೇಮಿಸುವುದು,नियुक्‍ति प्राधिकारी
ನೇಮಕ,नियुक्‍ति
ನೇಮಕಾತಿ ಪತ್ರ,नियुक्‍ति पत्र
ಕ್ಯಾಬಿನೆಟ್ನ ನೇಮಕಾತಿ ಸಮಿತಿ,मंत्रीमंडलीय नियुक्‍ति समिति
ವೇತನದ ಹಂಚಿಕೆ,मजदूरी प्रभाजन
ಮೌಲ್ಯಮಾಪಕ,"मूल्यनिरूपण, आंकना"
ಮೌಲ್ಯಮಾಪಕ,मूल्यांक
ಮೆಚ್ಚುಗೆ,"सराहना, वृद्‌धि"
ಭಯ,"पकड़ा जाना, गिरफ़्तारी, बोध, समझ, आशंका"
ಅಪ್ರೆಂಟಿಸ್,शिक्षु
ಸಮೀಪಿಸು,"पहुंच, उपगम, उपमार्ग, दृष्‍टिकोण"
ಸೂಕ್ತ,"उपयुक्‍त, उचित, विनियोजन करना"
ಸೂಕ್ತ ಕ್ರಮ,उचित कार्रवाई
ಸೂಕ್ತ ತಲೆ,उपयुक्‍त शीर्ष
ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವುದು,विनियोजन
ಅನುಮೋದನೆ,अनुमोदन
ಅಂದಾಜು,"लगभग, सन्‍निकट"
ಆಪ್ಟಿಟ್ಯೂಡ್ ಪರೀಕ್ಷೆ,"अभिक्षमता परीक्षा, रुझान परीक्षण"
ಅನಿಯಂತ್ರಿತ,मनमाना
ನಿಣಿಸು,मध्यस्थता करना
ಮಧ್ಯಸ್ಥಿಕೆ,"विवाचन, माध्यस्थम्"
ಮಧ್ಯಸ್ಥಿಕೆ ನ್ಯಾಯಮಂಡಳ,माध्यस्थम् अधिकरण
ಮಧ್ಯಸ್ಥ,"विवाचक, मध्यस्थ"
ವಾಸ್ತುಶಿಲ್ಪಿ,वास्तुकला
ಆರ್ಕೈವ್ಸ್,अभिलेखागार
ಪ್ರದೇಶ,"क्षेत्र, क्षेत्रफल"
ಪ್ರದೇಶದ ಪ್ರದೇಶ,"क्षेत्र मुख्यालय, क्षेत्रीय मुख्यालय"
ವಾದ,"तर्क, बहस"
ಹುಳು,"उठना, उद्‌भूत होना, पैदा होना"
ಸಶಸ್ತ್ರ ಪಡೆ,"सशस्त्र बल, सशस्त्र सेनाएं"
ಜೋಡಣೆ,"व्यवस्था, विन्यास, प्रबंध"
ಬಾಕಿ,बक़ाया
ಬಾಕಿ ಹೇಳಿಕೆ,बक़ाया विवरण
ಆಗಮನ ವರದಿ,आगमन रिपोर्ट
ಅಸ್ತವ್ಯಸ್ತತೆ,"दंभ, अक्खड़पन"
ಸ ೦ ತಾನು,"आयुधागार, शास्त्रागार"
ಲೇಖನ,"अनुच्छेद, वस्तु, लेख"
ಸಂಘದ ಲೇಖನಗಳು,संस्था के अंतर्नियम
ಲೇಖನಗಳು,नियमावली
ಆರೋಹಣ,आरोही क्रम
ಒತ್ತಿಹೇಳಿಸು,अभिनिश्‍चित करना
ಎಲ್ಲಿದೆ,जैसा है जहाँ है
ಆಕಾರ,"पहलू, पक्ष, दृष्‍टि"
ಆಪಾದನೆ,लांछन
ಹತ್ಯೆ,"हत्या, हनन"
ದಾಳಿ,हमला
ಜೋಡಿಸು,"जुटना, एकत्र होना, इकट्ठा होना, जोड़ना, सम्मिलित करना, एकत्र करना"
ಸಭೆ,"सभा, जमाव"
ಒಪ್ಪು,अनुमति
ಪ್ರತಿಪಾದಿಸು,"दृढ़ता से कहना, जोर देकर कहना"
ಮೌಲ್ಯಮಾಪಕ,निर्धारिती
ಮೌಲ್ಯಮಾಪನ,निर्धारण
ಮೌಲ್ಯಮಾಪನ ವರ್ಷ,निर्धारण वर्ष
ಮೌಲ್ಯಮಾಪಕ,"कर-निर्धारक, असेसर"
ಸ್ವಸಮಾನಗಳು,परिसंपत्‍ति
ನಿಯೋಗಿ,समनुदेशिती
ನಿಯೋಜನೆ,"समनुदेशन, सुपुर्द काम"
ನಿಯೋಜಕ,समनुदेशक
ಸಹಾಯ,"सहायता, मदद"
ಜೊತೆಗಾರ,"सह, सहयुक्‍त, सम्मिलित करना, सहयुक्‍त करना"
ಸಂಘ,"संघ, संगम, संबंध, साहचर्य"
ಚಾರ್ಜ್ನ umption ಹೆ,कार्यभार-ग्रहण
ಭರವಸೆ,"आश्‍वासन, बीमा, हस्तांतरण पत्र"
ಅಶ್ಯೂರೆನ್ಸ್ ಕಂಪನಿ,बीमा कंपनी
ಭರವಸೆ ಕೊಡು,आश्‍वस्त करना
ರಿಯಾಯಿತಿಯಲ್ಲಿ,बट्टे पर
ಪರಮಾಣು ಶಕ್ತಿ,परमाणु शक्‍ति
ಸಮನಾಗಿ,सममूल्य पर
ಪ್ರೀಮಿಯಂನಲ್ಲಿ,"बढ़े मूल्य पर, अधिमूल्य पर, प्रीमियम पर"
ಲಗತ್ತಿಸು,"साथ लगाना, संलग्न करना, कुर्की करना"
ಲಗತ್ತಿಸಲಾದ ಕಚೇರಿ,संलग्न कार्यालय
ಬಾಂಧಾಣ,"संलग्नक, कुर्की"
ಲಗತ್ತು ಆದೇಶ,कुर्की आदेश
ಸಾಧನೆ,"लब्धि, प्राप्‍ति"
ಪ್ರಯತ್ನ,"प्रयत्‍न करना, प्रयत्‍न"
ಹಾಜರಾತಿ,"उपस्थिति, हाजि़री"
ಹಾಜರಾತಿ ನೋಂದಣಿ,"उपस्थिति पंजी, हाजि़री रजिस्टर"
ಹಾಜರಾತಿ ಸ್ಲಿಪ್,उपस्थिति पर्ची
ಗಮನ,"ध्यान, सावधान"
ದೃestೀಕರಣ,"अनुप्रमाणन, तसदीक़"
ದೃ ested ೀಕರಿಸಿದ ಪ್ರತಿ,"अनुप्रमाणित प्रति, साक्ष्यांकित प्रति"
ವರ್ತನೆ,अभिवृत्‍ति
ಆಕರ್ಷಕ ಸಂಬಳ,आकर्षक वेतन
ಹರಾಜು,नीलामी
ಹರಾಜುದಾರ,नीलामकर्ता
ಹರಾಜು ಮಾರಾಟ,नीलामी बिक्री
ಪ್ರೇಕ್ಷಕರು,"श्रोता, दर्शक, सुनवाई, दर्शन"
ಆಡಿಯೊ ದೃಶ್ಯ ಪ್ರದರ್ಶನ,दृश्य-श्रव्य प्रदर्श
ಆಡಿಯೋ ದೃಶ್ಯ ಪ್ರಚಾರ,दृश्य-श्रव्य प्रचार
ಲೆಕ್ಕಪರಿಶೋಧನೆ,"लेखापरीक्षा, संपरीक्षा"
ಲೆಕ್ಕಪರಿಶೋಧಿತ ಖಾತೆಗಳು,"परीक्षित लेखा, संपरीक्षित लेखा"
ಲೆಕ್ಕಪರಿಶೋಧಿತ ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್,समपरीक्षित तुलनपत्र
ಲೆಕ್ಕಾಚಾರ,लेखा परीक्षण
ಲೆಕ್ಕಪರಿಶೋಧನೆ,लेखापरीक्षा आपत्‍ति
ಲೆಕ್ಕಪರಿಶೋಧಕರ ವರದಿ,लेखापरीक्षक की रिपोर्ट
ಸಭಾಪತಿ,प्रेक्षागृह
ಲೆಕ್ಕಪರಿಶೋಧನೆ,लेखापरीक्षा पैरा
ಲೆಕ್ಕಪರಿಶೋಧನೆ,लेखापरीक्षा रिपोर्ट
ಕಠಿಣತೆ,मितोपभोग
ಕಠಿಣತೆ ಕ್ರಮಗಳು,मितोपभोग उपाय
ಅಧಿಕೃತ,प्रामाणिक
ಅಧಿಕೃತ ಪ್ರತಿನಿಧಿ,प्राधिकृत प्रतिनिधि
ಅಧಿಕೃತವಾದ,"प्राधिकृत, प्राधिकारिक"
ಅಧಿಕಾರ,"(व्यक्‍ति) प्राधिकारी, प्राधिकार, प्राधिकरण, अधिकारी विद्‌वान"
ಅಧಿಕಾರ ಪತ್ರ,प्राधिकार पत्र
ಅಧಿಕಾರಾವಧ,प्राधिकृत
ಅಧಿಕೃತ ಬಂಡವಾಳ,प्राधिकृत पूंजी
ಸ್ವಯಂಚಾಲಿತ,स्वचालित
ಸ್ವಾಯತ್ತ,स्वायत्‍त
ಸ್ವಾಯತ್ತ ದೇಹ,स्वायत्‍त निकाय
ಸ್ವಾಯತ್ತತೆ,स्वायत्‍तता
ಸಹಾಯಕ,सहायक
ಲಭ್ಯ,"प्राप्य, उपलब्ध"
ಸರಾಸರಿ,"औसत, सामान्य"
ಸರಾಸರಿ ರಜೆ,औसत छुट्टी
ನಿವಾರಣೆ,विरुचि
ತಪ್ಪಿಸು,बचा लेना
ತಪ್ಪಿಸಲು,"परिहार करना, परिवर्जन करना, से बचना"
ತೆರಿಗೆ ತಪ್ಪಿಸುವುದು,कर देने से बचना
ಕಾಯುತ್ತಿರುವ,प्रतीक्षित
ಪ್ರಶಸ್ತಿ,"पंचाट, अधिनिर्णय, पुरस्कार, प्रदान करना"
ಪ್ರಶಸ್ತಿ ಪ್ರಾಧಿಕಾರ,अधिनिर्णयन प्राधिकारी
ಅ ೦ ಗಿರುವಿಕೆ,जागरूकता
ಹಿತ್ತಲಿನ,पूर्व-दिनांकित
