Marathi,Gujarati
अ‍ॅग्रोबॅक्टीरियम ट्यूमेफेसियन्स,એગ્રોબેક્ટેરિયમ ટ્યુમેફેસિઅન્સ
अ‍ॅग्रोकेमिकल,કૃષિ -તકનીકી
अ‍ॅग्रोकेमिकल,કૃષિ -તકનીકી
अ‍ॅग्रोक्लिमॅटिक झोन,કૃષિ -ક્ષેત્ર
कृषी गुणधर्म,કૃષિવિજ્ trાન
अ‍ॅग्रोनॉमी,કૃષિવિજ્yાન
एड्स,સહાય
एअर मूत्राशय,હવાઈ ​​મૂત્રાશય
वातानुकूलन,હવાઈ ​​કન્ડિશનર
हवाई रस्ता,હવાઈ ​​માર્ગ
वायू प्रदूषण,હવા પ્રદૂષણ
एअर थैली,હવાઈ ​​કોથળી
एअर व्हॅक्यूओल,હવાઈપૂટી
हवाई श्वास,હવાઈ ​​શ્વાસ
अलेन,અણીદાર
अ‍ॅलरी स्नायू,અણીદાર સ્નાયુ
अलास्कन तपकिरी अस्वल,અલાસ્કા બ્રાઉન રીંછ
अल्बिनो,કોયડો
अल्बुगो,કાંચક
अल्बमिन,આલ્બ્યુબિન
अल्ब्युमिनस बियाणे,શામક બીજ
अल्बमिनुरिया,આલ્બમિન્યુરિયા
अल्बर्नम,આવરણ
Lescedae,અણી
Ld ल्डिहेडे,શણગાર
Ld ल्डोस्टेरॉन सिस्टम,મિથોસ્ટેરોન
अ‍ॅल्डोस्टेरॉन,અલડોસ્ટેરા
अलेरोन लेयर,Alલ્યુરોન સ્તર
अलेरोप्लास्ट,એક જાતનો અવાજ
अल्फल्फा,એક જાતની કળા
अल्गल ब्लूम,એલ્ગલ મોર
अल्गिन,જાસૂસ
एलियन डीएनए,પરાયું ડીએનએ
एलियन प्रजाती,પરિયન જાતિઓ
संरेखन,ગોઠવણી
संरेखन,ગોઠવણી
एलिमेंटरी कालवा,ઉદાર નહેર
एलिमेंटरी सिस्टम,અંતરીલ પદ્ધતિ
अलिसमासेस,અણી
अल्कलॉइड,ક્ષુદ્ર
अल्कधर्मी,ક્ષુદ્ર
अल्काप्टोनुरिया,આલ્કીપ્ટોન્યુરિયા
अलांटोइस,અણી
अ‍ॅलेल वारंवारता,એલીલ આવર્તન
अ‍ॅलेल,એલીલ
Lel लोमॉर्फिक जोडी,એલેલોમોર્ફિક જોડી
L लर्जीन,એલર્જન
अ‍ॅलिगेटर,મગર
अ‍ॅलियम सेपा,એલીયમ સી.પી.ઇ.પી.એ.
अ‍ॅलोगॅमी,સહ -સંબંધ
अ‍ॅलोग्राफ्ट,અલગ
अ‍ॅलोपॅट्रिक स्पेशिएशन,એલોપેટ્રિક સ્પષ્ટીકરણ
Ol लोपोलिपॉइड,ફિલોપ્લોઇડ
अ‍ॅलोस्टेरिक प्रभाव,એલોસ્ટીક અસર
अ‍ॅलोस्टेरिक एंझाइम,એલોસ્ટીક ઉત્સુક
अ‍ॅलोस्टेरिक इनहिबिटर,એલોસ્ટીક અવરોધક
अ‍ॅलोस्टेरिक मॉड्यूलेशन,ખેલ -મોડ્યુલેશન
अ‍ॅलोस्टेरिक साइट,એલોસ્ટીક સ્થળ
अ‍ॅलोस्टेरिक इनहिबिशन,એલોસ્ટીક અવરોધ
अ‍ॅलोटेट्रॅप्लॉइड,એલોટેટ્રાપ્લોઇડ
अल्नस,કૃતિ
कोरफड,કુંવાર
On क्सॉनच्या बाजूने,ચેતાક્ષની સાથે
अल्फा-अँटीट्रिप्सिन,આલ્ફા-એન્ટાઇટ્રિપ્સિન
अल्फा-लेक्टलब्यूमिन,અણી
अल्पाइन हवामान स्थिती,આધ્યાત્મિક આબોહવાની સ્થિતિ
अल्पाइन कुरण,ઘાસચારો
अल्पाइन झोन,આલ્પાઈન ઝોન
अल्स्टोनिया,અલ્ટોનીયા
अल्टरनेरिया,અનાદર
वैकल्पिक,વૈભવી
पिढीचे पर्यायी,એકાંત
उंची आजारपण,Altણ માંદગી
समुद्रसपाटीपासूनची उंची,Altંચાઈ
अल्व्होलर नलिका,મૂર્ત નળી
एलिटेस,પહાડી
अल्झायमर रोग,અલ્ઝાઇમર રોગ
अमॅक्रिन सेल,આદિક કોષ
अमरॅन्थेसी,અમરાન્થેસી
अमरॅन्थस,અમરાન્થસ
वातावरणीय ऑस्मोटिक एकाग्रता,આસપાસના ઓસ્મોટિક એકાગ્રતા
अ‍ॅम्बिस्टोमा,મંગળિયા
अमाइड,કાર્યરત થવું
अमिनो आम्ल,એમિનો એસિડ
अमीनो acid सिड स्वीकारणारा,એમિનો એસિડ સ્વીકારનાર
एमिनोआसिल टी आरएनए सिंथेथेस,એમિનોસિલ ટી આર.એન.એ.
एमिनोआसिलेशन,જાદુગરી
अमिटोसिस,ક્ષુત્વ
अमोनिया,તરંગ
अमोनिफिकेशन,ચંદ્ર
अमोनोटेलिझम,દ્વેષીકરણ
अ‍ॅम्निओसेन्टेसिस,મૈવસેન્ટિસીસ
अ‍ॅम्निओसेन्टेसिस तंत्र,મણકાલોની તકનીક
अ‍ॅम्निओसाइट,Amnoocyte
अम्नियन,મૈથુન
गर्भाशयातील द्रव,મણિ -પ્રવાહી
अम्नीओटिक झिल्ली,મખરોધ
अम्नीओटिक थैली,મખસુડ
अमोबा,અમીર
अमीबोसाइट,એમોએબોસાઇટ
अमोबॉइड,અમીર
अ‍ॅमोबॉइड लिम्फोसाइट,એમોએબોઇડ લિમ્ફોસાઇટ
अ‍ॅमोबॉइड चळवळ,એમીબોઇડ આંદોલન
अनाकार,આકારહીન
रक्कम,રકમ
अ‍ॅम्फेटामाइन,મેફેટેમાઇન
उभयचर,ઉન્માદ
उभयचर,ઉન્માદ
उभयचर,ઉન્માદ
अ‍ॅम्फिओक्सस,Amન
अ‍ॅम्फिओक्सस लॅन्सोलाटस,Amણપત્ર
अ‍ॅम्फिपाथिक,ઉભય
अ‍ॅम्फिपाथिक लिपिड,ઉભયપથિક લિપિડ
अ‍ॅम्फिसार्का,Amતરતી કળા
अ‍ॅम्पिसिलिन,જાદુઈ
अ‍ॅम्पुल्ला,Amાંકી
अ‍ॅम्प्युलरी ग्रंथी,Amકલી ગ્રંથિ
अ‍ॅमीगडल,મસ્તક
अ‍ॅमीगडेल,એમીગડેલ
अ‍ॅमीग्डालिन,એમીગડાલિન
अ‍ॅमिलेज,સ્ફોટક
अ‍ॅमिलोप्लास्ट,મેલીલોપ્લાસ્ટ
अनाबेना,અનોડો
अनबास,અનોડો
अ‍ॅनाबॉलिक मार्ग,એનાબોલિક માર્ગ
अ‍ॅनाबोलिझम,અનોખા
अ‍ॅनाकार्डियासी,અનોખા
अशक्तपणा,રખડુ
अनरोब,એનોરોબ
अनॅरोबिक इंधन,એંટરોબિક બળતણ
अनरोबिक श्वसन,એંકોરોબિક શ્વસન
अनॅरोबिक गाळ डायजेस्टर,એનારોબિક કાદવ પાચક
अनॅरोबिक,એંટરો
अनाईमा,અનોદ
गुदद्वारासंबंधीचा,ગુદા
गुदद्वारासंबंधीचा,ગુદા
गुदद्वारासंबंधीचा छिद्र,ગુદા છિદ્ર
गुदद्वारासंबंधीचा सेर्सी,ગુદા સર્કી
गुद्द्वार लूप,ગુદા લૂપ
गुद्द्वार शैली,ગુદા શૈલી
समान,સમાન
समान,સમાન
समानता,સાદ્રશ્ય
समानता,સાદ્રશ્ય
विश्लेषण,વિશ્લેષણ
अनाफेस,એફેઝ
शरीरशास्त्र अडथळा,એનાટોમિક અવરોધ
शारीरिक पैलू,શરીરરચનાવિષયક પાસા
शरीरशास्त्रज्ञ,શરીરરચનાવિજ્istાની
शरीरशास्त्र,શરીરરચના
पूर्वज वंशज अनुक्रम,પૂર્વજ વંશજ અનુક્રમ
वडिलोपार्जित वंश,પૂર્વજોનો વંશ
वडिलोपार्जित क्रम,પૂર્વજો
एन्सिलोस्टोमा,આદ
एंड्रोइसीयम,જનનુભારી
एंड्रोजेन,થાંભલા
अशक्तपणा,રખડુ
Enemone,ક anંગું
Eneuploid,Anડતું
Eneuploidy,Anન
एनजाइना,કંઠમાળ
एंजिओग्राम,ઝેરગ્રામ
एंजियोग्राफ,ઝ પણરો
एंजियोग्राफी,ઝળહળાકાર
एंजियोप्लास्टी,રંગની કળા
एंजिओस्पर्म,કણક
अँजिओटेन्सिन,રંગગતિ
एंजियोटेंसीनोजेन,રંગગતિ
अँगलर फिश,કોઠાર માછલી
एंगुइना,ઓગળવી
एंगुइस,અંગૂઠા
प्राणी,પશુ
प्राणी,પશુ
प्राणी शेण,પ્રાણીનું છાણ
पशुसंवर्धन,પશુપાલન
अ‍ॅनिमल कॅरिओटाइपिंग,પશુ કેરીયોટાઇપિંગ
प्राण्यांचे राज्य,પ્રાણીસૃષ્ટિ
प्राणी ऊतक,પશુ પેશી
अ‍ॅनिमालिया,પોલાણ
आयन,ઠગ
एनिसोट्रॉपिक बँड,એશિશ
En नीलिंग,Ingંચે ચપટી
अ‍ॅनेलिड,નેલિડ
अ‍ॅनेलिडा,Annણપુટી
वार्षिक रिंग,વાર્ષિક
एनुलेटेड,ઉશ્કેરાયેલું
एन्युले,વાંકું
विसंगती प्रकार,વિસંગત પ્રકાર
अ‍ॅनोफेल्स,પર્વતમાળા
मुंगी खाणारा,કીડી
विरोधी,વિરોધી
अंटार्क्टिक,એન્ટાર્કટિક
अँटेना,એન્ટેના
अँटेना कॉम्प्लेक्स,એન્ટેના સંકુલ
अँटेनल ग्रंथी,દ્વેષી ગ્રંથિ
पूर्ववर्ती (व्हेंट्रल) ग्रे हॉर्न,અગ્રવર્તી (વેન્ટ્રલ) ગ્રે હોર્ન
आधीचा हायपोफिसिस,અગ્રવર્તી હાયપોફિસીસ
पूर्ववर्ती इंटरव्हेंट्रिक्युलर सल्कस,અગ્રવર્તી ઇન્ટરન્ટિક્યુલર સલ્કસ
अँथर,ગૂંથ મારવો
अँथर संस्कृती,એન્થર સંસ્કૃતિ
अँथेरिडियम,માદક દ્રવ્યો
अँथेरोझॉइड,એન્થેરોઝોઇડ
अँथोसेरोस,એન્થોસેરોસ
अँथोसेरोटोप्सिडा,એન્થોસેરોટોપ્સિડા
अँथ्रॅक्स,એક જાતની નશરીય
अँथ्रोपोजेनिक विलोपन,માનવશાસ્ત્ર
मानववंशशास्त्र,માનવશાસ્ત્ર
अँटीबैक्टीरियल,એન્ટિબેક્ટેરનું
अँटीबायोटिक पेनिसिलिन,એન્ટિબાયોટિક પેનિસિલિન
प्रतिजैविक प्रतिरोधक,એન્ટિબાયોટિક પ્રતિરોધક
प्रतिजैविक (ओ),એન્ટિબાયોટિક (ઓ)
प्रतिपिंडे,એન્ટિબોડી
अँटीबॉडी जोडपे,એન્ટિબોડી દંપતી
प्रतिपिंडे मध्यस्थ प्रतिकारशक्ती,એન્ટિબોડી મધ્યસ્થી
अँटीकोआगुलंट,એન્ટીકોએગ્યુલેંટ
अँटीकोडॉन लूप,એન્ટિકોડન લૂપ
प्रतिरोधक,એન્ટીડિપ્રેસ
अँटीडियुरेटिक हार्मोन (एडीएच),એન્ટિડ્યુરેટિક હોર્મોન (એડીએચ)
अँटीजेन जनुक,જનીન
अँटीजेन-अँटीबॉडी कॉम्प्लेक्स,એન્ટિજેન-એન્ટિબોડી સંકુલ
प्रतिजैविक निर्धारक,એન્ટિજેનિક નિર્ધારક
विरोधी घटक,અસાધારણ પરિબળ
अँटीऑक्सिडेंट,વિરોધી
अँटीपोडल न्यूक्लियस,એન્ટિપોડલ ન્યુક્લિયસ
अँटी-सेन्स आरएनए,સમૃદ્ધ આર.એન.એ.
अँटीवायरल प्रथिने,એન્ટિવાયરલ પ્રોટીન
अँट्रम,એન્ટ્રમ
Anucleate,સસલું
गुद्द्वार,ગુદા
चिंता डिसऑर्डर,અસ્વસ્થતા
महाधमनी कमान,એરોર્ટિક કમાન
महाधमनी गँगलियन,એરોર્ટિક ગેંગલીયન
महाधमनी सेमीलूनर वाल्व,એરોર્ટિક સેમિલ્યુનર વાલ્વ
महाधमनी वाल्व्ह,એરોર્ટિક વાલ્વ
एपीसी (अनाफेस प्रोत्साहन कॉम्प्लेक्स),એપીસી (સંકુલને પ્રોત્સાહન આપતા એનાફેસ)
अपीलिक पूर्वज,પૂર્વજ
Ph फिड,Apષધ
Ph फ्रोडाईट,ફેળખી
एपिकल वर्चस्व,મડાગાંઠ
एपिकल पॅड,સical
एपिकल्चर,મધમાખી
एपीआयएस इंडिका,સધ્ધર
अप्प्लानोस्पोर,પ્રપંચી
अप्लिसिया,Lyંચે જનનુસાર
अपोकार्पा,શોક
अपोकार्पस,જનનુભુના
अपोकार्पस अंडाशय,નમ્ર અંડાકાર
अपोक्राइन ग्रंथी,શરદી
अपोएन्झाइम,ઉપલોક
Apomict,કોશિશ
अपोमिक्सिस,અનુવાદ
अपोप्लाझम,Apળપડી
अपोप्लास्टिक मार्ग,Apપચારિક માર્ગ
अ‍ॅपॉप्टोसिस,એપોપ્ટોસિસ
उपकरणे,ઉપકરણ
परिशिष्ट सांगाडा,પરિપ્રેક્ષ્ય
कॅकमचे परिशिष्ट,ક caકમનું પરિશિષ્ટ
Apple पल गोगलगाय,સફરજન
जलचर,જળચરઉછેર
एक्वापोरिन,જળરોગ
जलचर उभयचर,જળચર
जलीय फॉर्म,જળચર
जलचर निवासस्थान,જળચર રહેઠાણ
जलीय जीव,જળચર સજીવ
जलचर वनस्पती,જળચર સંયંત્ર
जलीय श्वसन,જળચર શ્વસન
जलीय द्रव,જલીય પ્રવાહી
जलीय ह्यूमर,જલીય ભેજ
जलीय इंट्रा-सेल्युलर फ्लुइड,જલીય ઇન્ટ્રા-સેલ્યુલર પ્રવાહી
जलीय नमुना,જલીય નમૂના
जलीय समाधान,જલી ઉકેલ
एक्विला,પાણી
अरबीडोप्सिस,અરબીડોપ્સિસ
अराच्नीडा,ક arંગન
अराच्नॉइड,અણીદાર
अरेनियस,અરાજક
आर्बोरेंट,અવસ્થામાં
आर्बोरसेंट लाइकोपॉड,આર્બોરેસન્ટ લાઇકોપોડ
आर्चीबॅक्टेरिया,પુરાતત્ત્વીય
आर्चेगोनियम,પુરાતત્વ
द्वीपसमूह,દ્વીપસમૂહ
आर्क्टिक,આર્ક્ટિક
आर्क्टिक टर्न,આર્ક્ટિક ટર્ન
आर्क्टिक टुंड्रा,આર્ક્ટિક ટુંડ્ર
आर्दिया,આર્દિયા
आयरोलर टिश्यू,અનિયંત્રિત પેશી
अर्गेमोन (काटेकोर खसखस),આર્ગેમોન (કાંટાદાર ખસખસ)
अर्गेमोन मेक्सिकाना,આર્જેમોન મેક્સિકોન
आर्जिनिन,આદુ
शुष्क प्रदेश,પગે પ્રદેશ
अरिस्टोलोचियासी,Arંચે
आर्म फीडिंग,હાથોહારી
आर्मी किडे,સૈન્યની કીટ
एआरआयडी,Arોળવું
सुगंध,સુગંધ
अरेस्टर,કરચલો
आर्टेमिसिया,કલાત્મક
धमनी सिस्टोलिक,ધમની સિસ્ટોલિક
आर्टेरिओस्क्लेरोटिक,ખળભળાટવાળું
आर्थ्रोपॉड,આર્થ્રોપોડ
संधिवात,સંધિવા
आर्थ्रोपोडा,આર્થ્રોપોડા
आर्टिक्युलर कूर्चा,લેખક કાર્ટિલેજ
अभिव्यक्ती,સ્પષ્ટ
स्पष्ट,સ્પષ્ટ
कृत्रिम पेसमेकर,કૃત્રિમ પેસમેકર
कृत्रिम निवड,કૃત્રિમ પસંદગી
आर्टोकार्पस हेटरोफिलस,આર્કાર્પસ હેટોરોફિલસ
एस्बेस्टोस फायबर,સુશોભિત
एस्बेस्टोसिस,એસ્બેસ્ટોસિસ
एस्केरिस,એક જાતનું
चढत्या क्रोमॅटोग्राफी,ચડતી ક્રોમેટોગ્રાફી
Ascidia,હાસ્ય
एएससीआयडीयन,શણગારું
एस्कोकार्प,અકસ્માત
एस्कॉमीसेट्स,દૃ asતા
एस्कॉर्बिक acid सिड,એસર્બિક એસિડ
एस्कोपोर,ગિરિણી
एस्कस,અકસ્માત
सेपेटेट,દંગાહી
अलौकिक पुनरुत्पादन,અજાતીય પ્રજનન
अलौकिक बीजाणू,અજાતીય બીજકણ
शतावरी सिंथेथेस,શારરી
शतावरी,શતાવરીનો શતાાયણ
एस्पार्टिक acid सिड,જાસૂસ એસિડ
एस्परगिलस नायजर,સ્રાવ નાઇજર
एस्परगिलस,અકસ્માત
एपोडेलस टेनुइफोलियस,અફડેલસ ટેન્યુફોલિયસ
अ‍ॅस्पिरिन,તુરંત
परख,પરાકાષ્ઠા
असेंब्लीज,એકત્રીકરણ
आत्मसात करण्याची कार्यक्षमता,આત્મસાત કાર્યક્ષમતા
आत्मसात करणारे मूळ,આત્મસાતુ મૂળ
सहाय्यक पुनरुत्पादक तंत्र,પ્રજનન તકનીક
असोसिएशन क्षेत्र,મંડળનો વિસ્તાર
असोसिएटिव्ह सहजीवन,સહ -સહજીવન
वर्गीकरण आणि पुनर्संयोजन,ભાત અને પુનર્વસન
घटकांची वर्गीकरण,પરિબળ ભાત
अस्टाकस,અજાણ
Asteraceae,જસ્ટરી
एस्टेरेल्स,ખંડ
लघुग्रह,ગ્રહ
दमा,અસ્થમા
अ‍ॅस्ट्रॅगलस गमिफर,એસ્ટ્રાગાલસ ગમ્ફર
सूक्ष्म स्पिंडल पोल,અપાર્થિવ સ્પિન્ડલ ધ્રુવ
खगोलशास्त्रज्ञ,ખગોળશાસ્ત્રી
असममित कॅरिओटाइप,અસમપ્રમાણ કેરીયોટાઇપ
असममित,અસમપ્રમાણ
एथेरोमॅटस,વિધવાલાને લગતું
एथेरोस्क्लेरोसिस,વિધવાલા
एथेरोस्क्लेरोटिक प्लेक,એથરોસ્ક્લેરોટિક તકતી
नकाशांचे पुस्तक,નગરો
Las टलस व्हर्टेब्रा,એટલાસ વર્ટેબ્રા
वातावरण,વાતાવરણ
वातावरणीय,વાતાવરણીય
वातावरणीय इनपुट,વાતાવરણીય ઇનપુટ્સ
अणु शक्ती मायक्रोस्कोप,અણુ બળ માઇક્રોસ્કોપ
अणू,અણુ
एटीपी एएसई,એ.ટી.પી.
एट्रियल कॉन्ट्रॅक्शन,ભયંકર સંકોચન
एट्रियल फायब्रिलेशन,સુશોભિત ફાઇબરિલેશન
एट्रियल नॅट्युरेटिक फॅक्टर (एएनएफ),એટ્રિલ નેટ્યુરેટિક ફેક્ટર (એએનએફ)
एट्रियल नोड,એટ્રિલ નોડ
एट्रियल सिस्टोल,એટ્રિલ સિસ્ટોલ
एट्रिओव्हेंट्रिक्युलर नोड,અતિશય નોડ
एट्रिओव्हेंट्रिक्युलर वाल्व,અતિશય વાલ્વ
अट्रियम (पीटरिया),કર્ણક
अट्रियम (पीटरिया),કર્ણક
अट्रोपा बेलॅडोना,એટરોપા બેલાડોના
अ‍ॅट्रोफी,કૃશતા
अ‍ॅट्रोपिन अल्कलॉइड,આલ્કલોઇડ
संलग्नक प्लेट,જોડાણ પ્લેટ
श्रवणविषयक कॉर्टेक्स,શ્રદ્ધા
औलोसिरा,અનોલોસિરા
ऑरिकल (ऑरिकुला),Ur રિકલ (ur રિક્યુલા)
ऑरिकल (ऑरिकुला),Ur રિકલ (ur રિક્યુલા)
ऑरिकल (ऑरिकुला),Ur રિકલ (ur રિક્યુલા)
ऑरिकल (ऑरिकुला),Ur રિકલ (ur રિક્યુલા)
ऑस्ट्रेलोपीथिसिन,Australગરોપિથિસિન્સ
ऑटेकोलॉजी,આરણવિજ્ologyાન
स्वयंचलित डीएनए सिक्वेंसर,સ્વચાલિત ડીએનએ સિક્વેન્સર
ऑटोपॉलिपॉइड,સ્વોલપ્લોઇડ
ऑटोनॅलिझर,ઓટોનાલિસર
ऑटोगॅमी,સ્વતસ્તરી
ऑटोगॅमी,સ્વતસ્તરી
