Hindi,Punjabi
"अनुरूपता, संगति",ਦੇ ਅਨੁਸਾਰ
तदनुसार,ਇਸ ਅਨੁਸਾਰ
"लेखा, खाता, हिसाब",ਖਾਤਾ
जवाबदेही,ਜਵਾਬਦੇਹੀ
"जवाबदेह, देनदार",ਜਵਾਬਦੇਹ
"लेखा विधि, लेखा कार्य",ਖਾਤੇ ਦੀ
लेखाकार,ਲੇਖਾਕਾਰ
"कारण बताना, लेखा-जोखा देना",ਲਈ ਖਾਤਾ
लेखा-शीर्ष,ਖਾਤਾ ਸਿਰ
प्रोद्‌भूत हितलाभ,ਇਕੱਠਾ ਕੀਤਾ ਲਾਭ
प्रोद्‌भूत पेन्शन,ਇਕੱਠੀ ਕੀਤੀ ਪੈਨਸ਼ਨ
"संचय, संचयन",ਇਕੱਠਾ
"यथार्थता, परिशुद्‌धता",ਸ਼ੁੱਧਤਾ
"यथार्थ, सही, परिशुद्‌ध",ਸਹੀ
अभियोग लगाना,ਦੋਸ਼ ਲਾਉਂਦਾ ਹੈ
अभियुक्‍त,ਦੋਸ਼ੀ
उपलब्‍धि,ਪ੍ਰਾਪਤੀ
"पावती, प्राप्‍ति सूचना, अभिस्वीकृति",ਪ੍ਰਵਾਨਗੀ
"पावती पत्र, रसीदी",ਬਣ ਰਹੇ
"(व्यक्‍ति) परिचित, परिचय",ਜਾਣ-ਪਛਾਣ
"अधिग्रहण, अर्जन",ਗ੍ਰਹਿਣ
"भुगतान, भरपाई, निस्तारण",ਬਰੀ
"कार्य, कृत्य, अधिनियम",ਐਕਟ
कार्यकारी भत्‍ता,ਅਦਾਕਾਰੀ ਭੱਤਾ
"कार्रवाई, क्रिया, कार्य, संघर्ष",ਕਾਰਵਾਈ
कार्य योजना,ਕਾਰਵਾਈ ਜੁਗਤ
सक्रिय,ਕਿਰਿਆਸ਼ੀਲ
"सक्रियता से, सक्रियतापूर्वक",ਸਰਗਰਮੀ ਨਾਲ
"कर्मठ कार्यकता, सक्रियतावादी",ਕਾਰਜਕਰਤਾ
दैव कृत्य,ਰੱਬ ਦਾ ਕੰਮ
कदाचार,ਦੁਰਵਿਵਹਾਰ ਦਾ ਕੰਮ
भूल-चूक,ਕਮਿਸ਼ਨ ਅਤੇ ਗਲਤੀ ਦਾ ਕੰਮ
वास्तविक,ਅਸਲ
वास्तविक आंकडे,ਅਸਲ
"अनुकूलन, रूपांतर",ਅਨੁਕੂਲਤਾ
"योग, जोड़, परिवर्धन",ਜੋੜ
अतिरिक्‍त प्रभार,ਅਤਿਰਿਕਤ ਚਾਰਜ
अतिरिक्‍त निधि,ਵਾਧੂ ਫੰਡ
अतिरिक्‍त अनुदान,ਅਤਿਰਿਕਤ ਗ੍ਰਾਂਟ
"अतिरिक्‍त सूचना, अतिरिक्‍त जानकारी",ਵਧੀਕ ਜਾਣਕਾਰੀ
अतिरिक्‍त वेतन,ਵਾਧੂ ਤਨਖਾਹ
परिवर्तन-परिवर्धन,ਜੋੜ ਅਤੇ ਤਬਦੀਲੀ
"पता, अभिभाषण, संबोधन, संबोधित करना, मानपत्र, विचार करना",ਪਤਾ
"पाने वाला, प्रेषिती",ਐਡਰੈਸਸ
अभिनंदन पत्र,ਸਵਾਗਤ ਦਾ ਪਤਾ
पर्याप्‍त,ਕਾਫ਼ੀ
"पर दृढ़ रहना, पर जमे रहना",ਦਾ ਪਾਲਣ ਕਰੋ
तदर्थ,ਐਡ ਹੋਕ
तदर्थ दावा,ਐਡਹਕ ਕਲੇਮ
तदर्थ समिति,ਐਡਹੌਕ ਕਮੇਟੀ
तदर्थ वृद्‌धि,ਐਡਹੌਕ ਵਾਧਾ
तदर्थ भुगतान,ਐਡਹੌਕ ਭੁਗਤਾਨ
‍पार्श्‍वस्थ,ਨਾਲ ਲੱਗਦੀ
"लगा होना, सटा होना",ਨਾਲ ਲੱਗਦੀ (= ਸੰਜੋਗ)
स्थगन,ਮੁਲਤਵੀ
"स्थगन प्रस्ताव, काम रोको प्रस्ताव",ਮੁਲਤਵੀ ਮੋਸ਼ਨ
न्यायनिर्णीत करना,ਇਜਾਜ਼ਤ
न्यायनिर्णय करना,ਨਿਰਣਾਇਕ
न्यायनिर्णयन,ਨਿਰਣਾ
न्यायनिर्णायक,ਨਿਰਣਾਇਕ
समायोजन,ਵਿਵਸਥਾ
"प्रशासन करना, देना, दिलाना, व्यवस्था करना",ਪ੍ਰਬੰਧਿਤ
शपथ दिलाना,ਸਹੁੰ ਪ੍ਰਬੰਧ
प्रशासन,ਪ੍ਰਸ਼ਾਸਨ
न्याय-प्रशासन,ਜਸਟਿਸ ਦਾ ਪ੍ਰਬੰਧਨ
प्रशासनिक,ਪ੍ਰਬੰਧਕੀ
प्रशासनिक कार्रवाई,ਪ੍ਰਬੰਧਕੀ ਕਾਰਵਾਈ
प्रशासनिक मूल्यांकन,ਪ੍ਰਬੰਧਕੀ ਮੁੱਲ
प्रशासनिक अनुमोदन,ਪ੍ਰਬੰਧਕੀ ਪ੍ਰਵਾਨਗੀ
प्रशासनिक प्राधिकारी,ਪ੍ਰਬੰਧਕੀ ਅਥਾਰਟੀ
प्रशासनिक नियंत्रण,ਪ੍ਰਬੰਧਕੀ ਨਿਯੰਤਰਣ
प्रशासनिक निर्णय,ਪ੍ਰਬੰਧਕੀ ਫੈਸਲਾ
प्रशासकीय विभाग,ਪ੍ਰਬੰਧਕੀ ਵਿਭਾਗ
प्रशासनिक प्रधान,ਪ੍ਰਬੰਧਕੀ ਸਿਰ
प्रशासनिक मुख्यालय,ਪ੍ਰਬੰਧਕੀ ਹੈੱਡਕੁਆਰਟਰ
प्रशासनिक उपाय,ਪ੍ਰਬੰਧਕੀ ਉਪਾਅ
"प्रशासी शक्‍ति, प्रशासनिक शक्ति",ਪ੍ਰਬੰਧਕੀ ਪਾਵਰ
प्रशासनिक मंजूरी,ਪ੍ਰਬੰਧਕੀ ਮਨਜੂਰੀ
"प्रशासन तकनीक, प्रशासनिक प्रविधि",ਪ੍ਰਬੰਧਕੀ ਤਕਨੀਕ
प्रशासनिक अधिकरण,ਪ੍ਰਬੰਧਕੀ ਟ੍ਰਿਬਿ al ਨਲ
ग्राह्‌यता: स्वीकार्यता,ਮੰਨਣਯੋਗਤਾ
ग्राह्‌य व्यय,ਮੰਨਣਯੋਗ ਖਰਚ
"प्रवेश करने देना, अंदर आने देना, स्वीकार करना, प्रविष्‍ट करना, दाखिल करना, दाखिला देना",ਮੰਨ ਲਓ
"प्रवेश पत्र, प्रवेश पत्रक",ਐਡਮਿਟ ਕਾਰਡ
"प्रविष्‍ट दाखिल, स्वीकृत",ਦਾਖਲ
भर्त्‍सना करना,ਅਸ਼ੁੱਧ
दत्‍तक,ਗੋਦ
दत्‍तकगृहीता,ਗੋਣਾਟਰ
"अंगीकरण, दत्‍तक-ग्रहण",ਗੋਦ ਲੈਣਾ
"प्रौढ, वयस्क",ਬਾਲਗ
"अपमिश्रण, मिलावट",ਵਿਭਚਾਰ
जारकर्म,ਵਿਭਚਾਰ
वयस्क मताधिकार,ਬਾਲਗ ਫਰੈਂਚਾਇਜ਼ੀ
यथामूल्य शुल्क,ਐਡ ਵੈਲੋਰਮ ਡਿ duty ਟੀ
"अग्रिम, पेशगी",ਪੇਸ਼ਗੀ
अग्रिम बुकिंग,ਐਡਵਾਂਸ ਬੁਕਿੰਗ
अग्रिम प्रति,ਐਡਵਾਂਸ ਕਾਪੀ
अग्रिम  वृद्‌धि,ਪੇਸ਼ਗੀ ਵਾਧਾ
"अग्रिम अदायगी, अग्रिम भुगतान",ਪੇਸ਼ਗੀ ਭੁਗਤਾਨ ਦੀ
"प्रतिकूल इंदराज, प्रतिकूल प्रविष्‍टि",ਗਲਤ ਪ੍ਰਵੇਸ਼
प्रतिकूल अभ्युक्‍ति,ਗਲਤ ਟਿੱਪਣੀ
प्रतिकूल रिपोर्ट,ਗਲਤ ਰਿਪੋਰਟ
विज्ञापन,ਇਸ਼ਤਿਹਾਰ
"सलाह, सूचना, संज्ञापन",ਸਲਾਹ
"भुगतान सूचना, भुगतान-संज्ञापन",ਭੁਗਤਾਨ ਦੀ ਸਲਾਹ
सलाहकार समिति,ਸਲਾਹਕਾਰ ਕਮੇਟੀ
सलाहकार परिषद्,ਸਲਾਹਕਾਰ ਪਰਿਸ਼ਦ
"अधिवक्‍ता, एडवोकेट, पक्ष-समर्थक",ਐਡਵੋਕੇਟ
"कार्य, मामले",ਮਾਮਲੇ
"शपथपत्र, हलफ़नामा",ਹਲਫੀਆ ਬਿਆਨ
संबंधन,ਮਾਨਤਾ
"अभिपुष्‍टि, प्रतिज्ञान",ਪੁਸ਼ਟੀਕਰਣ
सकारात्मक,ਸਕਾਰਾਤਮਕ
"समर्थ होना, प्रदान करना, दे सकना",ਬਰਦਾਸ਼ਤ
पूर्वोक्‍त,ਉਪਰੋਕਤ
नए सिरे से,ਅਫਰੇਸ਼
"विरुद्‌ध, के प्रति, के सामने, के सम्मुख, की तुलना में",ਦੇ ਵਿਰੁੱਧ
"आयु, उम्र, युग",ਉਮਰ
आयु प्रमाणपत्र,ਉਮਰ ਦਾ ਸਰਟੀਫਿਕੇਟ
मताधिकार आयु,ਦੁਖੀ ਲਈ ਉਮਰ
आयु सीमा,ਉਮਰ ਸੀਮਾ
"अभिकरण, एजेंसी",ਏਜੰਸੀ
कार्यसूची,ਏਜੰਡਾ
सेवानिवृत्‍ति आयु,ਰਿਟਾਇਰਮੈਂਟ ਦੀ ਉਮਰ
अधिवर्षिता आयु,ਪੂਰਕ ਦੀ ਉਮਰ
"समुच्चय, समूह",ਇਕੱਤਰਤਾ
व्यथित,ਦੁਖਦਾਈ
आंदोलन,ਅੰਦੋਲਨ
"वार्षिक महासभा, वार्षिक आमसभा",ਏਜੀਐਮ
"क़रार, अनुबंध, सहमति, रजामंदी",ਸਮਝੌਤਾ
"क़रारनामा, अनुबंध पत्र",ਸਮਝੌਤਾ ਫਾਰਮ
कृषि,ਖੇਤੀ ਬਾੜੀ
कृषि-उद्‌योग,ਖੇਤੀ-ਉਦਯੋਗ
"सहायता, मदद",ਸਹਾਇਤਾ
"आपद संकेत, खतरे का संकेत, अलार्म",ਅਲਾਰਮ
सजगता,ਚੇਤਾਵਨੀ
"उपनाम, उर्फ़ (क्रि.वि.)",ਉਪਨਾਮ
अभिकथन,ਇਲਜ਼ਾਮ
निष्ठा,ਵਫ਼ਾਦਾਰੀ
मैत्री,ਗਠਜੋੜ
सम्बद्‌ध सेवाएं,ਸਹਿਯੋਗੀ ਸੇਵਾਵਾਂ
सर्वसमावेशी लागत,ਸਾਰੇ ਸੰਮਲਿਤ ਲਾਗਤ
अखिल भारतीय सेवा,ਸਾਰੇ ਭਾਰਤ ਸੇਵਾਵਾਂ
नियतन,ਅਲਾਟਮੈਂਟ
आबंटन,ਅਲਾਟਮੈਂਟ
आबंटन-पत्र,ਅਲਾਟਮੈਂਟ ਪੱਤਰ
आबंटिति,ਅਲਾਟੀਟੀ
"अनुज्ञेय, अनुमतियोग्य",ਮਨਜ਼ੂਰ
"अनुज्ञेय व्यय, अनुमतियोग्य व्यय",ਮਨਜ਼ੂਰ ਖਰਚੇ
अपील मंजूर करना,ਇੱਕ ਅਪੀਲ ਦੀ ਆਗਿਆ ਦਿਓ
"भत्‍ता, छूट",ਭੱਤਾ
सर्वाधिकार सुरक्षित,ਸਾਰੇ ਹੱਕ ਰਾਖਵੇਂ ਹਨ
"वर्णक्रम, अकारादिक्रम",ਵਰਣਮਾਲਾ ਕ੍ਰਮ
कहासुनी,ਗਰੈਟਰਕੇਸ਼ਨ
"एकांतर, विकल्पी",ਵਿਕਲਪਿਕ
"विकल्प, वैकल्पिक",ਵਿਕਲਪਿਕ
समामेलन,ਏਕੀਕਰਨ
"संशोधित मसौदा, संशोधित प्रारूप",ਸੋਧਿਆ ਖਰੜਾ
संशोधन,ਸੋਧ
सुख-सुविधा,ਸਹੂਲਤ
"सौहार्दपूर्ण, मैत्रीपूर्ण",ਅਮਲ
गोला-बारूद,ਬਾਰੂਦ
"ऋण परिशोधन, ऋण मुक्‍ति",ਕਰਜ਼ੇ ਦਾ ਅਮੋਰਾਈਜ਼ੇਸ਼ਨ
"राशि, रक़म, मात्रा",ਦੀ ਰਕਮ
पेन्शन राशि,ਪੈਨਸ਼ਨ ਦੀ ਮਾਤਰਾ
अनुरूप पद,ਸਮਾਨ ਪੋਸਟ
विश्‍लेषण,ਵਿਸ਼ਲੇਸ਼ਣ
विश्‍लेषणात्मक अध्ययन,ਵਿਸ਼ਲੇਸ਼ਣ ਅਧਿਐਨ
पूर्वज,ਪੂਰਵਜ
अनुषंगी उद्‌योग,ਸਹਾਇਕ ਉਦਯੋਗ
बैर,ਵੈਰ
संलग्नक,ਅਨੁਲੱਗ
वर्षगांठ,ਵਰ੍ਹੇਗੰ
"उद्‌घोषण, ऐलान, आख्यापन",ਘੋਸ਼ਣਾ
"खिन्‍नता, चिढ, खीज",ਨਾਰਾਜ਼ਗੀ
वार्षिक वित्‍तीय विवरण,ਸਾਲਾਨਾ ਵਿੱਤੀ ਬਿਆਨ
वार्षिक रिपोर्ट,ਸਾਲਾਨਾ ਰਿਪੋਰਟ
वार्षिकी,ਐਨੂਅਟੀ
"अनाम, गुमनाम",ਅਗਿਆਤ
गुमनाम शिकायत,ਅਗਿਆਤ ਸ਼ਿਕਾਇਤ
जवाबदेही,ਜਵਾਬ
उत्‍तर पत्रक,ਜਵਾਬ ਸ਼ੀਟ
विरोधी,ਵਿਰੋਧੀ
पूर्ववृत्‍त,ਅਨੌਖੇ
प्रत्याशित व्यय,ਅਨੁਮਾਨਤ ਖਰਚੇ
प्रत्याशित आय,ਅਨੁਮਾਨਤ ਆਮਦਨੀ
"प्रत्याशा, पूर्वानुमान",ਉਮੀਦ
अग्रिम ज़मानत,ਅਗਾ .ਂ ਜ਼ਮਾਨਤ
भ्रष्‍टाचार-निरोधक उपाय,ਭ੍ਰਿਸ਼ਟਾਚਾਰ ਵਿਰੋਧੀ ਉਪਾਅ
"प्रति-पाटन, पाटन-निरोधी",ਐਂਟੀ-ਡੰਪਿੰਗ
पुरावस्तु,ਪੁਰਾਣੀ
रंगभेद,ਨਸਲਵਾਦ
उदासीनता,ਉਦਾਸੀ
शीर्ष निकाय,ਸੁਪਰੀਮ ਬਾਡੀ
क्षमायाचना,ਮੁਆਫੀ
"अपील, अपील करना",ਅਪੀਲ
"हाजि़री, उपसंजाति, रूप",ਦਿੱਖ
तुष्‍टीकरण,ਭੁੱਖ
अपील अधिकरण,ਅਪੀਲ ਟ੍ਰਿਬਿ al ਨਲ
परिशिष्‍ट,ਅੰਤਿਕਾ
उपयंत्र,ਉਪਕਰਣ
"अनुप्रयोज्य, लागू",ਲਾਗੂ
आवेदक,ਬਿਨੈਕਾਰ
"आवेदन, अर्ज़ी, अनुप्रयोग, लागू होना",ਐਪਲੀਕੇਸ਼ਨ
"आवेदन पत्र, अर्ज़ी",ਅਰਜ਼ੀ ਫਾਰਮ
अनुप्रयुक्‍त,ਲਾਗੂ ਕੀਤਾ
"आवेदन करना, अर्जी देना, लागू करना, लागू होना, अनप्रयुक्‍त होना",ਲਾਗੂ ਕਰੋ
नियुक्‍त व्यक्‍ति,ਨਿਯੁਕਤ
नियुक्‍ति प्राधिकारी,ਨਿਯੁਕਤ ਕਰਨ ਦਾ ਅਧਿਕਾਰ
नियुक्‍ति,ਨਿਯੁਕਤੀ
नियुक्‍ति पत्र,ਮੁਲਾਕਾਤ ਪੱਤਰ
मंत्रीमंडलीय नियुक्‍ति समिति,ਮੰਤਰੀ ਮੰਡਲ ਦੀ ਨਿਯੁਕਤੀਆਂ ਕਮੇਟੀ
मजदूरी प्रभाजन,ਤਨਖਾਹ ਦੀ ਵੰਡ
"मूल्यनिरूपण, आंकना",ਮੁਲਾਂਕਣ
मूल्यांक,ਮੁਲਾਂਕਣ
"सराहना, वृद्‌धि",ਕਦਰ
"पकड़ा जाना, गिरफ़्तारी, बोध, समझ, आशंका",ਖਦਸ਼ਾ
शिक्षु,ਅਪ੍ਰੈਂਟਿਸ
"पहुंच, उपगम, उपमार्ग, दृष्‍टिकोण",ਪਹੁੰਚ
"उपयुक्‍त, उचित, विनियोजन करना",ਉਚਿਤ
उचित कार्रवाई,ਉਚਿਤ ਕਾਰਵਾਈ
उपयुक्‍त शीर्ष,ਉਚਿਤ ਸਿਰ
विनियोजन,ਨਿਰਧਾਰਤ
अनुमोदन,ਮਨਜ਼ੂਰੀ
"लगभग, सन्‍निकट",ਲਗਭਗ
"अभिक्षमता परीक्षा, रुझान परीक्षण",ਯੋਗਤਾ ਟੈਸਟ
मनमाना,ਮਨਮਾਨੀ
मध्यस्थता करना,ਆਰਬਿਟਰੇਟ
"विवाचन, माध्यस्थम्",ਆਰਬਿਟਰੇਸ਼ਨ
माध्यस्थम् अधिकरण,ਆਰਬਿਟਰੇਸ਼ਨ ਟ੍ਰਿਬਿ al ਨਲ
"विवाचक, मध्यस्थ",ਆਰਬਿਟਰੇਟਰ
वास्तुकला,ਆਰਕੀਟੈਕਚਰ
अभिलेखागार,ਪੁਰਾਲੇਖ
"क्षेत्र, क्षेत्रफल",ਖੇਤਰ
"क्षेत्र मुख्यालय, क्षेत्रीय मुख्यालय",ਖੇਤਰ ਹੈੱਡਕੁਆਰਟਰ
"तर्क, बहस",ਦਲੀਲ
"उठना, उद्‌भूत होना, पैदा होना",ਪੈਦਾ
"सशस्त्र बल, सशस्त्र सेनाएं",ਸੁਰਖਿਆ ਬਲ
"व्यवस्था, विन्यास, प्रबंध",ਪ੍ਰਬੰਧ
बक़ाया,ਬਰੀਅਰ
बक़ाया विवरण,ਅਰੇਅਰ ਬਿਆਨ
आगमन रिपोर्ट,ਆਗਮਨ ਰਿਪੋਰਟ
"दंभ, अक्खड़पन",ਹੰਕਾਰ
"आयुधागार, शास्त्रागार",ਅਰਸੇਨਲ
"अनुच्छेद, वस्तु, लेख",ਲੇਖ
संस्था के अंतर्नियम,ਐਸੋਸੀਏਸ਼ਨ ਦੇ ਲੇਖ
नियमावली,ਲੇਖ
आरोही क्रम,ਚੜ੍ਹਦੇ ਕ੍ਰਮ
अभिनिश्‍चित करना,ਪਤਾ ਲਗਾਓ
जैसा है जहाँ है,ਜਿਵੇਂ ਕਿ ਕਿੱਥੇ ਹੈ
"पहलू, पक्ष, दृष्‍टि",ਪਹਿਲੂ
लांछन,ਦਾਖਲਾ
"हत्या, हनन",ਕਤਲ
हमला,ਹਮਲਾ
"जुटना, एकत्र होना, इकट्ठा होना, जोड़ना, सम्मिलित करना, एकत्र करना",ਇਕੱਠਾ ਕਰਨ ਯੋਗ
"सभा, जमाव",ਅਸੈਂਬਲੀ
अनुमति,ਸਹਿਮਤੀ
"दृढ़ता से कहना, जोर देकर कहना",ਦਾਅਵਾ ਕਰੋ
निर्धारिती,ਮੁਲਾਂਕਣ
निर्धारण,ਮੁਲਾਂਕਣ
निर्धारण वर्ष,ਮੁਲਾਂਕਣ ਸਾਲ
"कर-निर्धारक, असेसर",ਮੁਲਾਂਕਣ ਕਰਨ ਵਾਲਾ
परिसंपत्‍ति,ਸੰਪਤੀ
समनुदेशिती,Assigneee
"समनुदेशन, सुपुर्द काम",ਅਸਾਈਨਮੈਂਟ
समनुदेशक,ਅਸਾਈਨਟਰ
"सहायता, मदद",ਸਹਾਇਤਾ
"सह, सहयुक्‍त, सम्मिलित करना, सहयुक्‍त करना",ਸਹਿਯੋਗੀ
"संघ, संगम, संबंध, साहचर्य",ਐਸੋਸੀਏਸ਼ਨ
कार्यभार-ग्रहण,ਚਾਰਜ ਦੀ ਧਾਰਨਾ
"आश्‍वासन, बीमा, हस्तांतरण पत्र",ਭਰੋਸਾ
बीमा कंपनी,ਅਸ਼ੋਰੈਂਸ ਕੰਪਨੀ
आश्‍वस्त करना,ਭਰੋਸਾ
बट्टे पर,ਛੂਟ 'ਤੇ
परमाणु शक्‍ति,ਪਰਮਾਣੂ ਸ਼ਕਤੀ
सममूल्य पर,ਬਰਾਬਰ ਵਿਚ
"बढ़े मूल्य पर, अधिमूल्य पर, प्रीमियम पर",ਪ੍ਰੀਮੀਅਮ 'ਤੇ
"साथ लगाना, संलग्न करना, कुर्की करना",ਅਟੈਚ ਕਰੋ
संलग्न कार्यालय,ਨੱਥੀ ਦਫ਼ਤਰ
"संलग्नक, कुर्की",ਲਗਾਵ
कुर्की आदेश,ਅਟੈਚਮੈਂਟ ਆਰਡਰ
"लब्धि, प्राप्‍ति",ਪ੍ਰਾਪਤੀ
"प्रयत्‍न करना, प्रयत्‍न",ਕੋਸ਼ਿਸ਼
"उपस्थिति, हाजि़री",ਹਾਜ਼ਰੀ
"उपस्थिति पंजी, हाजि़री रजिस्टर",ਹਾਜ਼ਰੀ ਰਜਿਸਟਰ
उपस्थिति पर्ची,ਹਾਜ਼ਰੀ ਤਿਲਕ
"ध्यान, सावधान",ਧਿਆਨ
"अनुप्रमाणन, तसदीक़",ਤਸਦੀਕ
"अनुप्रमाणित प्रति, साक्ष्यांकित प्रति",ਪ੍ਰਮਾਣਿਤ ਕਾੱਪੀ
अभिवृत्‍ति,ਰਵੱਈਆ
आकर्षक वेतन,ਆਕਰਸ਼ਕ ਤਨਖਾਹ
नीलामी,ਨਿਲਾਮੀ
नीलामकर्ता,ਨਿਲਾਮੀ
नीलामी बिक्री,ਨਿਲਾਮੀ ਵਿਕਰੀ
"श्रोता, दर्शक, सुनवाई, दर्शन",ਹਾਜ਼ਰੀਨ
दृश्य-श्रव्य प्रदर्श,ਆਡੀਓ-ਵਿਜ਼ੂਅਲ ਡਿਸਪਲੇਅ
दृश्य-श्रव्य प्रचार,ਆਡੀਓ-ਵਿਜ਼ੂਅਲ ਪ੍ਰਚਾਰ
"लेखापरीक्षा, संपरीक्षा",ਆਡਿਟ
"परीक्षित लेखा, संपरीक्षित लेखा",ਆਡਿਟ ਕੀਤੇ ਖਾਤੇ
समपरीक्षित तुलनपत्र,ਆਡਿਟ ਬੈਲੇਂਸ ਸ਼ੀਟ
लेखा परीक्षण,ਆਡਿਟਿੰਗ
लेखापरीक्षा आपत्‍ति,ਆਡਿਟ ਇਤਰਾਜ਼
लेखापरीक्षक की रिपोर्ट,ਆਡੀਟਰ ਦੀ ਰਿਪੋਰਟ
प्रेक्षागृह,ਆਡੀਟੋਰੀਅਮ
लेखापरीक्षा पैरा,ਆਡਿਟ ਪੈਰਾ
लेखापरीक्षा रिपोर्ट,ਆਡਿਟ ਰਿਪੋਰਟ
मितोपभोग,ਤਪੱਸਿਆ
मितोपभोग उपाय,ਤਪੱਸਿਆ ਉਪਾਅ
प्रामाणिक,ਪ੍ਰਮਾਣਿਕ
प्राधिकृत प्रतिनिधि,ਅਧਿਕਾਰਤ ਪ੍ਰਤੀਨਿਧੀ
"प्राधिकृत, प्राधिकारिक",ਅਧਿਕਾਰਤ
"(व्यक्‍ति) प्राधिकारी, प्राधिकार, प्राधिकरण, अधिकारी विद्‌वान",ਅਧਿਕਾਰ
प्राधिकार पत्र,ਅਥਾਰਟੀ ਅੱਖਰ
प्राधिकृत,ਅਧਿਕਾਰਤ
प्राधिकृत पूंजी,ਅਧਿਕਾਰਤ ਪੂੰਜੀ
स्वचालित,ਆਟੋਮੈਟਿਕ
स्वायत्‍त,ਖੁਦਮੁਖਤਿਆਰੀ
स्वायत्‍त निकाय,ਖੁਦਮੁਖਤਿਆਰੀ ਸਰੀਰ
स्वायत्‍तता,ਖੁਦਮੁਖਤਿਆਰੀ
सहायक,ਸਹਾਇਕ
"प्राप्य, उपलब्ध",ਉਪਲੱਬਧ
"औसत, सामान्य",Average ਸਤ
औसत छुट्टी,Ratuver ਸਤ ਛੁੱਟੀ
विरुचि,ਘ੍ਰਿਣਾ
बचा लेना,ਟਾਲਣਾ
"परिहार करना, परिवर्जन करना, से बचना",ਬਚਣ
कर देने से बचना,ਟੈਕਸ ਤੋਂ ਪਰਹੇਜ਼ ਕਰੋ
प्रतीक्षित,ਉਡੀਕ ਕੀਤੀ
"पंचाट, अधिनिर्णय, पुरस्कार, प्रदान करना",ਪੁਰਸਕਾਰ
अधिनिर्णयन प्राधिकारी,ਅਥਾਰਟੀ
जागरूकता,ਜਾਗਰੂਕਤਾ
पूर्व-दिनांकित,ਵਾਪਸ
पृष्‍ठभूमि,ਪਿਛੋਕੜ
पिछला बक़ाया,ਬੈਕ ਲਾਗ
"मुकर जाना, से हटना",ਪਿਛੇ ਹਟ ਜਾਣਾ
