Bengali,Punjabi
বয়স পিরামিড,ਉਮਰ ਪਿਰਾਮਿਡ
আগ্রাসন,Agglutate
সমষ্টি,ਸਮੁੱਚੀ
ফলিকেলের সমষ্টি,Follicle ਦਾ ਸਮੁੱਚਾ
ফলিকেলের সমষ্টি,Follicle ਦਾ ਸਮੁੱਚਾ
সমষ্টি,ਇਕੱਤਰਤਾ
আগ্রাসন,ਹਮਲਾਵਰਤਾ
আন্দোলনকারী সিস্টেম,ਐਗਰੀਏਟਰ ਸਿਸਟਮ
অগ্নিথা,ਅਗਨੀਥਾ
আগৌটি,ਅਗਾਤੀ
অ্যাগ্রানাল ক্লোরোপ্লাস্ট,ਅਗਰੰਡੀ ਕਲਰੋਲੋਪਲਾਸਟ
অ্যাগ্রানুলার,ਅਗਰੂ
অ্যাগ্রানুলোকাইট,ਅਗਰਾਨੂਲੋਸਾਈਟ
কৃষি,ਖੇਤੀ ਬਾੜੀ
কৃষি,ਐਗਰੋਫੋਰੈਸਟਰੀ
অ্যাগ্রোব্যাক্টেরিয়াম মধ্যস্থতা,ਐਗਰੋਬੈਟਰਿਅਮ ਵਿਚੋਲਗੀ
অ্যাগ্রোব্যাক্টেরিয়াম টিউফেসিয়েনস,ਐਗਰੋਬੈਟਰਿਅਮ ਟੋਮਫੈਕੈਨਜ਼
এগ্রোকেমিক্যাল,ਐਗਰੋ ਕੈਮੀਕਲ
এগ্রোকেমিক্যাল,ਐਗਰੋ ਕੈਮੀਕਲ
অ্যাগ্রোক্লিম্যাটিক জোন,ਅਗਰੋਕਲਾਈਮੈਟਿਕ ਜ਼ੋਨ
কৃষি বৈশিষ্ট্য,ਖੇਤੀਬਾਜੀ ਗੁਣ
কৃষি,ਖੇਤੀਬਾੜੀ
এইডস,ਏਡਜ਼
বায়ুকোষ,ਏਅਰ ਬਲੈਡਰ
এয়ার কন্ডিশনার,ੲੇ. ਸੀ
বাতাস চলাচলের স্থান বা গলি,ਹਵਾ ਦਾ ਰਾਹ
বায়ু দূষণ,ਹਵਾ ਪ੍ਰਦੂਸ਼ਣ
এয়ার স্যাক,ਏਅਰ ਸੈਕ
এয়ার ভ্যাকুওল,ਏਅਰ ਵੈਕਲੂਓਲ
বায়ু শ্বাস প্রশ্বাস,ਹਵਾ-ਸਾਹ
আলাইন,ਅਲੇਨ
অ্যালারি পেশী,ਅਲੇਰੀ ਮਾਸਪੇਸ਼ੀ
আলাস্কান ব্রাউন বিয়ার,ਅਲਾਸਕਨ ਬ੍ਰਾ .ਨ ਰਿੱਛ
আলবিনো,ਐਲਬਿਨੋ
আলবুগো,ਆਲਬੂਗੋ
অ্যালবামিন,ਐਲਬਮਿਨ
অ্যালবামিনাস বীজ,ਐਲਬਿੰਜੀਨ ਬੀਜ
অ্যালবামিনুরিয়া,ਐਲਬਿ → ਮਿਨੂਰੀਆ
অ্যালবার্নাম,ਐਲਬਟਨਮ
আলসিডে,ਐਲਸੀਏਸੀ
আলডিহেড,Aldeyhede
অ্যালডোস্টেরন সিস্টেম,ਅੈਲਡੋਸਟਰੋਨ ਸਿਸਟਮ
অ্যালডোস্টেরন,ਅਲੇਸਟਰੋਨ
আলেউরোন স্তর,ਅਲੇਪੁਰਨ ਪਰਤ
আলেউরোপ্লাস্ট,ਐਲੇਰੋਪਲਾਸਟ
আলফালফা,ਅਲਫਾਫਾ
অ্যালগাল ব্লুম,ਐਲਗਲ ਖਿੜ
অ্যালগিন,ਅਲੀਗਿਨ
এলিয়েন ডিএনএ,ਪਰਦੇਸੀ ਡੀਐਨਏ
এলিয়েন প্রজাতি,ਪਰਦੇਸੀ ਪ੍ਰਜਾਤੀ
প্রান্তিককরণ,ਅਲਾਈਨਮੈਂਟ
প্রান্তিককরণ,ਅਲਾਈਨਮੈਂਟ
খাদ্যনালী,ਅਲੀਮੈਂਟਰੀ ਨਹਿਰ
অ্যালিমেন্টারি সিস্টেম,ਅਲੀਮੈਂਟਰੀ ਸਿਸਟਮ
আলিসম্যাসেস,ਐਲਿਸਮੇਸਸੀ
ক্ষারীয়,ਐਲਕਾਲਾਇਡ
ক্ষারীয়,ਐਲਕਲੀਨ
অ্যালকাপ্টোনুরিয়া,ਅਲਕਾਪਟਨੂਰੀਆ
অ্যালান্টোইস,ਅੱਲੈਂਟੋਇਸ
অ্যালিল ফ্রিকোয়েন্সি,ਐਲੀ ਬਾਰੰਬਾਰਤਾ
অ্যালিল,ਐਲੀਲ
Allelomorphic জুটি,ਅਲੇਲਬਿਕ ਜੋੜੀ
অ্যালার্জেন,ਐਲਰਗੇਨ
অলিগেটর,ਐਲੀਗੇਟਰ
অ্যালিয়াম সিইপিএ,ਐਲੀਅਮ ਸੀ.ਪੀ.ਏ.
অ্যালোগ্যামি,ਆਲੋਗਮ
অলোগ্রাফ্ট,ਅਲਾਗ੍ਰਾਫਟ
অ্যালোপ্যাট্রিক স্পেসিফিকেশন,ਅਲੋਪੈਟ੍ਰਿਕ ਜਾਦੂਈ
অ্যালোপলিপ্লয়েড,ਐਲੋਪੋਲਾਈਵਲਾਈਡ
অ্যালোস্টেরিক প্রভাব,ਐਲੋਸਟਰਿਕ ਪ੍ਰਭਾਵ
অ্যালোস্টেরিক এনজাইম,ਐਲੋਸਟ੍ਰਿਕ ਪਾਚਕ
অ্যালোস্টেরিক ইনহিবিটার,ਐਲੋਸਟਰਿਕ ਇਨਿਹਿਬਟਰ
অ্যালোস্টেরিক মড্যুলেশন,ਐਲੋਸਟ੍ਰਿਕ ਮੈਨੂਲੇਸ਼ਨ
অ্যালোস্টেরিক সাইট,ਐਲੋਸਟ੍ਰਿਕ ਸਾਈਟ
অ্যালোস্টেরিক বাধা,ਐਲੋਸਟਰਿਕ ਰੋਕ
Allotetraploid,Allotetraplaidd
অ্যালাস,ਐਲਾਨਸ
অ্যালো,ਐਲੋ
অ্যাক্সন বরাবর,ਐਕਸੋਨ ਦੇ ਨਾਲ
আলফা-অ্যান্টিট্রিপসিন,ਅਲਫ਼ਾ-ਐਂਟੀਟ੍ਰਿਪਸਿਨ
আলফা-ল্যাকটালবুমিন,ਅਲਫ਼ਾ-ਲੈਕਟਲਬੁਮਿਨ
আলপাইন জলবায়ু অবস্থা,ਐਲਪਾਈਨ ਦੀ ਸਥਿਤੀ
আল্পাইন মেডো,ਅਲਪਾਈਨ ਮੈਡੋ
আলপাইন জোন,ਅਲਪਾਈਨ ਜ਼ੋਨ
অ্যালস্টোনিয়া,ਅਲਸਟੋਨੀਆ
বিকল্প,ਅਲਟਰਨੇਰੀਆ
বিকল্প,ਵਿਕਲਪਿਕ
প্রজন্মের বিকল্প,ਪੀੜ੍ਹੀ ਦੀ ਤਬਦੀਲੀ
উচ্চতায় অসুস্থতা,ਉਚਾਈ ਬਿਮਾਰੀ
উচ্চতা,ਉਚਾਈ
অ্যালভোলার নালী,ਐਲਵੋਲਰ ਡੈਕਟ
অ্যালাইটেস,ਅਲਾਈਨ
আলঝেইমার রোগ,ਅਲਜ਼ਾਈਮਰ ਰੋਗ
আমাক্রাইন সেল,ਅਮੈਕਰਾਈਨ ਸੈੱਲ
অমরান্থেসি,ਅਮਰੰਥੈਸੇ
অমরান্থাস,ਅਮੈਸ਼ਨਥਸ
পরিবেষ্টিত ওসমোটিক ঘনত্ব,ਅੰਬੀਨਟ ਓਮੋਟਿਕ ਗਾੜ੍ਹਾਪਣ
অ্যাম্বিস্টোমা,ਅਮੈਸਟੋਮਾ
অ্যামাইড,ਐਮੀਡ
অ্যামিনো অ্যাসিড,ਅਮੀਨੋ ਐਸਿਡ
অ্যামিনো অ্যাসিড গ্রহণকারী,ਅਮੀਨੋ ਐਸਿਡ ਸਵੀਕਾਰਟਰ
অ্যামিনোসিল টি আরএনএ সিনথেটিজ,ਅਮੀਨੋਸਾੱਲ ਟੀ ਆਰ ਐਨ ਏ ਸਿੰਥੇਟੇਸ
অ্যামিনোসিলেশন,ਅਮੀਨੋਕੁਲੇਸ਼ਨ
অ্যামিটোসিস,ਅਮਿਤੋਸਿਸ
অ্যামোনিয়া,ਅਮੋਨੀਆ
অ্যামোনিফিকেশন,ਅਨੁਮੋਧ
অ্যামোনোটেলিজম,ਅਮੋਨੋਟੇਲਿਜ਼ਮ
অ্যামনিওসেন্টেসিস,ਅਮਨੀਓਸੈਂਟੀਸਿਸ
অ্যামনিওসেন্টেসিস কৌশল,ਅਮਨੀਓਸੈਂਟੀਸਿਸ ਤਕਨੀਕ
অ্যামনিওসাইট,ਅਮਨੀਓਸਾਈਟ
অ্যামনিয়ন,ਅਮਨੀਅਨ
অ্যামনিয়োটিক তরল,ਅਮਨੀਓਟਿਕ ਤਰਲ
অ্যামনিয়োটিক ঝিল্লি,ਐਮਨੀਓਟਿਕ ਝਿੱਲੀ
Amniotic কোষ,ਅਮਨੀਓਟਿਕਯੂ
অ্যামিবা,ਅਮੋਬਾ
অ্যামিবোসাইট,ਅਮੀਓਬੋਸਾਈਟ
অ্যামোবয়েড,ਅਮੀਬੋਇਡ
অ্যামোবয়েড লিম্ফোসাইট,ਅਮੀਬੋਇਡ ਲਿੰਫੋਸਾਈਟ
অ্যামোবয়েড আন্দোলন,ਅਮੀਬੋਇਡ ਅੰਦੋਲਨ
নিরাকার,ਅਮੋਰੈਫਸ
পরিমাণ,ਦੀ ਰਕਮ
অ্যাম্ফিটামিন,ਅਮੀਫੇਟਾਮਾਈਨ
উভচর,ਅਮਫੀਬੀਆ
উভচর,ਐਫੀਬੀਅਨ
উভচর,ਐਫੀਬੀਅਨ
অ্যাম্ফিওক্সাস,Amphioxus
অ্যাম্ফিওক্সাস ল্যানসোল্যাটাস,Amphioxus Lannolotus
অ্যাম্পিপ্যাথিক,ਐਮਫੀਪਾਥਿਕ
অ্যাম্পিপ্যাথিক লিপিড,ਐਮਫੀਪਾਥਿਕ ਲਿਪਿਡ
অ্যাম্ফিসারকা,ਅਮਫੀਸਾਰਕਾ
অ্যাম্পিসিলিন,ਐਂਪੀਸਿਲਿਨ
আম্পুল্লা,Ampulla
অ্যাম্পুলারি গ্রন্থি,ਐਮਪੁੱਲੇਰੀ ਗਲੈਂਡ
অ্যামিগডাল,ਅਮੀਗਡਲ
অ্যামিগডেল,ਅਮੀਗਡੇਲ
অ্যামিগডালিন,ਅਮੀਗਡਲਿਨ
অ্যামাইলেস,ਐਮੀਲੇਸ
অ্যামাইলোপ্লাস্ট,ਅਮੋਲੋਪਲਾਸਸਟ
আনাবেনা,ਅਨਬਾਨਾ
আনাবাস,ਅਨਬਾਸ
অ্যানাবোলিক পথ,ਐਨਾਬੋਲਿਕ ਮਾਰਗਾਂ
অ্যানাবোলিজম,ਐਨਾਬੋਲਿਜ਼ਮ
Anacardiaceae,ਅਨਾਕਾਰਿਆਸੀ
রক্তাল্পতা,ਅਨੀਮੀਆ
অ্যানেরোব,ਅਨੀਰੋਬ
অ্যানেরোবিক জ্বালানী,ਅਨੈਰੋਬਿਕ ਬਾਲਣ
অ্যানেরোবিক শ্বাস প্রশ্বাস,ਅਨੈਰੋਬਿਕ ਸਾਹ
অ্যানেরোবিক স্ল্যাজ ডাইজেস্টর,ਅਨੈਰੋਬਿਕ ਸਲੈਗ ਡਿਜਸਟਰ
অ্যানেরোবিক,ਅਨੀਰੋਬਿਕ
আনাইমা,ਅਨਾਮਾ
মলদ্বার,ਗੁਦਾ
মলদ্বার,ਗੁਦਾ
মলদ্বার অ্যাপারচার,ਗੁਦਾ ਅਪਰਚਰ
মলদ্বার সেরসি,ਗੁਦਾ ਕਰਬੇਲੀ
মলদ্বার লুপ,ਗੁਦਾ ਲੂਪ
মলদ্বার শৈলী,ਗੁਦਾ ਸ਼ੈਲੀ
সাদৃশ্য,ਸਮਾਨ
সাদৃশ্য,ਸਮਾਨ
উপমা,ਸਮਾਨਤਾ
উপমা,ਸਮਾਨਤਾ
বিশ্লেষণ,ਵਿਸ਼ਲੇਸ਼ਣ
অ্যানাফেজ,ਐਨਾਫਸੇਸ
শারীরবৃত্তীয় বাধা,ਐਨੀਟੋਮਿਕ ਬੈਰੀਅਰ
শারীরবৃত্তীয় দিক,ਐਨਾਟੋਮਿਕਲ ਪਹਿਲੂ
অ্যানাটোমিস্ট,ਐਨੀਟੋਮਿਸਟ
অ্যানাটমি,ਸਰੀਰ ਵਿਗਿਆਨ
পূর্বপুরুষ বংশোদ্ভূত ক্রম,ਪੂਰਵਜ ਵੰਸ਼ਜ ਕ੍ਰਮ
পৈতৃক বংশ,ਜੱਦੀ ਵੰਸ਼ਜ
পৈতৃক ক্রম,ਪੂਰਵਜ ਕ੍ਰਮ
অ্যান্সিলোস্টোমা,ਐਸੀਕੇਲੋਸਟੋਮਾ
অ্যান্ড্রোসিয়াম,ਐਂਡਰੋਸੀਅਮ
অ্যান্ড্রোজেন,ਐਂਡਰੋਜਨ
রক্তাল্পতা,ਅਨੀਮੀਆ
অ্যানিমোন,ਅਨੀਮੋਨ
অ্যানিউপ্লয়েড,ਅਨੀਉਟਲੋਇਡ
Aneuploidy,ਅਨੀਯੁਰਾਕੀਡੀ
এনজিনা,ਐਨਜਾਈਨਾ
অ্যাঞ্জিওগ্রাম,ਐਂਜੀਗਰਾਮ
অ্যাঞ্জিওগ্রাফ,ਐਂਜੀਓਗ੍ਰਾਫ
অ্যাঞ্জিওগ্রাফি,ਐਂਜੀਓਗ੍ਰਾਫੀ
অ্যাঞ্জিওপ্লাস্টি,ਐਂਜੀਓਪਲਾਸਟੀ
সপুষ্পক,ਐਂਜੀਓਸਪਰਸਮ
অ্যাঞ্জিওটেনসিন,ਐਂਜੀਓਟੈਨਸਿਨ
অ্যাঞ্জিওটেনসিনোজেন,ਐਂਜੀਓਟੈਨਸਿਨੋਜਨ
অ্যাংলার ফিশ,ਐਂਗਲਰ ਮੱਛੀ
অ্যাঙ্গুইনা,ਅੰਗੀਨਾ
অ্যাঙ্গুইস,Anguiss
প্রাণী,ਜਾਨਵਰ
প্রাণী,ਜਾਨਵਰ
প্রাণী গোবর,ਜਾਨਵਰ ਗੋਬਰ
পশুপালন,ਪਸ਼ੂ ਪਾਲਣ
প্রাণী ক্যারিওটাইপিং,ਜਾਨਵਰ ਕੈਰੀਓਟਾਈਪਿੰਗ
প্রাণী কিংডম,ਪਸ਼ੂ ਰਾਜ
প্রাণী টিস্যু,ਜਾਨਵਰਾਂ ਦੇ ਟਿਸ਼ੂ
অ্যানিমালিয়া,ਯੰਤਰੀਆ
অ্যানিয়ন,Anion
অ্যানিসোট্রপিক ব্যান্ড,ਐਨਿਸੋਟ੍ਰੋਪਿਕ ਬੈਂਡ
অ্যানিলিং,ਐਂਲਿੰਗਿੰਗ
অ্যানেলিড,ਅੰਨੇਲਿਡ
অ্যানেলিডা,ਅਨਲਿਲਡਾ
বার্ষিক রিং,ਸਾਲਾਨਾ ਰਿੰਗ
কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায়,ਅੰਨਟੇਡ
অ্যানুল,ਸਾਲ
অসাধারণ প্রকার,ਅਸਧਾਰਨ ਕਿਸਮ
অ্যানোফিলস,ਐਨਾਓਫੇਲਜ਼
পিঁপড়া ইটার,ਕੀੜੀ ਹੈਟਰ
বিরোধী,ਵਿਰੋਧੀ
অ্যান্টার্কটিক,ਅੰਟਾਰਕਟਿਕ
অ্যান্টেনা,ਐਂਟੀਨਾ
অ্যান্টেনা কমপ্লেক্স,ਐਂਟੀਨਾ ਕੰਪਲੈਕਸ
অ্যান্টেনাল গ্রন্থি,ਐਨਟੇਨਲ ਗਲੈਂਡ
পূর্ববর্তী (ভেন্ট্রাল) ধূসর শিং,ਪਿਛਲੇ (ਵੈਂਟ੍ਰਲ) ਸਲੇਟੀ ਸਿੰਗ
পূর্ববর্তী হাইপোফাইসিস,ਐਂਟੀਰੀਫਾਈਫਾਈਸਿਸ
পূর্ববর্তী ইন্টারভেন্ট্রিকুলার সালকাস,ਐਂਟੀਰੀਅਰ ਇੰਟਰਵੈਂਟ੍ਰਿਕੂਲਰ ਸੂਲਕਸ
অ্যান্থার,ਐਂਥਰ
অ্যান্থার সংস্কৃতি,ਐਂਥਰ ਸਭਿਆਚਾਰ
অ্যানথেরিডিয়াম,ਐਂਡਰਾਈਡਿਅਮ
অ্যানথেরোজয়েড,ਐਂਡਰੋਜ਼ੋਇਡ
অ্যান্থোসেরোস,ਐਂਥਸੋਰੋਸ
অ্যান্থোসারোটোপিডিডা,ਐਂਥੋਸਰੋਟੋਫਡਾਡਾ
অ্যানথ্রাক্স,ਐਂਥ੍ਰੈਕਸ
অ্যানথ্রোপোজেনিক বিলুপ্তি,ਐਂਥ੍ਰੋਪੋਜਾਈਜਡ ਅਲੋਪ
নৃবিজ্ঞান,ਮਾਨਵ-ਵਿਗਿਆਨ
