Punjabi,Marathi
ਐਡਹੌਕ ਭੁਗਤਾਨ,तदर्थ देयक
ਨਾਲ ਲੱਗਦੀ,समीप
ਨਾਲ ਲੱਗਦੀ (= ਸੰਜੋਗ),शेजारी (= संमिश्र)
ਮੁਲਤਵੀ,तहकूब
ਮੁਲਤਵੀ ਮੋਸ਼ਨ,तहकूब गती
ਇਜਾਜ਼ਤ,सहभाग
ਨਿਰਣਾਇਕ,न्यायाधीश
ਨਿਰਣਾ,निर्णय
ਨਿਰਣਾਇਕ,न्यायाधीश
ਵਿਵਸਥਾ,समायोजन
ਪ੍ਰਬੰਧਿਤ,प्रशासकीय
ਸਹੁੰ ਪ੍ਰਬੰਧ,शपथ प्रशासित करा
ਪ੍ਰਸ਼ਾਸਨ,प्रशासन
ਜਸਟਿਸ ਦਾ ਪ੍ਰਬੰਧਨ,न्याय प्रशासन
ਪ੍ਰਬੰਧਕੀ,प्रशासकीय
ਪ੍ਰਬੰਧਕੀ ਕਾਰਵਾਈ,प्रशासकीय कारवाई
ਪ੍ਰਬੰਧਕੀ ਮੁੱਲ,प्रशासकीय मूल्यांकन
ਪ੍ਰਬੰਧਕੀ ਪ੍ਰਵਾਨਗੀ,प्रशासकीय मान्यता
ਪ੍ਰਬੰਧਕੀ ਅਥਾਰਟੀ,प्रशासकीय अधिकार
ਪ੍ਰਬੰਧਕੀ ਨਿਯੰਤਰਣ,प्रशासकीय नियंत्रण
ਪ੍ਰਬੰਧਕੀ ਫੈਸਲਾ,प्रशासकीय निर्णय
ਪ੍ਰਬੰਧਕੀ ਵਿਭਾਗ,प्रशासकीय विभाग
ਪ੍ਰਬੰਧਕੀ ਸਿਰ,प्रशासकीय प्रमुख
ਪ੍ਰਬੰਧਕੀ ਹੈੱਡਕੁਆਰਟਰ,प्रशासकीय मुख्यालय
ਪ੍ਰਬੰਧਕੀ ਉਪਾਅ,प्रशासकीय उपाय
ਪ੍ਰਬੰਧਕੀ ਪਾਵਰ,प्रशासकीय शक्ती
ਪ੍ਰਬੰਧਕੀ ਮਨਜੂਰੀ,प्रशासकीय मंजुरी
ਪ੍ਰਬੰਧਕੀ ਤਕਨੀਕ,प्रशासकीय तंत्र
ਪ੍ਰਬੰਧਕੀ ਟ੍ਰਿਬਿ al ਨਲ,प्रशासकीय न्यायाधिकरण
ਮੰਨਣਯੋਗਤਾ,प्रवेशयोग्यता
ਮੰਨਣਯੋਗ ਖਰਚ,स्वीकार्य खर्च
ਮੰਨ ਲਓ,कबूल करा
ਐਡਮਿਟ ਕਾਰਡ,प्रवेश कार्ड
ਦਾਖਲ,दाखल
ਅਸ਼ੁੱਧ,सूचना
ਗੋਦ,दत्तक
ਗੋਣਾਟਰ,दत्तक
ਗੋਦ ਲੈਣਾ,दत्तक
ਬਾਲਗ,प्रौढ
ਵਿਭਚਾਰ,भेसळ
ਵਿਭਚਾਰ,व्यभिचार
ਬਾਲਗ ਫਰੈਂਚਾਇਜ਼ੀ,प्रौढ मताधिकार
ਐਡ ਵੈਲੋਰਮ ਡਿ duty ਟੀ,अ‍ॅड व्हॅलोरम ड्यूटी
ਪੇਸ਼ਗੀ,प्रगती
ਐਡਵਾਂਸ ਬੁਕਿੰਗ,अ‍ॅडव्हान्स बुकिंग
ਐਡਵਾਂਸ ਕਾਪੀ,आगाऊ प्रत
ਪੇਸ਼ਗੀ ਵਾਧਾ,आगाऊ वाढ
ਪੇਸ਼ਗੀ ਭੁਗਤਾਨ ਦੀ,आगाऊ भरणा
ਗਲਤ ਪ੍ਰਵੇਸ਼,प्रतिकूल प्रविष्टी
ਗਲਤ ਟਿੱਪਣੀ,प्रतिकूल टीका
ਗਲਤ ਰਿਪੋਰਟ,प्रतिकूल अहवाल
ਇਸ਼ਤਿਹਾਰ,जाहिरात
ਸਲਾਹ,सल्ला
ਭੁਗਤਾਨ ਦੀ ਸਲਾਹ,देयकाचा सल्ला
ਸਲਾਹਕਾਰ ਕਮੇਟੀ,सल्लागार समिती
ਸਲਾਹਕਾਰ ਪਰਿਸ਼ਦ,सल्लागार परिषद
ਐਡਵੋਕੇਟ,वकिली
ਮਾਮਲੇ,घडामोडी
ਹਲਫੀਆ ਬਿਆਨ,प्रतिज्ञापत्र
ਮਾਨਤਾ,संलग्नता
ਪੁਸ਼ਟੀਕਰਣ,पुष्टीकरण
ਸਕਾਰਾਤਮਕ,होकारार्थी
ਬਰਦਾਸ਼ਤ,परवाना
ਉਪਰੋਕਤ,उपरोक्त
ਅਫਰੇਸ਼,पुन्हा
ਦੇ ਵਿਰੁੱਧ,विरुद्ध
ਉਮਰ,वय
ਉਮਰ ਦਾ ਸਰਟੀਫਿਕੇਟ,वय प्रमाणपत्र
ਦੁਖੀ ਲਈ ਉਮਰ,मताधिकार वय
ਉਮਰ ਸੀਮਾ,वय मर्यादा
ਏਜੰਸੀ,एजन्सी
ਏਜੰਡਾ,अजेंडा
ਰਿਟਾਇਰਮੈਂਟ ਦੀ ਉਮਰ,सेवानिवृत्तीचे वय
ਪੂਰਕ ਦੀ ਉਮਰ,अधोरेखित वय
ਇਕੱਤਰਤਾ,एकत्रिकरण
ਦੁਖਦਾਈ,संताप
ਅੰਦੋਲਨ,आंदोलन
ਏਜੀਐਮ,एजीएम
ਸਮਝੌਤਾ,करार
ਸਮਝੌਤਾ ਫਾਰਮ,करार फॉर्म
ਖੇਤੀ ਬਾੜੀ,शेती
ਖੇਤੀ-ਉਦਯੋਗ,कृषी-उद्योग
ਸਹਾਇਤਾ,मदत
ਅਲਾਰਮ,गजर
ਚੇਤਾਵਨੀ,सतर्कता
ਉਪਨਾਮ,उर्फ
ਇਲਜ਼ਾਮ,आरोप
ਵਫ਼ਾਦਾਰੀ,निष्ठा
ਗਠਜੋੜ,युती
ਸਹਿਯੋਗੀ ਸੇਵਾਵਾਂ,संबद्ध सेवा
ਸਾਰੇ ਸੰਮਲਿਤ ਲਾਗਤ,सर्व समावेशक किंमत
ਸਾਰੇ ਭਾਰਤ ਸੇਵਾਵਾਂ,अखिल भारतीय सेवा
ਅਲਾਟਮੈਂਟ,वाटप
ਅਲਾਟਮੈਂਟ,वाटप
ਅਲਾਟਮੈਂਟ ਪੱਤਰ,वाटप पत्र
ਅਲਾਟੀਟੀ,अ‍ॅलोटी
ਮਨਜ਼ੂਰ,परवानगीयोग्य
ਮਨਜ਼ੂਰ ਖਰਚੇ,अनुमत खर्च
ਇੱਕ ਅਪੀਲ ਦੀ ਆਗਿਆ ਦਿਓ,अपीलला परवानगी द्या
ਭੱਤਾ,भत्ता
ਸਾਰੇ ਹੱਕ ਰਾਖਵੇਂ ਹਨ,सर्व हक्क राखीव
ਵਰਣਮਾਲਾ ਕ੍ਰਮ,वर्णमाला क्रम
ਗਰੈਟਰਕੇਸ਼ਨ,भांडण
ਵਿਕਲਪਿਕ,वैकल्पिक
ਵਿਕਲਪਿਕ,पर्यायी
ਏਕੀਕਰਨ,एकत्रिकरण
ਸੋਧਿਆ ਖਰੜਾ,सुधारित मसुदा
ਸੋਧ,दुरुस्ती
ਸਹੂਲਤ,सुविधा
ਅਮਲ,मैत्रीपूर्ण
ਬਾਰੂਦ,दारूगोळा
ਕਰਜ਼ੇ ਦਾ ਅਮੋਰਾਈਜ਼ੇਸ਼ਨ,कर्जाचे or न्टायझेशन
ਦੀ ਰਕਮ,रक्कम
ਪੈਨਸ਼ਨ ਦੀ ਮਾਤਰਾ,पेन्शनची रक्कम
ਸਮਾਨ ਪੋਸਟ,समान पोस्ट
ਵਿਸ਼ਲੇਸ਼ਣ,विश्लेषण
ਵਿਸ਼ਲੇਸ਼ਣ ਅਧਿਐਨ,विश्लेषणात्मक अभ्यास
ਪੂਰਵਜ,पूर्वज
ਸਹਾਇਕ ਉਦਯੋਗ,सहायक उद्योग
ਵੈਰ,वैर
ਅਨੁਲੱਗ,जोड
ਵਰ੍ਹੇਗੰ,वर्धापनदिन
ਘੋਸ਼ਣਾ,घोषणा
ਨਾਰਾਜ਼ਗੀ,त्रास
ਸਾਲਾਨਾ ਵਿੱਤੀ ਬਿਆਨ,वार्षिक आर्थिक विधान
ਸਾਲਾਨਾ ਰਿਪੋਰਟ,वार्षिक अहवाल
ਐਨੂਅਟੀ,वार्षिकी
ਅਗਿਆਤ,अज्ञात
ਅਗਿਆਤ ਸ਼ਿਕਾਇਤ,अज्ञात तक्रार
ਜਵਾਬ,उत्तरदायित्व
ਜਵਾਬ ਸ਼ੀਟ,उत्तरपत्रिका
ਵਿਰੋਧੀ,विरोधी
ਅਨੌਖੇ,पूर्वज
ਅਨੁਮਾਨਤ ਖਰਚੇ,अपेक्षित खर्च
ਅਨੁਮਾਨਤ ਆਮਦਨੀ,अपेक्षित उत्पन्न
ਉਮੀਦ,अपेक्षा
ਅਗਾ .ਂ ਜ਼ਮਾਨਤ,अपेक्षित जामीन
ਭ੍ਰਿਸ਼ਟਾਚਾਰ ਵਿਰੋਧੀ ਉਪਾਅ,भ्रष्टाचारविरोधी उपाय
ਐਂਟੀ-ਡੰਪਿੰਗ,अँटी-डंपिंग
ਪੁਰਾਣੀ,प्राचीन
ਨਸਲਵਾਦ,वर्णभेद
ਉਦਾਸੀ,औदासिन्य
ਸੁਪਰੀਮ ਬਾਡੀ,शिखर शरीर
ਮੁਆਫੀ,दिलगिरी
ਅਪੀਲ,अपील
ਦਿੱਖ,देखावा
ਭੁੱਖ,शांतता
ਅਪੀਲ ਟ੍ਰਿਬਿ al ਨਲ,अपील न्यायाधिकरण
ਅੰਤਿਕਾ,परिशिष्ट
ਉਪਕਰਣ,उपकरण
ਲਾਗੂ,लागू
ਬਿਨੈਕਾਰ,अर्जदार
ਐਪਲੀਕੇਸ਼ਨ,अर्ज
ਅਰਜ਼ੀ ਫਾਰਮ,अर्ज
ਲਾਗੂ ਕੀਤਾ,लागू
ਲਾਗੂ ਕਰੋ,अर्ज करा
ਨਿਯੁਕਤ,नेमणूक
ਨਿਯੁਕਤ ਕਰਨ ਦਾ ਅਧਿਕਾਰ,अधिकाराची नेमणूक
ਨਿਯੁਕਤੀ,नियुक्ती
ਮੁਲਾਕਾਤ ਪੱਤਰ,नियुक्ती पत्र
ਮੰਤਰੀ ਮੰਡਲ ਦੀ ਨਿਯੁਕਤੀਆਂ ਕਮੇਟੀ,मंत्रिमंडळाची नेमणूक समिती
ਤਨਖਾਹ ਦੀ ਵੰਡ,वेतनाचे विभाजन
ਮੁਲਾਂਕਣ,मूल्यमापन
ਮੁਲਾਂਕਣ,मूल्यांकनकर्ता
ਕਦਰ,कौतुक
ਖਦਸ਼ਾ,भीती
ਅਪ੍ਰੈਂਟਿਸ,शिकाऊ उमेदवार
ਪਹੁੰਚ,संपर्क साधा
ਉਚਿਤ,योग्य
ਉਚਿਤ ਕਾਰਵਾਈ,योग्य कृती
ਉਚਿਤ ਸਿਰ,योग्य डोके
ਨਿਰਧਾਰਤ,विनियोग
ਮਨਜ਼ੂਰੀ,मान्यता
ਲਗਭਗ,अंदाजे
ਯੋਗਤਾ ਟੈਸਟ,योग्यता चाचणी
ਮਨਮਾਨੀ,अनियंत्रित
ਆਰਬਿਟਰੇਟ,लवाद
ਆਰਬਿਟਰੇਸ਼ਨ,लवाद
ਆਰਬਿਟਰੇਸ਼ਨ ਟ੍ਰਿਬਿ al ਨਲ,लवाद न्यायाधिकरण
ਆਰਬਿਟਰੇਟਰ,लवाद
ਆਰਕੀਟੈਕਚਰ,आर्किटेक्चर
ਪੁਰਾਲੇਖ,संग्रहण
ਖੇਤਰ,क्षेत्र
ਖੇਤਰ ਹੈੱਡਕੁਆਰਟਰ,क्षेत्र मुख्यालय
ਦਲੀਲ,युक्तिवाद
ਪੈਦਾ,उद्भवू
ਸੁਰਖਿਆ ਬਲ,सशस्त्र सेना
ਪ੍ਰਬੰਧ,व्यवस्था
ਬਰੀਅਰ,थकबाकी
ਅਰੇਅਰ ਬਿਆਨ,थकबाकी विधान
ਆਗਮਨ ਰਿਪੋਰਟ,आगमन अहवाल
ਹੰਕਾਰ,गर्विष्ठपणा
ਅਰਸੇਨਲ,शस्त्रागार
ਲੇਖ,लेख
ਐਸੋਸੀਏਸ਼ਨ ਦੇ ਲੇਖ,संघटनेचा लेख
ਲੇਖ,लेख
ਚੜ੍ਹਦੇ ਕ੍ਰਮ,चढत्या ऑर्डर
ਪਤਾ ਲਗਾਓ,निश्चित करा
ਜਿਵੇਂ ਕਿ ਕਿੱਥੇ ਹੈ,कोठे आहे
ਪਹਿਲੂ,पैलू
ਦਾਖਲਾ,भ्रष्टाचार
ਕਤਲ,हत्या
ਹਮਲਾ,हल्ला
ਇਕੱਠਾ ਕਰਨ ਯੋਗ,एकत्र करा
ਅਸੈਂਬਲੀ,असेंब्ली
ਸਹਿਮਤੀ,मान्यता
ਦਾਅਵਾ ਕਰੋ,ठामपणे
ਮੁਲਾਂਕਣ,निर्धारक
ਮੁਲਾਂਕਣ,मूल्यांकन
ਮੁਲਾਂਕਣ ਸਾਲ,मूल्यांकन वर्ष
ਮੁਲਾਂਕਣ ਕਰਨ ਵਾਲਾ,मूल्यांकनकर्ता
ਸੰਪਤੀ,मालमत्ता
Assigneee,असिशात
ਅਸਾਈਨਮੈਂਟ,असाइनमेंट
ਅਸਾਈਨਟਰ,असाइनर
ਸਹਾਇਤਾ,सहाय्य
ਸਹਿਯੋਗੀ,सहयोगी
ਐਸੋਸੀਏਸ਼ਨ,असोसिएशन
ਚਾਰਜ ਦੀ ਧਾਰਨਾ,शुल्काची धारणा
ਭਰੋਸਾ,आश्वासन
ਅਸ਼ੋਰੈਂਸ ਕੰਪਨੀ,आश्वासन कंपनी
ਭਰੋਸਾ,आश्वासन
ਛੂਟ 'ਤੇ,सूट वर
ਪਰਮਾਣੂ ਸ਼ਕਤੀ,अणु शक्ती
ਬਰਾਬਰ ਵਿਚ,समम वर
ਪ੍ਰੀਮੀਅਮ 'ਤੇ,प्रीमियमवर
ਅਟੈਚ ਕਰੋ,संलग्न करा
ਨੱਥੀ ਦਫ਼ਤਰ,संलग्न कार्यालय
ਲਗਾਵ,संलग्नक
ਅਟੈਚਮੈਂਟ ਆਰਡਰ,संलग्नक ऑर्डर
ਪ੍ਰਾਪਤੀ,प्राप्ती
ਕੋਸ਼ਿਸ਼,प्रयत्न
ਹਾਜ਼ਰੀ,उपस्थिती
ਹਾਜ਼ਰੀ ਰਜਿਸਟਰ,उपस्थिती नोंदणी
ਹਾਜ਼ਰੀ ਤਿਲਕ,उपस्थिती स्लिप
ਧਿਆਨ,लक्ष
ਤਸਦੀਕ,प्रमाणीकरण
ਪ੍ਰਮਾਣਿਤ ਕਾੱਪੀ,प्रमाणित प्रत
ਰਵੱਈਆ,वृत्ती
ਆਕਰਸ਼ਕ ਤਨਖਾਹ,आकर्षक पगार
ਨਿਲਾਮੀ,लिलाव
ਨਿਲਾਮੀ,लिलाव
ਨਿਲਾਮੀ ਵਿਕਰੀ,लिलाव विक्री
ਹਾਜ਼ਰੀਨ,प्रेक्षक
ਆਡੀਓ-ਵਿਜ਼ੂਅਲ ਡਿਸਪਲੇਅ,ऑडिओ-व्हिज्युअल प्रदर्शन
ਆਡੀਓ-ਵਿਜ਼ੂਅਲ ਪ੍ਰਚਾਰ,ऑडिओ-व्हिज्युअल प्रसिद्धी
ਆਡਿਟ,ऑडिट
ਆਡਿਟ ਕੀਤੇ ਖਾਤੇ,ऑडिट खाती
ਆਡਿਟ ਬੈਲੇਂਸ ਸ਼ੀਟ,ऑडिट बॅलन्स शीट
ਆਡਿਟਿੰਗ,ऑडिटिंग
ਆਡਿਟ ਇਤਰਾਜ਼,ऑडिट आक्षेप
ਆਡੀਟਰ ਦੀ ਰਿਪੋਰਟ,ऑडिटरचा अहवाल
ਆਡੀਟੋਰੀਅਮ,सभागृह
ਆਡਿਟ ਪੈਰਾ,ऑडिट परिच्छेद
ਆਡਿਟ ਰਿਪੋਰਟ,ऑडिट अहवाल
ਤਪੱਸਿਆ,कठोरता
ਤਪੱਸਿਆ ਉਪਾਅ,कठोरपणाचे उपाय
ਪ੍ਰਮਾਣਿਕ,अस्सल
ਅਧਿਕਾਰਤ ਪ੍ਰਤੀਨਿਧੀ,अधिकृत प्रतिनिधी
ਅਧਿਕਾਰਤ,अधिकृत
ਅਧਿਕਾਰ,अधिकार
ਅਥਾਰਟੀ ਅੱਖਰ,प्राधिकरण पत्र
ਅਧਿਕਾਰਤ,अधिकृत
ਅਧਿਕਾਰਤ ਪੂੰਜੀ,अधिकृत भांडवल
ਆਟੋਮੈਟਿਕ,स्वयंचलित
ਖੁਦਮੁਖਤਿਆਰੀ,स्वायत्त
ਖੁਦਮੁਖਤਿਆਰੀ ਸਰੀਰ,स्वायत्त शरीर
ਖੁਦਮੁਖਤਿਆਰੀ,स्वायत्तता
ਸਹਾਇਕ,सहाय्यक
ਉਪਲੱਬਧ,उपलब्ध
Average ਸਤ,सरासरी
Ratuver ਸਤ ਛੁੱਟੀ,सरासरी रजा
ਘ੍ਰਿਣਾ,प्रतिकार
ਟਾਲਣਾ,टाळतो
ਬਚਣ,टाळा
ਟੈਕਸ ਤੋਂ ਪਰਹੇਜ਼ ਕਰੋ,कर टाळणे
ਉਡੀਕ ਕੀਤੀ,प्रतीक्षा केली
ਪੁਰਸਕਾਰ,पुरस्कार
ਅਥਾਰਟੀ,पुरस्कार प्राधिकरण
ਜਾਗਰੂਕਤਾ,जागरूकता
ਵਾਪਸ,बॅकडेटेड
ਪਿਛੋਕੜ,पार्श्वभूमी
ਬੈਕ ਲਾਗ,परत लॉग
ਪਿਛੇ ਹਟ ਜਾਣਾ,मागे होणे
ਬੈਕ ਹਵਾਲਾ,परत संदर्भ
ਬੈਕ ਅਪ,बॅक अप
ਬੈਕਵਾਰਡ ਕਲਾਸਾਂ,मागास वर्ग
ਪਿਛਲਾ ਕਬੀਲੇ,मागास जमाती
ਮਾੜੀ ਸੌਦਾ,वाईट सौदा
ਮਾੜਾ ਵਿਵਹਾਰ,वाईट वागणं
ਬੁਰਾ ਚਰਿੱਤਰ,वाईट वर्ण
ਮਾੜੀ ਜਲਵਾਯੂ ਭੱਤਾ,वाईट हवामान भत्ता
ਬੁਰਾ ਚਾਲ,वाईट आचरण
ਬੁਰਾ ਕਰਜਾ,वाईट कर्ज
ਸਾਮਾਨ,सामान
ਜ਼ਮਾਨਤ,जामीन
ਸੰਤੁਲਨ,शिल्लक
ਸੰਤੁਲਨ ਲਿਆਂਦਾ ਗਿਆ,शिल्लक खाली आणले
ਸੰਤੁਲਨ ਅੱਗੇ ਲਿਆਇਆ,शिल्लक पुढे आणले
ਸੰਤੁਲਿਤ ਬਜਟ,संतुलित बजेट
ਸੰਤੁਲਨ ਸ਼ੀਟ,शिल्लक पत्रक
ਬੈਲਟ,मतपत्रिका
ਬੈਲਟ ਬਾਕਸ,मतपेटी
ਬੈਲਟ ਪੇਪਰ,मतपत्रिका
ਪਾਬੰਦੀ,बंदी
ਬੈਂਕ,बँक
ਬੈੰਕ ਖਾਤਾ,बँक खाते
ਬੈਂਕ ਬੈਲੰਸ,बँक बॅलन्स
ਬੈਂਕ ਖਰਚੇ,बँक शुल्क
ਬੈਂਕ ਗਰੰਟੀ,बँक हमी
ਬੈਂਕ ਦੀ ਛੁਟੀ,बँक सुट्टी
ਬੈਂਕਿੰਗ ਸਹੂਲਤ,बँकिंग सुविधा
ਬੈਂਕਿੰਗ ਘੰਟੇ,बँकिंग तास
ਬੈਂਕਿੰਗ ਟ੍ਰਾਂਜੈਕਸ਼ਨ,बँकिंग व्यवहार
ਬੈਂਕ ਰੇਟ,बँक दर
ਬੈਂਕ ਮੇਲ-ਮਿਲਾਪ,बँक सलोखा
ਦੀਵਾਲੀਆ,दिवाळखोर
ਬੈਂਕ ਸੁਰੱਖਿਆ,बँक सुरक्षा
ਬੈਂਕ ਸਟੇਟਮੈਂਟ,बँक स्टेटमेंट
ਦਾਅਵਤ,मेजवानी
ਬਾਰ ਕੌਂਸਲ,बार कौन्सिल
ਸੌਦੇਬਾਜ਼ੀ,सौदा
ਸੌਦੇਬਾਜ਼ੀ,बार्गेनिंग
ਬੰਜਰ ਲੈਂਡ,नापीक जमीन
ਬਾਰਟਰ,बार्टर
ਅਧਾਰ,पाया
ਬੇਬੁਨਿਆਦ,निराधार
ਬੇਸਮੈਂਟ,तळघर
ਅਧਾਰ ਸਾਲ,बेस वर्ष
ਮੁੱ The ਲੀ,मूलभूत
ਅਸਲ ਵਿੱਚ,मूलभूतपणे
ਮੁੱ basic ਲੀ ਅਕਲ,मूलभूत बुद्धिमत्ता
ਮੁੱ Pay ਲੀ ਤਨਖਾਹ,मूलभूत वेतन
ਤਨਖਾਹ ਦਾ ਮੁ Tas ਲੇ ਪੱਧਰ,मूलभूत वेतन
ਮੁ The ਲੀ ਸਿਖਲਾਈ,मूलभूत प्रशिक्षण
ਅਧਾਰ,आधार
ਬੈਚ,बॅच
ਬੈਚ ਨੰਬਰ,बिल्ला क्रमांक
ਧਾਰਕ ਚੈੱਕ,वाहक तपासणी
ਹਵਾਲਾ ਪਹਿਲਾਂ,उद्धृत करण्यापूर्वी
ਵਿਵਹਾਰ,वर्तन
ਵਿਸ਼ਵਾਸ,विश्वास
ਬਰਾਬਰ ਦੇ ਹੇਠਾਂ,समम खाली
ਬੈਂਚ,खंडपीठ
ਬੇਂਚਮਾਰਕ,बेंचमार्क
ਲਾਭਕਾਰੀ,फायदेशीर
ਲਾਭਪਾਤਰੀ,लाभार्थी
ਲਾਭ,फायदा
ਸ਼ੱਕ ਦਾ ਲਾਭ,संशयाचा फायदा
ਦਿਆਲਤਾ,परोपकार
ਲਾਭਕਾਰੀ ਫੰਡ,बेनिव्हॉलेंट फंड
ਮਕੌਂਥ,निर्विकार
Orquest,वकील
ਸੋਗ,शोक
ਸਭ ਤੋਂ ਵਧੀਆ ਯਤਨ,सर्वोत्तम प्रयत्न
ਬਿਹਤਰ,बेटरमेंट
ਬਿਆਸ,पूर्वाग्रह
ਪੱਖਪਾਤੀ ਰਾਏ,पक्षपाती मत
