Tamil,Punjabi
அட்வான்ஸ் பிசினஸ் அப்ளிகேஷன் புரோகிராமிங் (ஏபிஏபி),ਐਡਵਾਂਸ ਬਿਜ਼ਨਸ ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ (ABAP)
மேம்பட்ட தரவு,ਉੱਨਤ ਡਾਟਾ
மேம்பட்ட தகவல் அமைப்பு,ਤਕਨੀਕੀ ਜਾਣਕਾਰੀ ਸਿਸਟਮ
மேம்பட்ட தொழில்நுட்பம் (AT),ਉੱਨਤ ਤਕਨਾਲੋਜੀ (ਏ.ਟੀ.)
முகவர்,ਏਜੰਟ
திரட்டுதல்,ਏਕੀਕਰਨ
வான்வழி கணினி அமைப்பு,ਏਅਰਬੋਰਨ ਕੰਪਿਊਟਰ ਸਿਸਟਮ
அல்டஸ் பக்க தயாரிப்பாளர்,aldus ਪੇਜ ਮੇਕਰ
எச்சரிக்கை பெட்டி,ਚੇਤਾਵਨੀ ਬਾਕਸ
அல்கோல்,ਐਲਗੋਲ
அல்காரிதம்,ਐਲਗੋਰਿਦਮ
அல்காரிதம் பகுப்பாய்வு,ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ
அல்காரிதம் திறன்,ਐਲਗੋਰਿਦਮ ਕੁਸ਼ਲਤਾ
மாற்றுப்பெயர்,ਉਪਨਾਮ
சீரமைப்பு,ਅਲਾਈਨਮੈਂਟ
ஒதுக்கீடு,ਵੰਡ
அகரவரிசை,ਵਰਣਮਾਲਾ
எண்ணெழுத்து,ਅੱਖਰ ਅੰਕੀ
எண்ணெழுத்து விசைப்பலகை,ਅੱਖਰ ਅੰਕੀ ਕੁੰਜੀ ਬੋਰਡ
ஆல்பா-சோதனை,ਅਲਫ਼ਾ-ਟੈਸਟ
ஆல்பா பதிப்பு,ਅਲਫ਼ਾ-ਵਰਜਨ
alt விசை,alt ਕੁੰਜੀ
அல்டாவிஸ்டா,altavista
தெளிவின்மை,ਅਸਪਸ਼ਟਤਾ
தெளிவற்ற இலக்கணம்,ਅਸਪਸ਼ਟ ਵਿਆਕਰਣ
அமெரிக்க தேசிய தரநிலை நிறுவனம் (ANSI),ਅਮਰੀਕਨ ਨੈਸ਼ਨਲ ਸਟੈਂਡਰਡ ਇੰਸਟੀਚਿਊਟ (ANSI)
தகவல் பரிமாற்றத்திற்கான அமெரிக்க தரநிலை குறியீடு (ASCII),ਜਾਣਕਾਰੀ ਇੰਟਰਚੇਂਜ ਲਈ ਅਮਰੀਕੀ ਸਟੈਂਡਰਡ ਕੋਡ (ASCII)
அனலாக்,ਐਨਾਲਾਗ
அனலாக் கணினி,ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ
அனலாக் சாதனம்,ਐਨਾਲਾਗ ਜੰਤਰ
அனலாக் மோடம்,ਐਨਾਲਾਗ ਮਾਡਮ
அனலாக் டு டிஜிட்டல் மாற்றி (ADC),ਐਨਾਲਾਗ ਟੂ ਡਿਜੀਟਲ ਕਨਵਰਟਰ (ADC)
மற்றும்,ਅਤੇ
மற்றும் சுற்று,ਅਤੇ ਸਰਕਟ
மற்றும் வாயில்,ਅਤੇ ਗੇਟ
மற்றும் செயல்பாடு அல்ல (விலக்கு),ਅਤੇ ਕਾਰਵਾਈ ਨਹੀਂ (ਬੇਹੱਦ)
இயங்குபடம்,ਐਨੀਮੇਸ਼ਨ
சிறுகுறிப்பு,ਐਨੋਟੇਸ਼ਨ
ஒழுங்கின்மை,ਅਸੰਗਤਤਾ
முன்னோடி,ਪੂਰਵ
முன்கூட்டிய பேஜிங்,ਅਗਾਊਂ ਪੇਜਿੰਗ
எதிர்ப்பு சமச்சீர்,ਵਿਰੋਧੀ ਸਮਰੂਪ
வைரஸ் தடுப்பு நிரல்,ਐਂਟੀਵਾਇਰਸ ਪ੍ਰੋਗਰਾਮ
ஆப்லெட்,ਐਪਲਿਟ
பயன்பாட்டு டெவலப்பர்,ਐਪਲੀਕੇਸ਼ਨ ਡਿਵੈਲਪਰ
பயன்பாட்டு நிரலாக்கம்,ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ
பயன்பாட்டு நிரலாக்க இடைமுகம் (API),ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ ਇੰਟਰਫੇਸ (API)
பயன்பாட்டு மென்பொருள்,ਐਪਲੀਕੇਸ਼ਨ ਸਾਫਟਵੇਅਰ
பயன்பாட்டு மொழி,ਲਾਗੂ ਕਰਨ ਵਾਲੀ ਭਾਸ਼ਾ
தோராயக் கோட்பாடு,ਅਨੁਮਾਨ ਥਿਊਰੀ
கட்டிடக்கலை,ਆਰਕੀਟੈਕਚਰ
பகுதி பரிமாற்றம்,ਖੇਤਰ ਦਾ ਤਬਾਦਲਾ
வாதம்,ਦਲੀਲ
எண்கணித மற்றும் தர்க்க அலகு,ਹਿਸਾਬ ਅਤੇ ਤਰਕ ਇਕਾਈ
எண்கணித சரிபார்ப்பு,ਹਿਸਾਬ ਦੀ ਜਾਂਚ
எண்கணித மாறிலி,ਅੰਕਿਤ ਸਥਿਰ
எண்கணித தரவு,ਅੰਕਿਤ ਡੇਟਾ
எண்கணித அறிவுரை,ਗਣਿਤ ਸੰਬੰਧੀ ਹਦਾਇਤ
எண்கணிதம் மற்றும் தருக்க அலகு (ALU),ਗਣਿਤ ਅਤੇ ਤਰਕ ਇਕਾਈ (ALU)
அர்பானெட்,ਅਰਪਨੇਟ
வரிசை,ਐਰੇ
வரிசை கேச்,ਐਰੇ ਕੈਸ਼
வரிசை கணினி,ਐਰੇ ਕੰਪਿਊਟਰ
வரிசை உறுப்பு,ਐਰੇ ਤੱਤ
வரிசை பெயர்,ਐਰੇ ਨਾਮ
வரிசை செயலி,ਐਰੇ ਪ੍ਰੋਸੈਸਰ
அம்புக்குறி விசைகள்,ਤੀਰ ਕੁੰਜੀਆਂ
உச்சரிப்பு,ਉਚਾਰਨ
உச்சரிப்பு புள்ளி,ਬਿਆਨ ਬਿੰਦੂ
செயற்கை சுருக்கம்,ਨਕਲੀ ਸੰਕੁਚਿਤ
செயற்கை கட்டுப்பாடு,ਨਕਲੀ ਕੰਟਰੋਲ
செயற்கை நுண்ணறிவு,ਬਣਾਵਟੀ ਗਿਆਨ
ஏறுபவர்,ਚੜ੍ਹਦਾ
ஏறும் வகை,ਵਧਦੀ ਲੜੀ
ASCII betical order,ASCII ਬੇਟਿਕਲ ਆਰਡਰ
ASCII கட்டுப்பாட்டு எழுத்து,ASCII ਕੰਟਰੋਲ ਅੱਖਰ
ASCII கோப்பு,ASCII ਫਾਈਲ
ASCII எழுத்துரு,ASCII ਫੌਂਟ
ASCII பரிமாற்றம்,ASCII ਟ੍ਰਾਂਸਫਰ
விகிதம்,ਆਕਾਰ ਅਨੁਪਾਤ
ASPI,ਏ.ਐਸ.ਪੀ.ਆਈ
ASR டைமர்,ASR ਟਾਈਮਰ
கூடி,ਇਕੱਠਾ ਕਰਨਾ
அசெம்பிளர்,ਅਸੈਂਬਲਰ
சட்டசபை,ਅਸੈਂਬਲੀ
சட்டசபை மொழி,ਅਸੈਂਬਲੀ ਭਾਸ਼ਾ
வலியுறுத்தல்,ਦਾਅਵਾ
பணி நியமனம்,ਅਸਾਈਨਮੈਂਟ
சங்கம்,ਐਸੋਸੀਏਸ਼ਨ
துணை முகவரி,ਸਹਿਯੋਗੀ ਪਤਾ
துணை நினைவகம்,ਸਹਿਯੋਗੀ ਮੈਮੋਰੀ
ஆஸ்டிரிக்,ਤਾਰਾ
சமச்சீரற்ற,ਅਸਮਿਤ
ஒத்திசைவற்ற,ਅਸਿੰਕ੍ਰੋਨਸ
ஒத்திசைவற்ற டிஜிட்டல் சந்தாதாரர் வரி (ADSL),ਅਸਿੰਕ੍ਰੋਨਸ ਡਿਜੀਟਲ ਸਬਸਕ੍ਰਾਈਬਰ ਲਾਈਨ (ADSL)
ஒத்திசைவற்ற நேரப் பிரிவு மல்டிபிளெக்சிங் (ATDM),ਅਸਿੰਕ੍ਰੋਨਸ ਟਾਈਮ ਡਿਵੀਜ਼ਨ ਮਲਟੀਪਲੈਕਸਿੰਗ (ATDM)
ஒத்திசைவற்ற பரிமாற்றம்,ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ
ஒத்திசைவற்ற பரிமாற்ற முறை (ATM),ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ ਮੋਡ (ATM)
அணு,ਪਰਮਾਣੂ
இணைக்கப்பட்ட ஆவணம்,ਨੱਥੀ ਦਸਤਾਵੇਜ਼
இணைக்கப்பட்டுள்ள கோப்பு,ਨੱਥੀ ਫ਼ਾਈਲ
இணைப்பு,ਲਗਾਵ
பண்பு,ਵਿਸ਼ੇਸ਼ਤਾ
ஆடியோ,ਆਡੀਓ
தணிக்கை நிரலாக்கம்,ਆਡਿਟ ਪ੍ਰੋਗਰਾਮਿੰਗ
தணிக்கை சோதனை,ਆਡਿਟ ਟ੍ਰੇਲ
பெருக்குதல்,ਵਾਧਾ
அங்கீகார நெறிமுறை,ਪ੍ਰਮਾਣਿਕਤਾ ਪ੍ਰੋਟੋਕੋਲ
ஆசிரியர் அமைப்பு,ਲੇਖਕ ਪ੍ਰਣਾਲੀ
அங்கீகாரம்,ਅਧਿਕਾਰ
தானியங்கு சுருக்கம்,ਆਟੋ ਐਬਸਟਰੈਕਟ
தானாக துவக்குதல்,ਆਟੋਬੂਟਿੰਗ
ஆட்டோகேட்,ਆਟੋਕੈਡ
ஆட்டோலாக் ஆன்,ਆਟੋਲੌਗ ਚਾਲੂ
தானியங்கி,ਆਟੋਮੇਟਾ
தானியங்கு கோட்பாடு,ਆਟੋਮੈਟਾ ਥਿਊਰੀ
தானியங்கி கணினி,ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਿੰਗ
தானியங்கி தரவு செயலாக்கம்,ਆਟੋਮੈਟਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ
தானியங்கி பிழை திருத்தம்,ਆਟੋਮੈਟਿਕ ਗਲਤੀ ਸੁਧਾਰ
தானியங்கி செயல்பாடு,ਆਟੋਮੈਟਿਕ ਫੰਕਸ਼ਨ
தானியங்கி அட்டவணைப்படுத்தல்,ਆਟੋਮੈਟਿਕ ਇੰਡੈਕਸਿੰਗ
தானியங்கி நூலக அழைப்பு,ਆਟੋਮੈਟਿਕ ਲਾਇਬ੍ਰੇਰੀ ਕਾਲ
தானியங்கி நிரலாக்க,ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ
தானியங்கி மீட்பு திட்டம்,ਆਟੋਮੈਟਿਕ ਰਿਕਵਰੀ ਪ੍ਰੋਗਰਾਮ
தானியங்கி வழக்கம்,ਆਟੋਮੈਟਿਕ ਰੁਟੀਨ
தானியங்கி கணினி மீட்பு,ਆਟੋਮੈਟਿਕ ਸਿਸਟਮ ਰਿਕਵਰੀ
தானியங்கி பணம் செலுத்தும் இயந்திரம் (ATM),ਆਟੋਮੈਟਿਕ ਟੈਲਰ ਮਸ਼ੀਨ (ATM)
தானியங்கி,ਆਟੋਮੇਸ਼ਨ
தானியங்கி,ਸਵੈ ਚਾਲ
தானாக சேமிக்கவும்,ਸਵੈ-ਸੰਭਾਲ
துணை,ਸਹਾਇਕ
துணை நினைவகம்,ਸਹਾਇਕ ਮੈਮੋਰੀ
துணை சேமிப்பு,ਸਹਾਇਕ ਸਟੋਰੇਜ਼
கிடைக்கும் பட்டியல்,ਉਪਲਬਧ ਸੂਚੀ
கிடைக்கும் நேரம்,ਉਪਲਬਧ ਸਮਾਂ
சராசரி,ਔਸਤ
awk (மொழி),awk (ਭਾਸ਼ਾ)
பின்தளம்,ਬੈਕਐਂਡ
பின்தள செயலி,ਬੈਕਐਂਡ ਪ੍ਰੋਸੈਸਰ
பின்முகத்தை அகற்றுதல்,ਬੈਕਫੇਸ ਹਟਾਉਣਾ
பின்னணி செயலாக்கம்,ਪਿਛੋਕੜ ਦੀ ਕਾਰਵਾਈ
பேக்கிங் கடை,ਬੈਕਿੰਗ ਸਟੋਰ
பின் இணைப்பு,ਬੈਕਪੈਚਿੰਗ
பின்வெளி,ਬੈਕਸਪੇਸ
பின்வாங்குதல்,ਬੈਕਟਰੈਕਿੰਗ
காப்புப்பிரதி,ਬੈਕ-ਅੱਪ
காப்பு நினைவகம்,ਬੈਕਅੱਪ ਮੈਮੋਰੀ
பின்னோக்கி பிழை மீட்பு,ਪਿੱਛੇ ਗਲਤੀ ਰਿਕਵਰੀ
இருப்புநிலை,ਸੰਤੁਲਨ ਸ਼ੀਟ
இசைக்குழு,ਜਥਾ
பட்டை அகலம்,ਬੈਂਡ ਚੌੜਾਈ
வங்கியாளர் வழிமுறை,ਬੈਂਕਰ ਦਾ ਐਲਗੋਰਿਦਮ
பார் குறியீடு,ਬਾਰ ਕੋਡ
பட்டை குறி படிப்பான் வருடி,ਬਾਰ ਕੋਡ ਸਕੈਨਰ
சட்ட வரைபடம்,ਬਾਰ ਗ੍ਰਾਫ
அடிப்படை முகவரி,ਅਧਾਰ ਪਤਾ
அடிப்படை இசைக்குழு,ਅਧਾਰ ਬੈਂਡ
அடிப்படை எண்,ਅਧਾਰ ਨੰਬਰ
அடிப்படை அட்டவணை,ਅਧਾਰ ਸਾਰਣੀ
அடிப்படை,ਬੇਸਿਕ
அடிப்படை கட்டுப்பாடு,ਬੁਨਿਆਦੀ ਕੰਟਰੋਲ
அடிப்படை உள்ளீடு,ਬੁਨਿਆਦੀ ਇੰਪੁੱਟ
அடிப்படை அறிவுறுத்தல்,ਬੁਨਿਆਦੀ ਹਦਾਇਤ
அடிப்படை வெளியீடு,ਬੁਨਿਆਦੀ ਆਉਟਪੁੱਟ
அடிப்படை படி,ਬੁਨਿਆਦੀ ਕਦਮ
தொகுதி,ਬੈਚ
தொகுதி கோப்பு,ਬੈਚ ਫਾਈਲ
தொகுதி நிலை,ਬੈਚ ਸਥਿਤੀ
தொகுதி செயலாக்கம்,ਬੈਚ ਪ੍ਰੋਸੈਸਿੰਗ
தொகுதி அமைப்பு,ਬੈਚ ਸਿਸਟਮ
பாட்,ਬੌਡ
பாட் விகிதம்,ਬੌਡ ਦਰ
உத்திரம்,ਬੀਮ
அளவுகோல்,ਬੇਂਚਮਾਰਕ
இருதரப்பு தொடர்பு,ਦੋ-ਦਿਸ਼ਾ ਸੰਚਾਰ
இருதரப்பு இணைப்பு,ਦੋ-ਦਿਸ਼ਾਵੀ ਲਿੰਕ
பைனரி குறியீடு,ਬਾਈਨਰੀ ਕੋਡ
பைனரி இலக்கம்,ਬਾਈਨਰੀ ਅੰਕ
பைனரி உள்ளீட்டு வெளியீட்டு அமைப்பு (பயாஸ்),ਬਾਈਨਰੀ ਇਨਪੁਟ ਆਉਟਪੁੱਟ ਸਿਸਟਮ (BIOS)
பைனரி எண்,ਬਾਈਨਰੀ ਨੰਬਰ
பைனரி ஆபரேட்டர்,ਬਾਈਨਰੀ ਆਪਰੇਟਰ
பைனரி உறவு,ਬਾਈਨਰੀ ਸਬੰਧ
பைனரி தேடல்,ਬਾਈਨਰੀ ਖੋਜ
பைனரி தேடல் மரம் (BST),ਬਾਈਨਰੀ ਸਰਚ ਟ੍ਰੀ (BST)
பைனரி பரிமாற்றம்,ਬਾਈਨਰੀ ਟ੍ਰਾਂਸਫਰ
பைனரி மரம்,ਬਾਈਨਰੀ ਰੁੱਖ
இருமுனை நினைவகம்,ਬਾਈਪੋਲਰ ਮੈਮੋਰੀ
பிறப்பு இறப்பு மாதிரி,ਜਨਮ ਮੌਤ ਮਾਡਲ
பிறப்பு இறப்பு செயல்முறை,ਜਨਮ ਮੌਤ ਦੀ ਪ੍ਰਕਿਰਿਆ
பிட்,ਬਿੱਟ
சிறிய தவறு,ਬਿੱਟ ਨੁਕਸ
பிட் வரைபடம்,ਬਿੱਟ ਨਕਸ਼ਾ
பிட் மேப் பிக்சல் (BMP),ਬਿੱਟ ਮੈਪ ਪਿਕਸਲ (BMP)
பிட் மேட்ரிக்ஸ்,ਬਿੱਟ ਮੈਟ੍ਰਿਕਸ
பிட் முறை,ਬਿੱਟ ਪੈਟਰਨ
பிட் நிலை,ਬਿੱਟ ਸਥਿਤੀ
பிட் விகிதம்,ਬਿੱਟ ਰੇਟ
கருப்பு பெட்டி சோதனை,ਬਲੈਕ ਬਾਕਸ ਟੈਸਟਿੰਗ
கண் சிமிட்டுதல்,ਝਪਕਣਾ
தொகுதி,ਬਲਾਕ
தொகுதி தற்காலிக சேமிப்பு,ਬਲਾਕ ਕੈਸ਼
தடுப்பு சோதனை,ਬਲਾਕ ਚੈੱਕ
தொகுதி நகல்,ਬਲਾਕ ਕਾਪੀ
தொகுதி வரைபடம்,ਬਲਾਕ ਚਿੱਤਰ
பிணையத்தைத் தடுக்கிறது,ਬਲਾਕਿੰਗ ਨੈੱਟਵਰਕ
பலகை,ਫੱਟੀ
புத்தககுறி,ਕਿਤਾਬ ਦਾ ਨਿਸ਼ਾਨ
பூலியன் இயற்கணிதம்,ਬੂਲੀਅਨ ਅਲਜਬਰਾ
பூலியன் உறவு,ਬੂਲੀਅਨ ਸਬੰਧ
துவக்க பகிர்வு,ਬੂਟ ਭਾਗ
பூட் ஸ்ட்ராப்பிங்,ਬੂਟ ਸਟ੍ਰੈਪਿੰਗ
பூட்-ஸ்ட்ராப் ஏற்றி,ਬੂਟ-ਸਟੈਪ ਲੋਡਰ
பாலம்,ਪੁਲ
பிராட்பேண்ட் நெட்வொர்க்கிங்,ਬਰਾਡਬੈਂਡ ਨੈੱਟਵਰਕਿੰਗ
ஒளிபரப்பு,ਪ੍ਰਸਾਰਣ
ஒலிபரப்பு வானொலி,ਪ੍ਰਸਾਰਣ ਰੇਡੀਓ
உலவ,ਬਰਾਊਜ਼ ਕਰੋ
உலாவி,ਬਰਾਊਜ਼ਰ
பி-மரம்,ਬੀ-ਰੁੱਖ
குமிழி நினைவகம்,ਬੁਲਬੁਲਾ ਮੈਮੋਰੀ
குமிழி வகை,ਬੁਲਬੁਲਾ ਲੜੀਬੱਧ
வாளி,ਬਾਲਟੀ
நண்பர் அமைப்பு,ਦੋਸਤ ਸਿਸਟਮ
பட்ஜெட் பயனுள்ள கட்டுப்பாடு,ਬਜਟ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਨਿਯੰਤਰਣ
தாங்கல்,ਬਫਰ
பிழை,ਬੱਗ
பேருந்து,ਬੱਸ
பைட்,ਬਾਈਟ
பைட் குறியீடு,ਬਾਈਟ ਕੋਡ
c,c
C++,C++
தற்காலிக சேமிப்பு,ਕੈਸ਼
கேச் தாங்கல்,ਕੈਸ਼ ਬਫਰ
கேச் நினைவகம்,ਕੈਸ਼ ਮੈਮੋਰੀ
கணக்கீடு,ਗਣਨਾ
கால்குலேட்டர்,ਕੈਲਕੁਲੇਟਰ
கால்குலேட்டர் சிப்,ਕੈਲਕੁਲੇਟਰ ਚਿੱਪ
அழைப்பு,ਕਾਲ ਕਰੋ
பெயரால் அழைக்கவும்,ਨਾਮ ਨਾਲ ਕਾਲ ਕਰੋ
குறிப்பு மூலம் அழைப்பு,ਹਵਾਲੇ ਦੁਆਰਾ ਕਾਲ ਕਰੋ
மதிப்பு மூலம் அழைப்பு,ਮੁੱਲ ਦੁਆਰਾ ਕਾਲ ਕਰੋ
மாறிகள் மூலம் அழைப்பு,ਵੇਰੀਏਬਲ ਦੁਆਰਾ ਕਾਲ ਕਰੋ
அழைப்பு வாயில்,ਕਾਲ ਗੇਟ
ரத்து செய்,ਰੱਦ ਕਰੋ
ரத்து பொத்தான்,ਰੱਦ ਕਰੋ ਬਟਨ
நியமனம்,ਕੈਨੋਨੀਕਲ
நியமன வடிவம்,ਕੈਨੋਨੀਕਲ ਰੂਪ
திறன்,ਸਮਰੱਥਾ
திறன் பட்டியல்,ਸਮਰੱਥਾ ਸੂਚੀ
திறன்,ਸਮਰੱਥਾ
தொப்பி பூட்டு விசை,ਕੈਪਸ ਲਾਕ ਕੁੰਜੀ
அட்டை,ਕਾਰਡ
கார்டு ரீடர்,ਕਾਰਡ ਰੀਡਰ
கார்டினாலிட்டி,ਮੁੱਖਤਾ
கேரியர்,ਕੈਰੀਅਰ
கேரியர் பேண்ட்,ਕੈਰੀਅਰ ਬੈਂਡ
கேரியர் சுமை,ਕੈਰੀਅਰ ਲੋਡ
கேரியர் சிக்னல்,ਕੈਰੀਅਰ ਸਿਗਨਲ
கேரியர் அலை,ਕੈਰੀਅਰ ਲਹਿਰ
சுமந்து செல்,ਲੈ ਜਾਣਾ
இலக்கத்தை எடுத்துச் செல்லுங்கள்,ਕੈਰੀ ਅੰਕ
கொடியை ஏந்தி,ਝੰਡਾ ਚੁੱਕੋ
கெட்டி வட்டு,ਕਾਰਤੂਸ ਡਿਸਕ
அருவி,ਕੈਸਕੇਡ
வழக்கு,ਕੇਸ
கத்தோட் கதிர் குழாய் (CRT),ਕੈਥੋਡ ਰੇ ਟਿਊਬ (ਸੀਆਰਟੀ)
கேத்தோடு கதிர் குழாய் (CRT),ਕੈਥੋਡ ਰੇ ਟਿਊਬ (ਸੀਆਰਟੀ)
CD ROM வட்டு இயக்கி,CD ROM ਡਿਸਕ ਡਰਾਈਵ
செல்,ਸੈੱਲ
செல் அனிமேஷன்,ਸੈੱਲ ਐਨੀਮੇਸ਼ਨ
கை பேசி,ਸੈਲੂਲਰ ਫ਼ੋਨ
மைய நினைவகம்,ਕੇਂਦਰੀ ਮੈਮੋਰੀ
மத்திய செயலாக்க அலகு (CPU),ਕੇਂਦਰੀ ਪ੍ਰੋਸੈਸਿੰਗ ਯੂਨਿਟ (CPU)
மையப்படுத்தப்பட்ட அமைப்பு,ਕੇਂਦਰੀ ਸਿਸਟਮ
சான்றளிக்கப்பட்ட நாடா,ਪ੍ਰਮਾਣਿਤ ਟੇਪ
சங்கிலி,ਚੇਨ
சங்கிலி தரவு,ਚੇਨ ਡਾਟਾ
சங்கிலி இணைப்பு,ਚੇਨ ਲਿੰਕ
சங்கிலியிடுதல்,ਚੇਨਿੰਗ
சேனல்,ਚੈਨਲ
சேனல் பிஸியான தொனி,ਚੈਨਲ ਵਿਅਸਤ ਟੋਨ
