Gujarati,Tamil
કોણીય પ્રવેગક,கோண முடுக்கம்
કોણીય ગતિ,கோண இயக்கம்
કોણીય ઝડપ,கோண வேகம்
કોણીય વેગ,கோண வேகம்
વલય,வளையம்
જવાબ,பதில்
વિરોધી વ્યુત્પન્ન,எதிர்ப்பு வழித்தோன்றல்
એન્ટિસપ્રમાણ કાર્ય,சமச்சீரற்ற செயல்பாடு
લાગુ,பொருந்தும்
અરજી,விண்ணப்பம்
લાગુ ડાયનેમિક પ્રોગ્રામિંગ,பயன்பாட்டு டைனமிக் நிரலாக்கம்
લાગુ ભૂમિતિ,பயன்படுத்தப்படும் வடிவியல்
લાગુ ગણિત,பயன்பாட்டு கணிதம்
લાગુ આંકડા,பயன்பாட்டு புள்ளிவிவரங்கள்
લગભગ,தோராயமாக
લગભગ સતત કાર્ય,தோராயமாக தொடர்ச்சியான செயல்பாடு
અંદાજિત પદ્ધતિ,தோராயமான முறை
અંદાજિત ઉકેલ,தோராயமான தீர்வு
અંદાજની સમસ્યા,தோராயமான பிரச்சனை
અંદાજિત મિલકત,தோராயமான சொத்து
યોગ્યતા પરીક્ષણ બેટરી,திறன் சோதனை பேட்டரி
આર્ગાન્ડ ડાયાગ્રામ,அர்காண்ட் வரைபடம்
મનસ્વી રીતે પસંદ કરેલ,தன்னிச்சையாக தேர்வு
મનસ્વી,தன்னிச்சையான
મનસ્વી સતત,தன்னிச்சையான மாறிலி
મનસ્વી તત્વ,தன்னிச்சையான உறுப்பு
મનસ્વી બિંદુ,தன்னிச்சையான புள்ளி
આર્કેમીડિયન કાયદો,ஆர்க்கிமிடியன் சட்டம்
આર્કિમિડીઝ સિદ્ધાંત,ஆர்க்கிமிடிஸ் கொள்கை
ચાપ લંબાઈ,வில்லின் நீளம்
વર્તુળની ચાપ,வட்ட வில்
આર્ક સાઈન વિતરણ,ஆர்க் சைன் விநியோகம்
આર્ક સાઈન ટ્રાન્સફોર્મેશન,ஆர்க் சைன் மாற்றம்
વિસ્તાર,பகுதி
ક્ષેત્રીય રચના,பகுதி அமைப்பு
જટિલ સંખ્યાની દલીલ,கலப்பு எண்ணின் வாதம்
અંકગણિત સરેરાશ,எண்கணித சராசரி
અંકગણિત કામગીરી,எண்கணித செயல்பாடு
અંકગણિત એકમ,எண்கணித அலகு
વ્યવસ્થા,ஏற்பாடு
એરે,வரிசை
કૃત્રિમ ઉપગ્રહ,செயற்கை செயற்கைக்கோள்
કૃત્રિમ ચલ,செயற்கை மாறி
ચડવું,ஏறும்
ચડતા,ஏறும்
તીવ્રતાનો ચડતો ક્રમ,அளவின் ஏறுவரிசை
ચડતી શ્રેણી,ஏறுவரிசை தொடர்
એસેમ્બલર ભાષા,அசெம்பிளர் மொழி
સોંપણીની સમસ્યા,பணி நியமன பிரச்சனை
સહયોગી કાયદો,துணை சட்டம்
ઓપરેટરોનો સહયોગી કાયદો,ஆபரேட்டர்களின் துணை சட்டம்
સહયોગી કામગીરી,துணை செயல்பாடு
સહયોગ,கூட்டுறவு
ધાર્યું સરેરાશ,சராசரியாக கருதப்படுகிறது
અનુમાનિત સંભાવના વિતરણ,நிகழ்தகவு விநியோகம் என்று கருதப்படுகிறது
ધારણા,அனுமானம்
જ્યોતિષ,ஜோதிடம்
એસ્ટ્રોનોટિકલ એન્જિનિયર,விண்வெளி பொறியாளர்
ખગોળશાસ્ત્રી,வானியலாளர்
ખગોળશાસ્ત્રીય ઘડિયાળ,வானியல் கடிகாரம்
ખગોળશાસ્ત્ર,வானியல்
અસમપ્રમાણ વળાંક,சமச்சீரற்ற வளைவு
અસમપ્રમાણતા,சமச்சீரற்ற தன்மை
એસિમ્પ્ટોટ,அறிகுறியற்றது
એસિમ્પટોટિક,அறிகுறியற்ற
એસિમ્પટોટિકલી કાર્યક્ષમ અંદાજકાર,அறிகுறியற்ற திறமையான மதிப்பீட்டாளர்
એસિમ્પટોટિકલી નિષ્પક્ષ અંદાજકર્તા,அறிகுறியற்ற பாரபட்சமற்ற மதிப்பீட்டாளர்
એસિમ્પ્ટોટિક વર્તન,அறிகுறியற்ற நடத்தை
એસિમ્પ્ટોટિક વિતરણ કાર્ય,அறிகுறியற்ற விநியோக செயல்பாடு
એસિમ્પ્ટોટિક વિસ્તરણ,அறிகுறியற்ற விரிவாக்கம்
વાતાવરણ નુ દબાણ,வளிமண்டல அழுத்தம்
રેન્ડમ પર,சீரற்ற முறையில்
લક્ષણ,பண்பு
વિશેષતા નમૂના પ્રક્રિયા,மாதிரி செயல்முறை பண்புகளை
સંવર્ધિત મેટ્રિક્સ,பெரிதாக்கப்பட்ட அணி
સ્વતઃસંબંધ ગુણાંક,தன்னியக்க தொடர்பு குணகம்
સ્વતઃસંબંધ કાર્ય,தன்னியக்க தொடர்பு செயல்பாடு
ઓટોકોવરિઅન્સ,தன்னியக்க மாறுபாடு
સ્વચાલિત કમ્પ્યુટર,தானியங்கி கணினி
ઓટો રીગ્રેશન,தன்னியக்க பின்னடைவு
સહાયક સમીકરણ,துணை சமன்பாடு
સરેરાશ સેમ્પલ નંબર કર્વ (ASN કર્વ),சராசரி மாதிரி எண் வளைவு (ASN வளைவு)
સ્વયંસિદ્ધ,கோட்பாடு
સ્વયંસિદ્ધ અભિગમ,அச்சு அணுகுமுறை
સંભાવનાનું સ્વયંસિદ્ધ,நிகழ்தகவு கோட்பாடு
ધરી,அச்சு
abscissa ની અક્ષ,abscissa அச்சு
પૃથ્વીની ધરી,பூமியின் அச்சு
ક્રાંતિની ધરી,புரட்சியின் அச்சு
પરિભ્રમણની અક્ષ,சுழற்சியின் அச்சு
સ્પિનની ધરી,சுழற்சியின் அச்சு
બેક-અવેજી,பின்-மாற்று
પછાત તફાવત,பின்தங்கிய வேறுபாடு
બેકવર્ડ-ઇન્ટરપોલેશન ફોર્મ્યુલા,பின்தங்கிய இடைக்கணிப்பு சூத்திரம்
સંતુલન,சமநிலை
સંતુલિત ડિઝાઇન,சீரான வடிவமைப்பு
સરવૈયા,இருப்புநிலை
બેલિસ્ટિક મિસાઇલ,பாலிஸ்டிக் ஏவுகணை
બેલિસ્ટિક્સ,பாலிஸ்டிக்ஸ்
બાર,மதுக்கூடம்
પાયો,அடித்தளம்
આધાર કોણ,அடிப்படை கோணம்
લઘુગણકનો આધાર,மடக்கையின் அடிப்படை
પાયાની,அடிப்படை
મૂળભૂત શક્ય ઉકેલ,அடிப்படை சாத்தியமான தீர்வு
મૂળભૂત ઉકેલ,அடிப்படை தீர்வு
મૂળભૂત ચલ,அடிப்படை மாறி
આધાર,அடிப்படையில்
આધાર તત્વ,அடிப்படை உறுப்பு
આધાર મેટ્રિક્સ,அடிப்படை அணி
વેક્ટર સ્પેસનો આધાર,ஒரு திசையன் இடத்தின் அடிப்படை
સબસ્પેસનો આધાર,துணைவெளியின் அடிப்படை
બેયસિયન અંદાજ,பேய்சியன் மதிப்பீடு
બેયસનો કાયદો,பேய்ஸ் சட்டம்
બેયસનું પ્રમેય,பேய்ஸ் தேற்றம்
બર્નૌલી વિતરણ,பெர்னோலி விநியோகம்
બર્નોલી નંબર,பெர்னோலி எண்
બર્નૌલી સંભાવના કાર્ય,பெர்னோலி நிகழ்தகவு செயல்பாடு
બર્નૌલીનું સમીકરણ,பெர்னோலியின் சமன்பாடு
બેરી કાર્ય,பெர்ரி செயல்பாடு
શ્રેષ્ઠ ગોઠવણ,சிறந்த பொருத்தம்
શ્રેષ્ઠ - ફિટ લાઇન,சிறந்த பொருத்தம் வரி
શ્રેષ્ઠ ઉકેલ,சிறந்த தீர்வு
શ્રેષ્ઠ વ્યૂહરચના,சிறந்த உத்திகள்
બીટા વિતરણ,பீட்டா விநியோகம்
પૂર્વગ્રહ,சார்பு
પક્ષપાતી અંદાજ,பாரபட்சமான மதிப்பீடு
બિહાર્મોનિક સમીકરણ,பைஹார்மோனிக் சமன்பாடு
બાયજેક્શન,பிஜேக்ஷன்
દ્વિભાષી નકશો,இருமுனை வரைபடம்
બાયજેક્ટિવ મેપિંગ,பைஜெக்டிவ் மேப்பிங்
દ્વિરેખીય સ્વરૂપ,இருகோடி வடிவம்
દ્વિરેખીય કાર્ય,இருமுனை செயல்பாடு
દ્વિરેખીય હર્મિટિયન સ્વરૂપ,இருமுனை ஹெர்மிடியன் வடிவம்
દ્વિસંગી,பைனரி
દ્વિસંગી કોડ,பைனரி குறியீடு
દ્વિસંગી કોડેડ દશાંશ,பைனரி குறியிடப்பட்ட தசம
દ્વિસંગી કોડિંગ,பைனரி குறியீட்டு முறை
દ્વિસંગી કમ્પ્યુટર,பைனரி கணினி
દ્વિસંગી અંક,பைனரி இலக்கம்
દ્વિસંગી કામગીરી,பைனரி செயல்பாடு
દ્વિસંગી સિસ્ટમ,பைனரி அமைப்பு
દ્વિસંગી ચલ,பைனரி மாறி
દ્વિપદી ગુણાંક,ஈருறுப்புக் குணகம்
દ્વિપદી વિતરણ,இருவகைப் பரவல்
દ્વિપદી સમીકરણ,ஈருறுப்புச் சமன்பாடு
દ્વિપદી વિસ્તરણ,ஈருறுப்பு விரிவாக்கம்
દ્વિપદી અભિવ્યક્તિ,ஈருறுப்பு வெளிப்பாடு
દ્વિપદી રેન્ડમ ચલ,ஈருறுப்பு சீரற்ற மாறி
દ્વિપદી પ્રમેય,ஈருறுப்பு தேற்றம்
દ્વિભાગ,இரு பிரிவு
દ્વિભાજન પદ્ધતિ,பிரித்தல் முறை
દ્વિભાજક,இருவகை
બાયસીરીયલ,இருமுறை
બીટ,பிட்
દ્વિપક્ષીય દ્વિપદી વિતરણ,இருவகை இருவகைப் பரவல்
બાયવેરિયેટ સહસંબંધ ગુણાંક,இருவகை தொடர்பு குணகம்
દ્વિવિધ વિતરણ,இருவகை விநியோகம்
બાયવેરિયેટ સામાન્ય વિતરણ,இருவகை சாதாரண விநியோகம்
બાઇવેક્ટર,பைவெக்டர்
બોલ્ટ્ઝમેન સમીકરણ,போல்ட்ஸ்மேன் சமன்பாடு
બુલિયન બીજગણિત,பூலியன் இயற்கணிதம்
બોઝ - આઈન્સ્ટાઈન આંકડા,போஸ் - ஐன்ஸ்டீன் புள்ளிவிவரங்கள்
સીમાની સ્થિતિ,எல்லை நிலை
સીમા સ્તર,எல்லை அடுக்கு
સીમા રેખા,எல்லைக் கோடு
સીમા મૂલ્ય,எல்லை மதிப்பு
સીમા મૂલ્યની સમસ્યા,எல்லை மதிப்பு பிரச்சனை
બંધાયેલ કાર્ય,வரையறுக்கப்பட்ட செயல்பாடு
બાઉન્ડેડ મેટ્રિક્સ,கட்டுப்பட்ட அணி
સીમિત પ્રદેશ,எல்லைக்குட்பட்ட பகுதி
બાઉન્ડેડ સેટ,வரையறுக்கப்பட்ட தொகுப்பு
બ્રાઉનિયન ગતિ,பிரவுனிய இயக்கம்
ગણત્રી,கணக்கிட
ગણતરી,கணக்கிடுகிறது
ગણતરી મશીન,கணக்கிடும் இயந்திரம்
ગણતરી,கணக்கீடு
ગણતરીની પ્રક્રિયા,கணக்கீட்டு செயல்முறை
કેલ્ક્યુલેટર,கால்குலேட்டர்
કલન,கால்குலஸ்
વિવિધતાની ગણતરી,மாறுபாட்டின் கணக்கீடு
કેલરી,கலோரி
રદ કરવાનો કાયદો,ரத்து சட்டம்
પ્રામાણિક સમીકરણ,நியமன சமன்பாடு
પ્રમાણભૂત સ્વરૂપ,நியமன வடிவம்
પ્રમાણભૂત મેટ્રિક્સ,நியமன அணி
કેન્ટર સેટ,கேன்டர் செட்
કેન્ટોરનો તૃતીય સમૂહ,கேண்டரின் மும்முனைத் தொகுப்பு
ક્ષમતાયુક્ત પરિવહન સમસ્યા,திறன் கொண்ட போக்குவரத்து பிரச்சனை
ક્ષમતા,திறன்
રુધિરકેશિકા બળ,தந்துகி விசை
મુખ્ય નંબર,கார்டினல் எண்
કાર્ટેશિયન અક્ષો,கார்ட்டீசியன் அச்சுகள்
કાર્ટેશિયન કોઓર્ડિનેટ્સ,கார்ட்டீசியன் ஆயத்தொகுப்புகள்
કાર્ટેશિયન ઉત્પાદન,கார்ட்டீசியன் தயாரிப்பு
સેટનું કાર્ટેશિયન ઉત્પાદન,தொகுப்புகளின் கார்ட்டீசியன் தயாரிப்பு
કેસ સ્ટડી,வழக்கு ஆய்வு
આપત્તિજનક વધઘટ,பேரழிவு ஏற்ற இறக்கம்
કેટેનરી,கேடனரி
કોચી વિતરણ,காச்சி விநியோகம்
કોચી સૂત્ર,கௌச்சி சூத்திரம்
કોચી ગૌરસત પ્રમેય,Cauchy Goursat தேற்றம்
Cauchy Riemann શરતો,Cauchy Rimann நிபந்தனைகள்
કોચી ક્રમ,கௌச்சி வரிசை
કોચી અભિન્ન,Cauchy ஒருங்கிணைந்த
કોચી મુખ્ય મૂલ્ય,Cauchy முதன்மை மதிப்பு
કોચી અવશેષ પ્રમેય,கௌச்சி எச்ச தேற்றம்
કેલી હેમિલ્ટન પ્રમેય,கெய்லி ஹாமில்டன் தேற்றம்
અવકાશી પદાર્થ,வானுலக
અવકાશી માપ,வான அளவீடு
અવકાશી મિકેનિક્સ,வான இயக்கவியல்
અવકાશી પદાર્થ,வான பொருள்
સેલ આવર્તન,செல் அலைவரிசை
વસ્તી ગણતરી,மக்கள் தொகை கணக்கெடுப்பு
સેન્ટાઇલ,சென்டைல்
સેન્ટીમીટર,சென்டிமீட்டர்
સેન્ટીમીટર ગ્રામ સેકન્ડ સિસ્ટમ,சென்டிமீட்டர் கிராம் இரண்டாவது அமைப்பு
કેન્દ્રીય,மத்திய
કેન્દ્રીય અક્ષ,மைய அச்சு
કેન્દ્રીય તફાવત,மைய வேறுபாடு
કેન્દ્રીય તફાવત સૂત્ર,மைய வேறுபாடு சூத்திரம்
કેન્દ્રીય તફાવત કોષ્ટક,மைய வேறுபாடு அட்டவணை
કેન્દ્રીય મર્યાદા પ્રમેય,மத்திய வரம்பு தேற்றம்
કેન્દ્રીય ક્ષણ,மைய தருணம்
સેન્ટ્રલ પ્રોસેસિંગ યુનિટ (CPU),மத்திய செயலாக்க அலகு (CPU)
કેન્દ્રીય વલણ,மைய போக்கு
કેન્દ્ર,மையம்
ગુરુત્વાકર્ષણ કેન્દ્ર,ஈர்ப்பு மையம்
જૂથનું કેન્દ્ર,குழுவின் மையம்
સમૂહનું કેન્દ્ર,வெகுஜன மையம்
સમપ્રમાણતાનું કેન્દ્ર,சமச்சீர் மையம்
કેન્દ્રત્યાગી બળ,மையவிலக்கு விசை
કેન્દ્રબિંદુ બળ,மையவிலக்கு விசை
કેન્દ્રીય,மையப்பகுதி
નિશ્ચિતતા,உறுதி
સીજીએસ સિસ્ટમ,cgs அமைப்பு
સીજીએસ એકમ,cgs அலகு
ભિન્નતાનો સાંકળ નિયમ,வேறுபாட்டின் சங்கிலி விதி
તક કારણો,வாய்ப்பு காரணங்கள்
તક ચાલ,வாய்ப்பு நகர்கிறது
અક્ષોનું પરિવર્તન,அச்சுகளின் மாற்றம்
આધાર ફેરફાર,அடிப்படை மாற்றம்
ઓર્ડરમાં ફેરફાર,ஒழுங்கு மாற்றம்
લાક્ષણિક ગુણાંક,பண்பு குணகம்
નિર્ણાયક,தீர்மானிக்கும்
લાક્ષણિક સમીકરણ,சிறப்பியல்பு சமன்பாடு
લાક્ષણિક કાર્ય,பண்பு செயல்பாடு
લઘુગણકની લાક્ષણિકતા,மடக்கையின் சிறப்பியல்பு
લાક્ષણિક બહુપદી,பண்பு பல்லுறுப்புக்கோவை
લાક્ષણિક મૂલ્ય,பண்பு மதிப்பு
લાક્ષણિક વેક્ટર,பண்பு திசையன்
અક્ષર સમૂહ,எழுத்துத் தொகுப்பு
ચાર્ટ,விளக்கப்படம்
ચી-સ્ક્વેર વિતરણ,சி-சதுர விநியோகம்
ચી-સ્ક્વેર ફોર્મ્યુલા,சி-சதுர சூத்திரம்
ચી-સ્ક્વેર ટેસ્ટ,சி-சதுர சோதனை
તાર,நாண்
તાર-દ્વિભાજન પદ્ધતિ,நாண்-பிரித்தல் முறை
સાઇફર સંદેશ (=કોડેડ સંદેશ),மறைக்குறியீடு செய்தி (=குறியிடப்பட்ட செய்தி)
સાઇફર (શૂન્ય),மறைக்குறியீடு (பூஜ்ஜியம்)
વર્તુળ,வட்டம்
કન્વર્જન્સનું વર્તુળ,ஒன்றிணைந்த வட்டம்
સર્કિટ મેટ્રિક્સ,சுற்று அணி
પરિપત્ર,வட்ட
પરિપત્ર એસિમ્પ્ટોટ,வட்ட அறிகுறி
ગોળાકાર હેલિક્સ,வட்ட சுருளி
પરિપત્ર ગતિ,வட்ட இயக்கம்
પરિઘ કેન્દ્ર,சுற்று மையம்
પરિઘ,வட்ட வட்டம்
ઘેરાવો,சுற்றம்
ઘેરાયેલું,சுற்றத்தார்
ઘેરાયેલું વર્તુળ,சுற்றப்பட்ட வட்டம்
ક્લાસિકલ ડિડક્ટિવ ટેકનિક,கிளாசிக்கல் கழித்தல் நுட்பம்
શાસ્ત્રીય ગતિશીલતા,கிளாசிக்கல் இயக்கவியல்
શાસ્ત્રીય ઓપ્ટિમાઇઝેશન,கிளாசிக்கல் தேர்வுமுறை
શાસ્ત્રીય વિનાશની સમસ્યા,பாரம்பரிய அழிவு பிரச்சனை
શાસ્ત્રીય આંકડાકીય મિકેનિક્સ,கிளாசிக்கல் புள்ளியியல் இயக்கவியல்
ભૂલોનું વર્ગીકરણ,பிழைகளின் வகைப்பாடு
વર્ગ અંતરાલ,வகுப்பு இடைவெளி
વર્ગ અંતરાલ એકમ,வகுப்பு இடைவெளி அலகு
વર્ગ મર્યાદા,வகுப்பு வரம்பு
ઘડિયાળની દિશામાં,கடிகாரகடிகாரச்சுற்று
ક્લોપેન (= બંધ અને ખુલ્લું),குளோபன் (= மூடிய மற்றும் திறந்த)
બંધ,மூடப்பட்டது
બંધ બહિર્મુખ હલ,மூடிய குவிந்த மேலோடு
બંધ સમઘન,மூடிய கன சதுரம்
બંધ વળાંક,மூடிய வளைவு
બંધ ડોમેન,மூடப்பட்ட டொமைன்
બંધ આકૃતિ,மூடிய உருவம்
બંધ અંતરાલ,மூடிய இடைவெளி
બંધ પ્રદેશ,மூடப்பட்ட பகுதி
બંધ સેટ,மூடிய தொகுப்பு
બંધ સપાટી,மூடிய மேற்பரப்பு
બંધ,மூடல்
બંધ ઓપરેટર,மூடல் ஆபரேட்டர்
બંધ બિંદુ (= સંપર્ક બિંદુ),மூடல் புள்ளி (= தொடர்பு புள்ளி)
બંધ કરવાની ધારણા,மூடல் நிலைப்பாடு
બંધ સેટ,மூடல் தொகுப்பு
ક્લસ્ટર બિંદુ,கொத்து புள்ளி
ક્લસ્ટર નમૂના,கொத்து மாதிரி
ક્લસ્ટર સેટ,கொத்து தொகுப்பு
કોક્સિયલ વર્તુળો,கோஆக்சியல் வட்டங்கள்
કોક્સિયલ પેરાબોલાસ,கோஆக்சியல் பரவளையங்கள்
કોક્સિયલ પ્લેન,கோஆக்சியல் விமானங்கள்
કોક્સિયલ ત્રિકોણ,கோஆக்சியல் முக்கோணங்கள்
કોબ - ડગ્લાસ કાર્ય,கோப் - டக்ளஸ் செயல்பாடு
કોડિંગ,குறியீட்டு முறை
ડેટાનું કોડિંગ,தரவு குறியீட்டு முறை
સહ-ડોમેન,இணை டொமைன்
ગુણાંક મેટ્રિક્સ,குணகம் அணி
સહસંબંધનો ગુણાંક,தொடர்பு குணகம்
નિર્ધારણ ગુણાંક,நிர்ணய குணகம்
સ્થિતિસ્થાપકતાના ગુણાંક,நெகிழ்ச்சி குணகம்
વિસ્તરણ ગુણાંક,விரிவாக்க குணகம்
ઘર્ષણ ગુણાંક,உராய்வு குணகம்
રેખીય વિસ્તરણનો ગુણાંક,நேரியல் விரிவாக்கத்தின் குணகம்
રીગ્રેસન ગુણાંક,பின்னடைவின் குணகம்
સપાટીના તાણનો ગુણાંક,மேற்பரப்பு பதற்றத்தின் குணகம்
વિવિધતાના ગુણાંક,மாறுபாட்டின் குணகம்
કોફેક્ટર,இணைக்காரன்
સિક્કો ફેંકવું (સિક્કો ફેંકવું),நாணயம் வீசுதல் (நாணயத்தை வீசுதல்)
નમૂનાનો સંગ્રહ,மாதிரி சேகரிப்பு
સમરેખા,கோலினியர்
સમન્વય,ஒற்றுமை
કૉલમ,நெடுவரிசை
કૉલમ સમાનતા,நெடுவரிசை சமநிலை
કૉલમ સમકક્ષ,நெடுவரிசைக்கு சமமானது
કૉલમ સમકક્ષ મેટ્રિક્સ,நெடுவரிசைக்கு சமமான அணி
કૉલમ મેટ્રિક્સ,நிரல் அணி
કૉલમ રેન્ક,நெடுவரிசை தரவரிசை
કૉલમ ઘટાડેલ ઇકોલોન મેટ્રિક્સ,நெடுவரிசை குறைக்கப்பட்ட echolon matrix
કૉલમ વેક્ટર,நெடுவரிசை திசையன்
સ્તંભ પ્રમાણે,நெடுவரிசையில்
સંયુક્ત સમીકરણ,ஒருங்கிணைந்த சமன்பாடு
સામાન્ય કોણ,பொதுவான கோணம்
