Kannada,Hindi
ಕೃಷಿ -ವೈವಿಧ್ಯತೆ,कृषि जैविक विविधता
ಕೃಷಿ ಜೀವವಿಜ್ಞಾನದ ದೋಷಗಳು,कृषि जैविक दोष
ಕೃಷಿ ಜೀವವಿಜ್ಞಾನ,कृषि जैविकी
ಕೃಷಿ -ವೈವಿಧ್ಯತೆ,कृषि जलवायुवीय विविधता
ಕೃಷಿ ವಲಯ,कृषि जलवायुवीय क्षेत्रीकरण
ಕೃಚಾರಕ,कृषि वानिकी
ಕೃಷಿ ಶಾಸ್ತ್ರ,सस्य मृदा विज्ञान
ಕೃಷಿ ವಿಜ್ಞಾನ,सस्य विज्ञान
ಅಬ್ವಿಶರ,कृषि पशुचारणिक
ಕೃಷಿಪ್ರೊಸೆಸಿಂಗ್,फसल प्रसंस्करण
Agrostology,घास विज्ञान
ಕೃಪೆ,सस्य प्ररूप
ಗಾಳಿ ಸಸ್ಯ,अधिपादप
ಅಕೋಚಿ ಮಣ್ಣು,ऐकिओची मृदा
ಆಲ್ಬೋ,"वर्णकहीनता, अवर्णता"
ಆಲ್ಫಿಸೋಲ್ಸ್,एल्फिसॉल
ಪಾಚಿ,"शैवाल, काई"
ಪಾಚಿಯ ಕಾಯಿಲೆ,शैवाल रोग
ಕ್ಷಾರ ನೀರು,क्षार जल
ಕ್ಷಾರೀಯ,क्षारीय
ಇಳಿಜಾರು,विकल्पी
ಆಲಿನೋಕೆಮಿಕಲ್ಸ್,एलीलो रसायन
ಅನನುಕಣ,युग्मविकल्पी
ಅಲಲೋಪತಿ,एलीलोपैथी
ಅಲ್ಲೆ ಕ್ರಾಪಿಂಗ್,वीथी सस्यन
ನಿಯೋಜಕ,परनिषेक-फलता
ಅಲೋಗಮಿ,परनिषेचन
ಮಾಪಕ,"सापेक्षमिति, ऐलोमैट्री"
ಸೂತ್ರ,परबहुगुणित
ಅಲೋಸೈನಾಪ್ಸಿಸ್ (ಅಲೋಸಿಂಡೆಸಿಸ್),"परयुग्मन, अपायुग्लन"
ಪರ್ಯಾಯ ಬೇರಿಂಗ್,"एकातंर वर्ष फलन, एकांतरित फलन"
ಪರ್ಯಾಯ ಭೂ ಬಳಕೆ,वैकल्पिक भूमि उपयोग
ಸುತ್ತುವರಿಯುವ,परिवेश
ಅಚಲ,सुधारक
ಅಮೀಟಾಸಿ,असूत्रीविभाजन
ಕಸಚುಗಾರ,ऐमीनन
ಅಮೋನೀಕರಣ,अमोनियन
ಅಮೋನಿಗೆ ಮಾಡುವವ,अमोनीकारक
ಅಬ್ಬರಿಸು,"अप्रभावी रूप, अरूपी"
ಉಭಯಮತ್ರ,उभय मिश्रण
ಉದ್ದವಾದ,उभयधर्मी
ಅನಾಬಾಲಿಸಂ,उपचय
ಬಯೆರೋಲೆ,"अवायुजीव, अनॉक्सी जीव"
ಅನೆಲಾಯ್ಡ್,असुगुणित
ಕೋನ ನೆಡುವುದು,कोणीय रोपण
ಪಶುಸಂಗೋಪನೆ,पशुपालन
ಪ್ರಾಣಿಗಳ ನಿರಾಕರಣೆ,पशु उच्छिष्ट
ಅನಿಮೇಟ್ ಎನರ್ಜಿ,सजीव ऊर्जा
ಹದಮೆರಗಿ,असमगुणित
ವಾರ್ಷಿಕ ಸಸ್ಯ,एकवर्षीय पादप
ವಾರ್ಷಿಕ,वार्षिक
ಸ ೦ ಗೀತ,"परागोद्भव, प्रफुल्लन"
ಆಂಥ್ರಾಕ್ಸ್,ऐन्थ्रेक्स
ಮಾನವಜನ್ಯದ ಅಂಶ,मानवजनिक कारक
ಪ್ರತಿಜೀವಕ,प्रतिजीविता
ಪ್ರತಿಜೀವಕ,"प्रतिजैविक, ऐन्टीबायोटिक"
ಪ್ರತಿವಿಷ,प्रतिकारक
ಆವರಣಕಾರಕ,प्रतिऑक्सीकारक
ಪ್ರತಿಚರಣ,प्रतिआविष
ಉಚ್ಚಾರಣಾ,वलयिका
ಮುನಸು,"ऐफिड, माहू, चेपा"
ಸುಲಿಯ ಮೊಗ್ಗು,शीर्ष कलिका
ಅಪಿಕಲ್ ಪ್ರಾಬಲ್ಯ,शिखाग्र प्रभाविता
ಅಪಿಕಲ್ಚರ್ (ಬೀ ಕೀಪಿಂಗ್),मधुमक्खी पालन
ತಿಕ್ಕಲು,असंगजनन
ಅಪಶೂನ್ಯತೆ,एपोप्टोसिस
ಅನುಬಂಧ,उपांग
ಜೀರ್ಣಕಾರಕವಾಗಿ,क्षुधावर्धक
ಅನ್ವಯಿಕ,अनुप्रयुक्त
ಜಲಚರಗಳು,जलीय खरपतवार
ಆಕ್ಷರ,"वृक्षीय, वृक्षवासी"
ಗುಂಡಿನ ಕವಚ,प्रशाखायन
ಪುರಾತತ್ವ-ಬೊಟಾನಿಕಲ್ ದಾಖಲೆಗಳು,आद्य वानस्पतिक अभिलेख
ಪ್ರದೇಶದ ಅಂಕಿಅಂಶಗಳು,क्षेत्रांकड़
ಪ್ರದೇಶ,"क्षेत्र, क्षेत्रफल"
ಶುಷ್ಕ ಪರಿಸರ ವ್ಯವಸ್ಥೆ,शुष्क पारितंत्र
ಹದಮೆರಗಿ,"बीजचोल, बीजोपांग"
ಸುವಾಸನೆ,"सौरभ, सुवास"
ಆರ್ಯ ಸಸ್ಯ,सुगंधी पादप
ಆರೊಮ್ಯಾಟಿಕ್ ಅಕ್ಕಿ,सुगंधित चावल
ಬಾಣ,इक्षु पुष्पन
ಕಸ ರೋಗಿಗಳು,अपूति
ಅಸೆಪ್ಟ್,"अपूतित, अज़र्म"
ಅಲೈಂಗಿಕ ಪ್ರಸಾರ,अलैंगिक प्रवर्धन
ಪರಾಕ್ರಮ,"आमाप, परख"
ಸ್ವಸಮಾನಗಳು,परिसंपत्ति
ಏಕೀಕರಣ,"स्वांगीकरण, आत्मसात्करण"
ಸಂಘ,"साहचर्य, संघ"
ತಗ್ಗು,"स्तंभक, कषाय"
ಕಸ ರೋಗ,असूत्रयुग्मन
ಅಟಾವ್ ವಾದ,"पूर्वजता, ऐटाविज्म"
ವ್ಯಭಿಚಾರಿ,कणित्र
ಕ್ಷೀಣತೆ,"अपुष्टि, क्षीणता"
ಸ್ವಯಂಚಾಲಿತ,स्वयुग्मन
ಆಟೊಲಿಸಿಸ್,स्वलयन
ದಾಟುವಿಕೆ,"स्वतः उपचयन, स्वतः ऑक्सीकरण"
ಸ್ವಯಂಚಾಲನ ಫಲಕ,स्वबहुगुणित
ಸಮಶೀತ,ऑक्सिन
AWN (ಬಿರುಗೂದಲುಗಳು),"शूक, तूड़"
ಬಾದು,बादाम
ಅಡೆ,धीकुवार
ಹುಳಿ,"चौलाई, रामदाना"
ಅಮ್ಮ,अजवाइन
ಅಂಜಾನ್ ಹುಲ್ಲು,"अंजन घास, धामन घास"
ಆಧಿವಾತ,एंथूरियम
"ಅಯಾನ್ಲಾ, ಭಾರತೀಯ ಗೂಸ್ಬೆರ್ರಿ",आंवला
ಸೇಬು,सेब
ಏಪ್ರಲಿ,खुबानी
ಆರ್ಬಿಯಾನ್ ಜಾಸ್ಮಿನ್,"मोगरा, बेला"
ಅರೆನಗವ,सुपारी
ಹಳ್ಳ,अर्जुन
ಅಸ್ಫೊಟಿಡಾ,हींग
ಬೂದಿ ಸೋರೆಕಾಯಿ,पेठा
ಅಶೋಕ ಮರ,अशोक
ಆಶ್ಥಮಾ ವೀಡ್ (ಯುಫೋರ್ಬಿಯಾ),दूधी
ಶತಾವರಿ,सतावर
ಆವಕಾಡು,अवोकाडो
ಅಲ್ಫಾಲ್ಫಾ (ಲುಸೆರ್ನ್),"रिजक्रा, लूसर्न"
ಇರುವೆಗಳು,चींटी
ಗಿಡಹೇನುಗಳು,"तेला, माहू"
ಸೈನ್ಯದ ಹುಳು,सैनिक कीट
ಕೃಷಿ ಅರ್ಥಶಾಸ್ತ್ರಜ್ಞ,कृषि अर्थशास्त्री
ಕೃಷಿ ವಿಸ್ತರಣಾವಾದಿ,कृषि प्रसार विज्ञानी
ಕೃಷಿ ವಿಜ್ಞಾನಿ,कृषि वैज्ञानिक
ಕೃಷಿ ಎಂಜಿನಿಯರ್,कृषि अभियंता
ಕೃಷಿ ವಿಜ್ಞಾನಿ,कृषि जीवविज्ञानी
ಕೃಷಿವಾದಿ,सस्य विज्ञानी
ಕೃಷಿ ಭೌತ,कृषि भौतिकीविद्
ಪ್ರಾಣಿ ತಳಿಗಾರ,"प्राणि प्रजनक, पशु प्रजनक"
ಬ್ಯಾಸಿಲಸ್ ವೈರಸ್,दंड विषाणु
ಗಾಡಿ,"दंडाणु, बैसिलस"
ಬ್ಯಾಕ್ಟೀರಿಯಾ,"जीवाणु, बैक्टीरिया"
ಬ್ಯಾಕ್ಟೀರಿಯೊಕ್ಸಿನ್,जीवविष
ಬಜಾಸ್ಸೆ,खोई
ಸಮತೋಲನ,"तुलन-पत्र, चिट्ठा"
ಸಮತೋಲನೀಕರಣ,संतुलित निषेचन
ಗಿರಣಿ ರೇಖೆ,दंड आरेख
ತೊಗಟೆ,छाल
ಮಾಪಕ,"वायुदाबमापी, बैरोमीटर"
ಬಂಜೆ,"बजर, अकृष्य, बांझ"
ಬೇನೆ,"आधार, बेस, कपांग"
ಜಲಾನಯನ ಪ್ರದೇಶ,"थाला, द्रोणी"
ಸ್ವಲ್ಪ,तलाभिसारी
ಬಾಸದ,"बेसिस्टर्नम, मूलाधारक"
ಕೊಂಬೆ ಮಾನ್ಸುನ್,खाड़ी मानसून
ಹೊಳಪಿನ,फलदायी पौधा
ಹಾಸಿಗೆ,क्यारी
ದಟ್ಟಕಾರ,क्यारी - पौधा
ಹಾಸಿಗೆ,क्यारी बनाना
ಬೀಟ್ ಮೊಲಾಸಸ್,चुंकदर शीरा
ಬೆನ್ನೆಲುಬು,धौंकनी
ಪಟ್ಟಿಗೆ,"पट्टी, इलाका"
ಲಾಭ-ವೆಚ್ಚ ವಿಶ್ಲೇಷಣೆ,लाभ-लागत विश्लेषण
ಪಕ್ಷಪಾತ (ಮಾದರಿ),अभिनत (प्रतिचयन)
ದ್ವೈವಾರ್ಷಿಕ,द्विवर्षीय पादप
ದ್ವಿಪದೀಯ,द्विपद
ಜೈವಿಕ ವ್ಯಾಪ್ತಿಯ,जैवकारक
ಜೈ ಜೈವಿಕ ಗ್ರಂಥಾಲಯ,जीव जलवायु
ಜೈವಿಕ ಕರ್ತವ್ಯ,जैव ऊर्जा
ಜೈವಿಕಶಾಸ್ತ್ರ,जीव पारिस्थितिकी
ಜೈವಿಕ ರಿಯಾಯಿತಿ,"जैव-प्रक्रियापात्र, बायो रिएक्टर"
ಜೀವಗೋಳ,जीव-मंडल
ಜೈವಿಕ,जैविक
ಬಯೋಟೈತನ,जीव प्रारूप
ದ್ವಿಲಿಂಗಿ,द्विलिंगी
ಚಿರತೆ,धवलन
ಹರಡು,"प्रध्वसं (रोग), झोंका रोग"
ಮಿಶ್ರಣ,सम्मिश्रण
ಗದ್ದಲ,"अंगमारी (रोग), ब्लाइट (रोग)"
ಗುಳ್ಳೆ,"छाला, फफोला, उद्वर्त, ब्लिस्टर"
ನೀಲಿ ಕ್ರಾಂತಿ,नीली क्रांति
ಕೆಳಗಿನ ಶಾಖ ಕೊಠಡಿ,तलीय ताप चैंबर
ಕೆಳಗಿನ ಶಾಖ ತಂತ್ರ,तलीय ताप तकनीक
ಹೊಟ್ಟು,चोकर
ಕವಲೊಡೆ,शाखन
ಸಣ್ಣ ಕೊಂಬೆ,"टहनी, उपशाखा"
ತಳಿ,नस्ल
ತಳಿ,"प्रजनन, अभिजनन"
ಕಂಗುರು,शीघ्र अंकुरण उपचार
ಸಂಸಾರ,"शाव, अंड, भ्रूण"
ಮೊಳಕೆಯ,कलिकायन
ಬಜೆ,बजट
ಬಫಲು,"उभयप्रतिरोधी, बफर"
ಬಟಗು,शल्ककंद
ಚೂರುಚೂರಾಗಿ,"बंट (रोग), चोट"
ಉಪ-ಉತ್ಪನ್ನ,"उपजात, उपोत्पाद"
ಬಾಬುಲ್ ಅಕೇಶಿಯ,"बबूल, कीकर"
ಬೇಬಿ ಕಾರ್ನ್,बेबी कॉर्न
ಬುದ್ದಿ,बेल
ಬಾಯಿ,लाजालु
ಕಸಕ,गुलमेंहदी
ಬಿದಿರು,बांस
ಬಾಳೆಹಣ್ಣು,केला
ಆಲದ ಮರ,बरगद
ಬಾರ್ಲಿ,जौ
ಬಾರ್ನ್ಯಾರ್ಡ್ ರಾಗಿ,सावां
ತುಳಸಿ,तुलसी
ಬಾಸ್ಟರ್ಡ್ ಸೀಡರ್,रुद्राक्ष
ಬಾಸ್ಟರ್ಡ್ ಮೈರೋಬಾಲನ್,बहेड़ा
ಮಾಟ,कचनार
ಕೊಲ್ಲಿ ಬೆರ್ರಿ,कैफल
ಹುರುಳಿ,सेम
ಬೀಟ್,चुकंदर
ಬೆಲ್ಲ,बेलाडोना
ಗಡಿ,बेर
ಗಡಿ,बरसीम
ಬಿಲ್ಲೆ,पान
ಬಿಲಿಂಬಿ,बिलिंबी
ಹಾಗಲಕಾಯಿ,करेला
ಕಪ್ಪು ಗ್ರಾಂ,उड़द
ಕಪ್ಪು ನೈಟ್ಶೇಡ್,मकोय
ಬಾಗ್‌ನ್ವಿಲ್ಲಾ,बोगेनविलिया
ಬಾಟಲಿ ಕುಂಚ,बोटल ब्रश
ಬಾಟಲಿ ಸೋರೆ,लौकी
ಬಾಕ್ಸ್ ಮರ,"चीकदी, पापरी"
ಬ್ರೆಡ್ ಹಣ್ಣು,ब्रेड फ्रूट
ವಧುವಿನ,डेला
ಬಿಲ್ಲಾ,बैंगन
ವಿಶಾಲ ಹುರುಳಿ,"बाकला, चौड़ी बीन"
ಕೋಸುಗಡ್ಡೆ,ब्रोकोली
ಬ್ರಸೆಲ್ ಮೊಳಕೆ,ब्रुसेल्स स्प्राउट
ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯೆಟ್,कुटू
ದೆವ್ವ,"पलाश लता, किंशुक"
ದಳ,घूंस
ಕರಾರು,भालू
ಜೀರುಂಡೆ,भृंग
ಗುಳ್ಳೆ ಜೀರುಂಡೆ,फफोला भृंग
ನೀಲಿ ಬುಲ್,नील गाय
ಬಾಲ್ ಹುಳು,कपास की सूंड़ी
ಚಿಟ್ಟೆ,तितली
ಬ್ಯಾಕ್ಟೀರಿಯವಿಜ್ಞಾನಿ,जीवाणु विज्ञानी
ಜೈವಿಕ ರಸಾಯನಶಾಸ್ತ್ರಜ್ಞ,जैव रसायनविद्
ಜೀವಶಾಸ್ತ್ರಜ್ಞ,जीव विज्ञानी
ಜೈವಿಕ ತಂತ್ರಜ್ಞಾನಶಾಸ್ತ್ರಜ್ಞ,जैव प्रौद्योगिकीविद्
ಸಸ್ಯಶಾಸ್ತ್ರಜ್ಞ,वनस्पतिविद्
ಸಿ ತೇವಾಂಶ ವಿಶಿಷ್ಟ ವಕ್ರರೇಖೆ,c नमी विशिष्टता वक्र
ಕೇಕು,खली
ಕ್ಯಾಲ್ಕೇರಿಯ,"चूनेदार, कैल्सियमी"
ಲೆಕ್ಕಪರಿಶೋಧನೆ,कैल्सीयन
ಫಾಸ್ಫೇಟ್ನ ಲೆಕ್ಕಾಚಾರ,फॉस्फेट का निस्तापन
ಗಲಾಟೆ,"किणता, कैलसता"
ನಮ್ಮನ್ನು ಕರೆ ಮಾಡಿ,"कैलस, किण"
ಕಣಿವೆ,"बाह्यदल पुंज, कैलिक्स"
ಕ್ಯಾಲಿಕ್ಸ್ ಅಂತ್ಯ,बाह्यदल अंत
ಕ್ಯಾಂಬಿಯಂ,एधा
ಗೋಪುರ,कैंकर (जीवाणु रोग)
ಡಬ್ಬಿ,डिब्बाबंदी
ಮೇಲಾವರಣ,वितान
ಬಂಡವಾಳ,पूंजी
ರಭಸ,परागण (अंजीर का)
ಬಿರಡೆ,"संपुट, संपुटिका, कैप्सूल"
ಇಂಗಾಲದ,कार्बोनीकृत
ಇಂಗಾಲೀಕರಣ,कार्बनन
ಗಡಿ,अंडप
ಗಾಡಿ,मणिबंध
ಬಿಂಚು,"ढलाई (लोहे की), क्षिप्ति (कीट)"
ಕಟಾಬೋಲಿಸಂ,अपचय
ವೇಗವರ್ಧನೆ,उत्प्रेरण
ಮರಿಹುಳು,"इल्ली, सूंडी"
ಸಿ-ಡಿಎನ್‌ಎ ಗ್ರಂಥಾಲಯ,C- डीएनए संग्रह
ಚಾವಣಿಯ,सीमा
ಕೋಶ,"कोशिका, कोष्ठिका"
ಕೇಂದ್ರ ನಾಯಕ ವ್ಯವಸ್ಥೆ,केंद्रीय अग्रलेख प्रणाली
ಕೇಂದ್ರೀಯ,"सबिंदु, सकेंद्र"
ಕೇಂದ್ರೀಕರಣ,अपकेंद्रण
ಕೇಂದ್ರಾಪಗಾಮಿ,अपकेंद्रित
ಕೇಂದ್ರ,तारककेंद्र
ಮಧ್ಯಭಾಗದ,केंद्रजनिक
ಮಧ್ಯಮ ಜನಕ,केंद्रजा
ಸರ್ಕಸ್,लूम
ಏಕದಳ,"धान्य, सीरियल"
ಪ್ರಮಾಣೀಕರಣ,"प्रमाणीकरण, प्रमाणन"
ಬೀಜ,प्रमाणित बीज
ಚಾವಟಿ,"भूसा, कुट्टी, शल्क सहपत्र"
ದನಗಳು,"निभाग, कैलाजा"
ರಾಸಾಯನಿಕತೆ,रसानुवर्तन
ಚಿರತೆ,"काएज्मा, व्यत्यस्त"
ತಣ್ಣಗಾಗುವ ಸಮಯ,द्रुतशीतन घंटे
ತಣ್ಣಗಾಗುವುದು,शीतज क्षति
ಚಿಮಿಯ,"विचित्रोतकी, किमेरा"
ಕ್ಲೋರಾಂಥಿ,हरित दली
ಚೂರು,"पर्णहरित, हरितक"
ಕ್ಲೋರೋಸಿಸ್,हरिमाहीनता
ಕ್ಲೋರಸ್ ಶಾಸ್ತ್ರ,जीव वितरण विज्ञान
ವರ್ಣರಂಜಿತ,"क्रोमैटिड, अर्धगुणसूत्र"
ಕ್ರೊಮ್ಯಾಟಿನ್,क्रोमैटिन
ವರ್ಣರೇಖನ,वर्णलेखन
ವರ್ಣರಂಗೀಕರಣ,क्रोमोटिनलयन
ವರ್ಣಚಿತ್ರ,परिसूत्र बिंदु
ವರ್ಣಗುವನ,वर्णजनन
ವರ್ಣರಂಜಿತ,"क्रोमोप्रोटीन, वर्णकप्रोटीन"
ವರ್ಣತಂತು,"गुणसूत्र, क्रोमोसोम"
ದೀರ್ಘಕಾಲದ,"चिरकाली, दीर्घकाली, जीर्ण, पुराना"
ನಲಿದ,सिट्रेंज
ಕ್ಲಾಡೋಡ್,पर्णाभपर्व
ವರ್ಗೀಕರಣ,वर्गीकरण
ಮಣ್ಣಿನ,"मृत्तिका, चिकनी मिट्टी"
ಸ್ವಚ್ aning ಗೊಳಿಸುವುದು,"निर्मलन, मार्जन, सफाई, शोधन"
ಕ್ಲಿಸ್ಟೊಗಮಿ,"अनुन्मील्य परागण, स्वपरागण"
ಕ್ಲೈಮ್ಯಾಕ್ಟರಿಕ್ ಹಣ್ಣು,क्रांतिक श्वसनी फल
ವಶ,जलवायु
ಹವಾಮಾನಶಾಸ್ತ್ರ,जलवायु विज्ञान
ಹಸುರು,कतरनी
ಹೆಪ್ಪುಗಟ್ಟಿಸು,ढेला (मिट्टी का)
ತದ್ರೂಪಿ,"क्लोन, कृन्तक"
ಮೋಡ,"मेघ, बादल"
ಕಡು,"पुंज (क्लंप, संपुंजन)"
ಚೂರು,गुच्छ
ಒರಟಾದ,"स्थूल, मोटा, कच्चा, अपरिष्कृत"
ಕೋಟ್ (ಬೀಜ),"आवरण (बीज़), चर्मावरण"
ಕೋಕೂನ್,कोया
ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ,"कोएन्जाइम, सह-प्रकिण्व"
ಒಗ್ಗಟ್ಟು,संसंजन
ಗುಣ,"रेशा (जूट पटसन), नारियल जटा"
ಕೋಲೀರರಿ iz ಾ,मूलांकुर चोल
ಕತ್ತುಪಟ್ಟಿ,"स्तंभमूलसंधि, कॉलर, ग्रीवा"
ಕೊಲಾಯ್ಡ್ (ಮಣ್ಣು),कोलॉइड (मृदा)
ಕೊಲ್ಯುಮೆಲ್ಲಾ,"स्तंभिका, कॉलुमेला"
ಕಾಲಮ್,"दंड, स्तंभ, कॉलम"
ಆರಂಭದ ಆರಂಭ,सहभोजिता
ವಾಣಿಜ್ಯ ಬ್ಯಾಂಕ್,वाणिज्यिक बैंक
ಸರಕು,"जिंस, पण्य वस्तु"
ಸಮುದಾಯ,समुदाय
ಸಂಕೋಚನ (ಮಣ್ಣಿನ),"संहनन, (मृदा का)"
ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ,"सुसंगति, संगतता"
ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ,सुसंगतता
ಪರಿಹಾರ,"क्षतिपूर्ति, मुआवजा"
ಸ್ಪರ್ಧಾತ್ಮಕ ಸಂವಹನ,स्पर्धी अन्योन्यक्रिया
ಪೂರಕ ಬೆಳೆ,पूरक सस्य
ಸಂಕೀರ್ಣ,"सम्मिश्र, जटिल"
ಅಂಶ,घटक
ಸಂಯೋಜನೆ,संघटन
ಕಾಂಪೋಸ್ಟ್,कंपोस्ट
ಚಕ್ರಬಡ್ಡಿ,चक्रवृद्धि ब्याज
ಗಣನೆ,अभिकलन
ಕಂಪ್ಯೂಟರ್,"अभिकलित्र, कंप्यूटर"
ಏಕಾಗ್ರತೆ,"सांद्रण, संकेद्रण"
ಷರತ್ತು,"अनुकूलक, पुनरुद्धारक"
ಹೋರಾಡುವಿಕೆ,चालकता
ಸಂರಚನೆ,"विन्यास, संरूपण"
ಅನುರೂಪತೆ,"अनुरूपता, समविन्यास, समरूपता"
ಗೊಂದಲಕ್ಕೊಳಗಾಗುವ,"समाकुलन, संकरण"
ಸಂಯೋಗ,संयुग्मन
ಸಂಯೋಜಕ,"योजी, संयोजी"
ಸಂರಕ್ಷಣಾ,सरंक्षण
ಬಲವರ್ಧನೆ,चकबंदी
ಸಂಕುಚಿತತೆಗಳು,"संघटक, अवयव"
ಗ್ರಾಹಕ,उपभोक्ता
ಸೇವನೆ,उपभोग
ಮಾಲಿನ್ಯ,संदूषण
ಬಾಹ್ಯರೇಖೆ ನೆಡುವಿಕೆ,समोच्च रोपण
ಬಾಹ್ಯರೇಖೆ,समोच्च रेखा
ಒಪ್ಪಂದದ ಕೃಷಿ,"संविदा कृषि, ठेका कृषि, अनुबंधित खेती"
ನಿಯಂತ್ರಿತ ಸಂಗ್ರಹಣೆ,नियंत्रित भंडारण
ಸಹಕಾರ ಬ್ಯಾಂಕ್,सहकारी बैंक
ಸಹಕಾರ,सहकारी संस्था सदस्य
ತಗ್ಗಿಸು,गुल्मवन
ಗಂಡಿ,घनकंद
ಹುಲ್ಲುಗಾವಲು,"दलपुंज, कोरोला"
ಕಂದುಬಣ್ಣ,"वल्कल, कॉर्टेक्स"
ಬೆಲೆ,लागत
ಕೋಟಿಲೆಡಾನ್ (ಬೀಜ),बीजपत्र
ಕ್ರೆಡಿಟ್ ಸೊಸೈಟಿ,ऋण समिति
ಮನ್ನಣೆ,"उधार, साख"
ಸಾಲದಾತ,"ऋणदाता, लेनदार"
ಕ್ರೆಸ್ಟ್,"शिखा, शीर्ष, शिखर"
ಸುಕ್ಕುಗಟ್ಟುವುದು,व्याकुंचन
ಬಿಕ್ಕಟ್ಟು,संकट
ಮಾನದಂಡ,कसौटी
