Punjabi,Bengali
ਪਹੁੰਚ ਦਾ ਸਮਾਂ,অ্যাক্সেস সময়
ਮਾਨਤਾ,স্বীকৃতি
ਧੁਨੀ ਵਿਗਿਆਨ,ধ্বনিবিদ্যা
ਸੰਖੇਪ ਸ਼ਬਦ,সংক্ষিপ্ত রূপ
ਕਾਰਵਾਈ ਸੁਨੇਹਾ,কর্ম বার্তা
ਸਰਗਰਮੀ,সক্রিয়করণ
ਐਕਟਿਵ ਸਰਵਰ ਪੇਜ (ਏਐਸਪੀ),সক্রিয় সার্ভার পৃষ্ঠা (এএসপি)
ਕਿਰਿਆਸ਼ੀਲ ਸੰਸਕਰਣ,সক্রিয় সংস্করণ
acyclic,অ্যাসাইক্লিক
acyclic ਗ੍ਰਾਫ਼,অ্যাসাইক্লিক গ্রাফ
ਅਦਾ ਭਾਸ਼ਾ,অ্যাডা ভাষা
ਅਡਾਪਟਰ,অ্যাডাপ্টার
ਸ਼ਾਮਲ ਕਰੋ,যোগ করুন
ਫਾਇਲ ਸ਼ਾਮਿਲ ਕਰੋ,ফাইল যুক্ত কর
ਕਾਰਵਾਈ ਸ਼ਾਮਲ ਕਰੋ,অপারেশন যোগ করুন
ਜੋੜਨ ਵਾਲਾ,যোগকারী
ਪਤਾ,ঠিকানা
ਪਤਾ ਬੱਸ,ঠিকানা বাস
ਐਡਰੈੱਸ ਫਾਈਲ,ঠিকানা ফাইল
ਪਤਾ ਫਾਰਮੈਟ,ঠিকানা বিন্যাস
ਪਤਾ ਜਨਰੇਟਰ,ঠিকানা জেনারেটর
ਐਡਰੈੱਸ ਲਾਈਨ,ঠিকানা লাইন
ਪਤਾ ਮੈਪਿੰਗ,ঠিকানা ম্যাপিং
ਪਤਾ ਸੰਕੇਤਕ,ঠিকানা নির্দেশক
ਪਤਾ ਰਜਿਸਟਰ,ঠিকানা রেজিস্টার
ਪਤਾ ਹੱਲ,ঠিকানা রেজোলিউশন
ਪਤਾ ਅਨੁਵਾਦ,ঠিকানা অনুবাদ
ਸੰਬੋਧਿਤ ਮੈਮੋਰੀ,ঠিকানাযুক্ত স্মৃতি
ਸੰਬੋਧਨ,সম্বোধন
ਅਨੁਕੂਲਤਾ ਦੇ ਮਾਪਦੰਡ,পর্যাপ্ততার মানদণ্ড
adjoint,সংলগ্ন
ਪ੍ਰਸ਼ਾਸਨ,প্রশাসন
ਪ੍ਰਬੰਧਕ,প্রশাসক
ਅਡੋਬ ਐਕਰੋਬੈਟ,অ্যাডোবি অ্যাক্রোব্যাট
ਅਡੋਬ ਫੋਟੋਸ਼ਾਪ,অ্যাডোবি ফটোশপ
ਐਡਵਾਂਸ ਬਿਜ਼ਨਸ ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ (ABAP),অ্যাডভান্স বিজনেস অ্যাপ্লিকেশন প্রোগ্রামিং (ABAP)
ਉੱਨਤ ਡਾਟਾ,উন্নত তথ্য
ਤਕਨੀਕੀ ਜਾਣਕਾਰੀ ਸਿਸਟਮ,উন্নত তথ্য সিস্টেম
ਉੱਨਤ ਤਕਨਾਲੋਜੀ (ਏ.ਟੀ.),উন্নত প্রযুক্তি (AT)
ਏਜੰਟ,প্রতিনিধি
ਏਕੀਕਰਨ,সমষ্টি
ਏਅਰਬੋਰਨ ਕੰਪਿਊਟਰ ਸਿਸਟਮ,বায়ুবাহিত কম্পিউটার সিস্টেম
aldus ਪੇਜ ਮੇਕਰ,aldus পেজ মেকার
ਚੇਤਾਵਨੀ ਬਾਕਸ,সতর্কতা বাক্স
ਐਲਗੋਲ,algol
ਐਲਗੋਰਿਦਮ,অ্যালগরিদম
ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ,অ্যালগরিদম বিশ্লেষণ
ਐਲਗੋਰਿਦਮ ਕੁਸ਼ਲਤਾ,অ্যালগরিদম দক্ষতা
ਉਪਨਾਮ,উপনাম
ਅਲਾਈਨਮੈਂਟ,প্রান্তিককরণ
ਵੰਡ,বরাদ্দ
ਵਰਣਮਾਲਾ,বর্ণানুক্রমিক
ਅੱਖਰ ਅੰਕੀ,আলফানিউমেরিক
ਅੱਖਰ ਅੰਕੀ ਕੁੰਜੀ ਬੋਰਡ,আলফানিউমেরিক কী বোর্ড
ਅਲਫ਼ਾ-ਟੈਸਟ,আলফা-পরীক্ষা
ਅਲਫ਼ਾ-ਵਰਜਨ,আলফা-সংস্করণ
alt ਕੁੰਜੀ,alt কী
altavista,আলতাভিস্তা
ਅਸਪਸ਼ਟਤਾ,অস্পষ্টতা
ਅਸਪਸ਼ਟ ਵਿਆਕਰਣ,অস্পষ্ট ব্যাকরণ
ਅਮਰੀਕਨ ਨੈਸ਼ਨਲ ਸਟੈਂਡਰਡ ਇੰਸਟੀਚਿਊਟ (ANSI),আমেরিকান ন্যাশনাল স্ট্যান্ডার্ড ইনস্টিটিউট (ANSI)
ਜਾਣਕਾਰੀ ਇੰਟਰਚੇਂਜ ਲਈ ਅਮਰੀਕੀ ਸਟੈਂਡਰਡ ਕੋਡ (ASCII),আমেরিকান স্ট্যান্ডার্ড কোড ফর ইনফরমেশন ইন্টারচেঞ্জ (ASCII)
ਐਨਾਲਾਗ,এনালগ
ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ,এনালগ কম্পিউটার
ਐਨਾਲਾਗ ਜੰਤਰ,এনালগ ডিভাইস
ਐਨਾਲਾਗ ਮਾਡਮ,এনালগ মডেম
ਐਨਾਲਾਗ ਟੂ ਡਿਜੀਟਲ ਕਨਵਰਟਰ (ADC),এনালগ থেকে ডিজিটাল কনভার্টার (ADC)
ਅਤੇ,এবং
ਅਤੇ ਸਰਕਟ,এবং সার্কিট
ਅਤੇ ਗੇਟ,এবং গেট
ਅਤੇ ਕਾਰਵਾਈ ਨਹੀਂ (ਬੇਹੱਦ),এবং অপারেশন নয় (বর্জন)
ਐਨੀਮੇਸ਼ਨ,অ্যানিমেশন
ਐਨੋਟੇਸ਼ਨ,টীকা
ਅਸੰਗਤਤਾ,ব্যতিক্রম
ਪੂਰਵ,পূর্ববর্তী
ਅਗਾਊਂ ਪੇਜਿੰਗ,প্রত্যাশিত পেজিং
ਵਿਰੋਧੀ ਸਮਰੂਪ,বিরোধী প্রতিসম
ਐਂਟੀਵਾਇਰਸ ਪ੍ਰੋਗਰਾਮ,অ্যান্টিভাইরাস প্রোগ্রাম
ਐਪਲਿਟ,অ্যাপলেট
ਐਪਲੀਕੇਸ਼ਨ ਡਿਵੈਲਪਰ,অ্যাপ্লিকেশন ডেভেলপার
ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ,অ্যাপ্লিকেশন প্রোগ্রামিং
ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ ਇੰਟਰਫੇਸ (API),অ্যাপ্লিকেশন প্রোগ্রামিং ইন্টারফেস (API)
ਐਪਲੀਕੇਸ਼ਨ ਸਾਫਟਵੇਅਰ,অ্যাপ্লিকেশন সফ্টওয়্যার
ਲਾਗੂ ਕਰਨ ਵਾਲੀ ਭਾਸ਼ਾ,প্রয়োগমূলক ভাষা
ਅਨੁਮਾਨ ਥਿਊਰੀ,আনুমানিক তত্ত্ব
ਆਰਕੀਟੈਕਚਰ,স্থাপত্য
ਖੇਤਰ ਦਾ ਤਬਾਦਲਾ,এলাকা স্থানান্তর
ਦਲੀਲ,যুক্তি
ਹਿਸਾਬ ਅਤੇ ਤਰਕ ਇਕਾਈ,গাণিতিক এবং যুক্তিবিদ্যা ইউনিট
ਹਿਸਾਬ ਦੀ ਜਾਂਚ,গাণিতিক চেক
ਅੰਕਿਤ ਸਥਿਰ,গাণিতিক ধ্রুবক
ਅੰਕਿਤ ਡੇਟਾ,গাণিতিক তথ্য
ਗਣਿਤ ਸੰਬੰਧੀ ਹਦਾਇਤ,গাণিতিক নির্দেশনা
ਗਣਿਤ ਅਤੇ ਤਰਕ ਇਕਾਈ (ALU),পাটিগণিত এবং যুক্তি ইউনিট (ALU)
ਅਰਪਨੇਟ,আরপানেট
ਐਰੇ,অ্যারে
ਐਰੇ ਕੈਸ਼,অ্যারে ক্যাশে
ਐਰੇ ਕੰਪਿਊਟਰ,অ্যারে কম্পিউটার
ਐਰੇ ਤੱਤ,অ্যারে উপাদান
ਐਰੇ ਨਾਮ,অ্যারের নাম
ਐਰੇ ਪ੍ਰੋਸੈਸਰ,অ্যারে প্রসেসর
ਤੀਰ ਕੁੰਜੀਆਂ,তীর চিহ্ন
ਉਚਾਰਨ,উচ্চারণ
ਬਿਆਨ ਬਿੰਦੂ,উচ্চারণ বিন্দু
ਨਕਲੀ ਸੰਕੁਚਿਤ,কৃত্রিম কম্প্যাকশন
ਨਕਲੀ ਕੰਟਰੋਲ,কৃত্রিম নিয়ন্ত্রণ
ਬਣਾਵਟੀ ਗਿਆਨ,কৃত্রিম বুদ্ধিমত্তা
ਚੜ੍ਹਦਾ,আরোহী
ਵਧਦੀ ਲੜੀ,আরোহী সাজানোর
ASCII ਬੇਟਿਕਲ ਆਰਡਰ,ASCII বেটিকাল অর্ডার
ASCII ਕੰਟਰੋਲ ਅੱਖਰ,ASCII নিয়ন্ত্রণ চরিত্র
ASCII ਫਾਈਲ,ASCII ফাইল
ASCII ਫੌਂਟ,ASCII ফন্ট
ASCII ਟ੍ਰਾਂਸਫਰ,ASCII স্থানান্তর
ਆਕਾਰ ਅਨੁਪਾਤ,আনুমানিক অনুপাত
ਏ.ਐਸ.ਪੀ.ਆਈ,এএসপিআই
ASR ਟਾਈਮਰ,ASR টাইমার
ਇਕੱਠਾ ਕਰਨਾ,একত্রিত করা
ਅਸੈਂਬਲਰ,সংযোজনকারী
ਅਸੈਂਬਲੀ,সমাবেশ
ਅਸੈਂਬਲੀ ਭਾਸ਼ਾ,এসেম্বলি
ਦਾਅਵਾ,দাবী
ਅਸਾਈਨਮੈਂਟ,নিয়োগ
ਐਸੋਸੀਏਸ਼ਨ,সংঘ
ਸਹਿਯੋਗੀ ਪਤਾ,সহযোগী ঠিকানা
ਸਹਿਯੋਗੀ ਮੈਮੋਰੀ,সহযোগী স্মৃতি
ਤਾਰਾ,asteric
ਅਸਮਿਤ,অপ্রতিসম
ਅਸਿੰਕ੍ਰੋਨਸ,অ্যাসিঙ্ক্রোনাস
ਅਸਿੰਕ੍ਰੋਨਸ ਡਿਜੀਟਲ ਸਬਸਕ੍ਰਾਈਬਰ ਲਾਈਨ (ADSL),অ্যাসিঙ্ক্রোনাস ডিজিটাল সাবস্ক্রাইবার লাইন (ADSL)
ਅਸਿੰਕ੍ਰੋਨਸ ਟਾਈਮ ਡਿਵੀਜ਼ਨ ਮਲਟੀਪਲੈਕਸਿੰਗ (ATDM),অ্যাসিঙ্ক্রোনাস টাইম ডিভিশন মাল্টিপ্লেক্সিং (ATDM)
ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ,অ্যাসিঙ্ক্রোনাস স্থানান্তর
ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ ਮੋਡ (ATM),অ্যাসিঙ্ক্রোনাস ট্রান্সফার মোড (এটিএম)
ਪਰਮਾਣੂ,পরমাণু
ਨੱਥੀ ਦਸਤਾਵੇਜ਼,সংযুক্ত নথি
ਨੱਥੀ ਫ਼ਾਈਲ,সংযুক্ত ফাইল
ਲਗਾਵ,সংযুক্তি
ਵਿਸ਼ੇਸ਼ਤਾ,বৈশিষ্ট্য
ਆਡੀਓ,শ্রুতি
ਆਡਿਟ ਪ੍ਰੋਗਰਾਮਿੰਗ,অডিট প্রোগ্রামিং
ਆਡਿਟ ਟ੍ਰੇਲ,নিরীক্ষা পথ
ਵਾਧਾ,বৃদ্ধি
ਪ੍ਰਮਾਣਿਕਤਾ ਪ੍ਰੋਟੋਕੋਲ,প্রমাণীকরণ প্রোটোকল
ਲੇਖਕ ਪ੍ਰਣਾਲੀ,অথরিং সিস্টেম
ਅਧਿਕਾਰ,অনুমোদন
ਆਟੋ ਐਬਸਟਰੈਕਟ,স্বয়ংক্রিয় বিমূর্ত
ਆਟੋਬੂਟਿੰਗ,অটোবুটিং
ਆਟੋਕੈਡ,অটোক্যাড
ਆਟੋਲੌਗ ਚਾਲੂ,অটোলগ চালু
ਆਟੋਮੇਟਾ,স্বয়ংক্রিয়
ਆਟੋਮੈਟਾ ਥਿਊਰੀ,স্বয়ংক্রিয় তত্ত্ব
ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਿੰਗ,স্বয়ংক্রিয় কম্পিউটিং
ਆਟੋਮੈਟਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ,স্বয়ংক্রিয় তথ্য প্রক্রিয়াকরণ
ਆਟੋਮੈਟਿਕ ਗਲਤੀ ਸੁਧਾਰ,স্বয়ংক্রিয় ত্রুটি সংশোধন
ਆਟੋਮੈਟਿਕ ਫੰਕਸ਼ਨ,স্বয়ংক্রিয় ফাংশন
ਆਟੋਮੈਟਿਕ ਇੰਡੈਕਸਿੰਗ,স্বয়ংক্রিয় সূচীকরণ
ਆਟੋਮੈਟਿਕ ਲਾਇਬ੍ਰੇਰੀ ਕਾਲ,স্বয়ংক্রিয় লাইব্রেরি কল
ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ,স্বয়ংক্রিয় প্রোগ্রামিং
ਆਟੋਮੈਟਿਕ ਰਿਕਵਰੀ ਪ੍ਰੋਗਰਾਮ,স্বয়ংক্রিয় পুনরুদ্ধার প্রোগ্রাম
ਆਟੋਮੈਟਿਕ ਰੁਟੀਨ,স্বয়ংক্রিয় রুটিন
ਆਟੋਮੈਟਿਕ ਸਿਸਟਮ ਰਿਕਵਰੀ,স্বয়ংক্রিয় সিস্টেম পুনরুদ্ধার
ਆਟੋਮੈਟਿਕ ਟੈਲਰ ਮਸ਼ੀਨ (ATM),স্বয়ংক্রিয় টেলার মেশিন (এটিএম)
ਆਟੋਮੇਸ਼ਨ,অটোমেশন
ਸਵੈ ਚਾਲ,স্বয়ংক্রিয় চালু
ਸਵੈ-ਸੰਭਾਲ,অটোসেভ
ਸਹਾਇਕ,সহায়ক
ਸਹਾਇਕ ਮੈਮੋਰੀ,অক্জিলিয়ারী মেমরি
ਸਹਾਇਕ ਸਟੋਰੇਜ਼,অক্জিলিয়ারী স্টোরেজ
ਉਪਲਬਧ ਸੂਚੀ,প্রাপ্তিসাধ্য তালিকা
ਉਪਲਬਧ ਸਮਾਂ,উপলব্ধ সময়
ਔਸਤ,গড়
awk (ਭਾਸ਼ਾ),awk (ভাষা)
ਬੈਕਐਂਡ,ব্যাকএন্ড
ਬੈਕਐਂਡ ਪ੍ਰੋਸੈਸਰ,ব্যাকএন্ড প্রসেসর
ਬੈਕਫੇਸ ਹਟਾਉਣਾ,ব্যাকফেস অপসারণ
ਪਿਛੋਕੜ ਦੀ ਕਾਰਵਾਈ,পটভূমি প্রক্রিয়াকরণ
ਬੈਕਿੰਗ ਸਟੋਰ,ব্যাকিং স্টোর
ਬੈਕਪੈਚਿੰਗ,ব্যাকপ্যাচিং
ਬੈਕਸਪੇਸ,ব্যাকস্পেস
ਬੈਕਟਰੈਕਿੰਗ,ব্যাকট্র্যাকিং
ਬੈਕ-ਅੱਪ,ব্যাক আপ
ਬੈਕਅੱਪ ਮੈਮੋਰੀ,ব্যাক আপ মেমরি
ਪਿੱਛੇ ਗਲਤੀ ਰਿਕਵਰੀ,পিছনের ত্রুটি পুনরুদ্ধার
ਸੰਤੁਲਨ ਸ਼ੀਟ,ব্যালেন্স শীট
ਜਥਾ,ব্যান্ড
ਬੈਂਡ ਚੌੜਾਈ,ব্যান্ড প্রস্থ
ਬੈਂਕਰ ਦਾ ਐਲਗੋਰਿਦਮ,ব্যাংকারের অ্যালগরিদম
ਬਾਰ ਕੋਡ,বার কোড
ਬਾਰ ਕੋਡ ਸਕੈਨਰ,বারকোড স্ক্যানার
ਬਾਰ ਗ੍ਰਾਫ,বার গ্রাফ
ਅਧਾਰ ਪਤਾ,ভিত্তি ঠিকানা
ਅਧਾਰ ਬੈਂਡ,বেস ব্যান্ড
ਅਧਾਰ ਨੰਬਰ,ভিত্তি নম্বর
ਅਧਾਰ ਸਾਰਣੀ,ভিত্তি টেবিল
ਬੇਸਿਕ,বেসিক
ਬੁਨਿਆਦੀ ਕੰਟਰੋਲ,মৌলিক নিয়ন্ত্রণ
ਬੁਨਿਆਦੀ ਇੰਪੁੱਟ,মৌলিক ইনপুট
ਬੁਨਿਆਦੀ ਹਦਾਇਤ,মৌলিক নির্দেশ
ਬੁਨਿਆਦੀ ਆਉਟਪੁੱਟ,মৌলিক আউটপুট
ਬੁਨਿਆਦੀ ਕਦਮ,মৌলিক পদক্ষেপ
ਬੈਚ,ব্যাচ
ਬੈਚ ਫਾਈਲ,ব্যাচ ফাইল
ਬੈਚ ਸਥਿਤੀ,ব্যাচ অবস্থান
ਬੈਚ ਪ੍ਰੋਸੈਸਿੰਗ,ধির গতির কাজ
ਬੈਚ ਸਿਸਟਮ,ব্যাচ সিস্টেম
ਬੌਡ,বউড
ਬੌਡ ਦਰ,বড হার
ਬੀਮ,মরীচি
ਬੇਂਚਮਾਰਕ,মাপকাঠি
ਦੋ-ਦਿਸ਼ਾ ਸੰਚਾਰ,দ্বিমুখী যোগাযোগ
ਦੋ-ਦਿਸ਼ਾਵੀ ਲਿੰਕ,দ্বিমুখী লিঙ্ক
ਬਾਈਨਰੀ ਕੋਡ,বাইনারি কোড
ਬਾਈਨਰੀ ਅੰਕ,বাইনারি সংখ্যা
ਬਾਈਨਰੀ ਇਨਪੁਟ ਆਉਟਪੁੱਟ ਸਿਸਟਮ (BIOS),বাইনারি ইনপুট আউটপুট সিস্টেম (BIOS)
ਬਾਈਨਰੀ ਨੰਬਰ,বাইনারি সংখ্যা
ਬਾਈਨਰੀ ਆਪਰੇਟਰ,বাইনারি অপারেটর
ਬਾਈਨਰੀ ਸਬੰਧ,বাইনারি সম্পর্ক
ਬਾਈਨਰੀ ਖੋਜ,বাইনারি অনুসন্ধান
ਬਾਈਨਰੀ ਸਰਚ ਟ੍ਰੀ (BST),বাইনারি সার্চ ট্রি (BST)
ਬਾਈਨਰੀ ਟ੍ਰਾਂਸਫਰ,বাইনারি স্থানান্তর
ਬਾਈਨਰੀ ਰੁੱਖ,বাইনারি গাছ
ਬਾਈਪੋਲਰ ਮੈਮੋਰੀ,বাইপোলার মেমরি
ਜਨਮ ਮੌਤ ਮਾਡਲ,জন্ম মৃত্যু মডেল
ਜਨਮ ਮੌਤ ਦੀ ਪ੍ਰਕਿਰਿਆ,জন্ম মৃত্যু প্রক্রিয়া
ਬਿੱਟ,বিট
ਬਿੱਟ ਨੁਕਸ,বিট দোষ
ਬਿੱਟ ਨਕਸ਼ਾ,বিট মানচিত্র
ਬਿੱਟ ਮੈਪ ਪਿਕਸਲ (BMP),বিট ম্যাপ পিক্সেল (BMP)
ਬਿੱਟ ਮੈਟ੍ਰਿਕਸ,বিট ম্যাট্রিক্স
ਬਿੱਟ ਪੈਟਰਨ,বিট প্যাটার্ন
ਬਿੱਟ ਸਥਿਤੀ,বিট অবস্থান
ਬਿੱਟ ਰੇਟ,বিট হার
ਬਲੈਕ ਬਾਕਸ ਟੈਸਟਿੰਗ,কালো বক্স পরীক্ষা
ਝਪਕਣਾ,মিটমিট করে
ਬਲਾਕ,ব্লক
ਬਲਾਕ ਕੈਸ਼,ব্লক ক্যাশে
ਬਲਾਕ ਚੈੱਕ,ব্লক চেক
ਬਲਾਕ ਕਾਪੀ,ব্লক কপি
ਬਲਾਕ ਚਿੱਤਰ,ব্লক ডায়াগ্রাম
ਬਲਾਕਿੰਗ ਨੈੱਟਵਰਕ,ব্লকিং নেটওয়ার্ক
ਫੱਟੀ,বোর্ড
ਕਿਤਾਬ ਦਾ ਨਿਸ਼ਾਨ,বই চিহ্ন
ਬੂਲੀਅਨ ਅਲਜਬਰਾ,বুলিয়ান বীজগণিত
ਬੂਲੀਅਨ ਸਬੰਧ,বুলিয়ান সম্পর্ক
ਬੂਟ ਭਾਗ,বুট পার্টিশন
ਬੂਟ ਸਟ੍ਰੈਪਿੰਗ,বুট strapping
ਬੂਟ-ਸਟੈਪ ਲੋਡਰ,বুট-স্ট্র্যাপ লোডার
ਪੁਲ,সেতু
ਬਰਾਡਬੈਂਡ ਨੈੱਟਵਰਕਿੰਗ,ব্রডব্যান্ড নেটওয়ার্কিং
ਪ੍ਰਸਾਰਣ,সম্প্রচার
ਪ੍ਰਸਾਰਣ ਰੇਡੀਓ,রেডিও সম্প্রচার
ਬਰਾਊਜ਼ ਕਰੋ,ব্রাউজ
ਬਰਾਊਜ਼ਰ,ব্রাউজার
ਬੀ-ਰੁੱਖ,বি-বৃক্ষ
ਬੁਲਬੁਲਾ ਮੈਮੋਰੀ,বুদ্বুদ মেমরি
ਬੁਲਬੁਲਾ ਲੜੀਬੱਧ,বুদ্বুদ সাজানোর
ਬਾਲਟੀ,বালতি
ਦੋਸਤ ਸਿਸਟਮ,বন্ধু সিস্টেম
ਬਜਟ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਨਿਯੰਤਰਣ,বাজেট কার্যকর নিয়ন্ত্রণ
ਬਫਰ,বাফার
ਬੱਗ,বাগ
ਬੱਸ,বাস
ਬਾਈਟ,বাইট
ਬਾਈਟ ਕੋਡ,বাইট কোড
c,গ
C++,সি++
ਕੈਸ਼,ক্যাশে
ਕੈਸ਼ ਬਫਰ,ক্যাশে বাফার
ਕੈਸ਼ ਮੈਮੋਰੀ,ক্যাশ মেমরি
ਗਣਨਾ,গণনা
ਕੈਲਕੁਲੇਟਰ,ক্যালকুলেটর
ਕੈਲਕੁਲੇਟਰ ਚਿੱਪ,ক্যালকুলেটর চিপ
ਕਾਲ ਕਰੋ,কল
ਨਾਮ ਨਾਲ ਕਾਲ ਕਰੋ,নামে ডাক
ਹਵਾਲੇ ਦੁਆਰਾ ਕਾਲ ਕਰੋ,রেফারেন্স দ্বারা কল করুন
ਮੁੱਲ ਦੁਆਰਾ ਕਾਲ ਕਰੋ,মূল্য দ্বারা কল
ਵੇਰੀਏਬਲ ਦੁਆਰਾ ਕਾਲ ਕਰੋ,ভেরিয়েবল দ্বারা কল
ਕਾਲ ਗੇਟ,কল গেট
ਰੱਦ ਕਰੋ,বাতিল
ਰੱਦ ਕਰੋ ਬਟਨ,বাতিল বোতাম
ਕੈਨੋਨੀਕਲ,ক্যানোনিকাল
ਕੈਨੋਨੀਕਲ ਰੂਪ,ক্যানোনিকাল ফর্ম
ਸਮਰੱਥਾ,ক্ষমতা
ਸਮਰੱਥਾ ਸੂਚੀ,ক্ষমতা তালিকা
ਸਮਰੱਥਾ,ক্ষমতা
ਕੈਪਸ ਲਾਕ ਕੁੰਜੀ,ক্যাপ লক কী
ਕਾਰਡ,কার্ড
ਕਾਰਡ ਰੀਡਰ,কার্ড পাঠক
ਮੁੱਖਤਾ,কার্ডিনালিটি
ਕੈਰੀਅਰ,বাহক
ਕੈਰੀਅਰ ਬੈਂਡ,ক্যারিয়ার ব্যান্ড
ਕੈਰੀਅਰ ਲੋਡ,ক্যারিয়ার লোড
ਕੈਰੀਅਰ ਸਿਗਨਲ,ক্যারিয়ার সংকেত
ਕੈਰੀਅਰ ਲਹਿਰ,ক্যারিয়ার তরঙ্গ
ਲੈ ਜਾਣਾ,বহন
ਕੈਰੀ ਅੰਕ,অঙ্ক বহন
ਝੰਡਾ ਚੁੱਕੋ,পতাকা বহন
ਕਾਰਤੂਸ ਡਿਸਕ,কার্তুজ ডিস্ক
ਕੈਸਕੇਡ,ক্যাসকেড
ਕੇਸ,মামলা
ਕੈਥੋਡ ਰੇ ਟਿਊਬ (ਸੀਆਰਟੀ),ক্যাথড রে টিউব (সিআরটি)
ਕੈਥੋਡ ਰੇ ਟਿਊਬ (ਸੀਆਰਟੀ),ক্যাথোড রে টিউব (CRT)
CD ROM ਡਿਸਕ ਡਰਾਈਵ,সিডি রম ডিস্ক ড্রাইভ
ਸੈੱਲ,কোষ
ਸੈੱਲ ਐਨੀਮੇਸ਼ਨ,সেল অ্যানিমেশন
ਸੈਲੂਲਰ ਫ਼ੋਨ,মোবাইল ফোন
ਕੇਂਦਰੀ ਮੈਮੋਰੀ,কেন্দ্রীয় স্মৃতি
ਕੇਂਦਰੀ ਪ੍ਰੋਸੈਸਿੰਗ ਯੂਨਿਟ (CPU),কেন্দ্রীয় প্রক্রিয়াকরণ ইউনিট (CPU)
ਕੇਂਦਰੀ ਸਿਸਟਮ,কেন্দ্রীভূত ব্যবস্থা
ਪ੍ਰਮਾਣਿਤ ਟੇਪ,প্রত্যয়িত টেপ
ਚੇਨ,চেইন
