Tamil,Punjabi
அக்ரோமியன்,ਐਕਰੋਮਰ
அக்ரோபெட்டல் வரிசை,ਅਸ਼ੋਕਲ ਤਰਤੀਬ
அக்ரோபெட்டல் ஆர்டர்,ਐਕਰੋਪੇਟਲ ਆਰਡਰ
அக்ரோசின்,ਐਕਰੋਸਿਨ
ஆக்டின்,ਐਕਟਿਨ
ஆக்டின் போன்ற புரதம்,ਐਕਟਿਨ ਵਰਗੇ ਪ੍ਰੋਟੀਨ
ஆக்டினோமார்பிக்,ਐਕਟਿਨੀਮੋਰਿਕ
ஆக்டினோமைசீட்கள்,ਐਕਟਿਨੋਮਾਈਸਾਈਟਸ
செயல்பாட்டு திறன்,ਕਾਰਵਾਈ ਸੰਭਾਵਨਾ
செயல்படுத்தப்பட்ட கசடு,ਸਰਗਰਮ ਸਲੱਜ
செயல்படுத்தப்பட்ட கசடு மிதவை,ਸਰਗਰਮ ਸਲੈਮ ਫਾਸਟ
செயல்படுத்தும் ஆற்றல்,ਐਕਟੀਵੇਸ਼ਨ Energy ਰਜਾ
செயலில் உறிஞ்சுதல்,ਐਕਟਿਵ ਸਮਾਈ
செயலில் நோய் எதிர்ப்பு சக்தி,ਕਿਰਿਆਸ਼ੀਲ ਛੋਟ
செயலில் கதிர்வீச்சு,ਸਰਗਰਮ ਰੇਡੀਏਸ਼ਨ
செயலில் உள்ள தளம்,ਐਕਟਿਵ ਸਾਈਟ
ஆக்டிவின்,ਐਕਟੀਵੇਟ
அக்யூமினேட்,ਅਮੀਮਿਨੇਟ
ஆடம்ஸியா,ਐਡਮਜ਼ੀਆ
தகவமைப்பு,ਅਨੁਕੂਲਤਾ
தழுவல்,ਅਨੁਕੂਲਤਾ
ஒளி ஆட்சிக்கு தழுவல்,ਚਾਨਣ ਸ਼ਾਸਨ ਲਈ ਅਨੁਕੂਲਤਾ
நீர் பற்றாக்குறைக்கு தழுவல்,ਪਾਣੀ ਦੀ ਘਾਟ ਲਈ ਅਨੁਕੂਲਤਾ
தகவமைப்பு பண்புகள்,ਅਨੁਕੂਲ ਗੁਣ
தகவமைப்பு நோய் எதிர்ப்பு சக்தி,ਅਨੁਕੂਲ ਛੋਟ
தகவமைப்பு கதிர்வீச்சு,ਅਨੁਕੂਲ ਰੇਡੀਏਸ਼ਨ
தகவமைப்பு பண்பு,ਅਨੁਕੂਲ ਗੁਣ
அடாக்ஸியல் மேற்பரப்பு,ਏਕੈਕਸੀਅਲ ਸਤਹ
போதை கோளாறு,ਨਸ਼ਾ ਕਰਨ ਵਾਲੀ ਵਿਕਾਰ
அடினின்,ਐਡੀਨੇਨ
அடினோகார்டிகோட்ரோபின்,ਐਡੇਨੋਕਾਰਸਪੋਰਟ੍ਰੋਪਿਨ
அடினோஹைபோஃபிசிஸ்,ਐਡੀਨੋਹਾਇਪਿਸਿਸ
அடினோசின் டைபாஸ்பேட்,ਅਡੇਨੋਸਿਨ ਡਿਇਆਪਸਫੇਟ
அடினோசின் டீமினேஸ்,ਐਡੀਨੋਸਾਈਨ ਡਿਮੇਨਬੇਸ
அடினோசின் மோனோபாஸ்பேட்,ਐਡੀਨੋਸਾਈਨ ਮੋਨੋਫੋਸਫੇਟ
அடினோசின் ட்ரைபாஸ்பேட் (ஏடிபி),ਐਡੀਨੋਸਾਈਨ ਟ੍ਰਾਈਫੋਸਫੇਟ (ਏਟੀਪੀ)
அடினிலேட் சைக்லேஸ்,ਐਡੀਨੇਲਲੇਟ ਸਾਈਕਲੇਜ
பிசின் சக்தி,ਚਿਪਕਣ ਵਾਲੀ ਤਾਕਤ
கொழுப்பு,ਐਡਪੋਜ਼
அடிபோசைட் (கொழுப்பு செல்),Adipocyte (ਚਰਬੀ ਸੈੱਲ)
கொழுப்பு திசு,ਐਡਪੋਜ਼ ਟਿਸ਼ੂ
Adnate,ਐਡਨੇਟ
அருகிலுள்ள சமூகம்,ਨਾਲ ਲੱਗਦੀ ਕਮਿ Community ਨਿਟੀ
அட்ரீனல்,ਐਡਰੀਨਲ
அட்ரினல் சுரப்பி,ਐਡਰੇਨਲ ਗਲੈਂਡ
அட்ரினோகார்டிகோட்ரோபிக் ஹார்மோன் (ACTH),ਐਡਰੇਨੋਕੋਟਰੋਪਿਕ ਹਾਰਮੋਨ (ਐਕਟਿਹ)
அட்ரினோகார்டிகோட்ரோபிக் வெளியீட்டு ஹார்மோன் (ACTRH),ਐਡਰੇਨੋਕਰੋਪੋਰਟਿਕੋਟਰੋਪਿਕ ਰੀਲੀਜ਼ ਹਾਰਮੋਨ (ACTRH)
Adsorbent,ਐਡੋਰਬੈਂਟ
உறிஞ்சுதல்,ਇਸ਼ਤਿਹਾਰ
மேம்பட்ட சோர்டேட்,ਐਡਵਾਂਸਡ ਕੋਰਡੇਟ
சாதகமான பிறழ்வு,ਲਾਭਦਾਇਕ ਪਰਿਵਰਤਨ
சாகச,ਸਾਹਸੀ
சாகச வேர்,ਸਾਹਸੀ ਜੜ
பாதகமான விளைவு,ਗਲਤ ਪ੍ਰਭਾਵ
Aedes,ਏ.ਡੀ.ਡੀ.
கலாச்சாரத்தின் காற்றோட்டம்,ਸਭਿਆਚਾਰ ਦੀ ਹਵਾਬਾਜ਼ੀ
ஏரென்கிமா,Énerchyma
வான்வழி,ਏਰੀਅਲ
வான்வழி வேர்,ਏਰੀਅਲ ਰੂਟ
வான்வழி படப்பிடிப்பு,ਏਰੀਅਲ ਸ਼ੂਟ
ஏரோபிக் சுவாசம்,ਐਰੋਬਿਕ ਸਾਹ
ஏரோபிக் சுவாசம்,ਐਰੋਬਿਕ ਸਾਹ
அழகியல்,ਸੁਹਜ
அவதூறு,ਖਰਾਸ਼
அவதூறு,ਖਰਾਸ਼
Afferent,ਪਿਆਰ
இணைப்பு நிறமூர்த்தம்,ਪੱਕਾ ਐਫੀਲੀਅਸ ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ
பாதிக்கப்பட்ட உறுப்பு,ਦੁਖੀ ਅੰਗ
காடு வளர்ப்பு,ਕਥਾ
அகமோஸ்பெர்மி,ਅਗਿਆਤ
அகர்,ਅਗਰ
அகரோஸ்,ਅਗਿਆਤ
அகரோஸ் ஜெல் எலெட்ரோபோரேசிஸ்,ਅਗਾਅਰਜ਼ ਜੈੱਲ ਐਲੀਟ੍ਰੋਫੋਨਸਿਸ
அகரோஸ் பாலிமர் ஜெல்,ਅਗਿਆਤ ਪੋਲੀਮਰ ਜੈੱਲ
அகாஸ்ட்,ਅਤਿ
நீலக்கத்தாழை,ਅਗਾਵ
வயது விநியோகம்,ਉਮਰ ਵੰਡ
வயது பிரமிட்,ਉਮਰ ਪਿਰਾਮਿਡ
திரட்டுதல்,Agglutate
மதிப்பீட்டு,ਸਮੁੱਚੀ
நுண்ணறைகளின் மொத்தம்,Follicle ਦਾ ਸਮੁੱਚਾ
நுண்ணறைகளின் மொத்தம்,Follicle ਦਾ ਸਮੁੱਚਾ
திரட்டுதல்,ਇਕੱਤਰਤਾ
ஆக்கிரமிப்பு,ਹਮਲਾਵਰਤਾ
கிளர்ச்சி அமைப்பு,ਐਗਰੀਏਟਰ ਸਿਸਟਮ
அக்னாதா,ਅਗਨੀਥਾ
அகூட்டி,ਅਗਾਤੀ
அக்ரானல் குளோரோபிளாஸ்ட்,ਅਗਰੰਡੀ ਕਲਰੋਲੋਪਲਾਸਟ
வேளாண்,ਅਗਰੂ
அக்ரானுலோசைட்,ਅਗਰਾਨੂਲੋਸਾਈਟ
வேளாண்மை,ਖੇਤੀ ਬਾੜੀ
வளர்ப்பு,ਐਗਰੋਫੋਰੈਸਟਰੀ
அக்ரோபாக்டீரியம் மத்தியஸ்தம்,ਐਗਰੋਬੈਟਰਿਅਮ ਵਿਚੋਲਗੀ
அக்ரோபாக்டீரியம் டூம்ஃபேசியன்ஸ்,ਐਗਰੋਬੈਟਰਿਅਮ ਟੋਮਫੈਕੈਨਜ਼
வேளாண் வேதியியல்,ਐਗਰੋ ਕੈਮੀਕਲ
வேளாண் வேதியியல்,ਐਗਰੋ ਕੈਮੀਕਲ
வேளாண் மண்டலம்,ਅਗਰੋਕਲਾਈਮੈਟਿਕ ਜ਼ੋਨ
வேளாண் பண்பு,ਖੇਤੀਬਾਜੀ ਗੁਣ
வேளாண்,ਖੇਤੀਬਾੜੀ
எய்ட்ஸ்,ਏਡਜ਼
காற்று சிறுநீர்ப்பை,ਏਅਰ ਬਲੈਡਰ
ஏர் கண்டிஷனர்,ੲੇ. ਸੀ
விமானப் பாதை,ਹਵਾ ਦਾ ਰਾਹ
காற்று மாசுபாடு,ਹਵਾ ਪ੍ਰਦੂਸ਼ਣ
ஏர் சாக்,ਏਅਰ ਸੈਕ
காற்று வெற்றிடம்,ਏਅਰ ਵੈਕਲੂਓਲ
காற்று சுவாசம்,ਹਵਾ-ਸਾਹ
அலைன்,ਅਲੇਨ
அலரி தசை,ਅਲੇਰੀ ਮਾਸਪੇਸ਼ੀ
அலாஸ்கன் பிரவுன் கரடி,ਅਲਾਸਕਨ ਬ੍ਰਾ .ਨ ਰਿੱਛ
இயற்கை நிறத்தை இழந்தவர்,ਐਲਬਿਨੋ
அல்புகோ,ਆਲਬੂਗੋ
ஆல்புமின்,ਐਲਬਮਿਨ
ஆல்புமினஸ் விதை,ਐਲਬਿੰਜੀਨ ਬੀਜ
அல்புமினூரியா,ਐਲਬਿ → ਮਿਨੂਰੀਆ
ஆல்பர்னம்,ਐਲਬਟਨਮ
அல்செடே,ਐਲਸੀਏਸੀ
ஆல்டிஹீட்,Aldeyhede
ஆல்டோஸ்டிரோன் அமைப்பு,ਅੈਲਡੋਸਟਰੋਨ ਸਿਸਟਮ
ஆல்டோஸ்டிரோன்,ਅਲੇਸਟਰੋਨ
அலியுரோன் அடுக்கு,ਅਲੇਪੁਰਨ ਪਰਤ
அலூரோபிளாஸ்ட்,ਐਲੇਰੋਪਲਾਸਟ
அல்பால்ஃபா,ਅਲਫਾਫਾ
பாசி பூக்கும்,ਐਲਗਲ ਖਿੜ
ஆல்ஜின்,ਅਲੀਗਿਨ
ஏலியன் டி.என்.ஏ.,ਪਰਦੇਸੀ ਡੀਐਨਏ
அன்னிய இனங்கள்,ਪਰਦੇਸੀ ਪ੍ਰਜਾਤੀ
சீரமைப்பு,ਅਲਾਈਨਮੈਂਟ
சீரமைப்பு,ਅਲਾਈਨਮੈਂਟ
உணவுக்குழாய்,ਅਲੀਮੈਂਟਰੀ ਨਹਿਰ
ஆன்டிமென்டரி சிஸ்டம்,ਅਲੀਮੈਂਟਰੀ ਸਿਸਟਮ
அலிஸ்மேசீஸ்,ਐਲਿਸਮੇਸਸੀ
காராய்டு,ਐਲਕਾਲਾਇਡ
கார,ਐਲਕਲੀਨ
அல்காப்டோனூரியா,ਅਲਕਾਪਟਨੂਰੀਆ
அலன்டோயிஸ்,ਅੱਲੈਂਟੋਇਸ
அலீல் அதிர்வெண்,ਐਲੀ ਬਾਰੰਬਾਰਤਾ
அல்லீல்,ਐਲੀਲ
அல்லீலோமார்பிக் ஜோடி,ਅਲੇਲਬਿਕ ਜੋੜੀ
ஒவ்வாமை,ਐਲਰਗੇਨ
முதலை,ਐਲੀਗੇਟਰ
அல்லியம் செபா,ਐਲੀਅਮ ਸੀ.ਪੀ.ਏ.
Allocamy,ਆਲੋਗਮ
அலோகிராஃப்ட்,ਅਲਾਗ੍ਰਾਫਟ
அலோபாட்ரிக் விவரக்குறிப்பு,ਅਲੋਪੈਟ੍ਰਿਕ ਜਾਦੂਈ
அலோபோலிப்ளோயிட்,ਐਲੋਪੋਲਾਈਵਲਾਈਡ
அலோஸ்டெரிக் விளைவு,ਐਲੋਸਟਰਿਕ ਪ੍ਰਭਾਵ
அலோஸ்டெரிக் என்சைம்,ਐਲੋਸਟ੍ਰਿਕ ਪਾਚਕ
அலோஸ்டெரிக் இன்ஹிபிட்டர்,ਐਲੋਸਟਰਿਕ ਇਨਿਹਿਬਟਰ
அலோஸ்டெரிக் பண்பேற்றம்,ਐਲੋਸਟ੍ਰਿਕ ਮੈਨੂਲੇਸ਼ਨ
அலோஸ்டெரிக் தளம்,ਐਲੋਸਟ੍ਰਿਕ ਸਾਈਟ
அலோஸ்டெரிக் தடுப்பு,ਐਲੋਸਟਰਿਕ ਰੋਕ
அலோடெட்ராப்ளோயிட்,Allotetraplaidd
அல்னஸ்,ਐਲਾਨਸ
கற்றாழை,ਐਲੋ
அச்சுடன்,ਐਕਸੋਨ ਦੇ ਨਾਲ
ஆல்பா-ஆன்டிட்ரிப்சின்,ਅਲਫ਼ਾ-ਐਂਟੀਟ੍ਰਿਪਸਿਨ
ஆல்பா-லாக்டல்புமின்,ਅਲਫ਼ਾ-ਲੈਕਟਲਬੁਮਿਨ
ஆல்பைன் காலநிலை நிலை,ਐਲਪਾਈਨ ਦੀ ਸਥਿਤੀ
ஆல்பைன் புல்வெளி,ਅਲਪਾਈਨ ਮੈਡੋ
ஆல்பைன் மண்டலம்,ਅਲਪਾਈਨ ਜ਼ੋਨ
ஆல்ஸ்டோனியா,ਅਲਸਟੋਨੀਆ
ஆல்டர்னேரியா,ਅਲਟਰਨੇਰੀਆ
மாற்று,ਵਿਕਲਪਿਕ
தலைமுறையின் மாற்று,ਪੀੜ੍ਹੀ ਦੀ ਤਬਦੀਲੀ
உயர நோய்,ਉਚਾਈ ਬਿਮਾਰੀ
உயரம்,ਉਚਾਈ
அல்வியோலர் குழாய்,ਐਲਵੋਲਰ ਡੈਕਟ
Alytes,ਅਲਾਈਨ
அல்சீமர் நோய்,ਅਲਜ਼ਾਈਮਰ ਰੋਗ
AMACRINE CELL,ਅਮੈਕਰਾਈਨ ਸੈੱਲ
அமராந்தேசி,ਅਮਰੰਥੈਸੇ
அமராந்தஸ்,ਅਮੈਸ਼ਨਥਸ
சுற்றுப்புற ஆஸ்மோடிக் செறிவு,ਅੰਬੀਨਟ ਓਮੋਟਿਕ ਗਾੜ੍ਹਾਪਣ
அம்ப்ஸ்டோமா,ਅਮੈਸਟੋਮਾ
அமைடு,ਐਮੀਡ
அமினோ அமிலம்,ਅਮੀਨੋ ਐਸਿਡ
அமினோ அமில ஏற்பி,ਅਮੀਨੋ ਐਸਿਡ ਸਵੀਕਾਰਟਰ
அமினோஅசில் டி ஆர்.என்.ஏ சின்தேடேஸ்,ਅਮੀਨੋਸਾੱਲ ਟੀ ਆਰ ਐਨ ਏ ਸਿੰਥੇਟੇਸ
அமினோஅசிலேஷன்,ਅਮੀਨੋਕੁਲੇਸ਼ਨ
அமிடோசிஸ்,ਅਮਿਤੋਸਿਸ
அம்மோனியா,ਅਮੋਨੀਆ
அம்மோனிகேஃபிகேஷன்,ਅਨੁਮੋਧ
அம்மோனோடெலிசம்,ਅਮੋਨੋਟੇਲਿਜ਼ਮ
அம்னோசென்டெசிஸ்,ਅਮਨੀਓਸੈਂਟੀਸਿਸ
அம்னோசென்டெசிஸ் நுட்பம்,ਅਮਨੀਓਸੈਂਟੀਸਿਸ ਤਕਨੀਕ
அம்னியோசைட்,ਅਮਨੀਓਸਾਈਟ
அம்னியன்,ਅਮਨੀਅਨ
அம்னோடிக் திரவம்,ਅਮਨੀਓਟਿਕ ਤਰਲ
அம்னோடிக் சவ்வு,ਐਮਨੀਓਟਿਕ ਝਿੱਲੀ
அம்னோடிக் சாக்,ਅਮਨੀਓਟਿਕਯੂ
அமீபா,ਅਮੋਬਾ
அமீபோசைட்,ਅਮੀਓਬੋਸਾਈਟ
அமீபாய்டு,ਅਮੀਬੋਇਡ
அமீபாய்டு லிம்போசைட்,ਅਮੀਬੋਇਡ ਲਿੰਫੋਸਾਈਟ
அமீபாய்டு இயக்கம்,ਅਮੀਬੋਇਡ ਅੰਦੋਲਨ
உருவமற்ற,ਅਮੋਰੈਫਸ
தொகை,ਦੀ ਰਕਮ
ஆம்பெடமைன்,ਅਮੀਫੇਟਾਮਾਈਨ
ஆம்பிபியா,ਅਮਫੀਬੀਆ
ஆம்பிபியன்,ਐਫੀਬੀਅਨ
ஆம்பிபியன்,ਐਫੀਬੀਅਨ
ஆம்பியோக்ஸஸ்,Amphioxus
ஆம்பியோக்ஸஸ் லான்சியோலட்டஸ்,Amphioxus Lannolotus
ஆம்பிபாதிக்,ਐਮਫੀਪਾਥਿਕ
ஆம்பிபாதிக் லிப்பிட்,ਐਮਫੀਪਾਥਿਕ ਲਿਪਿਡ
ஆம்பிசர்கா,ਅਮਫੀਸਾਰਕਾ
ஆம்பிசிலின்,ਐਂਪੀਸਿਲਿਨ
ஆம்புல்லா,Ampulla
ஆம்பல்லரி சுரப்பி,ਐਮਪੁੱਲੇਰੀ ਗਲੈਂਡ
அமிக்டால்,ਅਮੀਗਡਲ
அமிக்டேல்,ਅਮੀਗਡੇਲ
அமிக்டலின்,ਅਮੀਗਡਲਿਨ
அமிலேஸ்,ਐਮੀਲੇਸ
அமிலோபிளாஸ்ட்,ਅਮੋਲੋਪਲਾਸਸਟ
அனபீனா,ਅਨਬਾਨਾ
அனபாஸ்,ਅਨਬਾਸ
அனபோலிக் பாதைகள்,ਐਨਾਬੋਲਿਕ ਮਾਰਗਾਂ
அனபோலிசம்,ਐਨਾਬੋਲਿਜ਼ਮ
அனகார்டியாசி,ਅਨਾਕਾਰਿਆਸੀ
இரத்த சோகை,ਅਨੀਮੀਆ
காற்றில்லா,ਅਨੀਰੋਬ
காற்றில்லா எரிபொருள்,ਅਨੈਰੋਬਿਕ ਬਾਲਣ
காற்றில்லா சுவாசம்,ਅਨੈਰੋਬਿਕ ਸਾਹ
காற்றில்லா கசடு டைஜெஸ்டர்,ਅਨੈਰੋਬਿਕ ਸਲੈਗ ਡਿਜਸਟਰ
காற்றில்லா,ਅਨੀਰੋਬਿਕ
அனைமா,ਅਨਾਮਾ
குத,ਗੁਦਾ
குத,ਗੁਦਾ
குத துளை,ਗੁਦਾ ਅਪਰਚਰ
குத செர்சி,ਗੁਦਾ ਕਰਬੇਲੀ
குத லூப்,ਗੁਦਾ ਲੂਪ
குத பாணி,ਗੁਦਾ ਸ਼ੈਲੀ
ஒப்பீட்டு,ਸਮਾਨ
ஒப்பீட்டு,ਸਮਾਨ
ஒப்புமை,ਸਮਾਨਤਾ
ஒப்புமை,ਸਮਾਨਤਾ
பகுப்பாய்வு,ਵਿਸ਼ਲੇਸ਼ਣ
அனாபேஸ்,ਐਨਾਫਸੇਸ
உடற்கூறியல் தடை,ਐਨੀਟੋਮਿਕ ਬੈਰੀਅਰ
உடற்கூறியல் அம்சம்,ਐਨਾਟੋਮਿਕਲ ਪਹਿਲੂ
உடற்கூறியல் நிபுணர்,ਐਨੀਟੋਮਿਸਟ
உடற்கூறியல்,ਸਰੀਰ ਵਿਗਿਆਨ
மூதாதையர் வழித்தோன்றல் வரிசை,ਪੂਰਵਜ ਵੰਸ਼ਜ ਕ੍ਰਮ
மூதாதையர் பரம்பரை,ਜੱਦੀ ਵੰਸ਼ਜ
மூதாதையர் வரிசை,ਪੂਰਵਜ ਕ੍ਰਮ
அன்சிலோஸ்டோமா,ਐਸੀਕੇਲੋਸਟੋਮਾ
ஆண்ட்ரோசியம்,ਐਂਡਰੋਸੀਅਮ
ஆண்ட்ரோஜன்,ਐਂਡਰੋਜਨ
இரத்த சோகை,ਅਨੀਮੀਆ
அனிமோன்,ਅਨੀਮੋਨ
அனூப்ளோயிட்,ਅਨੀਉਟਲੋਇਡ
அனூப்ளோயிடி,ਅਨੀਯੁਰਾਕੀਡੀ
ஆஞ்சினா,ਐਨਜਾਈਨਾ
ஆஞ்சியோகிராம்,ਐਂਜੀਗਰਾਮ
ஆஞ்சியோகிராஃப்,ਐਂਜੀਓਗ੍ਰਾਫ
ஆஞ்சியோகிராஃபி,ਐਂਜੀਓਗ੍ਰਾਫੀ
ஆஞ்சியோபிளாஸ்டி,ਐਂਜੀਓਪਲਾਸਟੀ
ஆஞ்சியோஸ்பெர்ம்,ਐਂਜੀਓਸਪਰਸਮ
ஆஞ்சியோடென்சின்,ਐਂਜੀਓਟੈਨਸਿਨ
ஆஞ்சியோடென்சினோஜென்,ਐਂਜੀਓਟੈਨਸਿਨੋਜਨ
ஆங்லர் மீன்,ਐਂਗਲਰ ਮੱਛੀ
அங்குயினா,ਅੰਗੀਨਾ
ஆங்குயிஸ்,Anguiss
விலங்கு,ਜਾਨਵਰ
விலங்கு,ਜਾਨਵਰ
விலங்கு சாணம்,ਜਾਨਵਰ ਗੋਬਰ
கால்நடை வளர்ப்பு,ਪਸ਼ੂ ਪਾਲਣ
விலங்கு காரியோடைப்பிங்,ਜਾਨਵਰ ਕੈਰੀਓਟਾਈਪਿੰਗ
விலங்கு இராச்சியம்,ਪਸ਼ੂ ਰਾਜ
விலங்கு திசு,ਜਾਨਵਰਾਂ ਦੇ ਟਿਸ਼ੂ
விலங்கு,ਯੰਤਰੀਆ
அனியன்,Anion
அனிசோட்ரோபிக் பேண்ட்,ਐਨਿਸੋਟ੍ਰੋਪਿਕ ਬੈਂਡ
அனீலிங்,ਐਂਲਿੰਗਿੰਗ
Annelid,ਅੰਨੇਲਿਡ
அன்னெலிடா,ਅਨਲਿਲਡਾ
ஆண்டு வளையம்,ਸਾਲਾਨਾ ਰਿੰਗ
வருடாந்திர,ਅੰਨਟੇਡ
Annule,ਸਾਲ
ஒழுங்கற்ற வகை,ਅਸਧਾਰਨ ਕਿਸਮ
அனோபீல்ஸ்,ਐਨਾਓਫੇਲਜ਼
எறும்பு உண்பவர்,ਕੀੜੀ ਹੈਟਰ
விரோதமான,ਵਿਰੋਧੀ
அண்டார்டிக்,ਅੰਟਾਰਕਟਿਕ
ஆண்டெனா,ਐਂਟੀਨਾ
ஆண்டெனா காம்ப்ளக்ஸ்,ਐਂਟੀਨਾ ਕੰਪਲੈਕਸ
ஆண்டெனல் சுரப்பி,ਐਨਟੇਨਲ ਗਲੈਂਡ
முன்புற (வென்ட்ரல்) சாம்பல் கொம்பு,ਪਿਛਲੇ (ਵੈਂਟ੍ਰਲ) ਸਲੇਟੀ ਸਿੰਗ
முன்புற ஹைப்போபிஸிஸ்,ਐਂਟੀਰੀਫਾਈਫਾਈਸਿਸ
முன்புற தலையீட்டு சல்கஸ்,ਐਂਟੀਰੀਅਰ ਇੰਟਰਵੈਂਟ੍ਰਿਕੂਲਰ ਸੂਲਕਸ
மகரந்தம்,ਐਂਥਰ
மகரந்த கலாச்சாரம்,ਐਂਥਰ ਸਭਿਆਚਾਰ
Anteridium,ਐਂਡਰਾਈਡਿਅਮ
ஆந்தமாசி,ਐਂਡਰੋਜ਼ੋਇਡ
அந்தோசெரோஸ்,ਐਂਥਸੋਰੋਸ
அந்தோசெரோடோப்சிடா,ਐਂਥੋਸਰੋਟੋਫਡਾਡਾ
ஆந்த்ராக்ஸ்,ਐਂਥ੍ਰੈਕਸ
மானுடவியல் அழிவு,ਐਂਥ੍ਰੋਪੋਜਾਈਜਡ ਅਲੋਪ
மானுடவியல்,ਮਾਨਵ-ਵਿਗਿਆਨ
பாக்டீரியா எதிர்ப்பு,ਐਂਟੀਬੈਕਟੀਰੀਅਲ
ஆண்டிபயாடிக் பென்சிலின்,ਐਂਟੀਬਾਇਓਟਿਕ ਪੈਨਸਿਲਿਨ
ஆண்டிபயாடிக் எதிர்ப்பு,ਐਂਟੀਬਾਇਓਟਿਕ ਰੋਧਕ
நுண்மணி,ਐਂਟੀਬਾਇਓਟਿਕ (ਜ਼)
