Odiya,Tamil
ବଣ୍ଟନ ସମସ୍ୟା,ஒதுக்கீடு பிரச்சனை
ବର୍ଣ୍ଣାନୁକ୍ରମିକ ଟିପ୍ପଣୀ |,அகரவரிசைக் குறியீடு
ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ,அகரவரிசை எழுத்து
ବିକଳ୍ପ କୋଣ,மாற்று கோணம்
ବିକଳ୍ପ ଫର୍ମ |,மாற்று வடிவம்
ବିକଳ୍ପ ଗୋଷ୍ଠୀ,மாற்று குழு
ବିକଳ୍ପ ମ୍ୟାଟ୍ରିକ୍ସ |,மாற்று அணி
ବିକଳ୍ପ କ୍ରମ |,மாற்று தொடர்
ବିକଳ୍ପ ଅନୁମାନ,மாற்று கருதுகோள்
ବିକଳ୍ପ ଅପ୍ଟିମା |,மாற்று ஆப்டிமா
ବିକଳ୍ପ ଫଳାଫଳ |,மாற்று விளைவு
ଆନାଗଲ୍-ଟୁ-ଡିଜିଟାଲ୍ କନଭର୍ଟର |,அனலாக்-டு-டிஜிட்டல் மாற்றி
ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |,அனலாக் கணினி
ବିଶ୍ଳେଷଣ |,பகுப்பாய்வு
କୋଭାରିଆନ୍ସର ବିଶ୍ଳେଷଣ |,இணையான பகுப்பாய்வு
ଗଣନା ତଥ୍ୟର ବିଶ୍ଳେଷଣ |,கணக்கியல் தரவு பகுப்பாய்வு
ଭିନ୍ନତାର ବିଶ୍ଳେଷଣ |,மாறுபாட்டின் பகுப்பாய்வு
ଆନାଲିଟିକ୍ ଜ୍ୟାମିତି |,பகுப்பாய்வு வடிவியல்
ଆନାଲିଟିକ୍ କାର୍ଯ୍ୟ,பகுப்பாய்வு செயல்பாடு
କୋଣ,கோணம்
ଯୋଗାଯୋଗ କୋଣ,தொடர்பு கோணம்
ବିଘ୍ନର କୋଣ |,விலகல் கோணம்
ଉଦାସୀନତାର କୋଣ,மனச்சோர்வின் கோணம்
ବିଘ୍ନର କୋଣ |,விலகல் கோணம்
ବିଭାଜନର କୋଣ |,விலகல் கோணம்
ଉଚ୍ଚତାର କୋଣ,உயரத்தின் கோணம்
ଘଟଣାର କୋଣ,நிகழ்வு கோணம்
ପ୍ରୋଜେକ୍ଟର କୋଣ,திட்ட கோணம்
ପ୍ରତିଫଳନ କୋଣ,பிரதிபலிப்பு கோணம்
ପ୍ରତିଫଳନ କୋଣ,ஒளிவிலகல் கோணம்
ଘୂର୍ଣ୍ଣନ କୋଣ,சுழற்சி கோணம்
ସମୁଦାୟ ପ୍ରତିଫଳନର କୋଣ |,மொத்த பிரதிபலிப்பு கோணம்
କୋଣାର୍କ ତ୍ୱରଣ |,கோண முடுக்கம்
କୋଣାର୍କ ଗତି |,கோண இயக்கம்
କୋଣାର୍କ ଗତି,கோண வேகம்
କୋଣାର୍କ ବେଗ |,கோண வேகம்
annulus,வளையம்
ଉତ୍ତର ଦିଅ,பதில்
ଆଣ୍ଟି-ଡେରିଭେଟିଭ୍ |,எதிர்ப்பு வழித்தோன்றல்
ଆଣ୍ଟିସାଇମେଟ୍ରିକ୍ କାର୍ଯ୍ୟ,சமச்சீரற்ற செயல்பாடு
ପ୍ରଯୁଜ୍ୟ |,பொருந்தும்
ପ୍ରୟୋଗ,விண்ணப்பம்
ପ୍ରୟୋଗ ହୋଇଥିବା ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ |,பயன்பாட்டு டைனமிக் நிரலாக்கம்
ପ୍ରୟୋଗ ହୋଇଥିବା ଜ୍ୟାମିତି |,பயன்படுத்தப்படும் வடிவியல்
ପ୍ରୟୋଗ ହୋଇଥିବା ଗଣିତ |,பயன்பாட்டு கணிதம்
ପ୍ରୟୋଗ ପରିସଂଖ୍ୟାନ |,பயன்பாட்டு புள்ளிவிவரங்கள்
ପାଖାପାଖି,தோராயமாக
ପ୍ରାୟ ନିରନ୍ତର କାର୍ଯ୍ୟ |,தோராயமாக தொடர்ச்சியான செயல்பாடு
ଆନୁମାନିକ ପଦ୍ଧତି |,தோராயமான முறை
ଆନୁମାନିକ ସମାଧାନ,தோராயமான தீர்வு
ଆନୁମାନିକ ସମସ୍ୟା,தோராயமான பிரச்சனை
ଆନୁମାନିକ ସମ୍ପତ୍ତି,தோராயமான சொத்து
ଦକ୍ଷତା ପରୀକ୍ଷା ବ୍ୟାଟେରୀ |,திறன் சோதனை பேட்டரி
ଅର୍ଗାନ୍ ଚିତ୍ର |,அர்காண்ட் வரைபடம்
ମନଇଚ୍ଛା ମନୋନୀତ |,தன்னிச்சையாக தேர்வு
ଇଚ୍ଛାଧୀନ |,தன்னிச்சையான
ଇଚ୍ଛାଧୀନ ସ୍ଥିର |,தன்னிச்சையான மாறிலி
ଇଚ୍ଛାଧୀନ ଉପାଦାନ |,தன்னிச்சையான உறுப்பு
ଇଚ୍ଛାଧୀନ ବିନ୍ଦୁ |,தன்னிச்சையான புள்ளி
ଆର୍କେମିଡିଆନ୍ ନିୟମ |,ஆர்க்கிமிடியன் சட்டம்
ଆର୍କିମିଡିସ୍ ନୀତି |,ஆர்க்கிமிடிஸ் கொள்கை
ଆର୍କ ଲମ୍ବ |,வில்லின் நீளம்
ବୃତ୍ତର ଆର୍କ |,வட்ட வில்
ଆର୍କ ସାଇନ ବଣ୍ଟନ |,ஆர்க் சைன் விநியோகம்
ଆର୍କ ସାଇନ ପରିବର୍ତ୍ତନ,ஆர்க் சைன் மாற்றம்
କ୍ଷେତ୍ର,பகுதி
ଆରେଲ୍ ଟେକ୍ସଚର୍ |,பகுதி அமைப்பு
ଜଟିଳ ସଂଖ୍ୟାର ଯୁକ୍ତି,கலப்பு எண்ணின் வாதம்
ଗାଣିତିକ ଅର୍ଥ |,எண்கணித சராசரி
ଗାଣିତିକ କାର୍ଯ୍ୟ,எண்கணித செயல்பாடு
ଗାଣିତିକ ଏକକ,எண்கணித அலகு
ବ୍ୟବସ୍ଥା,ஏற்பாடு
ଆରେ,வரிசை
କୃତ୍ରିମ ଉପଗ୍ରହ |,செயற்கை செயற்கைக்கோள்
କୃତ୍ରିମ ଭେରିଏବଲ୍ |,செயற்கை மாறி
ଆରୋହଣ,ஏறும்
ଆରୋହଣ,ஏறும்
ତୀବ୍ରତାର କ୍ରମ,அளவின் ஏறுவரிசை
ଆରୋହଣ କ୍ରମ |,ஏறுவரிசை தொடர்
ଏକତ୍ରକାରୀ ଭାଷା |,அசெம்பிளர் மொழி
ଆସାଇନମେଣ୍ଟ ସମସ୍ୟା,பணி நியமன பிரச்சனை
ସହଯୋଗୀ ନିୟମ |,துணை சட்டம்
ଅପରେଟର୍ମାନଙ୍କର ଆସୋସିଏଟିଭ୍ ନିୟମ |,ஆபரேட்டர்களின் துணை சட்டம்
ଆସୋସିଏଟିଭ୍ ଅପରେସନ୍ |,துணை செயல்பாடு
ସହଯୋଗୀତା |,கூட்டுறவு
ଅନୁମାନ କରାଯାଉଥିବା ଅର୍ଥ |,சராசரியாக கருதப்படுகிறது
ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ ଅନୁମାନ କରାଯାଇଛି |,நிகழ்தகவு விநியோகம் என்று கருதப்படுகிறது
ଅନୁମାନ,அனுமானம்
ଜ୍ୟୋତିଷ ଶାସ୍ତ୍ର,ஜோதிடம்
ମହାକାଶଚାରୀ ଇଞ୍ଜିନିୟର,விண்வெளி பொறியாளர்
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ,வானியலாளர்
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ ଘଣ୍ଟା |,வானியல் கடிகாரம்
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ,வானியல்
ଅସୀମିତ ବକ୍ର,சமச்சீரற்ற வளைவு
ଅସୀମତା |,சமச்சீரற்ற தன்மை
asymptote,அறிகுறியற்றது
ଅସ୍ମିପଟୋଟିକ୍ |,அறிகுறியற்ற
ଅସାମାଜିକ ଭାବରେ ଦକ୍ଷ ଆକଳନକାରୀ |,அறிகுறியற்ற திறமையான மதிப்பீட்டாளர்
ଅସାମାଜିକ ଭାବରେ ନିରପେକ୍ଷ ଆକଳନକାରୀ |,அறிகுறியற்ற பாரபட்சமற்ற மதிப்பீட்டாளர்
ଅସ୍ମିତିକ ଆଚରଣ |,அறிகுறியற்ற நடத்தை
ଅସ୍ମିପଟୋଟିକ୍ ବଣ୍ଟନ କାର୍ଯ୍ୟ |,அறிகுறியற்ற விநியோக செயல்பாடு
ଅସ୍ମିପଟୋଟିକ୍ ବିସ୍ତାର |,அறிகுறியற்ற விரிவாக்கம்
ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |,வளிமண்டல அழுத்தம்
ଅନିୟମିତତାରେ |,சீரற்ற முறையில்
ଗୁଣ,பண்பு
ଗୁଣବତ୍ତା ନମୁନା ପ୍ରକ୍ରିୟା,மாதிரி செயல்முறை பண்புகளை
ବୃଦ୍ଧି ହୋଇଥିବା ମାଟ୍ରିକ୍ସ,பெரிதாக்கப்பட்ட அணி
ଅଟୋକୋରେଲେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |,தன்னியக்க தொடர்பு குணகம்
ଅଟୋକୋରେଲେସନ୍ ଫଙ୍କସନ୍,தன்னியக்க தொடர்பு செயல்பாடு
ଅଟୋକୋଭାରିଆନ୍ସ |,தன்னியக்க மாறுபாடு
ସ୍ୱୟଂଚାଳିତ କମ୍ପ୍ୟୁଟର |,தானியங்கி கணினி
ଆତ୍ମସମ୍ମାନ,தன்னியக்க பின்னடைவு
ସହାୟକ ସମୀକରଣ,துணை சமன்பாடு
ହାରାହାରି ନମୁନା ସଂଖ୍ୟା ବକ୍ର (ASN ବକ୍ର),சராசரி மாதிரி எண் வளைவு (ASN வளைவு)
axiom,கோட்பாடு
ସ୍ୱୀକୃତିପ୍ରାପ୍ତ ଉପାୟ |,அச்சு அணுகுமுறை
ସମ୍ଭାବ୍ୟତାର axiom |,நிகழ்தகவு கோட்பாடு
ଅକ୍ଷ,அச்சு
ଅବସିସା ର ଅକ୍ଷ |,abscissa அச்சு
ପୃଥିବୀର ଅକ୍ଷ,பூமியின் அச்சு
ବିପ୍ଳବର ଅକ୍ଷ,புரட்சியின் அச்சு
ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ,சுழற்சியின் அச்சு
ସ୍ପିନ୍ ର ଅକ୍ଷ |,சுழற்சியின் அச்சு
ବ୍ୟାକ୍-ପ୍ରତିସ୍ଥାପନ,பின்-மாற்று
ପଛୁଆ ପାର୍ଥକ୍ୟ |,பின்தங்கிய வேறுபாடு
ପଛୁଆ-ଇଣ୍ଟରପୋଲେସନ୍ ସୂତ୍ର |,பின்தங்கிய இடைக்கணிப்பு சூத்திரம்
ସନ୍ତୁଳନ,சமநிலை
ସନ୍ତୁଳିତ ଡିଜାଇନ୍ |,சீரான வடிவமைப்பு
ତୂଳନା ପତ୍ର,இருப்புநிலை
ବାଲିଷ୍ଟିକ୍ କ୍ଷେପଣାସ୍ତ୍ର |,பாலிஸ்டிக் ஏவுகணை
ବାଲିଷ୍ଟିକ୍,பாலிஸ்டிக்ஸ்
ଦଣ୍ଡିକା,மதுக்கூடம்
ଆଧାର,அடித்தளம்
ମୂଳ କୋଣ,அடிப்படை கோணம்
ଲୋଗାରିଦମର ଆଧାର |,மடக்கையின் அடிப்படை
ମ basic ଳିକ,அடிப்படை
ମ basic ଳିକ ସମ୍ଭାବ୍ୟ ସମାଧାନ |,அடிப்படை சாத்தியமான தீர்வு
ମ basic ଳିକ ସମାଧାନ |,அடிப்படை தீர்வு
ମ basic ଳିକ ଭେରିଏବଲ୍ |,அடிப்படை மாறி
ଆଧାର,அடிப்படையில்
ଆଧାର ଉପାଦାନ |,அடிப்படை உறுப்பு
ଆଧାର ମ୍ୟାଟ୍ରିକ୍ସ |,அடிப்படை அணி
ଏକ ଭେକ୍ଟର ସ୍ପେସ୍ ର ଆଧାର |,ஒரு திசையன் இடத்தின் அடிப்படை
ସବ୍ ସ୍ପେସ୍ ର ଆଧାର |,துணைவெளியின் அடிப்படை
ବାଏସିଆନ୍ ଆକଳନ |,பேய்சியன் மதிப்பீடு
ବାଇସ୍ ନିୟମ |,பேய்ஸ் சட்டம்
ବାଇସ୍ ଥିଓରେମ୍ |,பேய்ஸ் தேற்றம்
ବର୍ନୁଲି ବଣ୍ଟନ |,பெர்னோலி விநியோகம்
ବର୍ନୁଲି ସଂଖ୍ୟା |,பெர்னோலி எண்
ବର୍ନୁଲି ସମ୍ଭାବ୍ୟ କାର୍ଯ୍ୟ |,பெர்னோலி நிகழ்தகவு செயல்பாடு
ବର୍ନୁଲିଙ୍କ ସମୀକରଣ |,பெர்னோலியின் சமன்பாடு
ବେରୀ କାର୍ଯ୍ୟ,பெர்ரி செயல்பாடு
ସର୍ବୋତ୍ତମ ଫିଟ୍ |,சிறந்த பொருத்தம்
ସର୍ବୋତ୍ତମ - ଫିଟ୍ ଲାଇନ୍ |,சிறந்த பொருத்தம் வரி
ସର୍ବୋତ୍ତମ ସମାଧାନ |,சிறந்த தீர்வு
ସର୍ବୋତ୍ତମ ରଣନୀତି |,சிறந்த உத்திகள்
ବିଟା ବଣ୍ଟନ |,பீட்டா விநியோகம்
ପକ୍ଷପାତ,சார்பு
ପକ୍ଷପାତ ଅନୁମାନ |,பாரபட்சமான மதிப்பீடு
ବିହାରମୋନିକ୍ ସମୀକରଣ |,பைஹார்மோனிக் சமன்பாடு
bijection,பிஜேக்ஷன்
ବାୟଜେକ୍ଟିଭ୍ ମାନଚିତ୍ର,இருமுனை வரைபடம்
ବାୟଜେକ୍ଟିଭ୍ ମ୍ୟାପିଙ୍ଗ୍ |,பைஜெக்டிவ் மேப்பிங்
ବିଲିନାର୍ ଫର୍ମ |,இருகோடி வடிவம்
ବିଲିନାର୍ ଫଙ୍କସନ୍,இருமுனை செயல்பாடு
ବିଲିନାର୍ ହର୍ମିଟିଆନ୍ ଫର୍ମ |,இருமுனை ஹெர்மிடியன் வடிவம்
ବାଇନାରୀ,பைனரி
ବାଇନାରୀ କୋଡ୍ |,பைனரி குறியீடு
ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |,பைனரி குறியிடப்பட்ட தசம
ବାଇନାରୀ କୋଡିଂ |,பைனரி குறியீட்டு முறை
ବାଇନାରୀ କମ୍ପ୍ୟୁଟର |,பைனரி கணினி
ବାଇନାରୀ ଅଙ୍କ,பைனரி இலக்கம்
ବାଇନାରୀ ଅପରେସନ୍ |,பைனரி செயல்பாடு
ବାଇନାରୀ ସିଷ୍ଟମ୍ |,பைனரி அமைப்பு
ବାଇନାରୀ ଭେରିଏବଲ୍ |,பைனரி மாறி
ଦ୍ୱିପାକ୍ଷିକ ଗୁଣବତ୍ତା |,ஈருறுப்புக் குணகம்
ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ |,இருவகைப் பரவல்
ଦ୍ୱିପାକ୍ଷିକ ସମୀକରଣ |,ஈருறுப்புச் சமன்பாடு
ଦ୍ୱିପାକ୍ଷିକ ବିସ୍ତାର |,ஈருறுப்பு விரிவாக்கம்
ଦ୍ୱିପାକ୍ଷିକ ଅଭିବ୍ୟକ୍ତି |,ஈருறுப்பு வெளிப்பாடு
ଦ୍ୱିପାକ୍ଷିକ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |,ஈருறுப்பு சீரற்ற மாறி
ଦ୍ୱିପାକ୍ଷିକ ତତ୍ତ୍। |,ஈருறுப்பு தேற்றம்
ବିଭାଜନ,இரு பிரிவு
ବିଭାଜନ ପଦ୍ଧତି |,பிரித்தல் முறை
bisector,இருவகை
ଦ୍ୱିପାକ୍ଷିକ |,இருமுறை
ବିଟ୍,பிட்
ଦ୍ୱିପାକ୍ଷିକ ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ |,இருவகை இருவகைப் பரவல்
ବିଭାରିଏଟ୍ ସମ୍ପର୍କ କୋଏଫିସିଏଣ୍ଟ୍ |,இருவகை தொடர்பு குணகம்
ବିଭାରିଏଟ୍ ବଣ୍ଟନ |,இருவகை விநியோகம்
ସାଧାରଣ ବଣ୍ଟନ,இருவகை சாதாரண விநியோகம்
ବିଭେକ୍ଟର୍ |,பைவெக்டர்
ବୋଲ୍ଟଜମାନ୍ ସମୀକରଣ |,போல்ட்ஸ்மேன் சமன்பாடு
ବୁଲିୟନ୍ ବୀଜ ବର୍ଣ୍ଣନା |,பூலியன் இயற்கணிதம்
ବୋଷ - ଆଇନଷ୍ଟାଇନ ପରିସଂଖ୍ୟାନ |,போஸ் - ஐன்ஸ்டீன் புள்ளிவிவரங்கள்
ସୀମା ଅବସ୍ଥା,எல்லை நிலை
ସୀମା ସ୍ତର |,எல்லை அடுக்கு
ସୀମା ରେଖା |,எல்லைக் கோடு
ସୀମା ମୂଲ୍ୟ,எல்லை மதிப்பு
ସୀମା ମୂଲ୍ୟ ସମସ୍ୟା |,எல்லை மதிப்பு பிரச்சனை
ସୀମାବଦ୍ଧ କାର୍ଯ୍ୟ,வரையறுக்கப்பட்ட செயல்பாடு
ସୀମିତ ମାଟ୍ରିକ୍ସ |,கட்டுப்பட்ட அணி
ସୀମାବଦ୍ଧ ଅଞ୍ଚଳ |,எல்லைக்குட்பட்ட பகுதி
ସୀମାବଦ୍ଧ ସେଟ୍ |,வரையறுக்கப்பட்ட தொகுப்பு
ବ୍ରାଉନିଆନ୍ ଗତି |,பிரவுனிய இயக்கம்
ଗଣନା କର,கணக்கிட
ଗଣନା,கணக்கிடுகிறது
ଗଣନା ଯନ୍ତ୍ର,கணக்கிடும் இயந்திரம்
ଗଣନା,கணக்கீடு
ଗଣନା ପ୍ରଣାଳୀ,கணக்கீட்டு செயல்முறை
କାଲକୁଲେଟର,கால்குலேட்டர்
ଗଣନା,கால்குலஸ்
ପରିବର୍ତ୍ତନର ଗଣନା,மாறுபாட்டின் கணக்கீடு
କ୍ୟାଲୋରୀ,கலோரி
ବାତିଲ ନିୟମ,ரத்து சட்டம்
କାନୋନିକାଲ୍ ସମୀକରଣ |,நியமன சமன்பாடு
କାନୋନିକାଲ୍ ଫର୍ମ |,நியமன வடிவம்
କାନୋନିକାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ |,நியமன அணி
କ୍ୟାଣ୍ଟର ସେଟ୍ |,கேன்டர் செட்
କ୍ୟାଣ୍ଟରର ଟର୍ନାରୀ ସେଟ୍ |,கேண்டரின் மும்முனைத் தொகுப்பு
କ୍ଷମତା ସମ୍ପନ୍ନ ପରିବହନ ସମସ୍ୟା |,திறன் கொண்ட போக்குவரத்து பிரச்சனை
କ୍ଷମତା,திறன்
କ୍ୟାପିଲାରୀ ଫୋର୍ସ |,தந்துகி விசை
କାର୍ଡିନାଲ୍ ସଂଖ୍ୟା,கார்டினல் எண்
କାର୍ଟେସିଆନ୍ କୁମ୍ଭ |,கார்ட்டீசியன் அச்சுகள்
କାର୍ଟେସିଆନ୍ ସଂଯୋଜନା |,கார்ட்டீசியன் ஆயத்தொகுப்புகள்
କାର୍ଟେସିଆନ୍ ଉତ୍ପାଦ |,கார்ட்டீசியன் தயாரிப்பு
ସେଟ୍ ର କାର୍ଟେସିଆନ୍ ଉତ୍ପାଦ |,தொகுப்புகளின் கார்ட்டீசியன் தயாரிப்பு
କେସ୍ ଷ୍ଟଡି |,வழக்கு ஆய்வு
ବିପର୍ଯ୍ୟସ୍ତ ପରିବର୍ତ୍ତନ,பேரழிவு ஏற்ற இறக்கம்
କ୍ୟାଟେନାରୀ |,கேடனரி
କାଚି ବଣ୍ଟନ |,காச்சி விநியோகம்
କାଚି ସୂତ୍ର |,கௌச்சி சூத்திரம்
କାଚି ଗୁରସାଟ ଥିଓରେମ୍ |,Cauchy Goursat தேற்றம்
କାଚି ରିମାନ୍ ଅବସ୍ଥା |,Cauchy Rimann நிபந்தனைகள்
କାଚି କ୍ରମ |,கௌச்சி வரிசை
କାଚି ଇଣ୍ଟିଗ୍ରାଲ୍ |,Cauchy ஒருங்கிணைந்த
କାଚି ମୁଖ୍ୟ ମୂଲ୍ୟ |,Cauchy முதன்மை மதிப்பு
କାଚି ଅବଶିଷ୍ଟ ଥିଓରେମ୍ |,கௌச்சி எச்ச தேற்றம்
କେଲେ ହାମିଲଟନ୍ ଥିଓରେମ୍ |,கெய்லி ஹாமில்டன் தேற்றம்
ସ୍ୱର୍ଗୀୟ ଶରୀର |,வானுலக
ସ୍ୱର୍ଗୀୟ ମାପ,வான அளவீடு
ସ୍ୱର୍ଗୀୟ ଯାନ୍ତ୍ରିକ,வான இயக்கவியல்
ସ୍ୱର୍ଗୀୟ ବସ୍ତୁ |,வான பொருள்
କକ୍ଷ ଫ୍ରିକ୍ୱେନ୍ସି |,செல் அலைவரிசை
ଜନଗଣନା,மக்கள் தொகை கணக்கெடுப்பு
ସେଣ୍ଟିଲ୍ |,சென்டைல்
ସେଣ୍ଟିମିଟର |,சென்டிமீட்டர்
ସେଣ୍ଟିମିଟର ଗ୍ରାମ୍ ଦ୍ୱିତୀୟ ସିଷ୍ଟମ୍ |,சென்டிமீட்டர் கிராம் இரண்டாவது அமைப்பு
