Gujarati,Hindi
પ્રતિબિંબ કોણ,परावर्तन-कोण
રીફ્રેક્શન કોણ,अपवर्तन-कोण
પરિભ્રમણ કોણ,घूर्णन-कोण
કુલ પ્રતિબિંબ કોણ,पूर्ण परावर्तन-कोण
કોણીય પ્રવેગક,कोणीय त्वरण
કોણીય ગતિ,कोणीय गति
કોણીય ઝડપ,कोणीय चाल
કોણીય વેગ,कोणीय वेग
વલય,वलयिका
જવાબ,उत्तर
વિરોધી વ્યુત્પન્ન,प्रति-अवकलज
એન્ટિસપ્રમાણ કાર્ય,प्रतिसममित फलन
લાગુ,"आच्छाद्य , अनु प्रयोज्य, लागू"
અરજી,"अनुप्रयोग उपयोजन,"
લાગુ ડાયનેમિક પ્રોગ્રામિંગ,अनुप्रयुक्त गतिशील प्रोग्रामन
લાગુ ભૂમિતિ,अनुप्रयुक्त ज्यामिति
લાગુ ગણિત,अनुप्रयुक्त गणित
લાગુ આંકડા,अनुप्रयुक्त सांख्यिकी
લગભગ,"सन्निकटतः, लगभग"
લગભગ સતત કાર્ય,सन्निकटतः संतत फलन
અંદાજિત પદ્ધતિ,"स्थूल विधि, सन्निकट विधि"
અંદાજિત ઉકેલ,सन्निकट हल
અંદાજની સમસ્યા,सन्निकटन-समस्या
અંદાજિત મિલકત,सन्निकटन-गुणधर्म
યોગ્યતા પરીક્ષણ બેટરી,अभिक्षमता-परीक्षावली
આર્ગાન્ડ ડાયાગ્રામ,आरगाँ आरेख
મનસ્વી રીતે પસંદ કરેલ,स्वेच्छगहीतृ
મનસ્વી,"स्वेच्छ, यादृच्छिक"
મનસ્વી સતત,स्वेच्छ अचर
મનસ્વી તત્વ,स्वेच्छ अवयव
મનસ્વી બિંદુ,स्वेच्छ बिन्दु
આર્કેમીડિયન કાયદો,आर्किमीडी नियम
આર્કિમિડીઝ સિદ્ધાંત,आर्किमीडीज़ का नियम
ચાપ લંબાઈ,"चाप-दैर्घ्य, चाप-लम्बाई"
વર્તુળની ચાપ,वत्तृ चाप
આર્ક સાઈન વિતરણ,प्रतिलोम ज्या बंटन
આર્ક સાઈન ટ્રાન્સફોર્મેશન,प्रतिलोम ज्या रूपांतरण
વિસ્તાર," क्षेत्र , क्षेत्रफल"
ક્ષેત્રીય રચના,क्षेत्रीय विन्यास
જટિલ સંખ્યાની દલીલ,सम्मिश्र संख्या का कोणांक
અંકગણિત સરેરાશ,समांतर माध्य
અંકગણિત કામગીરી,अंकीय संक्रिया
અંકગણિત એકમ,अंकीय एकक
વ્યવસ્થા,"विन्यास, व्यवस्था"
એરે,"व्यूह , सरणी"
કૃત્રિમ ઉપગ્રહ,कृत्रिम उपग्रह
કૃત્રિમ ચલ,कृत्रिम चर
ચડવું,आरोहण करना
ચડતા,आरोही
તીવ્રતાનો ચડતો ક્રમ,परिमाण का आरोही क्रम
ચડતી શ્રેણી,आरोही श्रेणी
એસેમ્બલર ભાષા,कोडांतरक भाषा
સોંપણીની સમસ્યા,"नियतन समस्या नियतन प्रश्न,"
સહયોગી કાયદો,साहचर्य नियम
ઓપરેટરોનો સહયોગી કાયદો,संकारकों का साहचर्य नियम
સહયોગી કામગીરી,साहचर्य-संक्रिया
સહયોગ,सहचारिता
ધાર્યું સરેરાશ,कल्पित माध्य
અનુમાનિત સંભાવના વિતરણ,कल्पित प्रायिकता बंटन
ધારણા," कल्पना , गृहीत,"
જ્યોતિષ,ज्योतिष
એસ્ટ્રોનોટિકલ એન્જિનિયર,"अंतरिक्षयानिक इंजीनियर अंतराळी अभियंता,"
ખગોળશાસ્ત્રી,खगोलज्ञ*
ખગોળશાસ્ત્રીય ઘડિયાળ,खगोलीय घड़ी
ખગોળશાસ્ત્ર,खगोलिकी
અસમપ્રમાણ વળાંક,असममित वक्र
અસમપ્રમાણતા,असममिति
એસિમ્પ્ટોટ,अनंतस्पर्शी
એસિમ્પટોટિક,उपगामी
એસિમ્પટોટિકલી કાર્યક્ષમ અંદાજકાર,उपगामी दक्ष आकलक
એસિમ્પટોટિકલી નિષ્પક્ષ અંદાજકર્તા,उपगामी अनभिनत आकलक
એસિમ્પ્ટોટિક વર્તન,उपगामी आचरण
એસિમ્પ્ટોટિક વિતરણ કાર્ય,उपगामी बंटन-फलन
એસિમ્પ્ટોટિક વિસ્તરણ,उपगामी प्रसार
વાતાવરણ નુ દબાણ,वायु मंडलीय दाब
રેન્ડમ પર,"यदृच्छया,"
લક્ષણ,गुण*
વિશેષતા નમૂના પ્રક્રિયા,गुण-प्रतिचयन-क्रियाविधि
સંવર્ધિત મેટ્રિક્સ,संवर्धित आव्यूह
સ્વતઃસંબંધ ગુણાંક,स्वसहसंबंध गुणांक
સ્વતઃસંબંધ કાર્ય,स्वसहसंबंध फलन
ઓટોકોવરિઅન્સ,स्वसहप्रसरण
સ્વચાલિત કમ્પ્યુટર,स्वचालित अभिकलित्र
ઓટો રીગ્રેશન,स्वसमाश्रयण
સહાયક સમીકરણ,सहायक समीकरण
સરેરાશ સેમ્પલ નંબર કર્વ (ASN કર્વ),माध्य प्रतिदर्श संख्या वक्र (मा.प्र.सं. वक्र)
સ્વયંસિદ્ધ," स्वयंसिद्‌ध , अभिगृहीत"
સ્વયંસિદ્ધ અભિગમ,अभिगहीती दृष्टिकोण
સંભાવનાનું સ્વયંસિદ્ધ,प्रायिकता अभिगृहीत
ધરી,अक्ष
abscissa ની અક્ષ,भुजाक्ष
પૃથ્વીની ધરી,भू-अक्ष
ક્રાંતિની ધરી,परिक्रमण-अक्ष
પરિભ્રમણની અક્ષ,घूर्णन अक्ष
સ્પિનની ધરી,प्रचक्रण-अक्ष
બેક-અવેજી,पश्च-प्रतिस्थापन
પછાત તફાવત,पश्चांतर
બેકવર્ડ-ઇન્ટરપોલેશન ફોર્મ્યુલા,पश्च अंतर्वेशन-सूत्र
સંતુલન,"तुला, तराजू , संतु लन , शेष, बाकी , संतुलित होना, संतुलित करना"
સંતુલિત ડિઝાઇન,संतुलित अभिकल्पना
સરવૈયા,तुलन-पत्र
બેલિસ્ટિક મિસાઇલ,प्रक्षेपास्त्र
બેલિસ્ટિક્સ,"प्राक्षेपिकी, अस्त्र विज्ञान"
બાર," स्तंभ, शलाका, सिल, सिल्ली, दंड, छड़, पट्टी , रोधिका, भित्ति , बार , रेखा, रेखिका , परीक्षण रेखा, धार"
પાયો,"आधार , क्षारक , अधम , मूल , बेस"
આધાર કોણ,आधार कोण
લઘુગણકનો આધાર,"लघुगणक का आधार, लॉगरिथ्म का आधार"
પાયાની,"आधारी, मूल,"
મૂળભૂત શક્ય ઉકેલ,आधारी सुसंगत हल
મૂળભૂત ઉકેલ,आधारी हल
મૂળભૂત ચલ,आधारी चर
આધાર,आधारक
આધાર તત્વ,आधार अवयव
આધાર મેટ્રિક્સ,आधारी आव्यूह
વેક્ટર સ્પેસનો આધાર,सदिश समष्टि का आधार
સબસ્પેસનો આધાર,उपसमष्टि का आधार
બેયસિયન અંદાજ,बेज़-आकल
બેયસનો કાયદો,बेज़-नियम
બેયસનું પ્રમેય,बेज़-प्रमेय
બર્નૌલી વિતરણ,बर्नूली-बंटन
બર્નોલી નંબર,बर्नूली संख्या
બર્નૌલી સંભાવના કાર્ય,बर्नूली प्रायिकता-फलन
બર્નૌલીનું સમીકરણ,बर्नूली-समीकरण
બેરી કાર્ય,बेरी फलन
શ્રેષ્ઠ ગોઠવણ,श्रेष्ठतम आसंजन
શ્રેષ્ઠ - ફિટ લાઇન,श्रेष्ठतम आसंजन रेखा
શ્રેષ્ઠ ઉકેલ,सर्वोत्तम हल
શ્રેષ્ઠ વ્યૂહરચના,सर्वोत्तम युक्तियाँ
બીટા વિતરણ,बीटा बंटन
પૂર્વગ્રહ,"अभिनति, बायस"
પક્ષપાતી અંદાજ,अभिनत आकल
બિહાર્મોનિક સમીકરણ,द्विप्रसंवादी समीकरण
બાયજેક્શન,एकैकी आच्छादन
દ્વિભાષી નકશો,एकैकी आच्छादी प्रतिचित्र
બાયજેક્ટિવ મેપિંગ,एकैकी आच्छादी प्रतिचित्रण
દ્વિરેખીય સ્વરૂપ,द्विएकघाती समघात
દ્વિરેખીય કાર્ય,द्विरैखिक फलन
દ્વિરેખીય હર્મિટિયન સ્વરૂપ,द्विरैखिक हर्मिटीय समघात
દ્વિસંગી,"द्वि-चर, द्वि-आधारी, द्वयी"
દ્વિસંગી કોડ,"द्वि-आधारी कोड, द्विआधारी कूट"
દ્વિસંગી કોડેડ દશાંશ,"द्वि-आधारी कूट दशमलव, द्वि-आधारी कोडित दशमलव"
દ્વિસંગી કોડિંગ,द्वि-आधारी कूटलेखन
દ્વિસંગી કમ્પ્યુટર,द्वि-आधारी अभिकलित्र
દ્વિસંગી અંક,द्वि-आधारी अंक
દ્વિસંગી કામગીરી,द्विआधारी संक्रिया
દ્વિસંગી સિસ્ટમ,द्विआधारी पद्‌धति
દ્વિસંગી ચલ,द्विआधारी चर
દ્વિપદી ગુણાંક,द्विपद गुणांक
દ્વિપદી વિતરણ,द्विपद बंटन
દ્વિપદી સમીકરણ,द्विपद समीकरण
દ્વિપદી વિસ્તરણ,द्विपद प्रसरण
દ્વિપદી અભિવ્યક્તિ,द्विपद व्यंजक
દ્વિપદી રેન્ડમ ચલ,द्विपद यादृच्छिक चर
દ્વિપદી પ્રમેય,द्विपद-प्रमेय
દ્વિભાગ,"अर्धन, द्विभाजन"
દ્વિભાજન પદ્ધતિ,"समद्विभाजन विधि, अर्धीकरण विधि"
દ્વિભાજક,"अर्धक, द्विभाजक"
બાયસીરીયલ,"द्विपंक्तिक, द्विश्रेणिक"
બીટ,"द्वयंक (द्विआधारी अंक) , अणी, बरमी , टूक"
દ્વિપક્ષીય દ્વિપદી વિતરણ,द्विचर द्विपद-बंटन द्विचल
બાયવેરિયેટ સહસંબંધ ગુણાંક,द्विचर सहसंबंध गुणांक
દ્વિવિધ વિતરણ,द्विचर बंटन
બાયવેરિયેટ સામાન્ય વિતરણ,द्विचर प्रसामान्य-बंटन
બાઇવેક્ટર,द्विसदिश
બોલ્ટ્ઝમેન સમીકરણ,बोल्ट्मान समीकरण
બુલિયન બીજગણિત,बूलीय बीजावली*
બોઝ - આઈન્સ્ટાઈન આંકડા,बोस-आइन्स्टाइन सांख्यिकी
સીમાની સ્થિતિ,परिसीमा प्रतिबन्ध
સીમા સ્તર,परिसीमा स्तर
સીમા રેખા,परिसीमा रेखा
સીમા મૂલ્ય,परिसीमा मान
સીમા મૂલ્યની સમસ્યા,परिसीमा मान समस्या
બંધાયેલ કાર્ય,"परिबद्‌ध फलन परिबद्‌ध फल,"
બાઉન્ડેડ મેટ્રિક્સ,"परिबद्‌ध मैट्रिक्स, परिबद्‌ध आव्यूह परिबद्‌ध सारणी,"
સીમિત પ્રદેશ,"परिबद्‌ध प्रदेश परिबद्‌ध प्रदेश,"
બાઉન્ડેડ સેટ,"परिबद्‌ध समच्चय परिबद्‌ध संच,"
બ્રાઉનિયન ગતિ,ब्राउनी गति
ગણત્રી,परिकलन करना
ગણતરી,परिकलन
ગણતરી મશીન,"परिकलन-यंत्र, परिकलित्र"
ગણતરી,परिकलन*
ગણતરીની પ્રક્રિયા,परिकलनात्मक क्रिया विधि
કેલ્ક્યુલેટર," परिकलित्र , परिकलक"
કલન,"कलन, कैलकुलस"
વિવિધતાની ગણતરી,विचरण-कलन
કેલરી,कैलोरी
રદ કરવાનો કાયદો,निरसन नियम
પ્રામાણિક સમીકરણ,विहित समीकरण
પ્રમાણભૂત સ્વરૂપ,विहित रूप
પ્રમાણભૂત મેટ્રિક્સ,"विहित मैट्रिक्स, के नानिकल मैट्रिक्स"
કેન્ટર સેટ,कैन्टर समुच्चय
કેન્ટોરનો તૃતીય સમૂહ,कैन्टर त्रिआधारी समुच्चय
ક્ષમતાયુક્ત પરિવહન સમસ્યા,परिबंधित परिवहन समस्या
ક્ષમતા,क्षमता
રુધિરકેશિકા બળ,केशिका-बल
મુખ્ય નંબર,"गणन संख्या, कार्डिनल संख्या"
કાર્ટેશિયન અક્ષો,कार्तीय अक्ष
કાર્ટેશિયન કોઓર્ડિનેટ્સ,कार्तीय निर्देशांक
કાર્ટેશિયન ઉત્પાદન,कार्तीय गुणन
સેટનું કાર્ટેશિયન ઉત્પાદન,समुच्चयों का कार्तीय गुणन
કેસ સ્ટડી,"केस अध्ययन, वस्तुस्थिति अध्ययन"
આપત્તિજનક વધઘટ,विपत्तिपूर्ण उच्चावचन
કેટેનરી,कैटिनरी
કોચી વિતરણ,कौशी बंटन
કોચી સૂત્ર,कौशी सूत्र
કોચી ગૌરસત પ્રમેય,कौशी-गूर्सा-प्रमेय
Cauchy Riemann શરતો,कौशी-रीमान-प्रतिबंध
કોચી ક્રમ,कौशी अनुक्रम
કોચી અભિન્ન,कौशी समाकल
કોચી મુખ્ય મૂલ્ય,कौशी मुख्य-मान
કોચી અવશેષ પ્રમેય,कौशी अवशेष प्रमेय
કેલી હેમિલ્ટન પ્રમેય,कैले-हैमिल्टन-प्रमेय
અવકાશી પદાર્થ,"खपिंड, खगोलीय पिंड"
અવકાશી માપ,खगोलीय माप
અવકાશી મિકેનિક્સ,खगोलीय यांत्रिकी
અવકાશી પદાર્થ,खगोलीय पिंड
સેલ આવર્તન,कोशिका बारंबारता
વસ્તી ગણતરી,"गणना , जनगणना"
સેન્ટાઇલ,शततमक
સેન્ટીમીટર,सेन्टीमीटर
સેન્ટીમીટર ગ્રામ સેકન્ડ સિસ્ટમ,सेन्टीमीटर-ग्राम-सेकंड पद्‌धति
કેન્દ્રીય,"केन्द्रीय , सकेन्द्र"
કેન્દ્રીય અક્ષ,केन्द्रीय अक्ष
કેન્દ્રીય તફાવત,केन्द्रीय अंतर
કેન્દ્રીય તફાવત સૂત્ર,केन्द्रीय अंतर सूत्र
કેન્દ્રીય તફાવત કોષ્ટક,केन्द्रीय अंतर सारणी
કેન્દ્રીય મર્યાદા પ્રમેય,केन्द्रीय सीमा प्रमेय
કેન્દ્રીય ક્ષણ,केन्द्रीय आघूर्ण
સેન્ટ્રલ પ્રોસેસિંગ યુનિટ (CPU),केन्द्रीय संसाधन एकक
કેન્દ્રીય વલણ,केन्द्रीय प्रवतिृ
કેન્દ્ર,केन्द्र*
ગુરુત્વાકર્ષણ કેન્દ્ર,गुरुत्व-केन्द्र
જૂથનું કેન્દ્ર,समूह-केन्द्र
સમૂહનું કેન્દ્ર,संहति-केन्द्र
સમપ્રમાણતાનું કેન્દ્ર,सममिति-केन्द्र
કેન્દ્રત્યાગી બળ,अपकेन्द्री बल
કેન્દ્રબિંદુ બળ,अभिकेन्द्र-बल
કેન્દ્રીય,"केन्द्रक मध्यगासंपात,"
નિશ્ચિતતા,निश्चितता
સીજીએસ સિસ્ટમ,c.g.s.पद्‌धति
સીજીએસ એકમ,c.g.s.मात्रक
ભિન્નતાનો સાંકળ નિયમ,अवकलन का शृंखला नियम
તક કારણો,संयोग हेतु
તક ચાલ,सांयोगिक चाल
અક્ષોનું પરિવર્તન,अक्ष-परिवर्तन
આધાર ફેરફાર,"आधार परिवर्तन पायाधार-बदल,"
ઓર્ડરમાં ફેરફાર,क्रम परिवर्तन
લાક્ષણિક ગુણાંક,अभिलक्षणिक गुणांक
નિર્ણાયક,अभिलक्षणिक सारणिक
લાક્ષણિક સમીકરણ,अभिलक्षण-समीकरण
લાક્ષણિક કાર્ય,"अभिलक्षण-फलन, कैरेक्टेरिस्टिक फलन"
લઘુગણકની લાક્ષણિકતા,लघुगणक का पूर्णांश
લાક્ષણિક બહુપદી,"अभिलक्षणिक बहुपद,"
લાક્ષણિક મૂલ્ય,अभिलक्षणिक मान
લાક્ષણિક વેક્ટર,अभिलक्षणिक सदिश
અક્ષર સમૂહ,संप्रतीक समुदाय
ચાર્ટ,"चार्ट, संचित्र तक्ता,"
ચી-સ્ક્વેર વિતરણ,काई-वर्ग बंटन
ચી-સ્ક્વેર ફોર્મ્યુલા,काई-वर्गं सूत्र
ચી-સ્ક્વેર ટેસ્ટ,काई-वर्ग परीक्षण
તાર,जीवा*
તાર-દ્વિભાજન પદ્ધતિ,जीवा-द्विभाजन-विधि
સાઇફર સંદેશ (=કોડેડ સંદેશ),बीजलिखित संदेश
સાઇફર (શૂન્ય),"शून्य, सिफर"
વર્તુળ,वृत्त*
કન્વર્જન્સનું વર્તુળ,अभिसरण वत्तृ
સર્કિટ મેટ્રિક્સ,परिपथ आव्यूह
પરિપત્ર,"वृत्ताकार, वर्तुल,"
પરિપત્ર એસિમ્પ્ટોટ,वर्तुल अनंतस्पर्शी
ગોળાકાર હેલિક્સ,वृत्तीय कंडुलिनी
પરિપત્ર ગતિ,वर्तुल गति
પરિઘ કેન્દ્ર,परिकेन्द्र
પરિઘ,परिवृत्त*
ઘેરાવો,"परिगत करना, परितः खींचना"
ઘેરાયેલું,परिगत
ઘેરાયેલું વર્તુળ,परिवृत
ક્લાસિકલ ડિડક્ટિવ ટેકનિક,चिरप्रतिष्ठित निगमनिक
શાસ્ત્રીય ગતિશીલતા,चिरप्रतिष्ठित गतिकी
શાસ્ત્રીય ઓપ્ટિમાઇઝેશન,चिरप्रतिष्ठित इष्टतमन
શાસ્ત્રીય વિનાશની સમસ્યા,चिरप्रतिष्ठित वित्तनाश समस्या
શાસ્ત્રીય આંકડાકીય મિકેનિક્સ,चिरप्रतिष्ठित सांख्यिकीय यांत्रिकी
ભૂલોનું વર્ગીકરણ,त्रुटियों का वर्गीकरण
વર્ગ અંતરાલ,वर्ग-अंतराल
વર્ગ અંતરાલ એકમ,वर्गांतराल एकक
વર્ગ મર્યાદા,वर्ग-सीमा
ઘડિયાળની દિશામાં,दक्षिणावर्त
ક્લોપેન (= બંધ અને ખુલ્લું),संविवृत
બંધ,"संवृत, बंद"
બંધ બહિર્મુખ હલ,संवृत अवमख समावरक
બંધ સમઘન,संवृत घन
બંધ વળાંક,"बंद वक्र, संवृत वक्र"
બંધ ડોમેન,संवृत प्रांत
બંધ આકૃતિ,बंद आकृति
બંધ અંતરાલ,संवृत अंतराल
બંધ પ્રદેશ,"संवृत प्रदेश, बंद प्रदेश"
બંધ સેટ,संवृत समच्चय
બંધ સપાટી,"बंद पृष्ठ, संवृत पृष्ठ"
બંધ," निमीलन, वेष्टन , संवरक"
બંધ ઓપરેટર,संवरण-संकारक (संवरक)
બંધ બિંદુ (= સંપર્ક બિંદુ),संवरक-बिन्दु
બંધ કરવાની ધારણા,संवरक-अभिगृहीत
બંધ સેટ,संवरक समुच्चय
ક્લસ્ટર બિંદુ,गुच्छ बिन्दु
ક્લસ્ટર નમૂના,गुच्छ प्रतिचयन
ક્લસ્ટર સેટ,गुच्छ समुच्चय
કોક્સિયલ વર્તુળો,समाक्ष वृत्त
કોક્સિયલ પેરાબોલાસ,समाक्ष परवलय
કોક્સિયલ પ્લેન,समाक्ष समतल
કોક્સિયલ ત્રિકોણ,समाक्ष त्रिभुज
કોબ - ડગ્લાસ કાર્ય,कोब-डगलस फलन
કોડિંગ," कूटलेखन, कोडन , संकेतन"
ડેટાનું કોડિંગ,सामग्री का संकेतीकरण
સહ-ડોમેન,सहप्रांत
ગુણાંક મેટ્રિક્સ,गुणांक आव्यूह
સહસંબંધનો ગુણાંક,सहसंबंध-गुणांक
નિર્ધારણ ગુણાંક,निर्धारण गुणांक
સ્થિતિસ્થાપકતાના ગુણાંક,प्रत्यास्थता गुणांक
વિસ્તરણ ગુણાંક,प्रसार गुणांक
ઘર્ષણ ગુણાંક,घर्षण गुणांक
રેખીય વિસ્તરણનો ગુણાંક,अनुदैर्घ्य प्रसार का गुणांक
રીગ્રેસન ગુણાંક,समाश्रयण गुणांक
સપાટીના તાણનો ગુણાંક,पृष्ठ तनाव का गुणांक
વિવિધતાના ગુણાંક,विचरण गुणांक
કોફેક્ટર,"सह-खण्ड, सह गुणन खंड,सहकारक"
સિક્કો ફેંકવું (સિક્કો ફેંકવું),सिक्का उछाल
નમૂનાનો સંગ્રહ,प्रतिदर्श-संचय
સમરેખા,सरेख
સમન્વય,सरेखता
કૉલમ,"स्तंभ, कॉलम"
કૉલમ સમાનતા,स्तंभतुल्यता
કૉલમ સમકક્ષ,स्तंभ-तुल्य
કૉલમ સમકક્ષ મેટ્રિક્સ,स्तंभ तुल्य आव्यूह
કૉલમ મેટ્રિક્સ,स्तंभ आव्यूह
કૉલમ રેન્ક,स्तंभ कोटि
કૉલમ ઘટાડેલ ઇકોલોન મેટ્રિક્સ,स्तंभ समानीत सोपानक आव्यूह
કૉલમ વેક્ટર,स्तंभ सदिश
સ્તંભ પ્રમાણે,स्तंभानुसार
સંયુક્ત સમીકરણ,संयुक्त समीकरण
સામાન્ય કોણ,"उभयनिष्ठ कोण, सर्वनिष्ठ कोण"
સામાન્ય અક્ષ,सर्वनिष्ठ अक्ष
સામાન્ય આધાર,"सर्वनिष्ठ आधार, उभयनिष्ठ बेस"
સામાન્ય છેદ,सार्व हर
સામાન્ય તફાવત,सार्व अंतर
સામાન્ય પરિબળ," सार्वगुणन-खंड, समापवर्तक , सार्व उपादान"
સામાન્ય લઘુગણક,"साधारण लघुगणक, साधारण लॉगेरिथ्म"
સામાન્ય બહુવિધ,"सार्व गुणज, समापवर्त्य"
સામાન્ય ગુણોત્તર,सार्व अनुपात
સામાન્ય વિભાગ,सर्वनिष्ठ परिच्छेद
સામાન્ય બાજુ,सर्वनिष्ठ भुजा
સામાન્ય સ્પર્શક,"उभयनिष्ठ स्पर्शरखा, सर्वनिष्ठ स्पर्शरेखा"
સામાન્ય શબ્દ,सर्वनिष्ठ पद
પરિવર્તનીય કાયદો,क्रमविनिमेय नियम
વિનિમયાત્મક મિલકત,क्रमविनिमेय गुणधर्म
પરિવર્તનીય નિયમ,क्रमविनिमेय-नियम
