Gujarati,Assamese
બેક ફ્લૅપ મિજાગરું,বেক ফ্লেপ হিঞ্জ
બેક ફ્લો કનેક્શન,বেক ফ্ল&#39; সংযোগ
બેક ફ્લો નિવારક,বেক ফ্ল’ প্ৰিভেণ্টাৰ
બેક ગેજ,বেক গেজ
પાછળ ગટર,পিছফালৰ নালা
બેક હર્થ,পিছফালৰ অগ্নিকুণ্ড
બેકિંગ,বেকিং
બેકિંગ બોર્ડ,বেকিং বৰ্ড
પાછળ ધકેલાતું દબાણ,পিঠিৰ চাপ
બેક પ્રોપ,বেক প্ৰপ
પાછળની દૃષ્ટિ,পিছফালৰ দৃষ্টি
પાછું પાણી,পিছফালৰ পানী
બેફલ,বেফেল
બેગવર્ક,বেগৱৰ্ক
બેલાસ્ટ,বেলেষ্ট
બોલ માટી,বল মাটি
બોલ શંકુ ક્લેમ્બ,বল কন ক্লেম্প
કાંટાળો તાર,কাঁইটীয়া তাঁৰ
બાર કૂતરો,বাৰ কুকুৰ
બાર્જ બોર્ડ,বাৰ্জ বৰ্ড
બેરિયમ સલ્ફેટ ટેસ્ટ,বেৰিয়াম ছালফেট পৰীক্ষা
બેરેજ,বেৰেজ
બેરેટ,বেৰেট
પાયો,ভেঁটি
આધાર વિનિમય,ভিত্তি বিনিময়
બેઝ લાઇન,ভিত্তি লাইন
ભોંયરું,বেছমেণ্ট
ભોંયરું દિવાલ,বেছমেণ্টৰ দেৱাল
બેઝ પ્લેટ,বেচ প্লেট
"બેઝ પ્લેટ, એડજસ્ટેબલ","বেচ প্লেট, নিয়ন্ত্ৰণযোগ্য"
આધાર સંતૃપ્તિ,ভিত্তি পৰিপূৰকতা
બેસોઇડ,বেছ’ইড
બેટ,বেট
સ્નાન અને WC,বাথ আৰু ডব্লিউ চি
સખત મારપીટ,বেটাৰ পেগ
સખત મારપીટ પિયર,বেটাৰ ঘাট
સખત મારપીટનો નિયમ,বেটাৰৰ নিয়ম
બૉલ્ક (બાલ્ક),Baulk (বালক)
ખાડી,উপসাগৰ
ધારક,বাহক
બેરિંગ ક્ષમતા,বহন ক্ষমতা
બેરિંગ ખૂંટો,বেয়াৰিং পাইল
બેરિંગ સ્ટ્રેટમ,বহন স্তৰ
પથારી,বিছনা
પથારીનું વિમાન,বিচনাৰ বিমান
બેડ સંયુક્ત,বিচনাৰ সংযোগ
બેડ રોક,বিচনাৰ শিল
બેડ રૂમ,শোৱনি কোঠা
મીણ,মৌমাখিৰ মোম
બેલ બોક્સ,বেল বাকচ
બેલિંગ ડોલ,বেলিং বাল্টি
બેલોફ્રેમ,বেলোফ্ৰেম
બેન્ચ્ડ ફાઉન્ડેશન,বেঞ্চযুক্ত ভেটি
બેન્ચિંગ,বেঞ্চিং কৰা
બેન્ચ માર્ક,বেঞ্চ মাৰ্ক
લાભ ખર્ચ વિશ્લેષણ,লাভৰ খৰচ বিশ্লেষণ
બેર્મ,বাৰ্ম
બેવેલ્ડ બંધ,বেভেলড বন্ধ
"B-ક્ષિતિજ,&quot;B-","খ-দিগন্ত,&quot;খ-"
બાયટ,বিয়াত
બાઈન્ડર,বাইণ্ডাৰ
બંધનકર્તા સામગ્રી,বান্ধি ৰখা সামগ্ৰী
બાયોટનો સિદ્ધાંત,বায়টৰ তত্ত্ব
બીટુમેન,বিটুমিন
કાળી કપાસની માટી,ক’লা কপাহী মাটি
કાળી પૃથ્વી,ক&#39;লা পৃথিৱী
કાળી જડિયાંવાળી જમીન,ক’লা টাৰ্ফ মাটি
બ્લેડ,ব্লেড
બ્લાસ્ટ ફર્નેસ સ્લેગ સિમેન્ટ,ব্লাষ্ট ফাৰ্নেচ স্লেগ চিমেণ্ট
બ્લોકી માળખું,ব্লকযুক্ত গঠন
બોગી પ્રતિકાર,বগী প্ৰতিৰোধ
બોગ-આયર્ન ઓર,বোগ-লোহাৰ অক্সাইড
બોન્ડ,বান্ধোন
બંધાયેલા સભ્ય,বণ্ডেড সদস্য
બોન્ડેડ પોસ્ટ ટેન્શનિંગ,বণ্ডেড পোষ্ট টেনচিং
બોન્ડ પથ્થર,বণ্ড ষ্টোন
બંધાયેલ પાણી,বান্ধি থোৱা পানী
બોક્સ ગટર,বক্স নালা
તાણવું,ব্ৰেচ
ઈંટ પર ધાર,ইটা-অন-এজ
બ્રિડલ,লজ্জাজনক
તેજ,উজ্জ্বলতা
બ્રાઉન માટી,বাদামী মাটি
બિલ્ડીંગ,ভৱন
બિલ્ડીંગ સર્વેયર,বিল্ডিং জৰীপকাৰী
બફર,বাফাৰ
બફર વળાંક,বাফাৰ বক্ৰ
બફરિંગ,বাফাৰিং
બફરિંગ ક્ષમતા,বাফাৰিং ক্ষমতা
બંદર,বাণ্ডাৰ
બટ્રેસ,বাট্ৰেছ
સી-ક્ષિતિજ,গ-দিগন্ত
કેબલ,কেবল
કેબલ મોલ્ડિંગ,কেবল মল্ডিং
કેબલિંગ,কেবলিং
કેબિન,কেবিন
કેબિન હૂક,কেবিন হুক
કેબિનેટ,কেবিনেট
કેબોલ્ટે છોડી દીધું,কেবল্টৰ চাকৰি এৰিছে
કાફેટેરિયા,কেফেটেৰিয়া
કેજ,সঁজা
પાંજરાનું બાંધકામ,পিঞ্জৰা নিৰ্মাণ
કાઈનનું સૂત્ર,কয়িনৰ সূত্ৰ
કેસોન,কেইচন
કેસોન રોગ,কেইচন ৰোগ
કેસોન ફાઉન્ડેશન,কেইচন ফাউণ্ডেচন
Caisson ખૂંટો,কেইচন পাইল
કેલ્કેરિયસ ઈંટ,কেলকেয়াৰযুক্ত ইটা
કેલ્કેરિયસ માટી,কেলকেয়াৰযুক্ত মাটি
કેલ્કેરિયસ પોપડો,কেলকেয়াৰযুক্ত খোলা
કેલ્સિફિકેશન,কেলচিফিকেশন
કેલ્સિનેશન,কেলচিনেচন
કેલ્સિન,কেলচিন
કેલ્સાઇટ,কেলচাইট
કેલ્શિયમ-એલ્યુમિનેટ સિમેન્ટ,কেলচিয়াম-এলুমিনেট চিমেণ্ট
કેલ્શિયમ-સિલિકેટ ઈંટ,কেলচিয়াম-চিলিকেট ইটা
કેલ્શિયમ-સિલિકેટ હાઇડ્રેટ,কেলচিয়াম-চিলিকেট হাইড্ৰেট
કેલિચે,কালিচে
કેલિફોર્નિયા બેરિંગ રેશિયો,কেলিফৰ্ণিয়া বেয়াৰিং ৰেচিঅ’
કેલિપર,কেলিপাৰ
કેલરીમીટર,কেলৰিমিটাৰ
કેમ્બર,কেম্বাৰ
કેનાલ,খাল
કેનોપી,কেনপি
કેન્ટિલવર ફૂટિંગ,কেন্টিলিভাৰ ফুটিং
કેપ,কেপ
ક્ષમતા,ক্ষমতা
એઇલ ટ્રેકની ક્ષમતા,ail ট্ৰেকৰ ক্ষমতা
કેપ કેબલ,কেপ কেবল
કેપિલેરિટી,কেপিলাৰিটি
કેશિલરી વિરામ,কেপিলাৰী ব্ৰেক
કેશિલરી પ્રવાહ,কেপিলাৰী প্ৰবাহ
કેશિલરી ભેજ અથવા કેશિલરી પાણી,কেপিলাৰী আৰ্দ্ৰতা বা কেপিলাৰী পানী
કેશિલરી છિદ્ર જગ્યા,কেপিলাৰী ছিদ্ৰ স্থান
કેશિલરી છિદ્રાળુતા,কেপিলাৰী ছিদ্ৰতা
કેશિલરી જગ્યા,কেপিলাৰী স্থান
કેપ્ચર વેગ,কেপচাৰ বেগ
કાર્બોનેશન,কাৰ্বনেচন
કાર્બન બ્લેક,কাৰ্বন ব্লেক
કાસ્ટબલ રીફ્રેક્ટરી,Castble অবাধ্য
કાસ્ટ-ઇન-પ્લેસ અથવા કાસ્ટ-ઇન-સિટુ,কাষ্ট-ইন-প্লেচ বা কাষ্ট-ইন-চিটু
કાસ્ટ-ઇન-પ્લેસ ખૂંટો,কাষ্ট-ইন-প্লেচ পাইল
એરંડા,কেষ্টাৰ
કાસ્ટ પથ્થર,ঢালাই শিল
ઉત્પ્રેરક,অনুঘটক
કેટેના,কেটেনা
બિલાડીનો ચહેરો,মেকুৰীৰ মুখ
બિલાડીનું માથું,মেকুৰীৰ মূৰ
કેશન,কেটিয়ন
કેટ વોક,মেকুৰী খোজ কাঢ়িব
પોલાણ નુકસાન,গহ্বৰৰ ক্ষতি
સેલાઇટ,চেলাইট
સેલ્યુલર કોંક્રિટ,কোষীয় কংক্ৰিট
સેલ્યુલર બાંધકામ,কোষীয় নিৰ্মাণ
સિમેન્ટ,চিমেণ্ট
"સિમેન્ટ, બિટ્યુમિનસ","চিমেণ্ট, বিটুমিনাছ"
"સિમેન્ટ, ઉચ્ચ તાકાત","চিমেণ্ট, উচ্চ শক্তি"
"સિમેન્ટ, હાઇડ્રોલિક","চিমেণ্ট, হাইড্ৰলিক"
"સિમેન્ટ, ઓછી ગરમી","চিমেণ্ট, কম জুইত"
"સિમેન્ટ, ચણતર","চিমেণ্ট, শিলৰ কাম"
"સિમેન્ટ, કુદરતી","চিমেণ্ট, প্ৰাকৃতিক"
"સિમેન્ટ, પોર્ટલેન્ડ","চিমেণ্ট, পৰ্টলেণ্ড"
"સિમેન્ટ, પોર્ટલેન્ડ બ્લાસ્ટ ફર્નેસ સ્લેગ","চিমেণ্ট, পৰ্টলেণ্ড ব্লাষ্ট ফাৰ্নেচৰ স্লেগ"
"સિમેન્ટ, પોર્ટલેન્ડ પોઝોલન","চিমেণ্ট, পৰ্টলেণ্ড প&#39;জ&#39;লান"
"સિમેન્ટ, સ્લેગ","চিমেণ্ট, স্লেগ"
"સિમેન્ટ, સલ્ફેટ પ્રતિરોધક","চিমেণ্ট, ছালফেট প্ৰতিৰোধী"
"સિમેન્ટ, સુપર સલ્ફેટેડ","চিমেণ্ট, ছুপাৰ ছালফেটেড"
"સિમેન્ટ, સફેદ","চিমেণ্ট, বগা"
સિમેન્ટ-એગ્રિગેટ રેશિયો,চিমেণ্ট-এগ্ৰিগেটৰ অনুপাত
સિમેન્ટ સામગ્રી,চিমেণ্টৰ পৰিমাণ
સિમેન્ટ જેલ,চিমেণ্ট জেল
સિમેન્ટ બંદૂક,চিমেণ্টৰ বন্দুক
સિમેન્ટ ભઠ્ઠી,চিমেণ্টৰ ভঁৰাল
સિમેન્ટ પેઇન્ટ,চিমেণ্টৰ ৰং
સિમેન્ટ પ્લાસ્ટર,চিমেণ্টৰ প্লাষ্টাৰ
સિમેન્ટ ખડક,চিমেণ্টৰ শিল
સિમેન્ટ સ્લરી,চিমেণ্টৰ গোন্ধ
સિમેન્ટ સંગ્રહ,চিমেণ্ট সংৰক্ষণ
સિમેન્ટેશન પ્રક્રિયા,চিমেণ্টেচন প্ৰক্ৰিয়া
સેન્ટરિંગ,কেন্দ্ৰীকৰণ
સેન્ટરિંગ અને શટરિંગ,চেণ্টাৰিং আৰু শ্বাটাৰিং
કેન્દ્રીય મિશ્રિત કોંક્રિટ,কেন্দ্ৰীয় মিশ্ৰিত কংক্ৰিট
સેન્ટ્રલ મિક્સર,কেন্দ্ৰীয় মিক্সাৰ
કેન્દ્રત્યાગી ચાહક,কেন্দ্ৰপৃথক ফেন
ચાક,চক
ચેમ્ફર,চেমফাৰ
ચેમ્ફર સ્ટ્રીપ,চেমফাৰ ষ্ট্ৰিপ
ચેનલ બીમ,চেনেল বিম
લાક્ષણિક લોડ,বৈশিষ্ট্যপূৰ্ণ বোজা
લાક્ષણિકતા શક્તિ,বৈশিষ্ট্যপূৰ্ণ শক্তি
ચાર્જ બંધ,চাৰ্জ অফ কৰক
ચાર્જિંગ,চাৰ্জিং
તપાસવું,পৰীক্ষা কৰি আছে
કેમિકલ બોન્ડ,ৰাসায়নিক বন্ধন
ચેર્નોઝેમ,চেৰনোজেম
ચેસ્ટનટ માટી,চেষ্টনাটৰ মাটি
ચીમની ગટર,চিমনিৰ নালা
ચિપ બોર્ડ,চিপ বৰ্ড
ચીપીંગ,চিপিং
ચિપ્સ,চিপছ
ચૂટ,চুটে
વર્ગ (કોંક્રિટનો),শ্ৰেণী (কংক্ৰিটৰ)
માટી,বোকা মাটি
માટી સામગ્રી,মাটিৰ পৰিমাণ
માટીની તપેલી,মাটিৰ কেৰাহী
સાફ કરો,ক্লিনআউট
સાફ કરો,চাফ-চিকুণ কৰক
ક્લીટ,ক্লিট কৰক
ક્લિન્કર,ক্লিংকাৰ
ક્લિપ,ক্লিপ
કોગ્યુલેશન,জমা হোৱা
બરછટ એકંદર,মোটা গোটা পদাৰ্থ
બરછટ દાણાવાળી માટી,মোটা দানাযুক্ত মাটি
કોટ,কোট
કોફર ડેમ,কফাৰ বান্ধ
સંયોગ,সংহতি
કોલોઇડ,কলয়ড
કોલોઇડલ ભેજ સમકક્ષ ગુણોત્તર,কলয়ডাল আৰ্দ্ৰতাৰ সমতুল্য অনুপাত
કોલોઇડલ સિસ્ટમ,কলয়ডাল ব্যৱস্থা
કોલ્યુવિયલ માટી,কলুভিয়াল মাটি
કૉલમ,স্তম্ভ
કોમ્બેડ પૂર્ણાહુતિ,কম্বড ফিনিচিং
સંયુક્ત પગ,সংযুক্ত ফুটিং
સંયુક્ત પાણી,সংযুক্ত পানী
સામાન્ય રૂમ,কমন ৰুম
પૂર્ણતા પ્રમાણપત્ર,সম্পূৰ্ণ হোৱাৰ প্ৰমাণ পত্ৰ
ઘટક ચોરસ,উপাদান বৰ্গ
કોંક્રિટ,কংক্ৰিট
કન્ક્રિશન,কংক্ৰিচন
એકીકૃત દર/સપાટ દર,একত্ৰিত হাৰ/ফ্লেট হাৰ
દૂષકો,দূষক পদাৰ্থ
રસોઇ alcove,ৰন্ধা-বঢ়াৰ এলকোভ
મુકાબલો,মোকাবিলা কৰা
કોર્બેલ,কৰ্বেল
કોર્નિસ,কৰ্নিচ
કપલર,কাপলাৰ
"કપલર, ડબલ","কাপলাৰ, ডাবল"
"કપલર, પુટલોગ","কাপলাৰ, পুটলগ"
"કપલર, સ્વીવેલ","কাপলাৰ, চুইভেল"
અભ્યાસક્રમ,ধাৰা
કોર્સ્ડ રેન્ડમ રોડાં ચણતર,কোৰ্চ কৰা ৰেণ্ডম ধ্বংসাৱশেষ শিলৰ কাম
આવરી લેવામાં આવેલ વિસ્તાર,আবৃত অঞ্চল
કમકમાટી,অধম
ક્રીપ ગુણાંક,ক্ৰিপ সহগ
ક્રોટોવાઇન,ক্ৰ&#39;ট&#39;ভাইন
કાગડો પગ,কাউৰী ভৰি
નાનો ટુકડો બટકું માળખું,ক্ৰাম গঠন
કર્બ,প্ৰতিবন্ধক
વર્તમાન,সোঁত
વળાંક પ્રતિકાર,বক্ৰ প্ৰতিৰোধ ক্ষমতা
ભીનાશ પ્રૂફ કોર્સ,ডেম্প প্ৰুফ কোৰ্চ
પૂર્ણ થવાની તારીખ,সম্পূৰ্ণ হোৱাৰ তাৰিখ
ડેડ લોડ,ডেড লোড
મૃત પાણી,মৰা পানী
ડેસિબલ,ডেচিবেল
ડિફ્લોક્યુલેશન,ডিফ্ল’কুলেচন
વાયુમિશ્રણ અથવા એર સ્પેસ રેશિયોની ડિગ્રી,বায়ুমণ্ডলৰ মাত্ৰা বা বায়ু স্থান অনুপাত
એકત્રીકરણની ડિગ્રી,একত্ৰীকৰণৰ মাত্ৰা
વિખેરવાની ડિગ્રી,বিক্ষিপ্ততাৰ মাত্ৰা
સંતૃપ્તિની ડિગ્રી,চেচুৰেচনৰ ডিগ্ৰী
ઘનતા,ঘনত্ব
રણ પેવમેન્ટ,মৰুভূমিৰ ফুটপাথ
રણની માટી,মৰুভূমিৰ মাটি
વિગતો,সবিশেষ
વિકાસ સમયગાળો,উন্নয়নৰ সময়ছোৱা
ડી-ક્ષિતિજ,ডি-দিগন্ত
કર્ણ બંધન,তিৰ্যক বন্ধন
ડાયાગ્રામ,ডায়াগ্ৰাম
ડિજિટલ ડોક,ডিজিটেল ডক
વિભેદક પાણી દર,ভিন্নতামূলক পানীৰ হাৰ
મંદન વેન્ટિલેશન,পাতল কৰা ভেণ্টিলেচন
ડિલુવિયમ,ডিলুভিয়াম
ડાઇનિંગ રૂમ,খোৱাঘৰ
દિશા ખીંટી,দিশৰ পেগ
વિક્ષેપ,বিক্ষিপ্ততা
ડિસ્ટેમ્પર,ডিষ্টেম্পাৰ
ડોક,ডক
દરવાજો,দুৱাৰ
ડોર્મર,ডৰ্মাৰ
ડોર્મર ચેક,ডৰ্মাৰ চেক
ડબલ ફ્લેમિશ બોન્ડ,ডাবল ফ্লেমিছ বণ্ড
ડબલ લેયર,ডাবল লেয়াৰ
ડોવેલ,ডৱেল
ચિત્ર ફલક,অংকন বৰ্ড
દીવાનખાનું,ড্ৰয়িং ৰুম
ડ્રિફ્ટ,ড্ৰিফ্ট
શુષ્ક બલ્બ તાપમાન,শুকান বাল্বৰ উষ্ণতা
ડ્રાય ડોક,শুকান ডক
સુકા રબર ચણતર,শুকান ৰবৰৰ শিলৰ কাম
ડચ બોન્ડ,ডাচ বণ্ড
વામન દિવાલ,বামন দেৱাল
નિવાસ એકમ,বাসস্থানৰ ইউনিট
ઇવ,ইভ
Eaves ગટર,ইভছ নালা
આર્થિક શક્યતા,অৰ্থনৈতিক সম্ভাৱনীয়তা
એક્ટોડાયનેમોર્ફિક માટી,বহিঃগতিশীল মাটি
એડી,এডি
અસરકારક કદ,ফলপ্ৰসূ আকাৰ
પુષ્પવૃત્તિ,ফুলৰ ফুলনি
એફ્લુઅન્ટ,এফ্লুৱেণ্ট
એલિવેશન,উচ্চতা
એલુવિએશન,এলুভিয়েচন
એલ્યુવિયમ,এলুভিয়াম
એન્ડોડાયનેમોર્ફિક માટી,এণ্ডোডাইনামৰ্ফিক মাটি
એન્જિનિયરિંગની શક્યતા,অভিযান্ত্ৰিক সম্ভাৱনীয়তা
અંગ્રેજી બોન્ડ,ইংৰাজী বণ্ড
અંગ્રેજી ગાર્ડન વોલ બોન્ડ,ইংৰাজী বাগিচাৰ দেৱালৰ বণ্ড
"EPM (મિલિયન દીઠ સમકક્ષ),&quot;","ইপিএম (প্ৰতি মিলিয়নৰ সমতুল্য),&quot;"
સમકક્ષ વજન,সমতুল্য ওজন
અર્ગ,Erg
વિનિમયક્ષમ,বিনিময়যোগ্য
વિનિમયક્ષમ એસિડિટી,বিনিময়যোগ্য এচিডিটি
વિનિમયક્ષમ સોડિયમ ટકાવારી (ESP),বিনিময়যোগ্য ছডিয়াম শতাংশ (ESP)
ઇ.એસ.પી.,ই এছ পি.
એક્સચેન્જ એસિડિટી,বিনিময় এচিডিটি
વિનિમય સંકુલ,এক্সচেঞ্জ কমপ্লেক্স
એક્ઝોસ્ટ,নিষ্কাশন
ખુલ્લી પૂર્ણાહુતિ,উন্মুক্ত ফিনিচিং
આંખ,নয়ন
આંખ ભ્રમર,চকুৰ ভ্ৰূ
સામનો કરવો,মুখামুখি
બોન્ડનો સામનો કરવો,বন্ধনৰ সন্মুখীন হোৱা
સલામતીનું પરિબળ,সুৰক্ষাৰ কাৰক
પડવું,পৰি যোৱা
ફેસિયા,ফেচিয়া
ફેસિયા બોર્ડ,ফেচিয়া বৰ্ড
દોષ,দোষ
ક્ષેત્રની ભેજ,পথাৰ আৰ্দ্ৰতা
અંતિમ ભેજ સમકક્ષ,চূড়ান্ত আৰ্দ্ৰতাৰ সমতুল্য
ફિલેટ (મોર્ટારનું),ফিলেট (মৰ্টাৰৰ)
અંતિમ,চূড়ান্ত
અંતિમ માપન,চূড়ান্ত জোখ-মাখ
અંતિમ ચુકવણીq,চূড়ান্ত পেমেণ্টq
અંતિમ પૂર્વ તણાવ,চূড়ান্ত প্ৰি ষ্ট্ৰেছ
અંતિમ તાણ,চূড়ান্ত উত্তেজনা
નાણાકીય શક્યતા,আৰ্থিক সম্ভাৱনীয়তা
ફાઇન એકંદર,মিহি গোটা পদাৰ্থ
ફિસર્ડ ખડક,ছিন্নভিন্ন শিল
ધ્વજ પથ્થર,পতাকা শিল
ફ્લેમિશ બોન્ડ,ফ্লেমিছ বন্ধন
ફ્લેશિંગ,ফিচফিচাই থকা
ચમકદાર પ્રવાહ,ঝলমলীয়া ধাৰা
સપાટ છત,সমতল চাল
ફ્લેચે,ফ্লেচে
ફ્લેમિશ ગાર્ડન વોલ બોન્ડ,ফ্লেমিছ বাগিচাৰ দেৱালৰ বন্ধন
ચકમક,ফ্লিন্ট
ફ્લિન્ટ દિવાલ,ফ্লিণ্টৰ দেৱাল
ફ્લોટિંગ ફ્લોર,ভাসমান মজিয়া
ફ્લોક્યુલેશન,ফ্লকুলেচন
ફ્લોક્યુલેશન મર્યાદા,ফ্লকুলেচন সীমা
ફ્લોક્યુલેશન રેશિયો,ফ্লকুলেচন অনুপাত
ફ્લોક્યુલ્સ,ফ্লকুলেছ
ફ્લોર,মজিয়া
ફ્લોર સીલ,মজিয়াৰ ছীল
પ્રવાહ,বৈ অহা
વધઘટ,উঠা-নমা
ફૂટિંગ,ফুটিং
ફાઉન્ડેશન,ভেঁটি
ફ્રી ફોલ બેરો ટોપિંગ મિક્સર,ফ্ৰী ফ&#39;ল বেৰ&#39; টপিং মিক্সাৰ
ફ્રી ફોલ મિક્સર (ડ્રમ પ્રકાર),ফ্ৰী ফ&#39;ল মিক্সাৰ (ড্ৰাম টাইপ)
મફત પથ્થર,মুক্ত শিল
ફ્રેશેટ,ফ্ৰেছেট
ઘર્ષણ ખૂંટો,ঘৰ্ষণৰ স্তূপ
દેડકા,ভেকুলী
ગેબલ,গেবল
ગેબલેટ,গেবলেট
ગેમ્બ્રેલ છત,গাম্ব্ৰেলৰ চাল
ગેજ,জোখ লোৱা
માપન વિભાગ,গেজিং অংশ
ગેજિંગ સ્ટેશન,গেজিং ষ্টেচন
સામાન્ય સ્થાન યોજના,সাধাৰণ স্থান পৰিকল্পনা
સામાન્ય વેન્ટિલેશન,সাধাৰণ বায়ু চলাচল
G ક્ષિતિજ અથવા gley ક્ષિતિજ,G দিগন্ত বা গ্লে দিগন্ত
સુધી હિમનદી,হিমবাহৰ টিল
જીનીસ,গ্নেইছ
માલ યાર્ડ,সামগ্ৰীৰ চোতাল
ઢાળ પ્રતિકાર,গ্ৰেডিয়েণ্ট ৰেজিষ্টেন্স
ગ્રેનાઈટ,গ্ৰেনাইট
દાણાદાર માળખું,দানাদাৰ গঠন
દાણાદાર,গ্ৰেনুলেচন
ગ્રાન્યુલ,গ্ৰেনুল
ગુરુત્વાકર્ષણ મુક્ત પાણી,মহাকৰ্ষণীয় পানীমুক্ত পানী
ગુરુત્વાકર્ષણ યાર્ડ,মহাকৰ্ষণীয় চোতাল
ગ્રેટ માટી જૂથ,মহান মাটিৰ গোট
ગ્રિલેજ ફાઉન્ડેશન,গ্ৰীলেজ ফাউণ্ডেচন
ગ્રાઉન્ડ હેન્ડ મોલ્ડિંગ,গ্ৰাউণ্ড হেণ্ড মল্ডিং
જૂથબદ્ધ ડોક,গ্ৰুপ কৰা ডক
ગ્રુપ હાઉસિંગ,গ্ৰুপ হাউছিং
અતિથિ ખંડ,অতিথিশালা
ગટર,নালা
ગટર ધારક,নালা বাহক
ગટર ચેક,নালা পৰীক্ষা
હેમર ડ્રેસિંગ,হাতুৰীৰে ড্ৰেছিং
હાર્બર,বন্দৰ
આશ્રય બંદર,আশ্ৰয়ৰ বন্দৰ
સખત તપેલી,কঠিন কেৰাহী
હેડર,হেডাৰ
હેડર બોન્ડ,হেডাৰ বণ্ড
હેડર કોર્સ,হেডাৰ পাঠ্যক্ৰম
હેડ ગેટ સ્ટ્રક્ચર,হেড গেটৰ গঠন
કેનાલના વડા,খালৰ মূৰ
હેડ રેગ્યુલેટર,হেড ৰেগুলেটৰ
હેરિંગ બોન બોન્ડ,হেৰিং হাড়ৰ বন্ধন
હાર્ટીંગ,হৃদয়স্পৰ্শী
ભીનાશની ગરમી,তিয়াই থোৱাৰ তাপ
ઉચ્ચ એલ્યુમિના સિમેન્ટ,উচ্চ এলুমিনা চিমেণ্ট
હિપ,কঁকাল
હિપ કેપિંગ,হিপ কেপিং
હિપ્ડ એન્ડ,হিপড এণ্ড
હૂડ,ডকাইত
હૂડ મોલ્ડિંગ,হুড মল্ডিং
હૂકનો કાયદો,হুক’ৰ আইন
હૂપ આયર્ન,হুপ লোহা
ક્ષિતિજ,দিগন্ত
ભેજીકરણ,আৰ্দ্ৰকৰণ
"ભેજ, સંપૂર્ણ","আৰ্দ্ৰতা, নিৰপেক্ষ"
"ભેજ, સંબંધિત","আৰ্দ্ৰতা, আপেক্ষিক"
હમ્પ યાર્ડ,হাম্প চোতাল
હાઇડ્રોલિક દબાણ,হাইড্ৰলিক চাপ
હાઇડ્રેશન,জলসিঞ্চন
હાઇડ્રોલિસિસ,হাইড্ৰ’লাইছিছ
હાઇડ્રોલિટીક એસિડિટી,হাইড্ৰ’লাইটিক এচিডিটি
હાઇડ્રોમોર્ફિક માટી,জলৰূপী মাটি
હાઇડ્રોફિલિક કોલોઇડ,হাইড্ৰফিলিক কলয়ড
હાઇડ્રોફોબિક કોલોઇડ,হাইড্ৰ’ফ’বিক কলয়ড
હાઇડ્રોસ્ટેટિક દબાણ ગુણોત્તર,হাইড্ৰ’ষ্টেটিক চাপৰ অনুপাত
હાઇગ્રોસ્કેપ્ટિક ગુણાંક,হাইগ্ৰ’স্কেপ্টিক সহগ
હાઇગ્રોસ્કોપિક ભેજ,হাইগ্ৰস্কোপিক আৰ্দ্ৰতা
હાઇડ્રોસ્કોપીસીટી,হাইড্ৰস্কোপিচিটি
હાઇગ્રોસ્કોપિક ભેજ,হাইগ্ৰস্কোপিক আৰ্দ্ৰতা
હાયપરબેરિક ચેમ્બર,হাইপাৰবেৰিক চেম্বাৰ
હાઇપરસ્ટેટિક ફ્રેમ,হাইপাৰষ্টেটিক ফ্ৰেম
હાઇપ્સોમીટર,হাইপছ’মিটাৰ
રોશની,আলোকসজ্জা
