Kannada,Odiya
ಸೇರಿಸಿ,ଯୋଡନ୍ତୁ |
ಸೇರಿಸುವವನು,ଆଡର୍
ಜೊತೆಗೆ,ଯୋଗ
ಸೇರ್ಪಡೆ ಸೂತ್ರ,ଯୋଗ ସୂତ୍ର
ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಗಳ ಸೇರ್ಪಡೆ,ଜଟିଳ ସଂଖ୍ୟାଗୁଡ଼ିକର ଯୋଗ |
ಕಾರ್ಯಗಳ ಸೇರ್ಪಡೆ,କାର୍ଯ୍ୟଗୁଡ଼ିକର ଯୋଗ
ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಸೇರ್ಪಡೆ,ମାଟ୍ରିକ୍ସର ଯୋଗ
ಬಹುಪದಗಳ ಸೇರ್ಪಡೆ,ବହୁଭାଷୀ ଯୋଗ |
ಸಂಭವನೀಯತೆಗಳ ಸೇರ್ಪಡೆ,ସମ୍ଭାବ୍ୟତାର ଯୋଗ |
ವಾಹಕಗಳ ಸೇರ್ಪಡೆ,ଭେକ୍ଟର ଯୋଗ
ಸೇರ್ಪಡೆ ಪ್ರಮೇಯ,ଯୋଗ ତତ୍ତ୍ୱ
ಸಂಯೋಜಕ ಗುಂಪು,ଯୋଗୀ ଗୋଷ୍ଠୀ |
ಸಂಯೋಜಕ ವಿಲೋಮ,ଯୋଗୀ ଓଲଟା |
ಸಂಯೋಜಕ ಆಸ್ತಿ,ଯୋଗୀ ସମ୍ପତ୍ତି |
ಸಂಕಲನ,ଯୋଗୀତା |
ಪಕ್ಕದ ಮ್ಯಾಟ್ರಿಕ್ಸ್,ସଂଲଗ୍ନ ମ୍ୟାଟ୍ରିକ୍ସ |
ಪಕ್ಕದ,ସଂଲଗ୍ନ
ಪಕ್ಕದ ಕೋನಗಳು,ସଂଲଗ୍ନ କୋଣ
ಪಕ್ಕದ ಶೃಂಗ,ସଂଲଗ୍ନ ଭର୍ଟେକ୍ସ |
ಹೊಂದು,ସଂଲଗ୍ନ
ಪಕ್ಕದ,ସଂଲଗ୍ନ
ಸಂಯೋಜಿತ ನಿರ್ಣಾಯಕ,ନିର୍ଣ୍ଣୟକାରୀ
ಸಂಯೋಜಿತ ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ,ଭିନ୍ନ ଭିନ୍ନ ସମୀକରଣ
ಸಂಯೋಜಿತ ಸಮೀಕರಣ,ସମୀକରଣ
ಸಂಯೋಜಿತ ಮ್ಯಾಟ್ರಿಕ್ಸ್,ମ୍ୟାଟ୍ରିକ୍ସ ଯୋଡନ୍ତୁ |
ಮ್ಯಾಟ್ರಿಕ್ಸ್ನ ಸಂಯೋಜಿತ,ମାଟ୍ରିକ୍ସର ଯୋଗ
ಅಡ್ಜುಗೇಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್,ମ୍ୟାଟ୍ରିକ୍ସ ଆଡୁଗେଟ୍ କରନ୍ତୁ |
ಸ್ವೀಕಾರಾರ್ಹ ನಿರ್ಧಾರ ಕಾರ್ಯ,ଗ୍ରହଣୀୟ ନିଷ୍ପତ୍ତି କାର୍ଯ୍ୟ
ಸ್ವೀಕಾರಾರ್ಹ ಕಲ್ಪನೆ,ଗ୍ରହଣୀୟ ଅନୁମାନ
ವಾಯುಬಲವೈಜ್ಞಾನಿಕ ಶಕ್ತಿ,ଏରୋଡାଇନାମିକ୍ ଫୋର୍ସ |
ವಾಯುಬಲವಿಜ್ಞಾನ,ଏରୋଡାଇନାମିକ୍ସ |
ಅಫೈನ್ ಜ್ಯಾಮಿತಿ,ଆଫାଇନ୍ ଜ୍ୟାମିତି |
ಅಫೈನ್ ಮ್ಯಾಪಿಂಗ್,ଆଫାଇନ୍ ମ୍ୟାପିଙ୍ଗ୍ |
ಅಫೈನ್ ರೂಪಾಂತರ,ଆଫାଇନ୍ ଟ୍ରାନ୍ସଫର୍ମେସନ୍ |
ಒಟ್ಟುಗೂಡಿಸುವ ಅಸ್ಥಿರ,ଏଗ୍ରିଗେଟ୍ ଭେରିଏବଲ୍ |
ಬೀಜಗಣಿತ,ବୀଜ ବିବେଚନା
ಬೀಜಗಣಿತವಾಗಿ ಮುಚ್ಚಲಾಗಿದೆ,ବୀଜ ବର୍ଣ୍ଣିତ ଭାବରେ ବନ୍ଦ |
ಬೀಜಗಣಿತದ ಸಮೀಕರಣ,ବୀଜ ବର୍ଣ୍ଣିତ ସମୀକରଣ |
ಬೀಜಗಣಿತದ ಅಭಿವ್ಯಕ್ತಿ,ବୀଜ ବର୍ଣ୍ଣନା
ಬೀಜಗಣಿತ ರೂಪ,ବୀଜ ବର୍ଣ୍ଣିତ ଫର୍ମ |
ಬೀಜಗಣಿತದ ಕಾರ್ಯ,ବୀଜ ବର୍ଣ୍ଣିତ କାର୍ଯ୍ୟ
ಬೀಜಗಣಿತದ ರೇಖಾಗಣಿತ,ବୀଜ ବର୍ଣ୍ଣିତ ଜ୍ୟାମିତି |
ಬೀಜಗಣಿತದ ಬಹುಸಂಖ್ಯೆ,ବୀଜ ବର୍ଣ୍ଣିତ ଗୁଣ |
ಬೀಜಗಣಿತ ವ್ಯವಸ್ಥೆ,ବୀଜ ବର୍ଣ୍ଣିତ ପ୍ରଣାଳୀ |
ಎಲ್ಲಾ ಪೂರ್ಣಾಂಕ ಸಮಸ್ಯೆ,ସମସ୍ତ-ପୂର୍ଣ୍ଣ ସମସ୍ୟା |
ಹಂಚಿಕೆ ಸಮಸ್ಯೆ,ବଣ୍ଟନ ସମସ୍ୟା
ವರ್ಣಮಾಲೆಯ ಸಂಕೇತ,ବର୍ଣ୍ଣାନୁକ୍ରମିକ ଟିପ୍ପଣୀ |
ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರ,ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ
ಪರ್ಯಾಯ ಕೋನ,ବିକଳ୍ପ କୋଣ
ಪರ್ಯಾಯ ರೂಪ,ବିକଳ୍ପ ଫର୍ମ |
ಪರ್ಯಾಯ ಗುಂಪು,ବିକଳ୍ପ ଗୋଷ୍ଠୀ
ಪರ್ಯಾಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್,ବିକଳ୍ପ ମ୍ୟାଟ୍ରିକ୍ସ |
ಪರ್ಯಾಯ ಸರಣಿ,ବିକଳ୍ପ କ୍ରମ |
ಪರ್ಯಾಯ ಕಲ್ಪನೆ,ବିକଳ୍ପ ଅନୁମାନ
ಪರ್ಯಾಯ ಆಪ್ಟಿಮಾ,ବିକଳ୍ପ ଅପ୍ଟିମା |
ಪರ್ಯಾಯ ಫಲಿತಾಂಶ,ବିକଳ୍ପ ଫଳାଫଳ |
ಅನಲಾಗ್-ಟು-ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕ,ଆନାଗଲ୍-ଟୁ-ଡିଜିଟାଲ୍ କନଭର୍ଟର |
ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್,ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |
ವಿಶ್ಲೇಷಣೆ,ବିଶ୍ଳେଷଣ |
ಸಹವರ್ತಿತ್ವದ ವಿಶ್ಲೇಷಣೆ,କୋଭାରିଆନ୍ସର ବିଶ୍ଳେଷଣ |
ಎಣಿಕೆಯ ಡೇಟಾದ ವಿಶ್ಲೇಷಣೆ,ଗଣନା ତଥ୍ୟର ବିଶ୍ଳେଷଣ |
ವ್ಯತ್ಯಾಸದ ವಿಶ್ಲೇಷಣೆ,ଭିନ୍ନତାର ବିଶ୍ଳେଷଣ |
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಜ್ಯಾಮಿತಿ,ଆନାଲିଟିକ୍ ଜ୍ୟାମିତି |
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಕಾರ್ಯ,ଆନାଲିଟିକ୍ କାର୍ଯ୍ୟ
ಕೋನ,କୋଣ
ಸಂಪರ್ಕದ ಕೋನ,ଯୋଗାଯୋଗ କୋଣ
ವಿಚಲನ ಕೋನ,ବିଘ୍ନର କୋଣ |
ಖಿನ್ನತೆಯ ಕೋನ,ଉଦାସୀନତାର କୋଣ
ವಿಚಲನ ಕೋನ,ବିଘ୍ନର କୋଣ |
ವಿವರ್ತನೆಯ ಕೋನ,ବିଭାଜନର କୋଣ |
ಎತ್ತರದ ಕೋನ,ଉଚ୍ଚତାର କୋଣ
ಘಟನೆಯ ಕೋನ,ଘଟଣାର କୋଣ
ಪ್ರೊಜೆಕ್ಷನ್ ಕೋನ,ପ୍ରୋଜେକ୍ଟର କୋଣ
ಪ್ರತಿಬಿಂಬದ ಕೋನ,ପ୍ରତିଫଳନ କୋଣ
ವಕ್ರೀಭವನದ ಕೋನ,ପ୍ରତିଫଳନ କୋଣ
ತಿರುಗುವಿಕೆಯ ಕೋನ,ଘୂର୍ଣ୍ଣନ କୋଣ
ಒಟ್ಟು ಪ್ರತಿಫಲನದ ಕೋನ,ସମୁଦାୟ ପ୍ରତିଫଳନର କୋଣ |
ಕೋನೀಯ ವೇಗವರ್ಧನೆ,କୋଣାର୍କ ତ୍ୱରଣ |
ಕೋನೀಯ ಚಲನೆ,କୋଣାର୍କ ଗତି |
ಕೋನೀಯ ವೇಗ,କୋଣାର୍କ ଗତି
ಕೋನೀಯ ವೇಗ,କୋଣାର୍କ ବେଗ |
ವಾರ್ಷಿಕ,annulus
ಉತ್ತರ,ଉତ୍ତର ଦିଅ
ವಿರೋಧಿ ಉತ್ಪನ್ನ,ଆଣ୍ଟି-ଡେରିଭେଟିଭ୍ |
ಆಂಟಿಸಿಮೆಟ್ರಿಕ್ ಕಾರ್ಯ,ଆଣ୍ଟିସାଇମେଟ୍ରିକ୍ କାର୍ଯ୍ୟ
ಅನ್ವಯಿಸುವ,ପ୍ରଯୁଜ୍ୟ |
ಅಪ್ಲಿಕೇಶನ್,ପ୍ରୟୋଗ
ಅನ್ವಯಿಕ ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,ପ୍ରୟୋଗ ହୋଇଥିବା ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ |
ಅನ್ವಯಿಕ ಜ್ಯಾಮಿತಿ,ପ୍ରୟୋଗ ହୋଇଥିବା ଜ୍ୟାମିତି |
ಅನ್ವಯಿಕ ಗಣಿತ,ପ୍ରୟୋଗ ହୋଇଥିବା ଗଣିତ |
ಅನ್ವಯಿಕ ಅಂಕಿಅಂಶಗಳು,ପ୍ରୟୋଗ ପରିସଂଖ୍ୟାନ |
ಸರಿಸುಮಾರು,ପାଖାପାଖି
ಸರಿಸುಮಾರು ನಿರಂತರ ಕಾರ್ಯ,ପ୍ରାୟ ନିରନ୍ତର କାର୍ଯ୍ୟ |
ಅಂದಾಜು ವಿಧಾನ,ଆନୁମାନିକ ପଦ୍ଧତି |
ಅಂದಾಜು ಪರಿಹಾರ,ଆନୁମାନିକ ସମାଧାନ
ಅಂದಾಜು ಸಮಸ್ಯೆ,ଆନୁମାନିକ ସମସ୍ୟା
ಅಂದಾಜು ಆಸ್ತಿ,ଆନୁମାନିକ ସମ୍ପତ୍ତି
ಆಪ್ಟಿಟ್ಯೂಡ್ ಟೆಸ್ಟ್ ಬ್ಯಾಟರಿ,ଦକ୍ଷତା ପରୀକ୍ଷା ବ୍ୟାଟେରୀ |
ಅರ್ಗಾಂಡ್ ರೇಖಾಚಿತ್ರ,ଅର୍ଗାନ୍ ଚିତ୍ର |
ನಿರಂಕುಶವಾಗಿ ಆಯ್ಕೆ ಮಾಡಲಾಗಿದೆ,ମନଇଚ୍ଛା ମନୋନୀତ |
ನಿರಂಕುಶ,ଇଚ୍ଛାଧୀନ |
ಅನಿಯಂತ್ರಿತ ಸ್ಥಿರ,ଇଚ୍ଛାଧୀନ ସ୍ଥିର |
ಅನಿಯಂತ್ರಿತ ಅಂಶ,ଇଚ୍ଛାଧୀନ ଉପାଦାନ |
ಅನಿಯಂತ್ರಿತ ಬಿಂದು,ଇଚ୍ଛାଧୀନ ବିନ୍ଦୁ |
ಆರ್ಕೆಮಿಡಿಯನ್ ಕಾನೂನು,ଆର୍କେମିଡିଆନ୍ ନିୟମ |
ಆರ್ಕಿಮಿಡಿಸ್ ತತ್ವ,ଆର୍କିମିଡିସ୍ ନୀତି |
ಆರ್ಕ್ ಉದ್ದ,ଆର୍କ ଲମ୍ବ |
ವೃತ್ತದ ಚಾಪ,ବୃତ୍ତର ଆର୍କ |
ಆರ್ಕ್ ಸೈನ್ ವಿತರಣೆ,ଆର୍କ ସାଇନ ବଣ୍ଟନ |
ಆರ್ಕ್ ಸೈನ್ ರೂಪಾಂತರ,ଆର୍କ ସାଇନ ପରିବର୍ତ୍ତନ
ಪ್ರದೇಶ,କ୍ଷେତ୍ର
ಪ್ರದೇಶದ ವಿನ್ಯಾಸ,ଆରେଲ୍ ଟେକ୍ସଚର୍ |
ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಯ ವಾದ,ଜଟିଳ ସଂଖ୍ୟାର ଯୁକ୍ତି
ಅಂಕಗಣಿತದ ಸರಾಸರಿ,ଗାଣିତିକ ଅର୍ଥ |
ಅಂಕಗಣಿತದ ಕಾರ್ಯಾಚರಣೆ,ଗାଣିତିକ କାର୍ଯ୍ୟ
ಅಂಕಗಣಿತದ ಘಟಕ,ଗାଣିତିକ ଏକକ
ವ್ಯವಸ್ಥೆ,ବ୍ୟବସ୍ଥା
ಶ್ರೇಣಿ,ଆରେ
ಕೃತಕ ಉಪಗ್ರಹ,କୃତ୍ରିମ ଉପଗ୍ରହ |
ಕೃತಕ ವೇರಿಯಬಲ್,କୃତ୍ରିମ ଭେରିଏବଲ୍ |
ಏರು,ଆରୋହଣ
ಆರೋಹಣ,ଆରୋହଣ
ಪರಿಮಾಣದ ಆರೋಹಣ ಕ್ರಮ,ତୀବ୍ରତାର କ୍ରମ
ಆರೋಹಣ ಸರಣಿ,ଆରୋହଣ କ୍ରମ |
ಅಸೆಂಬ್ಲರ್ ಭಾಷೆ,ଏକତ୍ରକାରୀ ଭାଷା |
ನಿಯೋಜನೆ ಸಮಸ್ಯೆ,ଆସାଇନମେଣ୍ଟ ସମସ୍ୟା
ಸಹಾಯಕ ಕಾನೂನು,ସହଯୋଗୀ ନିୟମ |
ನಿರ್ವಾಹಕರ ಸಹಾಯಕ ಕಾನೂನು,ଅପରେଟର୍ମାନଙ୍କର ଆସୋସିଏଟିଭ୍ ନିୟମ |
ಸಹಾಯಕ ಕಾರ್ಯಾಚರಣೆ,ଆସୋସିଏଟିଭ୍ ଅପରେସନ୍ |
ಸಹಭಾಗಿತ್ವ,ସହଯୋଗୀତା |
ಸರಾಸರಿ ಊಹಿಸಲಾಗಿದೆ,ଅନୁମାନ କରାଯାଉଥିବା ଅର୍ଥ |
ಸಂಭವನೀಯತೆಯ ವಿತರಣೆಯನ್ನು ಊಹಿಸಲಾಗಿದೆ,ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ ଅନୁମାନ କରାଯାଇଛି |
ಊಹೆ,ଅନୁମାନ
ಜ್ಯೋತಿಷ್ಯ,ଜ୍ୟୋତିଷ ଶାସ୍ତ୍ର
ಗಗನಯಾತ್ರಿ ಇಂಜಿನಿಯರ್,ମହାକାଶଚାରୀ ଇଞ୍ଜିନିୟର
ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ
ಖಗೋಳ ಗಡಿಯಾರ,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ ଘଣ୍ଟା |
ಖಗೋಳಶಾಸ್ತ್ರ,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ
ಅಸಮವಾದ ಕರ್ವ್,ଅସୀମିତ ବକ୍ର
ಅಸಿಮ್ಮೆಟ್ರಿ,ଅସୀମତା |
ಲಕ್ಷಣರಹಿತ,asymptote
ಲಕ್ಷಣರಹಿತ,ଅସ୍ମିପଟୋଟିକ୍ |
ಲಕ್ಷಣರಹಿತ ಪರಿಣಾಮಕಾರಿ ಅಂದಾಜುಗಾರ,ଅସାମାଜିକ ଭାବରେ ଦକ୍ଷ ଆକଳନକାରୀ |
ಲಕ್ಷಣರಹಿತವಾಗಿ ನಿಷ್ಪಕ್ಷಪಾತ ಅಂದಾಜುಗಾರ,ଅସାମାଜିକ ଭାବରେ ନିରପେକ୍ଷ ଆକଳନକାରୀ |
ಲಕ್ಷಣರಹಿತ ನಡವಳಿಕೆ,ଅସ୍ମିତିକ ଆଚରଣ |
ಲಕ್ಷಣರಹಿತ ವಿತರಣಾ ಕಾರ್ಯ,ଅସ୍ମିପଟୋଟିକ୍ ବଣ୍ଟନ କାର୍ଯ୍ୟ |
ಲಕ್ಷಣರಹಿತ ವಿಸ್ತರಣೆ,ଅସ୍ମିପଟୋଟିକ୍ ବିସ୍ତାର |
ವಾತಾವರಣದ ಒತ್ತಡ,ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |
ಯಾದೃಚ್ಛಿಕವಾಗಿ,ଅନିୟମିତତାରେ |
ಗುಣಲಕ್ಷಣ,ଗୁଣ
ಮಾದರಿ ವಿಧಾನದ ಗುಣಲಕ್ಷಣಗಳು,ଗୁଣବତ୍ତା ନମୁନା ପ୍ରକ୍ରିୟା
ವರ್ಧಿತ ಮ್ಯಾಟ್ರಿಕ್ಸ್,ବୃଦ୍ଧି ହୋଇଥିବା ମାଟ୍ରିକ୍ସ
ಸ್ವಯಂ ಸಂಬಂಧ ಗುಣಾಂಕ,ଅଟୋକୋରେଲେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
ಸ್ವಯಂ ಸಂಬಂಧ ಕಾರ್ಯ,ଅଟୋକୋରେଲେସନ୍ ଫଙ୍କସନ୍
ಆಟೋಕೋವೇರಿಯನ್ಸ್,ଅଟୋକୋଭାରିଆନ୍ସ |
ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟರ್,ସ୍ୱୟଂଚାଳିତ କମ୍ପ୍ୟୁଟର |
ಸ್ವಯಂ ಹಿನ್ನಡೆ,ଆତ୍ମସମ୍ମାନ
ಸಹಾಯಕ ಸಮೀಕರಣ,ସହାୟକ ସମୀକରଣ
ಸರಾಸರಿ ಮಾದರಿ ಸಂಖ್ಯೆ ಕರ್ವ್ (ASN ಕರ್ವ್),ହାରାହାରି ନମୁନା ସଂଖ୍ୟା ବକ୍ର (ASN ବକ୍ର)
ಮೂಲತತ್ವ,axiom
ಅಕ್ಷೀಯ ವಿಧಾನ,ସ୍ୱୀକୃତିପ୍ରାପ୍ତ ଉପାୟ |
ಸಂಭವನೀಯತೆಯ ಮೂಲತತ್ವ,ସମ୍ଭାବ୍ୟତାର axiom |
ಅಕ್ಷರೇಖೆ,ଅକ୍ଷ
ಅಬ್ಸಿಸ್ಸಾದ ಅಕ್ಷ,ଅବସିସା ର ଅକ୍ଷ |
ಭೂಮಿಯ ಅಕ್ಷ,ପୃଥିବୀର ଅକ୍ଷ
ಕ್ರಾಂತಿಯ ಅಕ್ಷ,ବିପ୍ଳବର ଅକ୍ଷ
ತಿರುಗುವಿಕೆಯ ಅಕ್ಷ,ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ
ಸ್ಪಿನ್ ಅಕ್ಷ,ସ୍ପିନ୍ ର ଅକ୍ଷ |
ಬ್ಯಾಕ್-ಬದಲಿ,ବ୍ୟାକ୍-ପ୍ରତିସ୍ଥାପନ
ಹಿಂದುಳಿದ ವ್ಯತ್ಯಾಸ,ପଛୁଆ ପାର୍ଥକ୍ୟ |
ಹಿಂದುಳಿದ-ಪ್ರಕ್ಷೇಪಣ ಸೂತ್ರ,ପଛୁଆ-ଇଣ୍ଟରପୋଲେସନ୍ ସୂତ୍ର |
ಸಮತೋಲನ,ସନ୍ତୁଳନ
ಸಮತೋಲಿತ ವಿನ್ಯಾಸ,ସନ୍ତୁଳିତ ଡିଜାଇନ୍ |
ಆಯವ್ಯಯ ಪಟ್ಟಿ,ତୂଳନା ପତ୍ର
ಬ್ಯಾಲಿಸ್ಟಿಕ್ ಕ್ಷಿಪಣಿ,ବାଲିଷ୍ଟିକ୍ କ୍ଷେପଣାସ୍ତ୍ର |
ಬ್ಯಾಲಿಸ್ಟಿಕ್ಸ್,ବାଲିଷ୍ଟିକ୍
ಬಾರ್,ଦଣ୍ଡିକା
ಬೇಸ್,ଆଧାର
ಮೂಲ ಕೋನ,ମୂଳ କୋଣ
ಲಾಗರಿಥಮ್ನ ಆಧಾರ,ଲୋଗାରିଦମର ଆଧାର |
ಮೂಲಭೂತ,ମ basic ଳିକ
ಮೂಲ ಕಾರ್ಯಸಾಧ್ಯ ಪರಿಹಾರ,ମ basic ଳିକ ସମ୍ଭାବ୍ୟ ସମାଧାନ |
ಮೂಲ ಪರಿಹಾರ,ମ basic ଳିକ ସମାଧାନ |
ಮೂಲ ವೇರಿಯಬಲ್,ମ basic ଳିକ ଭେରିଏବଲ୍ |
ಆಧಾರದ,ଆଧାର
ಆಧಾರ ಅಂಶ,ଆଧାର ଉପାଦାନ |
ಆಧಾರ ಮ್ಯಾಟ್ರಿಕ್ಸ್,ଆଧାର ମ୍ୟାଟ୍ରିକ୍ସ |
ವೆಕ್ಟರ್ ಜಾಗದ ಆಧಾರ,ଏକ ଭେକ୍ଟର ସ୍ପେସ୍ ର ଆଧାର |
ಉಪಸ್ಥಳದ ಆಧಾರ,ସବ୍ ସ୍ପେସ୍ ର ଆଧାର |
ಬೇಸಿಯನ್ ಅಂದಾಜು,ବାଏସିଆନ୍ ଆକଳନ |
ಬೇಯ್ಸ್ ಕಾನೂನು,ବାଇସ୍ ନିୟମ |
ಬೇಯಸ್ ಪ್ರಮೇಯ,ବାଇସ୍ ଥିଓରେମ୍ |
ಬರ್ನೌಲ್ಲಿ ವಿತರಣೆ,ବର୍ନୁଲି ବଣ୍ଟନ |
ಬರ್ನೌಲ್ಲಿ ಸಂಖ್ಯೆ,ବର୍ନୁଲି ସଂଖ୍ୟା |
ಬರ್ನೌಲ್ಲಿ ಸಂಭವನೀಯತೆ ಕಾರ್ಯ,ବର୍ନୁଲି ସମ୍ଭାବ୍ୟ କାର୍ଯ୍ୟ |
ಬರ್ನೌಲಿಯ ಸಮೀಕರಣ,ବର୍ନୁଲିଙ୍କ ସମୀକରଣ |
ಬೆರ್ರಿ ಕಾರ್ಯ,ବେରୀ କାର୍ଯ୍ୟ
ಅತ್ಯುತ್ತಮ ಫಿಟ್,ସର୍ବୋତ୍ତମ ଫିଟ୍ |
ಅತ್ಯುತ್ತಮ - ಫಿಟ್ ಲೈನ್,ସର୍ବୋତ୍ତମ - ଫିଟ୍ ଲାଇନ୍ |
ಉತ್ತಮ ಪರಿಹಾರ,ସର୍ବୋତ୍ତମ ସମାଧାନ |
ಅತ್ಯುತ್ತಮ ತಂತ್ರಗಳು,ସର୍ବୋତ୍ତମ ରଣନୀତି |
ಬೀಟಾ ವಿತರಣೆ,ବିଟା ବଣ୍ଟନ |
ಪಕ್ಷಪಾತ,ପକ୍ଷପାତ
ಪಕ್ಷಪಾತದ ಅಂದಾಜು,ପକ୍ଷପାତ ଅନୁମାନ |
ಬೈಹಾರ್ಮೋನಿಕ್ ಸಮೀಕರಣ,ବିହାରମୋନିକ୍ ସମୀକରଣ |
ಬೈಜೆಕ್ಷನ್,bijection
ಬೈಜೆಕ್ಟಿವ್ ನಕ್ಷೆ,ବାୟଜେକ୍ଟିଭ୍ ମାନଚିତ୍ର
ಬೈಜೆಕ್ಟಿವ್ ಮ್ಯಾಪಿಂಗ್,ବାୟଜେକ୍ଟିଭ୍ ମ୍ୟାପିଙ୍ଗ୍ |
ಬೈಲಿನಿಯರ್ ರೂಪ,ବିଲିନାର୍ ଫର୍ମ |
ಬೈಲಿನಿಯರ್ ಕಾರ್ಯ,ବିଲିନାର୍ ଫଙ୍କସନ୍
ಬೈಲಿನಿಯರ್ ಹರ್ಮಿಟಿಯನ್ ರೂಪ,ବିଲିନାର୍ ହର୍ମିଟିଆନ୍ ଫର୍ମ |
ಅವಳಿ,ବାଇନାରୀ
ಬೈನರಿ ಕೋಡ್,ବାଇନାରୀ କୋଡ୍ |
ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ,ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |
ಬೈನರಿ ಕೋಡಿಂಗ್,ବାଇନାରୀ କୋଡିଂ |
