Punjabi,Bengali
ਖੇਤੀਬਾੜੀ ਪੇਸਟੋਰਲ,কৃষি যাজক
ਫਸਲ ਪ੍ਰੋਸੈਸਿੰਗ,ফসল প্রক্রিয়াকরণ
ਘਾਹ ਵਿਗਿਆਨ,ঘাস বিজ্ঞান
ਫਸਲ ਦੀ ਕਿਸਮ,ফসলের ধরন
epiphyte,এপিফাইট
aikiochi ਮਿੱਟੀ,aikiochi মাটি
ਰੰਗ ਅੰਨ੍ਹਾਪਨ,বর্ণান্ধতা
alfisol,আলফিসল
ਐਲਗੀ,শৈবাল
ਐਲਗੀ ਰੋਗ,শেওলা রোগ
ਖਾਰੀ ਪਾਣੀ,ক্ষার জল
ਖਾਰੀ,ক্ষারীয়
ਵਿਕਲਪਕ,বিকল্প
ਐਲੇਲੋ ਕੈਮਿਸਟਰੀ,অ্যালেলো রসায়ন
ਐਲੀਲ,অ্যালিল
ਐਲੇਲੋਪੈਥੀ,অ্যালিলোপ্যাথি
ਵੇਥੀ ਦੀ ਫਸਲ,ভেথি ফসল
ਸੰਪੂਰਨਤਾ,পরিপূর্ণতা
ਗਰੱਭਧਾਰਣ ਕਰਨਾ,নিষিক্তকরণ
1. ਰਿਲੇਟੀਵਿਟੀ 2. ਐਲੋਮੈਟਰੀ,1. আপেক্ষিকতা 2. অ্যালোমেট্রি
multiploidy,multiploidy
1. ਪੈਰਾਜ਼ੀਗੋਸਿਟੀ,1. প্যারাজিগোসিটি
1. ਵਿਕਲਪਕ ਸਾਲ ਫੰਕਸ਼ਨ 2. ਵਿਕਲਪਕ ਫੰਕਸ਼ਨ,1. বিকল্প বছরের ফাংশন 2. বিকল্প ফাংশন
ਬਦਲਵੀਂ ਜ਼ਮੀਨ ਦੀ ਵਰਤੋਂ,বিকল্প ভূমি ব্যবহার
ਵਾਤਾਵਰਣ,পরিবেশ
ਸੁਧਾਰਕ,সংস্কারক
ਮਾਈਟੋਸਿਸ,মাইটোসিস
ਆਮੀਨ,আমীনান
ਐਮੋਨੀਅਨ,ammonion
amniferous,amniferous
1. ਬੇਅਸਰ ਰੂਪ 2. ਅਰੂਪੀ,1. অকার্যকর রূপ 2. অরূপী
amphibian ਮਿਸ਼ਰਣ,উভচর মিশ্রণ
ਐਮਫੋਟੇਰਿਕ,amphoteric
ਭੰਡਾਰ,মজুদ
1. ਐਨਾਇਰੋਬਿਕ 2. ਐਨਾਇਰੋਬਿਕ ਜੀਵ,1. অ্যানেরোবিক 2. অ্যানেরোবিক জীব
ਹੈਪਲੋਇਡ,হ্যাপ্লয়েড
ਕੋਣੀ ਲਾਉਣਾ,কৌণিক রোপণ
ਪਸ਼ੂ ਪਾਲਣ,পশুপালন
ਜਾਨਵਰ ਦੇ ਮਲ-ਮੂਤਰ,প্রাণীর মলমূত্র
ਜੀਵਤ ਊਰਜਾ,জীবন্ত শক্তি
ਅਸਧਾਰਨ,অস্বাভাবিক
ਇੱਕ ਸਾਲ ਪੁਰਾਣਾ ਪੌਦਾ,এক বছর বয়সী উদ্ভিদ
ਸਾਲਾਨਾ,বার্ষিক
1. ਅਨੰਦ 2. ਚਮਕ,1. পরমানন্দ 2. উচ্ছ্বাস
ਐਂਥ੍ਰੈਕਸ,অ্যানথ্রাক্স
ਮਾਨਵ-ਜਨਕ ਕਾਰਕ,নৃতাত্ত্বিক কারণ
ਬਚਾਅ,বেঁচে থাকা
1. ਐਂਟੀਬਾਇਓਟਿਕ 2. ਐਂਟੀਬਾਇਓਟਿਕ,1. অ্যান্টিবায়োটিক 2. অ্যান্টিবায়োটিক
ਘਿਣਾਉਣੀ,বিকর্ষণকারী
ਐਂਟੀਆਕਸੀਡੈਂਟ,অ্যান্টিঅক্সিডেন্ট
ਐਂਟੀਟੌਕਸਿਨ,অ্যান্টিটক্সিন
ਰਿੰਗ ਉਂਗਲ,অনামিকা আঙুল
1. ਐਫੀਡ 2. ਮਹੂ 3. ਚੇਪਾ,1. এফিড 2. মাহু 3. চেপা
ਚੋਟੀ ਦੇ ਮੁਕੁਲ,শীর্ষ কুঁড়ি
ਸਿਖਰ ਪ੍ਰਭਾਵ,সর্বোচ্চ কার্যকারিতা
ਮਧੂ ਮੱਖੀ ਪਾਲਣ,মৌমাছি পালন
ਅਲੌਕਿਕਤਾ,অযৌনতা
apoptosis,apoptosis
ਜੋੜ,পরিশিষ্ট
ਭੁੱਖ ਵਧਾਉਣ ਵਾਲਾ,ক্ষুধার্ত
ਲਾਗੂ ਕੀਤਾ,প্রয়োগ করা
ਜਲਜੀ ਬੂਟੀ,জলজ আগাছা
1. ਰੁੱਖ 2. ਰੁੱਖ ਨਿਵਾਸੀ,1. গাছ 2. গাছের বাসিন্দা
ਬ੍ਰਾਂਚਿੰਗ,শাখা
ਪ੍ਰੋਟੋਬੋਟੈਨੀਕਲ ਰਿਕਾਰਡ,প্রোটোবোটানিকাল রেকর্ড
ਜ਼ੋਨ ਨੰਬਰ,জোন নম্বর
1. ਖੇਤਰ 2. ਖੇਤਰ,1. এলাকা 2. এলাকা
ਖੁਸ਼ਕ ਈਕੋਸਿਸਟਮ,শুষ্ক বাস্তুতন্ত্র
cotyledon,cotyledon
ਸੌਰਭ,সৌরভ
ਖੁਸ਼ਬੂਦਾਰ ਪੌਦਾ,সুগন্ধি উদ্ভিদ
ਸੁਗੰਧਿਤ ਚੌਲ,সুগন্ধি চাল
ਇਕੁ ਪੁਸ਼ਪੰ ॥,ইক্ষু পুষ্পন
ਅਸੈਪਟਿਕ,অ্যাসেপটিক
1. ਅਸੈਪਟਿਕ 2. ਅਸੈਪਟਿਕ,1. অ্যাসেপটিক 2. অ্যাসেপটিক
ਅਲੌਕਿਕ ਪ੍ਰਜਨਨ,অস্ত্রোপচার
ਆਕਾਰ,আকার
ਸੰਪਤੀ,সম্পদ
1. ਸਮੀਕਰਨ 2. ਸਮੀਕਰਨ,1. আত্তীকরণ 2. আত্তীকরণ
1. ਐਸੋਸੀਏਸ਼ਨ 2. ਐਸੋਸੀਏਸ਼ਨ,1. সমিতি 2. সমিতি
1. ਕਾਲਮ 2. astringency,1. কলাম 2. কৃপণতা
heterozygosity,হেটেরোজাইগোসিটি
1. ਪੂਰਵਜ 2. ਅਟਾਵਿਜ਼ਮ,1. পূর্বপুরুষ 2. অ্যাটাভিজম
ਕਣ,কণা
1. ਅਪੁਸ਼ਟਤਾ 2. ਵਿਗਾੜ,1. অনিশ্চয়তা 2. দুর্বলতা
ਸਵੈ ਜੋੜਾ,স্ব জোড়া
autolysis,অটোলাইসিস
1. ਸੁਭਾਵਕ ਆਕਸੀਕਰਨ 2. ਸਵੈ-ਚਾਲਤ ਆਕਸੀਕਰਨ,1. স্বতঃস্ফূর্ত জারণ 2. স্বতঃস্ফূর্ত জারণ
ਸਵੈ ਮਲਟੀਪਲੈਕਸ,স্বয়ং মাল্টিপ্লেক্সড
auxin,অক্সিন
1. ਹਿਲਾ 2. ਟੌਡ,1. কাঁপানো 2. টোড
ਸਜ਼ਾ ਵਾਇਰਸ,পেনাল ভাইরাস
1. ਬੇਸੀਲਸ 2. ਬੇਸੀਲਸ,1. ব্যাসিলাস 2. ব্যাসিলাস
1. ਬੈਕਟੀਰੀਆ 2. ਬੈਕਟੀਰੀਆ,1. ব্যাকটেরিয়া 2. ব্যাকটেরিয়া
ਬੈਕਟੀਰੀਆ ਦੇ ਜ਼ਹਿਰ,ব্যাকটেরিয়াল টক্সিন
ਬੈਗਾਸ,ব্যাগাস
ਸੰਤੁਲਨ ਸ਼ੀਟ,ব্যালেন্স শীট
ਸੰਤੁਲਿਤ ਖਾਦ ਦੀ ਵਰਤੋਂ,সুষম সার ব্যবহার
ਬਾਰ ਗ੍ਰਾਫ,বার গ্রাফ
ਸੱਕ,বাকল
1. ਬੈਰੋਮੀਟਰ 2. ਬੈਰੋਮੀਟਰ,1. ব্যারোমিটার 2. ব্যারোমিটার
1. ਬਜ਼ਰ 2. ਜੜ 3. ਬੰਜਰ,1. গুঞ্জন 2. অদৃশ্য 3. অনুর্বর
1. ਅਧਾਰ 2. ਅਧਾਰ 3. ਕੱਪਾਂਗ,1. বেস 2. বেস 3. কাপং
1. ਤਾਲਾ 2. ਬੇਸਿਨ,1. টালা 2. বেসিন
ਤਾਲਾਬੀਸਰੀ,তালাবিসারি
1. ਬੇਸਿਸਟਰਨਮ 2. ਰੂਟ ਹੋਲਡਰ,1. বেসিস্টেরনাম 2. রুট ধারক
ਖਾੜੀ ਮਾਨਸੂਨ,উপসাগরীয় বর্ষা
ਫਲ ਪੌਦਾ,ফলের উদ্ভিদ
ਬਿਸਤਰਾ,বিছানা
ਬੈੱਡ ਪੌਦਾ,বিছানা উদ্ভিদ
ਬਿਸਤਰਾ,বিছানাপত্র
ਚੁਕੰਦਰ ਗੁੜ,বীট গুড়
ਘੰਟੀ,বেল
1. ਪੱਟੀ 2. ਭੂਮੀ,1. স্ট্রিপ 2. ভূখণ্ড
ਲਾਭ-ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ,লাভ-খরচ বিশ্লেষণ
ਚਾਹਵਾਨ (ਨਮੂਨਾ),উচ্চাকাঙ্ক্ষী (স্যাম্পলিং)
ਦੋ-ਸਾਲਾ ਪੌਦੇ,দ্বিবার্ষিক গাছপালা
ਬਾਇਨੋਮੀਅਲ,দ্বিপদ
ਬਾਇਓਫੈਕਟਰ,বায়োফ্যাক্টর
ਜੈਵਿਕ ਜਲਵਾਯੂ,জৈবিক জলবায়ু
ਬਾਇਓ ਊਰਜਾ,জৈব শক্তি
ਜੀਵ-ਜੰਤੂ ਵਾਤਾਵਰਣ,প্রাণীজগতের বাস্তুসংস্থান
1. ਬਾਇਓ-ਪ੍ਰੋਸੈਸਰ 2. ਬਾਇਓ-ਰਿਐਕਟਰ,1. বায়ো-প্রসেসর 2. বায়ো-চুল্লি
ਜੀਵ-ਮੰਡਲ,জীবজগৎ
ਬਾਇਓਟਿਕ,জৈবিক
ਜੀਵ-ਜੰਤੂ,প্রাণীজগত
ਡਿਵਿਲਿੰਗੀ,ডিভিলিঙ্গি
ਧਵਲਨ,ধওলান
1. ਪ੍ਰਧਵਾਸਨ (ਰੋਗ) 2. ਗਸਟ ਰੋਗ,1. প্রধবাসন (রোগ) 2. দমকা রোগ
ਮਿਲਾਉਣਾ,মিশ্রন
1. ਅੰਗਮਾਰੀ (ਰੋਗ) 2. ਝੁਲਸ (ਰੋਗ),1. আংমারী (রোগ) 2. ব্লাইট (রোগ)
1. ਛਾਲੇ 2. ਛਾਲੇ 3. ਫਟਣਾ 4. ਛਾਲੇ,1. ফোস্কা 2. ফোস্কা 3. বিস্ফোরণ 4. ফোস্কা
ਨੀਲੀ ਕ੍ਰਾਂਤੀ,নীল বিপ্লব
ਪਲੈਨਰ ਹੀਟਿੰਗ ਚੈਂਬਰ,প্ল্যানার হিটিং চেম্বার
ਪਲੈਨਰ ਹੀਟਿੰਗ ਤਕਨਾਲੋਜੀ,প্ল্যানার হিটিং প্রযুক্তি
ਬਰੈਨ,তুষ
ਬ੍ਰਾਂਚਿੰਗ,শাখা
1. ਟਹਿਣੀ 2. ਸਬਬ੍ਰਾਂਚ,1. ডালপালা 2. উপশাখা
ਨਸਲ,বংশবৃদ্ধি
ਪ੍ਰਜਨਨ,প্রজনন
ਸ਼ੁਰੂਆਤੀ ਉਗਣ ਦਾ ਇਲਾਜ,প্রাথমিক অঙ্কুর চিকিত্সা
1. ਬੱਚਾ 2. ਅੰਡੇ 3. ਭਰੂਣ,1. বাচ্চা 2. ডিম 3. ভ্রূণ
ਉਭਰਦਾ,উদীয়মান
ਬਜਟ,বাজেট
1. ਐਮਫੋਟੇਰਿਕ 2. ਬਫਰ,1.অ্যাম্ফোটেরিক 2. বাফার
ਮਿਠਾ ਆਲੂ,মিষ্টি আলু
ਬੰਟ (ਰੋਗ),বান্ট (রোগ)
1. ਉਪ-ਉਤਪਾਦ 2. ਉਪ-ਉਤਪਾਦ,1. উপজাত 2. উপজাত
c ਨਮੀ ਨਿਰਧਾਰਨ ਕਰਵ,c আর্দ্রতা স্পেসিফিকেশন বক্ররেখা
ਤੇਲ ਕੇਕ,তেল পিষ্টক
1. ਚੂਨਾ 2. ਕੈਲਸ਼ੀਅਮ,1. চুন 2. ক্যালসিয়াম
ਕੈਲਸੀਓਨ,ক্যালসিয়ন
ਫਾਸਫੇਟ ਹਟਾਉਣ,ফসফেট অপসারণ
1. ਕਿਨਾਟਾ 2. ਕੈਲਾਟਾ,1. কিনাটা 2. কালটা
1. ਕੈਲਸ 2. ਕਿਰਨ,1.ক্যালাস 2. রশ্মি
1. ਸੈਪਲਸ 2. ਕੈਲਿਕਸ,1. সেপালস 2. ক্যালিক্স
ਬਾਹਰੀ ਅੰਤ,বহির্মুখী শেষ
ਏਡਾ,এধা
ਕੈਂਕਰ (ਬੈਕਟੀਰੀਆ ਦੀ ਬਿਮਾਰੀ),ক্যানকার (ব্যাকটেরিয়াজনিত রোগ)
ਕੈਨਿੰਗ,ক্যানিং
ਅਸਮਾਨ,আকাশ
ਵਿੱਤ,অর্থায়ন
ਪਰਾਗੀਕਰਨ (ਅੰਜੀਰ ਦਾ),পরাগায়ন (ডুমুরের)
1. ਕੈਪਸੂਲ 2. ਕੈਪਸੂਲ 3. ਕੈਪਸੂਲ,1. ক্যাপসুল 2. ক্যাপসুল 3. ক্যাপসুল
ਕਾਰਬਨਾਈਜ਼ਡ,কার্বনাইজড
ਕਾਰਬਨਾਨ,কার্বনান
carapace,ক্যারাপেস
ਬਰੇਸਲੈੱਟ,ব্রেসলেট
1. ਕਾਸਟਿੰਗ (ਲੋਹਾ) 2. ਕਸ਼ਤੀ (ਕੀੜੇ),1. ঢালাই (লোহা) 2. ক্ষিপ্তি (পোকা)
catabolism,catabolism
ਪ੍ਰੇਰਣਾ,প্ররোচনা
1. ਕੈਟਰਪਿਲਰ 2. ਕੈਟਰਪਿਲਰ,1. শুঁয়োপোকা 2. শুঁয়োপোকা
c d. ਐਨ. a ਸੰਗ੍ਰਹਿ,গ d. এন. ক সংগ্রহ
ਸੀਮਾ,পরিসীমা
1. ਸੈੱਲ 2. ਸੈੱਲ,1. কোষ 2. কোষ
ਕੇਂਦਰੀ ਫਰੰਟ ਸਿਸਟਮ,কেন্দ্রীয় ফ্রন্ট সিস্টেম
1. ਪੁਆਇੰਟ 2. ਫੋਕਸ,1. পয়েন্ট 2. ফোকাস
centrifugation,কেন্দ্রীকরণ
ਸੈਂਟਰਿਫਿਊਜ,সেন্ট্রিফিউজ
ਸਟਾਰ ਸੈਂਟਰ,তারকা কেন্দ্র
epigenetic,এপিজেনেটিক
ਕੇਂਦਰਜਾ,কেন্দ্রজা
ਲੂਮ,তাঁত
1. ਸੀਰੀਅਲ 2. ਸੀਰੀਅਲ,1. সিরিয়াল 2. সিরিয়াল
1. ਸਰਟੀਫਿਕੇਸ਼ਨ 2. ਸਰਟੀਫਿਕੇਸ਼ਨ,1. সার্টিফিকেশন 2. সার্টিফিকেশন
ਪ੍ਰਮਾਣਿਤ ਬੀਜ,প্রত্যয়িত বীজ
1. ਤੂੜੀ 2. ਕੁੱਟੀ 3. ਸ਼ਲਕ ਸਹਪਾਤਰਾ,1. খড় 2. কুট্টি 3. শলক সহপাত্র
1. ਨਿਭਾਗ 2. ਕੈਲਜਾ,1. নিভাগ 2. কৈলাজা
ਕਾਇਮੋਗ੍ਰਾਫੀ,কাইমোগ্রাফি
1. ਕੀਜ਼ਮਾ 2. ਵਿਅਸਤ,1. কিয়াজমা 2. ব্যস্ত
ਸੁਪਰ ਕੂਲਿੰਗ ਘੰਟੇ,সুপার কুলিং ঘন্টা
ਠੰਡ ਦਾ ਨੁਕਸਾਨ,তুষারপাত ক্ষতি
1. ਵੀਚਰੋਤਕੀ 2. ਚਿਮੇਰਾ,1. ভিচিরোটাকি 2. কাইমেরা
ਹਰਾ ਦਲੀਆ,সবুজ porridge
1. ਪੱਤੇ 2. ਹਰੇ,1. পাতা 2. সবুজ
ਸਾਇਨੋਸਿਸ,সায়ানোসিস
ਜੈਵਿਕ ਵੰਡ ਵਿਗਿਆਨ,জৈবিক বিতরণ বিজ্ঞান
1. ਕ੍ਰੋਮੇਟਿਡਜ਼ 2. ਅੱਧੇ ਕ੍ਰੋਮੋਸੋਮਜ਼,1. ক্রোমাটিডস 2. অর্ধেক ক্রোমোজোম
chromatin,ক্রোমাটিন
ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ,ক্রোমাটোগ্রাফি
chromatinlation,ক্রোমাটিনলেশন
ਅਟਲ ਬਿੰਦੂ,অলিন্দ বিন্দু
chromatogenesis,ক্রোমাটোজেনেসিস
1. ਕ੍ਰੋਮੋਪ੍ਰੋਟੀਨ 2. ਪਿਗਮੈਂਟਪ੍ਰੋਟੀਨ,1. ক্রোমোপ্রোটিন 2. পিগমেন্টপ্রোটিন
1. ਕ੍ਰੋਮੋਸੋਮਜ਼ 2. ਕ੍ਰੋਮੋਸੋਮਜ਼,1. ক্রোমোজোম 2. ক্রোমোজোম
1. ਪੁਰਾਣੀ 2. ਪੁਰਾਣੀ 3. ਪੁਰਾਣੀ 4. ਪੁਰਾਣੀ,1. দীর্ঘস্থায়ী 2. দীর্ঘস্থায়ী 3. দীর্ঘস্থায়ী 4. অপ্রচলিত
citrange,citrange
ਪਤਝੜ ਤਿਉਹਾਰ,শরৎ উৎসব
ਵਰਗੀਕਰਨ,শ্রেণীবিভাগ
1. ਮਿੱਟੀ 2. ਮਿੱਟੀ,1. কাদামাটি 2. কাদামাটি
1. ਸਫਾਈ 2. ਰਗੜਨਾ 3. ਸਫਾਈ 4. ਸ਼ੁੱਧੀਕਰਨ,1. পরিষ্কার করা 2. স্ক্রাবিং 3. পরিষ্কার করা 4. পরিশোধন
ਲਗਾਤਾਰ ਪਰਾਗਣ,অবিরাম পরাগায়ন
cruciferous ਫਲ,ক্রুসিফেরাস ফল
ਜਲਵਾਯੂ,জলবায়ু
ਜਲਵਾਯੂ ਵਿਗਿਆਨ,জলবায়ুবিদ্যা
ਕੱਟਣਾ,শিয়ার
ਗੰਢ (ਮਿੱਟੀ),পিণ্ড (কাদামাটি)
ਕਲੋਨ,ক্লোন
1. ਬੱਦਲ 2. ਬੱਦਲ,1.মেঘ 2.মেঘ
ਝੁੰਡ,clump
ਝੁੰਡ,গুচ্ছ
1. ਮੋਟਾ 2. ਮੋਟਾ 3. ਕੱਚਾ 4. ਮੋਟਾ,1. মোটা 2. রুক্ষ 3. কাঁচা 4. রুক্ষ
1. ਕਵਰ 2. ਚਮੜਾ,1. কভার 2. লেদারেট
ਕੋਯਾ,কোয়া
1. ਕੋਐਨਜ਼ਾਈਮ 2. ਕੋ-ਐਨਜ਼ਾਈਮ,1. কোএনজাইম 2. কো-এনজাইম
ਤਾਲਮੇਲ,সংহতি
1. ਫਾਈਬਰ (ਜੂਟ ਜੂਟ) 2. ਨਾਰੀਅਲ ਮੋਟੇ,1. ফাইবার (পাট পাট) 2. নারকেল মোটা
ਮੁਲੰਕੁਰ ਚੋਲਾ,মুলাঙ্কুর চোলা
,
ਕੋਲਾਇਡ (ਮਿੱਟੀ),কলয়েড (মাটি)
1.ਕਾਲਮ 2.ਕੋਲੁਮੇਲਾ,1.কলাম 2.columella
1. ਜੁਰਮਾਨਾ 2. ਕਾਲਮ 3. ਕਾਲਮ,1. শাস্তি 2. কলাম 3. কলাম
ਸਾਂਝ,যোগাযোগ
ਵਪਾਰਕ ਬੈਂਕ,বাণিজ্যিক ব্যাংক
1. ਵਸਤੂ 2. ਵਪਾਰਕ ਮਾਲ,1. পণ্য 2. পণ্যদ্রব্য
ਭਾਈਚਾਰਾ,সম্প্রদায়
ਮਿਸ਼ਰਣ (ਮਿੱਟੀ ਦਾ),কম্প্যাকশন (মাটির)
1. ਅਨੁਕੂਲਤਾ 2. ਅਨੁਕੂਲਤਾ,1. সামঞ্জস্যতা 2. সামঞ্জস্য
ਅਨੁਕੂਲਤਾ,সামঞ্জস্য
1. ਮੁਆਵਜ਼ਾ 2. ਮੁਆਵਜ਼ਾ,1. ক্ষতিপূরণ 2. ক্ষতিপূরণ
ਪ੍ਰਤੀਯੋਗੀ ਪਰਸਪਰ ਪ੍ਰਭਾਵ,প্রতিযোগিতামূলক মিথস্ক্রিয়া
ਪੂਰਕ ਫਸਲ,সম্পূরক ফসল
1. ਸੰਯੁਕਤ 2. ਗੁੰਝਲਦਾਰ,1. যৌগিক 2. জটিল
ਸੰਵਿਧਾਨਕ,গঠনকারী
ਰਚਨਾ,গঠন
ਖਾਦ,কম্পোস্ট
