Bengali,Marathi
অ্যারে,रचना
অ্যারে ক্যাশে,अॅरे कॅशे
অ্যারে কম্পিউটার,अॅरे संगणक
অ্যারে উপাদান,अॅरे घटक
অ্যারের নাম,अॅरे नाव
অ্যারে প্রসেসর,अॅरे प्रोसेसर
তীর চিহ্ন,बाण दर्शक बटणे
উচ্চারণ,उच्चार
উচ্চারণ বিন্দু,उच्चार बिंदू
কৃত্রিম কম্প্যাকশন,कृत्रिम कॉम्पॅक्शन
কৃত্রিম নিয়ন্ত্রণ,कृत्रिम नियंत्रण
কৃত্রিম বুদ্ধিমত্তা,कृत्रिम बुद्धिमत्ता
আরোহী,चढणारा
আরোহী সাজানোর,चढत्या क्रमवारी
ASCII বেটিকাল অর্ডার,ASCII बेटिकल ऑर्डर
ASCII নিয়ন্ত্রণ চরিত্র,ASCII नियंत्रण वर्ण
ASCII ফাইল,ASCII फाइल
ASCII ফন্ট,ASCII फॉन्ट
ASCII স্থানান্তর,ASCII हस्तांतरण
আনুমানিক অনুপাত,प्रसर गुणोत्तर
এএসপিআই,एएसपीआय
ASR টাইমার,ASR टाइमर
একত্রিত করা,एकत्र करणे
সংযোজনকারী,असेंबलर
সমাবেশ,विधानसभा
এসেম্বলি,विधानसभा भाषा
দাবী,प्रतिपादन
নিয়োগ,असाइनमेंट
সংঘ,संघटना
সহযোগী ঠিকানা,सहयोगी पत्ता
সহযোগী স্মৃতি,सहयोगी स्मृती
asteric,asteric
অপ্রতিসম,असममित
অ্যাসিঙ্ক্রোনাস,असिंक्रोनस
অ্যাসিঙ্ক্রোনাস ডিজিটাল সাবস্ক্রাইবার লাইন (ADSL),असिंक्रोनस डिजिटल सबस्क्राइबर लाइन (ADSL)
অ্যাসিঙ্ক্রোনাস টাইম ডিভিশন মাল্টিপ্লেক্সিং (ATDM),असिंक्रोनस टाइम डिव्हिजन मल्टीप्लेक्सिंग (ATDM)
অ্যাসিঙ্ক্রোনাস স্থানান্তর,असिंक्रोनस हस्तांतरण
অ্যাসিঙ্ক্রোনাস ট্রান্সফার মোড (এটিএম),एसिंक्रोनस ट्रान्सफर मोड (एटीएम)
পরমাণু,अणू
সংযুক্ত নথি,संलग्न दस्तऐवज
সংযুক্ত ফাইল,संलग्न फाइल
সংযুক্তি,संलग्नक
বৈশিষ্ট্য,विशेषता
শ্রুতি,ऑडिओ
অডিট প্রোগ্রামিং,ऑडिट प्रोग्रामिंग
নিরীক্ষা পথ,तपासणीचे सूत्र
বৃদ্ধি,वाढ
প্রমাণীকরণ প্রোটোকল,प्रमाणीकरण प्रोटोकॉल
অথরিং সিস্টেম,ऑथरिंग सिस्टम
অনুমোদন,अधिकृतता
স্বয়ংক্রিয় বিমূর্ত,स्वयं गोषवारा
অটোবুটিং,ऑटोबूटिंग
অটোক্যাড,ऑटोकॅड
অটোলগ চালু,ऑटोलॉग चालू
স্বয়ংক্রিয়,स्वयंचलित
স্বয়ংক্রিয় তত্ত্ব,ऑटोमेटा सिद्धांत
স্বয়ংক্রিয় কম্পিউটিং,स्वयंचलित संगणन
স্বয়ংক্রিয় তথ্য প্রক্রিয়াকরণ,स्वयंचलित डेटा प्रक्रिया
স্বয়ংক্রিয় ত্রুটি সংশোধন,स्वयंचलित त्रुटी सुधारणा
স্বয়ংক্রিয় ফাংশন,स्वयंचलित कार्य
স্বয়ংক্রিয় সূচীকরণ,स्वयंचलित अनुक्रमणिका
স্বয়ংক্রিয় লাইব্রেরি কল,स्वयंचलित लायब्ररी कॉल
স্বয়ংক্রিয় প্রোগ্রামিং,स्वयंचलित प्रोग्रामिंग
স্বয়ংক্রিয় পুনরুদ্ধার প্রোগ্রাম,स्वयंचलित पुनर्प्राप्ती कार्यक्रम
স্বয়ংক্রিয় রুটিন,स्वयंचलित दिनचर्या
স্বয়ংক্রিয় সিস্টেম পুনরুদ্ধার,स्वयंचलित प्रणाली पुनर्प्राप्ती
স্বয়ংক্রিয় টেলার মেশিন (এটিএম),स्वयंचलित टेलर मशीन (एटीएम)
অটোমেশন,ऑटोमेशन
স্বয়ংক্রিয় চালু,ऑटो प्ले
অটোসেভ,स्वयं जतन करा
সহায়ক,सहाय्यक
অক্জিলিয়ারী মেমরি,सहाय्यक मेमरी
অক্জিলিয়ারী স্টোরেজ,सहायक स्टोरेज
প্রাপ্তিসাধ্য তালিকা,उपलब्ध यादी
উপলব্ধ সময়,उपलब्ध वेळ
গড়,सरासरी
awk (ভাষা),awk (भाषा)
ব্যাকএন্ড,बॅकएंड
ব্যাকএন্ড প্রসেসর,बॅकएंड प्रोसेसर
ব্যাকফেস অপসারণ,बॅकफेस काढणे
পটভূমি প্রক্রিয়াকরণ,पार्श्वभूमी प्रक्रिया
ব্যাকিং স্টোর,बॅकिंग स्टोअर
ব্যাকপ্যাচিং,बॅकपॅचिंग
ব্যাকস্পেস,बॅकस्पेस
ব্যাকট্র্যাকিং,बॅकट्रॅकिंग
ব্যাক আপ,बॅकअप
ব্যাক আপ মেমরি,बॅकअप मेमरी
পিছনের ত্রুটি পুনরুদ্ধার,मागास त्रुटी पुनर्प्राप्ती
ব্যালেন্স শীট,ताळेबंद
ব্যান্ড,बँड
ব্যান্ড প্রস্থ,बँड रुंदी
ব্যাংকারের অ্যালগরিদম,बँकरचा अल्गोरिदम
বার কোড,बार कोड
বারকোড স্ক্যানার,बार कोड स्कॅनर
বার গ্রাফ,बार आलेख
ভিত্তি ঠিকানা,मूळ पत्ता
বেস ব্যান্ড,बेस बँड
ভিত্তি নম্বর,आधार क्रमांक
ভিত্তি টেবিল,बेस टेबल
বেসিক,बेसिक
মৌলিক নিয়ন্ত্রণ,मूलभूत नियंत्रण
মৌলিক ইনপুট,मूलभूत इनपुट
মৌলিক নির্দেশ,मूलभूत सूचना
মৌলিক আউটপুট,मूलभूत आउटपुट
মৌলিক পদক্ষেপ,मूलभूत पायरी
ব্যাচ,तुकडी
ব্যাচ ফাইল,बॅच फाइल
ব্যাচ অবস্থান,बॅच स्थिती
ধির গতির কাজ,बॅच प्रक्रिया
ব্যাচ সিস্টেম,बॅच सिस्टम
বউড,बॉड
বড হার,बॉड दर
মরীচি,तुळई
মাপকাঠি,बेंचमार्क
দ্বিমুখী যোগাযোগ,द्विदिश संप्रेषण
দ্বিমুখী লিঙ্ক,द्विदिश दुवा
বাইনারি কোড,बायनरी कोड
বাইনারি সংখ্যা,बायनरी अंक
বাইনারি ইনপুট আউটপুট সিস্টেম (BIOS),बायनरी इनपुट आउटपुट सिस्टम (BIOS)
বাইনারি সংখ্যা,बायनरी संख्या
বাইনারি অপারেটর,बायनरी ऑपरेटर
বাইনারি সম্পর্ক,बायनरी संबंध
বাইনারি অনুসন্ধান,बायनरी शोध
বাইনারি সার্চ ট্রি (BST),बायनरी सर्च ट्री (BST)
বাইনারি স্থানান্তর,बायनरी हस्तांतरण
বাইনারি গাছ,बायनरी झाड
বাইপোলার মেমরি,द्विध्रुवीय मेमरी
জন্ম মৃত্যু মডেল,जन्म मृत्यू मॉडेल
জন্ম মৃত্যু প্রক্রিয়া,जन्म मृत्यू प्रक्रिया
বিট,बिट
বিট দোষ,थोडा दोष
বিট মানচিত্র,बिट नकाशा
বিট ম্যাপ পিক্সেল (BMP),बिट मॅप पिक्सेल (BMP)
বিট ম্যাট্রিক্স,बिट मॅट्रिक्स
বিট প্যাটার্ন,बिट नमुना
বিট অবস্থান,बिट स्थिती
বিট হার,बिट दर
কালো বক্স পরীক্ষা,ब्लॅक बॉक्स चाचणी
মিটমিট করে,लुकलुकणे
ব্লক,ब्लॉक
ব্লক ক্যাশে,ब्लॉक कॅशे
ব্লক চেক,ब्लॉक चेक
ব্লক কপি,ब्लॉक कॉपी
ব্লক ডায়াগ্রাম,ब्लॉक आकृती
ব্লকিং নেটওয়ার্ক,ब्लॉकिंग नेटवर्क
বোর্ড,बोर्ड
বই চিহ্ন,पुस्तक चिन्ह
বুলিয়ান বীজগণিত,बुलियन बीजगणित
বুলিয়ান সম্পর্ক,बुलियन संबंध
বুট পার্টিশন,बूट विभाजन
বুট strapping,बूट strapping
বুট-স্ট্র্যাপ লোডার,बूट-स्ट्रॅप लोडर
সেতু,पूल
ব্রডব্যান্ড নেটওয়ার্কিং,ब्रॉडबँड नेटवर्किंग
সম্প্রচার,प्रसारण
রেডিও সম্প্রচার,रेडिओ प्रसारित करा
ব্রাউজ,ब्राउझ करा
ব্রাউজার,ब्राउझर
বি-বৃক্ষ,बी-वृक्ष
বুদ্বুদ মেমরি,बबल मेमरी
বুদ্বুদ সাজানোর,बबल क्रमवारी
বালতি,बादली
বন্ধু সিস্টেম,मित्र प्रणाली
বাজেট কার্যকর নিয়ন্ত্রণ,बजेट प्रभावी नियंत्रण
বাফার,बफर
বাগ,किडा
বাস,बस
বাইট,बाइट
বাইট কোড,बाइट कोड
গ,c
সি++,C++
ক্যাশে,कॅशे
ক্যাশে বাফার,कॅशे बफर
ক্যাশ মেমরি,कॅशे मेमरी
গণনা,गणना
ক্যালকুলেটর,कॅल्क्युलेटर
ক্যালকুলেটর চিপ,कॅल्क्युलेटर चिप
কল,कॉल
নামে ডাক,नावाने कॉल करा
রেফারেন্স দ্বারা কল করুন,संदर्भानुसार कॉल करा
মূল্য দ্বারা কল,मूल्यानुसार कॉल करा
ভেরিয়েবল দ্বারা কল,व्हेरिएबल्सद्वारे कॉल करा
কল গেট,कॉल गेट
বাতিল,रद्द करा
বাতিল বোতাম,रद्द करा बटण
ক্যানোনিকাল,प्रामाणिक
ক্যানোনিকাল ফর্ম,प्रामाणिक स्वरूप
ক্ষমতা,क्षमता
ক্ষমতা তালিকা,क्षमता यादी
ক্ষমতা,क्षमता
ক্যাপ লক কী,कॅप्स लॉक की
কার্ড,कार्ड
কার্ড পাঠক,कार्ड रीडर
কার্ডিনালিটি,मुख्यत्वे
বাহক,वाहक
ক্যারিয়ার ব্যান্ড,वाहक बँड
ক্যারিয়ার লোড,वाहक लोड
ক্যারিয়ার সংকেত,वाहक सिग्नल
ক্যারিয়ার তরঙ্গ,वाहक लहर
বহন,वाहून नेणे
অঙ্ক বহন,कॅरी अंक
পতাকা বহন,ध्वज घेऊन जा
কার্তুজ ডিস্ক,काडतूस डिस्क
ক্যাসকেড,कॅस्केड
মামলা,केस
ক্যাথড রে টিউব (সিআরটি),कॅथोड रे ट्यूब (सीआरटी)
ক্যাথোড রে টিউব (CRT),कॅथोड रे ट्यूब (सीआरटी)
সিডি রম ডিস্ক ড্রাইভ,CD ROM डिस्क ड्राइव्ह
কোষ,सेल
সেল অ্যানিমেশন,सेल अॅनिमेशन
মোবাইল ফোন,भ्रमणध्वनी
কেন্দ্রীয় স্মৃতি,केंद्रीय स्मृती
কেন্দ্রীয় প্রক্রিয়াকরণ ইউনিট (CPU),सेंट्रल प्रोसेसिंग युनिट (CPU)
কেন্দ্রীভূত ব্যবস্থা,केंद्रीकृत प्रणाली
প্রত্যয়িত টেপ,प्रमाणित टेप
চেইন,साखळी
চেইন ডেটা,साखळी डेटा
চেইন লিঙ্ক,साखळी दुवा
চেইনিং,चेनिंग
চ্যানেল,चॅनल
চ্যানেল ব্যস্ত টোন,चॅनेल व्यस्त टोन
চ্যানেল ক্ষমতা,चॅनेल क्षमता
চ্যানেল কন্ট্রোলার,चॅनेल नियंत्रक
চ্যানেল ত্রুটি,चॅनेल त्रुटी
চ্যানেল প্রোগ্রাম,चॅनेल कार्यक्रम
চ্যানেল নির্ভরযোগ্যতা,चॅनेल विश्वसनीयता
চ্যানেল সেট,चॅनेल सेट
চরিত্র,वर्ण
অক্ষর কোড,वर्ण कोड
অক্ষর কী,वर्ण की
চরিত্র পাঠক,वर्ण वाचक
অক্ষরের আকার,वर्ण आकार
চার্ট,तक्ता
চ্যাসিস,चेसिस
চেক বিট,बिट तपासा
অংকের চেক,चेक अंक
চেক যোগফল,बेरीज तपासा
চেক শব্দ,शब्द तपासा
চিপ,चिप
চিপ সেট,चिप संच
পছন্দ করা,निवडा
বর্ণগতভাবে,रंगीत
গোপনীয় কোড,सिफर
সার্কিট,सर्किट
বৃত্তাকার তালিকা,परिपत्रक यादी
সাইরাস,सायरस
উদ্ধৃতি,उद्धरण
ক্লাস,वर्ग
ক্লাস পরিবর্তনশীল,वर्ग व्हेरिएबल
শ্রেণীবিভাগ,वर्गीकरण
স্পষ্ট,स्पष्ट
পরিষ্কার এলাকা,स्पष्ट क्षेत्र
পরিষ্কার চ্যানেল,साफ चॅनेल
ক্লিক,क्लिक करा
ক্লায়েন্ট,ग्राहक
ক্লায়েন্ট সার্ভার,क्लायंट सर्व्हर
ক্লায়েন্ট স্টাব,क्लायंट स्टब
ক্লিপ আর্ট,क्लिप आर्ट
ক্লিপ আর্ট লাইব্রেরি,क्लिप आर्ट लायब्ररी
ক্লিপ বোর্ড,क्लिप बोर्ड
ক্লিপার,क्लिपर
ক্লিপার চিপ,क्लिपर चिप
চক্র,गट
ঘড়ি,घड्याळ
ঘড়ি চক্র,घड्याळ चक्र
ঘড়ি ফ্রিকোয়েন্সি,घड्याळ वारंवारता
ঘড়ির হার্ডওয়্যার,घड्याळ हार्डवेअर
ঘড়ির নাড়ি,घड्याळाची नाडी
ঘরির গতি,घड्याळाचा वेग
ঘড়ি সিঙ্ক্রোনাইজেশন,घड्याळ सिंक्रोनाइझेशन
ঘড়ির টিক টিক,घड्याळाची टिक
ক্লোন,क्लोन
বন্ধ,बंद
ক্লোজ সার্কিট টিভি (সিসিটিভি),क्लोज सर्किट टीव्ही (सीसीटीव्ही)
বন্ধ,बंद
ক্লাউড কম্পিউটিং,क्लाउड संगणन
ক্লাস্টার,क्लस्टर
প্রলিপ্ত কার্ড,लेपित कार्ड
লেপা কাগজ,लेपित कागद
সমাক্ষীয়,समाक्षीय
সমাক্ষ তারের,समाक्षीय केबल
কোডাসাইল,कोडासिल
কোড,कोड
উৎপাদকের কোড,कोड जनरेटर
কোড পৃষ্ঠা,कोड पृष्ठ
কোড শব্দ,कोड शब्द
কোডার,कोडर
কোডিং চেক,कोडिंग तपासणी
কোডিং ফর্ম,कोडिंग फॉर्म
কোডিং শীট,कोडिंग शीट
গুণাঙ্ক,गुणांक
সমন্বয়,सुसंगतता
শীতল বুটজুতা,थंड बूट
ঠান্ডা শুরু,थंड सुरुवात
সহযোগিতা,सहयोग
পতন,कोसळणे
জমাট বাঁধা,कोलेट
কোলেট টেপ,कोलेट टेप
সংঘর্ষ,टक्कर
কোলন,कोलन
রঙ রঙ),रंग (रंग)
রঙ স্যাচুরেশন,रंग संपृक्तता
রঙের টেবিল,रंग टेबल
কলাম,स्तंभ
সংমিশ্রণ,संयोजन
কম্বো বাক্স,कॉम्बो बॉक्स
আদেশ,आज्ञा
আদেশ বোতাম,कमांड बटण
কমান্ড তালিকা,आदेश यादी
মন্তব্য,टिप्पणी
অঙ্গীকার,वचनबद्धता
পণ্য,वस्तू
কমন বিজনেস ওরিয়েন্টেড ল্যাঙ্গুয়েজ (কোবোল),कॉमन बिझनेस ओरिएंटेड लँग्वेज (कोबोल)
সাধারণ ত্রুটি,सामान्य त्रुटी
সাধারণ ভাষা,सामान्य भाषा
সাধারণ রুটিন,सामान्य दिनचर्या
যোগাযোগ,संवाद
যোগাযোগ লাইন,संप्रेषण लाइन
যোগাযোগ মোড,संप्रेषण मोड
যোগাযোগ নেটওয়ার্ক,संप्रेषण नेटवर्क
যোগাযোগ পরামিতি,संप्रेषण पॅरामीटर
যোগাযোগ ব্যবস্থা,संप्रेषण प्रणाली
কম্প্যাকশন,कॉम्पॅक्शन
সঙ্গী,साथीदार
companding,companding
কোম্পানি নেটওয়ার্ক,कंपनी नेटवर्क
তুলনা পরীক্ষা,तुलना चाचणी
সামঞ্জস্য,सुसंगतता
উপযুক্ত,सुसंगत
সংকলন,संकलन
কম্পাইল এবং যান,संकलित करा आणि जा
কম্পাইলার,संकलक
কম্পাইলার ভাষা,कंपाइलर भाषा
পরিপূরক,पूरक
পরিপূরক-অন-দশ,दहावर पूरक
পরিপূরক,पूरक
সম্পূর্ণ বহন,पूर्ण वाहून
জটিল,जटिल
জটিল সংখ্যা,जटिल संख्या
উপাদান,घटक
কম্পোনেন্ট অবজেক্ট মডেল (COM),घटक ऑब्जेक्ट मॉडेल (COM)
যৌগিক,संमिश्र
গঠন,रचना
গণনামূলক,संगणकीय
কম্পিউটার,संगणक
কম্পিউটার কেন্দ্র,संगणक केंद्र
কম্পিউটার বিশেষজ্ঞ,संगणक तज्ञ
কম্পিউটার গ্রাফিক্স,संगणक ग्राफिक्स
কম্পিউটার নির্দেশনা,संगणक सूचना
কম্পিউটার ভাষা,संगणक भाषा
কম্পিউটার নেটওয়ার্ক,संगणक नेटवर्क
কম্পিউটার বিজ্ঞান,संगणक शास्त्र
কম্পিউটার নিরাপত্তা,संगणक सुरक्षा
কম্পিউটার সিমুলেটন,संगणक सिम्युलेटन
কম্পিউটার বিশেষজ্ঞ,संगणक तज्ञ
কম্পিউটারাইজেশন,संगणकीकरण
কম্পিউটারবিদ,संगणकतज्ज्ञ
কম্পিউটারাইজ করা,संगणकीकरण
কম্পিউটিং,संगणन
ধারণা,संकल्पना
সঙ্গতি,एकरूपता
সমবর্তী,समवर्ती
শর্ত পরিবর্তনশীল,कंडिशन व्हेरिएबल
শর্তসাপেক্ষ অপারেটর,सशर्त ऑपरेटर
শর্তসাপেক্ষ বিবৃতি,सशर्त विधान
কন্ডাক্টর,कंडक्टर
কনফারেন্সিং,कॉन्फरन्सिंग
গোপনীয়তা,गोपनीयता
কনফিগারেশন,कॉन्फिगरेशन
যানজট,गर्दी
সংযোগ,संयोग
সংযোগ গতি,गती कनेक्ट करा
সংযোগ,कनेक्शन
সংযোগ কম যোগাযোগ,कनेक्शन कमी संप्रेषण
সংযোগ মুক্তি,कनेक्शन प्रकाशन
সংযোগ,कनेक्टिव्हिटी
সংযোগকারী,कनेक्टर
একটানা,सलग
ফলে,परिणामी
কনসোল,कन्सोल
একত্রীকরণের,एकत्रीकरण
ধ্রুবক,स्थिर
ধ্রুবক নির্দেশ,सतत सूचना
বাধা,मर्यादा
নির্মাণকারী,बांधकाम करणारा
ধারক,कंटेनर
বিষয়বস্তু,सामग्री
প্রসঙ্গ,संदर्भ
প্রসঙ্গ মুক্ত ব্যাকরণ (CFG),संदर्भ मुक्त व्याकरण (CFG)
প্রসঙ্গ সুইচ,संदर्भ स्विच
আকস্মিকতা,आकस्मिकता
সংকোচন,आकुंचन
বিপরীত,कॉन्ट्रास्ट
নিয়ন্ত্রণ,नियंत्रण
নিয়ন্ত্রণ এলাকা,नियंत्रण क्षेत्र
নিয়ন্ত্রণ বিট,नियंत्रण बिट
নিয়ন্ত্রণ বাস,नियंत्रण बस
নিয়ন্ত্রণ কার্ড,नियंत्रण कार्ड
নিয়ন্ত্রণ বর্তনী,नियंत्रण सर्किट
নিয়ন্ত্রণ চক্র,नियंत्रण चक्र
নিয়ন্ত্রণ প্রকৌশল,नियंत्रण अभियांत्रिकी
নিয়ন্ত্রণ কী,नियंत्रण की
নিয়ন্ত্রণ যুক্তি,नियंत्रण तर्क
নিয়ন্ত্রণ লুপ,नियंत्रण लूप
নিয়ন্ত্রণ চিহ্ন,नियंत्रण चिन्ह
নিয়ন্ত্রণ অপারেশন,नियंत्रण ऑपरेशन
নিয়ন্ত্রণ প্যানেল,नियंत्रण पॅनेल
নিয়ন্ত্রণ সংকেত,नियंत्रण सिग्नल
কন্ট্রোল সুইচ,नियंत्रण स्विच
নিয়ন্ত্রণ টেপ,नियंत्रण टेप
নিয়ন্ত্রণ টার্মিনাল,नियंत्रण टर्मिनल
কন্ট্রোল ইউনিট (CU),कंट्रोल युनिट (CU)
অভিন্নতা,अभिसरण
কথোপকথন,संभाषण
কথোপকথন সময় ভাগ করা,संवादात्मक वेळ सामायिकरण
রূপান্তর,रूपांतरण
রূপান্তরকারী,कनवर्टर
কুকের উপপাদ্য,कुकचे प्रमेय
সহ-প্রসেসর,सह-प्रोसेसर
অনুলিপি,कॉपी
কপিরাইট,कॉपीराइट
কর্ড,दोरखंड
কর্ডলেস টেলিফোন,कॉर्डलेस टेलिफोन
ফলাফল,परिणाम
সংশোধন,दुरुस्ती
দূষিত,भ्रष्ट
গণনা,मोजणे
পাল্টা,काउंटर
কান্ট্রি কোড,राष्ट्र संकेतांक
সহবাস,सहप्रसरण
কভারেজ,कव्हरेज
