Tamil,Marathi
அருகாமை அணி,संलग्नता मॅट्रिक्स
அருகில்,समीप
அருகில் உள்ள கோணங்கள்,समीप कोन
அருகில் உள்ள உச்சி,समीप शिरोबिंदू
இணை,संलग्न
அருகில்,शेजारील
இணைந்த தீர்மானிப்பான்,संलग्न निर्धारक
இணை வேறுபாடு சமன்பாடு,संलग्न विभेदक समीकरण
இணைந்த சமன்பாடு,संलग्न समीकरण
இணை அணி,संलग्न मॅट्रिक्स
மேட்ரிக்ஸின் இணைப்பு,मॅट्रिक्सचा संलग्न
adjugate matrix,मॅट्रिक्स समायोजित करा
ஏற்றுக்கொள்ளக்கூடிய முடிவு செயல்பாடு,स्वीकार्य निर्णय कार्य
ஏற்றுக்கொள்ளக்கூடிய கருதுகோள்,स्वीकार्य गृहीतक
காற்றியக்க விசை,वायुगतिकीय शक्ती
காற்றியக்கவியல்,वायुगतिकी
இணைப்பு வடிவியல்,affine भूमिती
இணைப்பு மேப்பிங்,affine मॅपिंग
இணைப்பு மாற்றம்,affine परिवर्तन
ஒருங்கிணைக்கும் மாறிகள்,एकत्रित व्हेरिएबल्स
இயற்கணிதம்,बीजगणित
இயற்கணிதப்படி மூடப்பட்டது,बीजगणितानुसार बंद
இயற்கணித சமன்பாடு,बीजगणितीय समीकरण
இயற்கணித வெளிப்பாடு,बीजगणितीय अभिव्यक्ती
இயற்கணித வடிவம்,बीजगणितीय फॉर्म
இயற்கணித செயல்பாடு,बीजगणितीय कार्य
இயற்கணித வடிவியல்,बीजगणितीय भूमिती
இயற்கணிதப் பெருக்கம்,बीजगणितीय गुणाकार
இயற்கணித அமைப்பு,बीजगणित प्रणाली
அனைத்து முழு எண் பிரச்சனை,सर्व-पूर्णांक समस्या
ஒதுக்கீடு பிரச்சனை,वाटप समस्या
அகரவரிசைக் குறியீடு,वर्णक्रमानुसार नोटेशन
அகரவரிசை எழுத்து,वर्णमाला वर्ण
மாற்று கோணம்,पर्यायी कोन
மாற்று வடிவம்,पर्यायी फॉर्म
மாற்று குழு,पर्यायी गट
மாற்று அணி,पर्यायी मॅट्रिक्स
மாற்று தொடர்,पर्यायी मालिका
மாற்று கருதுகோள்,पर्यायी गृहीतक
மாற்று ஆப்டிமா,पर्यायी ऑप्टिमा
மாற்று விளைவு,पर्यायी परिणाम
அனலாக்-டு-டிஜிட்டல் மாற்றி,अॅनालॉग-टू-डिजिटल कनवर्टर
அனலாக் கணினி,अॅनालॉग संगणक
பகுப்பாய்வு,विश्लेषण
இணையான பகுப்பாய்வு,सहप्रसरणाचे विश्लेषण
கணக்கியல் தரவு பகுப்பாய்வு,गणना डेटाचे विश्लेषण
மாறுபாட்டின் பகுப்பாய்வு,भिन्नतेचे विश्लेषण
பகுப்பாய்வு வடிவியல்,विश्लेषणात्मक भूमिती
பகுப்பாய்வு செயல்பாடு,विश्लेषणात्मक कार्य
கோணம்,कोन
தொடர்பு கோணம்,संपर्क कोन
விலகல் கோணம்,विक्षेपण कोन
மனச்சோர்வின் கோணம்,उदासीनता कोन
விலகல் கோணம்,विचलन कोन
விலகல் கோணம்,विवर्तन कोन
உயரத்தின் கோணம்,उंचीचा कोन
நிகழ்வு கோணம்,घटनेचा कोन
திட்ட கோணம்,प्रक्षेपण कोन
பிரதிபலிப்பு கோணம்,परावर्तन कोन
ஒளிவிலகல் கோணம்,अपवर्तन कोन
சுழற்சி கோணம்,रोटेशनचा कोन
மொத்த பிரதிபலிப்பு கோணம்,एकूण परावर्तनाचा कोन
கோண முடுக்கம்,कोनीय प्रवेग
கோண இயக்கம்,कोणीय गती
கோண வேகம்,कोनीय गती
கோண வேகம்,कोनीय गती
வளையம்,वलय
பதில்,उत्तर
எதிர்ப்பு வழித்தோன்றல்,विरोधी व्युत्पन्न
சமச்சீரற்ற செயல்பாடு,विषमताविरोधी कार्य
பொருந்தும்,लागू
விண்ணப்பம்,अर्ज
பயன்பாட்டு டைனமிக் நிரலாக்கம்,लागू डायनॅमिक प्रोग्रामिंग
பயன்படுத்தப்படும் வடிவியல்,लागू भूमिती
பயன்பாட்டு கணிதம்,लागू गणित
பயன்பாட்டு புள்ளிவிவரங்கள்,लागू आकडेवारी
தோராயமாக,अंदाजे
தோராயமாக தொடர்ச்சியான செயல்பாடு,अंदाजे सतत कार्य
தோராயமான முறை,अंदाजे पद्धत
தோராயமான தீர்வு,अंदाजे उपाय
தோராயமான பிரச்சனை,अंदाजे समस्या
தோராயமான சொத்து,अंदाजे मालमत्ता
திறன் சோதனை பேட்டரி,योग्यता चाचणी बॅटरी
அர்காண்ட் வரைபடம்,आर्गंड आकृती
தன்னிச்சையாக தேர்வு,अनियंत्रितपणे निवडले
தன்னிச்சையான,अनियंत्रित
தன்னிச்சையான மாறிலி,अनियंत्रित स्थिरांक
தன்னிச்சையான உறுப்பு,अनियंत्रित घटक
தன்னிச்சையான புள்ளி,अनियंत्रित बिंदू
ஆர்க்கிமிடியன் சட்டம்,आर्किमेडियन कायदा
ஆர்க்கிமிடிஸ் கொள்கை,आर्किमिडीज तत्त्व
வில்லின் நீளம்,चाप लांबी
வட்ட வில்,वर्तुळाचा चाप
ஆர்க் சைன் விநியோகம்,आर्क साइन वितरण
ஆர்க் சைன் மாற்றம்,चाप साइन परिवर्तन
பகுதி,क्षेत्र
பகுதி அமைப்பு,क्षेत्रीय पोत
கலப்பு எண்ணின் வாதம்,जटिल संख्येचा युक्तिवाद
எண்கணித சராசரி,अंकगणित सरासरी
எண்கணித செயல்பாடு,अंकगणित ऑपरेशन
எண்கணித அலகு,अंकगणित एकक
ஏற்பாடு,व्यवस्था
வரிசை,रचना
செயற்கை செயற்கைக்கோள்,कृत्रिम उपग्रह
செயற்கை மாறி,कृत्रिम व्हेरिएबल
ஏறும்,चढणे
ஏறும்,चढत्या
அளவின் ஏறுவரிசை,परिमाणाचा चढता क्रम
ஏறுவரிசை தொடர்,चढत्या मालिका
அசெம்பிளர் மொழி,असेंबलर भाषा
பணி நியமன பிரச்சனை,असाइनमेंट समस्या
துணை சட்டம்,सहयोगी कायदा
ஆபரேட்டர்களின் துணை சட்டம்,ऑपरेटर्सचा सहयोगी कायदा
துணை செயல்பாடு,सहयोगी ऑपरेशन
கூட்டுறவு,सहवास
சராசரியாக கருதப்படுகிறது,सरासरी गृहीत धरले
நிகழ்தகவு விநியோகம் என்று கருதப்படுகிறது,गृहीत संभाव्यता वितरण
அனுமானம்,गृहीतक
ஜோதிடம்,ज्योतिष
விண்வெளி பொறியாளர்,अंतराळवीर अभियंता
வானியலாளர்,खगोलशास्त्रज्ञ
வானியல் கடிகாரம்,खगोलशास्त्रीय घड्याळ
வானியல்,खगोलशास्त्र
சமச்சீரற்ற வளைவு,असममित वक्र
சமச்சீரற்ற தன்மை,विषमता
அறிகுறியற்றது,लक्षणे
அறிகுறியற்ற,लक्षणे नसलेला
அறிகுறியற்ற திறமையான மதிப்பீட்டாளர்,असिम्प्टोटिकली कार्यक्षम अंदाजकर्ता
அறிகுறியற்ற பாரபட்சமற்ற மதிப்பீட்டாளர்,asymptotically निष्पक्ष अंदाजकर्ता
அறிகுறியற்ற நடத்தை,लक्षणे नसलेले वर्तन
அறிகுறியற்ற விநியோக செயல்பாடு,एसिम्प्टोटिक वितरण कार्य
அறிகுறியற்ற விரிவாக்கம்,एसिम्प्टोटिक विस्तार
வளிமண்டல அழுத்தம்,वातावरणाचा दाब
சீரற்ற முறையில்,यादृच्छिकपणे
பண்பு,विशेषता
மாதிரி செயல்முறை பண்புகளை,गुणधर्म नमुना प्रक्रिया
பெரிதாக்கப்பட்ட அணி,संवर्धित मॅट्रिक्स
தன்னியக்க தொடர்பு குணகம்,स्वयंसंबंध गुणांक
தன்னியக்க தொடர்பு செயல்பாடு,स्वयंसंबंध कार्य
தன்னியக்க மாறுபாடு,autocovariance
தானியங்கி கணினி,स्वयंचलित संगणक
தன்னியக்க பின்னடைவு,ऑटोरिग्रेशन
துணை சமன்பாடு,सहाय्यक समीकरण
சராசரி மாதிரி எண் வளைவு (ASN வளைவு),सरासरी नमुना क्रमांक वक्र (ASN वक्र)
கோட்பாடு,स्वयंसिद्ध
அச்சு அணுகுமுறை,स्वयंसिद्ध दृष्टीकोन
நிகழ்தகவு கோட்பாடு,संभाव्यतेचे स्वयंसिद्ध
அச்சு,अक्ष
abscissa அச்சு,abscissa चा अक्ष
பூமியின் அச்சு,पृथ्वीचा अक्ष
புரட்சியின் அச்சு,क्रांतीची अक्ष
சுழற்சியின் அச்சு,रोटेशनचा अक्ष
சுழற்சியின் அச்சு,फिरकीचा अक्ष
பின்-மாற்று,परत प्रतिस्थापन
பின்தங்கிய வேறுபாடு,मागास फरक
பின்தங்கிய இடைக்கணிப்பு சூத்திரம்,बॅकवर्ड-इंटरपोलेशन सूत्र
சமநிலை,शिल्लक
சீரான வடிவமைப்பு,संतुलित डिझाइन
இருப்புநிலை,ताळेबंद
பாலிஸ்டிக் ஏவுகணை,बॅलिस्टिक क्षेपणास्त्र
பாலிஸ்டிக்ஸ்,बॅलिस्टिक्स
மதுக்கூடம்,बार
அடித்தளம்,पाया
அடிப்படை கோணம்,बेस कोन
மடக்கையின் அடிப்படை,लॉगरिदमचा आधार
அடிப்படை,मूलभूत
அடிப்படை சாத்தியமான தீர்வு,मूलभूत व्यवहार्य उपाय
அடிப்படை தீர்வு,मूलभूत उपाय
அடிப்படை மாறி,मूलभूत चल
அடிப்படையில்,आधार
அடிப்படை உறுப்பு,आधार घटक
அடிப்படை அணி,आधार मॅट्रिक्स
ஒரு திசையன் இடத்தின் அடிப்படை,वेक्टर स्पेसचा आधार
துணைவெளியின் அடிப்படை,सबस्पेसचा आधार
பேய்சியன் மதிப்பீடு,बायसियन अंदाज
பேய்ஸ் சட்டம்,बायसचा कायदा
பேய்ஸ் தேற்றம்,बायसचे प्रमेय
பெர்னோலி விநியோகம்,बर्नौली वितरण
பெர்னோலி எண்,बर्नौली क्रमांक
பெர்னோலி நிகழ்தகவு செயல்பாடு,बर्नौली संभाव्यता कार्य
பெர்னோலியின் சமன்பாடு,बर्नौलीचे समीकरण
பெர்ரி செயல்பாடு,बेरी फंक्शन
சிறந்த பொருத்தம்,सर्वोत्तम फिट
சிறந்த பொருத்தம் வரி,सर्वोत्तम - फिट लाइन
சிறந்த தீர்வு,सर्वोत्तम उपाय
சிறந்த உத்திகள்,सर्वोत्तम धोरणे
பீட்டா விநியோகம்,बीटा वितरण
சார்பு,पक्षपात
பாரபட்சமான மதிப்பீடு,पक्षपाती अंदाज
பைஹார்மோனிக் சமன்பாடு,बिहारमोनिक समीकरण
பிஜேக்ஷன்,द्विभाजन
இருமுனை வரைபடம்,द्विभाषिक नकाशा
பைஜெக்டிவ் மேப்பிங்,द्विजात्मक मॅपिंग
இருகோடி வடிவம்,द्विरेखीय फॉर्म
இருமுனை செயல்பாடு,द्विरेखीय कार्य
இருமுனை ஹெர்மிடியன் வடிவம்,द्विरेखीय हर्मिटियन फॉर्म
பைனரி,बायनरी
பைனரி குறியீடு,बायनरी कोड
பைனரி குறியிடப்பட்ட தசம,बायनरी कोडेड दशांश
பைனரி குறியீட்டு முறை,बायनरी कोडिंग
பைனரி கணினி,बायनरी संगणक
பைனரி இலக்கம்,बायनरी अंक
பைனரி செயல்பாடு,बायनरी ऑपरेशन
பைனரி அமைப்பு,बायनरी प्रणाली
பைனரி மாறி,बायनरी व्हेरिएबल
ஈருறுப்புக் குணகம்,द्विपदी गुणांक
இருவகைப் பரவல்,द्विपदी वितरण
ஈருறுப்புச் சமன்பாடு,द्विपद समीकरण
ஈருறுப்பு விரிவாக்கம்,द्विपदी विस्तार
ஈருறுப்பு வெளிப்பாடு,द्विपदी अभिव्यक्ती
ஈருறுப்பு சீரற்ற மாறி,द्विपदी यादृच्छिक चल
ஈருறுப்பு தேற்றம்,द्विपद प्रमेय
இரு பிரிவு,दुभाजक
பிரித்தல் முறை,दुभाजक पद्धत
இருவகை,दुभाजक
இருமுறை,द्विसेरियल
பிட்,बिट
இருவகை இருவகைப் பரவல்,द्विपदी द्विपद वितरण
இருவகை தொடர்பு குணகம்,द्विवैरिएट सहसंबंध गुणांक
இருவகை விநியோகம்,द्विभिन्न वितरण
இருவகை சாதாரண விநியோகம்,द्विवैरिएट सामान्य वितरण
பைவெக்டர்,bivector
போல்ட்ஸ்மேன் சமன்பாடு,बोल्ट्झमन समीकरण
பூலியன் இயற்கணிதம்,बुलियन बीजगणित
போஸ் - ஐன்ஸ்டீன் புள்ளிவிவரங்கள்,बोस - आईन्स्टाईन आकडेवारी
எல்லை நிலை,सीमा स्थिती
எல்லை அடுக்கு,सीमा स्तर
எல்லைக் கோடு,सीमारेषा
எல்லை மதிப்பு,सीमा मूल्य
எல்லை மதிப்பு பிரச்சனை,सीमा मूल्य समस्या
வரையறுக்கப்பட்ட செயல்பாடு,बंधनकारक कार्य
கட்டுப்பட்ட அணி,सीमाबद्ध मॅट्रिक्स
எல்லைக்குட்பட்ட பகுதி,सीमाबद्ध प्रदेश
வரையறுக்கப்பட்ட தொகுப்பு,बांधलेला संच
பிரவுனிய இயக்கம்,ब्राउनियन गती
கணக்கிட,गणना करा
கணக்கிடுகிறது,गणना करत आहे
கணக்கிடும் இயந்திரம்,गणना मशीन
கணக்கீடு,गणना
கணக்கீட்டு செயல்முறை,गणना प्रक्रिया
கால்குலேட்டர்,कॅल्क्युलेटर
கால்குலஸ்,कॅल्क्युलस
மாறுபாட்டின் கணக்கீடு,भिन्नतेची गणना
கலோரி,कॅलरी
ரத்து சட்டம்,रद्द करण्याचा कायदा
நியமன சமன்பாடு,प्रामाणिक समीकरण
நியமன வடிவம்,प्रामाणिक स्वरूप
நியமன அணி,कॅनोनिकल मॅट्रिक्स
கேன்டர் செட்,कॅंटर सेट
கேண்டரின் மும்முனைத் தொகுப்பு,कॅंटरचा तिरंगी संच
திறன் கொண்ட போக்குவரத்து பிரச்சனை,सक्षम वाहतूक समस्या
திறன்,क्षमता
தந்துகி விசை,केशिका शक्ती
கார்டினல் எண்,मुख्य क्रमांक
கார்ட்டீசியன் அச்சுகள்,कार्टेशियन अक्ष
கார்ட்டீசியன் ஆயத்தொகுப்புகள்,कार्टेशियन समन्वय
கார்ட்டீசியன் தயாரிப்பு,कार्टेशियन उत्पादन
தொகுப்புகளின் கார்ட்டீசியன் தயாரிப்பு,संचांचे कार्टेशियन उत्पादन
வழக்கு ஆய்வு,केस स्टडी
பேரழிவு ஏற்ற இறக்கம்,आपत्तीजनक चढउतार
கேடனரி,कॅटेनरी
காச்சி விநியோகம்,कॉची वितरण
கௌச்சி சூத்திரம்,कॉची सूत्र
Cauchy Goursat தேற்றம்,कैची गौरसाट प्रमेय
Cauchy Rimann நிபந்தனைகள்,Cauchy Riemann अटी
கௌச்சி வரிசை,कॉची क्रम
Cauchy ஒருங்கிணைந்த,कैची अभिन्न
Cauchy முதன்மை மதிப்பு,कॉची मुख्य मूल्य
கௌச்சி எச்ச தேற்றம்,कॉची अवशेष प्रमेय
கெய்லி ஹாமில்டன் தேற்றம்,केली हॅमिल्टन प्रमेय
வானுலக,आकाशीय शरीर
வான அளவீடு,आकाशीय मापन
வான இயக்கவியல்,खगोलीय यांत्रिकी
வான பொருள்,खगोलीय वस्तू
செல் அலைவரிசை,सेल वारंवारता
மக்கள் தொகை கணக்கெடுப்பு,जनगणना
சென்டைல்,सेंटाइल
சென்டிமீட்டர்,सेंटीमीटर
சென்டிமீட்டர் கிராம் இரண்டாவது அமைப்பு,सेंटीमीटर ग्रॅम दुसरी प्रणाली
மத்திய,मध्यवर्ती
மைய அச்சு,मध्य अक्ष
மைய வேறுபாடு,मध्यवर्ती फरक
மைய வேறுபாடு சூத்திரம்,केंद्रीय फरक सूत्र
மைய வேறுபாடு அட்டவணை,मध्यवर्ती फरक सारणी
மத்திய வரம்பு தேற்றம்,केंद्रीय मर्यादा प्रमेय
மைய தருணம்,मध्यवर्ती क्षण
மத்திய செயலாக்க அலகு (CPU),सेंट्रल प्रोसेसिंग युनिट (CPU)
மைய போக்கு,केंद्रीय प्रवृत्ती
மையம்,केंद्र
ஈர்ப்பு மையம்,गुरुत्वाकर्षण केंद्र
குழுவின் மையம்,गटाचे केंद्र
வெகுஜன மையம்,वस्तुमानाचे केंद्र
சமச்சீர் மையம்,सममितीचे केंद्र
மையவிலக்கு விசை,केंद्रापसारक शक्ती
மையவிலக்கு விசை,केंद्राभिमुख शक्ती
மையப்பகுதி,मध्यवर्ती
உறுதி,निश्चितता
cgs அமைப்பு,cgs प्रणाली
cgs அலகு,cgs युनिट
வேறுபாட்டின் சங்கிலி விதி,भिन्नतेचा साखळी नियम
வாய்ப்பு காரணங்கள்,संधी कारणे
வாய்ப்பு நகர்கிறது,संधीची हालचाल
அச்சுகளின் மாற்றம்,अक्षांचा बदल
அடிப்படை மாற்றம்,आधार बदल
ஒழுங்கு மாற்றம்,ऑर्डर बदल
பண்பு குணகம்,वैशिष्ट्यपूर्ण गुणांक
தீர்மானிக்கும்,निर्धारक
சிறப்பியல்பு சமன்பாடு,वैशिष्ट्यपूर्ण समीकरण
பண்பு செயல்பாடு,वैशिष्ट्यपूर्ण कार्य
மடக்கையின் சிறப்பியல்பு,लॉगरिथमचे वैशिष्ट्य
பண்பு பல்லுறுப்புக்கோவை,वैशिष्ट्यपूर्ण बहुपद
பண்பு மதிப்பு,वैशिष्ट्यपूर्ण मूल्य
பண்பு திசையன்,वैशिष्ट्यपूर्ण वेक्टर
எழுத்துத் தொகுப்பு,वर्ण संच
விளக்கப்படம்,तक्ता
சி-சதுர விநியோகம்,ची-स्क्वेअर वितरण
சி-சதுர சூத்திரம்,ची-स्क्वेअर सूत्र
சி-சதுர சோதனை,ची-स्क्वेअर चाचणी
நாண்,जीवा
நாண்-பிரித்தல் முறை,जीवा-द्विभाजन पद्धत
மறைக்குறியீடு செய்தி (=குறியிடப்பட்ட செய்தி),सायफर संदेश (=कोड केलेला संदेश)
மறைக்குறியீடு (பூஜ்ஜியம்),सिफर (शून्य)
வட்டம்,वर्तुळ
ஒன்றிணைந்த வட்டம்,अभिसरण मंडळ
சுற்று அணி,सर्किट मॅट्रिक्स
வட்ட,परिपत्रक
வட்ட அறிகுறி,वर्तुळाकार लक्षण
வட்ட சுருளி,गोलाकार हेलिक्स
வட்ட இயக்கம்,गोलाकार हालचाल
சுற்று மையம்,परिघ
வட்ட வட்டம்,वर्तुळ
சுற்றம்,परिक्रमा
சுற்றத்தார்,घेरलेले
சுற்றப்பட்ட வட்டம்,परिक्रमा केलेले वर्तुळ
கிளாசிக்கல் கழித்தல் நுட்பம்,शास्त्रीय वजावटी तंत्र
கிளாசிக்கல் இயக்கவியல்,शास्त्रीय गतिशीलता
கிளாசிக்கல் தேர்வுமுறை,शास्त्रीय ऑप्टिमायझेशन
பாரம்பரிய அழிவு பிரச்சனை,शास्त्रीय नाश समस्या
கிளாசிக்கல் புள்ளியியல் இயக்கவியல்,शास्त्रीय सांख्यिकीय यांत्रिकी
பிழைகளின் வகைப்பாடு,त्रुटींचे वर्गीकरण
வகுப்பு இடைவெளி,वर्ग मध्यांतर
வகுப்பு இடைவெளி அலகு,वर्ग-मध्यांतर युनिट
வகுப்பு வரம்பு,वर्ग मर्यादा
கடிகாரகடிகாரச்சுற்று,घड्याळाच्या दिशेने
குளோபன் (= மூடிய மற்றும் திறந்த),क्लोपेन (= बंद आणि उघडा)
மூடப்பட்டது,बंद
மூடிய குவிந்த மேலோடு,बंद बहिर्वक्र हुल
மூடிய கன சதுரம்,बंद घन
மூடிய வளைவு,बंद वक्र
மூடப்பட்ட டொமைன்,बंद डोमेन
மூடிய உருவம்,बंद आकृती
மூடிய இடைவெளி,बंद अंतराल
மூடப்பட்ட பகுதி,बंद प्रदेश
மூடிய தொகுப்பு,बंद संच
மூடிய மேற்பரப்பு,बंद पृष्ठभाग
மூடல்,बंद
மூடல் ஆபரேட்டர்,बंद ऑपरेटर
மூடல் புள்ளி (= தொடர்பு புள்ளி),बंद बिंदू (= संपर्क बिंदू)
மூடல் நிலைப்பாடு,बंद करणे
மூடல் தொகுப்பு,बंद सेट
கொத்து புள்ளி,क्लस्टर पॉइंट
கொத்து மாதிரி,क्लस्टर सॅम्पलिंग
கொத்து தொகுப்பு,क्लस्टर सेट
கோஆக்சியல் வட்டங்கள்,समाक्षीय मंडळे
கோஆக்சியல் பரவளையங்கள்,कोएक्सियल पॅराबोलास
கோஆக்சியல் விமானங்கள்,समाक्षीय विमाने
கோஆக்சியல் முக்கோணங்கள்,समाक्षीय त्रिकोण
கோப் - டக்ளஸ் செயல்பாடு,कोब - डग्लस फंक्शन
குறியீட்டு முறை,कोडिंग
தரவு குறியீட்டு முறை,डेटाचे कोडिंग
இணை டொமைன்,सह-डोमेन
குணகம் அணி,गुणांक मॅट्रिक्स
தொடர்பு குணகம்,सहसंबंध गुणांक
நிர்ணய குணகம்,निर्धाराचे गुणांक
நெகிழ்ச்சி குணகம்,लवचिकता गुणांक
விரிவாக்க குணகம்,विस्तार गुणांक
உராய்வு குணகம்,घर्षण गुणांक
நேரியல் விரிவாக்கத்தின் குணகம்,रेखीय विस्ताराचे गुणांक
பின்னடைவின் குணகம்,प्रतिगमन गुणांक
மேற்பரப்பு பதற்றத்தின் குணகம்,पृष्ठभाग तणावाचे गुणांक
மாறுபாட்டின் குணகம்,भिन्नतेचे गुणांक
இணைக்காரன்,cofactor
நாணயம் வீசுதல் (நாணயத்தை வீசுதல்),नाणे फेकणे (नाणे फेकणे)
மாதிரி சேகரிப்பு,नमुना संकलन
கோலினியர்,समरेख
ஒற்றுமை,समरेखता
நெடுவரிசை,स्तंभ
நெடுவரிசை சமநிலை,स्तंभ समतुल्यता
நெடுவரிசைக்கு சமமானது,स्तंभ समतुल्य
நெடுவரிசைக்கு சமமான அணி,स्तंभ समतुल्य मॅट्रिक्स
நிரல் அணி,स्तंभ मॅट्रिक्स
நெடுவரிசை தரவரிசை,स्तंभ रँक
நெடுவரிசை குறைக்கப்பட்ட echolon matrix,स्तंभ कमी केलेले इकोलॉन मॅट्रिक्स
நெடுவரிசை திசையன்,स्तंभ वेक्टर
நெடுவரிசையில்,स्तंभानुसार
ஒருங்கிணைந்த சமன்பாடு,एकत्रित समीकरण
பொதுவான கோணம்,सामान्य कोन
பொதுவான அச்சு,सामान्य अक्ष
பொதுவான அடிப்படை,सामान्य आधार
பொதுவான வகுக்கும்,सामान्य भाजक
பொதுவான வேறுபாடு,सामान्य फरक
பொதுவான காரணி,सामान्य घटक
பொதுவான மடக்கை,सामान्य लॉगरिथम
பொதுவான பல,सामान्य एकाधिक
பொதுவான விகிதம்,सामान्य प्रमाण
பொதுவான பிரிவு,सामान्य विभाग
பொதுவான பக்கம்,सामान्य बाजू
பொதுவான தொடுகோடு,सामान्य स्पर्शिका
பொதுவான சொல்,सामान्य संज्ञा
பரிமாற்ற சட்டம்,बदली कायदा
பரிமாற்ற சொத்து,बदली मालमत्ता
பரிமாற்ற விதி,बदली नियम
கூட்டல் பரிமாற்ற சட்டம்,जोडणीचा बदली कायदा
பெருக்கல் பரிமாற்ற விதி,गुणाकाराचा कम्युटेटिव्ह कायदा
பரிமாற்ற செயல்பாடு,बदली ऑपरेशन
பரிமாற்றி குழு,कम्युटेटर गट
மெட்ரிக்குகளின் பரிமாற்றம்,मॅट्रिक्सचे प्रवास
சிறிய தொகுப்பு,कॉम्पॅक्ट सेट
ஒப்பீடு,तुलना
வழிமுறைகளின் ஒப்பீடு,साधनांची तुलना
சதவீத ஒப்பீடு,टक्केवारीची तुलना
ஒப்பீட்டு சோதனை,तुलना चाचणी
பொருந்தக்கூடிய சமன்பாடு,सुसंगतता समीकरण
போட்டி விளையாட்டு,स्पर्धात्मक खेळ
போட்டி நிலைமை,स्पर्धात्मक परिस्थिती
போட்டி உத்தி,स्पर्धात्मक धोरण
தொகுப்பி,संकलक
நிரப்பு,पूरक
நிரப்பு கோணம்,पूरक कोन
நிரப்பு நிகழ்வு பூரக் கட்டனா,पूरक घटना पूरक घटना
நிரப்பு காரணி,पूरक घटक
நிரப்பு செயல்பாடு,पूरक कार्य
நிரப்பு அரை இடம்,पूरक अर्धी जागा
நிரப்பு இடைவெளி,पूरक अंतराल
நிரப்பு தொகுப்பு,पूरक संच
நிரப்புதல்,पूरक
ஒரு தொகுப்பின் நிரப்பு,संचाचे पूरक
முழுமையான மக்கள் தொகை கணக்கெடுப்பு,पूर्ण जनगणना
முழுமையான தொடர்பு அணி,पूर्ण सहसंबंध मॅट्रिक्स
முழுமையான மெட்ரிக் வெளி,पूर्ण मेट्रिक जागा
முழுமையான ஆர்த்தோநார்மல் தொகுப்பு,संपूर्ण ऑर्थोनॉर्मल सेट
முழு நாற்கர,पूर्ण चतुर्भुज
முழுமையான பங்கு,पूर्ण भागफल
மொத்த தொகுப்பு,पूर्ण संच
முழுமையான தீர்வு,पूर्ण समाधान
முற்றிலும் சீரற்ற வடிவமைப்பு,पूर्णपणे यादृच्छिक डिझाइन
சிக்கலான வாதம்,जटिल युक्तिवाद
சிக்கலான இணைப்பு,जटिल संयुग्म
சிக்கலான வேறுபாடு,जटिल भिन्नता
சிக்கலான செயல்பாடு,जटिल कार्य
சிக்கலான ஒருங்கிணைப்பு,जटिल एकीकरण
