Marathi,Assamese
एसिम्प्टोटिक वितरण कार्य,এছিম্পটটিক বিতৰণ ফলন
एसिम्प्टोटिक विस्तार,এছিম্পটটিক প্ৰসাৰণ
वातावरणाचा दाब,বায়ুমণ্ডলীয় চাপ
यादृच्छिकपणे,যাদৃচ্ছিকভাৱে
विशेषता,বৈশিষ্ট্য
गुणधर्म नमुना प्रक्रिया,বৈশিষ্ট্যসমূহৰ নমুনা সংগ্ৰহ পদ্ধতি
संवर्धित मॅट्रिक्स,বৰ্ধিত মেট্ৰিক্স
स्वयंसंबंध गुणांक,স্ব-সম্বন্ধ সহগ
स्वयंसंबंध कार्य,স্বয়ংসম্বন্ধ কাৰ্য্য
autocovariance,অটোকোভেৰিয়েন্স
स्वयंचलित संगणक,স্বয়ংক্ৰিয় কম্পিউটাৰ
ऑटोरिग्रेशन,অটোৰিগ্ৰেছন
सहाय्यक समीकरण,সহায়ক সমীকৰণ
सरासरी नमुना क्रमांक वक्र (ASN वक्र),গড় নমুনা সংখ্যা বক্ৰ (ASN বক্ৰ)
स्वयंसिद्ध,axiom
स्वयंसिद्ध दृष्टीकोन,স্বতন্ত্ৰীয় পদ্ধতি
संभाव्यतेचे स्वयंसिद्ध,সম্ভাৱনাৰ স্বতন্ত্ৰতা
अक्ष,অক্ষ
abscissa चा अक्ष,abscissa ৰ অক্ষ
पृथ्वीचा अक्ष,পৃথিৱীৰ অক্ষ
क्रांतीची अक्ष,বিপ্লৱৰ অক্ষ
रोटेशनचा अक्ष,ঘূৰ্ণনৰ অক্ষ
फिरकीचा अक्ष,স্পিনৰ অক্ষ
परत प्रतिस्थापन,বেক-বিকল্প
मागास फरक,পিছপৰা পাৰ্থক্য
बॅकवर्ड-इंटरपोलेशन सूत्र,বেকৱাৰ্ড-ইন্টাৰপলেচন সূত্ৰ
शिल्लक,ভাৰসাম্যতা বজাই ৰখা
संतुलित डिझाइन,সুষম ডিজাইন
ताळेबंद,বেলেন্স শ্বীট
बॅलिस्टिक क्षेपणास्त्र,বেলিষ্টিক মিছাইল
बॅलिस्टिक्स,বেলিষ্টিকছ
बार,বাৰ
पाया,ভেঁটি
बेस कोन,ভিত্তি কোণ
लॉगरिदमचा आधार,লগাৰিদমৰ ভিত্তি
मूलभूत,প্ৰাথমিক
मूलभूत व्यवहार्य उपाय,মূল সম্ভৱপৰ সমাধান
मूलभूत उपाय,মূল সমাধান
मूलभूत चल,মূল চলক
आधार,ভিত্তিত
आधार घटक,ভিত্তি উপাদান
आधार मॅट्रिक्स,ভিত্তি মেট্ৰিক্স
वेक्टर स्पेसचा आधार,এটা ভেক্টৰ স্থানৰ ভিত্তি
सबस्पेसचा आधार,উপস্থানৰ ভিত্তি
बायसियन अंदाज,বেইছিয়ান অনুমান
बायसचा कायदा,বেইছৰ নিয়ম
बायसचे प्रमेय,বেইছৰ উপপাদ্য
बर्नौली वितरण,বাৰ্নৌলি বিতৰণ
बर्नौली क्रमांक,বাৰ্নৌলি নম্বৰ
बर्नौली संभाव्यता कार्य,বাৰ্নৌলি সম্ভাৱনা ফলন
बर्नौलीचे समीकरण,বাৰ্নৌলিৰ সমীকৰণ
बेरी फंक्शन,বেৰী ফাংচন
सर्वोत्तम फिट,বেষ্ট ফিট
सर्वोत्तम - फिट लाइन,শ্ৰেষ্ঠ - ফিট লাইন
सर्वोत्तम उपाय,উত্তম সমাধান
सर्वोत्तम धोरणे,শ্ৰেষ্ঠ কৌশলসমূহ
बीटा वितरण,বিটা বিতৰণ
पक्षपात,পক্ষপাত
पक्षपाती अंदाज,পক্ষপাতমূলক অনুমান
बिहारमोनिक समीकरण,বিহাৰমনিক সমীকৰণ
द्विभाजन,bijection
द्विभाषिक नकाशा,bijective মানচিত্ৰ
द्विजात्मक मॅपिंग,bijective মেপিং
द्विरेखीय फॉर्म,দ্বিৰৈখিক ৰূপ
द्विरेखीय कार्य,দ্বিৰৈখিক ফলন
द्विरेखीय हर्मिटियन फॉर्म,দ্বিৰৈখিক হাৰ্মিটিয়ান ৰূপ
बायनरी,বাইনাৰী
बायनरी कोड,বাইনাৰী ক&#39;ড
बायनरी कोडेड दशांश,বাইনাৰী ক&#39;ড কৰা দশমিক
बायनरी कोडिंग,বাইনাৰী ক&#39;ডিং
बायनरी संगणक,বাইনাৰী কম্পিউটাৰ
बायनरी अंक,বাইনাৰী অংক
बायनरी ऑपरेशन,বাইনাৰী অপাৰেচন
बायनरी प्रणाली,বাইনাৰী ব্যৱস্থা
बायनरी व्हेरिएबल,বাইনাৰী চলক
द्विपदी गुणांक,দ্বিপদ সহগ
द्विपदी वितरण,দ্বিপদ বিতৰণ
द्विपद समीकरण,দ্বিপদ সমীকৰণ
द्विपदी विस्तार,দ্বিপদ সম্প্ৰসাৰণ
द्विपदी अभिव्यक्ती,দ্বিপদ অভিব্যক্তি
द्विपदी यादृच्छिक चल,দ্বিপদ ৰেণ্ডম চলক
द्विपद प्रमेय,দ্বিপদ উপপাদ্য
दुभाजक,দ্বিখণ্ড
दुभाजक पद्धत,দ্বিখণ্ডন পদ্ধতি
दुभाजक,দ্বিখণ্ড
द्विसेरियल,biserial
बिट,বিট
द्विपदी द्विपद वितरण,দ্বিচলকীয় দ্বিপদ বিতৰণ
द्विवैरिएट सहसंबंध गुणांक,দ্বিচলকীয় সম্পৰ্ক সহগ
द्विभिन्न वितरण,দ্বিচলকীয় বিতৰণ
द्विवैरिएट सामान्य वितरण,দ্বিচলকীয় স্বাভাৱিক বিতৰণ
bivector,বাইভেক্টৰ
बोल्ट्झमन समीकरण,বোল্টজমেন সমীকৰণ
बुलियन बीजगणित,বুলিয়ান বীজগণিত
बोस - आईन्स्टाईन आकडेवारी,Bose - আইনষ্টাইন পৰিসংখ্যা
सीमा स्थिती,সীমাৰ অৱস্থা
सीमा स्तर,সীমা স্তৰ
सीमारेषा,সীমাৰেখা
सीमा मूल्य,সীমা মূল্য
सीमा मूल्य समस्या,সীমা মূল্যৰ সমস্যা
बंधनकारक कार्य,সীমাবদ্ধ ফলন
सीमाबद्ध मॅट्रिक्स,সীমাবদ্ধ মেট্ৰিক্স
सीमाबद्ध प्रदेश,সীমাবদ্ধ অঞ্চল
बांधलेला संच,সীমাবদ্ধ ছেট
ब्राउनियन गती,ব্ৰাউনিয়ান গতি
गणना करा,গণনা কৰ
गणना करत आहे,গণনা কৰা
गणना मशीन,গণনা কৰা মেচিন
गणना,গণনা কৰা
गणना प्रक्रिया,গণনামূলক পদ্ধতি
कॅल्क्युलेटर,কেলকুলেটৰ
कॅल्क्युलस,কেলকুলাছ
भिन्नतेची गणना,তাৰতম্যৰ কেলকুলাছ
कॅलरी,কেলৰি
रद्द करण्याचा कायदा,বাতিল আইন
प्रामाणिक समीकरण,কেননিক সমীকৰণ
प्रामाणिक स्वरूप,কেননিক ৰূপ
कॅनोनिकल मॅट्रिक्स,কেননিক মেট্ৰিক্স
कॅंटर सेट,কেন্টৰ ছেট
कॅंटरचा तिरंगी संच,কেণ্টৰৰ ত্ৰিমাত্ৰিক চেট
सक्षम वाहतूक समस्या,ক্ষমতাসম্পন্ন পৰিবহণ সমস্যা
क्षमता,ক্ষমতা
केशिका शक्ती,কেপিলাৰী বল
मुख्य क्रमांक,কাৰ্ডিনেল নম্বৰ
कार्टेशियन अक्ष,কাৰ্টেছিয়ান অক্ষ
कार्टेशियन समन्वय,কাৰ্টেছিয়ান স্থানাংক
कार्टेशियन उत्पादन,কাৰ্টেছিয়ান উৎপাদন
संचांचे कार्टेशियन उत्पादन,গোটৰ কাৰ্টেছিয়ান উৎপাদক
केस स्टडी,কেছ ষ্টডি
आपत्तीजनक चढउतार,বিপৰ্যয়জনক উঠা-নমা
कॅटेनरी,কেটেনাৰী
कॉची वितरण,কাউচি বিতৰণ
कॉची सूत्र,কাউচি সূত্ৰ
कैची गौरसाट प्रमेय,কৌচি গৌৰছাট উপপাদ্য
Cauchy Riemann अटी,কাউচি ৰিমেন চৰ্ত
कॉची क्रम,ক&#39;চি ক্ৰম
कैची अभिन्न,কৌচি অবিচ্ছেদ্য
कॉची मुख्य मूल्य,কাউচি প্ৰধান মূল্য
कॉची अवशेष प्रमेय,ক’চি অৱশিষ্ট উপপাদ্য
केली हॅमिल्टन प्रमेय,কেলি হেমিল্টন উপপাদ্য
आकाशीय शरीर,আকাশী দেহ
आकाशीय मापन,আকাশী জোখ
खगोलीय यांत्रिकी,আকাশী যান্ত্ৰিকতা
खगोलीय वस्तू,আকাশী বস্তু
सेल वारंवारता,কোষ কম্পাঙ্ক
जनगणना,লোকপিয়ল
सेंटाइल,চেন্টাইল
सेंटीमीटर,চেন্টিমিটাৰ
सेंटीमीटर ग्रॅम दुसरी प्रणाली,চেণ্টিমিটাৰ গ্ৰাম দ্বিতীয় ব্যৱস্থা
मध्यवर्ती,কেন্দ্ৰীয়
मध्य अक्ष,কেন্দ্ৰীয় অক্ষ
मध्यवर्ती फरक,কেন্দ্ৰীয় পাৰ্থক্য
केंद्रीय फरक सूत्र,কেন্দ্ৰীয় পাৰ্থক্য সূত্ৰ
मध्यवर्ती फरक सारणी,কেন্দ্ৰীয় পাৰ্থক্য টেবুল
केंद्रीय मर्यादा प्रमेय,কেন্দ্ৰীয় সীমা উপপাদ্য
मध्यवर्ती क्षण,কেন্দ্ৰীয় মুহূৰ্ত
सेंट्रल प्रोसेसिंग युनिट (CPU),কেন্দ্ৰীয় প্ৰক্ৰিয়াকৰণ একক (CPU)
केंद्रीय प्रवृत्ती,কেন্দ্ৰীয় প্ৰৱণতা
केंद्र,কেন্দ্ৰ
गुरुत्वाकर्षण केंद्र,মাধ্যাকৰ্ষণ কেন্দ্ৰ
गटाचे केंद्र,গোটৰ কেন্দ্ৰ
वस्तुमानाचे केंद्र,ভৰৰ কেন্দ্ৰ
सममितीचे केंद्र,প্ৰতিসমতাৰ কেন্দ্ৰ
केंद्रापसारक शक्ती,কেন্দ্ৰপৃথক বল
केंद्राभिमुख शक्ती,কেন্দ্ৰিক বল
मध्यवर्ती,কেন্দ্ৰবিন্দু
निश्चितता,নিশ্চয়তা
cgs प्रणाली,cgs ব্যৱস্থা
cgs युनिट,cgs ইউনিট
भिन्नतेचा साखळी नियम,পাৰ্থক্যৰ শৃংখল নিয়ম
संधी कारणे,আকস্মিক কাৰণ
संधीची हालचाल,chance moves
अक्षांचा बदल,অক্ষৰ পৰিৱৰ্তন
आधार बदल,ভিত্তিৰ পৰিৱৰ্তন
ऑर्डर बदल,ক্ৰম সলনি কৰা
वैशिष्ट्यपूर्ण गुणांक,বৈশিষ্ট্য সহগ
निर्धारक,নিৰ্ণায়ক
वैशिष्ट्यपूर्ण समीकरण,বৈশিষ্ট্যপূৰ্ণ সমীকৰণ
वैशिष्ट्यपूर्ण कार्य,বৈশিষ্ট্যপূৰ্ণ কাৰ্য্য
लॉगरिथमचे वैशिष्ट्य,লগাৰিদমৰ বৈশিষ্ট্য
वैशिष्ट्यपूर्ण बहुपद,বৈশিষ্ট্যপূৰ্ণ বহুপদ
वैशिष्ट्यपूर्ण मूल्य,বৈশিষ্ট্যপূৰ্ণ মূল্য
वैशिष्ट्यपूर्ण वेक्टर,বৈশিষ্ট্যপূৰ্ণ ভেক্টৰ
वर्ण संच,আখৰৰ গোট
तक्ता,তালিকা
ची-स्क्वेअर वितरण,কাই-স্কেয়াৰ বিতৰণ
ची-स्क्वेअर सूत्र,কাই-বৰ্গ সূত্ৰ
ची-स्क्वेअर चाचणी,কাই-স্কেয়াৰ পৰীক্ষা
जीवा,কৰ্ড
जीवा-द्विभाजन पद्धत,কৰ্ড-বাইছেকচন পদ্ধতি
सायफर संदेश (=कोड केलेला संदेश),চাইফাৰ বাৰ্তা (=ক&#39;ড কৰা বাৰ্তা)
सिफर (शून्य),চাইফাৰ (শূন্য)
वर्तुळ,বৃত্ত
अभिसरण मंडळ,অভিসৰণৰ বৃত্ত
सर्किट मॅट्रिक्स,বৰ্তনী মেট্ৰিক্স
परिपत्रक,বৃত্তাকাৰ
वर्तुळाकार लक्षण,বৃত্তাকাৰ এছিম্পটট
गोलाकार हेलिक्स,বৃত্তাকাৰ হেলিক্স
गोलाकार हालचाल,বৃত্তাকাৰ গতি
परिघ,circumcentre
वर्तुळ,circumcircle কৰা হৈছে
परिक्रमा,circumscribe কৰক
घेरलेले,পৰিসীমাবদ্ধ
परिक्रमा केलेले वर्तुळ,circumscribed বৃত্ত
शास्त्रीय वजावटी तंत्र,ধ্ৰুপদী ডিডক্টিভ কৌশল
शास्त्रीय गतिशीलता,ধ্ৰুপদী গতিশীলতা
शास्त्रीय ऑप्टिमायझेशन,ধ্ৰুপদী অনুকূলন
शास्त्रीय नाश समस्या,ধ্ৰুপদী ধ্বংস সমস্যা
शास्त्रीय सांख्यिकीय यांत्रिकी,ধ্ৰুপদী পৰিসংখ্যা বলবিজ্ঞান
त्रुटींचे वर्गीकरण,ভুলৰ শ্ৰেণীবিভাজন
वर्ग मध्यांतर,শ্ৰেণীৰ ব্যৱধান
वर्ग-मध्यांतर युनिट,শ্ৰেণী-ব্যৱধান একক
वर्ग मर्यादा,শ্ৰেণী সীমা
घड्याळाच्या दिशेने,ঘড়ীৰ কাঁটাৰ দিশত
क्लोपेन (= बंद आणि उघडा),clopen (= বন্ধ আৰু খোলা)
बंद,বন্ধ কৰা হৈছে
बंद बहिर्वक्र हुल,বন্ধ উত্তল ঢাল
बंद घन,বন্ধ ঘনক
बंद वक्र,বন্ধ বক্ৰ
बंद डोमेन,বন্ধ ডমেইন
बंद आकृती,বন্ধ চিত্ৰ
बंद अंतराल,বন্ধ ব্যৱধান
बंद प्रदेश,বন্ধ অঞ্চল
बंद संच,বন্ধ চেট
बंद पृष्ठभाग,বন্ধ পৃষ্ঠ
बंद,বন্ধ কৰা
बंद ऑपरेटर,বন্ধ অপাৰেটৰ
बंद बिंदू (= संपर्क बिंदू),বন্ধ বিন্দু (= সংস্পৰ্শ বিন্দু)
बंद करणे,বন্ধ কৰাৰ প্ৰস্তাৱনা
बंद सेट,বন্ধ কৰা ছেট
क्लस्टर पॉइंट,ক্লাষ্টাৰ পইণ্ট
क्लस्टर सॅम्पलिंग,ক্লাষ্টাৰ নমুনা সংগ্ৰহ কৰা
क्लस्टर सेट,ক্লাষ্টাৰ ছেট
समाक्षीय मंडळे,সমাক্ষীয় বৃত্ত
कोएक्सियल पॅराबोलास,সমাক্ষীয় পেৰাবোলা
समाक्षीय विमाने,সমাক্ষীয় সমতল
समाक्षीय त्रिकोण,সমাক্ষীয় ত্ৰিভুজ
कोब - डग्लस फंक्शन,কব - ডগলাস ফাংশন
कोडिंग,ক&#39;ডিং
डेटाचे कोडिंग,তথ্যৰ ক&#39;ডিং
सह-डोमेन,সহ-ডমেইন
गुणांक मॅट्रिक्स,সহগ মেট্ৰিক্স
सहसंबंध गुणांक,সম্পৰ্কৰ সহগ
निर्धाराचे गुणांक,নিৰ্ণয়ৰ সহগ
लवचिकता गुणांक,স্থিতিস্থাপকতাৰ সহগ
विस्तार गुणांक,প্ৰসাৰণৰ সহগ
घर्षण गुणांक,ঘৰ্ষণৰ সহগ
रेखीय विस्ताराचे गुणांक,ৰৈখিক প্ৰসাৰণৰ সহগ
प्रतिगमन गुणांक,ৰিগ্ৰেছনৰ সহগ
पृष्ठभाग तणावाचे गुणांक,পৃষ্ঠীয় টানৰ সহগ
भिन्नतेचे गुणांक,তাৰতম্যৰ সহগ
cofactor,কোফেক্টৰ
नाणे फेकणे (नाणे फेकणे),coin throw (মুদ্ৰা টছ)
नमुना संकलन,নমুনা সংগ্ৰহ কৰা
समरेख,collinear
समरेखता,collinearity
स्तंभ,স্তম্ভ
स्तंभ समतुल्यता,স্তম্ভ সমতুল্যতা
स्तंभ समतुल्य,স্তম্ভ সমতুল্য
स्तंभ समतुल्य मॅट्रिक्स,স্তম্ভ সমতুল্য মেট্ৰিক্স
स्तंभ मॅट्रिक्स,স্তম্ভ মেট্ৰিক্স
स्तंभ रँक,স্তম্ভ ৰেংক
स्तंभ कमी केलेले इकोलॉन मॅट्रिक्स,স্তম্ভ হ্ৰাস কৰা ইকলন মেট্ৰিক্স
स्तंभ वेक्टर,স্তম্ভ ভেক্টৰ
स्तंभानुसार,স্তম্ভ অনুসৰি
एकत्रित समीकरण,সংযুক্ত সমীকৰণ
सामान्य कोन,সাধাৰণ কোণ
सामान्य अक्ष,সাধাৰণ অক্ষ
सामान्य आधार,সাধাৰণ ভিত্তি
सामान्य भाजक,সাধাৰণ হৰ
सामान्य फरक,সাধাৰণ পাৰ্থক্য
सामान्य घटक,সাধাৰণ কাৰক
सामान्य लॉगरिथम,সাধাৰণ লগাৰিদম
सामान्य एकाधिक,সাধাৰণ বহুগুণ
सामान्य प्रमाण,সাধাৰণ অনুপাত
सामान्य विभाग,সাধাৰণ অংশ
सामान्य बाजू,সাধাৰণ দিশ
सामान्य स्पर्शिका,সাধাৰণ স্পৰ্শক
सामान्य संज्ञा,সাধাৰণ শব্দ
बदली कायदा,কমিউটেটিভ ল&#39;
बदली मालमत्ता,পৰিৱৰ্তনশীল বৈশিষ্ট্য
बदली नियम,কমিউটেটিভ নিয়ম
जोडणीचा बदली कायदा,যোগৰ পৰিৱৰ্তনশীল নিয়ম
गुणाकाराचा कम्युटेटिव्ह कायदा,গুণনৰ পৰিৱৰ্তনশীল নিয়ম
बदली ऑपरेशन,কমিউটেটিভ অপাৰেচন
कम्युटेटर गट,কমিউটেটৰ গোট
