Bengali,Hindi
ব্লকিং অসিলেটর,अवरोधी दोलक
প্রতিরোধক অসিলেটর,अवरोधी दोलक
প্রতিরোধক ভোল্টেজ,अवरोधी वोल्टता
ব্লোয়ার,ब्लोवर
বোড ডায়াগ্রাম,बोडे आरेख
voltzmann সম্পর্ক,वोल्ट्जमान संबंध
voltzmann ধ্রুবক,वोल्ट्जमान स्थिंराक
বন্ধন,बंध
আবদ্ধ স্ট্রেন গেজ,आबद्ध विकृति प्रमापी
স্ব-চালিত পরিবর্ধক,स्वोत्थानी प्रवर्धक
বুলিয়ান বীজগণিত,बूलीय बीजगणित
বুলিয়ান সমীকরণ,बूलीय समीकरण
বুট Strapon,"बूट स्ट्रैपन, स्वोत्थान"
বুথের অ্যালগরিদম,बूथ्स आल्गोरिदम
বুটস্ট্র্যাপ প্রিজম সার্কিট,बूटस्ट्रैप प्रसर्प परिपथ
bosscutts নিয়ম,बॉसकर्ट्स नियम
বোস-চৌধুরী হকেনহাম (বিসিএইচ) কোড,बोस-चौधरी होकिनहाम (बी.सी.एच) कोड
"লাফ, লাফ","झंप, उछाल"
আবদ্ধ ইলেকট্রন,परिबद्ध इलेक्ट्रॉन
ব্র্যাগ প্রতিফলক,ब्रैग परावर्तक
জড়িত তার,गुंफित तार
শাখা,शाखा
শাখা,शाखन
পরীক্ষা বোর্ড,प्रयोग पट्ट
বিরতি জোন,भंजन क्षेत्र
ব্রেকিং ভোল্টেজ,भंजन वोल्टता
ব্রেকডাউন ডায়োড,भंजन डायोड
ফ্র্যাকচার ফিক্সেশন,भंजन संनिर्धारण
ব্রেকিং ভোল্টেজ,भंजन वोल्टता
সেতু,सेतु
সেতু সংশোধনকারী,सेतु दिष्टकारी
প্রশস্ত ব্যান্ড,विस्तृत बैंड
সম্প্রচার ব্যান্ড,प्रसारण बैंड
অ্যাস্ট্রাল অ্যারে,निरक्षीय व्यूह
সম্প্রচার,प्रसारण
সম্প্রচার অ্যান্টেনা,प्रसारण ऐन्टेना
সম্প্রচার গ্রহনকারী যন্ত্র,प्रसारण ग्राही
ফ্রিকোয়েন্সি ব্রডকাস্ট রিসিভার,आवृत्ति प्रसारण अभिग्राही
সম্প্রচার ট্রান্সমিটার,प्रसारण प्रेषित्र
বুস্টার অ্যান্টেনা,बूस्टर ऐन्टेना
বাস অ্যান্টেনা,बूस ऐन्टेना
বুরুশ নিমজ্জন,ब्रश विसर्जन
বুদবুদ এবং গেট,बुदबूदु AND गेट
বুডবুডু বা গেট,बुदबूदु OR गेट
বুদবুদ স্মৃতি,बुदबूदु स्मृति
ক্ষতিপূরণকারী ভোল্টেজ,प्रतिकारी वोल्टता
বাফার,बफर
বাফার পরিবর্ধক,बफर प्रवर्धक
বাফার সার্কিট,बफर परिपथ
বাফার অপারেটর,बफर परिचालक
বাফার রেজিস্টার,बफर पंजी
বাল্ব,बल्व
জনসংখ্যার প্রভাব,समष्टि प्रभाव
ম্যাক্রো সেমিকন্ডাক্টর ডিভাইস,समष्टि अर्धचालक युक्ति
গুচ্ছ,गुच्छक
নিমজ্জিত বিনিময়,निमज्जित विनिमय
নিমজ্জিত স্তর,निमज्जित परत
নিমজ্জিত যোগাযোগ,निमज्जित संपर्क
বিস্ফোরণ পরিবর্ধক,प्रस्फोट प्रवर्धक
বিস্ফোরণ কভার,प्रस्फोटी समाच्छादी
বিস্ফোরণ গুলি,प्रस्फोट फायरन
বিস্ফোরণ দরজা পরিবর্ধক,प्रस्फोटी द्वार प्रवर्धक
বিস্ফোরিত মোড,प्रस्फोटी विधा
বিস্ফোরণ বিভাজক,प्रस्फोटी पृथक्कारक
বিস্ফোরণের সংকেত,प्रस्फोटी संकेत
বিস্ফোরণ ত্রুটি সংশোধনকারী কোড,प्रस्फोट त्रुटि संशोधक कोड
যথেষ্ট,बस
বাস বার,बस बार
বাস সংগঠন,बस संगठन
বাস স্ট্যান্ডার্ড,बस मानक
শুধু ক্ষণস্থায়ী,बस क्षणिक
মাখন মূল্য ফিল্টার,बटर वर्थ फिल्टर
bnc তার,बीएनसी तार
বিএনসি জয়েন্টার,बीएनसी जोड़क
উপায় দ্বারা,"उपपथ, उपमार्ग"
বাইপাস ক্যাপাসিটর,उपमार्गी संधारित्र
বাইট,बाइट
ভি ব্যান্ড,V बैंड
সি ব্যান্ড অ্যান্টেনা,C बैंड ऐन्टेना
তার,तार
তারের রাউটিং,तार मार्ग निर्धारण
টেলিগ্রাফ টেলিভিশন,तार टेलिविजन
ক্যাশ মেমরি,कैश स्मृति
সিসিম ফ্রিকোয়েন্সি স্ট্যান্ডার্ড,सिसिमय आवृत्ति मानक
ক্যালকুলেটর,परिकलित्र
ক্রমাঙ্কন,अंशशोधन
কল ঠিকানা,कॉल ऐड्रेस
কলপিট অসিলেটর,कॉलपिट दोलित्र
ক্যাম কর্ডার,कैम कोर्डर
ক্যামেরা,कैमरा
ক্যামেরার পায়ের পাতার মোজাবিশেষ,कैमरा नली
candela,केंडेला
মোমবাতি শক্তি,कैंडल शक्ति
ক্যান্টিলিভার স্ট্রেন গেজ,कैन्टीलिवर विकृति प्रमापी
ধারণ,धारिता
ক্যাপাসিট্যান্স রক্তচাপ ট্রান্সডুসার,धारिता रक्तचाप ट्रान्सड्यूसर
হোল্ডিং ডিস্ট্রিবিউটর,धारिता वितरक
চুক্তি ধারণ,संधि धारिता
ক্যাপাসিট্যান্স গেজ,धारिता मापी
সংগ্রাহক হোল্ডিং,धारिता उद्ग्राही
ক্যাপাসিট্যান্স বিক্রিয়া,धारिता प्रतिघात
"ক্যাপাসিটিভ এনার্জি কনভার্টার, ট্রান্সডুসার","संधारी ऊर्जा परिवर्तित्र, ट्रासड्यूसर"
ক্যাপাসিটর,संधारित्र
ক্যাপাসিটর ব্যাংক,संधारित्र बैंक
ক্যাপাসিটর ফিল্টার,संधारित्र फिल्टर
ক্যাপাসিটর ইনপুট ফিল্টার,संधारित्र निवेश फिल्टर
উইঞ্চ মোটর,चर्खी मोटर
পুলি সার্ভো বডি,चर्खी सर्वो निकाय
চরখী,चर्खी
ক্যাপচার,प्रग्रहण
ক্যাপচার ধারা,प्रग्रहण परिच्छेद
ক্যাপচার প্রভাব,प्रग्रहण प्रभाव
ক্যারিয়ারের শব্দ অনুপাত,वाहक रव अनुपात
গাড়ির রেডিও,कार रेडियो
কার্বন প্রতিরোধক,कार्बन प्रतिरोधक
কার্ড পাঠক,कार्ड वाचक
কার্ডিওড ডায়াগ্রাম,कार्डिऑड आरेख
বহন,कैरेज
গাড়ি ফেরত,कैरेज वापसी
বাহক,वाहक
ক্যারিয়ার যোগাযোগ,वाहक संचार
ক্যারিয়ারের ঘনত্ব,वाहक संकेंद्रण
ক্যারিয়ার ফ্রিকোয়েন্সি,वाहक आवृत्ति
ক্যারিয়ার প্রজনন,वाहक जनन
ক্যারিয়ার স্তর,वाहक स्तर
ক্যারিয়ার জীবন,वाहक आयुकाल
ক্যারিয়ারের গতিশীলতা,वाहक गतिशीलता
বাহক গুণন,वाहक गुणन
ক্যারিয়ারের শব্দ স্তর,वाहक रव स्तर
ক্যারিয়ার পরিসীমা,वाहक परास
ক্যারিয়ার রিকভারি সার্কিট,वाहक पुनर्प्राप्ति परिपथ
ক্যারিয়ার পুনঃনিবেশ,वाहक पुनर्निवेशन
পরিবাহী বিক্ষিপ্তকরণ,वाहकीय प्रकीर्णन
ক্যারিয়ার দমন,वाहक संदमन
বাহক খাঁচা,वाहक पिंजरन
ক্যারিয়ার বেগ,वाहक वेग
হাত বিট,हस्तगत बिट
পতাকা রাখা,हस्तगत ध्वज
"দখলের রেজিস্টার, দখলের রেজিস্টার","हस्तगत रजिस्टर, हस्तगत पंजी"
বহনযোগ্য জেনারেটর,सुवाह्य जनित्र
কার্সনের আইন,कार्सन-नियम
কার্তুজ ফিউজ,कार्ट्रिज फ्यूज
কার্তুজ টেপ,कार्ट्रिज टेप
ক্যারি ফস্টার ব্রিজ,कैरी फोस्टर सेतु
ধাপ পরিবর্ধক,सोपानी प्रवर्धक
গ্রেডেশন,सोपानन
ক্যাসকেড পরিবর্ধক,कैसकेड प्रवर्धक
"ক্যাসকোড অ্যামপ্লিফায়ার, স্টেপ অ্যামপ্লিফায়ার","कैसकोड प्रवर्धक, सोपानी प्रवर्धक"
ক্যাসেট,कैसेट
প্ররোচনা,उत्प्रेरण
ক্যাপটিভ কোটার,प्रग्राही कोटर
ক্যাথোড,कैथोड
ক্যাথোড ট্রেলিং,कैथोड अनुगामी
ক্যাথোড ট্রেলিং পরিবর্ধক,कैथोड अनुगामी प्रवर्धक
ক্যাথোড আলোকসজ্জা,कैथोड संदीप्ति
ক্যাথোড উপাদান,कैथोड सामग्री
ক্যাথোড রে অসিলোস্কোপ,कैथोड किरण दोलनदर्शी
ক্যাথোড রশ্মি নল,कैथोड किरण नलिका
ক্যাথোড কণা জমা,कैथोड कण क्षेपण
ক্যাথোড আলোকসজ্জা,कैथोड संदीप्ति
কয়ার ফিল্টার,कौयर फिल्टर
kaver ফিল্টার,कावेर फिल्टर
কোটর,कोटर
এন্ট্রাল বিকিরণ,कोटरीय विकिरण
cotter অনুরণক,कोटर अनुनादी
ফ্যাট চার্জ কাপলড ডিভাইস (CCD),फेट आवेश युग्मित युक्ति(सी सी डी)
সিডি রম,सी.डी.रोम
সিডি রম ড্রাইভ,सी. डी. रोम ड्राइव
সেল (ব্যাটারি),सेल (बैटरी)
কেন্দ্রীয় সম্পদ উপাদান,केंद्रीय संसाधन तत्व
কেন্দ্রীয় সম্পদ ইউনিট,केंद्रीय संसाधन इकाई
কেন্দ্রীয় প্রসেসর,केंद्रीय संसाधित्र
গড় স্কেল,मध्यमान
মধ্য ফ্রিকোয়েন্সি,मध्य आवृत्ति
মাঝারি নিষ্কাশন ট্রান্সফরমার,मध्य निष्कासी ट्रांसफॉर्मर
"সিরামিক, কাদামাটি","सिरेमिक, मृत्तिका"
সিরামিক ফিলার,सिरेमिक पूरक
সিরামিক ফিল্টার,सिरेमिक फिल्टर
সিরামিক উপাদান,सिरेमिक पदार्थ
সিরামিক রেজোনেটর,सिरेमिक अनुनादी
সিরামিক শব্দ রিসিভার,सिरेमिक ध्वनि उद्ग्राही
সেরেনকভ ক্যালকুলেটর,सेरेन्कोव गणित्र
সরমাত,सरमेट
চ্যালকোজেনাইড,कैल्कोजेनाइड
ক্যালকোপিরাইট,कैल्कोपाइराइट
"চ্যানেল, চ্যানেল","चैनल, वाहिका"
চ্যানেল ব্যান্ড সম্প্রসারণ,चैनल बैंड विस्तार
চ্যানেল কোডার,चैनल कोडित्र
চ্যানেল ফ্রিকোয়েন্সি,चैनल आवृत्ति
চ্যানেল চরিত্র,चैनल वरित्र
চ্যানেল বিচ্ছেদ,चैनल पृथक्करण
চ্যানেল তত্ত্ব,चैनल सिद्धांत
চরিত্র জেনারেটর,वर्ण जनित्र
চরিত্রের স্বীকৃতি,संप्रतीक पहचान
বৈশিষ্ট্যগত প্রতিবন্ধকতা,अभिलाक्षणिक प्रतिबाधा
চার্জ ক্যারিয়ার,आवेश वाहक
চার্জ নিয়ন্ত্রণ পরামিতি,आवेश नियंत्रक प्राचल
মিলিত ডিভাইস চার্জ,आवेश युग्मित युक्ति
চার্জ যুগল র্যান্ডম অ্যাক্সেস মেমরি,आवेश युग्मित यादृच्छिक अभिगम स्मृति
চার্জ ঘনত্ব,आवेश घनत्व
চার্জ ইনজেকশন ডিভাইস,आवेश अंतःक्षेपण युक्ति
চার্জ ক্ষতি,आवेश हानि
চার্জ পাম্পিং,आवेश पंपन
চার্জ সেন্সিং এমপ্লিফায়ার,आवेश संवेदी प्रवर्धक
চার্জ স্টোরেজ,आवेश संचयन
চার্জিত কণা,आवेशित कण
অনুরাগী,आवेशक
ফ্রেম,ढाँचा
robyshev ফিল্টার,रोबिशेव फिल्टर
মোট চেক,जाँच योग
ফ্রিকোয়েন্সি পরীক্ষা করুন,जाँच आवृत्ति
রাসায়নিক বন্ধন,रासायनिक आबंध
রাসায়নিক বাষ্প এজাহার,रासायनिक वाष्प निक्षेपण
চাইল্ড লক সুবিধা,चाइल्ड लॉक सुविधा
শিশুর আইন,चाइल्ड का नियम
চিপ,चिप
চিপ সক্রিয়করণ,चिप सक्रियन
দম বন্ধ করা,चोक
বিরতিহীন,अन्तरायिक
বিরতিহীন পরিবর্ধক,अन्तरायिक प्रवर्धक
বিরতিহীন পরিবর্ধক,अन्तरायिक प्रवर्धक
বিরতিহীন মোড,अन्तरायिक विधा
ক্রোমা পরিবর্ধক,क्रोमा प्रवर्धक
চরিত্রায়ন চিত্র,वर्णकता आरेख
পিগমেন্টেশন,वर्णकत्व
বৃত্ত চিত্র,वृत्त आरेख
সার্কিট,परिपथ
সার্কিট বিশ্লেষণ,परिपथ विश्लेषण
সার্কিট ব্রেকার,परिपथ विच्छेदक
বর্তনী চিত্র,परिपथ आरेख
সার্কিট স্বরলিপি,परिपथ संकेतन
সার্কিট বদল,परिपथ स्विचन
বৃত্তাকার তরঙ্গ পথ,वृत्ताकार तरंग पथ
সঞ্চালন স্মৃতি,परिसंचारक स्मृति
বন্ধন সার্কিট,बंधन परिपथ
ক্ল্যাপ অসিলেটর,क्लैप दोलित्र
ক্লাস A পরিবর্ধক,वर्ग ए प्रवर्धक
ক্লাস A] B] C] D অপারেশন,वर्ग A] B] C] D प्रचालन
ক্লাস B পরিবর্ধক,वर्ग B प्रवर्धक
ক্লাস সি পরিবর্ধক,वर्ग C प्रवर्धक
ক্লাস ডি পরিবর্ধক,वर्ग D प्रवर्धक
এস ক্লাস বডি,S वर्ग निकाय
"বহিষ্কার, পরিষ্কার","निष्कासन, निर्मल"
কর্তন,कर्तन
শিয়ারিং সার্কিট,कर्तन परिपथ
ক্যালাড,कालद
ঘড়ি ফ্রিকোয়েন্সি,कालद आवृत्ति
ঘড়ির পালস জেনারেটর,कालद स्पंद जनित्र
কদল আরএস ফ্লিপ ফ্লপ,कादल RS फ्लिप फ्लॉप
ক্লোজড সার্কিট টেলিভিশন,संवृत परिपथ टेलिविजन
বন্ধ লুপ অপারেশন,संवृत पाश प्रचालन
বন্ধ লুপ লাভ,संवृत पाश लब्धि
পরিপূরক ধাতব সেমিকন্ডাক্টর,पूरक धात्वाक्साइड अर्धचालक
CMOS ডিভাইস,CMOS युक्ति
সিএমআরআর (সাধারণ মোড নিরপেক্ষকরণ অনুপাত),सी.एम.आर.आर. (उभयनिष्ठ विधा निराकरण अनुपात)
CO2 লেজার,CO2लेजर
সমাক্ষ তারের,समाक्ष केबल
