Punjabi,Malayalam
ਬੈਰੋਨਸ ਮੇਜਰਸ,ബറോണസ് മേജേഴ്സ്
ਬੈਰੋਨਸ ਨਾਬਾਲਗ,ബാരോൺസ് പ്രായപൂർത്തിയാകാത്തവർ
ਬੈਰੋਨੇਸ,ബാരോണസ്
ਬੈਰੋਨੇਟ,ബാരോനെറ്റ്
ਬੈਰੋਨੇਟੇਜ,ബാരോനെറ്റേജ്
ਬੈਰੋਨੇਟੇਜ,ബാരോനെറ്റേജ്
ਬੈਰੋਨੇਟਸੀ,ബാരോനെറ്റി
ਬੈਰੋਨੀ,ബാരോണി
ਬੈਰਾਕੂਨ,ബാരക്കൂൺ
ਬੈਰਾਕੂਨ,ബാരക്കൂൺ
ਬੈਰੀਕੇਡ (= ਬੈਰੀਕੇਡੋ),ബാരിക്കേഡ് (=ബാരിക്കഡോ)
ਬੈਰੀਕੇਡ (= ਬੈਰੀਕੇਡੋ),ബാരിക്കേഡ് (=ബാരിക്കഡോ)
ਬੈਰੀਕੇਡ (= ਬੈਰੀਕੇਡੋ),ബാരിക്കേഡ് (=ബാരിക്കഡോ)
ਬੇਸ ਕੈਂਪ,ബേസ് ക്യാമ്പ്
ਬੇਸਿਲਿਕਾ,ബസിലിക്ക
ਬੇਸਿਲਿਕਾ,ബസിലിക്ക
ਬਸਤੀਲਾ,ബാസ്റ്റില
ਬੈਸਟਿਲ,ബാസ്റ്റിലി
ਬੈਸਟਿਲ,ബാസ്റ്റിലി
ਬੈਟਰੀ,ബാറ്ററി
ਲੜਾਈ,യുദ്ധം
ਬੈਟਲੇ-ਐਰੇ,Battle-array
ਲੜਾਈ ਦਾ ਰੋਣਾ,യുദ്ധകാഹളം
ਲੜਾਈ ਦੀਨ,യുദ്ധം
ਲੜਾਈ ਦਾ ਮੈਦਾਨ,യുദ്ധക്കളം
ਲੜਾਈ ਦਾ ਭਜਨ,യുദ്ധഗാനം
ਸਪਰਸ ਦੀ ਲੜਾਈ,സ്പർസിന്റെ യുദ്ധം
ਸਟੈਂਡਰਡ ਦੀ ਲੜਾਈ,സ്റ്റാൻഡേർഡ് യുദ്ധം
ਬੈਟਲਸ਼ਿਪ,യുദ്ധക്കപ്പൽ
ਬੈਟਲਸ਼ਿਪ-ਤਾਕਤ,യുദ്ധക്കപ്പൽ-ബലം
Bayeux tapestry,Bayeux ടേപ്പ്സ്ട്രി
ਬੀਕਨ,ബീക്കൺ
ਬੀਕਨ ਟਾਵਰ,ബീക്കൺ ടവർ
ਬੀਵਰ,ബീവർ
ਬੀਵਰ,ബീവർ
ਸਮੁੰਦਰ ਦੇ ਭਿਖਾਰੀ,കടലിലെ യാചകർ
ਬੇਲੀਕੋਜ਼,ബെല്ലിക്കോസ്
ਬੇਲੀਕੋਸ,ബെല്ലിക്കോസ്
ਬੇਲੀਕੋਜ਼,ബെല്ലിക്കോസ്
ਬੇਲੀਕੋਸਿਟੀ,ബെല്ലിക്കോസിറ്റി
ਬੇਲੋਨਾ,ബെല്ലോന
ਲਾਭ,ഗുണം
ਪਾਦਰੀਆਂ ਦਾ ਲਾਭ,വൈദികരുടെ പ്രയോജനം
ਬੇਨੇਲਕਸ,ബെനെലക്സ്
ਬਰਲਿਨ ਫ਼ਰਮਾਨ,ബെർലിൻ ഉത്തരവ്
ਬੇਸਰਕਰ,ബെർസർക്കർ
ਬੇਸੰਤ (=ਬੇਜ਼ੰਤ),ബസന്റ് (=ബെസന്റ്)
ਬੈਥਲ,ബെഥേൽ
ਬਾਈਬਲੀਓਲੇਟਰ,ബിബ്ലിയോലേറ്റർ
ਬਿਬਲਿਓਲਾਟਰੀ,ഗ്രന്ഥശാസ്‌ത്രം
ਵੱਡੀ ਬਰਥਾ,ബിഗ് ബെർത്ത
ਬਿਗੌਟ,മതഭ്രാന്തൻ
ਬਿਲੀਟਿੰਗ,ബില്ലെറ്റിംഗ്
ਅਟੈਂਡਰ ਦਾ ਬਿੱਲ,ബിൽ ഓഫ് അറ്റൈൻഡർ
ਅਧਿਕਾਰਾਂ ਦਾ ਬਿੱਲ,അവകാശങ്ങളുടെ ബിൽ
ਜੀਵਨੀਕਾਰ,ജീവചരിത്രകാരൻ
ਜਨਮ ਕਹਾਣੀਆਂ,ജനന കഥകൾ
ਬਿਵੁਆਕ,Bivouac
ਬਿਵੁਆਕ,Bivouac
ਬਿਵੁਆਕ,Bivouac
ਬਿਜੋਨੀਆ,ബിസോണിയ
ਕਾਲਾ ਪੰਛੀ,കറുത്ത പക്ഷികൾ
ਕਾਲਾ ਝੰਡਾ,കറുത്ത കൊടി
ਕਾਲਾ ਮੋਰੀ,ബ്ലാക്ക് ഹോൾ
ਕਾਲਾ ਮੋਰੀ,ബ്ലാക്ക് ഹോൾ
ਕਾਲੀ ਲੱਤ (= ਖੁਰਕ),കറുത്ത കാൽ (=ചുണങ്ങു)
ਕਾਲੀ ਕਮੀਜ਼,കറുത്ത ഷർട്ട്
ਬਲੇਜ਼ਨ,ബ്ലാസൺ
ਬਲੇਜ਼ਨ,ബ്ലാസൺ
ਧਮਾਕੇਦਾਰ,ജ്വലനം
ਧਮਾਕੇਦਾਰ,ജ്വലനം
ਬਲਿਟਜ਼ਕਰੀਗ,ബ്ലിറ്റ്സ്ക്രീഗ്
ਖੂਨ ਰਹਿਤ ਇਨਕਲਾਬ (= ਸ਼ਾਨਦਾਰ ਇਨਕਲਾਬ),രക്തരഹിത വിപ്ലവം (=മഹത്തായ വിപ്ലവം)
ਬਲੱਡਵਾਈਟ,ബ്ലഡ് വൈറ്റ്
ਖੂਨੀ ਮੈਰੀ,ബ്ലഡി മേരി
ਨੀਲਾ,നീല
ਨੀਲਾ ਖੂਨ,നീല രക്തം
ਨੀਲੀ ਕਿਤਾਬ,നീല പുസ്തകം
ਨੀਲਾ ਰਿਬਨ,നീല നാട
ਨੀਲਾ ਰਿਬਨ,നീല നാട
ਬਲੂਜ਼ (=ਰਾਇਲ ਹਾਰਸ ਗਾਰਡ),ബ്ലൂസ് (=രാജകീയ കുതിര കാവൽക്കാർ)
ਨੀਲੀ ਕਮੀਜ਼,നീല ഷർട്ട്
ਬਲੂ ਵਾਟਰ ਸਕੂਲ,ബ്ലൂ വാട്ടർ സ്കൂൾ
ਕੰਟਰੋਲ ਬੋਰਡ,ബോർഡ് ഓഫ് കൺട്രോൾ
ਸਰੀਰ ਦੇ ਬਸਤ੍ਰ,ശരീര കവചം
ਬੋਅਰ,ബോയർ
ਲੁੱਟ,കൊള്ള
ਬੋਰੋ,ബറോ
ਬੁਲੇਉਟੇਰੀਅਨ,ബൗളൂട്ടേറിയൻ
ਬੋਰਬਨ,ബർബോൺ
ਮੁੱਕੇਬਾਜ਼ ਬਗਾਵਤ,ബോക്സർ കലാപം
ਬ੍ਰੇਸ,ബ്രേസ്
ਬ੍ਰਾਸਾਰਡ,ബ്രസാർഡ്
ਬ੍ਰਾਸਾਰਡ,ബ്രസാർഡ്
ਰੋਟੀ ਦੀਆਂ ਬਸਤੀਆਂ,ബ്രെഡ് കോളനികൾ
ਛਾਤੀ ਪਲੇਟ,ബ്രെസ്റ്റ് പ്ലേറ്റ്
ਛਾਤੀ ਦਾ ਕੰਮ,മുലപ്പാൽ ജോലി
ਬਰੇਟਵਾਲਡਾ,ബ്രെറ്റ്വാൾഡ
ਬ੍ਰਿਗੈਂਡ,ബ്രിഗാൻഡ്
ਬ੍ਰਿਗੇਂਡੇਜ,ബ്രിഗൻഡേജ്
ਬ੍ਰਿਟਿਸ਼ ਕਾਮਨਵੈਲਥ ਆਫ ਨੇਸ਼ਨਜ਼,ബ്രിട്ടീഷ് കോമൺവെൽത്ത് ഓഫ് നേഷൻസ്
ਭੂਰੇ ਰੰਗ ਦੀਆਂ ਕਮੀਜ਼ਾਂ (=ਨਾਜ਼ੀਆਂ),ബ്രൗൺ ഷർട്ടുകൾ (=നാസികൾ)
ਬ੍ਰਸੇਲਜ਼ ਸੰਧੀ (ਪੈਕਟ) ਸੰਗਠਨ (= ਪੱਛਮੀ ਯੂਰਪੀਅਨ ਯੂਨੀਅਨ),ബ്രസ്സൽസ് ഉടമ്പടി (പാക്ട്) ഓർഗനൈസേഷൻ (=വെസ്റ്റേൺ യൂറോപ്യൻ യൂണിയൻ)
ਮੱਝ,ബഫ്
ਮੱਝ,ബഫ്
ਮੱਝ-ਕੋਟ,ബഫ്-കോട്ട്
ਮੱਝਾਂ,ബഫുകൾ
ਬੁਲੇ (=ਕੌਂਸਲ),ബ്യൂൾ (=കൗൺസിൽ)
ਬਰਗੇਜ,ബർഗേജ്
ਬਰਗੇਸ,ബർഗെസ്
ਬਿਜ਼ੰਤੀਨੀ,ബൈസന്റൈൻ
ਬਿਜ਼ੰਤੀਨੀ ਚਰਚ,ബൈസന്റൈൻ പള്ളി
ਬਿਜ਼ੰਤੀਨੀ ਸਾਮਰਾਜ,ബൈസന്റൈൻ സാമ്രാജ്യം
ਬਿਜ਼ੰਤੀਨੀ ਯੁੱਗ,ബൈസന്റൈൻ യുഗം
ਬਿਜ਼ੰਤੀਨੀ ਇਤਿਹਾਸਕਾਰ,ബൈസന്റൈൻ ചരിത്രകാരന്മാർ
ਕਾਬਲ,കാബൽ
ਕੈਸਰਵਾਦ,സീസറിസം
ਖਲੀਫਾ,ഖലീഫ
ਕੈਲੀਗ੍ਰਾਫਰ,കാലിഗ്രാഫർ
ਕੈਲੀਗ੍ਰਾਫਿਸਟ,കാലിഗ്രാഫിസ്റ്റ്
ਕੈਲੀਗ੍ਰਾਫੀ,കാലിഗ്രാഫി
ਕੈਲਟ੍ਰੋਪ,കാൽട്രോപ്പ്
ਦੋਸਤੀ,സൗഹൃദം
ਕੈਮਰਿਲਾ,കാമറില്ല
ਕੈਮਰਿਲਾ,കാമറില്ല
ਕੈਮਲੌਕਮ,കാമലോകം
ਕੈਮੋਫਲੇਜ,മറവി
ਮੁਹਿੰਮ,പ്രചാരണം
ਕੈਂਪ ਫਾਲੋਅਰ,ക്യാമ്പ് ഫോളോവർ
ਕੈਂਪੋ ਸੈਂਟੋ,കാമ്പോ സാന്റോ
ਕੈਂਪਸ ਮਾਰਟੀਅਸ,കാമ്പസ് മാർഷ്യസ്
ਕੈਨੇਫੋਰਾ,കനേഫോറ
ਕੈਂਗੂ,കാൻഗു
ਕੈਨੋਨੇਡ,പീരങ്കി
ਤੋਪ ਚਾਰਾ,പീരങ്കി കാലിത്തീറ്റ
ਕੈਨਨ,കാനൻ
ਕੈਨਨ ਕਾਨੂੰਨ,കാനൻ നിയമം
ਕੈਨੋਪਸ ਫ਼ਰਮਾਨ,കനോപ്പസ് ഉത്തരവ്
ਕੈਂਟਿੰਗ ਹਥਿਆਰ,ആയുധങ്ങൾ ചലിപ്പിക്കുന്നു
ਬੰਦੀ,ബന്ദിയാക്കി
ਕੈਪਟਰ,ക്യാപ്റ്റർ
ਕਾਰਡੀਨਲ,കർദ്ദിനാൾ
ਕਾਰਲ,കാൾ
ਕੈਰੋਲਿੰਗੀਅਨ ਰਾਜਵੰਸ਼,കരോലിംഗിയൻ രാജവംശം
ਕਾਰਥੁਸੀਅਨ ਸੰਪਰਦਾ,കാർത്തൂഷ്യൻ വിഭാഗം
ਕਾਰਟੋਸਾ,കാർട്ടോസ
ਕੈਸਟਲੀਅਨ,കാസ്റ്റേലിയൻ
ਕੈਸਟਲੀਅਨ,കാസ്റ്റേലിയൻ
ਜਾਤ ਪ੍ਰਣਾਲੀ,ജാതി വ്യവസ്ഥ
ਕਿਲ੍ਹਾ,കോട്ട
ਕਿਲ੍ਹਾ,കോട്ട
ਕੈਸਲ ਸ਼ਹਿਰ,കാസിൽ പട്ടണം
ਕਾਸਟਰਾ,കാസ്ട്ര
ਕਾਸਟਰਾ,കാസ്ട്ര
ਕੈਥੇਡਰਾ,കത്തീഡ്ര
ਗਿਰਜਾਘਰ,കത്തീഡ്രൽ
ਕੈਟੋ ਸਟ੍ਰੀਟ ਸਾਜ਼ਿਸ਼,കാറ്റോ സ്ട്രീറ്റ് ഗൂഢാലോചന
ਕਾਉਡੀਲੋ,കൌഡില്ലോ
ਕੈਵਲੀਅਰ,കവലിയർ
ਕੈਵਲੀਅਰ,കവലിയർ
ਕੈਵਲੀਅਰ ਸੰਸਦ,കവലിയർ പാർലമെന്റ്
ਅਦੁੱਲਮ ਦੀ ਗੁਫਾ,അദുല്ലം ഗുഹ
ਗੁਫਾ ਚਿੱਤਰਕਾਰੀ,ഗുഹ പെയിന്റിംഗ്
ਗੁਫਾ ਚਿੱਤਰਕਾਰੀ,ഗുഹ പെയിന്റിംഗ്
ਸੇਂਟਮਵੀਰ,സെന്റുംവിർ
ਸੈਂਚੁਰੀਅਨ,ശതാധിപൻ
ਸਦੀ,നൂറ്റാണ്ട്
ਚੇਨ ਆਰਮਰ (= ਚੇਨ ਮੇਲ),ചെയിൻ കവചം (=ചെയിൻ മെയിൽ)
ਛੰਤਰੀ,ചാന്ത്രി
ਛੰਤਰੀ,ചാന്ത്രി
ਚੈਪ ਕਿਤਾਬ,ചാപ് ബുക്ക്
ਪਾਦਰੀ,ചാപ്ലിൻ
ਅਧਿਆਇ,അധ്യായം
ਹਾਦਸਿਆਂ ਦਾ ਅਧਿਆਇ,അപകടങ്ങളുടെ അധ്യായം
ਚਾਰਜ,ചാർജ് ചെയ്യുക
ਚਾਰਜ ਡੀ,ഭാരവാഹികൾ
ਚਾਰਜ ਵਿਭਾਜਨ,ചാർജ് വിഭജനം
ਚਾਰਜਰ,ചാർജർ
ਰੱਥ,രഥം
ਰੱਥ,സാരഥി
ਰੱਥ,സാരഥി
ਰੱਥ,സാരഥി
ਚੈਰਿਟੀ ਰਸੋਈ,ചാരിറ്റി അടുക്കള
ਚਾਰਟਰ,ചാർട്ടർ
ਚਾਰਟਿਸਟ ਅੰਦੋਲਨ (=ਚਾਰਟਿਜ਼ਮ),ചാർട്ടിസ്റ്റ് പ്രസ്ഥാനം (=ചാർട്ടിസം)
ਚਾਰਟੋਫਾਈਲੇਸ਼ੀਅਮ,ചാർട്ടോഫൈലാസിയം
Chateau,ചാറ്റോ
ਚੈੱਕ ਪੋਸਟ,ചെക്ക് പോസ്റ്റ്
ਰਸਾਇਣਕ ਯੁੱਧ,രാസയുദ്ധം
ਚੈਸਟਰ,ചെസ്റ്റർ
ਮੁੱਖ,മുഖ്യൻ
ਸਰਦਾਰ,തലവൻ
ਸਰਦਾਰ,തലവൻ
ਸਰਦਾਰ,തലവൻ
ਸ਼ਿਫੋਨ,ഷിഫോൺ
ਸ਼ਿਸ਼ਟਾਚਾਰ,ധീരത
ਚੁਣੇ ਹੋਏ ਲੋਕ,തിരഞ്ഞെടുത്ത ആളുകൾ
ਕ੍ਰਿਸਮੋਗ੍ਰਾਫੀ,ക്രിസ്മോഗ്രാഫിയോൺ
ਈਸਾਈ-ਜਗਤ,ക്രൈസ്തവലോകം
ਈਸਾਈ ਯੁੱਗ,ക്രിസ്ത്യൻ യുഗം
ਈਸਾਈ ਸਮਾਜਵਾਦ,ക്രിസ്ത്യൻ സോഷ്യലിസം
ਇਤਹਾਸ,ക്രോണിക്കിൾ
ਇਤਿਹਾਸਕਾਰ,ക്രോണിക്ലർ
Chryse Chersonese,ക്രൈസ് ചെർസോണീസ്
ਸਿਮਲੀਅਮ,സിമിലിയം
Cinquecento ਸ਼ੈਲੀ,സിൻക്വെസെന്റോ സ്റ്റൈൽ
ਸਰਕਮਨੇਵੀਗੇਸ਼ਨ,പ്രദക്ഷിണം
