Odiya,Gujarati
ପୁସ୍ତକ ଚିହ୍ନ,પુસ્તક ચિહ્ન
ବୁଲିଅନ୍ ବୀଜ ବିବେଚନା |,બુલિયન બીજગણિત
ବୁଲିଅନ୍ ସମ୍ପର୍କ |,બુલિયન સંબંધ
ବୁଟ ବିଭାଜନ,બુટ પાર્ટીશન
ବୁଟ ଷ୍ଟ୍ରାପିଂ,બુટ strapping
ବୁଟ-ଷ୍ଟ୍ରାପ ଲୋଡର,બુટ-સ્ટ્રેપ લોડર
ସେତୁ,પુલ
ବ୍ରଡବ୍ୟାଣ୍ଡ ନେଟୱର୍କିଙ୍ଗ |,બ્રોડબેન્ડ નેટવર્કિંગ
ପ୍ରସାରଣ,પ્રસારણ
ରେଡିଓ ପ୍ରସାରଣ |,પ્રસારણ રેડિયો
ବ୍ରାଉଜ୍ କରନ୍ତୁ |,બ્રાઉઝ કરો
ବ୍ରାଉଜର୍,બ્રાઉઝર
ବି-ଗଛ |,બી-ટ્રી
ବବୁଲ୍ ମେମୋରୀ |,બબલ મેમરી
ବବୁଲ୍ ସର୍ଟ୍ |,બબલ સૉર્ટ
ବାଲଟି,ડોલ
ସାଥୀ ସିଷ୍ଟମ୍,મિત્ર સિસ્ટમ
ବଜେଟ୍ ପ୍ରଭାବଶାଳୀ ନିୟନ୍ତ୍ରଣ |,બજેટ અસરકારક નિયંત્રણ
ବଫର୍,બફર
ତ୍ରୁଟି,ભૂલ
ବସ୍,બસ
ବାଇଟ୍ |,બાઈટ
ବାଇଟ୍ କୋଡ୍ |,બાઈટ કોડ
ଗ,c
C ++,C++
କ୍ୟାଚ୍,કેશ
କ୍ୟାଚ୍ ବଫର୍ |,કેશ બફર
କ୍ୟାଶେ ମେମୋରୀ,કેશ મેમરી
ଗଣନା,ગણતરી
କାଲକୁଲେଟର,કેલ્ક્યુલેટર
କାଲକୁଲେଟର ଚିପ୍,કેલ્ક્યુલેટર ચિપ
କଲ୍ କରନ୍ତୁ |,કૉલ
ନାମରେ କଲ୍ କରନ୍ତୁ |,નામથી બોલાવો
ରେଫରେନ୍ସ ଦ୍ୱାରା କଲ୍ କରନ୍ତୁ |,સંદર્ભ દ્વારા કૉલ કરો
ମୂଲ୍ୟ ଅନୁଯାୟୀ କଲ୍ କରନ୍ତୁ |,મૂલ્ય દ્વારા કૉલ કરો
ଭେରିଏବଲ୍ ଦ୍ୱାରା କଲ୍ କରନ୍ତୁ |,ચલ દ્વારા કૉલ કરો
କଲ୍ ଗେଟ୍ |,કૉલ ગેટ
ବାତିଲ୍ କରନ୍ତୁ |,રદ કરો
ବାତିଲ୍ ବଟନ୍,રદ કરો બટન
କାନୋନିକାଲ୍ |,પ્રમાણભૂત
କାନୋନିକାଲ୍ ଫର୍ମ |,પ્રમાણભૂત સ્વરૂપ
ସାମର୍ଥ୍ୟ |,ક્ષમતા
ସାମର୍ଥ୍ୟ ତାଲିକା |,ક્ષમતા યાદી
କ୍ଷମତା,ક્ષમતા
କ୍ୟାପ୍ ଲକ୍ କୀ |,કેપ્સ લોક કી
କାର୍ଡ,કાર્ડ
କାର୍ଡ ରିଡର୍ |,કાર્ડ રીડર
ହୃଦୟ,મુખ્યત્વ
ବାହକ,વાહક
ବାହକ ବ୍ୟାଣ୍ଡ |,વાહક બેન્ડ
ବାହକ ଭାର,વાહક લોડ
ବାହକ ସଙ୍କେତ,વાહક સંકેત
ବାହକ ତରଙ୍ଗ |,વાહક તરંગ
ବହନ କର,વહન
ଅଙ୍କ ବହନ କର |,વહન અંક
ପତାକା ବହନ କର |,ધ્વજ વહન કરો
କାର୍ଟ୍ରିଜ୍ ଡିସ୍କ |,કારતૂસ ડિસ્ક
କ୍ୟାସକେଡ୍ |,કાસ્કેડ
କେସ୍,કેસ
କ୍ୟାଥୋଡ୍ ରେଡ୍ ଟ୍ୟୁବ୍ (CRT),કેથોડ રે ટ્યુબ (CRT)
କ୍ୟାଥୋଡ୍ ରେଶ୍ ଟ୍ୟୁବ୍ (CRT),કેથોડ રે ટ્યુબ (CRT)
CD ROM ଡିସ୍କ ଡ୍ରାଇଭ |,CD ROM ડિસ્ક ડ્રાઇવ
କକ୍ଷ,કોષ
ସେଲ୍ ଆନିମେସନ୍ |,સેલ એનિમેશન
ସେଲୁଲାର୍ ଫୋନ୍ |,સેલ્યુલર ફોન
କେନ୍ଦ୍ରୀୟ ସ୍ମୃତି,કેન્દ્રીય મેમરી
କେନ୍ଦ୍ରୀୟ ପ୍ରକ୍ରିୟାକରଣ ଏକକ (CPU),સેન્ટ્રલ પ્રોસેસિંગ યુનિટ (CPU)
କେନ୍ଦ୍ରୀଭୂତ ପ୍ରଣାଳୀ |,કેન્દ્રિય સિસ્ટમ
ସାର୍ଟିଫିକେଟ୍ ଟେପ୍ |,પ્રમાણિત ટેપ
ଶୃଙ୍ଖଳା,સાંકળ
ଶୃଙ୍ଖଳା ତଥ୍ୟ,સાંકળ ડેટા
ଶୃଙ୍ଖଳା ଲିଙ୍କ୍ |,સાંકળ કડી
ଶିକୁଳି,સાંકળ
ଚ୍ୟାନେଲ୍ |,ચેનલ
ଚ୍ୟାନେଲ ବ୍ୟସ୍ତ ସ୍ୱର |,ચેનલ વ્યસ્ત સ્વર
ଚ୍ୟାନେଲ କ୍ଷମତା |,ચેનલ ક્ષમતા
ଚ୍ୟାନେଲ ନିୟନ୍ତ୍ରକ,ચેનલ નિયંત્રક
