Malayalam,Bengali
അക്കാരണത്താല്,তদনুসারে
കണക്ക്,অ্যাকাউন্ট
ഉത്തരവാദിത്തം,দায়িত্ব
ഉത്തരവാദിയായ,দায়ী
അക്കൗണ്ടൻസി,হিসাবরক্ষণ
കണക്കെഴുത്തുകാരി,হিসাবরক্ষক
അക്കൗണ്ട്,কি কারণে
അക്കൗണ്ട് തല,অ্যাকাউন্ট হেড
വർദ്ധിച്ച ആനുകൂല്യം,অর্জিত সুবিধা
വർദ്ധിച്ച പെൻഷൻ,পেনশন আদায়
കൂന്വാരം,জমা
കൃതത,সঠিকতা
സൂക്ഷ്മമായ,নির্ভুল
ബോധിപ്പിക്കുന്ന,অভিযোগ
കുറ്റക്കാരന്,অভিযুক্ত
നേട്ടം,অর্জন
അംഗീകാരം,স্বীকৃতি
അംഗീകാരത്തിന്റെ,স্বীকৃতি বকেয়া
പരിചയം,পরিচিত
കൈവശപ്പെടുത്തൽ,অধিগ্রহণ
കുറ്റപാട്വിൽപ്പന,খালাস
പവര്ത്തിക്കുക,আইন
അഭിനയ അലവൻസ്,অভিনয় ভাতা
പവര്ത്തി,কর্ম
പ്രവർത്തന പദ്ധതി,অ্যাকশন প্ল্যান
സജീവമായ,সক্রিয়
സജീവമായി,সক্রিয়ভাবে
ചുറുചുറുക്കുള്ളവള്,কর্মী
ദൈവിക പ്രവൃത്തി,Of শ্বরের আইন
ദുരാചാരത്തിന്റെ പ്രവർത്തനം,অসদাচরণের আইন
കമ്മീഷന്റെയും ഒഴിവാക്കലിന്റെയും നിയമം,কমিশন ও বাদ দেওয়া আইন
യഥാര്ത്ഥത്തിലുള്ള,আসল
വാസ്തവങ്ങൾ,বাস্তব
പൊരുത്തപ്പെടുത്തൽ,অভিযোজন
കൂട്ടല്,সংযোজন
അധിക നിരക്ക്,অতিরিক্ত চার্জ
അധിക ഫണ്ട്,অতিরিক্ত তহবিল
അധിക ഗ്രാന്റ്,অতিরিক্ত অনুদান
അധിക വിവരം,অতিরিক্ত তথ্য
അധിക വേതനം,অতিরিক্ত বেতন
കൂട്ടിച്ചേർക്കലും മാറ്റവും,সংযোজন এবং পরিবর্তন
അഭിസംബോധന ചെയ്യുക,ঠিকানা
വിലാസശാല,ঠিকানা
സ്വാഗത വിലാസം,স্বাগত ঠিকানা
പരാപ്തമായ,পর্যাপ্ত
ഇത് പാലിക്കുക,মেনে চলুন
ആഡ് ഹോക്ക്,অ্যাডহক
AD HOC ക്ലെയിം,অ্যাডহক দাবি
താൽക്കാലിക സമിതി,তদর্থক কমিটি
താൽക്കാലിക വർദ്ധനവ്,অ্যাডহক বৃদ্ধি
പരസ്യ ഹോക് പേയ്മെന്റ്,অ্যাডহক পেমেন্ট
തൊട്ടുകിടക്കുന്ന,সংলগ্ন
തൊട്ടടുത്ത് (= തുടർച്ചയായ),সংলগ্ন (= সংহত)
വചലിക്കുക,স্থগিতাদেশ
നീരസം ചലനം,স্থগিতের গতি
Cakudgge,রায়
ശിക്ഷിക്കപ്യം,বিচারক
വിധിന്യായ,বিচার
Adjudication,বিচারক
കമപ്പെടുത്തല്,সামঞ্জস্য
രാജംഭരിക്കുക,প্রশাসনিক
സത്യപ്രതിഷേധിക്കുന്നു,শপথ পরিচালনা করুন
ഭരണകൂടം,প্রশাসন
നീതിയുടെ ഭരണം,বিচার প্রশাসন
ഭരണപരമായത്,প্রশাসনিক
അഡ്മിനിസ്ട്രേറ്റീവ് പ്രവർത്തനം,প্রশাসনিক ক্রিয়া
അഡ്മിനിസ്ട്രേറ്റീവ് മൂല്യനിർണ്ണയം,প্রশাসনিক মূল্যায়ন
അഡ്മിനിസ്ട്രേറ്റീവ് അംഗീകാരം,প্রশাসনিক অনুমোদন
അഡ്മിനിസ്ട്രേറ്റീവ് അതോറിറ്റി,প্রশাসনিক কর্তৃপক্ষ
അഡ്മിനിസ്ട്രേറ്റീവ് നിയന്ത്രണം,প্রশাসনিক নিয়ন্ত্রণ
അഡ്മിനിസ്ട്രേറ്റീവ് തീരുമാനം,প্রশাসনিক সিদ্ধান্ত
അഡ്മിനിസ്ട്രേറ്റീവ് വകുപ്പ്,প্রশাসনিক দপ্তর
അഡ്മിനിസ്ട്രേറ്റീവ് ഹെഡ്,প্রশাসনিক মাথা
അഡ്മിനിസ്ട്രേറ്റീവ് ആസ്ഥാനം,প্রশাসনিক সদর দফতর
ഭരണപരമായ നടപടികൾ,প্রশাসনিক ব্যবস্থা
ഭരണപരമായ ശക്തി,প্রশাসনিক শক্তি
ഭരണപരമായ അനുമതി,প্রশাসনিক অনুমোদন
അഡ്മിനിസ്ട്രേറ്റീവ് രീതി,প্রশাসনিক কৌশল
അഡ്മിനിസ്ട്രേറ്റീവ് ട്രൈബ്യൂണൽ,প্রশাসনিক ট্রাইব্যুনাল
അനഭാക്ഷ്യം,প্রবেশযোগ্যতা
അനുവദനീയമായ ചെലവ്,স্বীকৃত ব্যয়
സമ്മതിക്കുക,স্বীকার করুন
അഡ്മിറ്റ് കാർഡ്,ভর্তি কার্ড
പ്രവേശിപ്പിച്ചു,ভর্তি
ഉപദേഷ്ടാപ്പ്,উপদেশ
ദന്തം,গ্রহণ
ച്ചക്കല്,গ্রহণকারী
ദത്ത്,গ্রহণ
പായപൂര്ത്തിയായി,প্রাপ্তবয়স্ক
മായം,ভেজাল
വഭിചാരം,ব্যভিচার
മുതിർന്നവർക്കുള്ള ഫ്രാഞ്ചൈസി,প্রাপ্তবয়স্ক ভোটাধিকার
പരസ്യ മൂല്യനിർണ്ണയം,বিজ্ঞাপন ভ্যালোরেম ডিউটি
മുന്നേറുക,অগ্রিম
അഡ്വാൻസ് ബുക്കിംഗ്,আগাম বুকিং
അഡ്വാൻസ് കോപ്പി,অগ্রিম অনুলিপি
അഡ്വാൻസ് ഇൻക്രിമെന്റ്,অগ্রিম বৃদ্ধি
അഡ്വാൻസ് പേയ്മെന്റ്,অগ্রিম প্রদান
പ്രതികൂല പ്രവേശനം,প্রতিকূল এন্ট্রি
പ്രതികൂല പരാമർശങ്ങൾ,বিরূপ মন্তব্য
പ്രതികൂല റിപ്പോർട്ട്,প্রতিকূল প্রতিবেদন
വിജ്ഞാപനം,বিজ্ঞাপন
ഉപദേശം,পরামর্শ
പേയ്മെന്റിന്റെ ഉപദേശം,অর্থ প্রদানের পরামর্শ
ഉപദേശക സമിതി,উপদেষ্টা কমিটি
ഉപദേശക സമിതി,উপদেষ্টা পরিষদ
വാദിക്കുക,অ্যাডভোকেট
കാര്യങ്ങൾ,বিষয়
സതവാങ്മൂലം,হলফনামা
ബന്ധം,অধিভুক্তি
സ്ഥിരീകരണം,নিশ্চিতকরণ
ഉറപ്പിക്കുന്ന,ইতিবাচক
ഉളവാക്കുക,সামর্থ্য
മേൽപ്പറഞ്ഞ,উপরোক্ত
ശെറെഷ്,নতুন করে
എതിരായി,বিরুদ্ধে
വയസ്സ്,বয়স
പ്രായപരിധി,বয়স শংসাপত্র
വോട്ടവകാശത്തിനുള്ള പ്രായം,ভোটাধিকার জন্য বয়স
പ്രായപരിധി,বয়স সীমা
നിര്വ്വഹണം,এজেন্সি
കാരപരിപാടി,আলোচ্যসূচি
വിരമിക്കലിന്റെ പ്രായം,অবসর বয়স
അപാദന പ്രായം,তদারকির বয়স
അഗ്രഗേഷൻ,সমষ্টি
ദു ved ഖിച്ചു,আক্রান্ত
പ്രക്ഷോഭക്തി,আন্দোলন
AGM,এজিএম
കരാര്,চুক্তি
കരാർ ഫോം,চুক্তি ফর্ম
കൃഷിപ്പണി,কৃষি
കാർഷിക വ്യവസായം,শস্য উৎপাদন কেন্দ্র
സഹായം,সাহায্য
ആപല്സൂചന,অ্যালার্ম
ജാല്തചിഹ്നം,সতর্কতা
അപരാഭിധാനം,ওরফে
കുറ്റാരോപണം,অভিযোগ
മേല്ക്കോയ്മയോട് ഭക്തി,আনুগত্য
സഖം,জোট
അനുബന്ധ സേവനങ്ങൾ,মিত্র পরিষেবা
എല്ലാം ഉൾക്കൊള്ളുന്ന ചെലവ്,সমস্ত অন্তর্ভুক্ত ব্যয়
അഖിലേന്ത്യാ സേവനങ്ങൾ,সমস্ত ভারত পরিষেবা
പങ്കുവയ്ക്കല്,বরাদ্দ
അനുവദിച്ചതുക,বরাদ্দ
അലോട്ട്മെന്റ് കത്ത്,বরাদ্দ চিঠি
അല്ലോട്ടി,বরাদ্দ
അനുവദനീയം,অনুমোদিত
അനുവദനീയമായ ചെലവുകൾ,অনুমোদিত ব্যয়
ഒരു അപ്പീൽ അനുവദിക്കുക,একটি আপিলের অনুমতি দিন
അനുമതി നല്കുക,ভাতা
എല്ലാ അവകാശങ്ങളും നിക്ഷിപ്തം,সমস্ত অধিকার সংরক্ষিত
അക്ഷരമാല ഓർഡർ,বর্ণমালা অর্ডার
വാസസ്ഥലമായ,বিক্ষোভ
ഏകാന്തരക്രമത്തിൽ,বিকল্প
ബദൽ,বিকল্প
സംയോജനം,সংমিশ্রণ
ഭേദഗതി ചെയ്ത ഡ്രാഫ്റ്റ്,সংশোধিত খসড়া
ഭേദഗതി,সংশোধন
സഖ്യം,সুযোগ
മിതഭാവമുള്ള,মায়াময়
വെടിക്കോപ്പ്,গোলাবারুদ
കടത്തിന്റെ പവിത്രത,Debt ণের or ণদান
സംഖ,পরিমাণ
പെൻഷന്റെ തുക,পেনশন পরিমাণ
അനലോഗസ് പോസ്റ്റ്,সাদৃশ্য পোস্ট
വിശകലനം,বিশ্লেষণ
അനലിറ്റിക്കൽ പഠനം,বিশ্লেষণাত্মক অধ্যয়ন
പൂര്വ്വികന്,পূর্বপুরুষ
അനുബന്ധ വ്യവസായം,আনুষঙ্গিক শিল্প
ബദ്ധവൈരം,শত্রুতা
അനുബന്ധം,সংযুক্তি
വാര്ഷികദിനം,বার্ষিকী
അറിയിപ്പ്,ঘোষণা
ഉപദവം,বিরক্তি
വാർഷിക സാമ്പത്തിക പ്രസ്താവന,বার্ষিক আর্থিক বিবৃতি
വാർഷിക റിപ്പോർട്ട്,বার্ষিক প্রতিবেদন
ആന്വിറ്റി,বার্ষিকী
പേരറിയാത്ത,বেনামে
അജ്ഞാത പരാതി,বেনামে অভিযোগ
ഉത്തരവിദ്ധി,উত্তরযোগ্যতা
ഉത്തരക്കടലാസ്,উত্তরপত্র
ശതാപകന്,বিরোধী
മുൻഗാമികൾ,পূর্বসূরি
പ്രതീക്ഷിച്ച ചെലവ്,প্রত্যাশিত ব্যয়
പ്രതീക്ഷിച്ച വരുമാനം,প্রত্যাশিত আয়
മുന്തോന്നല്,অগ্রজ্ঞান
മുൻകൂട്ടി ജാമ്യം,প্রত্যাশিত জামিন
അഴിമതി വിരുദ്ധ നടപടി,দুর্নীতি দমন ব্যবস্থা
വിരുദ്ധ ഡമ്പിംഗ്,অ্যান্টি-ডাম্পিং
പഴക്കം ചെന്ന,প্রাচীন
വർത്തിഡ്,বর্ণবাদ
അപരാഭിചികം,উদাসীনতা
അപെക്സ് ബോഡി,অ্যাপেক্স বডি
ക്ഷമാപണം,ক্ষমা প্রার্থনা
പുനര്വിചാരണയ്ക്ക് അപേക്ഷിക്കുക,আবেদন
കാഴ്ച,চেহারা
വിശേഷണം,সন্তুষ্টি
അപ്പീലേറ്റ് ട്രൈബ്യൂണൽ,আপিল ট্রাইব্যুনাল
അനുബന്ധം,পরিশিষ্ট
ഉപകരണം,যন্ত্রপাতি
പയോഗക്ഷമമായ,প্রযোজ্য
അപേക്ഷക,প্রার্থী
അപേക്ഷ,আবেদন
അപേക്ഷാ ഫോറം,আবেদনপত্র
പ്രയോഗിച്ചു,প্রয়োগ
അപേക്ഷിക്കുക,প্রয়োগ করুন
നിയമിത,নিয়োগ
അധികാരം നിയമിക്കുന്നു,কর্তৃপক্ষ নিয়োগ
നിയമനം,অ্যাপয়েন্টমেন্ট
നിയമന പത്രിക,নিয়োগপত্র
മന്ത്രിസഭയുടെ നിയമന സമിതി,মন্ত্রিপরিষদের অ্যাপয়েন্টমেন্ট কমিটি
വേതനത്തെ വിഭവങ്ങൾ,মজুরির অংশ
വിലനിശ്ചയിക്കല്,মূল্যায়ন
വിലഹരവാദി,মূল্যায়নকারী
അഭിനന്ദനം,প্রশংসা
അവബോധം,আশঙ্কা
തൊഴില്പരിശീലക,শিক্ষানবিশ
സമീപിക്കുക,পদ্ধতির
അനുഗുണമായ,যথাযথ
ഉചിതമായ പ്രവർത്തനം,যথাযথ ব্যবস্থা
ഉചിതമായ തല,উপযুক্ত মাথা
വിനിയോഗം,বরাদ্দ
അംഗീകരിക്കല്,অনুমোদন
ഏകദേശമായ,আনুমানিক
ആപ്റ്റിറ്റ്യൂഡ് ടെസ്റ്റ്,বুদ্ধিমত্তার পরীক্ষা
സേച്ഛാചാരിയായ,ইচ্ছামত
മാദ്ധസ്ഥം വഹിക്കുക,সালিশ
മാദ്ധസ്ഥം,সালিশ
മാദ്ധ്യസ്ഥതാ ട്രിബ്യൂണൽ,আরবিট্রেশন ট্রাইব্যুনাল
മദ്ധസ്ഥന്,সালিস
വാസ്തുവിദ,আর্কিটেকচার
ഗന്ഥരക്ഷാലയം,সংরক্ষণাগার
പദേശം,অঞ্চল
ഏരിയസ്ഥാനം,অঞ্চল সদর দফতর
വാദം,যুক্তি
എഴുന്നേല്ക്കുക,উত্থিত
സായുധ സേന,সশস্ত্র বাহিনী
കമീകരണം,ব্যবস্থা
ഊരി,বকেয়া
അരീയർ പ്രസ്താവന,বকেয়া বিবৃতি
വരവ് റിപ്പോർട്ട്,আগমনের প্রতিবেদন
ധിക്കാരം,অহংকার
ആയുധശാല,আর্সেনাল
പദാര്ത്ഥം,নিবন্ধ
അസോസിയേഷന്റെ ലേഖനങ്ങൾ,সমিতির নিবন্ধ
ലേഖനങ്ങൾ,নিবন্ধ
ആരോഹണ ക്രമം,উর্দ্ধক্রমানুসারে
നിർണ്ണയിക്കുന്ന,নিরূপণ করা
എവിടെയാണ്,যেমনটি যেখানে
വശം,দিক
കയറിയ,Aspersion
രാഷ്ടീയക്കൊല,হত্যাকাণ্ড
കയ്യേറ്റം നടത്തുക,হামলা
സംയോജിപ്പിക്കുക,একত্রিত করা
നിയമനിര്മ്മാണസഭ,সমাবেশ
അനുമതി,সম্মতি
ഉറപ്പുപറയുക,জাহির করা
വിലയിരുത്തുന്ന,মূল্যায়নকারী
നികുതിചുമത്തല്,মূল্যায়ন
വിലയിരുത്തൽ വർഷം,মূল্যায়ন বছর
അസര്യാകം,মূল্যায়নকারী
ആസ്തി,সম্পদ
നിയമനിക,Assignee
ചുമതല,অ্যাসাইনমেন্ট
യാസ,নিয়োগকারী
സഹായം,সহায়তা
തോഴന്,সহযোগী
ചങ്ങാത്തം,সংঘ
ചാർജ് അനുമാനം,চার্জ অনুমান
ഉറപ്പുനല്കല്,আশ্বাস
അഷ്വറൻസ് കമ്പനി,আশ্বাস সংস্থা
ഉറപ്പുതരുന്നു,আশ্বাস
കിഴിവിൽ,ছাড় এ
ആറ്റോമിക് പവർ,পারমাণবিক শক্তি
തുല്യത്തിൽ,সমমূল্যে
പ്രീമിയത്തിൽ,প্রিমিয়ামে
ഘടിപ്പിക്കുക,সংযুক্ত
അറ്റാച്ചുചെയ്ത ഓഫീസ്,সংযুক্ত অফিস
ബന്ധം,সংযুক্তি
അറ്റാച്ചുമെന്റ് ഓർഡർ,সংযুক্তি আদেশ
നേട്ടം,অর্জন
പരിശമം,চেষ্টা
ഹാജർ,উপস্থিতি
ഹാജർ രജിസ്റ്റർ,উপস্থিতি নিবন্ধ
പങ്കെടുക്കുന്ന സ്ലിപ്പ്,উপস্থিতি স্লিপ
ശ്രദ്ധ,মনোযোগ
സാക്ഷ്യപ്പെടുത്തൽ,সত্যতা
സാക്ഷ്യപ്പെടുത്തിയ പകർപ്പ്,সত্যায়িত অনুলিপি
ഭാവം,মনোভাব
ആകർഷകമായ ശമ്പളം,আকর্ষণীয় বেতন
ലേലം,নিলাম
ലേറ്റീയർ,নিলামকারী
ലേല വിൽപ്പന,নিলাম বিক্রয়
സദസര്,শ্রোতা
ഓഡിയോ-വിഷ്വൽ ഡിസ്പ്ലേ,অডিও-ভিজ্যুয়াল ডিসপ্লে
ഓഡിയോ-വിഷ്വൽ പബ്ലിസിറ്റി,অডিও-ভিজ্যুয়াল প্রচার
കണക്കുപരിശോധിക്കുക,নিরীক্ষা
ഓഡിറ്റുചെയ്ത അക്കൗണ്ടുകൾ,নিরীক্ষিত অ্যাকাউন্ট
ഓഡിറ്റുചെയ്ത ബാലൻസ് ഷീറ്റ്,নিরীক্ষিত ব্যালেন্স শীট
ഓഡിറ്റിംഗ്,নিরীক্ষণ
ഓഡിറ്റ് എതിർപ്പ്,নিরীক্ষা আপত্তি
ഓഡിറ്ററുടെ റിപ്പോർട്ട്,নিরীক্ষকের প্রতিবেদন
ആഡിറ്റോറിയം,অডিটোরিয়াম
ഓഡിറ്റ് ഖണ്ഡിക,অডিট অনুচ্ছেদ
കണക്കിറ്റ് റിപ്പോർട്ട്,অডিট রিপোর্ট
ഉത്സവമായ,কঠোরতা
ചെലവുചുരുക്കൽ നടപടികൾ,কঠোরতা ব্যবস্থা
ആധികാരികം,খাঁটি
അംഗീകൃത പ്രതിനിധി,অনুমোদিত প্রতিনিধি
അംഗീകാരപരമായ,কর্তৃত্বমূলক
അധികാരം,কর্তৃপক্ষ
അതോറിറ്റി കത്ത്,কর্তৃপক্ষের চিঠি
അധികാരപ്പെടുത്തി,অনুমোদিত
അംഗീകൃത മൂലധനം,স্বীকৃত মূলধন
ഓട്ടോമാറ്റിക്,স্বয়ংক্রিয়
സയംശാസിതമായ,স্বায়ত্তশাসিত
സ്വയംഭരണ സംഘടന,স্বায়ত্তশাসিত শরীর
സയംഭരണാവകാശം,স্বায়ত্তশাসন
ഉക്സിലറി,সহায়ক
സുലഭം,উপলব্ধ
ശരാശരി,গড়
ശരാശരി അവധി,গড় ছুটি
അപീതി,বিপর্যয়
അകറ്റുക,এড়ানো
ഒഴിവാക്കുക,এড়াতে
നികുതി ഒഴിവാക്കുക,কর এড়ানো
കാത്തിരിക്കുന്നു,অপেক্ষা করছি
കൊടുക്കുക,পুরষ্কার
അതോറിറ്റി അവാർഡ്,পুরষ্কার কর্তৃপক্ষ
ബോധപ്പെടുത്തല്,সচেতনতা
കസ്റ്റേറ്റഡ്,ব্যাকডেটেড
പശ്ചാത്തലം,পটভূমি
ബാക്ക് ലോഗ്,জমা কাজ
പുറപ്പെട്ടു,ফিরে
തിരികെ റഫറൻസ്,পিছনে রেফারেন্স
ബാക്കപ്പ് ചെയ്യുക,ব্যাক আপ
പിന്നോക്ക ക്ലാസുകൾ,পশ্চাদপদ শ্রেণি
പിന്നോക്ക ഗോത്രം,পশ্চাদপদ উপজাতি
മോശം വിലപേശൽ,খারাপ দর কষাকষি
ചീത്ത സ്വഭാവം,খারাপ আচরণ
മോശം പ്രതീകം,খারাপ চরিত্র
മോശം കാലാവസ്ഥാ അലവൻസ്,খারাপ জলবায়ু ভাতা
മോശം പെരുമാറ്റം,খারাপ আচরণ
കിട്ടാ കടം,খারাপ ঋণ
ബാഗ്,লাগেজ
ജാമം,জামিন
ബാക്കി,ভারসাম্য
ബാലൻസ് കൊണ്ടുവന്നു,ভারসাম্য নামা
ബാലൻസ് മുന്നോട്ട് കൊണ്ടുവന്നു,ভারসাম্য এগিয়ে আনা
സമതുലിതമായ ബജറ്റ്,সুষম বাজেট
ബാലൻസ് ഷീറ്റ്,ব্যালেন্স শীট
വോട്ടിന്റെ നറുക്ക്,ব্যালট
ബാലറ്റ് ബോക്സ്,ব্যালট বাক্স
ബാലറ്റ് പേപ്പർ,ভোট পত্র
നിരോധനം,নিষেধাজ্ঞা
ബാങ്ക്,ব্যাংক
ബാങ്ക് അക്കൗണ്ട്,ব্যাংক হিসাব
ബാങ്ക് ബാലൻസ്,ব্যাংক ভারসাম্য
ബാങ്ക് ചാർജുകൾ,ব্যাংক চার্জ
ബാങ്ക് ഗ്യാരന്റി,ব্যাংক গ্যারান্টি
ബാങ്ക് അവധി,ব্যাংক ছুটির দিন
ബാങ്കിംഗ് സൗകര്യം,ব্যাংকিং সুবিধা
ബാങ്കിംഗ് സമയം,ব্যাংকিং সময়
ബാങ്കിംഗ് ഇടപാട്,ব্যাংকিং লেনদেন
ബാങ്ക് നിരക്ക്,ব্যাংক হার
ബാങ്ക് അനുരഞ്ജനം,ব্যাংক পুনর্মিলন
നിര്ദ്ധനന്,দেউলিয়া
ബാങ്ക് സുരക്ഷ,ব্যাংক সুরক্ষা
ബാങ്ക് സ്റ്റേറ്റ്മെന്റ്,ব্যাংক দলিল
വിരോതം,বনভোজন
ബാർ കൗൺസിൽ,বার কাউন্সিল
വില്പ്പനക്കരാര്,দর কষাকষি
വില പേശൽ,দর কষাকষি
തരിശുഭൂമി,অনুর্বর জমি
ചരക്കുകൈമാറ്റക്കച്ചവടം,বার্টার
അടിത്തറ,বেস
അടിസ്ഥാനപരമായ,ভিত্তিহীন
കെട്ടിടത്തിന്റെ അടിത്തറ,বেসমেন্ট
അടിസ്ഥാന വർഷം,ভিত্তিবছর
അടിസ്ഥാനപരമായ,বেসিক
അടിസ്ഥാനപരമായി,মূলত
അടിസ്ഥാന ഇന്റലിജൻസ്,বেসিক বুদ্ধি
അടിസ്ഥാന ശമ്പളം,মূল বেতন
ശമ്പളത്തിന്റെ അടിസ്ഥാന തോത്,বেতনের প্রাথমিক স্কেল
അടിസ്ഥാന പരിശീലനം,মৌলিক প্রশিক্ষণ
അടിസ്ഥാനം,ভিত্তি
ഓടിക്കല്ല്,ব্যাচ
ബാച്ച് നമ്പര്,ব্যাচ নাম্বার
ചുമക്കുന്ന ചെക്ക്,বহনকারী চেক
ഉദ്ധരിച്ചതിന് മുമ്പ്,উদ্ধৃত করার আগে
പെരുമാറ്റം,আচরণ
വിശാസം,বিশ্বাস
പാരത്തില് താഴെ,নীচে নীচে
ബഞ്ച്,এজলাস
ബെഞ്ച്മാർക്ക്,মাপকাঠি
പ്രയോജനകരമായ,উপকারী
പയോജകന്,মৃত ব্যক্তির সম্পত্তির উত্তরাধিকারী
ആനുകൂലം,উপকার
സംശയത്തിന്റെ പ്രയോജനം,দ্বিধার সুবিধা
നന്മ,দানশীলতা
ബെൻ വോളന്റ് ഫണ്ട്,দানশীল তহবিল
Arequeliathe,উইল
അയവിസ്താരം,উইল
ദുര്ത്തന്ത,শোক
മികച്ച ശ്രമങ്ങൾ,সেরা প্রচেষ্টা
കാഴ്ചപ്പാട്,উন্নততা
പക്ഷപാതം,পক্ষপাত
പക്ഷപാതപരമായ അഭിപ്രായം,পক্ষপাতদুষ্ট মতামত
ബിബ്ലിയോഗ്രാഫി,গ্রন্থপঞ্জি
ബിനാത്തില്,দ্বিবার্ষিক
വിഭജനം,দ্বিখণ্ডিত
ദിഭാരതം,বিগামি
ഉഭയകക്ഷി,দ্বিপক্ষীয়
രണ്ടുഭാഷകളിലുള്ള,দ্বিভাষিক
ബൈകാമെറൽ,দ্বিখণ্ডিত
ബില്,বিল
വ്യവഹാര പത്രം,বিনিময় বিল
ബിമോണി റിപ്പോർട്ട്,দ্বিখণ্ডিত প্রতিবেদন
ബന്ധിക്കുക,বাঁধাই
ബയോഡറ്റ,বায়োডাটা
ബിപർട്ടിനെറ്റ്,দ্বিপক্ষীয়
Biparteait കരാർ,দ্বিপক্ষীয় চুক্তি
ജന്മവാർഷികം,জন্ম বার্ষিকী
ജനന സർട്ടിഫിക്കറ്റ്,জন্ম সনদ
ജനന നിയന്ത്രണം,জন্ম নিয়ন্ত্রণ
ജനിച്ച ദിവസം,জন্ম তারিখ
ജന്മസ്ഥലം,জন্মের জায়গা
ജനന നിരക്ക്,জন্ম হার
ബിക്കുളികം,দ্বিপক্ষীয়
കറുത്ത സമ്പദ്വ്യവസ്ഥ,কালো অর্থনীতি
കറുത്ത പട്ടിക,কালো তালিকা
കൊള്ളയടിക്കുക,ব্ল্যাকমেল
കരിഞ്ചന്ത,কালোবাজার
കുറ്റപ്പെടുത്തുക,দোষ
ശൂന്യമായ പരിശോധന,ফাঁকা চেক
പുതപ്പ് ഇടപാട്,কম্বল ডিল
പുതപ്പ് ഓർഡർ,কম্বল আদেশ
സ്ഫോടനം,বিস্ফোরণ
മിശ്രിതമാക്കുക,মিশ্রণ
ഉപരോധിക്കുക,ব্লক
ഉപരോധിക്കല്,অবরোধ
തടഞ്ഞ മൂലധനം,অবরুদ্ধ মূলধন
വലിയ അക്ഷരം,ব্লক লেটার
രക്ത ദാനം,রক্তদান
രക്തബന്ധങ്ങൾ,রক্ত সম্পর্ক
ബ്ലൂ കോളർ ജോലി,নীল কলার কাজ
ബ്ലൂപ്രിന്റ്,ব্লুপ্রিন্ট
മല്പ്പാതം,ব্লাফ
പലക,বোর্ড
"ബോർഡിംഗ്, താമസം",বোর্ডিং এবং থাকার ব্যবস্থা
ഡയറക്ടർ ബോർഡ്,পরিচালনা পর্ষদ
റവന്യൂ ബോർഡ്,রাজস্ব বোর্ড
ശരീരം,দেহ
അംഗരക്ഷകന്,দেহরক্ষী
ബോട്ടർ വൗച്ചർ,বোগাস ভাউচার
ബോണഫൈഡുകൾ,সদিচ্ছা
ബോണ്ട്,বন্ধন
ബോണ്ടഡ് തൊഴിലാളി,চুক্তিভুক্ত শ্রমিক
ലാഭവിഹിതം,বোনাস
