Tamil,Hindi
பிணைக்கப்பட்ட பிந்தைய பதற்றம்,बद्ध प्रत्ययित तनन
பத்திர கல்,बंधक पत्थर
கட்டுப்பட்ட நீர்,बद्ध जल
பெட்டி சாக்கடை,पेटिकाकार नाली
பிரேஸ்,बंधनी
விளிம்பில் செங்கல்,खड़ी ईंट
கடிவாளம்,ब्राइडल
பிரகாசம்,द्युति
பழுப்பு மண்,भूरी मृदा
கட்டிடம்,भवन
கட்டிட சர்வேயர்,भवन सर्वेक्षक
தாங்கல்,बफर (रोधक)
தாங்கல் வளைவு,रोधनवक या अनुपामन वक
தாங்கல்,रोधन
தாங்கல் திறன்,रोधन क्षमता
பண்டர்,बन्दर
பட்டர்ஸ்,पुश्ता
சி-அடிவானம்,c-संस्तर/c-होराइजन
கேபிள்,तार/केबल
கேபிள் மோல்டிங்,तारगढ़ाई
கேபிளிங்,केबिल तंत्र
அறை,केबिन
கேபின் ஹூக்,केबिन अंकुश
மந்திரி சபை,मंजूषा
கபோல்ட் வெளியேறினார்,ध्वनि शोषण चादर
சிற்றுண்டியகம்,कैफेटेरिया
கூண்டு,पिंजरा
கூண்டு கட்டுமானம்,पिंजरानुमा निर्माण
கெய்னின் சூத்திரம்,केनसूत्र
கெய்சன்,कैसन (या कॉफर)
கெய்சன் நோய்,कैसन रोग
கெய்சன் அடித்தளம்,केसन नींव
கெய்சன் குவியல்,कैसन पाइल
சுண்ணாம்பு செங்கல்,चूनेदार ईंट
சுண்ணாம்பு களிமண்,चूनेदार मिट्टी
சுண்ணாம்பு மேலோடு,चूनेदार पपड़ी
கால்சிஃபிகேஷன்,केल्सीकरण
கால்சினேஷன்,निस्तापन
கால்சின்,कैलसाइन
கால்சைட்,कैल्साइट
கால்சியம்-அலுமினேட் சிமெண்ட்,कैल्शियम एल्यूमिनेट सीमेंट
கால்சியம்-சிலிகேட் செங்கல்,कैल्शियम सिलीकेट ईंट
கால்சியம்-சிலிகேட் ஹைட்ரேட்,कैल्शियम सिलिकेट हाईड्रेट
கலிச்சே,कालीचे
கலிபோர்னியா தாங்கி விகிதம்,कैलिफोर्निया असर अनुपात
காலிபர்,केलिपर
கலோரிமீட்டர்,कैलोरीमीटर
கேம்பர்,न्युब्ज़ता/कैम्बर
கால்வாய்,नहर
விதானம்,कैनॉपी
கான்டிலீவர் அடிவாரம்,बहुधारन पद
தொப்பி,टोपी
திறன்,धारिता
ஆயில் பாதையின் திறன்,रेल पथ क्षमता
தொப்பி கேபிள்,टोपी कंडरा
கேபிலரிட்டி,केशिकत्व
தந்துகி முறிவு,केशिका विच्छेद
தந்துகி ஓட்டம்,केशिका प्रवाह
தந்துகி ஈரப்பதம் அல்லது தந்துகி நீர்,केशिका आर्द्रता या केशिका जल
தந்துகி துளை இடம்,केशिका रंध्र अवकाश
கேபிலரி போரோசிட்டி,केशिका रंध्रता
தந்துகி வெளி,केशिका अवकाश
பிடிப்பு வேகம்,प्रग्रहण वेग
கார்பனேற்றம்,कार्बोनेशन
கார்பன் கருப்பு,कार्बन काजल
காஸ்ட்பிள் பயனற்ற,ढलने योग्य उच्च तापसह
காஸ்ட்-இன்-பிளேஸ் அல்லது காஸ்ட்-இன்-சிட்டு,स्वस्थान ढली
காஸ்ட்-இன்-பிளேஸ் பைல்,यथास्थान बनाई पाइल
ஆமணக்கு,कैस्टर
வார்ப்பு கல்,ढला पत्थर
வினையூக்கி,उत्प्रेरक
கேட்டனா,मृदा श्रृंखला
பூனை முகம்,विडाल मुख
பூனை தலை,कैट हैड
கேஷன்,धनायन
பூனை நடை,कैट बॉक
குழிவுறுதல் சேதம்,कोटरन क्षति
செலைட்,सेलाइट
செல்லுலார் கான்கிரீட்,कोशिकीय कंक्रीट
செல்லுலார் கட்டுமானம்,कोशिकीय निर्माण
சிமெண்ட்,सीमेंट
"சிமெண்ட், பிட்மினஸ்",बिटुमनी सीमेंट
"சிமெண்ட், அதிக வலிமை",शीघ्र सामर्थ्य सीमेंट
"சிமெண்ட், ஹைட்ராலிக்",जलीय सीमेंट
"சிமெண்ட், குறைந்த வெப்பம்",न्यून ऊष्मा सीमेंट
"சிமெண்ட், கொத்து",चिनाई सीमेंट
"சிமெண்ட், இயற்கை",प्राकृतिक सीमेंट
"சிமெண்ட், போர்ட்லேண்ட்",पोर्टलैंड सीमेंट
"சிமெண்ட், போர்ட்லேண்ட் பிளாஸ்ட் ஃபர்னேஸ் ஸ்லாக்",पोर्टलैंड वात्या-भट्टी धातुमल सीमेंट
"சிமெண்ட், போர்ட்லேண்ட் போஸோலன்",पोर्टलैंड पोजोलॉन सीमेंट
"சிமெண்ட், கசடு",सीमेंट धातुमल
"சிமெண்ட், சல்பேட் எதிர்ப்பு",सल्फेट प्रतिरोधी सीमेंट
"சிமெண்ட், சூப்பர் சல்பேட்",सुपरसल्फेटेड सीमेंट
"சிமெண்ட், வெள்ளை",श्वेत सीमेंट
சிமெண்ட்-மொத்த விகிதம்,सीमेंट मिलावा अनुपात
சிமெண்ட் உள்ளடக்கம்,सीमेंट अंश
சிமெண்ட் ஜெல்,सेमेंट जेल
சிமெண்ட் துப்பாக்கி,सीमेंट गन
சிமெண்ட் சூளை,सीमेंट भट्टी
சிமெண்ட் பெயிண்ட்,सीमेंट प्रलेप
சிமெண்ட் பூச்சு,सीमेंट प्लास्टर
சிமெண்ட் பாறை,सीमेंट शैल
சிமெண்ட் குழம்பு,सीमेंट घोल
சிமெண்ட் சேமிப்பு,सीमेंट भंडारण
சிமெண்டேஷன் செயல்முறை,सीमेंटीकरण प्रक्रम
மையப்படுத்துதல்,ढूला
மையப்படுத்துதல் மற்றும் மூடுதல்,ढूला बनाना
மத்திய கலப்பு கான்கிரீட்,केन्द्रीय मिश्रित कंक्रीट
மத்திய கலவை,केन्द्रीय मिश्रक
மையவிலக்கு விசிறி,अपकेन्द्री पंखा
சுண்ணாம்பு,खड़िया
சேம்ஃபர்,शैम्फर
சேம்பர் துண்டு,निष्कोणन पत्ती
சேனல் கற்றை,चैनल धरन
சிறப்பியல்பு சுமை,अभिलाक्षणिक भार
பண்பு வலிமை,अभिलाक्षणिक सामर्थ्य
சார்ஜ் ஆஃப்,शुल्क माफी
சார்ஜ் செய்கிறது,भरण
சரிபார்க்கிறது,तरेड़न
இரசாயன பிணைப்பு,रासायनिक आबंध
செர்னோசெம்,चर्नोजेम
கஷ்கொட்டை மண்,चैस्टनट मृदा
புகைபோக்கி சாக்கடை,धुआरा पनाली
சிப் போர்டு,अपखण्ड फलक
சிப்பிங்,छीलना
சீவல்கள்,दाना
சரிவு,ढलवा नाली
வகுப்பு (கான்கிரீட்),श्रेणी (कंक्रीट की)
களிமண்,मृत्तिका
களிமண் உள்ளடக்கம்,मृत्तिका अंश
களிமண் பான்,मृत्तिका दृढ़ पटल
சுத்தம் செய்,सफाई द्वार
சுத்தம் செய்,निर्वात सुधार
கிளீட்,गुटका
கிளிங்கர்,क्लिंकर
கிளிப்,क्लिप
உறைதல்,स्कंदन
கரடுமுரடான மொத்த,स्थूल समुच्चय/मोटा मिलावा
கரடுமுரடான தானிய மண்,स्थूल कणीय मृदा
கோட்,कोट
காஃபர் அணை,कॉफर बाँध
ஒருங்கிணைப்பு,ससंजन
கொலாய்டு,कोलाइड
கூழ் ஈரப்பதம் சமமான விகிதம்,कोलाइडी-आर्द्रता तुल्यांक अनुपात
கூழ் அமைப்பு,कोलाइडी प्रणाली या कोलाइडी सम्मिश्रण
கொலுவல் மண்,मिश्रोढ़ मृदा
நெடுவரிசை,स्तम्भ/टेक/संपीडांग
சீப்பு பூச்சு,कंकतित परिष्कृति
இணைந்த அடி,संयुक्त पाद
ஒருங்கிணைந்த நீர்,संयुक्त जल
பொதுவான அறை,सामान्य कक्ष
நிறைவு சான்றிதழ்,पूर्णावस्था प्रमाण पत्र
கூறு சதுரம்,अंग वर्ग
கான்கிரீட்,कंक्रीट
கான்கிரீட்,कंकड़ स्तरन
ஒருங்கிணைந்த விகிதம்/தட்டை விகிதம்,समेकित दर या एक समान दर
அசுத்தங்கள்,दूषणकारक
அல்கோவ் சமையல்,खाना रखने स्थान
சமாளிப்பது,मुंडेर/कोपिंग
கோர்பெல்,टोड़ा
கார்னிஸ்,कॉनिस
இணைப்பான்,युग्मक
"கப்லர், இரட்டை",द्वि-युग्मक
"கப்லர், புட்லாக்",कड़ी युग्मक
"இணைப்பு, சுழல்",भ्रामी युग्मक
பாடநெறி,रद्दा
சீரற்ற இடிந்த கொத்து,बेतरतीब रद्देदार ढोका चिनाई
மூடப்பட்ட பகுதி,आच्छादित क्षत्र
தவழும்,विसर्पण
க்ரீப் குணகம்,विसर्पण गुणांक
குரோடோவின்,क्रोटोवाइन
காக்கை கால்,काक पाद
நொறுக்குத் தீனி அமைப்பு,आचूर्ण संरचना
கட்டுப்படுத்து,कर्ब
தற்போதைய,धारा
வளைவு எதிர்ப்பு,वक्र-प्रतिरोध (रेल)
ஈரப்பதம் இல்லாத பாடநெறி,आर्द्रतारोधी स्तर
நிறைவு தேதி,पूर्ण होने की तिथि
நிலைச்சுமை,अचल भार
இறந்த நீர்,धीर जल
டெசிபல்,डेसीबल
டிஃப்ளோகுலேஷன்,अनूर्पान
காற்றோட்டம் அல்லது காற்று விண்வெளி விகிதம்,वातन कोटि या वायु अवकाश अनुपात
திரட்டல் பட்டம்,समुच्चयन कोटि
சிதறல் பட்டம்,प्रकीर्णन कोटि
செறிவூட்டல் பட்டம்,संतृप्ति कोटि
அடர்த்தி,घनता (आवासीय)
பாலைவன நடைபாதை,भरू कुट्टिम
பாலைவன மண்,मरू मृदा
விவரங்கள்,विस्तृत विवरण
வளர்ச்சி காலம்,विकास अवधि
டி-அடிவானம்,Dसंस्तर/Dहोराइजन
மூலைவிட்ட பிணைப்பு,विकर्ण चाल
வரைபடம்,आरेख
டிஜிட்டல் டாக்,आंगुलिक गोदी
வேறுபட்ட நீர் விகிதம்,अन्तरात्मक जल दर
நீர்த்த காற்றோட்டம்,तनुता संवातन
டிலுவியம்,पूरोढक
சாப்பிடும் அல்லது உணவருந்தும் அறை,भोजन कक्ष
திசை ஆப்பு,दिशा निर्धारक खूँटी
சிதறல்,प्रकीर्णन
டிஸ்டெம்பர்,डिस्टेम्पर
கப்பல்துறை,गोदी
கதவு,1. द्वार 2. कपाट
டார்மர்,छत वातायन
டார்மர் சோதனை,छत वातायन पृष्ठ
இரட்டை சதை பிணைப்பு,दोहरी फ्लेमिश चाल
இரட்டை அடுக்கு,दोहरी परत
டோவல்,गुज्झी
வரைதல் பலகை,आरेखन पट्ट/ड्राइंग बोर्ड
வரைதல் அறை,बैठक
சறுக்கல்,1. प्रक्षेप 2. ड्रिफ्ट 3. गुल्ली
உலர் குமிழ் வெப்பநிலை,शुष्क बल्ब तापक्रम
உலர் கப்பல்துறை,शुष्क गोदी
உலர் ரப்பர் கொத்து,शुष्क ढोका चिनाई
டச்சு பத்திரம்,डच चाल
குள்ள சுவர்,बौनी दीवार
குடியிருப்பு அலகு,आवासीय यूनिट
ஈவ்,ओलती
ஈவ்ஸ் சாக்கடை,ओलती नाली
பொருளாதார சாத்தியம்,आर्थिक संभाव्यता या आर्थिक औचित्य समर्थन
எக்டோடைனமார்பிக் மண்,एक्टोडाइनेमोर्फिक मृदा
எட்டி,भँवर
பயனுள்ள அளவு,कण का प्रभावी आमाप
மலர்ச்சி,उत्फुल्लन
கழிவுநீர்,सहायक सरित
உயரம்,उद्विक्षेप
எலுவியேஷன்,अवक्षालन
எலுவியம்,अवक्षाल
எண்டோடைனமார்பிக் மண்,अंतर्गतिज मृदा
பொறியியல் சாத்தியம்,इंजीनियरी संभाव्यता
ஆங்கில பத்திரம்,इंग्लिश चाल
ஆங்கில தோட்ட சுவர் பத்திரம்,इंग्लिश गार्डन वाल चाल
"EPM (ஒரு மில்லியனுக்கு சமம்),&quot;",ईं.पी.एम. (प्रतिमिलियन तुल्य)
சமமான எடை,समतुल्य भार
எ.கா,अर्ग
மாற்றத்தக்கது,विनिमययोग्य
மாற்றக்கூடிய அமிலத்தன்மை,विनिमेय अम्लता
மாற்றக்கூடிய சோடியம் சதவீதம் (ESP),विनिमेय सोडियम प्रतिशतता
ஈ.எஸ்.பி.,धनायन विनिमय क्षमता
பரிமாற்ற அமிலத்தன்மை,विनिमय अम्लता
பரிமாற்ற வளாகம்,विनिमय सम्मिश्र
வெளியேற்ற,निर्वात/रेचन
வெளிப்பட்ட பூச்சு,अनावरित परिष्कृति
கண்,गवाक्ष
கண் புருவம்,आई ब्रो
எதிர்கொள்ளும்,मोहरा/अग्रभाग
எதிர்கொள்ளும் பிணைப்பு,पार्श्व चाल
பாதுகாப்பு காரணி,सुरक्षा गुणांक
வீழ்ச்சி,प्रवणता
ஃபேசியா,मुख पट्टी
முக பலகை,मुख पट्टी बोर्ड
தவறு,भ्रंश
வயல் ஈரப்பதம்,क्षेत्रीय नमी
இறுதி ஈரப்பதம் சமம்,क्षेत्रीय आर्द्रता तुल्यांक
ஃபில்லட் (மோட்டார்),मसाले की चपती/फिलेट
இறுதி,कलश
இறுதி அளவீடு,अंतिम मापन
இறுதி கட்டணம்,अंतिम भुगतान
இறுதி முன் மன அழுத்தம்,अंतिम पूर्व प्रतिबल
இறுதி பதற்றம்,अंतिम तनाव
நிதி சாத்தியம்,वित्तीय संभाव्यता
நேர்த்தியான மொத்த,महीन समुच्चय/बारीक मिलावा
பிளவுபட்ட பாறை,विदीर्ण शैल
கொடி கல்,पटिया पत्थर
பிளெமிஷ் பிணைப்பு,फ्लेमिश चाल
ஒளிரும்,फ्लैशिंग/जल रोधी झिल्ली
பளிச்சிடும் ஓடை,सद्योवेगी सरिता
தட்டையான கூரை,सपाट छत
Fleche,फलीके
பிளெமிஷ் தோட்ட சுவர் பிணைப்பு,फ्लेमिश गार्डन वाल चाल
பிளின்ட்,चकमक प्रस्तर
பிளின்ட் சுவர்,फ्लिंट दीवार
மிதக்கும் தளம்,प्लवमान फर्श
ஃப்ளோக்குலேஷன்,उर्णन
ஃப்ளோகுலேஷன் வரம்பு,ऊर्णन सीमा
ஃப்ளோகுலேஷன் விகிதம்,ऊर्णन अनुपात
ஃப்ளோக்குல்ஸ்,ऊर्णिका
தரை,फर्श
மாடி முத்திரை,फर्शरुद्धक/फर्श सील
ஓட்டம்,प्रवाह
ஏற்ற இறக்கம்,उच्चावचन
காலடி,पाद
அறக்கட்டளை,नींव
இலவச வீழ்ச்சி பாரோ டாப்பிங் மிக்சர்,मुक्त प्रपात बैरो उद्वर्ती मिश्रक
இலவச வீழ்ச்சி கலவை (டிரம் வகை),मुक्त प्रपात मिश्रक (ढोल के आकार का)
இலவச கல்,मुक्त पत्थर
புதியது,नदीपूर
உராய்வு குவியல்,घर्षण पाइल
தவளை,किश्ती/फॉग
கேபிள்,त्रयंकी
கேப்லெட்,लघु त्रयंकी
சூதாட்ட கூரை,गैमबरेल छत
அளவீடு,गेज (रेल पथ)
அளவிடும் பிரிவு,प्रमापन परिच्छेद
அளவிடும் நிலையம்,प्रमापन स्थल
பொதுவான இருப்பிடத் திட்டம்,सामान्य अवस्थापन अनुविक्षेप
பொது காற்றோட்டம்,सामान्य संवातन
G அடிவானம் அல்லது gley அடிவானம்,संस्तर या ग्ले संस्तर
வரை பனிப்பாறை,हिमगोलाश्म मृत्तिका
Gneiss,नाइस
பொருட்கள் முற்றம்,माल यार्ड
சாய்வு எதிர்ப்பு,प्रवणता प्रतिरोध
கிரானைட்,ग्रेनाइट
சிறுமணி அமைப்பு,दानेदार संरचना
குருணையாக்கம்,कणनन
சிறுமணி,दाना
ஈர்ப்பு நீர் இல்லாத நீர்,गृरूत्व जल या मुक्त जल
ஈர்ப்பு முற்றம்,मार्शलिंग गुरुत्वीय यार्ड
பெரிய மண் குழு,बृहत् मृदा समूह
கிரில்லேஜ் அடித்தளம்,झंझरी/ग्रिलेज नींव
தரையில் கை மோல்டிங்,भूहस्त पथाई
குழுவாக்கப்பட்ட கப்பல்துறை,समूहित गोदी
குழு வீடுகள்,सामूहिक आवासन
விருந்தினர் அறை,अतिथि कक्ष
சாக்கடை,नाली
சாக்கடை சுமப்பவர்,नाली धारक
கால்வாய் சோதனை,नाली रोधक
சுத்தி அலங்காரம்,हथौड़ा गढ़ाई
துறைமுகம்,पोताश्रय
புகலிடத் துறைமுகம்,आश्रय देने वाले पोताश्रय
கடினமான பான்,कठोर तल
தலைப்பு,तोड़ा/हैडर
தலைப்பு பத்திரம்,तोड़ा/हैडर चाल
தலைப்பு பாடநெறி,तोड़ा रद्दा
தலை வாயில் அமைப்பு,मुख फाटक संरचना
கால்வாயின் தலைவர்,नहर का शीर्ष
தலைமை சீராக்கி,मुख नियंत्रक
ஹெர்ரிங் எலும்பு பிணைப்பு,लहरिया चाल
இதயம்,भरत
ஈரமாக்கும் வெப்பம்,सिक्तन उष्मा
உயர் அலுமினா சிமெண்ட்,अक्षि-एल्यूमिना सीमेन्ट
இடுப்பு,पुट्ठा
ஹிப் கேப்பிங்,पुट्ठा मुंडेरी
இடுப்பு முனை,कूट सिरा
ஹூட்,छत्रक
ஹூட் மோல்டிங்,गढ़ा छत्रक
ஹூக்கின் சட்டம்,हुक का नियम
வளைய இரும்பு,पत्ती लोहा
அடிவானம்,संस्तर/होराइजन
ஈரப்பதமாக்குதல்,आद्रीकरण
"ஈரப்பதம், முழுமையானது",निरपेक्ष आद्रता
"ஈரப்பதம், உறவினர்",आपेक्षिक आद्रता
ஹம்ப் யார்டு,हम्प यार्ड
ஹைட்ராலிக் அழுத்தம்,द्रवचालित दाब
நீரேற்றம்,जलयोजन
நீராற்பகுப்பு,जल अपघटन
ஹைட்ரோலைடிக் அமிலத்தன்மை,चल अपघटनी अम्लता
ஹைட்ரோமார்பிக் மண்,जलकृत मृदा
ஹைட்ரோஃபிலிக் கொலாய்டு,जलरागी कोलाइड
ஹைட்ரோபோபிக் கொலாய்டு,जलविरागी कोलाइड
ஹைட்ரோஸ்டேடிக் அழுத்தம் விகிதம்,स्थिरद्रवीय दाब अनुपात
ஹைக்ரோஸ்காப்டிக் குணகம்,आद्रताग्रही गुणांक
ஹைக்ரோஸ்கோபிக் ஈரப்பதம்,आद्रताग्राही नमी
ஹைட்ரோஸ்கோபிசிட்டி,आर्द्रताग्राहिता
ஹைக்ரோஸ்கோபிக் ஈரப்பதம்,आर्द्रताग्राही नमी
ஹைபர்பேரிக் அறை,हाईपरबैरिक कक्ष
ஹைப்பர்ஸ்டேடிக் சட்டகம்,अपेक्षाधिक ढाँचा
ஹைப்சோமீட்டர்,जलक्वथनांकमापी
வெளிச்சம்,प्रदीप्ति
உட்புகுதல் ஈரப்பதம்,अंतःशोषणी आर्द्रता
முதிர்ச்சியடையாத மண்,अपूर्ण परिणत मृदा
சிறைபிடிக்கப்பட்ட கப்பல்துறை,अवरुद्ध गोदी
நில வருவாய் அதிகரிப்பு,भू आय वृद्धि
சுதந்திர சாரக்கட்டு,स्वतंत्र पाड़
உள்வாங்கப்பட்டது,कठोरीकृत
ஆரம்ப அழுத்த அழுத்தம்,प्रारम्भिक पूर्व प्रतिबल
ஆரம்ப பதற்றம்,प्रारम्भिक तनाव
உள்நாட்டு நீர்வழி துறைமுகம்,अन्तर्देशी जलमार्ग पत्तन
காப்பு பலகை,विसंवाहन पट्ट
இடைநிலை துறைமுகம்,मध्यवर्ती पत्तन
உள் உராய்வு,आन्तरिक धर्षण
உள் மண்டல மண்,अंतः क्षेत्रीय मृदा
அயன்,आयन
அயன் பரிமாற்றம்,आयन विनिमय
இரும்பு சட்டி,लोह स्तर
பாசன நிலம்,सिंचित भूमि
நீர்ப்பாசனம்,सिंचाई
பாசன செஸ்,सिंचाई उपकर
ஜம்ப்,पाखा
தள்ளாட்டம்,गुज्झी
ஜாக்கிள் முள்,संधि पिन
ஜூல்,जूल
குதிப்பவர்,जम्पर
கிலோகிராம்,किलोग्राम
கிலோகிராம் படை,किलोग्राम बल
கிலோகிராம் விசை மீட்டர்,किलोग्राम बल मीटर
கிலோவாட் மணி,किलोवाट घण्टा
கிங் மூடல்,नर डेली/किंग क्लोजर
சமையலறை,रसोई
லேஸ்டு நெடுவரிசை,लेसित स्तम्भ
பின்னடைவு,वेष्ठन
லமெல்லா வேர்,लमेला छत
லேமினார் ஓட்டம்,स्तरीय प्रवाह
விளக்கு துளை,दीपछिद्र
நிலப் பெருக்கம்,भूमि अभिवृद्धि
நில சறுக்கல்,भूस्खलन
லேட்டரைட்,लैटेराइट
லேட்டரைட் மண்,लैटेराइट मृदा या लैटोसॉल
பெரிய எண்களின் சட்டம்,बृहत संख्या सिद्धांत
தளவமைப்பு திட்டம்,अभिन्यास अनुविक्षप
பேரேடு,पाड़-बेड़ा
சுண்ணாம்பு பான்,चूना तल
லிண்டல்,लिंटल
திரவ வரம்பு,द्रव सीमा
நேரடி சுமை,चल भार
களிமண்,टुमट
உள்ளூர் வெளியேற்ற காற்றோட்டம்,स्थानीय निर्वात संवातन
லோகோ முற்றம்,लोको यार्ड
லூஸ்,लोएस
குறைந்த பிளாஸ்டிக் வரம்பு,निम्न सुघट्यता सीमा
குறைந்த வெப்ப சிமெண்ட்,अल्प ऊष्मा सीमेंट
இயந்திர மோல்டிங்,यांत्रिक पथाई
மேக்ரோஸ்ட்ரக்சர்,स्थूल संरचना
முக்கிய தலைமை சீராக்கி,प्रमुख शीर्ष नियंत्रक
முக்கிய துறைமுகம்,मुख्य पत्तन
ஒப்பனை காற்று,पुनःपूर्तिवायु
மான்சார்ட்,मैनसई
மார்ஷலிங் முற்றம்,मार्शलिंग यार्ड
கொத்து,चिनाई
முதிர்ச்சியடைந்த வெப்பநிலை,परिपाक तापक्रम
இடைமட்ட மாடி,मध्य तल
இயந்திர பகுப்பாய்வு,यांत्रिक विश्लेषण
இயந்திர காற்றோட்டம்,यांत्रिक संवातन
மெட்ரிக் அமைப்பு,मीटरी पद्धति
நுண் கட்டமைப்பு,सूक्ष्म संरचना
மில்லிக்கு சமம்,मिली तुल्यांक
ஒரு லிட்டருக்கு மில்லி சமம்,मिली तुल्यांक प्रति लीटर
கனிம,खनिज
கனிம மண்,खनिज मृदा
சிறிய துறைமுகம்,लघु पत्तन
மிட்ரெட் மூடல்,कलमी डेली
நடமாடும் மண் கொலாய்டு,जल मृदा कोलाइड
ஈரப்பதம்,आर्द्रतांश
ஈரப்பதம் சாய்வு,आर्द्रता प्रवणता
ஒற்றைக்கல்,मोनोलिथ/एकाश्म
மோனோரயில்,मोनोरेल
தேசிய துறைமுக சபை,राष्ट्रीय पोताश्रय परिषद
இயற்கை படுக்கை,प्राकृतिक तल
இயற்கையான பூச்சு,प्राकृतिक परिष्कृति
