Gujarati,Hindi
કૃષિ -પ્રવેશ,कृषि वानिकी
કૃષિવિજ્ologyાન,सस्य मृदा विज्ञान
કૃષિવિજ્yાન,सस्य विज्ञान
જૂથબદ્ધ,कृषि पशुचारणिक
કૃષિ કે થાંભલા,फसल प्रसंस्करण
કૃષિવિજ્ologyાન,घास विज्ञान
કૃષિવંશ,सस्य प्ररूप
વિમાન,अधिपादप
અકીયોચી માટી,ऐकिओची मृदा
માદા,"वर्णकहीनता, अवर्णता"
ક alંગું,एल्फिसॉल
શેવાળ,"शैवाल, काई"
મૂર્ત રોગ,शैवाल रोग
ક્ષારયુક્ત પાણી,क्षार जल
ક્ષુદ્ર,क्षारीय
એલીલ,विकल्पी
એલેલોકેમિકલ્સ,एलीलो रसायन
એલેલોમોર્ફ,युग्मविकल्पी
અખરોશ,एलीलोपैथी
એલી પાક,वीथी सस्यन
ફાળવણી,परनिषेक-फलता
સહ -સંબંધ,परनिषेचन
એલોમેટ્રી,"सापेक्षमिति, ऐलोमैट्री"
ફિલોપ્લોઇડ,परबहुगुणित
એલોસિનાપ્સિસ (એલોસિન્ડિસિસ),"परयुग्मन, अपायुग्लन"
વૈકલ્પિક બેરિંગ,"एकातंर वर्ष फलन, एकांतरित फलन"
વૈકલ્પિક જમીનનો ઉપયોગ,वैकल्पिक भूमि उपयोग
ઠેકડેલું,परिवेश
ઉદ્ધત,सुधारक
ક્ષુત્વ,असूत्रीविभाजन
મરણોત્તર,ऐमीनन
ચંદ્ર,अमोनियन
એમોનિફાયર,अमोनीकारक
આતુર,"अप्रभावी रूप, अरूपी"
Amાળ,उभय मिश्रण
અતિશય,उभयधर्मी
અનોખા,उपचय
એનોરોબ,"अवायुजीव, अनॉक्सी जीव"
Anડતું,असुगुणित
અંકિત -વાવેતર,कोणीय रोपण
પશુપાલન,पशुपालन
પશુ ઇનકાર,पशु उच्छिष्ट
સજીવ,सजीव ऊर्जा
શિરદર્શક,असमगुणित
વાર્ષિક પ્લાન્ટ,एकवर्षीय पादप
વાર્ષિક,वार्षिक
કળશ,"परागोद्भव, प्रफुल्लन"
એક જાતની નશરીય,ऐन्थ्रेक्स
માનવ -પરિબળ,मानवजनिक कारक
એન્ટિબાઈસિસ,प्रतिजीविता
એન્ટિબાઇટર,"प्रतिजैविक, ऐन्टीबायोटिक"
મારોશત,प्रतिकारक
એન્ટી ox કિસડન્ટો,प्रतिऑक्सीकारक
પુષ્પ,प्रतिआविष
હડંગું,वलयिका
Apષધ,"ऐफिड, माहू, चेपा"
ક budદડી,शीर्ष कलिका
મડાગાંઠ,शिखाग्र प्रभाविता
માપી (મધમાખી રાખવી),मधुमक्खी पालन
અનુવાદ,असंगजनन
એપોપ્ટોસિસ,एपोप्टोसिस
સંલગ્ન,उपांग
મોહક,क्षुधावर्धक
લાગુ કરવું,अनुप्रयुक्त
જળચર નીંદણ,जलीय खरपतवार
વૃક્ષને લગતું,"वृक्षीय, वृक्षवासी"
હવાઇકરણ,प्रशाखायन
સર્વસામાન્ય રેકોર્ડ,आद्य वानस्पतिक अभिलेख
ક્ષેત્ર આંકડા,क्षेत्रांकड़
વિસ્તાર,"क्षेत्र, क्षेत्रफल"
શુષ્ક ઇકોસિસ્ટમ,शुष्क पारितंत्र
અણીદાર,"बीजचोल, बीजोपांग"
સુગંધ,"सौरभ, सुवास"
સુગંધિત છોડ,सुगंधी पादप
સુગંધિત ચોખા,सुगंधित चावल
તંગર,इक्षु पुष्पन
મહાપમાવર,अपूति
ખસી,"अपूतित, अज़र्म"
અજાતીય પ્રચાર,अलैंगिक प्रवर्धन
પરાકાષ્ઠા,"आमाप, परख"
અસ્ક્યામત,परिसंपत्ति
આત્મસાત,"स्वांगीकरण, आत्मसात्करण"
મંડળ,"साहचर्य, संघ"
આહલાદક,"स्तंभक, कषाय"
અસમપ્રાપ્ત,असूत्रयुग्मन
તૃષ્ણા,"पूर्वजता, ऐटाविज्म"
અણમા,कणित्र
કૃશતા,"अपुष्टि, क्षीणता"
સ્વતસ્તરી,स्वयुग्मन
સ્વચાલનતા,स्वलयन
સ્વચાલિત થાંભલા,"स्वतः उपचयन, स्वतः ऑक्सीकरण"
સ્વોલપ્લોઇડ,स्वबहुगुणित
Uxક્સિન્સ,ऑक्सिन
AWN (બરછટ),"शूक, तूड़"
બદામ,बादाम
કુંવાર,धीकुवार
અમરાન્થસ,"चौलाई, रामदाना"
ક amંગું,अजवाइन
અંજાન ઘાસ,"अंजन घास, धामन घास"
ગૂંજ,एंथूरियम
"ઓનલા, ભારતીય ગૂસબેરી",आंवला
સફરજન,सेब
દુર્દ્રાવી,खुबानी
જાસ્મિન,"मोगरा, बेला"
અરેકા અખરોટ,सुपारी
ખલાસી,अर्जुन
અફેટીડા,हींग
રાખ,पेठा
અશોક વૃક્ષ,अशोक
એશ્થમા નીંદણ (યુફોર્બિયા),दूधी
શતાવરીનો શતાાયણ,सतावर
એવોકાડો,अवोकाडो
અલ્ફાલ્ફા (લ્યુસર્ન),"रिजक्रा, लूसर्न"
કીડી,चींटी
એફિડ,"तेला, माहू"
સૈન્યમાં,सैनिक कीट
કૃષિ -અર્થશાસ્ત્રી,कृषि अर्थशास्त्री
કૃષિ વિસ્તરણવાદી,कृषि प्रसार विज्ञानी
કૃષિ -વિજ્ scientાન,कृषि वैज्ञानिक
ખેતી ઈજનેર,कृषि अभियंता
કેરોગવિજ્ologistાન,कृषि जीवविज्ञानी
કૃષિવિજ્istાની,सस्य विज्ञानी
કૃષિવિજ્stાન,कृषि भौतिकीविद्
પશુ સંવર્ધક,"प्राणि प्रजनक, पशु प्रजनक"
બેસિલસ વાયરસ,दंड विषाणु
દંભ,"दंडाणु, बैसिलस"
જીવાત,"जीवाणु, बैक्टीरिया"
કોઇ,जीवविष
મસાલા,खोई
સરવૈયા,"तुलन-पत्र, चिट्ठा"
શેતરાન,संतुलित निषेचन
આકૃતિ,दंड आरेख
ભડકો,छाल
બાહુદ માળખાં,"वायुदाबमापी, बैरोमीटर"
ઉજ્જડ,"बजर, अकृष्य, बांझ"
પાયો,"आधार, बेस, कपांग"
ઉજવણી,"थाला, द्रोणी"
બીક,तलाभिसारी
દરિયાકાંઠે,"बेसिस्टर्नम, मूलाधारक"
ચોમાસા,खाड़ी मानसून
પધ્ધદનો છોડ,फलदायी पौधा
પથારી,क्यारी
ઘાને,क्यारी - पौधा
નાળ,क्यारी बनाना
બીટ દાળ,चुंकदर शीरा
ધૂન,धौंकनी
બેલ્ટ,"पट्टी, इलाका"
લાભ આપતી કિંમતે વિશ્લેષણ,लाभ-लागत विश्लेषण
પક્ષપાતી (નમૂના),अभिनत (प्रतिचयन)
દ્વિવાર્ષિક,द्विवर्षीय पादप
દ્વિપદી,द्विपद
જૈવિક,जैवकारक
જૈવ,जीव जलवायु
બાયનર્જી,जैव ऊर्जा
જીવવિજ્icsાન,जीव पारिस्थितिकी
બાયરોએક્ટર,"जैव-प्रक्रियापात्र, बायो रिएक्टर"
જીવશોષ,जीव-मंडल
જૈવિક,जैविक
જંતુઓ,जीव प्रारूप
દ્વિલિંગી,द्विलिंगी
નિસ્તેજ,धवलन
વિનોદ,"प्रध्वसं (रोग), झोंका रोग"
મિશ્રણ,सम्मिश्रण
વાંક કા blવો,"अंगमारी (रोग), ब्लाइट (रोग)"
ફટકો,"छाला, फफोला, उद्वर्त, ब्लिस्टर"
ક્રાંતિ,नीली क्रांति
તળિયે ગરમીનો ઓરડો,तलीय ताप चैंबर
તળિય ગરમીની તકનીક,तलीय ताप तकनीक
ક brંગું,चोकर
શાખા,शाखन
શાખા -શાખા -શાખ્ય,"टहनी, उपशाखा"
ઉછેર,नस्ल
ઉછેર,"प्रजनन, अभिजनन"
કોઇ,शीघ्र अंकुरण उपचार
ક brંગું,"शाव, अंड, भ्रूण"
જાંબુડી,कलिकायन
અંદાજપત્ર,बजट
બફર,"उभयप्रतिरोधी, बफर"
ગોળાકાર,शल्ककंद
સંલગ્ન,"बंट (रोग), चोट"
પેટા-પેદાશ,"उपजात, उपोत्पाद"
બબુલ બાવળ,"बबूल, कीकर"
બાળક મકાઈ,बेबी कॉर्न
બેલ,बेल
બાલ,लाजालु
બાલસમ,गुलमेंहदी
વાંસ,बांस
કરડ,केला
વડ નું વૃક્ષ,बरगद
જવ,जौ
બાર્નેયાર્ડ બાજરી,सावां
એક જાતનો છોડ,तुलसी
બેસ્ટાર્ડ દેવદાર,रुद्राक्ष
બેસ્ટર્ડ માયરોબાલન,बहेड़ा
બૌહિનીયા,कचनार
ખાડી,कैफल
બીન,सेम
સલાદ,चुकंदर
બાલ્ટડોન્ના,बेलाडोना
બેવકૂફ,बेर
ઠપકો આપવો,बरसीम
સોપારી,पान
બિલોમ્બી,बिलिंबी
કડવી દારૂ,करेला
કાળો ગ્રામ,उड़द
કાળી નાઈટશેડ,मकोय
બોગૈનવિલે,बोगेनविलिया
બોટ,बोटल ब्रश
બોટલ ગોળા,लौकी
બ boxટ -ઝાડ,"चीकदी, पापरी"
બ્રેડ ફળો,ब्रेड फ्रूट
લગ્ન સમારંભ,डेला
શોરબકોર,बैंगन
વ્યાપક બીન,"बाकला, चौड़ी बीन"
કોતરણી,ब्रोकोली
બ્રસેલ્સ sprout,ब्रुसेल्स स्प्राउट
બિયાં સાથેનો દાણો,कुटू
Butોરિયા,"पलाश लता, किंशुक"
એક જાતની નાની ભડકી,घूंस
સહન કરવું,भालू
ભમરો,भृंग
ફોલ્લો ભમરો,फफोला भृंग
વાદળી બળદ,नील गाय
Bણપત્ર,कपास की सूंड़ी
બ butterટરફ્લાય,तितली
જીવાણુવિજ્ologistાની,जीवाणु विज्ञानी
જૈવ રસાયણાકાર,जैव रसायनविद्
જીવવિજ્ologistાન,जीव विज्ञानी
જીવવિજ્ologistાની,जैव प्रौद्योगिकीविद्
વનસ્પતિશાસ્ત્ર,वनस्पतिविद्
સી ભેજ લાક્ષણિકતા વળાંક,c नमी विशिष्टता वक्र
કેક,खली
ગુણવાળું,"चूनेदार, कैल्सियमी"
ચુન્યાસ,कैल्सीयन
ફોસ્ફેટનું ગણતરી,फॉस्फेट का निस्तापन
ઉશ્કેરાટ,"किणता, कैलसता"
ક callલસ,"कैलस, किण"
Calાળ,"बाह्यदल पुंज, कैलिक्स"
ક calલિક્સનો અંત,बाह्यदल अंत
કણસ,एधा
ક canંગું,कैंकर (जीवाणु रोग)
ડબ્બા,डिब्बाबंदी
છત્ર,वितान
પાટનગર,पूंजी
કરચલીકરણ,परागण (अंजीर का)
ક capંગલ,"संपुट, संपुटिका, कैप्सूल"
કાર્બન,कार्बोनीकृत
કાર્બનલાઇઝેશન,कार्बनन
કળ,अंडप
કળશ,मणिबंध
કિલ્લો,"ढलाई (लोहे की), क्षिप्ति (कीट)"
વિસર્જન,अपचय
ઉદ્દીપન,उत्प्रेरण
ઈયળ,"इल्ली, सूंडी"
સી-ડી.એન.એ.,C- डीएनए संग्रह
છત,सीमा
ઓરડું,"कोशिका, कोष्ठिका"
કેન્દ્રીય નેતા પદ્ધતિ,केंद्रीय अग्रलेख प्रणाली
કેન્દ્ર બનાવવી,"सबिंदु, सकेंद्र"
કેન્દ્રો,अपकेंद्रण
કેન્દ્ર,अपकेंद्रित
કેન્દ્ર,तारककेंद्र
કેન્દ્રોવાળું,केंद्रजनिक
કેન્દ્રો,केंद्रजा
કરકસર,लूम
ધારણ,"धान्य, सीरियल"
પ્રમાણપત્ર,"प्रमाणीकरण, प्रमाणन"
પ્રમાણિત બીજ,प्रमाणित बीज
કણ,"भूसा, कुट्टी, शल्क सहपत्र"
ચલાઝા,"निभाग, कैलाजा"
વાદળવિજ્ismાન,रसानुवर्तन
જાંબુડિયા રંગ,"काएज्मा, व्यत्यस्त"
ઠંડક કલાકો,द्रुतशीतन घंटे
ઠંડક ઇજા,शीतज क्षति
તંગ,"विचित्रोतकी, किमेरा"
કળ,हरित दली
હરિતદ્રવ્ય,"पर्णहरित, हरितक"
હરિતદ્રવ્ય,हरिमाहीनता
હરિતદ્રવ્ય,जीव वितरण विज्ञान
ક્રોમેટિડ,"क्रोमैटिड, अर्धगुणसूत्र"
ક્રોમટિન,क्रोमैटिन
ક્રોમશલિઓ,वर्णलेखन
ક્રોધિતતા,क्रोमोटिनलयन
ક્રોમોસેન્ટ્રી,परिसूत्र बिंदु
ક્રોમતત્વ,वर्णजनन
રંગભૂમિ,"क्रोमोप्रोटीन, वर्णकप्रोटीन"
રંગબેરંગી,"गुणसूत्र, क्रोमोसोम"
કાયમી,"चिरकाली, दीर्घकाली, जीर्ण, पुराना"
સિત્તર,सिट्रेंज
કવડો,पर्णाभपर्व
વર્ગીકરણ,वर्गीकरण
માટી,"मृत्तिका, चिकनी मिट्टी"
સફાઈ,"निर्मलन, मार्जन, सफाई, शोधन"
રોટી,"अनुन्मील्य परागण, स्वपरागण"
ઘાતકી ફળ,क्रांतिक श्वसनी फल
વાતાવરણ,जलवायु
આબોહવાવિજ્ologyાન,जलवायु विज्ञान
જાડું,कतरनी
ગાલ,ढेला (मिट्टी का)
ક્લોન,"क्लोन, कृन्तक"
વાદળ,"मेघ, बादल"
ઝગડો,"पुंज (क्लंप, संपुंजन)"
ઝગડો,गुच्छ
બરછટ,"स्थूल, मोटा, कच्चा, अपरिष्कृत"
કોટ (બીજ),"आवरण (बीज़), चर्मावरण"
કોપરો,कोया
કોનઝાઇમ,"कोएन्जाइम, सह-प्रकिण्व"
સુશોભન,संसंजन
Coાંકણ,"रेशा (जूट पटसन), नारियल जटा"
કોયડો,मूलांकुर चोल
કોઠાર,"स्तंभमूलसंधि, कॉलर, ग्रीवा"
કોલોઇડ (માટી),कोलॉइड (मृदा)
જાંબુડિયા રંગનું બનેલું,"स्तंभिका, कॉलुमेला"
કોલમ,"दंड, स्तंभ, कॉलम"
સંપ્રદાય,सहभोजिता
વેપારી બેંક,वाणिज्यिक बैंक
કોડ્યુ,"जिंस, पण्य वस्तु"
સમુદાય,समुदाय
કોમ્પેક્શન (માટીનું),"संहनन, (मृदा का)"
સુસંગતતા,"सुसंगति, संगतता"
સુસંગતતા,सुसंगतता
વળતર,"क्षतिपूर्ति, मुआवजा"
સ્પર્ધાત્મક ક્રિયાપ્રતિક્રિયા,स्पर्धी अन्योन्यक्रिया
પૂરક પાક,पूरक सस्य
સંકુલ,"सम्मिश्र, जटिल"
ઘટક,घटक
-નું જોડાણ,संघटन
કંપોસ્ટ,कंपोस्ट
સંયોજન વ્યાજ,चक्रवृद्धि ब्याज
ગણતરી,अभिकलन
કોમ્પ્યુટર,"अभिकलित्र, कंप्यूटर"
એકાગ્રતા,"सांद्रण, संकेद्रण"
શરત,"अनुकूलक, पुनरुद्धारक"
વાહકતા,चालकता
ગોઠવણી,"विन्यास, संरूपण"
સુસંગતતા,"अनुरूपता, समविन्यास, समरूपता"
મૂંઝવણભર્યું,"समाकुलन, संकरण"
જોડાણ,संयुग्मन
સંબંધક,"योजी, संयोजी"
સંરક્ષણ,सरंक्षण
એકીકરણ,चकबंदी
ઘટ,"संघटक, अवयव"
ગ્રાહક,उपभोक्ता
વપરાશ,उपभोग
દૂષણ,संदूषण
સમોચ્ચ વાવેતર,समोच्च रोपण
સમતૈલી,समोच्च रेखा
કરાર -ખેતી,"संविदा कृषि, ठेका कृषि, अनुबंधित खेती"
નિયંત્રિત સંગ્રહ,नियंत्रित भंडारण
સહકારી બેંક,सहकारी बैंक
ભૌતિક,सहकारी संस्था सदस्य
ક copંગું,गुल्मवन
કોતર,घनकंद
કોથળી,"दलपुंज, कोरोला"
કોતરણી,"वल्कल, कॉर्टेक्स"
ખર્ચ,लागत
કોટિલેડોન (બીજ),बीजपत्र
ધિરાણ મંડળી,ऋण समिति
જમા,"उधार, साख"
લેણદાર,"ऋणदाता, लेनदार"
ખરબચડું,"शिखा, शीर्ष, शिखर"
કરચલી,व्याकुंचन
સંકટ,संकट
માપદંડ,कसौटी
વિવેકી,"क्रांतिक, विकट, नाजुक"
પાક વીમો,फसल बीमा
પાક -લોન,फसल ऋण
પાક,"सस्य, फसल"
પાક વિસ્તાર,सस्यन क्षेत्र
વળગાડ,पार-असंगत
તાજ (છોડ),"मुकुट, शिखर (पादप)"
ભડકો,मृदुकण
બંદર,पपड़ी
ગુપ્ત,"क्रिप्टोगैम, अपुष्पीपादप"
કુલ (ફળો),छांटन (फल)
ક culંગું,"कल्म, वेणुकाण्ड"
ખેડૂત,कृष्य किस्म
ખેતી,"कर्षण, कृषि, खेती"
ખેડૂત,"किसान, कल्टीवेटर (यंत्र)"
સંસ્કાર,"संवर्ध, संवर्धन, पालन"
ઉપચાર,"संसाधन, तैयार करना"
કરચલી,"कुंतलन, कुंचन"
ચલણ,मुद्रा
પહાડીચણો,"उपत्वचा, क्यूटिकल"
કાપવા,"कलम, कटाई, काटना, कटाग्र, कटावा"
કોતરણી,"कृमि कोष, सिस्ट, पुटी, विकृत गुल्म, रसौली"
કોયડો,साइटोक्रोम
ચિત્ત્રમણિકા,कोशिका युग्मन
ચક્રાક્રમ,कोशिका जनन
સાયટોજેનેટિક્સ,कोशिका आनुवंशिकी
ચિત્તભ્રમ,कोशिका द्रव्य विभाजन
મનોહરવિજ્ cyાન,कोशिका विज्ञान
કોયતરો,कोशिकाविघटन
કોથળી,"साइटोमियर, कोशिका खंड"
કોયડો,कोशिका द्रव्य
કોબી,बंदगोभी
કactક્ટસ,नागफनी
ક calંડન,ज़रगुल
કેનેરી ઘાસ (ફાલારિસ),"गिल्ली डंडा, गेहूं का मामा"
ઝેર,कैना
કળણ,करीर
ક capંગિકમ,शिमला मिर्च
કોથળી,कमरख
કાર્પા,पुसुर
ઇલાયચી,इलाइची
સંતાડ,कार्नेशन
ગાજર,गाजर
કાજુ,काजू
કાસિયા,अमलतास
એરપોર,अरंडी
ફૂલકોબી,फूलगोभी
કચુંબરની વનસ્પતિ,सेलेरी
ચેમ્પ,चम्पा
ચેતાન,बथुआ
ચેરી ટમેટા,चेरी टमाटर
ચેરી,चेरी
"ચણા, ગ્રામ",चना
મરચાં,मिर्च
ચાઇના ટર્પેન્ટાઇન ટ્રી,काकड़ा
ચો-ચો,लौकू
ક્રાયસન્થેમમ,गुलदाउदी
"ચુફા, પૃથ્વી બદામ",चिचोड़ा
ચિત્ત,"चिकोरी, कारनी"
તજ,दालचीनी
સિટ્રોન,सिट्रोन
સિટ્રોનેલા ઘાસ,गंजनी
ચ bingતી જાસ્મિન,मालती
ફાટવું,लौंग
કલગીર બીન,ग्वार बीन
કોકો,कहवा
નારિયેળ,नारियल
કોફી,कॉफी
કોલસ,पत्थरचूर
કોલોકસિયા,अरबी
"કોલોસિન્થ, કડવો સફરજન",इंद्रायन
સામાન્ય પરત,जंगली पालक
કોથમીર,धनिया
સુતરાઉ,कपास
કોથળી,लोबिया
ઘનબી,कबाब-चीनी
કાકડી,खीरा
કકર્બિટ્સ,कद्दूवर्गीय
જીરું,जीरा
પર્ણ,करी पत्ता
સીતાફળ,शरीफा
કોઇ,पुटिका वेधक
કેટરપિલર,इल्ली
સાઇટ્રસ સાયલ્લા,सिट्रस साएला
ક્રિકેટ,झींगर
તારવું,कौआ
કૃમિ,कटुआ
ડેરી,"डेरी, दुग्धशाला"
ડેરીંગ,डेरी उद्योग
ડામ,"बांध, प्रजननी"
તટસ્થ,दिवस निरपेक्ष पादप
ફૂલો પછીના દિવસો,पुष्पन के बाद के दिवस
સંપૂર્ણ મોર પછીના દિવસો,पूर्ण पुष्पन के बाद के दिवस
ભિન્ન,निष्पुष्पन
છળ,विकैल्सीकरण
ડોકટ,"निथारना, निस्तारना"
સડો,क्षय
નિર્ણાયક,पर्णपाती
દશાંશ,"दशमिक, दशमलव"
ઉણલી,न्यूनता
ડિફ્લોક્યુલેશન (માટી),"अनूर्णन (मृदा), वि-उर्णन"
ઉન્મત્ત,विपुष्पन
અસ્થિરતા,विपत्रण
વન -નાબૂદી,वनोन्मूलन
અધ degપન,"अपह्रासन, अपकर्षण"
અધોગતિ,निम्नीकरण
ડિગ્રી દિવસ,अंश दिवस
પ્રમાણ,"मात्रा, अंश"
વિકૃત,स्फुटन
ઉદ્ધત,भूसी हटाना
ધ્રુવીય,भूसी हटाना
નિર્જલીકરણ,निर्जलीकरण
નિર્જૃપક,निर्जलकारित्र
માંગ,मांग
પ્રાણઘાતક,"विकृतीकरण, गुणनाशन"
ખોટો ઉપયોગ,अनाच्छादन
થાપણ,"निक्षेप (मृदा), जमा (अर्थशास्त्र)"
જુબાની,निक्षेपण
ઘસૃષ્ટિ,"मूल्यह्रास, अवमूल्यन विलवणीकरण"
અવ્યવસ્થા,"जल शुष्कन, निर्जलीकरण"
આચાર,"अभिकल्पना, डिजाइन"
બેસાડનાર,शुष्कित्र
ખામી,गुठली निकालना
આછું,वि-अंतः भूस्तारीकरण
દેશી,वियुग्मन
ખાદ્ય પદાર્થ,"नर मंजरी निकालना (मक्का), बल्लर निकालना"
અસ્થિર,बल्लर या फुंदन को काटना
નિર્ધારક,निर्धारक
અવમૂલ્યન,अवमूल्यन
નીરસ,वनस्पतिरहित करना
વિચલનો,विचलन
નિષ્ઠુર,द्विक
નિદાન,निदान
દ્વિ -દખલ,भिन्नकाल पक्वता
અલગ -અલગ,द्विभाजन
ડિકોટિલેડોન (બીજ),"द्विबीजपत्री, डाइकोटिलेड़न (बीज)"
પાછા ડાઇ (રોગ),पश्चमारी (रोग)
પ્રસાર,"विसरण, विसार"
પાચનત્વ,पाचनीयता
દિગ્ગજ,द्विसंकर
ડાઇક (ડાઇક),"बांध, नाली, परिवाह"
પાતળું,तनु
દ્વેષી,"एकलिंगाश्रयी, पृथक् लिंगी"
રાજદ્રોહ,द्विगुणित
રાજદ્રોહ,"द्विगुणित, डिप्लॉइड"
રાજદ્રોહ,द्विसूत्र
અવજ્ disા,"निष्कलिकायन, कलिका निकालना"
ઠપકો,"तवेदार हल चलाना, चक्काकरण"
છૂટ,छूट
જીવાલો,रोगाणुनाशन
વિક્ષેપ,"परिक्षेपण, प्रकीर्णन"
પ્રસાર,"प्रकीर्णन, प्रसरण"
વૈવિધ્ય,विविधीकरण
વૈવિધ્યપૂર્ણ ખેતી,विविधीकृत कृषि
ડીએનએ સીડી,डीएनए सोपान
ડીએનએ રીસેપ્ટર,डीएनए ग्राही
ગોળાકાર,गोदी-भाड़ा
પ્રભુત્વપૂર્ણ,प्रभावी
નિષ્ક્રિયતા,प्रसुप्ति
માત્રા,"मात्रा, खुराक, डोज"
ડબલ સિગ્મ id ઇડ વળાંક,दोहरा सिग्माभ वक्र
ડ્રાફ્ટ (ડ્રાફ્ટ),"झोंका, खिंचाव"
ગટર,"निकास नाली, अपवाहिका"
ગટર,जलनिकास
ખેંચાણ,कर्षण
ભીડિયું,"दवा पिलाना, दवाई से तर करना"
ડ્રેસિંગ (બીજ),प्रसाधन (बीज)
ડ્રિલ (એન.),"बरमा, उथली भूल, ड्रिल, वपित्र"
ડ્રિલિંગ (એજી. એન્જીજી),"सूराख करना, बेधन, बरमाना"
ડ્રિલિંગ (કૃષિવિજ્) ાન),"वेधना, ड्रिल से बोना, ड्रिल से डालना"
ટીપું સિંચાઈ,बूंद-बूंद सिंचाई
સૂકરાની ખેતી,शुष्क खेती
ધૂળ,"धूल, बुकनी"
ડસ્ટર,"धूलित्र, प्रकीर्णक"
ધૂમ્રપાન,बुरकना
વામન,"बौना, वामन"
વામન પિરામિડ,वामन पिरामिड
વામન,वामिनीयन
ડેઝી,गुलबहार
તારીખ,खजूर
જાસ્મિન,दिन का राजा
સુવાદાણા,सोया
દંડ,दीनानाथ घास
ઘા,अमरबेल
"ડૂબ ઘાસ, બર્મુડા ઘાસ",दूब घास
ભડકો,छोंकर
સૂકા આદુ,सौंठ
અછડતી ભમરો,पत्तियां खाने वाला भृंग
ડ્રોન,नर मधुमक्खी
બતક,बत्तख
પરિસ્થિતિવિજ્ologyાન,पारिस्थितिकी
અર્થશાસ્ત્ર,अर्थमिति
આર્થિક કાર્યક્ષમતા,आर्थिक दक्षता
પર્યાવરણ,पारिस्थितिक प्ररूप
શિષ્ટાચારને લગતું,बहिःस्तरपोषित
શેખીને લગતું,मृदीय
પદવિજ્ologyાન,मृद विज्ञान
ધાર,"मेड़बंदी, किनारा बनाना, किनारा बंदी"
ખાદ્ય ભાગ,खाद्य अंश
