Kannada,Hindi
ಬೀಜಗಣಿತದ ಕಾರ್ಯ,बीजीय फलन
ಬೀಜಗಣಿತದ ರೇಖಾಗಣಿತ,बीजीय ज्यामिति
ಬೀಜಗಣಿತದ ಬಹುಸಂಖ್ಯೆ,बीजीय बहुकता
ಬೀಜಗಣಿತ ವ್ಯವಸ್ಥೆ,बीजीय निकाय
ಎಲ್ಲಾ ಪೂರ್ಣಾಂಕ ಸಮಸ್ಯೆ,सर्व-पूर्णांक समस्या
ಹಂಚಿಕೆ ಸಮಸ್ಯೆ,"नियतन समस्या वाटपप्रश्न,"
ವರ್ಣಮಾಲೆಯ ಸಂಕೇತ,अक्षरात्मक संकेत पद्‌धति
ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರ,अक्षरात्मक संप्रतीक
ಪರ್ಯಾಯ ಕೋನ,एकांतर कोण
ಪರ್ಯಾಯ ರೂಪ,"एकांतर समघात प्रत्यावर्ती रूप,"
ಪರ್ಯಾಯ ಗುಂಪು,एकांतर समूह
ಪರ್ಯಾಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್,एकांतर आव्यूह
ಪರ್ಯಾಯ ಸರಣಿ,एकांतर श्रेणी
ಪರ್ಯಾಯ ಕಲ್ಪನೆ,वैकल्पिक परिकल्पना
ಪರ್ಯಾಯ ಆಪ್ಟಿಮಾ,वैकल्पिक इष्टमत
ಪರ್ಯಾಯ ಫಲಿತಾಂಶ,वैकल्पिक परिणाम
ಅನಲಾಗ್-ಟು-ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕ,अनुरूप-अंकीय परिवर्तक
ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್,"अनुरूप कम्प्यूटर,"
ವಿಶ್ಲೇಷಣೆ,विश्लेषण
ಸಹವರ್ತಿತ್ವದ ವಿಶ್ಲೇಷಣೆ,सहप्रसरण-विश्लेषण
ಎಣಿಕೆಯ ಡೇಟಾದ ವಿಶ್ಲೇಷಣೆ,गणन-आंकड़ों का विश्लेषण
ವ್ಯತ್ಯಾಸದ ವಿಶ್ಲೇಷಣೆ,प्रसरण-विश्लेषण
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಜ್ಯಾಮಿತಿ,विश्लेषिक ज्यामिति
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಕಾರ್ಯ,विश्लेषिक फलन
ಕೋನ,कोण
ಸಂಪರ್ಕದ ಕೋನ,स्पर्श-कोण
ವಿಚಲನ ಕೋನ,विक्षेप-कोण
ಖಿನ್ನತೆಯ ಕೋನ,अवनमन-कोण
ವಿಚಲನ ಕೋನ,विचलन-कोण
ವಿವರ್ತನೆಯ ಕೋನ,विवर्तन-कोण
ಎತ್ತರದ ಕೋನ,उन्नयन-कोण
ಘಟನೆಯ ಕೋನ,आपतन-कोण
ಪ್ರೊಜೆಕ್ಷನ್ ಕೋನ,प्रक्षेप-कोण
ಪ್ರತಿಬಿಂಬದ ಕೋನ,परावर्तन-कोण
ವಕ್ರೀಭವನದ ಕೋನ,अपवर्तन-कोण
ತಿರುಗುವಿಕೆಯ ಕೋನ,घूर्णन-कोण
ಒಟ್ಟು ಪ್ರತಿಫಲನದ ಕೋನ,पूर्ण परावर्तन-कोण
ಕೋನೀಯ ವೇಗವರ್ಧನೆ,कोणीय त्वरण
ಕೋನೀಯ ಚಲನೆ,कोणीय गति
ಕೋನೀಯ ವೇಗ,कोणीय चाल
ಕೋನೀಯ ವೇಗ,कोणीय वेग
ವಾರ್ಷಿಕ,वलयिका
ಉತ್ತರ,उत्तर
ವಿರೋಧಿ ಉತ್ಪನ್ನ,प्रति-अवकलज
ಆಂಟಿಸಿಮೆಟ್ರಿಕ್ ಕಾರ್ಯ,प्रतिसममित फलन
ಅನ್ವಯಿಸುವ,"आच्छाद्य , अनु प्रयोज्य, लागू"
ಅಪ್ಲಿಕೇಶನ್,"अनुप्रयोग उपयोजन,"
ಅನ್ವಯಿಕ ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,अनुप्रयुक्त गतिशील प्रोग्रामन
ಅನ್ವಯಿಕ ಜ್ಯಾಮಿತಿ,अनुप्रयुक्त ज्यामिति
ಅನ್ವಯಿಕ ಗಣಿತ,अनुप्रयुक्त गणित
ಅನ್ವಯಿಕ ಅಂಕಿಅಂಶಗಳು,अनुप्रयुक्त सांख्यिकी
ಸರಿಸುಮಾರು,"सन्निकटतः, लगभग"
ಸರಿಸುಮಾರು ನಿರಂತರ ಕಾರ್ಯ,सन्निकटतः संतत फलन
ಅಂದಾಜು ವಿಧಾನ,"स्थूल विधि, सन्निकट विधि"
ಅಂದಾಜು ಪರಿಹಾರ,सन्निकट हल
ಅಂದಾಜು ಸಮಸ್ಯೆ,सन्निकटन-समस्या
ಅಂದಾಜು ಆಸ್ತಿ,सन्निकटन-गुणधर्म
ಆಪ್ಟಿಟ್ಯೂಡ್ ಟೆಸ್ಟ್ ಬ್ಯಾಟರಿ,अभिक्षमता-परीक्षावली
ಅರ್ಗಾಂಡ್ ರೇಖಾಚಿತ್ರ,आरगाँ आरेख
ನಿರಂಕುಶವಾಗಿ ಆಯ್ಕೆ ಮಾಡಲಾಗಿದೆ,स्वेच्छगहीतृ
ನಿರಂಕುಶ,"स्वेच्छ, यादृच्छिक"
ಅನಿಯಂತ್ರಿತ ಸ್ಥಿರ,स्वेच्छ अचर
ಅನಿಯಂತ್ರಿತ ಅಂಶ,स्वेच्छ अवयव
ಅನಿಯಂತ್ರಿತ ಬಿಂದು,स्वेच्छ बिन्दु
ಆರ್ಕೆಮಿಡಿಯನ್ ಕಾನೂನು,आर्किमीडी नियम
ಆರ್ಕಿಮಿಡಿಸ್ ತತ್ವ,आर्किमीडीज़ का नियम
ಆರ್ಕ್ ಉದ್ದ,"चाप-दैर्घ्य, चाप-लम्बाई"
ವೃತ್ತದ ಚಾಪ,वत्तृ चाप
ಆರ್ಕ್ ಸೈನ್ ವಿತರಣೆ,प्रतिलोम ज्या बंटन
ಆರ್ಕ್ ಸೈನ್ ರೂಪಾಂತರ,प्रतिलोम ज्या रूपांतरण
ಪ್ರದೇಶ," क्षेत्र , क्षेत्रफल"
ಪ್ರದೇಶದ ವಿನ್ಯಾಸ,क्षेत्रीय विन्यास
ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಯ ವಾದ,सम्मिश्र संख्या का कोणांक
ಅಂಕಗಣಿತದ ಸರಾಸರಿ,समांतर माध्य
ಅಂಕಗಣಿತದ ಕಾರ್ಯಾಚರಣೆ,अंकीय संक्रिया
ಅಂಕಗಣಿತದ ಘಟಕ,अंकीय एकक
ವ್ಯವಸ್ಥೆ,"विन्यास, व्यवस्था"
ಶ್ರೇಣಿ,"व्यूह , सरणी"
ಕೃತಕ ಉಪಗ್ರಹ,कृत्रिम उपग्रह
ಕೃತಕ ವೇರಿಯಬಲ್,कृत्रिम चर
ಏರು,आरोहण करना
ಆರೋಹಣ,आरोही
ಪರಿಮಾಣದ ಆರೋಹಣ ಕ್ರಮ,परिमाण का आरोही क्रम
ಆರೋಹಣ ಸರಣಿ,आरोही श्रेणी
ಅಸೆಂಬ್ಲರ್ ಭಾಷೆ,कोडांतरक भाषा
ನಿಯೋಜನೆ ಸಮಸ್ಯೆ,"नियतन समस्या नियतन प्रश्न,"
ಸಹಾಯಕ ಕಾನೂನು,साहचर्य नियम
ನಿರ್ವಾಹಕರ ಸಹಾಯಕ ಕಾನೂನು,संकारकों का साहचर्य नियम
ಸಹಾಯಕ ಕಾರ್ಯಾಚರಣೆ,साहचर्य-संक्रिया
ಸಹಭಾಗಿತ್ವ,सहचारिता
ಸರಾಸರಿ ಊಹಿಸಲಾಗಿದೆ,कल्पित माध्य
ಸಂಭವನೀಯತೆಯ ವಿತರಣೆಯನ್ನು ಊಹಿಸಲಾಗಿದೆ,कल्पित प्रायिकता बंटन
ಊಹೆ," कल्पना , गृहीत,"
ಜ್ಯೋತಿಷ್ಯ,ज्योतिष
ಗಗನಯಾತ್ರಿ ಇಂಜಿನಿಯರ್,"अंतरिक्षयानिक इंजीनियर अंतराळी अभियंता,"
ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ,खगोलज्ञ*
ಖಗೋಳ ಗಡಿಯಾರ,खगोलीय घड़ी
ಖಗೋಳಶಾಸ್ತ್ರ,खगोलिकी
ಅಸಮವಾದ ಕರ್ವ್,असममित वक्र
ಅಸಿಮ್ಮೆಟ್ರಿ,असममिति
ಲಕ್ಷಣರಹಿತ,अनंतस्पर्शी
ಲಕ್ಷಣರಹಿತ,उपगामी
ಲಕ್ಷಣರಹಿತ ಪರಿಣಾಮಕಾರಿ ಅಂದಾಜುಗಾರ,उपगामी दक्ष आकलक
ಲಕ್ಷಣರಹಿತವಾಗಿ ನಿಷ್ಪಕ್ಷಪಾತ ಅಂದಾಜುಗಾರ,उपगामी अनभिनत आकलक
ಲಕ್ಷಣರಹಿತ ನಡವಳಿಕೆ,उपगामी आचरण
ಲಕ್ಷಣರಹಿತ ವಿತರಣಾ ಕಾರ್ಯ,उपगामी बंटन-फलन
ಲಕ್ಷಣರಹಿತ ವಿಸ್ತರಣೆ,उपगामी प्रसार
ವಾತಾವರಣದ ಒತ್ತಡ,वायु मंडलीय दाब
ಯಾದೃಚ್ಛಿಕವಾಗಿ,"यदृच्छया,"
ಗುಣಲಕ್ಷಣ,गुण*
ಮಾದರಿ ವಿಧಾನದ ಗುಣಲಕ್ಷಣಗಳು,गुण-प्रतिचयन-क्रियाविधि
ವರ್ಧಿತ ಮ್ಯಾಟ್ರಿಕ್ಸ್,संवर्धित आव्यूह
ಸ್ವಯಂ ಸಂಬಂಧ ಗುಣಾಂಕ,स्वसहसंबंध गुणांक
ಸ್ವಯಂ ಸಂಬಂಧ ಕಾರ್ಯ,स्वसहसंबंध फलन
ಆಟೋಕೋವೇರಿಯನ್ಸ್,स्वसहप्रसरण
ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟರ್,स्वचालित अभिकलित्र
ಸ್ವಯಂ ಹಿನ್ನಡೆ,स्वसमाश्रयण
ಸಹಾಯಕ ಸಮೀಕರಣ,सहायक समीकरण
ಸರಾಸರಿ ಮಾದರಿ ಸಂಖ್ಯೆ ಕರ್ವ್ (ASN ಕರ್ವ್),माध्य प्रतिदर्श संख्या वक्र (मा.प्र.सं. वक्र)
ಮೂಲತತ್ವ," स्वयंसिद्‌ध , अभिगृहीत"
ಅಕ್ಷೀಯ ವಿಧಾನ,अभिगहीती दृष्टिकोण
ಸಂಭವನೀಯತೆಯ ಮೂಲತತ್ವ,प्रायिकता अभिगृहीत
ಅಕ್ಷರೇಖೆ,अक्ष
ಅಬ್ಸಿಸ್ಸಾದ ಅಕ್ಷ,भुजाक्ष
ಭೂಮಿಯ ಅಕ್ಷ,भू-अक्ष
ಕ್ರಾಂತಿಯ ಅಕ್ಷ,परिक्रमण-अक्ष
ತಿರುಗುವಿಕೆಯ ಅಕ್ಷ,घूर्णन अक्ष
ಸ್ಪಿನ್ ಅಕ್ಷ,प्रचक्रण-अक्ष
ಬ್ಯಾಕ್-ಬದಲಿ,पश्च-प्रतिस्थापन
ಹಿಂದುಳಿದ ವ್ಯತ್ಯಾಸ,पश्चांतर
ಹಿಂದುಳಿದ-ಪ್ರಕ್ಷೇಪಣ ಸೂತ್ರ,पश्च अंतर्वेशन-सूत्र
ಸಮತೋಲನ,"तुला, तराजू , संतु लन , शेष, बाकी , संतुलित होना, संतुलित करना"
ಸಮತೋಲಿತ ವಿನ್ಯಾಸ,संतुलित अभिकल्पना
ಆಯವ್ಯಯ ಪಟ್ಟಿ,तुलन-पत्र
ಬ್ಯಾಲಿಸ್ಟಿಕ್ ಕ್ಷಿಪಣಿ,प्रक्षेपास्त्र
ಬ್ಯಾಲಿಸ್ಟಿಕ್ಸ್,"प्राक्षेपिकी, अस्त्र विज्ञान"
ಬಾರ್," स्तंभ, शलाका, सिल, सिल्ली, दंड, छड़, पट्टी , रोधिका, भित्ति , बार , रेखा, रेखिका , परीक्षण रेखा, धार"
ಬೇಸ್,"आधार , क्षारक , अधम , मूल , बेस"
ಮೂಲ ಕೋನ,आधार कोण
ಲಾಗರಿಥಮ್ನ ಆಧಾರ,"लघुगणक का आधार, लॉगरिथ्म का आधार"
ಮೂಲಭೂತ,"आधारी, मूल,"
ಮೂಲ ಕಾರ್ಯಸಾಧ್ಯ ಪರಿಹಾರ,आधारी सुसंगत हल
ಮೂಲ ಪರಿಹಾರ,आधारी हल
ಮೂಲ ವೇರಿಯಬಲ್,आधारी चर
ಆಧಾರದ,आधारक
ಆಧಾರ ಅಂಶ,आधार अवयव
ಆಧಾರ ಮ್ಯಾಟ್ರಿಕ್ಸ್,आधारी आव्यूह
ವೆಕ್ಟರ್ ಜಾಗದ ಆಧಾರ,सदिश समष्टि का आधार
ಉಪಸ್ಥಳದ ಆಧಾರ,उपसमष्टि का आधार
ಬೇಸಿಯನ್ ಅಂದಾಜು,बेज़-आकल
ಬೇಯ್ಸ್ ಕಾನೂನು,बेज़-नियम
ಬೇಯಸ್ ಪ್ರಮೇಯ,बेज़-प्रमेय
ಬರ್ನೌಲ್ಲಿ ವಿತರಣೆ,बर्नूली-बंटन
ಬರ್ನೌಲ್ಲಿ ಸಂಖ್ಯೆ,बर्नूली संख्या
ಬರ್ನೌಲ್ಲಿ ಸಂಭವನೀಯತೆ ಕಾರ್ಯ,बर्नूली प्रायिकता-फलन
ಬರ್ನೌಲಿಯ ಸಮೀಕರಣ,बर्नूली-समीकरण
ಬೆರ್ರಿ ಕಾರ್ಯ,बेरी फलन
ಅತ್ಯುತ್ತಮ ಫಿಟ್,श्रेष्ठतम आसंजन
ಅತ್ಯುತ್ತಮ - ಫಿಟ್ ಲೈನ್,श्रेष्ठतम आसंजन रेखा
ಉತ್ತಮ ಪರಿಹಾರ,सर्वोत्तम हल
ಅತ್ಯುತ್ತಮ ತಂತ್ರಗಳು,सर्वोत्तम युक्तियाँ
ಬೀಟಾ ವಿತರಣೆ,बीटा बंटन
ಪಕ್ಷಪಾತ,"अभिनति, बायस"
ಪಕ್ಷಪಾತದ ಅಂದಾಜು,अभिनत आकल
ಬೈಹಾರ್ಮೋನಿಕ್ ಸಮೀಕರಣ,द्विप्रसंवादी समीकरण
ಬೈಜೆಕ್ಷನ್,एकैकी आच्छादन
ಬೈಜೆಕ್ಟಿವ್ ನಕ್ಷೆ,एकैकी आच्छादी प्रतिचित्र
ಬೈಜೆಕ್ಟಿವ್ ಮ್ಯಾಪಿಂಗ್,एकैकी आच्छादी प्रतिचित्रण
ಬೈಲಿನಿಯರ್ ರೂಪ,द्विएकघाती समघात
ಬೈಲಿನಿಯರ್ ಕಾರ್ಯ,द्विरैखिक फलन
ಬೈಲಿನಿಯರ್ ಹರ್ಮಿಟಿಯನ್ ರೂಪ,द्विरैखिक हर्मिटीय समघात
ಅವಳಿ,"द्वि-चर, द्वि-आधारी, द्वयी"
ಬೈನರಿ ಕೋಡ್,"द्वि-आधारी कोड, द्विआधारी कूट"
ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ,"द्वि-आधारी कूट दशमलव, द्वि-आधारी कोडित दशमलव"
ಬೈನರಿ ಕೋಡಿಂಗ್,द्वि-आधारी कूटलेखन
ಬೈನರಿ ಕಂಪ್ಯೂಟರ್,द्वि-आधारी अभिकलित्र
ದ್ವಿಮಾನ ಅಂಕಿ,द्वि-आधारी अंक
ಬೈನರಿ ಕಾರ್ಯಾಚರಣೆ,द्विआधारी संक्रिया
ಬೈನರಿ ಸಿಸ್ಟಮ್,द्विआधारी पद्‌धति
ಬೈನರಿ ವೇರಿಯಬಲ್,द्विआधारी चर
ದ್ವಿಪದ ಗುಣಾಂಕ,द्विपद गुणांक
ದ್ವಿಪದ ವಿತರಣೆ,द्विपद बंटन
ದ್ವಿಪದ ಸಮೀಕರಣ,द्विपद समीकरण
ದ್ವಿಪದ ವಿಸ್ತರಣೆ,द्विपद प्रसरण
ದ್ವಿಪದ ಅಭಿವ್ಯಕ್ತಿ,द्विपद व्यंजक
ದ್ವಿಪದ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್,द्विपद यादृच्छिक चर
ದ್ವಿಪದ ಪ್ರಮೇಯ,द्विपद-प्रमेय
ಇಬ್ಭಾಗ,"अर्धन, द्विभाजन"
ವಿಭಜನಾ ವಿಧಾನ,"समद्विभाजन विधि, अर्धीकरण विधि"
ದ್ವಿಭಾಜಕ,"अर्धक, द्विभाजक"
ಬೈಸೀರಿಯಲ್,"द्विपंक्तिक, द्विश्रेणिक"
ಸ್ವಲ್ಪ,"द्वयंक (द्विआधारी अंक) , अणी, बरमी , टूक"
ದ್ವಿಪದ ದ್ವಿಪದ ವಿತರಣೆ,द्विचर द्विपद-बंटन द्विचल
ದ್ವಿಗುಣ ಪರಸ್ಪರ ಸಂಬಂಧ ಗುಣಾಂಕ,द्विचर सहसंबंध गुणांक
ದ್ವಿಗುಣ ವಿತರಣೆ,द्विचर बंटन
ದ್ವಿಗುಣ ಸಾಮಾನ್ಯ ವಿತರಣೆ,द्विचर प्रसामान्य-बंटन
ಬೈವೆಕ್ಟರ್,द्विसदिश
ಬೋಲ್ಟ್ಜ್‌ಮನ್ ಸಮೀಕರಣ,बोल्ट्मान समीकरण
ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ,बूलीय बीजावली*
ಬೋಸ್ - ಐನ್ಸ್ಟೈನ್ ಅಂಕಿಅಂಶಗಳು,बोस-आइन्स्टाइन सांख्यिकी
ಗಡಿ ಸ್ಥಿತಿ,परिसीमा प्रतिबन्ध
ಗಡಿ ಪದರ,परिसीमा स्तर
ಗಡಿ ರೇಖೆ,परिसीमा रेखा
ಗಡಿ ಮೌಲ್ಯ,परिसीमा मान
ಗಡಿ ಮೌಲ್ಯದ ಸಮಸ್ಯೆ,परिसीमा मान समस्या
ಸೀಮಿತ ಕಾರ್ಯ,"परिबद्‌ध फलन परिबद्‌ध फल,"
ಬೌಂಡೆಡ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್,"परिबद्‌ध मैट्रिक्स, परिबद्‌ध आव्यूह परिबद्‌ध सारणी,"
ಗಡಿ ಪ್ರದೇಶ,"परिबद्‌ध प्रदेश परिबद्‌ध प्रदेश,"
ಸೀಮಿತ ಸೆಟ್,"परिबद्‌ध समच्चय परिबद्‌ध संच,"
ಬ್ರೌನಿಯನ್ ಚಲನೆ,ब्राउनी गति
ಲೆಕ್ಕಾಚಾರ,परिकलन करना
ಲೆಕ್ಕಾಚಾರ,परिकलन
ಲೆಕ್ಕಾಚಾರ ಯಂತ್ರ,"परिकलन-यंत्र, परिकलित्र"
ಲೆಕ್ಕಾಚಾರ,परिकलन*
ಲೆಕ್ಕಾಚಾರದ ಕಾರ್ಯವಿಧಾನ,परिकलनात्मक क्रिया विधि
ಕ್ಯಾಲ್ಕುಲೇಟರ್," परिकलित्र , परिकलक"
ಕಲನಶಾಸ್ತ್ರ,"कलन, कैलकुलस"
ವ್ಯತ್ಯಾಸದ ಕಲನಶಾಸ್ತ್ರ,विचरण-कलन
ಕ್ಯಾಲೋರಿ,कैलोरी
ರದ್ದತಿ ಕಾನೂನು,निरसन नियम
ಅಂಗೀಕೃತ ಸಮೀಕರಣ,विहित समीकरण
ಅಂಗೀಕೃತ ರೂಪ,विहित रूप
ಅಂಗೀಕೃತ ಮ್ಯಾಟ್ರಿಕ್ಸ್,"विहित मैट्रिक्स, के नानिकल मैट्रिक्स"
ಕ್ಯಾಂಟರ್ ಸೆಟ್,कैन्टर समुच्चय
ಕ್ಯಾಂಟರ್‌ನ ತ್ರಯಾತ್ಮಕ ಸೆಟ್,कैन्टर त्रिआधारी समुच्चय
ಸಾಮರ್ಥ್ಯದ ಸಾರಿಗೆ ಸಮಸ್ಯೆ,परिबंधित परिवहन समस्या
ಸಾಮರ್ಥ್ಯ,क्षमता
ಕ್ಯಾಪಿಲ್ಲರಿ ಬಲ,केशिका-बल
ಕಾರ್ಡಿನಲ್ ಸಂಖ್ಯೆ,"गणन संख्या, कार्डिनल संख्या"
ಕಾರ್ಟೇಶಿಯನ್ ಅಕ್ಷಗಳು,कार्तीय अक्ष
ಕಾರ್ಟೇಶಿಯನ್ ನಿರ್ದೇಶಾಂಕಗಳು,कार्तीय निर्देशांक
ಕಾರ್ಟೇಶಿಯನ್ ಉತ್ಪನ್ನ,कार्तीय गुणन
ಸೆಟ್‌ಗಳ ಕಾರ್ಟೇಶಿಯನ್ ಉತ್ಪನ್ನ,समुच्चयों का कार्तीय गुणन
ಉದಾಹರಣಾ ಪರಿಶೀಲನೆ,"केस अध्ययन, वस्तुस्थिति अध्ययन"
ದುರಂತದ ಏರಿಳಿತ,विपत्तिपूर्ण उच्चावचन
ಕ್ಯಾಟೆನರಿ,कैटिनरी
ಕೌಚಿ ವಿತರಣೆ,कौशी बंटन
ಕೌಚಿ ಸೂತ್ರ,कौशी सूत्र
ಕೌಚಿ ಗೌರ್ಸಾಟ್ ಪ್ರಮೇಯ,कौशी-गूर्सा-प्रमेय
ಕೌಚಿ ರೀಮನ್ ಪರಿಸ್ಥಿತಿಗಳು,कौशी-रीमान-प्रतिबंध
ಕೌಚಿ ಅನುಕ್ರಮ,कौशी अनुक्रम
ಕೌಚಿ ಅವಿಭಾಜ್ಯ,कौशी समाकल
ಕೌಚಿ ಪ್ರಧಾನ ಮೌಲ್ಯ,कौशी मुख्य-मान
ಕೌಚಿ ಶೇಷ ಪ್ರಮೇಯ,कौशी अवशेष प्रमेय
ಕೇಲಿ ಹ್ಯಾಮಿಲ್ಟನ್ ಪ್ರಮೇಯ,कैले-हैमिल्टन-प्रमेय
ಆಕಾಶಕಾಯ,"खपिंड, खगोलीय पिंड"
