Marathi,Tamil
ध्रुवीकरणाचा कोन,துருவமுனைப்பு கோணம்
रोटेशनचा कोन,சுழற்சியின் கோணம்
अँगस्ट्रॉम (Å),ஆங்ஸ்ட்ரோம் (Å)
कोनीय,கோண
कोनीय प्रवेग,கோண முடுக்கம்
कोनीय समन्वय,கோண ஒருங்கிணைப்புகள்
कोनीय विक्षेपण,கோண அழிவு
कोनीय फैलाव,கோண சிதறல்
कोनीय विस्थापन,கோண இடப்பெயர்ச்சி
कोनीय त्रुटी,கோண பிழை
कोनीय वारंवारता,கோண அதிர்வெண்
कोनीय गती,கோண உந்தம்
कोनीय गती,கோண இயக்கம்
कोनीय गती,கோண வேகம்
अ‍ॅनिमेशन,இயங்குபடம்
एनोड,நேர்மறை
एनोड बॅटरी,நேர்மறை பேட்டரி
एनोड वैशिष्ट्य,நேர்மறை பண்பு
एनोड सर्किट,நேர்மறை சுற்று
एनोड अपव्यय,அனோட் சிதறல்
एनोड कार्यक्षमता,அனோட் செயல்திறன்
एनोड इनपुट पॉवर,அனோட் உள்ளீட்டு சக்தி
एनोड मॉड्यूलेशन,அனோட் மாடுலேஷன்
अँटेना,ஆண்டெனா
अँटेना बीमविड्थ,ஆண்டெனா பீம் அகலம்
अँटेना बूस्टर,ஆண்டெனா பூஸ்டர்
अँटेना चेंजओव्हर स्विच,ஆண்டெனா மாற்ற சுவிட்ச்
अँटेना कॉइल,ஆண்டெனா சுருள்
अँटेना कॉन्फिगरेशन,ஆண்டெனா உள்ளமைவு
अँटेना कपलर,ஆண்டெனா கப்ளர்
अँटेना क्रॉस ध्रुवीय नमुना,ஆண்டெனா குறுக்கு துருவ முறை
अँटेना करंट,ஆண்டெனா நடப்பு
अँटेना डायरेक्टिव्हिटी गेन,ஆண்டெனா டைரக்டிவிட்டி ஆதாயம்
अँटेना डुप्लेक्सर,ஆண்டெனா டூப்ளெக்சர்
अँटेना प्रभावी क्षेत्र,ஆண்டெனா பயனுள்ள பகுதி
अँटेना कार्यक्षमता,ஆண்டெனா செயல்திறன்
अँटेना फीड,ஆண்டெனா ஊட்டம்
अँटेना फूट प्रिंट,ஆண்டெனா கால் அச்சு
अँटेना गेन,ஆண்டெனா ஆதாயம்
अँटेना उंची,ஆண்டெனா உயரம்
अँटेना प्रतिबाधा,ஆண்டெனா மின்மறுப்பு
अँटेना इंडक्टन्स,ஆண்டெனா தூண்டல்
अँटेना पॅटर्न,ஆண்டெனா முறை
अँटेना प्लेक्सर,ஆண்டெனா பிளெக்ஸர்
अँटेना ध्रुवीकरण,ஆண்டெனா துருவமுனைப்பு
अँटेना पॉवर,ஆண்டெனா சக்தி
अँटेना पॉवर गेन,ஆண்டெனா சக்தி ஆதாயம்
अँटेना रेडिएशन प्रतिरोध,ஆண்டெனா கதிர்வீச்சு எதிர்ப்பு
अँटेना रिएक्टन्स,ஆண்டெனா எதிர்வினை
अँटेना परावर्तक,ஆண்டெனா பிரதிபலிப்பாளர்
अँटेना प्रतिकार,ஆண்டெனா எதிர்ப்பு
अँटेना रेझोनंट वारंवारता,ஆண்டெனா அதிர்வு அதிர்வெண்
अँटेना स्पेसिंग,ஆண்டெனா இடைவெளி
अँटेना स्विचिंग रूम,ஆண்டெனா மாறுதல் அறை
अँटेना ट्यूनिंग कॉइल,ஆண்டெனா டியூனிங் சுருள்
अँटेना ट्यूनिंग झोपडी,ஆண்டெனா ட்யூனிங் ஹட்
छिद्र,துவாரம்
अपोजी,Apogee
अपोजी रॉकेट,அபோஜி ராக்கெட்
उपकरणे,கருவி
उघड,தோன்றும்
Let पलेट,Applet
अर्ज,விண்ணப்பம்
अंदाजे,தோராயமான
जलीय द्रावण,நீர்வாழ் தீர்வு
कंस,வில்
आर्किटेक्चर,கட்டிடக்கலை
ध्वनी रेकॉर्डिंगचे संग्रहण हस्तांतरण,ஒலி பதிவின் காப்பக பரிமாற்றம்
संग्रहण,காப்பகங்கள்
अंकगणित कोडिंग,எண்கணித குறியீட்டு முறை
आर्मेचर,ஆர்மேச்சர்
आर्मेचर विंडिंग,ஆர்மேச்சர் முறுக்கு
रचना,வரிசை
अरेस्टर,கைது செய்பவர்
बोलता,வெளிப்பாடு
कलाकृती (= कलाकृती),கலைப்பொருள் (= கலைப்பொருள்)
चढत्या,ஏறுதல்
प्रसर गुणोत्तर,விகிதம்
असेंबलर,அசெம்பிளர்
प्रतिपादन,கூற்று
असाइनमेंट,ஒதுக்கீடு
असाइनमेंट चॅनेल,ஒதுக்கீட்டு சேனல்
असममित,சமச்சீரற்ற
एसिन्क्रोनस,ஒத்திசைவற்ற
वातावरण,வளிமண்டலம்
वातावरणीय नुकसान,வளிமண்டல இழப்பு
वातावरणीय आवाज,வளிமண்டல சத்தம்
वातावरणीय दबाव,வளிமண்டல அழுத்தம்
वातावरणीय प्रसार,வளிமண்டல பரவல்
वातावरणीय रेडिओ-वेव्ह,வளிமண்டல வானொலி-அலை
वातावरण,வளிமண்டலங்கள்
अणू,அணு
अणु रचना,அணு அமைப்பு
संलग्नक,இணைப்பு
क्षीणन,விழிப்புணர்வு
क्षमतेचे नुकसान,விழிப்புணர்வு இழப்பு
ध्वनी लहरींचे लक्ष वेधणे,ஒலி அலைகளின் விழிப்புணர்வு
अ‍ॅटेन्युएटर,அட்டென்யூட்டர்
अ‍ॅटेन्युएटर-पॅड,அட்டென்யூட்டர்-பேட்
ऑडिबिलिटी थ्रेशोल्ड,கேட்கக்கூடிய வாசல்
ऐकण्यायोग्य,கேட்கக்கூடியது
ऐकण्यायोग्य वारंवारता,கேட்கக்கூடிய அதிர்வெண்
ऐकण्यायोग्य टोन,கேட்கக்கூடிய தொனி
ऐकण्यायोग्य-स्पेक्ट्रम,கேட்கக்கூடிய-ஸ்பெக்ட்ரம்
प्रेक्षक,பார்வையாளர்கள்
ऑडिओ,ஆடியோ
ऑडिओ एम्पलीफायर,ஆடியோ பெருக்கி
ऑडिओ विश्लेषक,ஆடியோ பகுப்பாய்வி
ऑडिओ प्रसारण,ஆடியோ ஒளிபரப்பு
ऑडिओ केबल,ஆடியோ கேபிள்
ऑडिओ साखळी,ஆடியோ சங்கிலி
ऑडिओ कोडेक,ஆடியோ கோடெக்
ऑडिओ कॉम्प्रेशन,ஆடியோ சுருக்கம்
ऑडिओ कॉम्प्रेसर,ஆடியோ அமுக்கி
ऑडिओ कन्सोल,ஆடியோ கன்சோல்
ऑडिओ विकृती,ஆடியோ விலகல்
ऑडिओ डायनॅमिक श्रेणी,ஆடியோ டைனமிக் வரம்பு
ऑडिओ फाइल स्वरूप,ஆடியோ கோப்பு வடிவம்
ऑडिओ फ्रेम स्वरूप,ஆடியோ பிரேம் வடிவம்
ऑडिओ फ्रिक्वेन्सी एम्पलीफायर,ஆடியோ அதிர்வெண் பெருக்கி
ऑडिओ फ्रिक्वेन्सी जनरेटर,ஆடியோ அதிர்வெண் ஜெனரேட்டர்
ऑडिओ वारंवारता श्रेणी,ஆடியோ அதிர்வெண் வரம்பு
ऑडिओ वारंवारता प्रतिसाद,ஆடியோ அதிர்வெண் பதில்
ऑडिओ लिमिटर,ஆடியோ லிமிட்டர்
ऑडिओ लाइन,ஆடியோ வரி
ऑडिओ मिक्सर,ஆடியோ மிக்சர்
ऑडिओ मॉड्यूलेशन,ஆடியோ பண்பேற்றம்
ऑडिओ ऑसीलेटर,ஆடியோ ஆஸிலேட்டர்
ऑडिओ आउटपुट,ஆடியோ வெளியீடு
ऑडिओ पॉवर,ஆடியோ சக்தி
ऑडिओ गुणवत्ता,ஆடியோ தரம்
ऑडिओ सिग्नल,ஆடியோ சிக்னல்
ऑडिओ सिग्नल प्रक्रिया,ஆடியோ சிக்னல் செயலாக்கம்
ऑडिओ स्पेक्ट्रम,ஆடியோ ஸ்பெக்ட்ரம்
ऑडिओ स्टोरेज,ஆடியோ சேமிப்பு
ऑडिओ सब-कॅरियर,ஆடியோ துணை கேரியர்
ऑडिओ ट्रान्सफॉर्मर,ஆடியோ மின்மாற்றி
ऑडिओ ट्रान्समीटर,ஆடியோ டிரான்ஸ்மிட்டர்
ऑडिओ/व्हिडिओ कॉम्प्रेशन,ஆடியோ/வீடியோ சுருக்க
ऑडिओ-फ्रिक्वेन्सी ऑसीलेटर,ஆடியோ-அதிர்வெண் ஆஸிலேட்டர்
ऑडिओ-फ्रिक्वेन्सी सिग्नल,ஆடியோ-அதிர்வெண் சமிக்ஞை
ऑडिओमेट्री,ஆடியோமெட்ரி
ऑडिओ-व्हिज्युअल मदत,ஆடியோ காட்சி உதவி
श्रवणविषयक समज,செவிவழி கருத்து
प्रमाणीकरण,அங்கீகார
अधिकृत वाहक वारंवारता,அங்கீகரிக்கப்பட்ட கேரியர் அதிர்வெண்
ऑटो कॅड,ஆட்டோ கேட்
ऑटो डायग्नोस्टिक्स,ஆட்டோ கண்டறிதல்
स्वयंचलित,தானியங்கி
स्वयंचलित नियंत्रण,தானியங்கி கட்டுப்பாடு
स्वयंचलित शोध,தானியங்கி கண்டறிதல்
स्वयंचलित उपकरणे,தானியங்கி உபகரணங்கள்
स्वयंचलित वारंवारता नियंत्रण,தானியங்கி அதிர்வெண் கட்டுப்பாடு
स्वयंचलित मर्यादा,தானியங்கி வரம்பு
स्वयंचलित मशीन,தானியங்கி இயந்திரம்
स्वयंचलित Phasae नियंत्रण,தானியங்கி கட்டக் கட்டுப்பாடு
स्वयंचलित चित्र संप्रेषण,தானியங்கி பட பரிமாற்றம்
स्वयंचलित प्लेबॅक,தானியங்கி பிளேபேக்
स्वयंचलित उर्जा नियंत्रण,தானியங்கி சக்தி கட்டுப்பாடு
स्वयंचलित प्रोग्रामिंग,தானியங்கி நிரலாக்க
स्वयंचलित रेकॉर्डिंग,தானியங்கி பதிவு
स्वयंचलित रीसेट,தானியங்கி மீட்டமைப்பு
स्वयंचलित शटर,தானியங்கி ஷட்டர்
स्वयंचलित प्रणाली,தானியங்கி அமைப்பு
स्वयंचलित टेलिफोन,தானியங்கி தொலைபேசி
स्वयंचलित तापमान नियंत्रण,தானியங்கி வெப்பநிலை கட்டுப்பாடு
स्वयंचलित व्होल्टेज नियामक,தானியங்கி மின்னழுத்த சீராக்கி
स्वयंचलित व्हॉल्यूम कॉम्प्रेसर,தானியங்கி தொகுதி அமுக்கி
स्वयंचलित व्हॉल्यूम नियंत्रण,தானியங்கி தொகுதி கட்டுப்பாடு
स्वयंचलित व्हॉल्यूम विस्तारक,தானியங்கி தொகுதி விரிவாக்கம்
ऑटोमेशन,தானியங்கு
ऑटोमेशन नियंत्रण,ஆட்டோமேஷன் கட்டுப்பாடு
ऑटोमेशन फ्रिक्वेन्सी कंट्रोलर,ஆட்டோமேஷன் அதிர்வெண் கட்டுப்படுத்தி
सहाय्यक,துணை
सहाय्यक ऑडिओ बस,துணை ஆடியோ பஸ்
उपलब्ध शक्ती,கிடைக்கும் சக்தி
हिमस्खलन ब्रेकडाउन,பனிச்சரிவு முறிவு
सरासरी जीवन,சராசரி வாழ்க்கை
सरासरी दबाव,சராசரி அழுத்தம்
सरासरी वेग,சராசரி வேகம்
फिरकीची अक्ष,சுழல் அச்சு
अजीमुथ,அசிமுத்
अजीमुथ कोन,அஜிமுத் கோணம்
अजीमुथ त्रुटी,அஜிமுத் பிழை
मागे प्रकाश,பின் ஒளி
बॅक प्रोजेक्शन,பின் திட்டம்
बॅक व्होल्टेज (= रिव्हर्स व्होल्टेज),பின் மின்னழுத்தம் (= தலைகீழ் மின்னழுத்தம்)
बॅकफायर (आर्क बॅक),பின்னணி (வில் மீண்டும்)
पार्श्वभूमी प्रकाश,பின்னணி ஒளி
पार्श्वभूमी आवाज,பின்னணி இரைச்சல்
पार्श्वभूमी प्रोजेक्शन,பின்னணி திட்டம்
बॅकअप,காப்புப்பிரதி
बफल,தடுப்பு
बेकिंग,பேக்கிங்
संतुलित ऑडिओ,சீரான ஆடியோ
संतुलित ऑडिओ लाइन,சீரான ஆடியோ வரி
संतुलित ट्रान्समिशन लाइन,சீரான பரிமாற்ற வரி
संतुलन,சமநிலைப்படுத்துதல்
गिट्टी,நிலைப்படுத்தல்
गिट्टी फॅक्टर,நிலைப்படுத்தும் காரணி
बालुन,பலூன்
बँड,பேண்ட்
बँड पास फिल्टर,பேண்ட் பாஸ் வடிகட்டி
बँड निवडकर्ता,இசைக்குழு தேர்வாளர்
बँड स्प्लिटिंग,பேண்ட் பிரித்தல்
बँड स्टॉप फिल्टर,பேண்ட் ஸ்டாப் வடிகட்டி
बँड स्विच,பேண்ட் சுவிட்ச்
बँड ट्यूनिंग,பேண்ட் ட்யூனிங்
बँडविड्थ,அலைவரிசை
बार,மதுக்கூடம்
बार कोड,பார் குறியீடு
बार डेटा,பார் தரவு
बेअर बँड,வெற்று இசைக்குழு
बेअर दिवा,வெற்று விளக்கு
धान्याचे कोठार,கொட்டகையின் கதவு
बेस बँड,தள இசைக்குழு
बेस बँड सिग्नल,அடிப்படை இசைக்குழு சமிக்ஞை
बेस बँड सिस्टम,அடிப்படை இசைக்குழு அமைப்பு
बेस ब्राउझर,அடிப்படை உலாவி
बेस कलेक्टर जंक्शन,அடிப்படை சேகரிப்பான் சந்தி
बेस इन्सुलेटर,அடிப்படை இன்சுலேட்டர்
बास,பாஸ்
बास भरपाई,பாஸ் இழப்பீடு
बास लाऊडस्पीकर (वूफर),பாஸ் ஒலிபெருக்கி (வூஃபர்)
बॅच स्कॅनिंग,தொகுதி ஸ்கேனிங்
बॅटरी चार्जिंग,பேட்டரி சார்ஜிங்
तुळई,உத்திரம்
बीट,அடி
बीट फ्रिक्वेन्सी ऑसीलेटर,அதிர்வெண் ஆஸிலேட்டரை வெல்லுங்கள்
बेल,பெல்
पूर्वाग्रह,சார்பு
बायस सर्किट,சார்பு சுற்று
पूर्वाग्रह वारंवारता,சார்பு அதிர்வெண்
बायस व्होल्टेज,சார்பு மின்னழுத்தம்
पुढील दिशेने पक्षपाती,முன்னோக்கி திசையில் பக்கச்சார்பானது
द्वि-दिशात्मक मायक्रोफोन,இரு திசை மைக்ரோஃபோன்
बिलबोर्ड,விளம்பர பலகை
बिलबोर्ड अर्ज,விளம்பர பலகை விண்ணப்பம்
द्वि-धातूचा घटक,இரு-உலோக உறுப்பு
बायनरी,இரும
बायनरी कोडित दशांश,பைனரி குறியீட்டு தசம
बायनरी अंक (बिट),ஈராண்டின் இலக்கியம் (பிட்)
बायनरी नंबर,இரும எண்
बिनौरल सुनावणी,பைனரல் விசாரணை
दुर्बिणी,தொலைநோக்கி
बायोमेट्रिक,பயோமெட்ரிக்
द्विध्रुवीय ट्रान्झिस्टर,இருமுனை டிரான்சிஸ்டர்
बिट वाटप,பிட் ஒதுக்கீடு
बिट रेट,பிட் வீதம்
काळा आणि पांढरा टीव्ही,கருப்பு & வெள்ளை டிவி
रिक्त,வெற்று
ब्लँकिंग मध्यांतर,வெற்று இடைவெளி
ब्लँकिंग लेव्हल,வெற்று நிலை
ब्लेडर रेझिस्टन्स,ரத்தான் எதிர்ப்பு
ब्लिम्पेड कॅमेरा,பிளம்பட் கேமரா
आंधळे चकाकी,கண்மூடித்தனமான கண்ணை கூசும்
डोळे मिचकावणे,கண் சிமிட்டுங்கள்
डोळे मिचकावणे,ஒளிரும்
ब्लॉक कोड,தொகுதி குறியீடு
ब्लॉक आकृती,தொகுதி வரைபடம்
ब्लॉक इंटरलीव्ह,தொகுதி இடைக்கணிப்பு
कॅपेसिटर अवरोधित करणे,மின்தேக்கியைத் தடுக்கும்
ऑसीलेटर अवरोधित करणे,ஆஸிலேட்டரைத் தடுக்கும்
ब्लूम,பூக்கும்
ब्लो दिवा,விளக்கு ஊது
ब्लो पाईप,குழாய் குழாய்
ब्लोअर,ஊதுகுழல்
ब्लूटूथ,புளூடூத்
बॉडी कॅपेसिटन्स,உடல் கொள்ளளவு
बुकमार्क,புத்தககுறி
बुलियन बीजगणित,பூலியன் இயற்கணிதம்
भरभराट,ஏற்றம்
चालना,பூஸ்ட்
बूस्टर,பூஸ்டர்
बूस्टर लाइट,பூஸ்டர் ஒளி
चालना,அதிகரிக்கும்
बूटिंग,துவக்க
बूटस्ट्रॅप,பூட்ஸ்ட்ராப்
तळाशी प्रकाश,கீழே ஒளி
बाउन्स लाइट,பவுன்ஸ் லைட்
यंत्रातील बिघाड,உடைக்கவும்
व्होल्टेज खाली करा,முறிவு மின்னழுத்தம்
पूल घटक,பாலம் உறுப்பு
ब्रिज रेक्टिफायर,பாலம் திருத்தி
ब्रिज केलेले ‘टी’ अ‍ॅटेन्युएटर,பிரிட்ஜ் ‘டி’ அட்டென்யூட்டர்
ब्रिज केलेली रचना,பிரிட்ஜ் அமைப்பு
ब्रिजिंग,பாலம்
ब्रिजिंग एम्पलीफायर,பாலம் பெருக்கி
ब्रिजिंग लॉस,பாலம் இழப்பு
चमक,பிரகாசம்
ब्राइटनेस कंट्रोल,பிரகாசம் கட்டுப்பாடு
ठिसूळ,உடையக்கூடிய
ठिसूळ पदार्थ,உடையக்கூடிய பொருள்
ब्रॉडबँड,பிராட்பேண்ட்
ब्रॉडबँड एम्पलीफायर,பிராட்பேண்ட் பெருக்கி
ब्रॉडबँड आयएसडीएन,பிராட்பேண்ட் ஐ.எஸ்.டி.என்
ब्रॉडबँड सिस्टम,பிராட்பேண்ட் அமைப்பு
प्रसारण आणि संप्रेषण तंत्रज्ञान,ஒளிபரப்பு மற்றும் தொடர்பு தொழில்நுட்பம்
प्रसारण कव्हरेज,ஒளிபரப்பு பாதுகாப்பு
ब्रॉडकास्ट रिसीव्हर,ஒளிபரப்பு ரிசீவர்
प्रसारण सेवा नियोजन,ஒளிபரப்பு சேவை திட்டமிடல்
ब्रॉडकास्ट ट्रान्समीटर,ஒளிபரப்பு டிரான்ஸ்மிட்டர்
प्रसारक,ஒளிபரப்பாளர்
प्रसारण,ஒளிபரப்பு
प्रसारण स्टेशन,ஒளிபரப்பு நிலையம்
तुटलेली,உடைந்த
ब्राउझर,உலாவி
ब्राउझिंग,உலாவுதல்
बबल,குமிழி
बफर,இடையக
बफर एम्पलीफायर,இடையக பெருக்கி
बफर ट्यूब,இடையக குழாய்
किडा,பிழை
अंगभूत अँटेना,உள்ளமைக்கப்பட்ட ஆண்டெனா
बर्नर,பர்னர்
बर्निंग,எரியும்
स्फोट त्रुटी,வெடிப்பு பிழை
स्फोट अंतर्भूत नाडी,வெடிப்பு செருகும் துடிப்பு
स्फोट टप्पा,வெடிப்பு கட்டம்
बस,பேருந்து
व्यवसाय बुद्धिमत्ता,வணிக நுண்ணறிவு
बजर,பஸர்
पास द्वारे,வழங்கியவர்
पास करून,கடந்து செல்வதன் மூலம்
