Malayalam,Hindi
"ഗണിത, യുക്തി യൂണിറ്റ്","1. अंकगणितीय एवं तर्क एकक ,2. अंकगणितीय एवं तर्क इकाई"
ഗണിത പരിശോധന,अंकगणितीय जांच
ഗണിത സ്ഥിരാങ്കം,अंकगणितीय अचर
ഗണിത ഡാറ്റ,अंकगणितीय आंकडा
ഗണിത നിർദ്ദേശം,अंकगणितीय अनुदेश
ഗണിതവും യുക്തിയും യൂണിറ്റ് (ALU),गणितीय एवं तार्किक इकाई (ए. एल. यू.)
അർപാനെറ്റ്,ए आर पी ए नेट (आरपानेट)
അറേ,सरणी
അറേ കാഷെ,"1. सरणी कैशे ,2. सरणी द्रुतिका ,3. सरणी द्रुतस्मृति"
അറേ കമ്പ്യൂട്ടർ,सरणी कंप्यूटर
അറേ ഘടകം,सरणी अवयव
അറേ പേര്,सरणी नाम
അറേ പ്രോസസർ,सरणी प्रकर्मक
അമ്പടയാള കീകൾ,एरो कुंजी
ഉച്ചാരണം,संधि
ആർട്ടിക്കുലേഷൻ പോയിന്റ്,संधि बिन्दु
കൃത്രിമ കോംപാക്ഷൻ,कृत्रिम संहनन
കൃത്രിമ നിയന്ത്രണം,कृत्रिम नियंत्रण
നിർമ്മിത ബുദ്ധി,कृत्रिम बोध
ആരോഹണം,आरोहक
ആരോഹണ തരം,आरोही छंटाई
ASCII ബെറ്റിക്കൽ ഓർഡർ,आस्की वर्णक्रम
ASCII നിയന്ത്രണ പ്രതീകം,आस्की नियंत्रण संप्रतीक
ASCII ഫയൽ,आस्की संचिका
ASCII ഫോണ്ട്,आस्की फॉन्ट
ASCII കൈമാറ്റം,आस्की अंतरण
വീക്ഷണാനുപാതം,अभिमुखता अनुपात
എ.എസ്.പി.ഐ,"1. ऐस्पी ,2. ए एस पी आई"
ASR ടൈമർ,ए एस आर कालद
കൂട്ടിച്ചേർക്കുക,"1. स्मरांतरण ,2. कोडांतरण ,3. कोडांतर करना"
അസംബ്ലർ,"1. कोडांतरक ,2. स्मरांतरक"
അസംബ്ലി,"1. कोडांतरण ,2. स्मरांतरण"
അസംബ്ലി ഭാഷ,"1. स्मरांतरण भाषा ,2. कोडांतरण भाषा"
അവകാശവാദം,निश्चयन
നിയമനം,"1. निर्दिष्ट कार्य ,2. नियतन"
അസോസിയേഷൻ,साहचर्य
അനുബന്ധ വിലാസം,साहचर्य पता
അനുബന്ധ മെമ്മറി,"1. साहचर्य स्मृति ,2. साहचर्य मेमोरी"
ആസ്റ്ററിക്,तारक (*का चिन्ह)
അസമമായ,असम्मित
അസമന്വിത,"1. अतुल्यकालिक ,2. अतुल्यकाली"
അസിൻക്രണസ് ഡിജിറ്റൽ സബ്സ്ക്രൈബർ ലൈൻ (ADSL),अतुल्यकालिक अंकीय अभिदाता लाइन (एडी एस एल)
അസിൻക്രണസ് ടൈം ഡിവിഷൻ മൾട്ടിപ്ലെക്സിംഗ് (ATDM),अतुल्यकालिक समय विभाजन बहुसंकेतन (ए टी डी एम)
അസമന്വിത കൈമാറ്റം,अतुल्यकालिक अंतरण
അസിൻക്രണസ് ട്രാൻസ്ഫർ മോഡ് (എടിഎം),अतुल्यकालिक अंतरण विधा (ए टी एम)
ആറ്റം,"1. एटम ,2. परमाण"
അറ്റാച്ചുചെയ്ത പ്രമാണം,संलग्न प्रलेख
അറ്റാച്ചുചെയ്ത ഫയൽ,"1. संलग्न संचिका/मिसिल ,2. संलग्न फाइल"
ബന്ധം,"1. संलग्नक ,2. संबंद्ध"
ആട്രിബ്യൂട്ട്,"1. गुण ,2. विशेषता"
ഓഡിയോ,श्रव्य
ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്,"1. लेखा परीक्षा क्रमादेशन ,2. लेखा परीक्षा प्रोग्रामन"
ഓഡിറ്റ് ട്രയൽ,लेखा सत्यापन
വർദ്ധിപ്പിക്കൽ,संवर्धन
പ്രാമാണീകരണ പ്രോട്ടോക്കോൾ,प्रमाणन प्रोटोकॉल
എഴുത്ത് സംവിധാനം,संलेखन पद्धति
അംഗീകാരം,"1. प्राधिकरण ,2. अधिकृति ,3. अधिकरण"
യാന്ത്രിക സംഗ്രഹം,स्वत: सार
ഓട്ടോബൂട്ടിംഗ്,"1. स्वतः बूटिंग ,2. स्व बूटन"
ഓട്ടോകാഡ്,ऑटोकैड (एक कंप्यूटर भाषा)
ഓട്ടോലോഗ് ഓൺ,स्वत: लॉग-ऑन
ഓട്ടോമാറ്റ,ऑटोमेटा
ഓട്ടോമാറ്റ സിദ്ധാന്തം,आटोमेटा सिद्धांत
ഓട്ടോമാറ്റിക് കമ്പ്യൂട്ടിംഗ്,स्वत: अभिकलन
ഓട്ടോമാറ്റിക് ഡാറ്റ പ്രോസസ്സിംഗ്,स्वत: आंकड़ा प्रक्रमण
യാന്ത്രിക പിശക് തിരുത്തൽ,स्वत: त्रुटि संशोधन
യാന്ത്രിക പ്രവർത്തനം,स्वत: फलन
ഓട്ടോമാറ്റിക് ഇൻഡെക്സിംഗ്,"1.  स्वत: सूचकीकरण ,2. स्वत: सूचीकरण"
ഓട്ടോമാറ്റിക് ലൈബ്രറി കോൾ,स्वत: संग्रह आह्वान
ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്,"1. स्वत: क्रमादेशन ,2. स्वत: प्रोग्रामन"
യാന്ത്രിക വീണ്ടെടുക്കൽ പ്രോഗ്രാം,"1.स्वत: पुन: प्राप्ति क्रमादेश, 2. स्वत: पुन: प्राप्ति प्रोग्राम"
യാന്ത്രിക ദിനചര്യ,स्वत: नेमका
ഓട്ടോമാറ്റിക് സിസ്റ്റം വീണ്ടെടുക്കൽ,स्वत: सिस्टम पुन: प्राप्ति
ഓട്ടോമാറ്റിക് ടെല്ലർ മെഷീൻ (എടിഎം),"1. स्वत: टेलर मशीन्अ (ए टी एम) ,2.  स्वयं धन निकालने के लिए बैंक की ए.टी.एम)"
ഓട്ടോമേഷൻ,स्वचालन
ഓട്ടോപ്ലേ,"1. आटोप्ले ,2. स्वत: चलन"
സ്വയം സംരക്ഷിക്കുക,स्वरक्षण
സഹായകമായ,सहायक
സഹായ മെമ്മറി,सहायक स्मृति
സഹായ സംഭരണം,सहायक भंडारण
ലഭ്യമായ പട്ടിക,उपलब्ध लिस्ट
ലഭ്യമായ സമയം,उपलब्ध समय
ശരാശരി,औसत
awk (ഭാഷ),ए डब्ल्यू के (एक कंप्यूटर समादेश)
പിൻഭാഗം,पश्चांत
ബാക്കെൻഡ് പ്രോസസർ,पश्चांत प्रक्रमक
ബാക്ക്ഫേസ് നീക്കം,पश्च फलन विलोपन
പശ്ചാത്തല പ്രോസസ്സിംഗ്,पृष्ठभूमि प्रक्रमण
ബാക്കിംഗ് സ്റ്റോർ,सहायक भंडार
ബാക്ക്പാച്ചിംഗ്,पश्च पैचीकरण
ബാക്ക്സ്പേസ്,"1. पश्चीयन ,2. बैकस्पेस"
ബാക്ക്ട്രാക്കിംഗ്,पश्चपथन
ബാക്ക്-അപ്പ്,"1. बैक-अप ,2. पूर्तिकर"
ബാക്കപ്പ് മെമ്മറി,"1. पूर्तिकर स्मृति ,2. बैक-अप मेमोरी"
പിന്നോട്ട് പിശക് വീണ്ടെടുക്കൽ,पश्च त्रुटि सुधार
ബാലൻസ് ഷീറ്റ്,(आय-व्यय) तुलन पत्र
ബാൻഡ്,पट्टी
ബാൻഡ് വീതി,"1. बैंड चौड़आई ,2. बैंड विड्थ/क्षमता"
ബാങ്കറുടെ അൽഗോരിതം,बैंकर एल्गोरिथ्म
ബാർ കോഡ്,"1.बार कूट ,2. बार कोड"
ബാർ കോഡ് സ്കാനർ,बार कोड स्कैनर
ബാർ ഗ്രാഫ്,बार ग्राफ
അടിസ്ഥാന വിലാസം,आधार पता
അടിസ്ഥാന ബാൻഡ്,आधार बैंड
അടിസ്ഥാന നമ്പർ,आधार संख्या
അടിസ്ഥാന പട്ടിക,आधार सारणी
അടിസ്ഥാനം,बेसिक (एक कंप्यूटर भाषा)
അടിസ്ഥാന നിയന്ത്രണം,"1. मूल नियंत्रण ,2. आधार नियंत्रण"
അടിസ്ഥാന ഇൻപുട്ട്,"1. मूल निवेश ,2. आधारी निवेश"
അടിസ്ഥാന നിർദ്ദേശം,आधारभूत अनुदेश
അടിസ്ഥാന ഔട്ട്പുട്ട്,आधारी निर्गम
അടിസ്ഥാന ഘട്ടം,मूल चरण
ബാച്ച്,"1. बैच ,2. समूह ,3. प्रचय"
ബാച്ച് ഫയൽ,"1. बैच फाइल ,2. बैच संचिका"
ബാച്ച് സ്ഥാനം,बैच स्थिति
ബാച്ച് പ്രോസസ്സിംഗ്,"1. बैच प्रक्रमण ,2. समूह प्रक्रमण"
ബാച്ച് സിസ്റ്റം,"1. बैच तंत्र ,2. प्रचय तंत्र"
ബൗഡ്,बॉड
ബാഡ് നിരക്ക്,बॉड दर
ബീം,किरण पुंज
ബെഞ്ച്മാർക്ക്,"1. निर्देशमानक ,2. बैचमार्क"
ദ്വിദിശ ആശയവിനിമയം,द्विदिश संचार
ദ്വിദിശ ലിങ്ക്,विदिश कड़ी
ബൈനറി കോഡ്,द्विआधारी कूट
ബൈനറി അക്കം,द्विआधारी अंक
ബൈനറി ഇൻപുട്ട് ഔട്ട്പുട്ട് സിസ്റ്റം (BIOS),द्विआधारी निवेश निर्गम तंत्र (बायोस)
ബൈനറി നമ്പർ,द्विआधारी संख्या
ബൈനറി ഓപ്പറേറ്റർ,द्विआधारी संकारक
ബൈനറി ബന്ധം,द्विआधारी संबंध
ബൈനറി തിരയൽ,द्विआधारी खोज
ബൈനറി സെർച്ച് ട്രീ (BST),द्विआधारी अन्वेषण तरु (बी एस टी)
ബൈനറി കൈമാറ്റം,"1. द्विआधारी ट्रांसफर तरु ,2. द्विआधारी अंतरण"
ബൈനറി മരം,द्विआधारी तरु
ബൈപോളാർ മെമ്മറി,"1. द्विध्रुवी स्मृति ,2. द्विध्रुवी मेमोरी"
ജനന മരണ മാതൃക,"1. जन्म मरण मॉडल ,2. जन्म मरण निदर्श"
ജനന മരണ പ്രക്രിയ,जन्म मरण प्रक्रम
ബിറ്റ്,"1. द्वयंक ,2. बिट"
ചെറിയ തെറ്റ്,बिट दोष
ബിറ്റ് മാപ്പ്,बिट प्रतिचित्र
ബിറ്റ് മാപ്പ് പിക്സൽ (BMP),"1. बिट ,2. प्रतिचित्र ,3. पिक्सेल (बी एम पी)"
ബിറ്റ് മാട്രിക്സ്,"1. बिट आव्यूह ,2. बिट सारणी"
ബിറ്റ് പാറ്റേൺ,बिट प्रतिरूप
ബിറ്റ് സ്ഥാനം,बिट स्थिति
ബിറ്റ് നിരക്ക്,"1. बिट रेट ,2. बिट दर"
ബ്ലാക്ക് ബോക്സ് പരിശോധന,अंध पेटी परीक्षण
മിന്നിമറയുന്നു,टिमटिमाना
തടയുക,ब्लॉक
കാഷെ തടയുക,"1. खंडक दुतिका, 2. ब्लाक कैश/खंडक स्मृति"
ബ്ലോക്ക് ചെക്ക്,खंडक जांच
ബ്ലോക്ക് കോപ്പി,खंड प्रतिलिपि
ബ്ലോക്ക് ഡയഗ്രം,खंडक आरेख
തടയൽ ശൃംഖല,"1. अवरोधी नेटवर्क, 2. अवरोधी जालक्रम"
ബോർഡ്,बोर्ड
ബുക്ക് മാർക്ക്,पृष्ठ स्मृति
ബൂലിയൻ ബീജഗണിതം,बूलीय बीजगणित
ബൂളിയൻ ബന്ധം,बूलीय संबंध
ബൂട്ട് പാർട്ടീഷൻ,बूट विभाजन
ബൂട്ട് സ്ട്രാപ്പിംഗ്,बूट स्ट्रैपिंग
ബൂട്ട് സ്ട്രാപ്പ് ലോഡർ,1.बूटस्ट्रैप भारक 2. स्वोत्थानी
പാലം,"1.ब्रिज, 2. सेतु"
ബ്രോഡ്‌ബാൻഡ് നെറ്റ്‌വർക്കിംഗ്,ब्राडबैंड नेटवर्क
പ്രക്ഷേപണം,प्रसारण
പ്രക്ഷേപണം റേഡിയോ,प्रसारण रेडियो
ബ്രൗസ് ചെയ്യുക,(नेट) विचरण
ബ്രൗസർ,(नेट) विचरक
ബി-ട്രീ,बी-तरु
ബബിൾ മെമ്മറി,"1.बुदबुद स्मृति, 2.बबल मेमोरी"
ബബിൾ അടുക്കുക,बुदबुद छंटाी
ബക്കറ്റ്,"1.बाल्टी, 2.बकेट"
ബഡ്ഡി സിസ്റ്റം,"1.बंधुता तंत्र, 2.बडी तंत्र"
ബജറ്റ് ഫലപ്രദമായ നിയന്ത്രണം,बजट प्रभावी नियंत्रण
ബഫർ,बफर
ബഗ്,दोष
ബസ്,बस
ബൈറ്റ്,"1.अष्ट वयंक,2. बािट (आठ बिट)"
ബൈറ്റ് കോഡ്,बािट कोड
സി,सी (कंप्यूटर भाषा)
C++,"1.सी प्लस प्लस,2.C++(कंप्यूटर भाषा)"
കാഷെ,"1.कैश,2. द्रुतिका,3.द्रुत"
കാഷെ ബഫർ,"1.कैश बफर, 2.द्रुतस्मृति बफर"
കാഷെ മെമ്മറി,"1.कैश स्मृति, 2.कैश मेमोरी, 3.द्रुत स्मृति"
കണക്കുകൂട്ടല്,परिकलन
കാൽക്കുലേറ്റർ,"1.कैलकुलेटर, 2.परिकलक"
കാൽക്കുലേറ്റർ ചിപ്പ്,"1.कैलकुलेटर चिप,2. परिकलक चिप"
വിളി,आह्वान
പേര് വിളിക്കുക,नाम आह्वान
റഫറൻസ് വഴി വിളിക്കുക,संदर्भ आह्वान
മൂല്യമനുസരിച്ച് വിളിക്കുക,मान आह्वान
വേരിയബിളുകൾ വഴി വിളിക്കുക,चर आह्वान
കോൾ ഗേറ്റ്,आहवान गेट
റദ്ദാക്കുക,"1.निरस्त करना, 2.रद्द करना"
റദ്ദാക്കുക ബട്ടൺ,निरसन बटन
കാനോനിക്കൽ,"1.विहित,2. कैनॉनिकल"
കാനോനിക്കൽ രൂപം,विहित रूप
കഴിവ്,क्षमता
കഴിവ് പട്ടിക,क्षमता सूची
ശേഷി,"1.क्षमता,2. धारिता"
ക്യാപ്സ് ലോക്ക് കീ,कैप्स लॉक कुंजी
കാർഡ്,"1.कार्ड,2. पत्रक"
കാർഡ് റീഡർ,कार्ड पाठक
കാർഡിനാലിറ്റി,प्रमुखता
വാഹകൻ,वाहक
കാരിയർ ബാൻഡ്,वाहक बैंड
കാരിയർ ലോഡ്,वाहक भार
കാരിയർ സിഗ്നൽ,वाहक संकेत
കാരിയർ തരംഗം,वाहक तरंग
കൊണ്ടുപോകുക,हासिल
അക്കം കൊണ്ടുപോകുക,हासिल अंक
പതാക വഹിക്കുക,हासिल ध्वज
കാട്രിഡ്ജ് ഡിസ്ക്,"1.काट्रिज डिस्क, 2.काट्रिज चक्रिका"
കാസ്കേഡ്,"1.कास्केड, 2.सोपानी"
കേസ്,केस
കാഥോഡ് റേ ട്യൂബ് (CRT),कैथोड-रे-टयूब (सी आर टी)
കാഥോഡ് റേ ട്യൂബ് (CRT),कैथोड किरण नलिका (सी. आर. टी.) कैथोड-रे-टयूब
സിഡി റോം ഡിസ്ക് ഡ്രൈവ്,सी डी रॉम डिस्क ड्रािव
സെൽ,सेल
സെൽ ആനിമേഷൻ,सेल एनीमेशन
സെല്ലുലാർ ഫോൺ,सेल्युलर फोन
കേന്ദ്ര മെമ്മറി,"1.केंद्रीय स्मृति,2. केंद्रीय मेमोरी"
സെൻട്രൽ പ്രോസസ്സിംഗ് യൂണിറ്റ് (സിപിയു),केद्रीय प्रक्रमण एकक (सी पी यू)
കേന്ദ്രീകൃത സംവിധാനം,केंद्रीकृत तंत्र
സാക്ഷ്യപ്പെടുത്തിയ ടേപ്പ്,प्रमाणीकृत टेप
ചങ്ങല,श्रृंखला
ചെയിൻ ഡാറ്റ,"1.श्रृंखला आंकड़ा, 2.श्रृंखला सामग्री"
ചെയിൻ ലിങ്ക്,श्रृंखला कड़ी
ചങ്ങല,श्रृंखलन
ചാനൽ,"1.प्रणाल, 2.चैनल"
ചാനൽ തിരക്കുള്ള ടോൺ,"1.प्रणाल व्यस्त टोन, 2.चैनल व्यस्त टोन"
ചാനൽ ശേഷി,"1.प्रणाल क्षमता, 2.चैनल क्षमता"
ചാനൽ കൺട്രോളർ,"1.प्रणाल नियंत्रक, 2.चैनल नियंत्रक"
ചാനൽ പിശക്,"1.प्रणाल त्रुटि, 2.चैनल त्रुटि"
ചാനൽ പ്രോഗ്രാം,"1.चैनल कार्यक्रम, 2.चैनल प्रोग्राम"
ചാനൽ വിശ്വാസ്യത,"1.प्रणाल विश्वसनीयता, 2.चैनल विश्वसनीयता"
ചാനൽ സെറ്റ്,"1.प्रणाल समुच्चय, 2.चैनल समुच्चय"
സ്വഭാവം,संप्रतीक
പ്രതീക കോഡ്,"1.संप्रतीक कूट,2. संप्रतीक कोड"
പ്രതീക കീ,संप्रतीक कुंजी
സ്വഭാവ വായനക്കാരൻ,संप्रतीक पाठक
പ്രതീക വലുപ്പം,"1.संप्रतीक सािज, 2.संप्रतीक आमाप"
ചാർട്ട്,संचित्र
ചേസിസ്,"1.न्याधार, 2.चैसिस"
ചെക്ക് ബിറ്റ്,जाँच बिट
അക്കം പരിശോധിക്കുക,जाँच अंक
തുക ചെക്ക്,जाँच योग
ചെക്ക് വാക്ക്,जाँच शब्द
ചിപ്പ്,चिप
ചിപ്പ് സെറ്റ്,चिप सेट
തിരഞ്ഞെടുക്കുക,"1.चुनना, 2.चयन"
വർണ്ണപരമായി,वर्णिक रूप से
സൈഫർ,"1.सािफर,2. शून्य,3. सीफर"
സർക്യൂട്ട്,परिपथ
വൃത്താകൃതിയിലുള്ള പട്ടിക,वर्तुल सूची
സിറസ്,सायरस
അവലംബം,उल्लेख
ക്ലാസ്,"1.श्रेणी, 2.वर्ग"
ക്ലാസ് വേരിയബിൾ,वर्ग चर
വർഗ്ഗീകരണം,वर्गीकरण
വ്യക്തമായ,अपमार्जन
തെളിഞ്ഞ പ്രദേശം,अपमार्जित क्षेत्र
വ്യക്തമായ ചാനൽ,"1.अपमार्जित प्रणाली, 2.अपमार्जित चैनल"
ക്ലിക്ക് ചെയ്യുക,दबाना
കക്ഷി,"1.ग्राहक,2. क्लाइट"
ക്ലയന്റ് സെർവർ,"1.ग्राहक परिसेवक, 2.ग्राहक सर्वर"
ക്ലയന്റ് അപൂർണ്ണം,ग्राहक स्टब
ക്ലിപ്പ് ആർട്ട്,कर्तन कला
ക്ലിപ്പ് ആർട്ട് ലൈബ്രറി,कर्तन कला पुस्तकालय
ക്ലിപ്പ് ബോർഡ്,क्लिप बोर्ड
ക്ലിപ്പർ,क्लिपर
