Bengali,Malayalam
এসিটাইল কোএনজাইম,അസെറ്റി കൊവെൻസിഎംഇ
আছাটিনা,അച്ചാതിന
অ্যাকিন টাইপ,നെച്ചെൻ തരം
আচিন,അച്ചീൻ
Achlamydosporye,ആൾമെംഡിഡോസ്പോര്പോറിയ
এসিড বৃষ্টি,അമ്ല മഴ
অ্যাসিডিক,അസിഡിറ്റി
অ্যাসিডিক গ্যাস,അസിഡിറ്റിക് വാതകം
অম্লতা,അസിഡിറ്റി
অ্যাকিনার সেল,അക്കിനാർ സെൽ
অ্যাকোলোমেট,അക്കോമോമോമറ്റ്
অ্যাকোনিটাম,അക്കോണിറ്റം
অ্যাকর্ন কৃমি,ആക്രമണാത്മക പുഴു
অ্যাকোস্টিক জোনিং,അക്കോസ്റ്റിക് സോണിംഗ്
অর্জিত চরিত্র,സ്വന്തമാക്കിയ പ്രതീകം
অনাক্রম্যতা অর্জিত,പ്രതിരോധശേഷി നേടി
অর্জিত ইমিউনো ঘাটতি সিন্ড্রোম (এইডস),ഏറ്റെടുത്ത ഇമ്മുനോൻറെ കുറവ് സിൻഡ്രോം (എയ്ഡ്സ്)
অ্যাক্রানিয়া,അങ്കാരിയ
অ্যাক্রিডিন ডাই,അക്രിക്കൈൻ ഡൈ
অ্যাক্রোসেন্ট্রিক,അക്രോസെന്റ്
অ্যাক্রোমিয়ন,അക്രോമീൻ
অ্যাক্রোপেটাল সিকোয়েন্স,അക്രോരേറ്റൽ സീക്വൻസ്
অ্যাক্রোপেটাল অর্ডার,അക്രോപോളൽ ഓർഡർ
অ্যাক্রোসিন,അക്രോസിൻ
অ্যাক্টিন,ആക്ടിൻ
অ্যাক্টিনের মতো প্রোটিন,ആക്റ്റിൻ പോലുള്ള പ്രോട്ടീൻ
অ্যাক্টিনোমর্ফিক,ആക്ടിനോമോർഫിക്
অ্যাক্টিনোমাইসেটস,ആക്റ്റിനോമൈസെറ്റുകൾ
কর্ম সম্ভাব্য,പ്രവർത്തന സാധ്യത
সক্রিয় কর্দম,സജീവമാക്കിയ സ്ലഡ്ജ്
সক্রিয় স্ল্যাজ ফ্লক,സജീവമാക്കിയ സ്ലഡ്ജ് ഫ്ലോക്ക്
অ্যাক্টিভেশন শক্তি,സജീവമാക്കൽ .ർജ്ജം
সক্রিয় শোষণ,സജീവമായ ആഗിരണം
সক্রিয় অনাক্রম্যতা,സജീവ പ്രതിരോധശേഷി
সক্রিয় বিকিরণ,സജീവ വികിരണം
সক্রিয় সাইট,സജീവ സൈറ്റ്
অ্যাক্টিভিন,ആധ്രിക്കുക
একুমিনেট,അക്യുമിനേറ്റ്
অ্যাডামসিয়া,ആദാംസിയ
অভিযোজনযোগ্যতা,പൊരുത്തപ്പെടലി
অভিযোজন,പൊരുത്തപ്പെടുത്തൽ
হালকা শাসনের সাথে অভিযোজন,ലൈറ്റ് ഭരണകൂടത്തിന് അനുയോജ്യമായ പൊരുത്തപ്പെടുത്തൽ
জলের ঘাটতির সাথে অভিযোজন,ജല ദഹനത്തോടുള്ള പൊരുത്തപ്പെടുത്തൽ
অভিযোজিত বৈশিষ্ট্য,അഡാപ്റ്റീവ് സവിശേഷതകൾ
অভিযোজিত অনাক্রম্যতা,അഡാപ്റ്റീവ് പ്രതിരോധശേഷി
অভিযোজিত বিকিরণ,അഡാപ്റ്റീവ് വികിരണം
অভিযোজিত বৈশিষ্ট্য,അഡാപ്റ്റീവ് സ്വഭാവം
অ্যাড্যাক্সিয়াল পৃষ্ঠ,അഡാക്സിയൽ ഉപരിതലം
আসক্তিজনিত ব্যাধি,ആസക്തി നിഴൽ
অ্যাডেনিন,ആദൈൈൻ
অ্যাডেনোকোর্টিকোট্রপিন,Adenocortiopin
অ্যাডেনোহাইপোফাইসিস,ആദിനോഹൈപഫിസിസ്
অ্যাডেনোসিন ডিফোসফেট,Adenosin diphosphate
অ্যাডেনোসিন ডায়ামিনেজ,Adenosine deaminase
অ্যাডেনোসিন মনোফসফেট,അഡെനോസിൻ മോണോഫോസ്ഫേറ്റ്
অ্যাডেনোসিন ট্রাইফোসফেট (এটিপি),അഡെനോസിൻ ട്രിപ്പ്ഫോസ്ഫേറ്റ് (എടിപി)
অ্যাডিনলেট সাইক্লাস,Adenileat സൈക്ലെസ്
আঠালো শক্তি,പശ ശക്തി
Adipate,മുദവയ്ക്കുക
অ্যাডিপোকাইট (ফ্যাট সেল),Adipocyte (FALE സെൽ)
মেদ কলা,അഡിപോസ് ടിഷ്യു
অ্যাডনেট,ആരാധന
সংলগ্ন সম্প্রদায়,സമീപ കമ്മ്യൂണിറ്റി
অ্যাড্রিনাল,അഡ്രീനല്
অ্যাড্রিনাল গ্রন্থি,അഡ്രീനൽ ഗ്രന്ഥി
অ্যাড্রেনোকোর্টিকোট্রপিক হরমোন (এসিটিএইচ),അഡ്രിനെകോളിക്കോട്രോപിക് ഹോർമോൺ (acth)
অ্যাড্রেনোকোর্টিকোট্রপিক রিলিজিং হরমোন (ACTRH),അഡ്രിനെകോളിക്കോട്രോപിക് ഹോർമോൺ റിലീസ് ചെയ്യുന്നു (acth)
Adsorbent,ദുര്ധി പകര്
শোষণ,ദുര്ഗയോധം
উন্নত কর্ডেট,വിപുലമായ കീടങ്ങൾ
সুবিধাজনক মিউটেশন,പ്രയോജനകരമായ മ്യൂട്ടേഷൻ
অ্যাডভেন্টিয়াল,സാഹസികമായ
অ্যাডভেনটিয়াস রুট,സാഹസിക റൂട്ട്
বিরূপ প্রভাব,പ്രതികൂല ഫലം
এডেস,Aedes
সংস্কৃতি বায়ুচালনা,സംസ്കാരത്തിന്റെ വായുസഞ്ചാരം
এরিচাইমা,അരേഞ്ചമ
এরিয়াল,ഏരിയൽ
বায়বীয় মূল,Aierial റൂട്ട്
এরিয়াল শ্যুট,ഏരിയൽ ഷൂട്ട്
বায়ুজীবী শ্বসন,എയ്റോബിക് ശ്വസനം
বায়ুজীবী শ্বসন,എയ്റോബിക് ശ്വസനം
নান্দনিকতা,സൗന്ദര്യശാസ്ത്രം
এ্যাস্টিভেশন,പകർച്ചവ്വാധം
এ্যাস্টিভেশন,പകർച്ചവ്വാധം
Afferent,അശ്രദ്ധ
অ্যাফিনিটি ক্রোমাটোগ্রাফি,അഫിനിറ്റി ക്രോമാറ്റോഗ്രാഫി
ক্ষতিগ্রস্থ অঙ্গ,പീഡിപ്പിച്ച അവയവം
Afforastation,വനനം
আগামোস্পার্মি,അഗമോസ്പർമി
আগর,അഗറും
আগারোজ,അഗരോസ്
আগারোজ জেল এ্যালেট্রোফোরেসিস,അഗരോസ് ജെൽ എലെട്രോഫോറെസിസ്
আগারোজ পলিমার জেল,അഗരോസ് പോളിമർ ജെൽ
আগস্ট,അഗാധമായ
আগাভা,കൂരക്കം
বয়স বিতরণ,പ്രായ വിതരണം
বয়স পিরামিড,പ്രായ പിരമിഡ്
আগ্রাসন,നിര്മ്മിപ്പ
সমষ্টি,ആകെത്തുകയായുള്ള
ফলিকেলের সমষ্টি,ഫോളിക്കിളിന്റെ ആകെത്തുക
ফলিকেলের সমষ্টি,ഫോളിക്കിളിന്റെ ആകെത്തുക
সমষ্টি,അഗ്രഗേഷൻ
আগ্রাসন,ആക്രമശാസ്ത്രം
আন্দোলনকারী সিস্টেম,അജിറ്ററ്റർ സിസ്റ്റം
অগ্নিথা,അഗ്നിനാഥ
আগৌটি,അഗൗട്ടി
অ্যাগ্রানাল ক্লোরোপ্লাস্ট,അഗ്രഗൽ ക്ലോറോപ്ലാസ്റ്റ്
অ্যাগ্রানুলার,അഗ്രനനുകാരി
অ্যাগ্রানুলোকাইট,അഗ്രമായനുലോസിടെ
কৃষি,കൃഷിപ്പണി
কৃষি,അഗ്രോഫോറസ്ട്രി
অ্যাগ্রোব্যাক্টেরিয়াম মধ্যস্থতা,അഗ്രോബക്രിയം മധ്യസ്ഥത
অ্যাগ্রোব্যাক্টেরিয়াম টিউফেসিয়েনস,അഗ്രോബക്രിയം ടുബ്ഫാസിയൻസ്
এগ্রোকেমিক্যাল,കാർഷിക
এগ্রোকেমিক্যাল,കാർഷിക
অ্যাগ্রোক্লিম্যাটিক জোন,അഗ്രോക്ലിമീയ മേഖല
কৃষি বৈশিষ্ট্য,അഗ്രോണമിക് സ്വഭാവം
কৃষি,അഗ്രോണമി
এইডস,എയ്ഡ്സ്
বায়ুকোষ,എയർ ബ്ളാഡര്
এয়ার কন্ডিশনার,എയർകണ്ടീഷണർ
বাতাস চলাচলের স্থান বা গলি,എയർ പാസേജ്
বায়ু দূষণ,വായു മലിനീകരണം
এয়ার স্যাক,വ്ലാക്
এয়ার ভ্যাকুওল,വായു ശൂന്യത
বায়ু শ্বাস প্রশ্বাস,എയർ ശ്വസനം
আলাইন,അനെയ്ൻ
অ্যালারি পেশী,അലറി പേശി
আলাস্কান ব্রাউন বিয়ার,അലാസ്കൻ ബ്ര rown ൺ ബിയർ
আলবিনো,ആൽബിനോ
আলবুগো,ആൽബൂഗോ
অ্যালবামিন,ആൽബമിൻ
অ্যালবামিনাস বীজ,ആൽബ്യൂമിനസ് വിത്ത്
অ্যালবামিনুরিয়া,അൽബുമിനൂറിയ
অ্যালবার্নাম,ആൽബനം
আলসিডে,അൽകെഡെ
আলডিহেড,Aldeheeede
অ্যালডোস্টেরন সিস্টেম,ആൽഡോസ്റ്റെറോൺ സിസ്റ്റം
অ্যালডোস্টেরন,ആൽഡോസ്റ്റെറോൺ
আলেউরোন স্তর,അലോറോൺ ലെയർ
আলেউরোপ্লাস্ট,അലൂറോപ്ലാസ്റ്റ്
আলফালফা,പയറുവർഗ്ഗങ്ങൾ
অ্যালগাল ব্লুম,ആൽഗൽ പൂവ്
অ্যালগিন,അൾഗിൻ
এলিয়েন ডিএনএ,അന്യഗ്രഹ ഡിഎൻഎ
এলিয়েন প্রজাতি,അന്യഗ്രഹ ജീവികൾ
প্রান্তিককরণ,വിന്യാപകമായ
প্রান্তিককরণ,വിന്യാപകമായ
খাদ্যনালী,അലിമെന്ററി കനാൽ
অ্যালিমেন্টারি সিস্টেম,അലിമെന്ററി സിസ്റ്റം
আলিসম্যাসেস,അലിയാസം
ক্ষারীয়,ആൽക്കലോയിഡ്
ক্ষারীয়,ആൽക്കലൈൻ
অ্যালকাপ্টোনুরিয়া,ആൽക്കപ്റ്റോറിയ
অ্যালান্টোইস,Allantois
অ্যালিল ফ্রিকোয়েন্সি,അല്ലെൽ ഫ്രീക്വൻസി
অ্যালিল,അല്ലലേ
Allelomorphic জুটি,അല്ലോമോർഫിക് ജോഡി
অ্যালার্জেন,അലർജി
অলিগেটর,ചീങ്കണ്ണി
অ্যালিয়াম সিইপিএ,അല്ലിയം സിപ
অ্যালোগ্যামি,അലോഗാമി
অলোগ্রাফ্ট,അല്ലുഫ്രാഫ്റ്റ്
অ্যালোপ্যাট্রিক স্পেসিফিকেশন,അലോപ്പേട്രിക് സ്പെസിഫിക്കേഷൻ
অ্যালোপলিপ্লয়েড,Allopolyplogid
অ্যালোস্টেরিক প্রভাব,എല്ലാസ്റ്റീസ്റ്റ് ഇഫക്റ്റ്
অ্যালোস্টেরিক এনজাইম,Allonteric enzyme
অ্যালোস্টেরিক ইনহিবিটার,ഓസ്റ്റോസ്റ്റർ ഇൻഹിബിറ്റർ
অ্যালোস্টেরিক মড্যুলেশন,എല്ലാസ്റ്റീസ്റ്റ് മോഡുലേഷൻ
অ্যালোস্টেরিক সাইট,ഓസ്റ്റോസ്റ്റർ സൈറ്റ്
অ্যালোস্টেরিক বাধা,ആസ്റ്റോസ്റ്റ് ഗർബിംഗ്
Allotetraploid,അലോട്ട്ട്രലോയിഡ്
অ্যালাস,അൽനസ്
অ্যালো,കറ്റാർ
অ্যাক্সন বরাবর,ആക്സോണിനൊപ്പം
আলফা-অ্যান্টিট্রিপসিন,ആൽഫ-ആന്റിട്രിറ്റിപ്സ്
আলফা-ল্যাকটালবুমিন,ആൽഫ-ലാക്റ്റൽബുമിൻ
আলপাইন জলবায়ু অবস্থা,ആൽപൈൻ കാലാവസ്ഥാ അവസ്ഥ
আল্পাইন মেডো,ആൽപൈൻ മെഡോ
আলপাইন জোন,ആൽപൈൻ സോൺ
অ্যালস্টোনিয়া,ആൽസ്റ്റോണിയ
বিকল্প,ആദരജോ
বিকল্প,ഏകാന്തരക്രമത്തിൽ
প্রজন্মের বিকল্প,തലമുറയുടെ മാറിമാറ്റം
উচ্চতায় অসুস্থতা,ഉറ്റമകരമായ രോഗം
উচ্চতা,ഉയരം
অ্যালভোলার নালী,അൽവിയോളാർ നാളം
অ্যালাইটেস,അലിറ്റ്സ്
আলঝেইমার রোগ,അല്ഷിമേഴ്സ് രോഗം
আমাক্রাইন সেল,അമാക്രീൻ സെൽ
অমরান্থেসি,അമറാന്തം
অমরান্থাস,അമരന്തസ്
পরিবেষ্টিত ওসমোটিক ঘনত্ব,ആംബിയന്റ് ഓസ്മോട്ടിക് സാന്ദ്രത
অ্যাম্বিস্টোমা,ആംബിസ്റ്റോമ
অ্যামাইড,അറുമണ്ടിന്
অ্যামিনো অ্যাসিড,അമിനോ അമ്ലം
অ্যামিনো অ্যাসিড গ্রহণকারী,അമിനോ ആസിഡ് സ്വീകാര്യത
অ্যামিনোসিল টি আরএনএ সিনথেটিজ,അമിനോസിഎൽ ടി ആർഎ സിന്തസെസ്
অ্যামিনোসিলেশন,അമിപോസിലേഷൻ
অ্যামিটোসিস,അമിറ്റോസിസ്
অ্যামোনিয়া,ക്ഷാരവായു
অ্যামোনিফিকেশন,അമ്മോണിഫിക്കേഷൻ
অ্যামোনোটেলিজম,അമോമോട്ടലിസം
অ্যামনিওসেন্টেসিস,അമ്നിയോസെന്റസിസ്
অ্যামনিওসেন্টেসিস কৌশল,Amniocentess സാങ്കേതികത
অ্যামনিওসাইট,Amniocyte
অ্যামনিয়ন,Amnion
অ্যামনিয়োটিক তরল,അമ്നിയോട്ടിക് ദ്രാവകം
অ্যামনিয়োটিক ঝিল্লি,അമ്നിയോട്ടിക് മെംബ്രൺ
Amniotic কোষ,അമ്നിയോട്ടിക് സഞ്ചി
অ্যামিবা,അമീബ
অ্যামিবোসাইট,Amoebocyte
অ্যামোবয়েড,Amoeboid
অ্যামোবয়েড লিম্ফোসাইট,Amoeboid lymphocyte
অ্যামোবয়েড আন্দোলন,അമോബോഡ് ചലനം
নিরাকার,അക്കോറോഫസ്
পরিমাণ,സംഖ
অ্যাম্ফিটামিন,ആംഫെറ്റാമൈൻ
উভচর,ആംഫിബിയ
উভচর,ആംഫിബിയൻ
উভচর,ആംഫിബിയൻ
অ্যাম্ফিওক্সাস,Amphioxus
অ্যাম্ফিওক্সাস ল্যানসোল্যাটাস,ആംഫിയോക്സസ് ലാൻനോലാറ്റസ്
অ্যাম্পিপ্যাথিক,ഉംഫിപതിക്
অ্যাম্পিপ্যাথিক লিপিড,ആംഫിപതിക് ലിപിഡ്
অ্যাম্ফিসারকা,ആംഫിസാർക്ക
অ্যাম্পিসিলিন,ആമ്പസില്ലിൻ
আম্পুল্লা,അമ്പള്ളു
অ্যাম্পুলারি গ্রন্থি,മുള്ളറി ഗ്രന്ഥി
অ্যামিগডাল,ആമിഗ്ഡാൽ
অ্যামিগডেল,ആമിഗ്ഡേൽ
অ্যামিগডালিন,ആമിഗ്ഡാലിൻ
অ্যামাইলেস,അമിലേസ്
অ্যামাইলোপ্লাস্ট,അമിലോപ്ലാസ്റ്റ്
আনাবেনা,അനാബെന
আনাবাস,അനബാസ്
অ্যানাবোলিক পথ,അനാബോളിക് പാത
অ্যানাবোলিজম,അനാബോളിസം
Anacardiaceae,അനകാർഡിയേസി
রক্তাল্পতা,വിളമിയ
অ্যানেরোব,അയ്റോബ്
অ্যানেরোবিক জ্বালানী,അനാറോബിക് ഇന്ധനം
অ্যানেরোবিক শ্বাস প্রশ্বাস,അനാറോബിക് ശ്വസനം
অ্যানেরোবিক স্ল্যাজ ডাইজেস্টর,അനാറോബിക് സ്ലഡ്ജ് ഡൈജസ്റ്റർ
অ্যানেরোবিক,Anaerobic
আনাইমা,അനൈമ
মলদ্বার,മലദ്വാരം
মলদ্বার,മലദ്വാരം
মলদ্বার অ্যাপারচার,മലദ്വാരം
মলদ্বার সেরসি,അനൽ സെറി
মলদ্বার লুপ,അനൽ ലൂപ്പ്
মলদ্বার শৈলী,അനൽ ശൈലി
সাদৃশ্য,അനസ്)
সাদৃশ্য,അനസ്)
উপমা,അനലോഗി
উপমা,അനലോഗി
বিশ্লেষণ,വിശകലനം
অ্যানাফেজ,അനാഫേസ്
শারীরবৃত্তীয় বাধা,Anatomic തടസ്സം
শারীরবৃত্তীয় দিক,ശരീരഘടന
অ্যানাটোমিস্ট,അനാട്ടമിസ്റ്റ്
অ্যানাটমি,ശരീരശാസ്തം
পূর্বপুরুষ বংশোদ্ভূত ক্রম,പൂർവ്വികൻ പിൻഗാമിയായ ശ്രേണി
পৈতৃক বংশ,പൂർവ്വിക വംശജർ
পৈতৃক ক্রম,പൂർവ്വാവസ്ഥ
অ্যান্সিলোস্টোমা,ആൻസിലോസ്റ്റമ
অ্যান্ড্রোসিয়াম,ആൻഡ്രോസിയം
অ্যান্ড্রোজেন,ആൻഡ്രോജൻ
রক্তাল্পতা,വിളമിയ
অ্যানিমোন,അനെമോൺ
অ্যানিউপ্লয়েড,Aneuplogode
Aneuploidy,അനിയുപ്ലോയിഡി
এনজিনা,ആഞ്ചിന
অ্যাঞ্জিওগ্রাম,ആൻജിയോഗ്രാം
অ্যাঞ্জিওগ্রাফ,ആഗിരിഗ്രാഫ്
অ্যাঞ্জিওগ্রাফি,ആജീദർ
অ্যাঞ্জিওপ্লাস্টি,ആൻജിയോപ്ലാസ്റ്റി
সপুষ্পক,അൻജിയോസ്പെർം
অ্যাঞ্জিওটেনসিন,ആൻജിയോടെൻസിൻ
অ্যাঞ্জিওটেনসিনোজেন,ആൻജിയോടെൻസിനോജെൻ
অ্যাংলার ফিশ,ആംഗ്ലർ മത്സ്യം
অ্যাঙ্গুইনা,മുതൽക്കുള
অ্যাঙ্গুইস,ഉള്ക്കൊണ്ടിൻ
প্রাণী,ജന്തു
প্রাণী,ജന്തു
প্রাণী গোবর,മൃഗം ചാണകം
পশুপালন,മൃഗസംരക്ഷണം
প্রাণী ক্যারিওটাইপিং,അനിമൽ കരിയട്ടിപ്പിംഗ്
প্রাণী কিংডম,ജന്തു ലോകം
প্রাণী টিস্যু,മൃഗങ്ങളുടെ ടിഷ്യു
অ্যানিমালিয়া,അദ്ധ്യാപകൻ
অ্যানিয়ন,അനിയോൺ
অ্যানিসোট্রপিক ব্যান্ড,അനിസോട്രോപിക് ബാൻഡ്
অ্যানিলিং,അനെലിലിംഗ്
অ্যানেলিড,Anenelid
অ্যানেলিডা,അന്നലിഡ
বার্ষিক রিং,വാർഷിക മോതിരം
কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায়,റദ്ദാക്കിയത്
অ্যানুল,ചെറുമാനം
অসাধারণ প্রকার,അപാകത തരം
অ্যানোফিলস,അനോഫെൽസ്
পিঁপড়া ইটার,ഉറുമ്പുതീനി
বিরোধী,വിരുദ്ധ
অ্যান্টার্কটিক,അന്റാർട്ടിക്ക്
অ্যান্টেনা,ഏരിയെല്
অ্যান্টেনা কমপ্লেক্স,ആന്റിന കോംപ്ലക്സ്
অ্যান্টেনাল গ্রন্থি,ആന്റിനൽ ഗ്രന്ഥി
পূর্ববর্তী (ভেন্ট্রাল) ধূসর শিং,ആന്റീരിയർ (വെൻട്രൽ) ഗ്രേ ഹോൺ
পূর্ববর্তী হাইপোফাইসিস,ആന്റീരി ഹൈപ്പോഫിസിസ്
পূর্ববর্তী ইন্টারভেন্ট্রিকুলার সালকাস,മുൻകാല ഇടവേള സൾക്കസ്
অ্যান্থার,അഥേർ
অ্যান্থার সংস্কৃতি,ആന്തർ സംസ്കാരം
অ্যানথেরিডিয়াম,അങ്കാദിയം
অ্যানথেরোজয়েড,Antresood
অ্যান্থোসেরোস,ആന്തസംഘങ്ങൾ
অ্যান্থোসারোটোপিডিডা,ആന്തസൂറോടോപ്സിഡ
অ্যানথ্রাক্স,ആന്ത്രാക്സ്
অ্যানথ্রোপোজেনিক বিলুপ্তি,ആന്ത്രോപെനിക് വംശനാശം
নৃবিজ্ঞান,നരവംശശാസ്ത്രം
অ্যান্টিব্যাকটেরিয়াল,ആൻറി ബാക്ടീരിയൽ
অ্যান্টিবায়োটিক পেনিসিলিন,ആൻറിബയോട്ടിക് പെനിസിലിൻ
অ্যান্টিবায়োটিক প্রতিরোধী,ആൻറിബയോട്ടിക് പ്രതിരോധം
অ্যান্টিবায়োটিক (গুলি),ആൻറിബയോട്ടിക് (കൾ)
অ্যান্টিবডি,ആന്റിബോഡി
অ্যান্টিবডি দম্পতি,ആന്റിബോഡി ദമ്പതികൾ
অ্যান্টিবডি মধ্যস্থতা অনাক্রম্যতা,ആന്റിബോഡി മെറ്റലേറ്റഡ് പ്രതിരോധശേഷി
অ্যান্টিকোয়ুল্যান্ট,Anicoagululant
অ্যান্টিকোডন লুপ,ആന്റികോഡൻ ലൂപ്പ്
এন্টিডিপ্রেসেন্ট,ആന്റീഡിപ്രസന്റ്
অ্যান্টিডিউরেটিক হরমোন (এডিএইচ),ആന്റിഡിയുററ്റിക് ഹോർമോൺ (ADH)
অ্যান্টিজেন জিন,ആന്റിജൻ ജീൻ
অ্যান্টিজেন-অ্যান্টিবডি কমপ্লেক্স,ആന്റിജൻ-ആന്റിബോഡി കോംപ്ലക്സ്
অ্যান্টিজেনিক নির্ধারক,ആന്റിഗനിക് ഡിറ്റർമിനന്റ്
অ্যান্টিনিউট্রিশনাল ফ্যাক্টর,ആന്റിനൈറ്റിഷണൽ ഫാക്ടർ
অ্যান্টিঅক্সিড্যান্ট,ആന്റിഓക്സിഡന്റ്
অ্যান্টিপোডাল নিউক্লিয়াস,ആന്റിപോഡൽ ന്യൂക്ലിയസ്
অ্যান্টি-সেন্স আরএনএ,ആന്റി സെൻസ് ആർഎൻഎ
অ্যান্টিভাইরাল প্রোটিন,ആൻറിവിറൽ പ്രോട്ടീൻ
অ্যান্ট্রাম,ആധാട്
Nucleate,Anuclate
মলদ্বার,ഗുദം
উদ্বেগ ব্যাধি,ഉത്കണ്ഠ രോഗം
মহাধমনীর খিলান,അയോർട്ടിക് കമാനം
অর্টিক গ্যাংলিওন,അയോർട്ടിക് ഗാംഗ്ലിയൻ
অর্টিক সেমিলুনার ভালভ,അയോർട്ടിക് സെമിലുനാർ വാൽവ്
মহাধমনীর ভালভ,അയോർട്ടിക് വാൽവ്
এপিসি (অ্যানাফেজ প্রচার জটিল),APC (Anaphas പ്രോത്സാഹിപ്പിക്കുന്നത്)
অ্যাপেলাইক পূর্বপুরুষ,അപ്പോയിലൈക്ക് പൂർവ്വം
এফিড,ആഫിഡ്
এফ্রোডাইট,അഫ്രോഡൈറ്റ്
অ্যাপিকাল আধিপত্য,അഗ്ര ആധിപത്യം
অ্যাপিকাল প্যাড,അപ്ലിക്കേഷൻ പാഡ്
অ্যাপিক্যালচার,അവലി
এপিস ইন্ডিকা,Apis ഇൻഡിക്ക
Aplanopore,എപ്ലാനോസ്പോര്
অ্যাপলিসিয়া,അപ്ളീസിയ
অ্যাপোকার্পে,അപ്പോക്കാർപേ
অ্যাপোকার্পাস,അപ്പോക്കറസ്
অ্যাপোকার্পাস ডিম্বাশয়,അപ്പോക്കർബസ് അണ്ഡാശയം
অ্যাপোক্রাইন গ্রন্থি,അപ്പോക്രൈൻ ഗ്രന്ഥി
অ্যাপোয়েনজাইম,അപെൻസൈം
অ্যাপোমিক্ট,ശാന്തമായ
অ্যাপোমিক্সিস,അപ്പോമിക്സിസ്
অ্যাপোপ্লাজম,UpoPlasm
অ্যাপোপ্লাস্টিক পথ,Apopleastic വഴി
অ্যাপোপটোসিস,അപ്പോപ്ടോസിസ്
যন্ত্রপাতি,ഉപകരണങ്ങള്
খিল কঙ্কাল,കൂട്ടിച്ചേർത്ത അസ്ഥികൂടം
কেকুমের পরিশিষ্ট,കീകത്തിന്റെ അനുബന്ധം
অ্যাপল শামুক,ആപ്പിൾ ഒച്ചുകൾ
জলজ চাষ,അക്വാകൾച്ചർ
অ্যাকোয়াপুরিন,അക്വാപ്പീര
জলজ উভচর,ജലവിഷയക്കാരൻ
জলজ ফর্ম,ജലരീതി
জলজ আবাস,ജല ആവാസവ്യവസ്ഥ
জলজ জীব,ജലജീവിങ്ങള്
জলজ উদ্ভিদ,ജലസ്വചന്തി
জলজ শ্বাস প্রশ্বাস,ജലവിശ്വാസം
জলীয় তরল,ജല ദ്രാവകം
জলীয় হুমুর,ജലീയ ഉന്മൂലനം
জলীয় আন্তঃকোষীয় তরল,ജലീയ ഇൻട്രാ സെല്ലുലാർ ദ്രാവകം
জলীয় নমুনা,ജലീയ സാമ്പിള്
জলীয় দ্রবণ,ജലീയ പരിഹാരം
অ্যাকিলা,അക്വില
আরবিডোপসিস,അറബിഡോപ്സിസ്
আরাচনিদা,അരാക്നിഡ
আরাকনয়েড,അരാക്നോയിഡ്
আরেনিয়াস,അരാനിയസ്
আরবোরসেন্ট,അർബസവാളികമായ
আরবোরসেন্ট লাইকোপড,അർബറോസന്റ് ലൈക്കോപോഡ്
প্রত্নতাত্ত্বিক,ആർക്കീഫായ
আর্কেগনিয়াম,ആൾജിഗോണിയം
