Hindi,Tamil
विषाणुरोधी क्रमादेश,வைரஸ் தடுப்பு நிரல்
"1. एपलेट ,2. अनुप्रयोगिका",ஆப்லெட்
अनुप्रयोग विकासक,பயன்பாட்டு டெவலப்பர்
अनुप्रयोग प्रोग्रामन,பயன்பாட்டு நிரலாக்கம்
"1. अनुप्रयोग प्रोग्रामन अंतरापृष्ठ ,2. एप्लीकेशन प्रोग्रामिंग इंटरफेस (ए.पी.आई.)",பயன்பாட்டு நிரலாக்க இடைமுகம் (API)
अनुप्रयोग सॉफ्टवेयर,பயன்பாட்டு மென்பொருள்
अनुप्रयोगी भाषा,பயன்பாட்டு மொழி
सन्निकटण सिद्धांत,தோராயக் கோட்பாடு
संरचना,கட்டிடக்கலை
क्षेत्र अंतरण,பகுதி பரிமாற்றம்
"1. प्राचर,स्वतंत्रचर, 2. कोणांक",வாதம்
"1. अंकगणितीय एवं तर्क एकक ,2. अंकगणितीय एवं तर्क इकाई",எண்கணித மற்றும் தர்க்க அலகு
अंकगणितीय जांच,எண்கணித சரிபார்ப்பு
अंकगणितीय अचर,எண்கணித மாறிலி
अंकगणितीय आंकडा,எண்கணித தரவு
अंकगणितीय अनुदेश,எண்கணித அறிவுரை
गणितीय एवं तार्किक इकाई (ए. एल. यू.),எண்கணிதம் மற்றும் தருக்க அலகு (ALU)
ए आर पी ए नेट (आरपानेट),அர்பானெட்
सरणी,வரிசை
"1. सरणी कैशे ,2. सरणी द्रुतिका ,3. सरणी द्रुतस्मृति",வரிசை கேச்
सरणी कंप्यूटर,வரிசை கணினி
सरणी अवयव,வரிசை உறுப்பு
सरणी नाम,வரிசை பெயர்
सरणी प्रकर्मक,வரிசை செயலி
एरो कुंजी,அம்புக்குறி விசைகள்
संधि,உச்சரிப்பு
संधि बिन्दु,உச்சரிப்பு புள்ளி
कृत्रिम संहनन,செயற்கை சுருக்கம்
कृत्रिम नियंत्रण,செயற்கை கட்டுப்பாடு
कृत्रिम बोध,செயற்கை நுண்ணறிவு
आरोहक,ஏறுபவர்
आरोही छंटाई,ஏறும் வகை
आस्की वर्णक्रम,ASCII betical order
आस्की नियंत्रण संप्रतीक,ASCII கட்டுப்பாட்டு எழுத்து
आस्की संचिका,ASCII கோப்பு
आस्की फॉन्ट,ASCII எழுத்துரு
आस्की अंतरण,ASCII பரிமாற்றம்
अभिमुखता अनुपात,விகிதம்
"1. ऐस्पी ,2. ए एस पी आई",ASPI
ए एस आर कालद,ASR டைமர்
"1. स्मरांतरण ,2. कोडांतरण ,3. कोडांतर करना",கூடி
"1. कोडांतरक ,2. स्मरांतरक",அசெம்பிளர்
"1. कोडांतरण ,2. स्मरांतरण",சட்டசபை
"1. स्मरांतरण भाषा ,2. कोडांतरण भाषा",சட்டசபை மொழி
निश्चयन,வலியுறுத்தல்
"1. निर्दिष्ट कार्य ,2. नियतन",பணி நியமனம்
साहचर्य,சங்கம்
साहचर्य पता,துணை முகவரி
"1. साहचर्य स्मृति ,2. साहचर्य मेमोरी",துணை நினைவகம்
तारक (*का चिन्ह),ஆஸ்டிரிக்
असम्मित,சமச்சீரற்ற
"1. अतुल्यकालिक ,2. अतुल्यकाली",ஒத்திசைவற்ற
अतुल्यकालिक अंकीय अभिदाता लाइन (एडी एस एल),ஒத்திசைவற்ற டிஜிட்டல் சந்தாதாரர் வரி (ADSL)
अतुल्यकालिक समय विभाजन बहुसंकेतन (ए टी डी एम),ஒத்திசைவற்ற நேரப் பிரிவு மல்டிபிளெக்சிங் (ATDM)
अतुल्यकालिक अंतरण,ஒத்திசைவற்ற பரிமாற்றம்
अतुल्यकालिक अंतरण विधा (ए टी एम),ஒத்திசைவற்ற பரிமாற்ற முறை (ATM)
"1. एटम ,2. परमाण",அணு
संलग्न प्रलेख,இணைக்கப்பட்ட ஆவணம்
"1. संलग्न संचिका/मिसिल ,2. संलग्न फाइल",இணைக்கப்பட்டுள்ள கோப்பு
"1. संलग्नक ,2. संबंद्ध",இணைப்பு
"1. गुण ,2. विशेषता",பண்பு
श्रव्य,ஆடியோ
"1. लेखा परीक्षा क्रमादेशन ,2. लेखा परीक्षा प्रोग्रामन",தணிக்கை நிரலாக்கம்
लेखा सत्यापन,தணிக்கை சோதனை
संवर्धन,பெருக்குதல்
प्रमाणन प्रोटोकॉल,அங்கீகார நெறிமுறை
संलेखन पद्धति,ஆசிரியர் அமைப்பு
"1. प्राधिकरण ,2. अधिकृति ,3. अधिकरण",அங்கீகாரம்
स्वत: सार,தானியங்கு சுருக்கம்
"1. स्वतः बूटिंग ,2. स्व बूटन",தானாக துவக்குதல்
ऑटोकैड (एक कंप्यूटर भाषा),ஆட்டோகேட்
स्वत: लॉग-ऑन,ஆட்டோலாக் ஆன்
ऑटोमेटा,தானியங்கி
आटोमेटा सिद्धांत,தானியங்கு கோட்பாடு
स्वत: अभिकलन,தானியங்கி கணினி
स्वत: आंकड़ा प्रक्रमण,தானியங்கி தரவு செயலாக்கம்
स्वत: त्रुटि संशोधन,தானியங்கி பிழை திருத்தம்
स्वत: फलन,தானியங்கி செயல்பாடு
"1.  स्वत: सूचकीकरण ,2. स्वत: सूचीकरण",தானியங்கி அட்டவணைப்படுத்தல்
स्वत: संग्रह आह्वान,தானியங்கி நூலக அழைப்பு
"1. स्वत: क्रमादेशन ,2. स्वत: प्रोग्रामन",தானியங்கி நிரலாக்க
"1.स्वत: पुन: प्राप्ति क्रमादेश, 2. स्वत: पुन: प्राप्ति प्रोग्राम",தானியங்கி மீட்பு திட்டம்
स्वत: नेमका,தானியங்கி வழக்கம்
स्वत: सिस्टम पुन: प्राप्ति,தானியங்கி கணினி மீட்பு
"1. स्वत: टेलर मशीन्अ (ए टी एम) ,2.  स्वयं धन निकालने के लिए बैंक की ए.टी.एम)",தானியங்கி பணம் செலுத்தும் இயந்திரம் (ATM)
स्वचालन,தானியங்கி
"1. आटोप्ले ,2. स्वत: चलन",தானியங்கி
स्वरक्षण,தானாக சேமிக்கவும்
सहायक,துணை
सहायक स्मृति,துணை நினைவகம்
सहायक भंडारण,துணை சேமிப்பு
उपलब्ध लिस्ट,கிடைக்கும் பட்டியல்
उपलब्ध समय,கிடைக்கும் நேரம்
औसत,சராசரி
ए डब्ल्यू के (एक कंप्यूटर समादेश),awk (மொழி)
पश्चांत,பின்தளம்
पश्चांत प्रक्रमक,பின்தள செயலி
पश्च फलन विलोपन,பின்முகத்தை அகற்றுதல்
पृष्ठभूमि प्रक्रमण,பின்னணி செயலாக்கம்
सहायक भंडार,பேக்கிங் கடை
पश्च पैचीकरण,பின் இணைப்பு
"1. पश्चीयन ,2. बैकस्पेस",பின்வெளி
पश्चपथन,பின்வாங்குதல்
"1. बैक-अप ,2. पूर्तिकर",காப்புப்பிரதி
"1. पूर्तिकर स्मृति ,2. बैक-अप मेमोरी",காப்பு நினைவகம்
पश्च त्रुटि सुधार,பின்னோக்கி பிழை மீட்பு
(आय-व्यय) तुलन पत्र,இருப்புநிலை
पट्टी,இசைக்குழு
"1. बैंड चौड़आई ,2. बैंड विड्थ/क्षमता",பட்டை அகலம்
बैंकर एल्गोरिथ्म,வங்கியாளர் வழிமுறை
"1.बार कूट ,2. बार कोड",பார் குறியீடு
बार कोड स्कैनर,பட்டை குறி படிப்பான் வருடி
बार ग्राफ,சட்ட வரைபடம்
आधार पता,அடிப்படை முகவரி
आधार बैंड,அடிப்படை இசைக்குழு
आधार संख्या,அடிப்படை எண்
आधार सारणी,அடிப்படை அட்டவணை
बेसिक (एक कंप्यूटर भाषा),அடிப்படை
"1. मूल नियंत्रण ,2. आधार नियंत्रण",அடிப்படை கட்டுப்பாடு
"1. मूल निवेश ,2. आधारी निवेश",அடிப்படை உள்ளீடு
आधारभूत अनुदेश,அடிப்படை அறிவுறுத்தல்
आधारी निर्गम,அடிப்படை வெளியீடு
मूल चरण,அடிப்படை படி
"1. बैच ,2. समूह ,3. प्रचय",தொகுதி
"1. बैच फाइल ,2. बैच संचिका",தொகுதி கோப்பு
बैच स्थिति,தொகுதி நிலை
"1. बैच प्रक्रमण ,2. समूह प्रक्रमण",தொகுதி செயலாக்கம்
"1. बैच तंत्र ,2. प्रचय तंत्र",தொகுதி அமைப்பு
बॉड,பாட்
बॉड दर,பாட் விகிதம்
किरण पुंज,உத்திரம்
"1. निर्देशमानक ,2. बैचमार्क",அளவுகோல்
द्विदिश संचार,இருதரப்பு தொடர்பு
विदिश कड़ी,இருதரப்பு இணைப்பு
द्विआधारी कूट,பைனரி குறியீடு
द्विआधारी अंक,பைனரி இலக்கம்
द्विआधारी निवेश निर्गम तंत्र (बायोस),பைனரி உள்ளீட்டு வெளியீட்டு அமைப்பு (பயாஸ்)
द्विआधारी संख्या,பைனரி எண்
द्विआधारी संकारक,பைனரி ஆபரேட்டர்
द्विआधारी संबंध,பைனரி உறவு
द्विआधारी खोज,பைனரி தேடல்
द्विआधारी अन्वेषण तरु (बी एस टी),பைனரி தேடல் மரம் (BST)
"1. द्विआधारी ट्रांसफर तरु ,2. द्विआधारी अंतरण",பைனரி பரிமாற்றம்
द्विआधारी तरु,பைனரி மரம்
"1. द्विध्रुवी स्मृति ,2. द्विध्रुवी मेमोरी",இருமுனை நினைவகம்
"1. जन्म मरण मॉडल ,2. जन्म मरण निदर्श",பிறப்பு இறப்பு மாதிரி
जन्म मरण प्रक्रम,பிறப்பு இறப்பு செயல்முறை
"1. द्वयंक ,2. बिट",பிட்
बिट दोष,சிறிய தவறு
बिट प्रतिचित्र,பிட் வரைபடம்
"1. बिट ,2. प्रतिचित्र ,3. पिक्सेल (बी एम पी)",பிட் மேப் பிக்சல் (BMP)
"1. बिट आव्यूह ,2. बिट सारणी",பிட் மேட்ரிக்ஸ்
बिट प्रतिरूप,பிட் முறை
बिट स्थिति,பிட் நிலை
"1. बिट रेट ,2. बिट दर",பிட் விகிதம்
अंध पेटी परीक्षण,கருப்பு பெட்டி சோதனை
टिमटिमाना,கண் சிமிட்டுதல்
ब्लॉक,தொகுதி
"1. खंडक दुतिका, 2. ब्लाक कैश/खंडक स्मृति",தொகுதி தற்காலிக சேமிப்பு
खंडक जांच,தடுப்பு சோதனை
खंड प्रतिलिपि,தொகுதி நகல்
खंडक आरेख,தொகுதி வரைபடம்
"1. अवरोधी नेटवर्क, 2. अवरोधी जालक्रम",பிணையத்தைத் தடுக்கிறது
बोर्ड,பலகை
पृष्ठ स्मृति,புத்தககுறி
बूलीय बीजगणित,பூலியன் இயற்கணிதம்
बूलीय संबंध,பூலியன் உறவு
बूट विभाजन,துவக்க பகிர்வு
बूट स्ट्रैपिंग,பூட் ஸ்ட்ராப்பிங்
1.बूटस्ट्रैप भारक 2. स्वोत्थानी,பூட்-ஸ்ட்ராப் ஏற்றி
"1.ब्रिज, 2. सेतु",பாலம்
ब्राडबैंड नेटवर्क,பிராட்பேண்ட் நெட்வொர்க்கிங்
प्रसारण,ஒளிபரப்பு
प्रसारण रेडियो,ஒலிபரப்பு வானொலி
(नेट) विचरण,உலவ
(नेट) विचरक,உலாவி
बी-तरु,பி-மரம்
"1.बुदबुद स्मृति, 2.बबल मेमोरी",குமிழி நினைவகம்
बुदबुद छंटाी,குமிழி வகை
"1.बाल्टी, 2.बकेट",வாளி
"1.बंधुता तंत्र, 2.बडी तंत्र",நண்பர் அமைப்பு
बजट प्रभावी नियंत्रण,பட்ஜெட் பயனுள்ள கட்டுப்பாடு
बफर,தாங்கல்
दोष,பிழை
बस,பேருந்து
"1.अष्ट वयंक,2. बािट (आठ बिट)",பைட்
बािट कोड,பைட் குறியீடு
सी (कंप्यूटर भाषा),c
"1.सी प्लस प्लस,2.C++(कंप्यूटर भाषा)",C++
"1.कैश,2. द्रुतिका,3.द्रुत",தற்காலிக சேமிப்பு
"1.कैश बफर, 2.द्रुतस्मृति बफर",கேச் தாங்கல்
"1.कैश स्मृति, 2.कैश मेमोरी, 3.द्रुत स्मृति",கேச் நினைவகம்
परिकलन,கணக்கீடு
"1.कैलकुलेटर, 2.परिकलक",கால்குலேட்டர்
"1.कैलकुलेटर चिप,2. परिकलक चिप",கால்குலேட்டர் சிப்
आह्वान,அழைப்பு
नाम आह्वान,பெயரால் அழைக்கவும்
संदर्भ आह्वान,குறிப்பு மூலம் அழைப்பு
मान आह्वान,மதிப்பு மூலம் அழைப்பு
चर आह्वान,மாறிகள் மூலம் அழைப்பு
आहवान गेट,அழைப்பு வாயில்
"1.निरस्त करना, 2.रद्द करना",ரத்து செய்
निरसन बटन,ரத்து பொத்தான்
"1.विहित,2. कैनॉनिकल",நியமனம்
विहित रूप,நியமன வடிவம்
क्षमता,திறன்
क्षमता सूची,திறன் பட்டியல்
"1.क्षमता,2. धारिता",திறன்
कैप्स लॉक कुंजी,தொப்பி பூட்டு விசை
"1.कार्ड,2. पत्रक",அட்டை
कार्ड पाठक,கார்டு ரீடர்
प्रमुखता,கார்டினாலிட்டி
वाहक,கேரியர்
वाहक बैंड,கேரியர் பேண்ட்
वाहक भार,கேரியர் சுமை
वाहक संकेत,கேரியர் சிக்னல்
वाहक तरंग,கேரியர் அலை
हासिल,சுமந்து செல்
हासिल अंक,இலக்கத்தை எடுத்துச் செல்லுங்கள்
हासिल ध्वज,கொடியை ஏந்தி
"1.काट्रिज डिस्क, 2.काट्रिज चक्रिका",கெட்டி வட்டு
"1.कास्केड, 2.सोपानी",அருவி
केस,வழக்கு
कैथोड-रे-टयूब (सी आर टी),கத்தோட் கதிர் குழாய் (CRT)
कैथोड किरण नलिका (सी. आर. टी.) कैथोड-रे-टयूब,கேத்தோடு கதிர் குழாய் (CRT)
सी डी रॉम डिस्क ड्रािव,CD ROM வட்டு இயக்கி
सेल,செல்
सेल एनीमेशन,செல் அனிமேஷன்
सेल्युलर फोन,கை பேசி
"1.केंद्रीय स्मृति,2. केंद्रीय मेमोरी",மைய நினைவகம்
केद्रीय प्रक्रमण एकक (सी पी यू),மத்திய செயலாக்க அலகு (CPU)
केंद्रीकृत तंत्र,மையப்படுத்தப்பட்ட அமைப்பு
प्रमाणीकृत टेप,சான்றளிக்கப்பட்ட நாடா
श्रृंखला,சங்கிலி
"1.श्रृंखला आंकड़ा, 2.श्रृंखला सामग्री",சங்கிலி தரவு
श्रृंखला कड़ी,சங்கிலி இணைப்பு
श्रृंखलन,சங்கிலியிடுதல்
"1.प्रणाल, 2.चैनल",சேனல்
"1.प्रणाल व्यस्त टोन, 2.चैनल व्यस्त टोन",சேனல் பிஸியான தொனி
"1.प्रणाल क्षमता, 2.चैनल क्षमता",சேனல் திறன்
"1.प्रणाल नियंत्रक, 2.चैनल नियंत्रक",சேனல் கட்டுப்படுத்தி
"1.प्रणाल त्रुटि, 2.चैनल त्रुटि",சேனல் பிழை
"1.चैनल कार्यक्रम, 2.चैनल प्रोग्राम",சேனல் நிரல்
"1.प्रणाल विश्वसनीयता, 2.चैनल विश्वसनीयता",சேனல் நம்பகத்தன்மை
"1.प्रणाल समुच्चय, 2.चैनल समुच्चय",சேனல் தொகுப்பு
संप्रतीक,பாத்திரம்
"1.संप्रतीक कूट,2. संप्रतीक कोड",எழுத்து குறியீடு
संप्रतीक कुंजी,எழுத்து திறவுகோல்
संप्रतीक पाठक,பாத்திர வாசகர்
"1.संप्रतीक सािज, 2.संप्रतीक आमाप",எழுத்து அளவு
संचित्र,விளக்கப்படம்
"1.न्याधार, 2.चैसिस",சேஸ்பீடம்
जाँच बिट,சோதனை பிட்
जाँच अंक,எண்ணை சரிபார்க்க
जाँच योग,காசோலை தொகை
जाँच शब्द,சரிபார்ப்பு வார்த்தை
चिप,சிப்
चिप सेट,சிப் தொகுப்பு
"1.चुनना, 2.चयन",தேர்வு
वर्णिक रूप से,வர்ண ரீதியாக
"1.सािफर,2. शून्य,3. सीफर",மறைக்குறியீடு
परिपथ,சுற்று
वर्तुल सूची,வட்ட பட்டியல்
सायरस,சிரஸ்
उल्लेख,மேற்கோள்
"1.श्रेणी, 2.वर्ग",வர்க்கம்
वर्ग चर,வர்க்க மாறி
वर्गीकरण,வகைப்பாடு
अपमार्जन,தெளிவானது
अपमार्जित क्षेत्र,தெளிவான பகுதி
"1.अपमार्जित प्रणाली, 2.अपमार्जित चैनल",தெளிவான சேனல்
दबाना,கிளிக் செய்யவும்
"1.ग्राहक,2. क्लाइट",வாடிக்கையாளர்
"1.ग्राहक परिसेवक, 2.ग्राहक सर्वर",கிளையன்ட் சர்வர்
ग्राहक स्टब,கிளையன்ட் ஸ்டப்
कर्तन कला,சிறு படம்
कर्तन कला पुस्तकालय,கிளிப் ஆர்ட் நூலகம்
क्लिप बोर्ड,கிளிப் போர்டு
क्लिपर,கிளிப்பர்
क्लिपर चिप,கிளிப்பர் சிப்
गुट,குழு
"1.घड़ी,2. कालद",கடிகாரம்
कालद चक्र,கடிகார சுழற்சி
कालद आवृत्ति,கடிகார அதிர்வெண்
कालद हार्डवेयर,கடிகார வன்பொருள்
कालद स्पंद,கடிகார துடிப்பு
कालद गति,கடிகார வேகம்
कालद तुल्यकालन,கடிகார ஒத்திசைவு
कालद टिक,கடிகார டிக்
क्लोन,குளோன்
बंद,நெருக்கமான
संवृत परिपथ टी.वी. (सी.सी.टी.वी.),க்ளோஸ் சர்க்யூட் டிவி (சிசிடிவி)
संवरण,மூடல்
"1.मेघाभिकलन,2.क्लाुड कंप्यूटिंग",கிளவுட் கம்ப்யூட்டிங்
गुच्छ,கொத்து
"1.विलेपित कार्ड,2. विलेपित पत्रक",பூசிய அட்டை
लेपित कागज,பூசிய காகித
समाक्षीय,கோஆக்சியல்
समाक्ष केबल,கோஆக்சியல் கேபிள்
कोडासिल,கோடாசில்
"1.कूट, 2.कोड",குறியீடு
"1.कूट जनक,2. कोड जनक",குறியீடு உற்பத்தியாளர்
कूट पृष्ठ,குறியீடு பக்கம்
"1.कूट शब्द, 2.कोड शब्द",குறியீட்டு வார்த்தை
"1.कोडर, 2.कूटक",குறியீட்டாளர்
"1.कूट लेखन जाँच, 2. कोडन जाँच",குறியீட்டு சோதனை
कूट लेखन रूप,குறியீட்டு வடிவம்
"1.कूटलेखन पत्र, 2. कोडन शीट",குறியீட்டு தாள்
गुणांक,குணகம்
ससंजन,இணக்கத்தைப்
"1.शीत बूट, 2.शीत प्रारंभ",குளிர் துவக்க
शीत प्रारंभ,குளிர் ஆரம்பம்
सहयोग,இணைந்து
निपात,சரிவு
"1.परिमिलन, 2.समानुक्रमित करना",இணை
"1.समानुक्रमित टेप,2. कालेट टेप",கோலேட் டேப்
टक्कर,மோதல்
कोलन,பெருங்குடல்
"1.वर्ण, 2.रंग",நிறம் (நிறம்)
रंग संतृप्ति,வண்ண செறிவு
रंग सारणी,வண்ண அட்டவணை
स्तंभ,நெடுவரிசை
संयोजन,சேர்க்கை
समिश्र पेटी,சேர்க்கை பெட்டி
"1.समादेश, 2.कमांड",கட்டளை
समादेश बटन,கட்டளை பொத்தான்
समादेश सूची,கட்டளை பட்டியல்
टिप्पणी,கருத்து
"1.वचन बद्धता, 2.प्रतिबद्धता",அர்ப்பணிப்பு
वस्तु,பண்டம்
सामान्य व्यवसाय उन्मुखी भाषा (कोबोल),பொதுவான வணிகம் சார்ந்த மொழி (கோபோல்)
सामान्य त्रुटि,பொதுவான பிழை
सामान्य भाषा,பொது மொழி
"1.सामान्य नेमक,2. सामान्य नित्यक्रम",பொதுவான வழக்கம்
संचार,தொடர்பு
संचार रेखा,தொடர்பு வரி
संचार विधा,தொடர்பு முறை
"1. संचार नेटवर्क, 2. संचार जालक्रम",தொடர்பு நெட்வொர்க்
संचार प्राचल,தொடர்பு அளவுரு
संचार तंत्र,தொடர்பு அமைப்பு
संहनन,சுருக்கம்
संपीडप्रसारित्र,தளபதி
संपीडप्रसारण,இணைத்தல்
कंपनी नेटवर्क,நிறுவனத்தின் நெட்வொர்க்
तुलना परीक्षण,ஒப்பீட்டு சோதனை
"1.सुसंगति, 2.संगतता",பொருந்தக்கூடிய தன்மை
सुसंगत,இணக்கமான
संकलन,தொகுத்தல்
संकलन तथा कार्यपालन,தொகுத்து செல்ல
"1.संकलक, 2.क्रमादेश अंतरक",தொகுப்பி
संकलक भाषा,தொகுக்கும் மொழி
पूरक,நிரப்பு
दस-पूरक,நிரப்பு-பத்து
पूरक,பூர்த்தி செய்பவர்
"1.संपूर्ण हस्तगत, 2.संपूर्ण हासिल",முழு சுமந்து
सम्मिश्र,சிக்கலான
सम्मिश्र संख्या,சிக்கலான எண்
घटक,கூறு
कॉम,கூறு பொருள் மாதிரி (COM)
संयुक्त,கூட்டு
संयोजन,கலவை
"1.अभिकलनीय, 2.अभिकल्पनात्मक",கணக்கீட்டு
कंप्यूटर,கணினி
