Malayalam,Kannada
1. അഡീഷൻ 2. അഡീഷൻ,1. ಅಂಟಿಕೊಳ್ಳುವಿಕೆ 2. ಅಂಟಿಕೊಳ್ಳುವಿಕೆ
സെബാസിയസ്,ಮೇದಸ್ಸಿನ
ക്രമീകരിക്കൽ സമവാക്യം,ಹೊಂದಾಣಿಕೆ ಸಮೀಕರಣ
അഡോബ് മണ്ണ്,ಅಡೋಬ್ ಮಣ್ಣು
വ്യഭിചാരം,ಕಲಬೆರಕೆ
എക്ടോപിക്,ಅಪಸ್ಥಾನೀಯ
ഇസിഡിയോസ്പോർ ഇസിഡിയം ബീജം,ಇಸಿಡಿಯೋಸ್ಪೋರ್ ಐಸಿಡಿಯಮ್ ಸ್ಪೋರ್
എയറോഡൈനാമിക് പ്രക്രിയ,ವಾಯುಬಲವೈಜ್ಞಾನಿಕ ಪ್ರಕ್ರಿಯೆ
വെൻട്രൽ,ಕುಹರದ
വായുസഞ്ചാരത്തിനായി,ಗಾಳಿ ಹಾಕಲು
1. വായു 2. ആകാശി,1. ಗಾಳಿ 2. ಆಕಾಶಿ
1. എയറോമീറ്റർ 2. എയറോമീറ്റർ 3. എയറോമീറ്റർ,1. ಏರೋಮೀಟರ್ 2. ಏರೋಮೀಟರ್ 3. ಏರೋಮೀಟರ್
എയറോസോൾ,ಏರೋಸಾಲ್
1. പൂങ്കുല 2. വേനൽ സുഷുപ്തി,1. ಹೂಗೊಂಚಲು 2. ಬೇಸಿಗೆ ಸುಪ್ತ
രോഗ ശാസ്ത്രം,ರೋಗದ ವಿಜ್ಞಾನ
വനവൽക്കരണം,ಅರಣ್ಯೀಕರಣ
1. പ്രക്ഷോഭം 2. പ്രക്ഷുബ്ധത,1. ತಳಮಳ 2. ಪ್ರಕ್ಷುಬ್ಧತೆ
അഗ്മാർക്ക്,ಅಗ್ಮಾರ್ಕ್
1. ഭൂമിയുമായി ബന്ധപ്പെട്ട 2. കാർഷിക,1. ಭೂಮಿಗೆ ಸಂಬಂಧಿಸಿದ 2. ಕೃಷಿ
കാർഷിക ക്ലിനിക്ക്,ಕೃಷಿ ಕ್ಲಿನಿಕ್
1. കാർഷിക തൊഴിലാളികൾ 2. കാർഷിക തൊഴിലാളികൾ,1. ಕೃಷಿ ಕಾರ್ಮಿಕ 2. ಕೃಷಿ ಕಾರ್ಮಿಕ
കാർഷിക വിപണനം,ಕೃಷಿ ಮಾರುಕಟ್ಟೆ
കാർഷിക സാങ്കേതികവിദ്യ,ಕೃಷಿ ತಂತ್ರಜ್ಞಾನ
1. കൃഷി 2. കൃഷി 3. അഗ്രികൾച്ചറൽ സയൻസ്,1. ಕೃಷಿ 2. ಕೃಷಿ 3. ಕೃಷಿ ವಿಜ್ಞಾನ
കാർഷിക വനവൽക്കരണം,ಕೃಷಿ ಅರಣ್ಯ
കാർഷിക ജൈവവൈവിധ്യം,ಕೃಷಿ ಜೀವವೈವಿಧ್ಯ
കാർഷിക ജൈവ വൈകല്യങ്ങൾ,ಕೃಷಿ ಸಾವಯವ ದೋಷಗಳು
കാർഷിക ജീവശാസ്ത്രം,ಕೃಷಿ ಜೀವಶಾಸ್ತ್ರ
കാർഷിക-കാലാവസ്ഥാ വൈവിധ്യം,ಕೃಷಿ-ಹವಾಮಾನ ವೈವಿಧ್ಯ
കാർഷിക കാലാവസ്ഥാ മേഖല സൃഷ്ടിക്കൽ,ಕೃಷಿ ಹವಾಮಾನ ವಲಯದ ಸೃಷ್ಟಿ
അഗ്രോഫോറസ്ട്രി,ಕೃಷಿ ಅರಣ್ಯ
കാർഷിക ശാസ്ത്രം,ಕೃಷಿಶಾಸ್ತ್ರ
അഗ്രോണമിക്,ಕೃಷಿಶಾಸ್ತ್ರ
കാർഷിക ഇടയൻ,ಕೃಷಿ ಪಶುಪಾಲಕ
വിള സംസ്കരണം,ಬೆಳೆ ಸಂಸ್ಕರಣೆ
പുല്ല് ശാസ്ത്രം,ಹುಲ್ಲು ವಿಜ್ಞಾನ
വിള തരം,ಬೆಳೆ ಪ್ರಕಾರ
എപ്പിഫൈറ്റ്,ಎಪಿಫೈಟ್
aikiochi മണ്ണ്,ಐಕಿಯೋಚಿ ಮಣ್ಣು
വർണ്ണാന്ധത,ಬಣ್ಣಗುರುಡು
ആൽഫിസോൾ,ಅಲ್ಫಿಸೋಲ್
ആൽഗകൾ,ಪಾಚಿ
ആൽഗ രോഗം,ಪಾಚಿ ರೋಗ
ആൽക്കലി വെള്ളം,ಕ್ಷಾರ ನೀರು
ആൽക്കലൈൻ,ಕ್ಷಾರೀಯ
ബദൽ,ಪರ್ಯಾಯ
അല്ലെലോ രസതന്ത്രം,ಅಲ್ಲೆಲೋ ರಸಾಯನಶಾಸ್ತ್ರ
അല്ലീൽ,ಆಲೀಲ್
അല്ലെലോപ്പതി,ಅಲೆಲೋಪತಿ
വേത്തി വിള,ವೇಥಿ ಬೆಳೆ
പൂർത്തീകരണം,ಪೂರ್ಣಗೊಳ್ಳುವಿಕೆ
ബീജസങ്കലനം,ಫಲೀಕರಣ
1. ആപേക്ഷികത 2. അലോമെട്രി,1. ಸಾಪೇಕ್ಷತೆ 2. ಅಲೋಮೆಟ್ರಿ
മൾട്ടിപ്ലോയിഡി,ಮಲ್ಟಿಪ್ಲಾಯ್ಡ್
1. പാരാസിഗോസിറ്റി,1. ಪ್ಯಾರಾಜಿಗೋಸಿಟಿ
1. ഇതര വർഷത്തെ പ്രവർത്തനം 2. ഇതര പ്രവർത്തനം,1. ಪರ್ಯಾಯ ವರ್ಷದ ಕಾರ್ಯ 2. ಪರ್ಯಾಯ ಕಾರ್ಯ
ബദൽ ഭൂമി ഉപയോഗം,ಪರ್ಯಾಯ ಭೂಮಿ ಬಳಕೆ
പരിസ്ഥിതി,ಪರಿಸರ
പരിഷ്കർത്താവ്,ಸುಧಾರಕ
മൈറ്റോസിസ്,ಮಿಟೋಸಿಸ್
ആമീനൻ,ಅಮೀನನ್
അമോണിയൻ,ಅಮೋನಿಯನ್
അമ്നിഫെറസ്,ಆಮ್ನಿಫೆರಸ್
1. ഫലപ്രദമല്ലാത്ത രൂപം 2. അരൂപി,1. ನಿಷ್ಪರಿಣಾಮಕಾರಿ ರೂಪ 2. ಅರೂಪಿ
ഉഭയജീവി മിശ്രിതം,ಉಭಯಚರ ಮಿಶ್ರಣ
ആംഫോട്ടെറിക്,ಆಂಫೋಟರಿಕ್
സ്റ്റോക്ക്പൈലിംഗ്,ಸಂಗ್ರಹಣೆ
1. അനറോബിക് 2. അനറോബിക് ഓർഗാനിസംസ്,1. ಆಮ್ಲಜನಕರಹಿತ 2. ಆಮ್ಲಜನಕರಹಿತ ಜೀವಿಗಳು
ഹാപ്ലോയിഡ്,ಹ್ಯಾಪ್ಲಾಯ್ಡ್
കോണീയ നടീൽ,ಕೋನೀಯ ನೆಟ್ಟ
മൃഗസംരക്ഷണം,ಪಶುಸಂಗೋಪನೆ
മൃഗ വിസർജ്ജനം,ಪ್ರಾಣಿಗಳ ಮಲವಿಸರ್ಜನೆ
ജീവനുള്ള ഊർജ്ജം,ಜೀವನ ಶಕ್ತಿ
അസാധാരണമായ,ಅಸಂಗತ
ഒരു വർഷം പഴക്കമുള്ള ചെടി,ಒಂದು ವರ್ಷದ ಸಸ್ಯ
വാർഷിക,ವಾರ್ಷಿಕ
1. പരമാനന്ദം 2. പ്രഭ,1. ಭಾವಪರವಶತೆ 2. ಪ್ರಕಾಶ
ആന്ത്രാക്സ്,ಆಂಥ್ರಾಕ್ಸ್
നരവംശ ഘടകങ്ങൾ,ಮಾನವಜನ್ಯ ಅಂಶಗಳು
അതിജീവനം,ಬದುಕುಳಿಯುವಿಕೆ
1. ആന്റിബയോട്ടിക് 2. ആന്റിബയോട്ടിക്,1. ಪ್ರತಿಜೀವಕ 2. ಪ್ರತಿಜೀವಕ
വെറുപ്പുളവാക്കുന്ന,ಹಿಮ್ಮೆಟ್ಟಿಸುವ
ആന്റിഓക്‌സിഡന്റ്,ಉತ್ಕರ್ಷಣ ನಿರೋಧಕ
ആന്റിടോക്സിൻ,ಆಂಟಿಟಾಕ್ಸಿನ್
മോതിര വിരൽ,ಉಂಗುರದ ಬೆರಳು
1. മുഞ്ഞ 2. മാഹു 3. ചേപ,1. ಗಿಡಹೇನು 2. ಮಾಹು 3. ಚೇಪಾ
മുകളിലെ മുകുളം,ಮೇಲಿನ ಮೊಗ್ಗು
പീക്ക് ഫലപ്രാപ്തി,ಗರಿಷ್ಠ ಪರಿಣಾಮಕಾರಿತ್ವ
തേനീച്ച വളർത്തൽ,ಜೇನುಸಾಕಣೆ
അലൈംഗികത,ಅಲೈಂಗಿಕತೆ
അപ്പോപ്റ്റോസിസ്,ಅಪೊಪ್ಟೋಸಿಸ್
അനുബന്ധങ്ങൾ,ಅನುಬಂಧಗಳು
വിശപ്പ്,ಜೀರ್ಣಕಾರಕವಾಗಿ
അപേക്ഷിച്ചു,ಅನ್ವಯಿಸಲಾಗಿದೆ
ജല കള,ಜಲವಾಸಿ ಕಳೆ
1. മരം 2. വൃക്ഷ നിവാസി,1. ಮರ 2. ಮರದ ನಿವಾಸಿ
ശാഖകൾ,ಕವಲೊಡೆಯುತ್ತಿದೆ
പ്രോട്ടോബോട്ടാണിക്കൽ റെക്കോർഡുകൾ,ಪ್ರೊಟೊಬೊಟಾನಿಕಲ್ ದಾಖಲೆಗಳು
സോൺ നമ്പർ,ವಲಯ ಸಂಖ್ಯೆ
1. ഏരിയ 2. ഏരിയ,1. ಪ್ರದೇಶ 2. ಪ್ರದೇಶ
വരണ്ട ആവാസവ്യവസ്ഥ,ಒಣ ಪರಿಸರ ವ್ಯವಸ್ಥೆ
കോട്ടിലിഡൺ,ಕೋಟಿಲ್ಡನ್
സൗരഭ്,ಸೌರಭ್
ആരോമാറ്റിക് പ്ലാന്റ്,ಆರೊಮ್ಯಾಟಿಕ್ ಸಸ್ಯ
സുഗന്ധമുള്ള അരി,ಪರಿಮಳಯುಕ್ತ ಅಕ್ಕಿ
ഇക്ഷു പുഷ്പൻ,ಇಕ್ಷು ಪುಷ್ಪನ್
അസെപ്റ്റിക്,ಅಸೆಪ್ಟಿಕ್
1. അസെപ്റ്റിക് 2. അസെപ്റ്റിക്,1. ಅಸೆಪ್ಟಿಕ್ 2. ಅಸೆಪ್ಟಿಕ್
അലൈംഗിക പുനരുൽപാദനം,ಅಲೈಂಗಿಕ ಸಂತಾನೋತ್ಪತ್ತಿ
വലിപ്പം,ಗಾತ್ರ
ആസ്തി,ಆಸ್ತಿ
1. സ്വാംശീകരണം 2. സ്വാംശീകരണം,1. ಸಮೀಕರಣ 2. ಸಮೀಕರಣ
1. അസോസിയേഷൻ 2. അസോസിയേഷൻ,1. ಸಂಘ 2. ಸಂಘ
1. കോളം 2. ആസ്ട്രിംഗ്സി,1. ಕಾಲಮ್ 2. ಸಂಕೋಚನ
ഹെറ്ററോസൈഗോസിറ്റി,ಹೆಟೆರೋಜೈಗೋಸಿಟಿ
1. പൂർവ്വികൻ 2. അടവിസം,1. ಪೂರ್ವಜ 2. ಅಟಾವಿಸಂ
കണം,ಕಣ
1. സ്ഥിരീകരണം 2. വൈകല്യം,1. ದೃಢೀಕರಣ 2. ದುರ್ಬಲತೆ
സ്വയം ജോടിയാക്കൽ,ಸ್ವಯಂ ಜೋಡಣೆ
ഓട്ടോലിസിസ്,ಆಟೋಲಿಸಿಸ್
1. സ്വതസിദ്ധമായ ഓക്സീകരണം 2. സ്വതസിദ്ധമായ ഓക്സീകരണം,1. ಸ್ವಾಭಾವಿಕ ಆಕ್ಸಿಡೀಕರಣ 2. ಸ್ವಾಭಾವಿಕ ಉತ್ಕರ್ಷಣ
സ്വയം മൾട്ടിപ്ലക്സ്,ಸ್ವಯಂ ಮಲ್ಟಿಪ್ಲೆಕ್ಸ್
ഓക്സിൻ,ಆಕ್ಸಿನ್
1. ഷൂക്ക് 2. പൂവൻ,1. ಷೂಕ್ 2. ಟೋಡ್
ശിക്ഷാ വൈറസ്,ದಂಡದ ವೈರಸ್
1. ബാസിലസ് 2. ബാസിലസ്,1. ಬ್ಯಾಸಿಲಸ್ 2. ಬ್ಯಾಸಿಲಸ್
1. ബാക്ടീരിയ 2. ബാക്ടീരിയ,1. ಬ್ಯಾಕ್ಟೀರಿಯಾ 2. ಬ್ಯಾಕ್ಟೀರಿಯಾ
ബാക്ടീരിയൽ വിഷം,ಬ್ಯಾಕ್ಟೀರಿಯಾದ ವಿಷ
ബാഗാസ്,ಬಗಸೆ
ബാലൻസ് ഷീറ്റ്,ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್
സമീകൃത വളം ഉപയോഗം,ಸಮತೋಲಿತ ರಸಗೊಬ್ಬರ ಬಳಕೆ
ബാർ ഗ്രാഫ്,ಬಾರ್ ಗ್ರಾಫ್
കുര,ತೊಗಟೆ
1. ബാരോമീറ്റർ 2. ബാരോമീറ്റർ,1. ವಾಯುಭಾರ ಮಾಪಕ 2. ವಾಯುಭಾರ ಮಾಪಕ
1. ബസർ 2. നിഷ്ക്രിയം 3. വന്ധ്യം,1. ಬಜರ್ 2. ಜಡ 3. ಬಂಜರು
1. അടിസ്ഥാനം 2. അടിസ്ഥാനം 3. കുപാങ്,1. ಬೇಸ್ 2. ಬೇಸ್ 3. ಕುಪಾಂಗ್
1. താല 2. തടം,1. ತಾಲಾ 2. ಜಲಾನಯನ ಪ್ರದೇಶ
തലബിസാരി,ತಲಾಬಿಸಾರಿ
1. ബാസിസ്റ്റെർനം 2. റൂട്ട് ഹോൾഡർ,1. ಬೇಸಿಸ್ಟರ್ನಮ್ 2. ರೂಟ್ ಹೋಲ್ಡರ್
ഗൾഫ് മൺസൂൺ,ಗಲ್ಫ್ ಮಾನ್ಸೂನ್
ഫലം പ്ലാന്റ്,ಹಣ್ಣಿನ ಗಿಡ
കിടക്ക,ಹಾಸಿಗೆ
കിടക്ക പ്ലാന്റ്,ಹಾಸಿಗೆ ಸಸ್ಯ
കിടക്കവിരി,ಹಾಸಿಗೆ
ബീറ്റ്റൂട്ട് മോളാസസ്,ಬೀಟ್ ಮೊಲಾಸಸ್
തുരുത്തി,ಬೆಲ್ಲೋಸ್
1. സ്ട്രിപ്പ് 2. ഭൂപ്രദേശം,1. ಪಟ್ಟಿ 2. ಭೂಪ್ರದೇಶ
ലാഭ-ചെലവ് വിശകലനം,ಲಾಭ-ವೆಚ್ಚದ ವಿಶ್ಲೇಷಣೆ
അഭിലാഷം (സാമ്പിൾ),ಮಹತ್ವಾಕಾಂಕ್ಷಿ (ಮಾದರಿ)
ദ്വിവത്സര സസ്യങ്ങൾ,ದ್ವೈವಾರ್ಷಿಕ ಸಸ್ಯಗಳು
ദ്വിപദം,ದ್ವಿಪದ
ബയോഫാക്ടർ,ಜೈವಿಕ ಅಂಶ
ജൈവ കാലാവസ്ഥ,ಜೈವಿಕ ಹವಾಮಾನ
ജൈവ ഊർജ്ജം,ಜೈವಿಕ ಶಕ್ತಿ
ജന്തു പരിസ്ഥിതി,ಪ್ರಾಣಿಗಳ ಪರಿಸರ ವಿಜ್ಞಾನ
1. ബയോ പ്രോസസർ 2. ബയോ റിയാക്ടർ,1. ಬಯೋ-ಪ್ರೊಸೆಸರ್ 2. ಬಯೋ-ರಿಯಾಕ್ಟರ್
ജൈവമണ്ഡലം,ಜೀವಗೋಳ
ബയോട്ടിക്,ಜೈವಿಕ
ജന്തുജാലങ്ങൾ,ಪ್ರಾಣಿಸಂಕುಲ
ദിവിലിംഗി,ದಿವಿಲಿಂಗಿ
ധവാലൻ,ಧವಳನ್
1. പ്രധ്വാസൻ (രോഗം) 2. ഗസ്റ്റ് രോഗം,1. ಪ್ರಧ್ವಸನ್ (ರೋಗ) 2. ಗಸ್ಟ್ ರೋಗ
മിശ്രണം,ಮಿಶ್ರಣ
1. അംഗ്മാരി (രോഗം) 2. ബ്ലൈറ്റ് (രോഗം),1. ಅಂಗಮಾರಿ (ರೋಗ) 2. ರೋಗ (ರೋಗ)
1. ബ്ലിസ്റ്റർ 2. ബ്ലിസ്റ്റർ 3. എറപ്ഷൻ 4. ബ്ലിസ്റ്റർ,1. ಬ್ಲಿಸ್ಟರ್ 2. ಬ್ಲಿಸ್ಟರ್ 3. ಎರಪ್ಶನ್ 4. ಬ್ಲಿಸ್ಟರ್
നീല വിപ്ലവം,ನೀಲಿ ಕ್ರಾಂತಿ
പ്ലാനർ ഹീറ്റിംഗ് ചേമ്പർ,ಪ್ಲಾನರ್ ಹೀಟಿಂಗ್ ಚೇಂಬರ್
പ്ലാനർ തപീകരണ സാങ്കേതികവിദ്യ,ಪ್ಲ್ಯಾನರ್ ತಾಪನ ತಂತ್ರಜ್ಞಾನ
തവിട്,ಹೊಟ್ಟು
ശാഖകൾ,ಕವಲೊಡೆಯುತ್ತಿದೆ
1. തടി 2. ഉപശാഖ,1. ರೆಂಬೆ 2. ಉಪಶಾಖೆ
ഇനം,ತಳಿ
പുനരുൽപാദനം,ಸಂತಾನೋತ್ಪತ್ತಿ
ആദ്യകാല മുളയ്ക്കൽ ചികിത്സ,ಆರಂಭಿಕ ಮೊಳಕೆಯೊಡೆಯುವಿಕೆ ಚಿಕಿತ್ಸೆ
1. കുട്ടി 2. മുട്ട 3. ഭ്രൂണം,1. ಮರಿ 2. ಮೊಟ್ಟೆ 3. ಭ್ರೂಣ
വളർന്നുവരുന്ന,ಮೊಳಕೆಯೊಡೆಯುತ್ತಿದೆ
ബജറ്റ്,ಬಜೆಟ್
1.ആംഫോട്ടറിക് 2. ബഫർ,1.ಆಂಫೋಟೆರಿಕ್ 2. ಬಫರ್
മധുരക്കിഴങ്ങ്,ಸಿಹಿ ಆಲೂಗಡ್ಡೆ
ബണ്ട് (രോഗം),ಬಂಟ್ (ರೋಗ)
1. ഉപോൽപ്പന്നം 2. ഉപോൽപ്പന്നം,1. ಉಪ ಉತ್ಪನ್ನ 2. ಉಪ ಉತ್ಪನ್ನ
c ഈർപ്പം സ്പെസിഫിക്കേഷൻ കർവ്,c ತೇವಾಂಶದ ನಿರ್ದಿಷ್ಟ ಕರ್ವ್
എണ്ണ പിണ്ണാക്ക്,ಎಣ್ಣೆ ಕೇಕ್
1. നാരങ്ങ 2. കാൽസ്യം,1. ಸುಣ್ಣ 2. ಕ್ಯಾಲ್ಸಿಯಂ
calcion,ಕ್ಯಾಲ್ಸಿಯಾನ್
ഫോസ്ഫേറ്റ് നീക്കം,ಫಾಸ್ಫೇಟ್ ತೆಗೆಯುವಿಕೆ
1. കിനാറ്റ 2. കാലാറ്റ,1. ಕಿನಾಟಾ 2. ಕ್ಯಾಲಟಾ
1.കല്ലസ് 2. കിരണം,1.ಕ್ಯಾಲಸ್ 2. ಕಿರಣ
1. വിദളങ്ങൾ 2. കാളിക്സ്,1. ಸೀಪಲ್ಸ್ 2. ಕ್ಯಾಲಿಕ್ಸ್
പുറത്തെ അവസാനം,ಹೊರಗಿನ ಅಂತ್ಯ
എധ,ಈಧಾ
കാൻസർ (ബാക്ടീരിയ രോഗം),ಕ್ಯಾನ್ಸರ್ (ಬ್ಯಾಕ್ಟೀರಿಯಾ ರೋಗ)
കാനിംഗ്,ಕ್ಯಾನಿಂಗ್
ആകാശം,ಆಕಾಶ
ധനകാര്യം,ಹಣಕಾಸು
പരാഗണം (അത്തിപ്പഴം),ಪರಾಗಸ್ಪರ್ಶ (ಅಂಜೂರದ ಹಣ್ಣುಗಳು)
1. കാപ്സ്യൂൾ 2. ക്യാപ്സ്യൂൾ 3. ക്യാപ്സ്യൂൾ,1. ಕ್ಯಾಪ್ಸುಲ್ 2. ಕ್ಯಾಪ್ಸುಲ್ 3. ಕ್ಯಾಪ್ಸುಲ್
കാർബണൈസ്ഡ്,ಕಾರ್ಬೊನೈಸ್ಡ್
കാർബണൻ,ಕಾರ್ಬೊನಾನ್
കാർപേസ്,ಕ್ಯಾರಪೇಸ್
വള,ಕಂಕಣ
1. കാസ്റ്റിംഗ് (ഇരുമ്പ്) 2. ക്ഷിപ്തി (പ്രാണി),1. ಎರಕ (ಕಬ್ಬಿಣ) 2. ಕ್ಷಿತಿ (ಕೀಟ)
കാറ്റബോളിസം,ಕ್ಯಾಟಬಾಲಿಸಮ್
പ്രേരണ,ಪ್ರೇರಣೆ
1. കാറ്റർപില്ലർ 2. കാറ്റർപില്ലർ,1. ಕ್ಯಾಟರ್ಪಿಲ್ಲರ್ 2. ಕ್ಯಾಟರ್ಪಿಲ್ಲರ್
സി ഡി. എൻ. എ. സമാഹാരം,ಸಿ ಡಿ. ಎನ್. ಎ. ಸಂಗ್ರಹಣೆ
പരിധി,ವ್ಯಾಪ್ತಿ
1. സെൽ 2. സെൽ,1. ಕೋಶ 2. ಕೋಶ
സെൻട്രൽ ഫ്രണ്ട് സിസ്റ്റം,ಕೇಂದ್ರ ಮುಂಭಾಗದ ವ್ಯವಸ್ಥೆ
1. പോയിന്റ് 2. ഫോക്കസ്,1. ಪಾಯಿಂಟ್ 2. ಫೋಕಸ್
അപകേന്ദ്രീകരണം,ಕೇಂದ್ರಾಪಗಾಮಿ
സെൻട്രിഫ്യൂജ്,ಕೇಂದ್ರಾಪಗಾಮಿ
നക്ഷത്ര കേന്ദ്രം,ನಕ್ಷತ್ರ ಕೇಂದ್ರ
എപ്പിജെനെറ്റിക്,ಎಪಿಜೆನೆಟಿಕ್
കേന്ദ്രരാജ,ಕೇಂದ್ರರಾಜ
തറി,ಮಗ್ಗ
1. ധാന്യം 2. സീരിയൽ,1. ಏಕದಳ 2. ಸೀರಿಯಲ್
1. സർട്ടിഫിക്കേഷൻ 2. സർട്ടിഫിക്കേഷൻ,1. ಪ್ರಮಾಣೀಕರಣ 2. ಪ್ರಮಾಣೀಕರಣ
സാക്ഷ്യപ്പെടുത്തിയ വിത്ത്,ಪ್ರಮಾಣೀಕೃತ ಬೀಜ
1. വൈക്കോൽ 2. കുട്ടി 3. ശലക് സഹപത്ര,1. ಹುಲ್ಲು 2. ಕುಟ್ಟಿ 3. ಶಾಲಕ್ ಸಹಪಾತ್ರ
1. നിഭാഗ് 2. കൈലജ,1. ನಿಭಾಗ್ 2. ಕೈಲಾಜಾ
കൈമോഗ്രഫി,ಕೈಮೊಗ್ರಫಿ
1. കിയാസ്മ 2. തിരക്കിലാണ്,1. ಕಿಯಾಜ್ಮಾ 2. ಕಾರ್ಯನಿರತ
supercooling മണിക്കൂർ,ಸೂಪರ್ ಕೂಲಿಂಗ್ ಗಂಟೆಗಳು
മഞ്ഞ് കേടുപാടുകൾ,ಫ್ರಾಸ್ಟ್ ಹಾನಿ
1. വിചിരോതകി 2. ചിമേര,1. ವಿಚಿರೋಟಕಿ 2. ಚಿಮೆರಾ
പച്ച കഞ്ഞി,ಹಸಿರು ಗಂಜಿ
1. ഇലകൾ 2. പച്ച,1. ಎಲೆಗಳು 2. ಹಸಿರು
സയനോസിസ്,ಸೈನೋಸಿಸ್
ജൈവ വിതരണ ശാസ്ത്രം,ಜೈವಿಕ ವಿತರಣಾ ವಿಜ್ಞಾನ
1. ക്രോമാറ്റിഡുകൾ 2. പകുതി ക്രോമസോമുകൾ,1. ಕ್ರೊಮಾಟಿಡ್ಸ್ 2. ಅರ್ಧ ವರ್ಣತಂತುಗಳು
