Tamil,Hindi
அட்ராபி,"अपुष्टि, क्षीणता"
தன்னியக்க,स्वयुग्मन
ஆட்டோலிசிஸ்,स्वलयन
ஆட்டோஆக்ஸிஜனேற்றம்,"स्वतः उपचयन, स्वतः ऑक्सीकरण"
ஆட்டோபோலிப்ளோயிட்,स्वबहुगुणित
ஆக்சின்கள்,ऑक्सिन
Awn (முறுக்கு),"शूक, तूड़"
பாதம் கொட்டை,बादाम
கற்றாழை,धीकुवार
அமராந்தஸ்,"चौलाई, रामदाना"
அம்மி,अजवाइन
அஞ்சன் புல்,"अंजन घास, धामन घास"
அந்தூரியம்,एंथूरियम
"அன்லா, இந்திய நெல்லிக்காய்",आंवला
ஆப்பிள்,सेब
பாதாமி,खुबानी
ஆர்பியன் மல்லிகை,"मोगरा, बेला"
அரேகா நட்டு,सुपारी
அர்ஜுன்,अर्जुन
Asfoetida,हींग
சாம்பல் பூசணிக்காய்,पेठा
அசோகா மரம்,अशोक
ஆஷ்த்மா களை (யூபோர்பியா),दूधी
அஸ்பாரகஸ்,सतावर
வெண்ணெய்,अवोकाडो
அல்பால்ஃபா (லூசர்ன்),"रिजक्रा, लूसर्न"
எறும்புகள்,चींटी
அஃபிட்ஸ்,"तेला, माहू"
இராணுவ புழு,सैनिक कीट
விவசாய பொருளாதார நிபுணர்,कृषि अर्थशास्त्री
வேளாண் நீட்டிப்பு,कृषि प्रसार विज्ञानी
விவசாய விஞ்ஞானி,कृषि वैज्ञानिक
விவசாய பொறியாளர்,कृषि अभियंता
வேளாண் நிபுணர்,कृषि जीवविज्ञानी
வேளாண் விஞ்ஞானி,सस्य विज्ञानी
வேளாண் இயற்பியல்,कृषि भौतिकीविद्
விலங்கு வளர்ப்பாளர்,"प्राणि प्रजनक, पशु प्रजनक"
பேசிலஸ் வைரஸ்,दंड विषाणु
பேசிலஸ்,"दंडाणु, बैसिलस"
பாக்டீரியா,"जीवाणु, बैक्टीरिया"
பாக்டீரியோடாக்சின்,जीवविष
கரும்பு சக்கை,खोई
இருப்புநிலை,"तुलन-पत्र, चिट्ठा"
சீரான கருத்தரித்தல்,संतुलित निषेचन
பார் வரைபடம்,दंड आरेख
பட்டை,छाल
காற்றழுத்தமானி,"वायुदाबमापी, बैरोमीटर"
தரிசு,"बजर, अकृष्य, बांझ"
அடித்தளம்,"आधार, बेस, कपांग"
பேசின்,"थाला, द्रोणी"
பாசிபெட்டல்,तलाभिसारी
பாஸ்கிஸ்டெர்னம்,"बेसिस्टर्नम, मूलाधारक"
விரிகுடா பருவமழை,खाड़ी मानसून
தாங்கும் ஆலை,फलदायी पौधा
படுக்கை,क्यारी
படுக்கை,क्यारी - पौधा
படுக்கை,क्यारी बनाना
பீட் மோலாஸ்கள்,चुंकदर शीरा
பெல்லோஸ்,धौंकनी
பெல்ட்,"पट्टी, इलाका"
நன்மை-செலவு பகுப்பாய்வு,लाभ-लागत विश्लेषण
சார்புடைய (மாதிரி),अभिनत (प्रतिचयन)
இருபது ஆண்டு,द्विवर्षीय पादप
இரும,द्विपद
உயிரி கையேடு,जैवकारक
பயோக்ளைமேட்,जीव जलवायु
பயோஎனெர்ஜி,जैव ऊर्जा
பயோனமிக்ஸ்,जीव पारिस्थितिकी
உயிரியக்கவியல்,"जैव-प्रक्रियापात्र, बायो रिएक्टर"
உயிர்க்கோளம்,जीव-मंडल
உயிரியல்,जैविक
உயிரியல் வகை,जीव प्रारूप
இருபால்,द्विलिंगी
பிளான்சிங்,धवलन
குண்டு வெடிப்பு,"प्रध्वसं (रोग), झोंका रोग"
கலவை,सम्मिश्रण
ப்ளைட்,"अंगमारी (रोग), ब्लाइट (रोग)"
கொப்புளம்,"छाला, फफोला, उद्वर्त, ब्लिस्टर"
நீல புரட்சி,नीली क्रांति
கீழே வெப்ப அறை,तलीय ताप चैंबर
கீழே வெப்ப நுட்பம்,तलीय ताप तकनीक
பிரான்,चोकर
கிளைகள்,शाखन
கிளை,"टहनी, उपशाखा"
இனம்,नस्ल
இனப்பெருக்க,"प्रजनन, अभिजनन"
கரைந்து,शीघ्र अंकुरण उपचार
அடைகாக்கும்,"शाव, अंड, भ्रूण"
வளரும்,कलिकायन
பட்ஜெட்,बजट
இடையக,"उभयप्रतिरोधी, बफर"
விளக்கை,शल्ककंद
பன்ட்,"बंट (रोग), चोट"
துணை தயாரிப்பு,"उपजात, उपोत्पाद"
பாபுல் அகாசியா,"बबूल, कीकर"
குழந்தை சோளம்,बेबी कॉर्न
பேல்,बेल
பெயில்,लाजालु
பால்சம்,गुलमेंहदी
மூங்கில்,बांस
வாழை,केला
ஆலமரம்,बरगद
பார்லி,जौ
பார்ன்யார்ட் மில்லட்,सावां
துளசி,तुलसी
பாஸ்டர்ட் சிடார்,रुद्राक्ष
பாஸ்டர்ட் மைரோபாலன்,बहेड़ा
ப au ஹினியா,कचनार
பே பெர்ரி,कैफल
பீன்,सेम
பீட்,चुकंदर
பெல்லடோனா,बेलाडोना
பெர்,बेर
பெர்சீம்,बरसीम
பெட்டல்,पान
பிலிம்பி,बिलिंबी
பாகற்காய்,करेला
கருப்பு கிராம்,उड़द
கருப்பு நைட்ஷேட்,मकोय
Bougainvillea,बोगेनविलिया
பாட்டில் தூரிகை,बोटल ब्रश
சுரைக்காய்,लौकी
பெட்டி மரம்,"चीकदी, पापरी"
ரொட்டி பழம்,ब्रेड फ्रूट
பிரைடல் க்ரீப்பர்,डेला
பிரிஞ்சல்,बैंगन
பிராட் பீன்,"बाकला, चौड़ी बीन"
ப்ரோக்கோலி,ब्रोकोली
பிரஸ்ஸலின் முளை,ब्रुसेल्स स्प्राउट
பக்வீட்,कुटू
பியூட்டியா,"पलाश लता, किंशुक"
பாண்டிகூட்,घूंस
தாங்க,भालू
வண்டு,भृंग
கொப்புளம் வண்டு,फफोला भृंग
நீல காளை,नील गाय
போல் புழு,कपास की सूंड़ी
பட்டாம்பூச்சி,तितली
பாக்டீரியாலஜிஸ்ட்,जीवाणु विज्ञानी
உயிர் வேதியியலாளர்,जैव रसायनविद्
உயிரியலாளர்,जीव विज्ञानी
பயோடெக்னாலஜிஸ்ட்,जैव प्रौद्योगिकीविद्
தாவரவியலாளர்,वनस्पतिविद्
சி ஈரப்பதம் சிறப்பியல்பு வளைவு,c नमी विशिष्टता वक्र
கேக்,खली
கணக்கீட்டு,"चूनेदार, कैल्सियमी"
கணக்கீடு,कैल्सीयन
பாஸ்பேட் கணக்கீடு,फॉस्फेट का निस्तापन
காலோசிட்டி,"किणता, कैलसता"
கால்சஸ்,"कैलस, किण"
கலிக்ஸ்,"बाह्यदल पुंज, कैलिक्स"
கலிக்ஸ்-எண்ட்,बाह्यदल अंत
காம்பியம்,एधा
புற்றுநோய்,कैंकर (जीवाणु रोग)
கேனிங்,डिब्बाबंदी
விதானம்,वितान
மூலதனம்,पूंजी
கேப்ரிஃபிகேஷன்,परागण (अंजीर का)
காப்ஸ்யூல்,"संपुट, संपुटिका, कैप्सूल"
கார்பனேற்றப்பட்ட,कार्बोनीकृत
கார்பனாக்கல்,कार्बनन
கார்பல்,अंडप
கார்பஸ்,मणिबंध
வார்ப்பு,"ढलाई (लोहे की), क्षिप्ति (कीट)"
வினையூக்கம்,अपचय
வினையூக்கம்,उत्प्रेरण
கம்பளிப்பூச்சி,"इल्ली, सूंडी"
சி-டி.என்.ஏ நூலகம்,C- डीएनए संग्रह
உச்சவரம்பு,सीमा
செல்,"कोशिका, कोष्ठिका"
மத்திய தலைவர் அமைப்பு,केंद्रीय अग्रलेख प्रणाली
மையமாக,"सबिंदु, सकेंद्र"
மையவிலக்கு,अपकेंद्रण
மையவிலக்கு,अपकेंद्रित
சென்ட்ரியோல்,तारककेंद्र
சென்ட்ரோஜெனிக்,केंद्रजनिक
சென்ட்ரெஸ்ஜெனஸ்,केंद्रजा
செர்கஸ்,लूम
தானியங்கள்,"धान्य, सीरियल"
சான்றிதழ்,"प्रमाणीकरण, प्रमाणन"
சான்றளிக்கப்பட்ட விதை,प्रमाणित बीज
சஃப்,"भूसा, कुट्टी, शल्क सहपत्र"
சலாசா,"निभाग, कैलाजा"
வேதியியல்,रसानुवर्तन
சியாஸ்மா,"काएज्मा, व्यत्यस्त"
குளிர்ச்சியான நேரம்,द्रुतशीतन घंटे
குளிர்ச்சியான காயம்,शीतज क्षति
சிமேரா,"विचित्रोतकी, किमेरा"
குளோராந்தி,हरित दली
குளோரோபில்,"पर्णहरित, हरितक"
குளோரோசிஸ்,हरिमाहीनता
குளோரோலஜி,जीव वितरण विज्ञान
குரோமாடிட்,"क्रोमैटिड, अर्धगुणसूत्र"
குரோமாடின்,क्रोमैटिन
குரோமடோகிராபி,वर्णलेखन
குரோமாடோலிசிஸ்,क्रोमोटिनलयन
குரோமோசென்ட்ரே,परिसूत्र बिंदु
குரோமோஜெனெஸிஸ்,वर्णजनन
குரோமோபுரோட்டீன்,"क्रोमोप्रोटीन, वर्णकप्रोटीन"
குரோமோசோம்,"गुणसूत्र, क्रोमोसोम"
நாள்பட்ட,"चिरकाली, दीर्घकाली, जीर्ण, पुराना"
சிட்ரேஞ்ச்,सिट्रेंज
கிளாடோட்,पर्णाभपर्व
வகைப்பாடு,वर्गीकरण
களிமண்,"मृत्तिका, चिकनी मिट्टी"
சுத்தம்,"निर्मलन, मार्जन, सफाई, शोधन"
கிளீஸ்டோகாமி,"अनुन्मील्य परागण, स्वपरागण"
க்ளைமாக்டெரிக் பழம்,क्रांतिक श्वसनी फल
காலநிலை,जलवायु
காலநிலைவியல்,जलवायु विज्ञान
கிளிப்பர்,कतरनी
துணி,ढेला (मिट्टी का)
குளோன்,"क्लोन, कृन्तक"
மேகம்,"मेघ, बादल"
கொத்து,"पुंज (क्लंप, संपुंजन)"
கொத்து,गुच्छ
கரடுமுரடான,"स्थूल, मोटा, कच्चा, अपरिष्कृत"
கோட்டை (விதை),"आवरण (बीज़), चर्मावरण"
COCOON,कोया
கோஎன்சைம்,"कोएन्जाइम, सह-प्रकिण्व"
ஒத்திசைவு,संसंजन
Coir,"रेशा (जूट पटसन), नारियल जटा"
கோல்ரோஹிசா,मूलांकुर चोल
காலர்,"स्तंभमूलसंधि, कॉलर, ग्रीवा"
கூழ் (மண்),कोलॉइड (मृदा)
கொலுமெல்லா,"स्तंभिका, कॉलुमेला"
நெடுவரிசை,"दंड, स्तंभ, कॉलम"
துவக்கவாதம்,सहभोजिता
வணிக வங்கி,वाणिज्यिक बैंक
பொருள்,"जिंस, पण्य वस्तु"
சமூக,समुदाय
சுருக்கம் (மண்ணின்),"संहनन, (मृदा का)"
பொருந்தக்கூடிய தன்மை,"सुसंगति, संगतता"
பொருந்தக்கூடிய தன்மை,सुसंगतता
இழப்பீடு,"क्षतिपूर्ति, मुआवजा"
போட்டி தொடர்பு,स्पर्धी अन्योन्यक्रिया
நிரப்பு பயிர்,पूरक सस्य
சிக்கலான,"सम्मिश्र, जटिल"
கூறு,घटक
கலவை,संघटन
உரம்,कंपोस्ट
கூட்டு வட்டி,चक्रवृद्धि ब्याज
கணக்கீடு,अभिकलन
கணினி,"अभिकलित्र, कंप्यूटर"
செறிவு,"सांद्रण, संकेद्रण"
கண்டிஷனர்,"अनुकूलक, पुनरुद्धारक"
நடத்தை,चालकता
உள்ளமைவு,"विन्यास, संरूपण"
ஏற்ப,"अनुरूपता, समविन्यास, समरूपता"
குழப்பம்,"समाकुलन, संकरण"
இணைவு,संयुग्मन
இணைப்பு,"योजी, संयोजी"
பாதுகாப்பு,सरंक्षण
ஒருங்கிணைப்பு,चकबंदी
தொகுதிகள்,"संघटक, अवयव"
நுகர்வோர்,उपभोक्ता
நுகர்வு,उपभोग
மாசுபாடு,संदूषण
விளிம்பு நடவு,समोच्च रोपण
விளிம்பு,समोच्च रेखा
ஒப்பந்த விவசாயம்,"संविदा कृषि, ठेका कृषि, अनुबंधित खेती"
கட்டுப்படுத்தப்பட்ட சேமிப்பு,नियंत्रित भंडारण
கூட்டுறவு வங்கி,सहकारी बैंक
கூட்டுறவு,सहकारी संस्था सदस्य
காப்பிஸ்,गुल्मवन
கோர்ம்,घनकंद
கொரோலா,"दलपुंज, कोरोला"
கோர்டெக்ஸ்,"वल्कल, कॉर्टेक्स"
செலவு,लागत
கோட்டிலிடன் (விதை),बीजपत्र
கடன் சங்கம்,ऋण समिति
கடன்,"उधार, साख"
கடன் வழங்குபவர்,"ऋणदाता, लेनदार"
முகடு,"शिखा, शीर्ष, शिखर"
நொறுக்குதல்,व्याकुंचन
நெருக்கடி,संकट
அளவுகோல்,कसौटी
விமர்சன,"क्रांतिक, विकट, नाजुक"
பயிர் காப்பீடு,फसल बीमा
பயிர் கடன்,फसल ऋण
பயிர்,"सस्य, फसल"
பயிர் பகுதி,सस्यन क्षेत्र
குறுக்கு இணக்கமானது,पार-असंगत
கிரீடம் (ஆலை),"मुकुट, शिखर (पादप)"
நொறுக்கு,मृदुकण
மேல் ஓடு,पपड़ी
கிரிப்டோகாம்,"क्रिप्टोगैम, अपुष्पीपादप"
குல் (பழங்கள்),छांटन (फल)
அடிம்,"कल्म, वेणुकाण्ड"
சாகுபடி,कृष्य किस्म
சாகுபடி,"कर्षण, कृषि, खेती"
பயிரிடுபவர்,"किसान, कल्टीवेटर (यंत्र)"
கலாச்சாரம்,"संवर्ध, संवर्धन, पालन"
குணப்படுத்துதல்,"संसाधन, तैयार करना"
கர்லிங்,"कुंतलन, कुंचन"
நாணய,मुद्रा
வெட்டு,"उपत्वचा, क्यूटिकल"
கட்டிங்,"कलम, कटाई, काटना, कटाग्र, कटावा"
நீர்க்கட்டி,"कृमि कोष, सिस्ट, पुटी, विकृत गुल्म, रसौली"
சைட்டோக்ரோம்,साइटोक्रोम
சைட்டோகாமி,कोशिका युग्मन
சைட்டோஜெனெஸிஸ்,कोशिका जनन
சைட்டோஜெனெடிக்ஸ்,कोशिका आनुवंशिकी
சைட்டோகினேசிஸ்,कोशिका द्रव्य विभाजन
சைட்டாலஜி,कोशिका विज्ञान
சைட்டோலிசிஸ்,कोशिकाविघटन
சைட்டோமியர்,"साइटोमियर, कोशिका खंड"
சைட்டோபிளாசம்,कोशिका द्रव्य
முட்டைக்கோஸ்,बंदगोभी
கற்றாழை,नागफनी
காலெண்டுலா,ज़रगुल
கேனரி புல் (ஃபாலரிஸ்),"गिल्ली डंडा, गेहूं का मामा"
கன்னா,कैना
கபாரிஸ்,करीर
கேப்சிகம்,शिमला मिर्च
காரம்போலா,कमरख
கராபா,पुसुर
ஏலக்காய்,इलाइची
கார்னேஷன்,कार्नेशन
கேரட்,गाजर
முந்திரிப்பருப்பு,काजू
காசியா,अमलतास
ஆமணக்கு,अरंडी
காலிஃபிளவர்,फूलगोभी
செலரி,सेलेरी
SAMPAC,चम्पा
செனோபடியம்,बथुआ
செர்ரி தக்காளி,चेरी टमाटर
செர்ரி,चेरी
"சுண்டல், கிராம்",चना
மிளகாய்,मिर्च
சீனா டர்பெண்டைன் மரம்,काकड़ा
சவ் சவ்,लौकू
கிரிஸான்தமம்,गुलदाउदी
"சூஃபா, பூமி பாதாம்",चिचोड़ा
சிகோரி,"चिकोरी, कारनी"
இலவங்கப்பட்டை,दालचीनी
சிட்ரான்,सिट्रोन
சிட்ரோனெல்லா புல்,गंजनी
மல்லிகை ஏறும்,मालती
கிராம்பு,लौंग
கிளஸ்டர் பீன்,ग्वार बीन
கோகோ,कहवा
தேங்காய்,नारियल
கொட்டைவடி நீர்,कॉफी
கோலியஸ்,पत्थरचूर
கொலோகாசியா,अरबी
"கொலோசிந்த், கசப்பான ஆப்பிள்",इंद्रायन
பொதுவான பர்ஸ்லேன்,जंगली पालक
கொத்தமல்லி,धनिया
பருத்தி,कपास
கவ்பியா,लोबिया
கியூப்,कबाब-चीनी
வெள்ளரி,खीरा
கிகர்பிட்ஸ்,कद्दूवर्गीय
சீரகம்,जीरा
கறி இலை,करी पत्ता
கஸ்டார்ட் ஆப்பிள்,शरीफा
காப்ஸ்யூல் துளைப்பான்,पुटिका वेधक
கம்பளிப்பூச்சி,इल्ली
சிட்ரஸ் சைலா,सिट्रस साएला
மட்டைப்பந்து,झींगर
காகம்,कौआ
புழு வெட்டு,कटुआ
பால்,"डेरी, दुग्धशाला"
பால்,डेरी उद्योग
அணை,"बांध, प्रजननी"
நாள்-நடுநிலை,दिवस निरपेक्ष पादप
பூக்கும் சில நாட்கள்,पुष्पन के बाद के दिवस
முழு பூக்கும் சில நாட்கள்,पूर्ण पुष्पन के बाद के दिवस
டிப்ளஸமிங்,निष्पुष्पन
Decalcification,विकैल्सीकरण
Decant,"निथारना, निस्तारना"
சிதைவு,क्षय
இலையுதிர்,पर्णपाती
தசம,"दशमिक, दशमलव"
குறைபாடு,न्यूनता
மண் (மண்),"अनूर्णन (मृदा), वि-उर्णन"
அழிவு,विपुष्पन
நீக்குதல்,विपत्रण
காடழிப்பு,वनोन्मूलन
சிதைவு,"अपह्रासन, अपकर्षण"
சீரழிவு,निम्नीकरण
பட்டம் நாட்கள்,अंश दिवस
பட்டம்,"मात्रा, अंश"
விலகல்,स्फुटन
Dehulling,भूसी हटाना
நீக்குதல்,भूसी हटाना
நீரிழப்பு,निर्जलीकरण
ஹைட்ரேட்டர்,निर्जलकारित्र
தேவை,मांग
குறைப்பு,"विकृतीकरण, गुणनाशन"
மறுப்பு,अनाच्छादन
வைப்பு,"निक्षेप (मृदा), जमा (अर्थशास्त्र)"
படிவு,निक्षेपण
தேய்மானம் அழிவு,"मूल्यह्रास, अवमूल्यन विलवणीकरण"
வறட்சி,"जल शुष्कन, निर्जलीकरण"
வடிவமைப்பு,"अभिकल्पना, डिजाइन"
டெசிகேட்டர்,शुष्कित्र
அழித்தல்,गुठली निकालना
Decuckering,वि-अंतः भूस्तारीकरण
தேசனாப்சிஸ்,वियुग्मन
டிடாஸல்,"नर मंजरी निकालना (मक्का), बल्लर निकालना"
டிடாசெலிங்,बल्लर या फुंदन को काटना
தீர்மானிக்கும்,निर्धारक
மதிப்புக் குறைப்பு,अवमूल्यन
Devegetation,वनस्पतिरहित करना
விலகல்,विचलन
டயட்,द्विक
நோயறிதல்,निदान
டைக்கோகாமி,भिन्नकाल पक्वता
இருவகை,द्विभाजन
டைகோடைலெடன் (விதை),"द्विबीजपत्री, डाइकोटिलेड़न (बीज)"
திரும்பவும் (நோய்),पश्चमारी (रोग)
பரவல்,"विसरण, विसार"
செரிமானம்,पाचनीयता
Dihibrid,द्विसंकर
டைக் (டைக்),"बांध, नाली, परिवाह"
நீர்த்த,तनु
Dioecious,"एकलिंगाश्रयी, पृथक् लिंगी"
டிப்ளாய்டு,द्विगुणित
டிப்ளாய்டு,"द्विगुणित, डिप्लॉइड"
டிப்ளோனெமா,द्विसूत्र
நீக்குதல்,"निष्कलिकायन, कलिका निकालना"
டிஸ்கிங்,"तवेदार हल चलाना, चक्काकरण"
தள்ளுபடி,छूट
கிருமிநாசினி,रोगाणुनाशन
சிதறல்,"परिक्षेपण, प्रकीर्णन"
பரப்புதல்,"प्रकीर्णन, प्रसरण"
பல்வகைப்படுத்தல்,विविधीकरण
பன்முகப்படுத்தப்பட்ட விவசாயம்,विविधीकृत कृषि
டி.என்.ஏ ஏணி,डीएनए सोपान
டி.என்.ஏ ஏற்பி,डीएनए ग्राही
கப்பல்துறை,गोदी-भाड़ा
ஆதிக்கம் செலுத்தும்,प्रभावी
செயலற்ற தன்மை,प्रसुप्ति
டோஸ்,"मात्रा, खुराक, डोज"
இரட்டை சிக்மாய்டு வளைவு,दोहरा सिग्माभ वक्र
வரைவு (வரைவு),"झोंका, खिंचाव"
வடிகால்,"निकास नाली, अपवाहिका"
வடிகால்,जलनिकास
வரை,कर्षण
நனைத்தல்,"दवा पिलाना, दवाई से तर करना"
ஆடை (விதை),प्रसाधन (बीज)
