Marathi,Bengali
कॅफेटेरिया,ক্যাফেটারিয়া
पिंजरा,খাঁচা
पिंजरा बांधकाम,খাঁচা নির্মাণ
काईनचे सूत्र,কেইনের সূত্র
कैसन,কাইসন
कॅसन रोग,ক্যাসন রোগ
Caisson पाया,ক্যাসন ফাউন্ডেশন
Caisson ढीग,Caisson pile
चुनखडीची वीट,চুনযুক্ত ইট
चुनखडीयुक्त चिकणमाती,চুনযুক্ত কাদামাটি
चुनखडीयुक्त कवच,চুনযুক্ত ভূত্বক
कॅल्सिफिकेशन,ক্যালসিফিকেশন
कॅल्सीनेशन,ক্যালসিনেশন
कॅल्सीन,ক্যালসিন
कॅल्साइट,ক্যালসাইট
कॅल्शियम-अल्युमिनेट सिमेंट,ক্যালসিয়াম-অ্যালুমিনেট সিমেন্ট
कॅल्शियम-सिलिकेट वीट,ক্যালসিয়াম-সিলিকেট ইট
कॅल्शियम-सिलिकेट हायड्रेट,ক্যালসিয়াম-সিলিকেট হাইড্রেট
कॅलिचे,ক্যালিছে
कॅलिफोर्निया बेअरिंग रेशो,ক্যালিফোর্নিয়া ভারবহন অনুপাত
कॅलिपर,ক্যালিপার
कॅलरीमीटर,ক্যালোরিমিটার
कांबर,ক্যাম্বার
कालवा,খাল
छत,ক্যানোপি
कॅन्टिलिव्हर फूटिंग,ক্যান্টিলিভার ফুটিং
टोपी,ক্যাপ
क्षमता,ক্ষমতা
एइल ट्रॅकची क्षमता,আইল ট্র্যাকের ক্ষমতা
कॅप केबल,ক্যাপ তারের
केशिका,কৈশিকতা
केशिका ब्रेक,কৈশিক বিরতি
केशिका प्रवाह,কৈশিক প্রবাহ
केशिका ओलावा किंवा केशिका पाणी,কৈশিক আর্দ্রতা বা কৈশিক জল
केशिका छिद्र जागा,কৈশিক ছিদ্র স্থান
केशिका सच्छिद्रता,কৈশিক ছিদ্র
केशिका जागा,কৈশিক স্থান
वेग कॅप्चर करा,ক্যাপচার বেগ
कार्बोनेशन,কার্বনেশন
कार्बन ब्लॅक,কার্বন কালো
कास्टबल रेफ्रेक्ट्री,কাস্টবল অবাধ্য
कास्ट-इन-प्लेस किंवा कास्ट-इन-सिटू,কাস্ট-ইন-প্লেস বা কাস্ট-ইন-সিটু
कास्ट-इन-प्लेस मेख,কাস্ট-ইন-প্লেস গাদা
एरंडेल,ক্যাস্টর
कास्ट दगड,ঢালাই পাথর
उत्प्रेरक,প্রভাবক
कॅटेना,ক্যাটেনা
मांजरीचा चेहरा,বিড়ালের মুখ
मांजरीचे डोके,বিড়ালের মাথা
कॅशन,ক্যাটান
मांजर चालणे,বিড়াল হাঁটা
पोकळ्या निर्माण होणे नुकसान,গহ্বরের ক্ষতি
Celite,সেলাইট
सेल्युलर कंक्रीट,সেলুলার কংক্রিট
सेल्युलर बांधकाम,সেলুলার নির্মাণ
सिमेंट,সিমেন্ট
"सिमेंट, बिटुमिनस","সিমেন্ট, বিটুমিনাস"
"सिमेंट, उच्च शक्ती","সিমেন্ট, উচ্চ শক্তি"
"सिमेंट, हायड्रॉलिक","সিমেন্ট, জলবাহী"
"सिमेंट, कमी उष्णता","সিমেন্ট, কম তাপ"
"सिमेंट, दगडी बांधकाम","সিমেন্ট, রাজমিস্ত্রি"
"सिमेंट, नैसर्गिक","সিমেন্ট, প্রাকৃতিক"
"सिमेंट, पोर्टलँड","সিমেন্ট, পোর্টল্যান্ড"
"सिमेंट, पोर्टलँड ब्लास्ट फर्नेस स्लॅग","সিমেন্ট, পোর্টল্যান্ড ব্লাস্ট ফার্নেস স্ল্যাগ"
"सिमेंट, पोर्टलँड पोझोलन","সিমেন্ট, পোর্টল্যান্ড পোজোলান"
"सिमेंट, स्लॅग","সিমেন্ট, স্ল্যাগ"
"सिमेंट, सल्फेट प्रतिरोधक","সিমেন্ট, সালফেট প্রতিরোধী"
"सिमेंट, सुपर सल्फेट","সিমেন্ট, সুপার সালফেটেড"
"सिमेंट, पांढरा","সিমেন্ট, সাদা"
सिमेंट-एकूण प्रमाण,সিমেন্ট-সমষ্টি অনুপাত
सिमेंट सामग्री,সিমেন্ট সামগ্রী
सिमेंट जेल,সিমেন্ট জেল
सिमेंट बंदूक,সিমেন্টের বন্দুক
सिमेंटची भट्टी,সিমেন্টের ভাটা
सिमेंट पेंट,সিমেন্ট পেইন্ট
सिमेंट प्लास्टर,সিমেন্ট প্লাস্টার
सिमेंट खडक,সিমেন্ট শিলা
सिमेंट स्लरी,সিমেন্ট স্লারি
सिमेंट स्टोरेज,সিমেন্ট স্টোরেজ
सिमेंटेशन प्रक्रिया,সিমেন্টেশন প্রক্রিয়া
केंद्रीकरण,কেন্দ্রীভূত করা
सेंटरिंग आणि शटरिंग,সেন্টারিং এবং শাটারিং
केंद्रीय मिश्रित कंक्रीट,কেন্দ্রীয় মিশ্র কংক্রিট
मध्यवर्ती मिक्सर,কেন্দ্রীয় মিশুক
केंद्रापसारक पंखा,কেন্দ্রাতিগ পাখা
खडू,চক
चांफर,চেম্ফার
चेंफर पट्टी,চেম্ফার ফালা
चॅनेल बीम,চ্যানেল বিম
वैशिष्ट्यपूर्ण भार,চরিত্রগত লোড
वैशिष्ट्यपूर्ण ताकद,চারিত্রিক শক্তি
चार्ज बंद,বন্ধ চার্জ
चार्ज होत आहे,চার্জিং
तपासत आहे,চেক করা হচ্ছে
रासायनिक बंध,রাসায়নিক বন্ধন
चेरनोझेम,চেরনোজেম
चेस्टनट माती,চেস্টনাট মাটি
चिमणी गटर,চিমনি নর্দমা
चिप बोर्ड,চিপ বোর্ড
चिपिंग,চিপিং
चिप्स,চিপস
चुटे,চুট
वर्ग (काँक्रीटचा),শ্রেণী (কংক্রিটের)
चिकणमाती,কাদামাটি
चिकणमाती सामग्री,কাদামাটি বিষয়বস্তু
मातीचा तवा,মাটির প্যান
क्लीनआउट,পরিস্কার করা
साफ करा,পরিষ্কার কর
क्लीट,ক্লিট
क्लिंकर,ক্লিঙ্কার
क्लिप,ক্লিপ
गोठणे,জমাট বাঁধা
खडबडीत एकूण,মোটা সমষ্টি
खडबडीत दाणेदार माती,মোটা দানাদার মাটি
कोट,কোট
कोफर धरण,কফার বাঁধ
एकसंधता,সংহতি
कोलायड,কলয়েড
कोलोइडल आर्द्रता समतुल्य गुणोत्तर,কোলয়েডাল আর্দ্রতা সমতুল্য অনুপাত
कोलाइडल प्रणाली,কলয়েডাল সিস্টেম
कोल्व्हियल माती,কোলুভিয়াল মাটি
स्तंभ,কলাম
कॉम्बेड फिनिश,কম্বড ফিনিস
एकत्रित पाया,সম্মিলিত পাদদেশ
एकत्रित पाणी,মিলিত জল
सामान्य खोली,বৈঠকখানা
पूर्णत्वाचे प्रमाणपत्र,সমাপনী সনদ
घटक चौरस,উপাদান বর্গক্ষেত্র
काँक्रीट,কংক্রিট
काँक्रिशन,কংক্রিশন
एकत्रित दर/सपाट दर,একত্রিত হার/সমতল হার
दूषित पदार्थ,দূষক
पाककला alcove,আলকোভ রান্না করা
सामना करणे,মোকাবিলা করা
कॉर्बेल,করবেল
कॉर्निस,কার্নিস
कपलर,কাপলার
"युग्मक, दुहेरी","যুগল, দ্বিগুণ"
"कपलर, पुटलॉग","কাপলার, পুটলগ"
"युग्मक, कुंडा","কাপলার, সুইভেল"
अभ्यासक्रम,কোর্স
यादृच्छिक भंगार दगडी बांधकाम,র্যান্ডম ধ্বংসস্তূপ রাজমিস্ত্রি কোর্স করা
झाकलेले क्षेत्र,ঢাকা এলাকা
रांगणे,হামাগুড়ি
रांगणे गुणांक,ক্রীপ সহগ
क्रोटोवाइन,ক্রোটোভাইন
कावळा पाय,কাকের পা
लहानसा तुकडा रचना,চূর্ণবিচূর্ণ গঠন
अंकुश,প্রতিবন্ধক
चालू,কারেন্ট
वक्र प्रतिकार,বক্ররেখা প্রতিরোধের
ओलसर पुरावा कोर्स,স্যাঁতসেঁতে প্রুফ কোর্স
पूर्ण होण्याची तारीख,সমাপ্তির তারিখ
मृत भार,মৃত লোড
मृत पाणी,মরা জল
डेसिबल,ডেসিবেল
Deflocculation,ডিফ্লোকুলেশন
वायुवीजन किंवा हवेच्या जागेचे प्रमाण,বায়ুচলাচল বা বায়ু স্থান অনুপাত ডিগ্রী
एकत्रीकरणाची पदवी,সমষ্টির ডিগ্রি
फैलाव पदवी,বিচ্ছুরণ ডিগ্রী
संपृक्तता पदवी,স্যাচুরেশন ডিগ্রী
घनता,ঘনত্ব
वाळवंट फुटपाथ,মরুভূমির ফুটপাথ
वाळवंटी माती,মরুভূমির মাটি
तपशील,বিস্তারিত
विकास कालावधी,উন্নয়নের সময়কাল
डी-क्षितिज,ডি-দিগন্ত
कर्ण बंध,তির্যক বন্ধন
आकृती,ডায়াগ্রাম
डिजिटल डॉक,ডিজিটাল ডক
विभेदक पाणी दर,পার্থক্য জলের হার
सौम्य वायुवीजन,পাতলা বায়ুচলাচল
डिलुव्हियम,ডিলুভিয়াম
जेवणाची खोली,খাবার কক্ষ
दिशा पेग,দিকনির্দেশনা পেগ
फैलाव,বিচ্ছুরণ
डिस्टेंपर,ডিস্টেম্পার
गोदी,ডক
दार,দরজা
डोर्मर,ডর্মার
डॉर्मर चेक,ডর্মার চেক
दुहेरी फ्लेमिश बाँड,ডাবল ফ্লেমিশ বন্ড
दुहेरी थर,ডবল লেয়ার
डोवेल,দোয়েল
रेखाचित्र बोर्ड,অঙ্কন বোর্ড
रेखाचित्र खोली,বৈঠকখানা
वाहून नेणे,প্রবাহ
कोरडे बल्ब तापमान,শুকনো বাল্বের তাপমাত্রা
कोरडी गोदी,শুকনো ডক
कोरडे रबर दगडी बांधकाम,শুকনো রাবার রাজমিস্ত্রি
डच बाँड,ডাচ বন্ড
बटू भिंत,বামন প্রাচীর
निवास एकक,বাস ইউনিট
इव्ह,ইভ
Eaves गटर,ইভস নর্দমা
आर्थिक व्यवहार्यता,অর্থনৈতিক সম্ভাব্যতা
एक्टोडायनामॉर्फिक माती,এক্টোডাইনামরফিক মাটি
एडी,এডি
प्रभावी आकार,কার্যকরী আকার
फुलणे,প্রস্ফুটিত
सांडपाणी,বর্জ্য
उत्थान,উচ্চতা
एलिव्हिएशन,ইলুভিয়েশন
एल्युव्हियम,এলুভিয়াম
एंडोडायनामॉर्फिक माती,এন্ডোডাইনামরফিক মাটি
अभियांत्रिकी व्यवहार्यता,ইঞ্জিনিয়ারিং সম্ভাব্যতা
इंग्रजी बंधन,ইংরেজি বন্ড
इंग्रजी बाग भिंत बंधन,ইংরেজি বাগান প্রাচীর বন্ধন
"EPM (समतुल्य प्रति दशलक्ष),&quot;","EPM (প্রতি মিলিয়নের সমতুল্য),&quot;"
समतुल्य वजन,সমান ওজন
अर्ग,অর্গ
अदलाबदल करण्यायोग्य,বিনিময়যোগ্য
एक्सचेंज करण्यायोग्य आम्लता,বিনিময়যোগ্য অম্লতা
एक्सचेंजेबल सोडियम टक्केवारी (ESP),বিনিময়যোগ্য সোডিয়াম শতাংশ (ESP)
ई.एस.पी.,ই এস পি
एक्सचेंज आंबटपणा,এক্সচেঞ্জ অ্যাসিডিটি
एक्सचेंज कॉम्प्लेक्स,এক্সচেঞ্জ কমপ্লেক্স
एक्झॉस्ट,নিষ্কাশন
उघड समाप्त,উন্মুক্ত ফিনিস
डोळा,আই
डोळा कपाळ,ভুরু
तोंड देत,সম্মুখ
बाँडचा सामना करत आहे,বন্ড সম্মুখীন
सुरक्षिततेचा घटक,নিরাপত্তার ফ্যাক্টর
पडणे,পতন
फेसिया,ফেসিয়া
फेशिया बोर्ड,ফেসিয়া বোর্ড
दोष,দোষ
फील्ड ओलावा,মাঠের আর্দ্রতা
अंतिम ओलावा समतुल्य,চূড়ান্ত আর্দ্রতা সমতুল্য
फिलेट (मोर्टारचा),ফিলেট (মর্টার)
अंतिम,চূড়ান্ত
अंतिम मोजमाप,চূড়ান্ত পরিমাপ
अंतिम पेमेंटq,চূড়ান্ত অর্থপ্রদান
अंतिम पूर्व ताण,চূড়ান্ত প্রাক চাপ
अंतिम ताण,চূড়ান্ত উত্তেজনা
आर्थिक व्यवहार्यता,আর্থিক সম্ভাব্যতা
उत्तम एकूण,সূক্ষ্ম সমষ্টি
फुटलेला खडक,ফিসার্ড শিলা
ध्वजाचा दगड,পতাকা পাথর
फ्लेमिश बाँड,ফ্লেমিশ বন্ড
चमकत आहे,ঝলকানি
चमकणारा प्रवाह,চটকদার স্রোত
सपाट छप्पर,সমতল ছাদ
फ्लेचे,ফ্লেচে
फ्लेमिश गार्डन भिंत बंधन,ফ্লেমিশ গার্ডেন ওয়াল বন্ড
चकमक,চকমকি
चकमक भिंत,চকমকি দেয়াল
फ्लोटिंग मजला,ভাসমান মেঝে
फ्लोक्युलेशन,ফ্লোকুলেশন
फ्लोक्युलेशन मर्यादा,ফ্লোকুলেশন সীমা
फ्लोक्युलेशन गुणोत्तर,ফ্লোকুলেশন অনুপাত
फ्लोक्युल्स,ফ্লোকুলস
मजला,মেঝে
मजला सील,মেঝে সিল
प्रवाह,প্রবাহ
चढ - उतार,ওঠানামা
फूटिंग,ফুটিং
पाया,ফাউন্ডেশন
फ्री फॉल बॅरो टॉपिंग मिक्सर,ফ্রি ফল ব্যারো টপিং মিক্সার
फ्री फॉल मिक्सर (ड्रम प्रकार),ফ্রি ফল মিক্সার (ড্রাম টাইপ)
मुक्त दगड,বিনামূল্যে পাথর
फ्रेशेट,ফ্রেশেট
घर्षण ढीग,ঘর্ষণ গাদা
बेडूक,ব্যাঙ
गॅबल,গ্যাবল
गॅबलेट,গ্যাবলেট
Gambrel छप्पर,গ্যাম্বেলের ছাদ
गेज,গেজ
गेजिंग विभाग,পরিমাপক বিভাগ
गेजिंग स्टेशन,গেজিং স্টেশন
सामान्य स्थान योजना,সাধারণ অবস্থান পরিকল্পনা
सामान्य वायुवीजन,সাধারণ বায়ুচলাচল
G क्षितीज किंवा gley क्षितीज,G দিগন্ত বা gley দিগন্ত
पर्यंत हिमनदी,হিমবাহ পর্যন্ত
Gneiss,জিনিস
माल यार्ड,গুডস ইয়ার্ড
ग्रेडियंट प्रतिकार,গ্রেডিয়েন্ট প্রতিরোধ
ग्रॅनाइट,গ্রানাইট
दाणेदार रचना,দানাদার গঠন
दाणेदार,দানাদার
ग्रेन्युल,কণিকা
गुरुत्वाकर्षण मुक्त पाणी,মহাকর্ষীয় জল মুক্ত জল
गुरुत्वाकर्षण यार्ड,গ্র্যাভিটেশনাল ইয়ার্ড
ग्रेट माती गट,মহান মাটি গ্রুপ
ग्रिलेज फाउंडेशन,গ্রিলেজ ফাউন্ডেশন
ग्राउंड हँड मोल्डिंग,স্থল হাত ছাঁচনির্মাণ
गटबद्ध डॉक,দলবদ্ধ ডক
समूह गृहनिर्माण,গ্রুপ হাউজিং
अतिथी खोली,অতিথি কক্ষ
गटार,নর্দমা
गटार वाहक,নর্দমা বহনকারী
गटर तपासणी,গটার চেক
हॅमर ड्रेसिंग,হাতুড়ি ড্রেসিং
बंदर,হারবার
आश्रयाचे बंदर,আশ্রয়ের পোতাশ্রয়
कडक पॅन,শক্ত প্যান
शीर्षलेख,হেডার
हेडर बॉण्ड,হেডার বন্ড
हेडर कोर्स,হেডার কোর্স
हेड गेटची रचना,হেড গেটের গঠন
कालव्याचे प्रमुख,খালের প্রধান
हेड रेग्युलेटर,হেড রেগুলেটর
हेरिंग हाडांचे बंधन,হেরিং হাড়ের বন্ধন
हृदयविकार,হার্টিং
भिजण्याची उष्णता,ভিজানোর তাপ
उच्च अॅल्युमिना सिमेंट,উচ্চ অ্যালুমিনা সিমেন্ট
हिप,নিতম্ব
हिप कॅपिंग,হিপ ক্যাপিং
नितंब टोक,নিতম্বের শেষ
हुड,ঘোমটা
हुड मोल्डिंग,হুড ছাঁচনির্মাণ
हुकचा कायदा,হুকের আইন
हूप लोह,হুপ লোহা
क्षितिज,দিগন্ত
आर्द्रीकरण,আর্দ্রতা
"आर्द्रता, निरपेक्ष","আর্দ্রতা, পরম"
"आर्द्रता, सापेक्ष","আর্দ্রতা, আপেক্ষিক"
कुबड्याचे अंगण,হাম্প ইয়ার্ড
हायड्रोलिक दाब,জলবাহী চাপ
हायड्रेशन,হাইড্রেশন
हायड्रोलिसिस,হাইড্রোলাইসিস
हायड्रोलाइटिक आम्लता,হাইড্রোলাইটিক অ্যাসিডিটি
हायड्रोमॉर्फिक माती,হাইড্রোমরফিক মাটি
हायड्रोफिलिक कोलाइड,হাইড্রোফিলিক কলয়েড
हायड्रोफोबिक कोलाइड,হাইড্রোফোবিক কলয়েড
हायड्रोस्टॅटिक दाब प्रमाण,হাইড্রোস্ট্যাটিক চাপ অনুপাত
हायग्रोस्केप्टिक गुणांक,হাইগ্রোস্ক্যাপটিক সহগ
हायग्रोस्कोपिक ओलावा,হাইগ্রোস্কোপিক আর্দ্রতা
हायड्रोस्कोपीसिटी,হাইড্রোস্কোপিসিটি
हायग्रोस्कोपिक ओलावा,হাইগ্রোস্কোপিক আর্দ্রতা
हायपरबेरिक चेंबर,হাইপারবারিক চেম্বার
हायपरस्टॅटिक फ्रेम,হাইপারস্ট্যাটিক ফ্রেম
हायपोमीटर,হাইপসোমিটার
रोषणाई,আলোকসজ্জা
इबिबेशन ओलावा,ইমবিবেশন আর্দ্রতা
अपरिपक्व माती,অপরিণত মাটি
जप्त डॉक,জব্দ ডক
जमीन महसुलात वाढ,ভূমি রাজস্ব বৃদ্ধি
स्वतंत्र मचान,স্বাধীন ভারা
इन्ड्युरेटेड,নিমজ্জিত
प्रारंभिक prestress,প্রাথমিক prestress
सुरुवातीचा ताण,প্রাথমিক উত্তেজনা
अंतर्देशीय जलमार्ग बंदर,অভ্যন্তরীণ জলপথ বন্দর
इन्सुलेट बोर्ड,অন্তরক বোর্ড
मध्यवर्ती बंदर,মধ্যবর্তী বন্দর
अंतर्गत घर्षण,অভ্যন্তরীণ ঘর্ষণ
इंट्राझोनल माती,ইন্ট্রাজোনাল মাটি
आयन,অয়ন
आयन एक्सचेंज,আয়ন বিনিময়
लोखंडी तवा,লোহার প্যান
बागायती जमीन,সেচ সম্পন্ন ভূমি
सिंचन,সেচ
सिंचन उपकर,সেচ সেস
जांब,জাম্ব
धडपडणे,জগল
जॉगल पिन,জগল পিন
जौल,জুল
जम्पर,জাম্পার
किलोग्रॅम,কিলোগ্রাম
किलोग्राम बल,কিলোগ্রাম বল
किलोग्राम फोर्स मीटर,কিলোগ্রাম ফোর্স মিটার
किलोवॅट तास,কিলোওয়াট ঘন্টা
राजा बंद,রাজা বন্ধ
स्वयंपाकघर,রান্নাঘর
लेस केलेला स्तंभ,জরিযুক্ত কলাম
मागे पडणे,ল্যাগিং
लॅमेला रूट,ল্যামেলা মূল
पातळ थरांचा बनवलेला प्रवाह,লেমিনার প্রবাহ
दिवा भोक,বাতির গর্ত
जमीन संवर्धन,ভূ - বিস্তৃতি
लँड स्लाइडिंग,ল্যান্ড স্লাইডিং
लॅटराइट,ল্যাটেরাইট
लॅटराइट माती,ল্যাটেরাইট মাটি
मोठ्या संख्येचा कायदा,বড় সংখ্যার আইন
लेआउट योजना,বিন্যাস পরিকল্পনা
लेजर,খাতা
चुना पॅन,চুন প্যান
लिंटेल,লিন্টেল
द्रव मर्यादा,তরল সীমা
थेट भार,লাইভ লোড
चिकणमाती,দোআঁশ
स्थानिक एक्झॉस्ट वेंटिलेशन,স্থানীয় নিষ্কাশন বায়ুচলাচল
लोको यार्ड,লোকো ইয়ার্ড
लॉस,লস
कमी प्लास्टिक मर्यादा,নিম্ন প্লাস্টিকের সীমা
कमी उष्णता सिमेंट,কম তাপ সিমেন্ট
मशीन मोल्डिंग,মেশিন ছাঁচনির্মাণ
मॅक्रोस्ट्रक्चर,ম্যাক্রোস্ট্রাকচার
मुख्य हेड रेग्युलेटर,প্রধান প্রধান নিয়ন্ত্রক
मुख्य बंदर,প্রধান বন্দর
मेकअप हवा,বায়ু আপ করা
मॅनसार्ड,মানসার্ড
मार्शलिंग यार्ड,মার্শালিং ইয়ার্ড
दगडी बांधकाम,রাজমিস্ত্রির কাজ
परिपक्व तापमान,পরিপক্ক তাপমাত্রা
मेझानाइन मजला,মধ্যবর্তী তলা মেঝে
यांत्रिक विश्लेषण,যান্ত্রিক বিশ্লেষণ
यांत्रिक वायुवीजन,যান্ত্রিক বায়ুচলাচল
मेट्रिक प्रणाली,মেট্রিক সিস্টেম
मायक्रोस्ट्रक्चर,মাইক্রোস্ট্রাকচার
मिली समतुल्य,মিলি সমতুল্য
मिली समतुल्य प्रति लिटर,মিলি প্রতি লিটার সমতুল্য
खनिज,খনিজ
खनिज माती,খনিজ মাটি
किरकोळ बंदर,ছোট বন্দর
Mitred बंद,Mitred বন্ধ
मोबाइल माती कोलाइड,মোবাইল সয়েল কলয়েড
आर्द्रतेचा अंश,আর্দ্রতা কন্টেন্ট
ओलावा ग्रेडियंट,আর্দ্রতা গ্রেডিয়েন্ট
मोनोलिथ,মনোলিথ
मोनोरेल,মনোরেল
राष्ट्रीय बंदर परिषद,জাতীয় হারবার কাউন্সিল
नैसर्गिक पलंग,প্রাকৃতিক বিছানা
नैसर्गिक समाप्त,প্রাকৃতিক ফিনিস
नैसर्गिक बंदर,প্রাকৃতিক পোতাশ্রয়
नैसर्गिक वायुवीजन,প্রাকৃতিক বায়ুচলাচল
नौदल बंदर,নৌ বন্দর
न्यूटन,নিউটন
एकसमान प्रवाह नसतो,অ অভিন্ন প্রবাহ
पाण्याचा दर व्यापतो,জলের হার দখল করে
तेल रंग,তেলে আকা
तेल विहीर सिमेंट,তেল কূপ সিমেন্ট
चॅनेल प्रवाह उघडा,খোলা চ্যানেল প্রবাহ
इष्टतम ओलावा,সর্বোত্তম আর্দ্রতা
सेंद्रिय माती,জৈব মাটি
अभिमुखता,ওরিয়েন্টেশন
