Tamil,Punjabi
வெப்ப காப்பு,ਗਰਮੀ ਇੰਸੂਲੇਟਿੰਗ
இணைப்பு,ਲਗਾਵ
அனுசரிப்பு,ਵਿਵਸਥਿਤ
ஊடுருவல்,ਪ੍ਰਵੇਸ਼
உறிஞ்சுதல்,ਸੋਸ਼ਣ
முன்னோக்கி,ਅੱਗੇ
முற்போக்கானது,ਪ੍ਰਗਤੀਸ਼ੀਲ
"ஆகாஷி, காற்று (வி.), வான்வழி (பதிப்பு)","ਆਕਾਸ਼ੀ, ਹਵਾ (ਵੀ.), ਏਰੀਅਲ (ਐਡੀ.)"
ஆண்டெனா ஸ்ட்ரீம்,ਐਂਟੀਨਾ ਸਟ੍ਰੀਮ
வான்வழி ஆய்வு,ਹਵਾਈ ਸਰਵੇਖਣ
காற்று வேகம்,ਹਵਾ ਦੀ ਗਤੀ
ஏரோடைனமிக் குணகம்,ਐਰੋਡਾਇਨਾਮਿਕ ਗੁਣਾਂਕ
காற்றியக்கவியல்,ਐਰੋਡਾਇਨਾਮਿਕ
காற்றியக்கவியல்,ਐਰੋਡਾਇਨਾਮਿਕਸ
வானூர்தி,ਏਅਰੋਨੌਟਿਕਲ
ஏரோநாட்டிக்ஸ்,ਐਰੋਨਾਟਿਕਸ
காற்று துடிப்பு,ਹਵਾ ਦੀ ਨਬਜ਼
"வளிமண்டலம், வாயுக்கோளம்","ਵਾਯੂਮੰਡਲ, ਗੈਸੋਸਫੀਅਰ"
கவனம் அமைப்பு,ਫੋਕਸ ਸਿਸਟਮ
மீண்டும் பற்றவைப்பு,ਵਾਪਸ ਇਗਨੀਸ਼ਨ
பின் ஒளி,ਵਾਪਸ ਰੋਸ਼ਨੀ
அதிர்ச்சி,ਉਲਝਣ
"வயது, வயது, வயது, சகாப்தம் (பதிப்பு), நேரத்தை பாதிக்க (ver.), நேரம், காலத்தால் பாதிக்கப்படுவது","ਉਮਰ, ਉਮਰ, ਉਮਰ, ਯੁੱਗ (ਐਡੀ.), ਸਮੇਂ ਨੂੰ ਪ੍ਰਭਾਵਿਤ ਕਰਨ ਲਈ (ਵਰਤ.), ਸਮਾਂ, ਸਮੇਂ ਦੁਆਰਾ ਪ੍ਰਭਾਵਿਤ ਹੋਣ ਲਈ"
நேரம் பாதிக்கப்பட்டது,ਸਮਾਂ ਪ੍ਰਭਾਵਿਤ ਹੋਇਆ
"முதுமை, முதுமை","ਬੁਢਾਪਾ, ਬੁਢਾਪਾ"
நேர விளைவு,ਸਮਾਂ ਪ੍ਰਭਾਵ
நேர விளைவு சோதனை,ਸਮਾਂ ਪ੍ਰਭਾਵ ਟੈਸਟ
புவியீர்ப்பு இல்லாதது,ਗੰਭੀਰਤਾ ਰਹਿਤ
நல்லிணக்கம்,ਸੁਲ੍ਹਾ
"வான்வழி ரேடார், வான்வழி ரேடார்","ਏਅਰਬੋਰਨ ਰਾਡਾਰ, ਏਰੀਅਲ ਰਾਡਾਰ"
"வான் இலக்கு, வான் இலக்கு","ਏਰੀਅਲ ਟੀਚਾ, ਏਰੀਅਲ ਟੀਚਾ"
காற்று சுவாசக் கருவி,ਹਵਾ ਸਾਹ ਲੈਣ ਵਾਲਾ
ஏர் கண்டிஷனிங்,ਏਅਰ ਕੰਡੀਸ਼ਨਿੰਗ
காற்று எதிர்ப்பு மின்மாற்றி,ਏਅਰਕ੍ਰੂ ਟ੍ਰਾਂਸਫਾਰਮਰ
விமானம்,ਜਹਾਜ਼
சீரமைப்பு,ਅਲਾਈਨਮੈਂਟ
சீரமைப்பு பிழை,ਅਲਾਈਨਮੈਂਟ ਗਲਤੀ
நேரடி சுற்று,ਲਾਈਵ ਸਰਕਟ
முழு கண்ணாடி குழாய்,ਪੂਰੀ ਕੱਚ ਦੀ ਟਿਊਬ
முழு உலோக குழாய்,ਸਾਰੀ ਧਾਤ ਦੀ ਟਿਊਬ
சரி செய்ய,ਠੀਕ ਕਰਨ ਲਈ
"மிஸ்ரது (பதிப்பு), மிஷ்ரத்வான் (சிஆர்.)","ਮਿਸਰਤੁ (ਸੰਪਾਦਕ), ਮਿਸ਼ਰਤਵਨ (ਸੀ.ਆਰ.)"
மிஷ்ரத்வான்,ਮਿਸ਼ਰਤਵਨ
எங்கும் நிறைந்த ஊடகம்,ਸਰਵ ਵਿਆਪਕ ਮਾਧਿਅਮ
ஆம்னி ஆண்டெனா,ਓਮਨੀ ਐਂਟੀਨਾ
பஞ்சாங்கம்,ਅਲਮੈਨਕ
ஆல்பா,ਅਲਫ਼ਾ
ஆல்பா-செயல்பாடு,ਅਲਫ਼ਾ-ਗਤੀਵਿਧੀ
எண்ணெழுத்து,ਅੱਖਰ ਅੰਕੀ
ஆல்பா கதிர்,ਅਲਫ਼ਾ ਰੇ
மாற்றம்,ਬਦਲੋ
"மாற்று, மாற்று","ਬਦਲਵਾਂ, ਬਦਲਵਾਂ"
மின்மாற்றி,ਅਲਟਰਨੇਟਰ
உயரமானி,ਅਲਟੀਮੀਟਰ
உயரமானி,ਅਲਟੀਮੀਟਰ
அல்டிமெட்ரி,ਅਲਟਾਈਮੇਟਰੀ
"உயரம், உயரம், உயரம், உயரம்","ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ"
எண்கணித ரீசனிங் யூனிட் (ALU),ਅੰਕਗਣਿਤ ਤਰਕ ਇਕਾਈ (ALU)
அமுத விதி,amaget ਨਿਯਮ
சூழல்,ਵਾਤਾਵਰਣ
அமிக்ரான்,amicron
அம்மீட்டர்,ammeter
ஆம்பியர்,ਐਂਪੀਅਰ
ஆம்பியர்-சட்டம்,ਐਂਪੀਅਰ-ਲਾਅ
நீர்வீழ்ச்சி அயனி,amphibian ion
பெருக்கம்,ਵਾਧਾ
பெருக்கி,ਐਂਪਲੀਫਾਇਰ
"கோணம், பரிமாணம்","ਕੋਣ, ਮਾਪ"
அ. எம்.யு. (அணு நிறை அலகு),a ਐਮ.ਯੂ. (ਪਰਮਾਣੂ ਪੁੰਜ ਯੂਨਿਟ)
இணக்கமான,ਅਨੁਕੂਲ
ஒப்புமை,ਸਮਾਨਤਾ
ஆய்வாளர்,ਵਿਸ਼ਲੇਸ਼ਕ
பகுப்பாய்வு,ਵਿਸ਼ਲੇਸ਼ਣ
பகுப்பாய்வு,ਵਿਸ਼ਲੇਸ਼ਣੀ
புள்ளி அல்லாத,ਗੈਰ-ਪੁਆਇੰਟ
முரண்பாடான,ਅਸਧਾਰਨ
மற்றும் கதவு,ਅਤੇ ਦਰਵਾਜ਼ਾ
ஒலி அல்லாத,ਗੈਰ-ਧੁਨੀ
ஒழுங்கற்ற நெகிழ்ச்சி,ਅਸਧਾਰਨ ਲਚਕਤਾ
நீரற்ற,ਨਿਹਾਈਡ੍ਰਸ
கோணம்,ਕੋਣ
angstrom அலகு,ਐਂਗਸਟ੍ਰੋਮ ਯੂਨਿਟ
கோணல்,ਕੋਣੀ
நீடிப்பான் வெர்னியர்,protractor vernier
சர்ச்சைக்குரிய,ਵਿਵਾਦਪੂਰਨ
மரியாதையற்ற,ਬੇਇੱਜ਼ਤੀ
வண்ணமயமான காந்தமாக்கல்,ਅਕ੍ਰੋਮੈਟਿਕ ਚੁੰਬਕੀਕਰਨ
மந்தமான,ਢਿੱਲੀ
அயனி,anion
சமச்சீரற்ற,ਅਸਮਿਤ
ஐசோட்ரோபிக்,ਆਈਸੋਟ੍ਰੋਪਿਕ
ஐசோட்ரோபிசம்,isotropism
நீக்குதல்,ਮਿਟਾਉਣਾ
சதிகாரர்கள்,ਸਾਜ਼ਿਸ਼ਕਰਤਾ
நேர்மின்முனை,ਐਨੋਡ
அனோடைசேஷன்,anodization
சீரற்ற,ਅਸੰਗਤ
ஒளியியல் அமைப்பு,ਆਪਟੀਕਲ ਸਿਸਟਮ
ஆண்டெனா,ਐਂਟੀਨਾ
ஆன்டிபெரியன்,ਐਂਟੀਬੇਰੀਅਨ
பிணைப்பு எதிர்ப்பு சொத்து,ਵਿਰੋਧੀ ਬੰਧਨ ਜਾਇਦਾਦ
எதிர் பத்திரம்,ਵਿਰੋਧੀ ਬਾਂਡ
தலைகீழ் சக்தி,ਉਲਟ ਸ਼ਕਤੀ
காந்தவியல்,ਡਾਇਮੈਗਨੈਟਿਕ
காந்தப் பொருள்,ਡਾਇਮੈਗਨੈਟਿਕ ਸਮੱਗਰੀ
அழற்சி எதிர்ப்பு,ਸਾੜ ਵਿਰੋਧੀ
ஈர்ப்பு எதிர்ப்பு,ਐਂਟੀਗ੍ਰੈਵਿਟੀ
ஆன்டிலாம்டா துகள்,antilamda ਕਣ
அலெப்டன்,ਐਲੇਲੈਪਟਨ
காந்தவியல்,ਡਾਇਮੈਗਨੈਟਿਕ
எதிர்ப்பொருள்,ਐਂਟੀਮੈਟਰ
எதிர்ப்பு ஏவுகணை,ਵਿਰੋਧੀ ਮਿਜ਼ਾਈਲ
எதிர்நியூட்ரான்,antineutron
துடிக்கும்,pulsating
எதிர் அணுக்கரு,antinucleon
எதிர் துகள்,ਵਿਰੋਧੀ ਕਣ
ஆன்டிபுரோட்டான்,ਐਂਟੀਪ੍ਰੋਟੋਨ
எதிர் பிரதிபலிப்பு,ਪ੍ਰਤੀਬਿੰਬ ਵਿਰੋਧੀ
சமச்சீரற்ற,ਵਿਰੋਧੀ ਸਮਰੂਪ
மீண்டும் நிகழாதது,ਗੈਰ-ਆਵਰਤੀ
காலமற்ற தன்மை,anachronism
துளையிடப்பட்ட ஸ்கேனிங் வட்டு,perforated ਸਕੈਨਿੰਗ ਡਿਸਕ
துவாரக்,ਦੁਆਰਕ
"மேல், மேல், முன்","ਸਿਖਰ, ਸਿਖਰ, ਸਾਹਮਣੇ"
"சூரியன் உயர், அதிக சூரியன்","ਉੱਚਾ ਸੂਰਜ, ਉੱਚਾ ਸੂਰਜ"
அக்கறையற்ற சரிகை,ਉਦਾਸੀਨ ਕਿਨਾਰੀ
பரிதாபமற்றது,ਗੈਰ ਤਰਸਯੋਗ
இயலாமை,ਗੈਰ-ਅਯੋਗਤਾ
மிகவும் வண்ணமயமான,ਬਹੁਤ ਅਕ੍ਰੋਮੈਟਿਕ
"நிலம்-உயர்ந்த, உச்சநிலை","ਜ਼ਮੀਨ-ਉੱਚਾ, apogee"
"துருவமற்ற, சுற்றளவு","ਗੈਰ-ਧਰੁਵੀ, ਚੱਕਰੀ"
பார்ப்பனியம்,parapolarity
சாதனம்,ਡਿਵਾਈਸ
"மெய்நிகர், காட்சி","ਵਰਚੁਅਲ, ਵਿਜ਼ੂਅਲ"
தெரியும் சூரியன்,ਦਿਖਾਈ ਦੇਣ ਵਾਲਾ ਸੂਰਜ
காட்சி நேரம்,ਵਿਜ਼ੂਅਲ ਸਮਾਂ
வெளிப்படும் தோற்றம்,ਉਭਰਦੀ ਦਿੱਖ
விண்ணப்பம்,ਐਪਲੀਕੇਸ਼ਨ
பொருந்தக்கூடிய தன்மை,ਲਾਗੂ ਹੋਣ
விண்ணப்பித்தார்,ਲਾਗੂ ਕੀਤਾ
கவனிக்கத்தக்கது,ਦੇਖਣਯੋਗ
அணுகுமுறை,ਪਹੁੰਚ
"அருகில், தோராயமாக","ਨੇੜੇ, ਲਗਭਗ"
தோராயம்,ਲਗਭਗ
நீராவி அழுத்தம்,ਭਾਫ਼ ਦਾ ਦਬਾਅ
தன்னார்வ,ਸਵੈ-ਇੱਛਤ
"வில் உலை, வில் உலை","ਚਾਪ ਭੱਠੀ, ਚਾਪ ਭੱਠੀ"
ஆர்க்கிமிடிஸ் சட்டம்,ਆਰਕੀਮੀਡੀਜ਼ ਦਾ ਕਾਨੂੰਨ
கட்டிடக்கலை ஒலியியல்,ਆਰਕੀਟੈਕਚਰਲ ਧੁਨੀ ਵਿਗਿਆਨ
பரிதி விளக்கு,ਚਾਪ ਲੈਂਪ
வில்-ஸ்பெக்ட்ரம்,ਚਾਪ-ਸਪੈਕਟ੍ਰਮ
"பகுதி, பகுதி","ਖੇਤਰ, ਖੇਤਰ"
"பிராந்திய, பிராந்திய","ਖੇਤਰੀ, ਖੇਤਰੀ"
"கை, கை, கிளை","ਬਾਂਹ, ਬਾਂਹ, ਸ਼ਾਖਾ"
அமெச்சூர்,ਸ਼ੁਕੀਨ
"வரிசை, வரிசை","ਐਰੇ, ਐਰੇ"
பெறுபவர்,ਪ੍ਰਾਪਤਕਰਤਾ
உச்சரிப்பு தெளிவு,ਉਚਾਰਨ ਸਪਸ਼ਟਤਾ
செயற்கை,ਸਿੰਥੈਟਿਕ
செயற்கை மாற்றம்,ਨਕਲੀ ਤਬਦੀਲੀ
ஏறுமுகம்,ਚੜ੍ਹਦਾ
ஏற்றம்,ਚੜ੍ਹਾਈ
ஏறும்,ਚੜ੍ਹਨਾ
அகோலி,ਅਗੋਲੀ
திரட்டுதல்,ਏਕੀਕਰਨ
தொகுப்பு,ਦਾ ਸੈੱਟ
"கூட்டுதல், கூட்டுதல்","ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ"
"அசெம்பிளிங், அசெம்பிள், அசெம்பிள்","ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ"
துல்லியமான மதிப்பீடு,ਸ਼ੁੱਧਤਾ ਅਨੁਮਾਨ
குறிப்பிடப்பட்ட (குவாண்டம் எண்களின்) விவரக்குறிப்புகள்,ਨਿਰਧਾਰਿਤ (ਕੁਆਂਟਮ ਸੰਖਿਆਵਾਂ ਦੀ) ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ
"தொடர்புடைய, துணை, இணைந்த","ਸੰਬੰਧਿਤ, ਸਹਿਯੋਗੀ, ਸੰਯੁਕਤ"
உயிர் ஒலி,ਸਵਰ ਆਵਾਜ਼
தானியங்கி மல்டிவிபிரேட்டர்,ਆਟੋਮੈਟਿਕ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ
ஆஸ்தெனிக்,ਅਸਥਨਿਕ
"மதுவிலக்கு, astigmatism","ਪਰਹੇਜ਼, ਅਜੀਬਤਾ"
விண்வெளி பயண மின்னணுவியல்,ਪੁਲਾੜ ਯਾਤਰਾ ਇਲੈਕਟ੍ਰੋਨਿਕਸ
வானியற்பியல்,ਖਗੋਲ ਭੌਤਿਕ ਵਿਗਿਆਨ
விண்வெளி,ਪੁਲਾੜ ਯਾਤਰੀ
வானியலாளர்,ਖਗੋਲ ਵਿਗਿਆਨੀ
விண்ணுலகம்,ਆਕਾਸ਼ੀ
வானியல்,ਖਗੋਲ ਵਿਗਿਆਨ
வானியற்பியல்,ਖਗੋਲ ਭੌਤਿਕ ਵਿਗਿਆਨ
சமச்சீரற்ற,ਅਸਮਿਤ
அறிகுறியற்ற,asymptotic
மோசமாக்கும்,ਪਰੇਸ਼ਾਨ ਕਰਨ ਵਾਲਾ
ஒத்திசைவற்ற,ਅਸਿੰਕ੍ਰੋਨਸ
"வளிமண்டலம், வளிமண்டலம்","ਮਾਹੌਲ, ਮਾਹੌਲ"
வளிமண்டலம்,ਵਾਯੂਮੰਡਲ
காற்று கொந்தளிப்பு,ਹਵਾ ਦੀ ਗੜਬੜ
அணுக்கரு,ਪ੍ਰਮਾਣੂ
அணு,ਪਰਮਾਣੂ
அணுசக்தி,ਪਰਮਾਣੂ
அணுக்கரு நிறை,ਪ੍ਰਮਾਣੂ ਪੁੰਜ
அணு எண்,ਪਰਮਾਣੂ ਨੰਬਰ
"அணு உலை, அணுக் குவியல்","ਪ੍ਰਮਾਣੂ ਰਿਐਕਟਰ, ਪ੍ਰਮਾਣੂ ਢੇਰ"
அணு,ਪਰਮਾਣੂ
துகள்,ਕਣ
துகள்,ਕਣ
"தணிவு, தணிவு",ਧਿਆਨ
"தணித்தல், தணித்தல்","ਘਟਾਓਣਾ, ਘੱਟ ਕਰਨਾ"
வசீகரம்,ਸੁਹਜ
ஈர்ப்பு சக்தி,ਖਿੱਚ ਦੀ ਤਾਕਤ
கேட்கக்கூடிய தன்மை,ਸੁਣਨਯੋਗਤਾ
ஒலி அதிர்வெண் பெருக்கி,ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਐਂਪਲੀਫਾਇਰ
கேட்கக்கூடிய,ਸੁਣਨਯੋਗ
ஆடியோ ஜெனரேட்டர்,ਆਡੀਓ ਜਨਰੇਟਰ
கேட்கக்கூடிய வரைபடம்,ਸੁਣਨਯੋਗਤਾ ਗ੍ਰਾਫ
கேட்கும் அறிவியல்,ਸੁਣਨ ਵਿਗਿਆਨ
ஒலிமானி,ਆਡੀਓਮੀਟਰ
கேட்கக்கூடிய அதிர்வெண் ஆஸிலேட்டர்,ਸੁਣਨਯੋਗ ਬਾਰੰਬਾਰਤਾ ਔਸਿਲੇਟਰ
ஒலி சமிக்ஞை,ਧੁਨੀ ਸੰਕੇਤ
ஒலி-ஒளி காட்சி,ਆਡੀਓ-ਵਿਜ਼ੂਅਲ
"ஆடிட்டோரியம், ஆடிட்டோரியம்","ਆਡੀਟੋਰੀਅਮ, ਆਡੀਟੋਰੀਅਮ"
OZ விளைவு,OZ ਪ੍ਰਭਾਵ
பதவி உயர்வு,ਤਰੱਕੀ
மேம்படுத்துபவர்,ਵਧਾਉਣ ਵਾਲਾ
துருவ சுடர்,ਧਰੁਵੀ ਲਾਟ
தென் துருவ சுடர்,ਦੱਖਣੀ ਧਰੁਵੀ ਲਾਟ
வட துருவ சுடர்,ਉੱਤਰੀ ਧਰੁਵੀ ਲਾਟ
தானியங்கி எச்சரிக்கை,ਆਟੋਮੈਟਿਕ ਚੇਤਾਵਨੀ
தானாக இணையாக,ਆਟੋ ਸਮਾਨੰਤਰ
"தானியங்கி, தானியங்கி, தானியங்கி","ਆਟੋਮੈਟਿਕ, ਆਟੋਮੈਟਿਕ, ਆਟੋਮੈਟਿਕ"
"ஆட்டோமேஷன், ஆட்டோமேஷன்","ਆਟੋਮੇਸ਼ਨ, ਆਟੋਮੇਸ਼ਨ"
"உதவியாளர், கூட்டுறவு, கூடுதல்","ਸਹਾਇਕ, ਸਹਿਕਾਰੀ, ਵਾਧੂ"
"அவடவா, அவலாஞ்சி","ਅਵਦਾਵਾ, ਅਵਦਾਵਾ"
"சராசரி, சராசரி","ਮਤਲਬ, ਮਤਲਬ"
பரிவாரன்,ਪਰਿਵਾਰ
அச்சு,ਧੁਰੀ
அச்சு,ਧੁਰਾ
அஜிமுத்,ਅਜ਼ੀਮਥ
அஜிமுத்,ਅਜ਼ੀਮਥ
மீண்டும்,ਵਾਪਸ
"பின்னணி, பின்னணி","ਪਿਛੋਕੜ, ਪਿਛੋਕੜ"
"பின்தங்கிய, பின்தங்கிய","ਪਿਛਾਂਹ, ਪਿਛੇ"
திருப்புமுனை,ਵਾਪਸ ਭੇਜਣ ਦਾ ਸਮਾਂ
பின் மின்னழுத்த துடிப்பு,ਵਾਪਸ ਵੋਲਟੇਜ ਪਲਸਰ
பிந்தைய உறவு,ਪੋਸਟ-ਰਿਸ਼ਤਾ
கொடுக்கப்படுவதுடன்,ਅਦਾਇਗੀ
எதிர்ப்பு மின்னழுத்தம்,ਵਿਰੋਧੀ ਵੋਲਟੇਜ
பின்புற சிதறல்,ਪਿਛਲਾ ਖਿੰਡਾ
இடைநிலை அலை,ਵਿਚਕਾਰਲੀ ਲਹਿਰ
இன்சுலேட்டர்,ਇੰਸੂਲੇਟਰ
பாராசூட் ஜம்ப்,ਪੈਰਾਸ਼ੂਟ ਛਾਲ
வெப்பமூட்டும்,ਹੀਟਿੰਗ
"சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை","ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ"
சமநிலைப்படுத்துபவர்,ਸੰਤੁਲਨ
சமநிலை,ਸੰਤੁਲਨ
உருண்டை,ਗਲੋਬਿਊਲ
"பாலிஸ்டிக், பாலிஸ்டிக்","ਬੈਲਿਸਟਿਕ, ਬੈਲਿਸਟਿਕ"
"ப்ராஜெக்ஷன் கால்வனோமீட்டர், ப்ராஜெக்ஷன் கால்வனோமீட்டர்","ਪ੍ਰੋਜੈਕਸ਼ਨ ਗੈਲਵੈਨੋਮੀਟਰ, ਪ੍ਰੋਜੈਕਸ਼ਨ ਗੈਲਵੈਨੋਮੀਟਰ"
ஏவுகணை,ਮਿਜ਼ਾਈਲ
"பந்துவீச்சு, ஆயுதம்","ਬੈਲਿਸਟਿਕਸ, ਹਥਿਆਰ"
கணிப்பு,ਪ੍ਰੋਜੈਕਸ਼ਨ
இலவச பாதை,ਮੁਫਤ ਟ੍ਰੈਜੈਕਟਰੀ
"பலூன், பலூன்","ਗੁਬਾਰਾ, ਗੁਬਾਰਾ"
பால்மர் இடைநிறுத்தம்,balmer ਬੰਦ
"இசைக்குழு, இசைக்குழு, இசைக்குழு","ਬੈਂਡ, ਬੈਂਡ, ਬੈਂਡ"
குண்டு வெடிப்பு,ਧਮਾਕਾ
"வரிசை, கற்றை, கரை, கரை, கடற்கரை","ਐਰੇ, ਬੀਮ, ਕਿਨਾਰੇ, ਬੈਂਕ, ਤੱਟ"
"நெடுவரிசை, பட்டை, கோப், தொகுதி, பட்டை, கம்பி, பட்டை, 8. சுவர், 9. கோடு, 10. விளிம்பு, 1 தொகுதி, 1, பட்டை, 1, கோடு, 1, சோதனைக் கோடு","ਕਾਲਮ, ਬਾਰ, ਕੋਬ, ਬਲਾਕ, ਬਾਰ, ਰਾਡ, ਬਾਰ, 8. ਕੰਧ, 9. ਲਾਈਨ, 10. ਕਿਨਾਰਾ, 1 ਬਲਾਕ, 1, ਬਾਰ, 1, ਲਾਈਨ, 1, ਟੈਸਟ ਲਾਈਨ"
பார்டீன் கொள்கை,bardeen ਅਸੂਲ
barkhausen விளைவு,barkhausen ਪ੍ਰਭਾਵ
பார்லோ சுழற்சி,ਬਾਰਲੋ ਚੱਕਰ
பட்டை காந்தம்,ਪੱਟੀ ਚੁੰਬਕ
கொட்டகை,ਕੋਠੇ
காற்று அழுத்த வரைபடம்,ਹਵਾ ਦਾ ਦਬਾਅ ਗ੍ਰਾਫ
"barograph, barograph","barograph, barograph"
காற்றழுத்தமானி,ਬੈਰੋਮੀਟਰ
