Tamil,Hindi
பார்ன் பர்னர்ஸ்,बार्न बर्नस
பரோன்,"बैरन, सामंत"
பாரோனேஜ்,बैरोनेज
பரோன்ஸ் மேஜர்கள்,महासामंत
பரோன்ஸ் மைனர்கள்,लघु सामंत
பரோனஸ்,सामंत पत्नी
பரோனெட்,उपसामंत
பரோனேடேஜ்,उपसामंत वर्ग
பரோனேடேஜ்,2. बैरोनेट वंशावली
பேரோனெட்டி,उपसामंत
பேரோனி,बैरोनी
பாராகூன்,दास बंदीगृह
பாராகூன்,2. दास-गृह
தடுப்பு (=பேரிகாடோ),अवरोध
தடுப்பு (=பேரிகாடோ),2. घिराव
தடுப்பு (=பேரிகாடோ),3. मोचबिंदी
அடிப்படை முகாம்,आधार शिबिर
பேராலயம்,वैसिलिका
பேராலயம்,2. सभा भवन
பஸ்திலா,बैस्टील
பாஸ்டில்,बैस्टील
பாஸ்டில்,2. कारागार
மின்கலம்,तोपखाना
போர்,"रण, समर, युद्ध"
போர்-வரிசை,रण-व्यूह
யுத்த அழுகுரல்,युद्ध-घोष
போர் டின்,युद्ध कोलाहल
போர்க்களம்,"रण भूमि, रण क्षेत्र, समरांगण"
போர் பாடல்,युद्ध-गान
ஸ்பர்ஸ் போர்,एड़-युद्ध
ஸ்டாண்டர்ட் போர்,ध्वज-संग्राम
போர்க்கப்பல்,"रणपोत, जंगी जहाज़, संगरपोत"
போர்க்கப்பல்-வலிமை,"संगरपोत शक्ति, रणपोत-शक्ति"
பேயுக்ஸ் சீலை,बेयू चित्रपट
கலங்கரை விளக்கம்,संकेत प्रकाश
கலங்கரை விளக்கம் கோபுரம்,प्रकाश स्तंभ
பீவர்,मुखरक्षी
பீவர்,2. बीवर सिक्का
கடலின் பிச்சைக்காரர்கள்,समुद्री बैगर
பெல்லிகோஸ்,युयुत्यु
பெல்லிகோஸ்,2. लड़ाकू
பெல்லிகோஸ்,3. युद्धप्रिय
பெல்கோசிட்டி,"युयुत्सा, युद्धप्रियता, लड़ाकूपन"
பெல்லோனா,बेलोना
நன்மை,"मठवृत्ति, धमवृत्ति, पादरी की वृत्ति"
குருமார்களின் பலன்,पादरी-सुविधा
பெனலக்ஸ்,बेनीलक्स
பெர்லின் ஆணை,"बर्लिन डिकी, बर्लिन निषेध"
பெர்சர்கர்,"जुझारू योद्धा, नार्सी योद्धा"
பெசன்ட் (=பெசண்ட்),बजांत
பெத்தேல்,बैथेल
நூலாசிரியர்,ग्रंथ-पूजक
புத்தக வழிபாடு,ग्रंथपूजन
பெரிய பெர்தா,बिग बर्था
மதவெறி,धर्मांध
பில்லெட்டிங்,वासादेश
பில்,बिल ऑफ अटेन्डर
உரிமைகள் மசோதா,अधिकार-पत्र
வாழ்க்கை வரலாற்றாசிரியர்,"जीवनीकार, चरित लेखक"
பிறப்பு கதைகள்,जातक कथाएँ
Bivouac,पड़ाव
Bivouac,2. रण-शिविर
Bivouac,3. सैनिक पहरा
பிசோனியா,बाइज़ोनिया
கருப்பு பறவைகள்,अवैध दास आयात
கருப்பு கொடி,काला झंडा
கருந்துளை,काल-कोठरी
கருந்துளை,2. ब्लैक होल
கருப்பு கால் (=சிரங்கு),"गद्दार, द्रोही"
கருப்பு சட்டை,"ब्लैक शर्ट, काली कुर्ती दल"
பிளேசன்,कुल चिह्र
பிளேசன்,2. कुल चिह्र अंकन
பிரகாசம்,कुल-चिह्रांकन कला
பிரகாசம்,2. कलात्मक प्रदर्शन
பிளிட்ஸ்கிரீக்,"तड़ित युद्ध, तूफानी हमला"
இரத்தமில்லாத புரட்சி (=புகழ்பெற்ற புரட்சி),"गौरवमय क्रांति, रक्तहीन क्रांति"
இரத்தம் கொண்டவர்,"रक्तपात देय, खून की कीमत, रक्तपात दण्ड"
ப்ளடி மேரி,खूनी मेरी (सन् - ईo)
நீலம்,ब्लू
நீல இரத்தம்,"आभिजात्य, कुलीनता"
நீல புத்தகம்,"नीली पुस्तिका, सरकारी रिपोर्ट, ब्लू बुक"
நீல தலைப்பட்டை,"नीला फीता, ब्लू रिबन"
நீல தலைப்பட்டை,2. सर्वोच्च सम्मान
ப்ளூஸ் (=ராயல் குதிரை காவலர்கள்),राजकीय रक्षक
நீல நிற சட்டை,नीली कुर्ती दल (इटली)
நீல நீர் பள்ளி,नौसेना समर्थक
கட்டுப்பாட்டு வாரியம்,"संचालन-मंडल, संचालन-बोर्ड, नियंन्त्रण मंडल"
உடல் கவசம்,"वर्म, जिरह-बख्तर"
போயர்,बूर
கொள்ளை,लूट का माल
பெருநகரம்,बरो
பவுல்யூடெரியன்,सीनेट सदन
போர்பன்,बूर्बा
குத்துச்சண்டை வீரர் கிளர்ச்சி,बॉक्सर विद्रोह
பிரேஸ்,भुज कवच
பிராசர்ட்,बाहु पट्टिका
பிராசர்ட்,"2. भुज बंध, भुज कवच"
ரொட்டி காலனிகள்,बहुधान्यक प्रदेश
மார்பக தட்டு,"वक्षस्त्राण, उरस्ताण"
மார்பக வேலை,आवक्ष भित्ति
ப்ரெட்வால்டா,"ब्रेटवाल्डा, ब्रिटनों का अधिपति"
பிரிகாண்ட்,बटमार
பிரிகாண்டேஜ்,"बटमारी, लुंठन, राहजनी"
பிரிட்டிஷ் காமன்வெல்த் நாடுகள்,"ब्रिटिश कॉमनवेल्य, राष्ट्रमंडल"
பிரவுன் ஷர்ட்ஸ் (=நாஜிக்கள்),"ब्राउन शर्ट्स, भूरी कुर्ती दल"
பிரஸ்ஸல்ஸ் உடன்படிக்கை (ஒப்பந்தம்) அமைப்பு (=மேற்கு ஐரோப்பிய ஒன்றியம்),ब्रुसेल्स संधि संगठन
பஃப்,महिष चर्म
பஃப்,2. लघु कोट
பஃப்-கோட்,बफ़-कोट
பஃப்ஸ்,बफ़-रेज़िमेंट
புலே (=சபை),ब्यूल
பர்கேஜ்,पट्टेदारी
பர்கெஸ்,पौर प्रतिनिधि
பைசண்டைன்,बाईजेन्टिनी
பைசண்டைன் தேவாலயம்,बाइजेन्टिनी गिरजाघर
பைசண்டைன் பேரரசு,बाइजेन्टिनी साम्राज्य; पूर्वी रोम साम्राज्य
பைசண்டைன் சகாப்தம்,बाइजेन्टिनी संवत्
பைசண்டைன் வரலாற்றாசிரியர்கள்,बाइजेन्टिनी इतिहासकार
கபால்,"काबेल, षडयंत्रकारियों का गुट"
சீசரிசம்,सीज़रतंत्र
கலீஃபா,खलीफ़ा
எழுத்தாளன்,"खुशनवीस, सुलेखक"
கையெழுத்து எழுதுபவர்,सुलेख-विशारद
எழுத்துக்கலை,सुलेख
கால்ட்ராப்,कैल्ट्रॉप
தோழமை,सौहार्द
கேமரிலா,लघु कक्ष
கேமரிலா,2. षाड्यंत्रिक
கேமலாகம்,(पोप का) मुकुट
உருமறைப்பு,"छद्मावरण, छद्म गोपन"
பிரச்சாரம்,अभियान
முகாம் பின்பற்றுபவர்,लश्करी; शिविरानुचर
காம்போ சாண்டோ,गिरजा क़ब्रिस्तान
மார்டியஸ் வளாகம்,कैंपस मारशियस
கேனபோரா,"कान्फोरा, डलियावाली"
கங்கு,कैंग; काष्ठबंध
பீரங்கி,गोलाबारी
பீரங்கி தீவனம்,"युद्ध-बलि, तोपचारा"
நியதி,धर्म-सूत्र
நியதி சட்டம்,"चर्च क़ानून, ईसाई धर्म-नियम, धमनियम"
கனோபஸ் ஆணை,"कैनोपेस आज्ञप्ति, कैनोपस डिक्री"
ஆயுதங்களை ஏந்துதல்,"चिह्रित शस्त्र, चिह्रित आयुध"
கைதி,बंदी
பிடிப்பவன்,बंदीकर्त्ता
கார்டினல்,कार्डिनल
கார்ல்,कार्ल
கரோலிங்கியன் வம்சம்,कैरोलिन्जी राजवंश
கார்த்தூசியன் பிரிவு,कारथूसी संप्रदाय
கார்டோசா,कारथूसी मठ
காஸ்ட்லியன்,"किलेदार, कोटपाल"
காஸ்ட்லியன்,2. केस्टेलन
சாதி அமைப்பு,वर्ण-व्यवस्था
கோட்டை,() दुर्ग
கோட்டை,(2) गढ़ी
கோட்டை நகரம்,दुर्ग-नगर
காஸ்ட்ரா,कैस्ट्रा
காஸ்ட்ரா,2. रोमन शिविर
கதீட்ரா,पादरी का सिंहासन
கதீட்ரல்,मुख्य गिरजाघर
கேட்டோ ஸ்ட்ரீட் சதி,केटो स्ट्रीट षडयंत्र
காடிலோ,कॉडिलो
காவலர்,() कैवेलियर
காவலர்,(2) घुड़सवार
கவாலியர் பாராளுமன்றம்,कैवेलियर पार्लियामेंट
அதுலாம் குகை,"पक्ष-त्यागी गुट, आडुलम गुट"
குகை ஓவியம்,"गुहा-चित्रकारी, गुहा-चित्रण"
குகை ஓவியம்,2. गुहा-चित्र
சென்டம்விர்,सेन्टुमविर
செஞ்சுரியன்,सेंचुरियन
நூற்றாண்டு,"शताब्दी, सदी, शती"
சங்கிலி கவசம் (=செயின் மெயில்),"जिरह-बख्तर, श्रृंखला-कवच"
சாந்த்ரி,"समर्पित मंदिर, समर्पित पूजागृह"
சாந்த்ரி,2. समर्पित धर्मदास
அத்தியாய புத்தகம்,चैप पुस्तिका
சாப்ளின்,"धर्माधिकारी, चैपलिन"
அத்தியாயம்,पादरी मंडल
விபத்துகளின் அத்தியாயம்,सांयोगिक दुर्घटनाएँ
கட்டணம்,कीतिंचिह्र
பொறுப்பாளர்கள்,"कार्यदूत, दूत-कार्यकारी"
கட்டணம் பிரித்தல்,विदाई परामर्श
சார்ஜர்,युद्धाश्व
தேர்,विजय रथ
தேரோட்டி,रथारोही
தேரோட்டி,2. रथी
தேரோட்டி,3. सारथी
தொண்டு சமையலறை,"अन्नसत्र, लंगर"
சாசனம்,"अधिकार-पत्र, चार्टर"
சார்டிஸ்ட் இயக்கம் (=சார்டிசம்),चार्टिस्ट आंदोलन
சார்ட்டோபிலாசியம்,"अभिलेख-कक्ष, अभिलेख-प्रकोष्ठ"
அரட்டை,"सामंत गढ़ी, शातो"
செக் போஸ்ட்,पड़ताल चौकी
இரசாயனப் போர்,रासायनिक युद्ध
செஸ்டர்,दुर्ग-नगर
முதல்வர்,सरदार
தலைவன்,सरदार
தலைவன்,2. सामंत
தலைவன்,3. राजा
சிஃப்பான்,"जालांशुक, जालीदार कपड़ा, शिफान"
வீரம்,शौर्य
தேர்ந்தெடுக்கப்பட்ட மக்கள்,यहूदी लोग
கிறிஸ்மோகிராஃபியன்,दिव्यवाणी कक्ष प्रवचन कक्ष
கிறிஸ்தவமண்டலம்,ईसाई जगत
கிறிஸ்தவ சகாப்தம்,ईसवी काल
கிறிஸ்தவ சோசலிசம்,ईसाई समाजवाद
நாளாகமம்,इतिवृत्त
க்ரோனிக்லர்,इतिवृत्तकार
கிரைஸ் செர்சோனீஸ்,स्वर्ण-भूमि
சிமிலியம்,रत्न-कक्ष
Cinquecento உடை,सोलहवीं शती की शैली
சுற்றறிக்கை,परिनौचालन
சிஸ்டர்சியன் துறவி,सिस्तर्शी साधु
கோட்டை,"दुर्ग, गढ़ी"
மேற்கோள்,() प्रशस्ति
மேற்கோள்,(2) उपस्थिति सूचना
கீழ்ப்படியாமை,सविनय अवज्ञा (आन्दोलन)
உள்நாட்டுப் போர்,गृह-युद्ध
சிவிஸ் ரோமானஸ்,रोमन नागरिक
கிளாசிக்கல் வயது,"कलासिकी युग, श्रेण्य युग"
கிளெஃப்ட் (=கிளெஃப்ட்),बटमार
மதகுருத்துவம்,"पादरीवाद, पुरोहितवाद"
மதகுரு,"भूग्राही, क्लेरुक"
க்ளூனியாக் இயக்கம்,क्लूनी आंदोलन
கோட் கவசம்,"कवच, जिरह-बख्तर"
கோட் ஆஃப் ஆர்ம்ஸ்,कुलांक
கோட் ஆஃப் ஆர்ம்ஸ்,2. आयुधांक
கோட் ஆஃப் ஆர்ம்ஸ்,3. अस्त्र-ध्वजादि-चित्रण
அஞ்சல் கோட்,"कवच, जिरह-बख्तर, अंगत्राण"
கோஹார்ட்,कोहॉर्ट
கொமிடியா,कोमिशिया
கொமிடியா செஞ்சுரியாட்டா,कोमिशिया सेंतुरियाता
கொமிடியா குரியாட்டா,कोमिशिया क्यूरिआता
கமிட்டியா திரிபுட்டா,कोमिशिया ट्रिब्यूता
நினைவு வளைவு,स्मारक तोरण
நினைவு நாணயம்,स्मारक सिक्का
நினைவு முத்திரை,स्मारक मुहर
பொதுவான புலம்,सार्वजनिक भूमि
கம்யூனார்ட்,कम्यूनार्ड
கான்கார்டாட்,समझौता
கான்கார்டாட்,2. धर्म-संधि
காண்டோட்டியர்,कंदोत्यर
உறுதிப்படுத்தல் கார்டரம்,"अधिकार-पत्र की पुष्टि, चार्टर-पुष्टि"
மோதல்,संघर्ष
சபை,धर्म-संगति
மாநிலத்தை வென்றது,विजेता राज्य
வெற்றியாளர்,विजेता
வெற்றியாளர்,"वर्षक वीर, अत्याचारी विजेता"
கான்சிலியம்,राजपरिषद्
கன்சிஸ்டரி,"चर्च न्यायालय, काँसिस्टरी"
சதி,षड़यन्त्र
சதி,2. साजिश
துாதரகம்,कांसुली शासन
ஆலோசனை புத்தகம்,परामर्श-पुस्तिका
கான்டினென்டல் அமைப்பு,महाद्वीपीय व्यवस्था
மாநாடு பாராளுமன்றம்,अनधिकृत आहूत पार्लियामेंट
காப்பர்ஹெட்ஸ் (=அமைதி ஜனநாயகவாதிகள்),कापरहेड्स
காப்பிஹோல்ட்,"पट्ट-भूमि, पट्टे पर मिली भूमि"
சுற்றிவளைத்தல்,परिसीमन; घेरा डालना
கொரோனா,"मुकुट, किरीट"
முடிசூட்டு விழா,राज्याभिषेक
முடிசூட்டுக்கல்,"अभिषेकाश्म, अभिषेक-शिला"
கார்பஸ்,(ग्रंथ) संग्रह
கோர்செயர்,"जलदस्यु, समुद्री डाकू"
கோர்செயர்,2. दस्यु पोत
கோர்செட் (=கோர்செலெட்),"उरस्त्राण, वक्षस्त्राण"
கோர்டெஸ்,"कार्टिज़, स्पेनी संसद"
கோட்டர் (=கோட்டியர்),कुटी घर
கோட்டர் (=கோட்டியர்),2. खिदमती काश्तकार
பலடினேட் எண்ணுங்கள்,काउन्ट पैलेटीनेट
நாட்டு வீடு,ग्राम्य आवास
மாவட்டம்,काउन्टी
கவுண்டி பரோ,काउन्टी बरो
மாவட்ட நீதிமன்றங்கள்,काउन्टी न्यायालय
கவுண்டி பாலாடைன்,काउन्टी रियासत
நீதிமன்றம்,दरबार
நீதிமன்றம்,2. राजसभा
நீதிமன்ற சுற்றறிக்கை,राजपरिपत्र
நீதிமன்ற ஆசாரம்,"दरबारी शिष्टाचार, दरबारी अदब, दरबारी क़ायदा"
நீதிமன்ற அதிகாரி,"राजदरबारी, राजसभासद, मुसाहिब"
கேசேஷன் நீதிமன்றம்,कोर्ट ऑफ कैसेशन
இயக்குநர்கள் நீதிமன்றம் (EIC),"(ईस्ट इंडिया कंपनी का) निदेशक मंडल, कोर्ट ऑफ डायरेक्टर्स"
உரிமையாளர்களின் நீதிமன்றம்,"(ईस्ट इंडिया कंपनी का) स्वामी मंडल, कोर्ट ऑफ प्रोप्राइटर्स"
நீதிமன்ற கவிஞர்,राजकवि
உடன்படிக்கை செய்யப்பட்ட கேமரோனியர்கள்,प्रसंविदाकारी केमेरोनपंथी
கிரீடம்,"राजा, क्राउन"
கிரீடம்,2. (क) ताज
கிரீடம்,(ख) मुकुट
கிரீடம் நிலம்,"खालसा, राजभूमि"
கிரீடம் நிலம்,2. संघ राज्य
பட்டத்து இளவரசர்,युवराज
சிலுவைப் போர்,"धर्मयुद्ध, जिहाद"
சிலுவைப்போர்,धर्म-योद्धा
கிரிப்டோகிராம்,"गुप्त लेख, छद्म लेख, गुप्त संदेश, कूट लेख, कूट संदेश, छद्म संदेश"
குயிராஸ்,"वक्षस्त्राण, जिरहबख़्तर"
கியூராசியர்,"चर्म कवचधारी, अश्वारोही"
வழிபாட்டு தெய்வம்,संप्रदाय देवता
கியூரியா,"क्यूरिया, सभा-भवन, परिषद"
கியூரியா,2. रोम का सीनेट भवन
ஜாரிசம்,जारशाही
இருண்ட கண்டம்,अंध महाद्वीप
தீர்ப்பு நாள்,प्रलय-दिवस
தீர்ப்பு நாள்,2. क़यामत का दिन
டீன்,"डीन, अधिष्ठाता"
தசாப்தம்,जशक
டெனாரியஸ்,दीनार
பதவி நீக்கம் செய்யப்பட்ட மன்னர்,सिंहासनच्युत राजा
கெடுக்கும்,विलुंठन
கெடுதல்,"अपहरण, लूट-खसोट"
அரியணை,गद्दी से उतारना
டயடம்,राजमुकुट
டயடம்,2. किरीट
டயடம்,3. राजचिह्र
தியாசியா,डायेसिया
டிகாஸ்டீரியம்,न्यायालय
டிலுவியலிஸ்ட்,जलप्रलयवादी
மறைமாவட்டம்,बिशप-क्षेत्र
மறைமாவட்டம்,2. डायोसीज़
டைரக்டயர் (=டைரக்டரி),क्रांतिकारी कार्यकारिणी
டைரக்டயர் (=டைரக்டரி),2. दायरोक्तायर
திர்ஹம்,दिरहम
விசுவாசமற்ற,निष्ठाहीन
விசுவாசமற்ற,2. देशद्रोही
தோல்வியின் கோட்பாடு,"राज्य-अपहरण नीति, राज्यलय-नीति"
ஆவணம்,"प्रलेख, दस्तावेज़"
ஆவண ஆதாரம்,"दस्तावेज़ी साक्ष्य, प्रलेखी साक्ष्य"
டோம்ஸ்டே புத்தகம்,"अंतिम निर्णय पुस्तक, क़यामत के दिन की पुस्तक"
கான்ஸ்டன்டைன் நன்கொடை,कॉन्सटेन्टाइन का दान
பேரழிவு,"विधि, क़ानून"
வரதட்சணை ராணி,राजमाता
டிராகன்,"ड्रेगून, घुड़सवार"
டிரோமேடியன்,साँडनी सवार
டிரோமெடரி,"साँडनी, मादा ऊँट"
ட்ரோமண்ட்,महा नौका
இரட்டை,द्वंद्व युद्ध
இரட்டைக் கூட்டணி,"डुअल अलाएँस, दोहरी संधि"
இரட்டை எண்ணம்,ड्यूल आँताँत
இரட்டை அமைப்பு (=இரட்டை அரசாங்கம்),"दोहरा शासन, दुहरी सरकार, द्वैध शासन"
டியூக்,ड्यूक
டுமா,ड्यूमा
வாமன அவதாரம்,वामन अवतार
ஆள்குடி,वंश
ஆள்குடி,2. राजवंश
கழுகு,गरूड़
கிழவன்,एल्डरमेन
ஏர்ல்,अर्ल
ஏர்ல்டம்,"अर्लपद, अर्लक्षेत्र"
ஆரம்பகால குப்தர்கள்,"पूर्व गुप्त वंश, पूर्व गुप्त वंशीय राजा"
ஆரம்பகால (வரலாற்று) தளங்கள்,पूर्वकालीन (ऐतिहासिक) स्थल
ஆரம்ப வேத காலம்,पूर्व वैदिक काल
பிரசங்கம்,नागरिक सभा
மறுசீரமைப்பு ஆணை,"प्रत्यास्थापन धर्मादेश, प्रत्यास्थापनराजादेश, एडिक्ट ऑफ रेस्टिट्यूशन"
எட்டு மடங்கு பாதை,अष्टांगिक मार्ग
பெரியவர்கள்,"चर्च अधिकारी, गिरजाधिकारी, प्रेसबीटर"
மூத்த அரசியல்வாதி (=ஜென்ரோ),वयोवृद्ध राजविद्
யானைக்கால்,अंकुश
பதினோரு வருட கொடுங்கோன்மை,"ग्यारह वर्ष का आतंक राज्य, एकादश वर्षीय आतंक राज्य"
எலிசே (=எலிசே),एलीजे
அடைப்பு இயக்கம்,बाड़ाबंदी आंदोलन
கலைக்களஞ்சியம்,पोप-परिपत्र
கலைக்களஞ்சிய இயக்கம்,विश्वकोशकार आंदोलन
என்டென்டே,"आंतांत, सौहार्द"
என்டென்ட் கார்டியல்,"दृढ़ सौहार्द, आंतांत कार्दिआल"
சிம்மாசனம்,राज्यारोहण
பரிவாரங்கள்,"परिचारक गण, परिचर"
எபோத்,"वस्त्र, परिधान"
எபோர்,"दंडाधीश, एफोर"
காவிய யுகம்,वीरयुग
காவிய நாயகன்,महाकाव्य-नायक
கல்வெட்டு,पुरालेख
எபிஸ்கோப்பசி,बिशपतंत्र
பேராயர்,विशप-पीठ
அத்தியாயம்,घटना
சகாப்தம்,युग
சகாப்தத்தை உருவாக்கும் நிகழ்வு,युगांतरकारी घटना
