Tamil,Bengali
அனுசரிப்பு,সামঞ্জস্যযোগ্য
ஊடுருவல்,অনুপ্রবেশ
உறிஞ்சுதல்,শোষণ
முன்னோக்கி,এগিয়ে
முற்போக்கானது,প্রগতিশীল
"ஆகாஷி, காற்று (வி.), வான்வழி (பதிப்பு)","আকাশী, ভাইভা (v.), বায়বীয় (ed.)"
ஆண்டெனா ஸ்ட்ரீம்,অ্যান্টেনা প্রবাহ
வான்வழி ஆய்வு,বায়বীয় জরিপ
காற்று வேகம்,বায়ু বেগ
ஏரோடைனமிக் குணகம்,এরোডাইনামিক সহগ
காற்றியக்கவியல்,এরোডাইনামিক
காற்றியக்கவியல்,বায়ুগতিবিদ্যা
வானூர்தி,বৈমানিক
ஏரோநாட்டிக்ஸ்,বৈমানিক
காற்று துடிப்பு,বায়ু নাড়ি
"வளிமண்டலம், வாயுக்கோளம்","বায়ুমণ্ডল, গ্যাসোস্ফিয়ার"
கவனம் அமைப்பு,ফোকাস সিস্টেম
மீண்டும் பற்றவைப்பு,পিছনে ইগনিশন
பின் ஒளி,পিছনের আলো
அதிர்ச்சி,আঘাত
"வயது, வயது, வயது, சகாப்தம் (பதிப்பு), நேரத்தை பாதிக்க (ver.), நேரம், காலத்தால் பாதிக்கப்படுவது","বয়স, বয়স, বয়স, যুগ (সম্পাদনা), সময়কে প্রভাবিত করতে (ভার।), সময়, সময়ের দ্বারা প্রভাবিত হওয়া"
நேரம் பாதிக்கப்பட்டது,সময় প্রভাবিত
"முதுமை, முதுமை","বার্ধক্য, বার্ধক্য"
நேர விளைவு,সময়ের প্রভাব
நேர விளைவு சோதனை,সময় প্রভাব পরীক্ষা
புவியீர்ப்பு இல்லாதது,মাধ্যাকর্ষণহীন
நல்லிணக்கம்,পুনর্মিলন
"வான்வழி ரேடார், வான்வழி ரேடார்","বায়ুবাহিত রাডার, বায়বীয় রাডার"
"வான் இலக்கு, வான் இலக்கு","বায়বীয় লক্ষ্য, বায়বীয় লক্ষ্য"
காற்று சுவாசக் கருவி,বায়ু শ্বাসযন্ত্র
ஏர் கண்டிஷனிங்,এয়ার কন্ডিশনিং
காற்று எதிர்ப்பு மின்மாற்றி,এয়ারক্রু ট্রান্সফরমার
விமானம்,বিমান
சீரமைப்பு,প্রান্তিককরণ
சீரமைப்பு பிழை,প্রান্তিককরণ ত্রুটি
நேரடி சுற்று,লাইভ সার্কিট
முழு கண்ணாடி குழாய்,সম্পূর্ণ কাচের টিউব
முழு உலோக குழாய்,পুরো ধাতব টিউব
சரி செய்ய,ঠিক করতে
"மிஸ்ரது (பதிப்பு), மிஷ்ரத்வான் (சிஆர்.)","মিসরাতু (সম্পাদনা), মিশ্রাতভান (ক্রি.)"
மிஷ்ரத்வான்,mishratvan
எங்கும் நிறைந்த ஊடகம்,সর্বব্যাপী মাধ্যম
ஆம்னி ஆண்டெனா,ওমনি অ্যান্টেনা
பஞ்சாங்கம்,পঞ্জিকা
ஆல்பா,আলফা
ஆல்பா-செயல்பாடு,আলফা-ক্রিয়াকলাপ
எண்ணெழுத்து,আলফানিউমেরিক
ஆல்பா கதிர்,আলফা রশ্মি
மாற்றம்,পরিবর্তন
"மாற்று, மாற்று","বিকল্প, বিকল্প"
மின்மாற்றி,বিকল্প
உயரமானி,altimeter
உயரமானி,altimeter
அல்டிமெட்ரி,অলটাইমেট্রি
"உயரம், உயரம், உயரம், உயரம்","উচ্চতা, উচ্চতা, উচ্চতা, উচ্চতা"
எண்கணித ரீசனிங் யூனிட் (ALU),অ্যারিথমেটিক রিজনিং ইউনিট (ALU)
அமுத விதி,amaget নিয়ম
சூழல்,পরিবেশ
அமிக்ரான்,অ্যামিক্রন
அம்மீட்டர்,অ্যামিটার
ஆம்பியர்,অ্যাম্পিয়ার
ஆம்பியர்-சட்டம்,অ্যাম্পিয়ার-ল
நீர்வீழ்ச்சி அயனி,উভচর আয়ন
பெருக்கம்,পরিবর্ধন
பெருக்கி,পরিবর্ধক
"கோணம், பரிமாணம்","কোণ, মাত্রা"
அ. எம்.யு. (அணு நிறை அலகு),ক এম.উ. (পারমাণবিক ভর একক)
இணக்கமான,উপযুক্ত
ஒப்புமை,সাদৃশ্য
ஆய்வாளர்,বিশ্লেষক
பகுப்பாய்வு,বিশ্লেষণ
பகுப்பாய்வு,বিশ্লেষণাত্মক
புள்ளி அல்லாத,অ-বিন্দু
முரண்பாடான,অস্বাভাবিক
மற்றும் கதவு,এবং দরজা
ஒலி அல்லாத,অ শাব্দিক
ஒழுங்கற்ற நெகிழ்ச்சி,অস্বাভাবিক স্থিতিস্থাপকতা
நீரற்ற,নির্জল
கோணம்,কোণ
angstrom அலகு,অ্যাংস্ট্রম ইউনিট
கோணல்,কৌণিক
நீடிப்பான் வெர்னியர்,প্রটেক্টর ভার্নিয়ার
சர்ச்சைக்குரிய,বিতর্কিত
மரியாதையற்ற,অসম্মান
வண்ணமயமான காந்தமாக்கல்,অ্যাক্রোম্যাটিক চুম্বকীয়করণ
மந்தமான,শিথিল
அயனி,anion
சமச்சீரற்ற,অপ্রতিসম
ஐசோட்ரோபிக்,আইসোট্রপিক
ஐசோட்ரோபிசம்,আইসোট্রপিজম
நீக்குதல்,মুছে ফেলা
சதிகாரர்கள்,বর্ণনাকারী
நேர்மின்முனை,অ্যানোড
அனோடைசேஷன்,anodization
சீரற்ற,অসামঞ্জস্যপূর্ণ
ஒளியியல் அமைப்பு,অপটিক্যাল সিস্টেম
ஆண்டெனா,অ্যান্টেনা
ஆன்டிபெரியன்,antiberion
பிணைப்பு எதிர்ப்பு சொத்து,বিরোধী বন্ধন সম্পত্তি
எதிர் பத்திரம்,পাল্টা বন্ড
தலைகீழ் சக்தி,বিপরীত শক্তি
காந்தவியல்,ডায়ম্যাগনেটিক
காந்தப் பொருள்,ডায়ম্যাগনেটিক উপাদান
அழற்சி எதிர்ப்பு,প্রদাহ বিরোধী
ஈர்ப்பு எதிர்ப்பு,বিরোধী মাধ্যাকর্ষণ
ஆன்டிலாம்டா துகள்,antilamda কণা
அலெப்டன்,এলিলেপ্টন
காந்தவியல்,ডায়ম্যাগনেটিক
எதிர்ப்பொருள்,প্রতিপদার্থ
எதிர்ப்பு ஏவுகணை,ক্ষেপণাস্ত্র বিরোধী
எதிர்நியூட்ரான்,অ্যান্টিনিউট্রন
துடிக்கும்,স্পন্দনশীল
எதிர் அணுக்கரு,অ্যান্টিনিউক্লিয়ন
எதிர் துகள்,প্রতিকণা
ஆன்டிபுரோட்டான்,অ্যান্টিপ্রোটন
எதிர் பிரதிபலிப்பு,প্রতিফলক
சமச்சீரற்ற,প্রতিসম
மீண்டும் நிகழாதது,অ পুনরাবৃত্ত
காலமற்ற தன்மை,anachronism
துளையிடப்பட்ட ஸ்கேனிங் வட்டு,ছিদ্রযুক্ত স্ক্যানিং ডিস্ক
துவாரக்,দ্বারক
"மேல், மேல், முன்","শীর্ষ, শীর্ষ, সামনে"
"சூரியன் உயர், அதிக சூரியன்","সূর্য উচ্চ, সূর্য উচ্চ, অপ্সর"
அக்கறையற்ற சரிகை,উদাসীন লেইস
பரிதாபமற்றது,অ করুণ
இயலாமை,অ-অক্ষমতা
மிகவும் வண்ணமயமான,খুব অ্যাক্রোমেটিক
"நிலம்-உயர்ந்த, உச்சநிலை","land-high, apogee"
"துருவமற்ற, சுற்றளவு","nonpolar, circumpolar"
பார்ப்பனியம்,parapolarity
சாதனம்,যন্ত্র
"மெய்நிகர், காட்சி","ভার্চুয়াল, ভিজ্যুয়াল"
தெரியும் சூரியன்,দৃশ্যমান সূর্য
காட்சி நேரம்,চাক্ষুষ সময়
வெளிப்படும் தோற்றம்,উদ্ভূত চেহারা
விண்ணப்பம்,আবেদন
பொருந்தக்கூடிய தன்மை,প্রযোজ্যতা
விண்ணப்பித்தார்,প্রয়োগ করা
கவனிக்கத்தக்கது,পর্যবেক্ষণযোগ্য
அணுகுமுறை,পন্থা
"அருகில், தோராயமாக","কাছাকাছি, প্রায়"
தோராயம்,অনুমান
நீராவி அழுத்தம்,বাষ্পের চাপ
தன்னார்வ,স্বেচ্ছায়
"வில் உலை, வில் உலை","চাপ চুল্লি, চাপ চুল্লি"
ஆர்க்கிமிடிஸ் சட்டம்,আর্কিমিডিসের আইন
கட்டிடக்கலை ஒலியியல்,স্থাপত্য শাব্দবিদ্যা
பரிதி விளக்கு,চাপ বাতি
வில்-ஸ்பெக்ட்ரம்,আর্ক-স্পেকট্রাম
"பகுதி, பகுதி","এলাকা, এলাকা"
"பிராந்திய, பிராந்திய","আঞ্চলিক, আঞ্চলিক"
"கை, கை, கிளை","হাত, বাহু, শাখা"
அமெச்சூர்,অপেশাদার
"வரிசை, வரிசை","অ্যারে, অ্যারে"
பெறுபவர்,রিসিভার
உச்சரிப்பு தெளிவு,উচ্চারণ স্বচ্ছতা
செயற்கை,সিন্থেটিক
செயற்கை மாற்றம்,কৃত্রিম রূপান্তর
ஏறுமுகம்,আরোহী
ஏற்றம்,আরোহণ
ஏறும்,আরোহণ
அகோலி,আগলি
திரட்டுதல்,সমষ্টি
தொகுப்பு,এর সেট
"கூட்டுதல், கூட்டுதல்","সমাবেশ, সমাবেশ"
"அசெம்பிளிங், அசெம்பிள், அசெம்பிள்","একত্রিত করা, একত্রিত করা, একত্রিত করা"
துல்லியமான மதிப்பீடு,নির্ভুল অনুমান
குறிப்பிடப்பட்ட (குவாண்டம் எண்களின்) விவரக்குறிப்புகள்,নির্দিষ্ট (কোয়ান্টাম সংখ্যার) স্পেসিফিকেশন
"தொடர்புடைய, துணை, இணைந்த","সম্পর্কিত, সহযোগী, সংঘবদ্ধ"
உயிர் ஒலி,স্বরধ্বনি
தானியங்கி மல்டிவிபிரேட்டர்,স্বয়ংক্রিয় মাল্টিভাইব্রেটর
ஆஸ்தெனிக்,অ্যাস্থেনিক
"மதுவிலக்கு, astigmatism","পরিহার, দৃষ্টিভঙ্গি"
விண்வெளி பயண மின்னணுவியல்,মহাকাশ ভ্রমণ ইলেকট্রনিক্স
வானியற்பியல்,জ্যোতির্পদার্থবিদ্যা
விண்வெளி,মহাকাশচারী
வானியலாளர்,জ্যোতির্বিজ্ঞানী
விண்ணுலகம்,স্বর্গীয়
வானியல்,জ্যোতির্বিদ্যা
வானியற்பியல்,জ্যোতির্পদার্থবিদ্যা
சமச்சீரற்ற,অপ্রতিসম
அறிகுறியற்ற,অ্যাসিম্পোটিক
மோசமாக்கும்,উত্তেজক
ஒத்திசைவற்ற,অ্যাসিঙ্ক্রোনাস
"வளிமண்டலம், வளிமண்டலம்","বায়ুমণ্ডল, বায়ুমণ্ডল"
வளிமண்டலம்,বায়ুমণ্ডলীয়
காற்று கொந்தளிப்பு,বায়ু অশান্তি
அணுக்கரு,পারমাণবিক
அணு,পারমাণবিক
அணுசக்தி,পারমাণবিকতা
அணுக்கரு நிறை,পারমাণবিক ভর
அணு எண்,পারমাণবিক সংখ্যা
"அணு உலை, அணுக் குவியல்","পারমাণবিক চুল্লি, পারমাণবিক গাদা"
அணு,পারমাণবিক
துகள்,কণা
துகள்,কণা
"தணிவு, தணிவு",ক্ষয়
"தணித்தல், தணித்தல்","attenuating, attenuating"
வசீகரம்,কবজ
ஈர்ப்பு சக்தி,আকর্ষণ শক্তি
கேட்கக்கூடிய தன்மை,শ্রবণযোগ্যতা
ஒலி அதிர்வெண் பெருக்கி,অডিও ফ্রিকোয়েন্সি পরিবর্ধক
கேட்கக்கூடிய,শ্রবণযোগ্য
ஆடியோ ஜெனரேட்டர்,অডিও জেনারেটর
கேட்கக்கூடிய வரைபடம்,শ্রবণযোগ্যতা গ্রাফ
கேட்கும் அறிவியல்,শ্রবণ বিজ্ঞান
ஒலிமானி,অডিওমিটার
கேட்கக்கூடிய அதிர்வெண் ஆஸிலேட்டர்,শ্রবণযোগ্য ফ্রিকোয়েন্সি অসিলেটর
ஒலி சமிக்ஞை,শব্দ সংকেত
ஒலி-ஒளி காட்சி,অডিও-ভিজ্যুয়াল
"ஆடிட்டோரியம், ஆடிட்டோரியம்","অডিটোরিয়াম, অডিটোরিয়াম"
OZ விளைவு,ওজেড ইফেক্ট
பதவி உயர்வு,পদোন্নতি
மேம்படுத்துபவர்,বর্ধক
துருவ சுடர்,মেরু শিখা
தென் துருவ சுடர்,দক্ষিণ মেরু শিখা
வட துருவ சுடர்,উত্তর মেরু শিখা
தானியங்கி எச்சரிக்கை,স্বয়ংক্রিয় সতর্কতা
தானாக இணையாக,স্বয়ংক্রিয় সমান্তরালকারী
"தானியங்கி, தானியங்கி, தானியங்கி","স্বয়ংক্রিয়, স্বয়ংক্রিয়, স্বয়ংক্রিয়"
"ஆட்டோமேஷன், ஆட்டோமேஷன்","অটোমেশন, অটোমেশন"
"உதவியாளர், கூட்டுறவு, கூடுதல்","সহকারী, সমবায়, অতিরিক্ত"
"அவடவா, அவலாஞ்சி","অবদাভা, তুষারপাত"
"சராசரி, சராசரி","মানে, মানে"
பரிவாரன்,পরিবার
அச்சு,অক্ষীয়
அச்சு,অক্ষ
அஜிமுத்,আজিমুথ
அஜிமுத்,আজিমুথ
மீண்டும்,পেছনে
"பின்னணி, பின்னணி","পটভূমি, পটভূমি"
"பின்தங்கிய, பின்தங்கிய","পশ্চাৎপদ, পশ্চাৎপদ"
திருப்புமுனை,পরিবর্তন
பின் மின்னழுத்த துடிப்பு,ব্যাক ভোল্টেজ পালসার
பிந்தைய உறவு,সম্পর্ক পরবর্তী
கொடுக்கப்படுவதுடன்,প্রতিদান
எதிர்ப்பு மின்னழுத்தம்,বিরোধী ভোল্টেজ
பின்புற சிதறல்,পোস্টেরিয়র স্ক্যাটারিং
இடைநிலை அலை,অন্তর্বর্তী তরঙ্গ
இன்சுலேட்டர்,অন্তরক
பாராசூட் ஜம்ப்,প্যারাশুট জাম্প
வெப்பமூட்டும்,গরম করার
"சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை","ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য"
சமநிலைப்படுத்துபவர்,ব্যালেন্সার
சமநிலை,ভারসাম্য
உருண்டை,গ্লাবুল
"பாலிஸ்டிக், பாலிஸ்டிக்","ব্যালিস্টিক, ব্যালিস্টিক"
"ப்ராஜெக்ஷன் கால்வனோமீட்டர், ப்ராஜெக்ஷன் கால்வனோமீட்டர்","প্রজেকশন গ্যালভানোমিটার, প্রজেকশন গ্যালভানোমিটার"
ஏவுகணை,মিসাইল
"பந்துவீச்சு, ஆயுதம்","ব্যালিস্টিক, অস্ত্র"
கணிப்பு,অভিক্ষেপ
இலவச பாதை,বিনামূল্যে পথচলা
"பலூன், பலூன்","বেলুন, বেলুন"
பால்மர் இடைநிறுத்தம்,balmer discontinuity
"இசைக்குழு, இசைக்குழு, இசைக்குழு","ব্যান্ড, ব্যান্ড, ব্যান্ড"
குண்டு வெடிப்பு,বিস্ফোরণ
"வரிசை, கற்றை, கரை, கரை, கடற்கரை","অ্যারে, মরীচি, তীরে, ব্যাংক, উপকূল"
"நெடுவரிசை, பட்டை, கோப், தொகுதி, பட்டை, கம்பி, பட்டை, 8. சுவர், 9. கோடு, 10. விளிம்பு, 1 தொகுதி, 1, பட்டை, 1, கோடு, 1, சோதனைக் கோடு","কলাম, বার, কোব, ব্লক, বার, রড, বার, 8. প্রাচীর, 9. লাইন, 10. প্রান্ত, 1 ব্লক, 1, বার, 1, লাইন, 1, পরীক্ষা লাইন"
பார்டீன் கொள்கை,বারদিন নীতি
barkhausen விளைவு,বারখাউসেন প্রভাব
பார்லோ சுழற்சி,বারলো চক্র
பட்டை காந்தம்,বার চুম্বক
கொட்டகை,শস্যাগার
காற்று அழுத்த வரைபடம்,বায়ু চাপ গ্রাফ
"barograph, barograph","barograph, barograph"
காற்றழுத்தமானி,ব্যারোমিটার
வளிமண்டல அழுத்தம்,বায়ুমণ্ডলীয় চাপ
"அண்டம், காற்றழுத்தம்","cosmos, baromosphere"
ஊசல்,পেন্ডুলাম
"தடை, அணு, அணு தடை","বাধা, পারমাণবিক, পারমাণবিক বাধা"
தடை நிலை,বাধা স্তর
பேரியன்,বেরিয়ন
குருமண்டலம்,গুরুমন্ডল
அடிப்படை இசைக்குழு,বেস ব্যান্ড
"அடிப்படை, அடிப்படை, கார","মৌলিক, মৌলিক, ক্ষারীয়"
அடித்தளம்,ভিত্তি
"கணக்கெடுப்பு, குழு உருவாக்கம்","গণনা, দল গঠন"
"தொட்டி, தொட்டி, ஹீட்டர், வெப்பமூட்டும் பானை, குளியல்","কুন্ড, কুন্ড, হিটার, গরম করার পাত্র, স্নান"
மின்கலம்,ব্যাটারি
"வரிசை பிரிவு, அறை, விரிகுடா","অ্যারে সেগমেন্ট, চেম্বার, উপসাগর"
கண்காட்சி,প্রদর্শনী
கிபான்,কিবন
"மாணிக்கா, பீட்","মানিকা, বিড"
"பீம், பீம், பீம், டிரம்ப்","মরীচি, মরীচি, মরীচি, ট্রাম্প"
"டிக்மன், டிக்கான்","ডিকম্যান, ডিকন"
"டோல், விஸ்பாண்ட்","dole, vispand"
பெக்கரல் விளைவு,বেকারেল প্রভাব
மணி ஜாடி,বেল জার
பெல்லோஸ்,বেল
மணி கடிகாரம்,বেল ঘড়ি
"வேதிகா, பெஞ்ச்","বেদিকা, বেঞ্চ"
"முறை, பங்க் (எட்.), வளைவு (வி.)","মোড, বাঙ্ক (সম্পাদনা), বাঁক (v.)"
வங்கியாளர்,ব্যাংকান
"வளைந்த, வளைந்த","bent, bent"
பெர்னோலி-சமன்பாடு,বার্নোলি-সমীকরণ
அடிப்படை-செயல்பாடு,বেসাল-ফাংশন
சிறந்த ஒட்டுதல்,সেরা আনুগত্য
பீட்டா (பி),বিটা (খ)
பீட்டாட்ரான்,betatron
bethe மாதிரி,মডেল
bivatron,বিভাট্রন
BH வளைவு,বিএইচ বক্ররেখা
இருகோணமானது,দ্বিভুজাকার
"சார்பு, சார்பு","পক্ষপাত, পক্ষপাত"
இரு-அச்சு,দ্বি-অক্ষীয়
பைக்ரோமேட் செல்,বিক্রোমেট কোষ
அப்யவடல்,অভিবতাল
இரட்டை ஆண்டெனா,ডবল অ্যান্টেনা
பைன்வெக்ஸ்,দ্বিকনভেক্স
"இரு-படிகம், இரட்டை-படிகம்","দ্বি-স্ফটিক, দ্বৈত-স্ফটিক"
இருதரப்பு ஒலிவாங்கி,দ্বিমুখী মাইক্রোফোন
இருவகை மாதிரி,দ্বিপদী মডেল
டையோசியஸ்,ডিপ্লয়েড
இருதரப்பு,দ্বিপাক্ষিক
இருமுனை,দ্বিরেখার
இரு மூலக்கூறு,বাইমোলিকুলার
"இரு-மாறி, இரு-அடிப்படை, இரட்டை","দ্বি-পরিবর্তনশীল, দ্বি-বেস, দ্বৈত"
"பைனரி குறியீடு, பைனரி குறியீடு","বাইনারি কোড, বাইনারি কোড"
விளையாட்டு நட்சத்திரம்,খেলা তারকা
பைனரி முறை,বাইনারি পদ্ধতি
இரட்டை பக்க,দ্বিপার্শ্ব
பத்திரம்,বন্ধন
"தொலைநோக்கி, தொலைநோக்கி","বাইনোকুলার, বাইনোকুলার"
பைனரி,বাইনারি
இருவகைப் பரவல்,দ্বিপদ ডিস্ট্রিবিউশন
"இருமைய, இருமைய, இரு அணுக்கரு","দ্বিকেন্দ্রিক, দ্বিকেন্দ্রিক, দ্বিমুখী"
உயிரியக்கவியல்,বায়োডাইনামিকস
உயிர் மின்னணுவியல்,জৈব ইলেকট্রনিক্স
உயிர் இயற்பியலாளர்,জীবপদার্থবিদ
உயிர் இயற்பியல்,জীবপদার্থবিদ্যা
உயிரியல் செயற்கைக்கோள்,জৈবিক উপগ্রহ
"ஒளிப்பதிவாளர், பயாஸ்கோப்","সিনেমাটোগ্রাফার, বায়োস্কোপ"
பயோ-சாவர்ட் விதி,বায়ো-সাভার্ট নিয়ম
இருமுனை மின்னோட்டம்,biphasic বর্তমান
இருமுனை,ডাইপোল
"இருபிரிசம், இருபிரிசம்","biprism, biprism"
"biquartz, biquartz","biquartz, biquartz"
இருமுனை பாத்திரம்,biphasic চরিত্র
இரண்டு-நிலை மல்டிவிபிரேட்டர்,দুই-পর্যায়ের মাল্টিভাইব্রেটর
"ட்வயங்க்* (பைனரி எண்), பர்மிஸ், அனி, துக்","দ্বোয়াঙ্ক* (বাইনারী সংখ্যা), বার্মিজ, আনি, টুক"
"கருப்பு, கிருஷ்ணா","কালো, কৃষ্ণ"
கருப்பு உடல்,কালো শরীর
கண்ணுக்கு தெரியாத ஒளி,অদৃশ্য আলো
திமிராயன் வானொலி திமிராயன்,timirayan রেডিও timirayan
வெளியேற்ற துடிப்பு,ইজেকশন পালস
முடிவு சார்பு,পক্ষপাত শেষ
கருப்பு கதிர்வீச்சு,কালো বিকিরণ
"முடிக்கப்படாத, வெற்று","অসম্পূর্ণ, ফাঁকা"
கவர்,আবরণ
ரத்து,বাতিল
"வெடிப்பு, வெடிப்பு, புயல்","বিস্ফোরণ, বিস্ফোরণ, দমকা"
"savika, bleeder, savi","savika, bleeder, savi"
"மாறுவேடமிட்டு, குருடர்","ছদ্মবেশী, অন্ধ"
ப்ளாச்சின் தேற்றம்,ব্লোচের উপপাদ্য
"தொகுதி, தொகுதி, தொகுதி","ব্লক, ব্লক, ব্লক"
"அடி, அடி, அடி","ঘা, ঘা, ঘা"
நீல அச்சு,নীল প্রিন্ট
தெளிவின்மை வட்டம்,অস্পষ্টতা বৃত্ত
தெளிவற்ற,অস্পষ্ট
"பந்து, கோளம், பதக்கம்","বল, গোলক, দুল"
"உடல், பொருள்","শরীর, বস্তু"
உடல் திறன்,শারীরিক ক্ষমতা
மையம் கொண்டது,কেন্দ্রীভূত
"உடல்-மூலைவிட்ட, இறுதி-மூலைவிட்ட","দেহ-তির্যক, শেষ-তির্যক"
"போகி, தெரியாத கண்டறிதல் (ரேடார்)","বগি, অজানা সনাক্তকরণ (রাডার)"
துளை விளைவு,বোর প্রভাব
துளை காந்தம்,বোর ম্যাগনেটন
"கொதிகலன், கொதிகலன்","বয়লার, বয়লার"
"கொதிக்கும், கொதிக்கும்","ফুটন্ত, ফুটন্ত"
போல்ட்ஸ்மேன் சமன்பாடு,বোল্টসম্যান সমীকরণ
குண்டுவீச்சு எலக்ட்ரான்,বোমারু ইলেকট্রন
"அதிர்ச்சிகரமான ஆற்றல், குண்டுவீச்சு ஆற்றல்","আঘাতমূলক শক্তি, বোমা শক্তি"
அடமானம்,বন্ধক
"பிணைக்கப்பட்ட, பிணைக்கப்பட்ட, பிணைக்கப்பட்ட","bonded, bonded, bonded"
மேம்படுத்துபவர்,বর্ধক
பழுப்பம்,বোরন
போஸ்-துகள்,বোস-কণা
போஸான்,বোসন
"முட்டாள், குதி","লাফ, লাফ"
கட்டுப்பட்டது,আবদ্ধ
"வரம்பு, வரம்பு (பதிப்பு), விளிம்பு (வி.)","সীমা, সীমা (সম্পাদনা), প্রান্তিক (v.)"
பிணைக்கப்பட்ட,আবদ্ধ
தனுசு முற்றம்,ধনু গজ
பாய்மர அலை,পালতোলা তরঙ্গ
கொதிகலன் வெப்பமூட்டும்,বয়লার গরম করা
பாயின் சட்டம்,বয়েলের আইন
கொதிகலன் வெப்பமூட்டும்,বয়লার গরম করা
அடைப்பு-வகுப்பு,বন্ধনী-শ্রেণী
பை விதி,ব্যাগ নিয়ম
பின்னிப் பிணைந்த கம்பி,জড়িত তার
பிரேக் வகுப்பு,ব্রেক ক্লাস
பிரமா அமுக்கி,ব্রামা কম্প্রেসার
கிளைகள்,শাখা
"துணிச்சலான லட்டு, துணிச்சலான லட்டு","সাহসী জালি, সাহসী জালি"
"பித்தளை பிரேசிங், பித்தளை சாலிடரிங்",ব্রাস ব্রেজিং
