Marathi,Odiya
उदासीनता कोन,ଉଦାସୀନତାର କୋଣ
विचलन कोन,ବିଘ୍ନର କୋଣ |
विवर्तन कोन,ବିଭାଜନର କୋଣ |
उंचीचा कोन,ଉଚ୍ଚତାର କୋଣ
घटनेचा कोन,ଘଟଣାର କୋଣ
प्रक्षेपण कोन,ପ୍ରୋଜେକ୍ଟର କୋଣ
परावर्तन कोन,ପ୍ରତିଫଳନ କୋଣ
अपवर्तन कोन,ପ୍ରତିଫଳନ କୋଣ
रोटेशनचा कोन,ଘୂର୍ଣ୍ଣନ କୋଣ
एकूण परावर्तनाचा कोन,ସମୁଦାୟ ପ୍ରତିଫଳନର କୋଣ |
कोनीय प्रवेग,କୋଣାର୍କ ତ୍ୱରଣ |
कोणीय गती,କୋଣାର୍କ ଗତି |
कोनीय गती,କୋଣାର୍କ ଗତି
कोनीय गती,କୋଣାର୍କ ବେଗ |
वलय,annulus
उत्तर,ଉତ୍ତର ଦିଅ
विरोधी व्युत्पन्न,ଆଣ୍ଟି-ଡେରିଭେଟିଭ୍ |
विषमताविरोधी कार्य,ଆଣ୍ଟିସାଇମେଟ୍ରିକ୍ କାର୍ଯ୍ୟ
लागू,ପ୍ରଯୁଜ୍ୟ |
अर्ज,ପ୍ରୟୋଗ
लागू डायनॅमिक प्रोग्रामिंग,ପ୍ରୟୋଗ ହୋଇଥିବା ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ |
लागू भूमिती,ପ୍ରୟୋଗ ହୋଇଥିବା ଜ୍ୟାମିତି |
लागू गणित,ପ୍ରୟୋଗ ହୋଇଥିବା ଗଣିତ |
लागू आकडेवारी,ପ୍ରୟୋଗ ପରିସଂଖ୍ୟାନ |
अंदाजे,ପାଖାପାଖି
अंदाजे सतत कार्य,ପ୍ରାୟ ନିରନ୍ତର କାର୍ଯ୍ୟ |
अंदाजे पद्धत,ଆନୁମାନିକ ପଦ୍ଧତି |
अंदाजे उपाय,ଆନୁମାନିକ ସମାଧାନ
अंदाजे समस्या,ଆନୁମାନିକ ସମସ୍ୟା
अंदाजे मालमत्ता,ଆନୁମାନିକ ସମ୍ପତ୍ତି
योग्यता चाचणी बॅटरी,ଦକ୍ଷତା ପରୀକ୍ଷା ବ୍ୟାଟେରୀ |
आर्गंड आकृती,ଅର୍ଗାନ୍ ଚିତ୍ର |
अनियंत्रितपणे निवडले,ମନଇଚ୍ଛା ମନୋନୀତ |
अनियंत्रित,ଇଚ୍ଛାଧୀନ |
अनियंत्रित स्थिरांक,ଇଚ୍ଛାଧୀନ ସ୍ଥିର |
अनियंत्रित घटक,ଇଚ୍ଛାଧୀନ ଉପାଦାନ |
अनियंत्रित बिंदू,ଇଚ୍ଛାଧୀନ ବିନ୍ଦୁ |
आर्किमेडियन कायदा,ଆର୍କେମିଡିଆନ୍ ନିୟମ |
आर्किमिडीज तत्त्व,ଆର୍କିମିଡିସ୍ ନୀତି |
चाप लांबी,ଆର୍କ ଲମ୍ବ |
वर्तुळाचा चाप,ବୃତ୍ତର ଆର୍କ |
आर्क साइन वितरण,ଆର୍କ ସାଇନ ବଣ୍ଟନ |
चाप साइन परिवर्तन,ଆର୍କ ସାଇନ ପରିବର୍ତ୍ତନ
क्षेत्र,କ୍ଷେତ୍ର
क्षेत्रीय पोत,ଆରେଲ୍ ଟେକ୍ସଚର୍ |
जटिल संख्येचा युक्तिवाद,ଜଟିଳ ସଂଖ୍ୟାର ଯୁକ୍ତି
अंकगणित सरासरी,ଗାଣିତିକ ଅର୍ଥ |
अंकगणित ऑपरेशन,ଗାଣିତିକ କାର୍ଯ୍ୟ
अंकगणित एकक,ଗାଣିତିକ ଏକକ
व्यवस्था,ବ୍ୟବସ୍ଥା
रचना,ଆରେ
कृत्रिम उपग्रह,କୃତ୍ରିମ ଉପଗ୍ରହ |
कृत्रिम व्हेरिएबल,କୃତ୍ରିମ ଭେରିଏବଲ୍ |
चढणे,ଆରୋହଣ
चढत्या,ଆରୋହଣ
परिमाणाचा चढता क्रम,ତୀବ୍ରତାର କ୍ରମ
चढत्या मालिका,ଆରୋହଣ କ୍ରମ |
असेंबलर भाषा,ଏକତ୍ରକାରୀ ଭାଷା |
असाइनमेंट समस्या,ଆସାଇନମେଣ୍ଟ ସମସ୍ୟା
सहयोगी कायदा,ସହଯୋଗୀ ନିୟମ |
ऑपरेटर्सचा सहयोगी कायदा,ଅପରେଟର୍ମାନଙ୍କର ଆସୋସିଏଟିଭ୍ ନିୟମ |
सहयोगी ऑपरेशन,ଆସୋସିଏଟିଭ୍ ଅପରେସନ୍ |
सहवास,ସହଯୋଗୀତା |
सरासरी गृहीत धरले,ଅନୁମାନ କରାଯାଉଥିବା ଅର୍ଥ |
गृहीत संभाव्यता वितरण,ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ ଅନୁମାନ କରାଯାଇଛି |
गृहीतक,ଅନୁମାନ
ज्योतिष,ଜ୍ୟୋତିଷ ଶାସ୍ତ୍ର
अंतराळवीर अभियंता,ମହାକାଶଚାରୀ ଇଞ୍ଜିନିୟର
खगोलशास्त्रज्ञ,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ
खगोलशास्त्रीय घड्याळ,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ ଘଣ୍ଟା |
खगोलशास्त्र,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ
असममित वक्र,ଅସୀମିତ ବକ୍ର
विषमता,ଅସୀମତା |
लक्षणे,asymptote
लक्षणे नसलेला,ଅସ୍ମିପଟୋଟିକ୍ |
असिम्प्टोटिकली कार्यक्षम अंदाजकर्ता,ଅସାମାଜିକ ଭାବରେ ଦକ୍ଷ ଆକଳନକାରୀ |
asymptotically निष्पक्ष अंदाजकर्ता,ଅସାମାଜିକ ଭାବରେ ନିରପେକ୍ଷ ଆକଳନକାରୀ |
लक्षणे नसलेले वर्तन,ଅସ୍ମିତିକ ଆଚରଣ |
एसिम्प्टोटिक वितरण कार्य,ଅସ୍ମିପଟୋଟିକ୍ ବଣ୍ଟନ କାର୍ଯ୍ୟ |
एसिम्प्टोटिक विस्तार,ଅସ୍ମିପଟୋଟିକ୍ ବିସ୍ତାର |
वातावरणाचा दाब,ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |
यादृच्छिकपणे,ଅନିୟମିତତାରେ |
विशेषता,ଗୁଣ
गुणधर्म नमुना प्रक्रिया,ଗୁଣବତ୍ତା ନମୁନା ପ୍ରକ୍ରିୟା
संवर्धित मॅट्रिक्स,ବୃଦ୍ଧି ହୋଇଥିବା ମାଟ୍ରିକ୍ସ
स्वयंसंबंध गुणांक,ଅଟୋକୋରେଲେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
स्वयंसंबंध कार्य,ଅଟୋକୋରେଲେସନ୍ ଫଙ୍କସନ୍
autocovariance,ଅଟୋକୋଭାରିଆନ୍ସ |
स्वयंचलित संगणक,ସ୍ୱୟଂଚାଳିତ କମ୍ପ୍ୟୁଟର |
ऑटोरिग्रेशन,ଆତ୍ମସମ୍ମାନ
सहाय्यक समीकरण,ସହାୟକ ସମୀକରଣ
सरासरी नमुना क्रमांक वक्र (ASN वक्र),ହାରାହାରି ନମୁନା ସଂଖ୍ୟା ବକ୍ର (ASN ବକ୍ର)
स्वयंसिद्ध,axiom
स्वयंसिद्ध दृष्टीकोन,ସ୍ୱୀକୃତିପ୍ରାପ୍ତ ଉପାୟ |
संभाव्यतेचे स्वयंसिद्ध,ସମ୍ଭାବ୍ୟତାର axiom |
अक्ष,ଅକ୍ଷ
abscissa चा अक्ष,ଅବସିସା ର ଅକ୍ଷ |
पृथ्वीचा अक्ष,ପୃଥିବୀର ଅକ୍ଷ
क्रांतीची अक्ष,ବିପ୍ଳବର ଅକ୍ଷ
रोटेशनचा अक्ष,ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ
फिरकीचा अक्ष,ସ୍ପିନ୍ ର ଅକ୍ଷ |
परत प्रतिस्थापन,ବ୍ୟାକ୍-ପ୍ରତିସ୍ଥାପନ
मागास फरक,ପଛୁଆ ପାର୍ଥକ୍ୟ |
बॅकवर्ड-इंटरपोलेशन सूत्र,ପଛୁଆ-ଇଣ୍ଟରପୋଲେସନ୍ ସୂତ୍ର |
शिल्लक,ସନ୍ତୁଳନ
संतुलित डिझाइन,ସନ୍ତୁଳିତ ଡିଜାଇନ୍ |
ताळेबंद,ତୂଳନା ପତ୍ର
बॅलिस्टिक क्षेपणास्त्र,ବାଲିଷ୍ଟିକ୍ କ୍ଷେପଣାସ୍ତ୍ର |
बॅलिस्टिक्स,ବାଲିଷ୍ଟିକ୍
बार,ଦଣ୍ଡିକା
पाया,ଆଧାର
बेस कोन,ମୂଳ କୋଣ
लॉगरिदमचा आधार,ଲୋଗାରିଦମର ଆଧାର |
मूलभूत,ମ basic ଳିକ
मूलभूत व्यवहार्य उपाय,ମ basic ଳିକ ସମ୍ଭାବ୍ୟ ସମାଧାନ |
मूलभूत उपाय,ମ basic ଳିକ ସମାଧାନ |
मूलभूत चल,ମ basic ଳିକ ଭେରିଏବଲ୍ |
आधार,ଆଧାର
आधार घटक,ଆଧାର ଉପାଦାନ |
आधार मॅट्रिक्स,ଆଧାର ମ୍ୟାଟ୍ରିକ୍ସ |
वेक्टर स्पेसचा आधार,ଏକ ଭେକ୍ଟର ସ୍ପେସ୍ ର ଆଧାର |
सबस्पेसचा आधार,ସବ୍ ସ୍ପେସ୍ ର ଆଧାର |
बायसियन अंदाज,ବାଏସିଆନ୍ ଆକଳନ |
बायसचा कायदा,ବାଇସ୍ ନିୟମ |
बायसचे प्रमेय,ବାଇସ୍ ଥିଓରେମ୍ |
बर्नौली वितरण,ବର୍ନୁଲି ବଣ୍ଟନ |
बर्नौली क्रमांक,ବର୍ନୁଲି ସଂଖ୍ୟା |
बर्नौली संभाव्यता कार्य,ବର୍ନୁଲି ସମ୍ଭାବ୍ୟ କାର୍ଯ୍ୟ |
बर्नौलीचे समीकरण,ବର୍ନୁଲିଙ୍କ ସମୀକରଣ |
बेरी फंक्शन,ବେରୀ କାର୍ଯ୍ୟ
सर्वोत्तम फिट,ସର୍ବୋତ୍ତମ ଫିଟ୍ |
सर्वोत्तम - फिट लाइन,ସର୍ବୋତ୍ତମ - ଫିଟ୍ ଲାଇନ୍ |
सर्वोत्तम उपाय,ସର୍ବୋତ୍ତମ ସମାଧାନ |
सर्वोत्तम धोरणे,ସର୍ବୋତ୍ତମ ରଣନୀତି |
बीटा वितरण,ବିଟା ବଣ୍ଟନ |
पक्षपात,ପକ୍ଷପାତ
पक्षपाती अंदाज,ପକ୍ଷପାତ ଅନୁମାନ |
बिहारमोनिक समीकरण,ବିହାରମୋନିକ୍ ସମୀକରଣ |
द्विभाजन,bijection
द्विभाषिक नकाशा,ବାୟଜେକ୍ଟିଭ୍ ମାନଚିତ୍ର
द्विजात्मक मॅपिंग,ବାୟଜେକ୍ଟିଭ୍ ମ୍ୟାପିଙ୍ଗ୍ |
द्विरेखीय फॉर्म,ବିଲିନାର୍ ଫର୍ମ |
द्विरेखीय कार्य,ବିଲିନାର୍ ଫଙ୍କସନ୍
द्विरेखीय हर्मिटियन फॉर्म,ବିଲିନାର୍ ହର୍ମିଟିଆନ୍ ଫର୍ମ |
बायनरी,ବାଇନାରୀ
बायनरी कोड,ବାଇନାରୀ କୋଡ୍ |
बायनरी कोडेड दशांश,ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |
बायनरी कोडिंग,ବାଇନାରୀ କୋଡିଂ |
बायनरी संगणक,ବାଇନାରୀ କମ୍ପ୍ୟୁଟର |
बायनरी अंक,ବାଇନାରୀ ଅଙ୍କ
बायनरी ऑपरेशन,ବାଇନାରୀ ଅପରେସନ୍ |
बायनरी प्रणाली,ବାଇନାରୀ ସିଷ୍ଟମ୍ |
बायनरी व्हेरिएबल,ବାଇନାରୀ ଭେରିଏବଲ୍ |
द्विपदी गुणांक,ଦ୍ୱିପାକ୍ଷିକ ଗୁଣବତ୍ତା |
द्विपदी वितरण,ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ |
द्विपद समीकरण,ଦ୍ୱିପାକ୍ଷିକ ସମୀକରଣ |
द्विपदी विस्तार,ଦ୍ୱିପାକ୍ଷିକ ବିସ୍ତାର |
द्विपदी अभिव्यक्ती,ଦ୍ୱିପାକ୍ଷିକ ଅଭିବ୍ୟକ୍ତି |
द्विपदी यादृच्छिक चल,ଦ୍ୱିପାକ୍ଷିକ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |
द्विपद प्रमेय,ଦ୍ୱିପାକ୍ଷିକ ତତ୍ତ୍। |
दुभाजक,ବିଭାଜନ
दुभाजक पद्धत,ବିଭାଜନ ପଦ୍ଧତି |
दुभाजक,bisector
द्विसेरियल,ଦ୍ୱିପାକ୍ଷିକ |
बिट,ବିଟ୍
द्विपदी द्विपद वितरण,ଦ୍ୱିପାକ୍ଷିକ ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ |
द्विवैरिएट सहसंबंध गुणांक,ବିଭାରିଏଟ୍ ସମ୍ପର୍କ କୋଏଫିସିଏଣ୍ଟ୍ |
द्विभिन्न वितरण,ବିଭାରିଏଟ୍ ବଣ୍ଟନ |
द्विवैरिएट सामान्य वितरण,ସାଧାରଣ ବଣ୍ଟନ
bivector,ବିଭେକ୍ଟର୍ |
बोल्ट्झमन समीकरण,ବୋଲ୍ଟଜମାନ୍ ସମୀକରଣ |
बुलियन बीजगणित,ବୁଲିୟନ୍ ବୀଜ ବର୍ଣ୍ଣନା |
बोस - आईन्स्टाईन आकडेवारी,ବୋଷ - ଆଇନଷ୍ଟାଇନ ପରିସଂଖ୍ୟାନ |
सीमा स्थिती,ସୀମା ଅବସ୍ଥା
सीमा स्तर,ସୀମା ସ୍ତର |
सीमारेषा,ସୀମା ରେଖା |
सीमा मूल्य,ସୀମା ମୂଲ୍ୟ
सीमा मूल्य समस्या,ସୀମା ମୂଲ୍ୟ ସମସ୍ୟା |
बंधनकारक कार्य,ସୀମାବଦ୍ଧ କାର୍ଯ୍ୟ
सीमाबद्ध मॅट्रिक्स,ସୀମିତ ମାଟ୍ରିକ୍ସ |
सीमाबद्ध प्रदेश,ସୀମାବଦ୍ଧ ଅଞ୍ଚଳ |
बांधलेला संच,ସୀମାବଦ୍ଧ ସେଟ୍ |
ब्राउनियन गती,ବ୍ରାଉନିଆନ୍ ଗତି |
गणना करा,ଗଣନା କର
गणना करत आहे,ଗଣନା
गणना मशीन,ଗଣନା ଯନ୍ତ୍ର
गणना,ଗଣନା
गणना प्रक्रिया,ଗଣନା ପ୍ରଣାଳୀ
कॅल्क्युलेटर,କାଲକୁଲେଟର
कॅल्क्युलस,ଗଣନା
भिन्नतेची गणना,ପରିବର୍ତ୍ତନର ଗଣନା
कॅलरी,କ୍ୟାଲୋରୀ
रद्द करण्याचा कायदा,ବାତିଲ ନିୟମ
प्रामाणिक समीकरण,କାନୋନିକାଲ୍ ସମୀକରଣ |
प्रामाणिक स्वरूप,କାନୋନିକାଲ୍ ଫର୍ମ |
कॅनोनिकल मॅट्रिक्स,କାନୋନିକାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ |
कॅंटर सेट,କ୍ୟାଣ୍ଟର ସେଟ୍ |
कॅंटरचा तिरंगी संच,କ୍ୟାଣ୍ଟରର ଟର୍ନାରୀ ସେଟ୍ |
सक्षम वाहतूक समस्या,କ୍ଷମତା ସମ୍ପନ୍ନ ପରିବହନ ସମସ୍ୟା |
क्षमता,କ୍ଷମତା
केशिका शक्ती,କ୍ୟାପିଲାରୀ ଫୋର୍ସ |
मुख्य क्रमांक,କାର୍ଡିନାଲ୍ ସଂଖ୍ୟା
कार्टेशियन अक्ष,କାର୍ଟେସିଆନ୍ କୁମ୍ଭ |
कार्टेशियन समन्वय,କାର୍ଟେସିଆନ୍ ସଂଯୋଜନା |
कार्टेशियन उत्पादन,କାର୍ଟେସିଆନ୍ ଉତ୍ପାଦ |
संचांचे कार्टेशियन उत्पादन,ସେଟ୍ ର କାର୍ଟେସିଆନ୍ ଉତ୍ପାଦ |
केस स्टडी,କେସ୍ ଷ୍ଟଡି |
आपत्तीजनक चढउतार,ବିପର୍ଯ୍ୟସ୍ତ ପରିବର୍ତ୍ତନ
कॅटेनरी,କ୍ୟାଟେନାରୀ |
कॉची वितरण,କାଚି ବଣ୍ଟନ |
कॉची सूत्र,କାଚି ସୂତ୍ର |
कैची गौरसाट प्रमेय,କାଚି ଗୁରସାଟ ଥିଓରେମ୍ |
Cauchy Riemann अटी,କାଚି ରିମାନ୍ ଅବସ୍ଥା |
कॉची क्रम,କାଚି କ୍ରମ |
कैची अभिन्न,କାଚି ଇଣ୍ଟିଗ୍ରାଲ୍ |
कॉची मुख्य मूल्य,କାଚି ମୁଖ୍ୟ ମୂଲ୍ୟ |
कॉची अवशेष प्रमेय,କାଚି ଅବଶିଷ୍ଟ ଥିଓରେମ୍ |
केली हॅमिल्टन प्रमेय,କେଲେ ହାମିଲଟନ୍ ଥିଓରେମ୍ |
आकाशीय शरीर,ସ୍ୱର୍ଗୀୟ ଶରୀର |
आकाशीय मापन,ସ୍ୱର୍ଗୀୟ ମାପ
खगोलीय यांत्रिकी,ସ୍ୱର୍ଗୀୟ ଯାନ୍ତ୍ରିକ
खगोलीय वस्तू,ସ୍ୱର୍ଗୀୟ ବସ୍ତୁ |
सेल वारंवारता,କକ୍ଷ ଫ୍ରିକ୍ୱେନ୍ସି |
जनगणना,ଜନଗଣନା
सेंटाइल,ସେଣ୍ଟିଲ୍ |
सेंटीमीटर,ସେଣ୍ଟିମିଟର |
सेंटीमीटर ग्रॅम दुसरी प्रणाली,ସେଣ୍ଟିମିଟର ଗ୍ରାମ୍ ଦ୍ୱିତୀୟ ସିଷ୍ଟମ୍ |
मध्यवर्ती,କେନ୍ଦ୍ରୀୟ |
मध्य अक्ष,କେନ୍ଦ୍ରୀୟ ଅକ୍ଷ
मध्यवर्ती फरक,କେନ୍ଦ୍ରୀୟ ପାର୍ଥକ୍ୟ |
केंद्रीय फरक सूत्र,କେନ୍ଦ୍ରୀୟ ପାର୍ଥକ୍ୟ ସୂତ୍ର |
मध्यवर्ती फरक सारणी,କେନ୍ଦ୍ରୀୟ ପାର୍ଥକ୍ୟ ସାରଣୀ |
केंद्रीय मर्यादा प्रमेय,କେନ୍ଦ୍ରୀୟ ସୀମା ଥିଓରେମ୍ |
मध्यवर्ती क्षण,କେନ୍ଦ୍ରୀୟ ମୁହୂର୍ତ୍ତ |
सेंट्रल प्रोसेसिंग युनिट (CPU),କେନ୍ଦ୍ରୀୟ ପ୍ରକ୍ରିୟାକରଣ ଏକକ (CPU)
केंद्रीय प्रवृत्ती,କେନ୍ଦ୍ରୀୟ ପ୍ରବୃତ୍ତି |
केंद्र,କେନ୍ଦ୍ର
गुरुत्वाकर्षण केंद्र,ମାଧ୍ୟାକର୍ଷଣ କେନ୍ଦ୍ର |
गटाचे केंद्र,ଗୋଷ୍ଠୀର କେନ୍ଦ୍ର |
वस्तुमानाचे केंद्र,ଜନତା କେନ୍ଦ୍ର |
सममितीचे केंद्र,ସମୃଦ୍ଧତାର କେନ୍ଦ୍ର |
केंद्रापसारक शक्ती,ସେଣ୍ଟ୍ରିଫୁଗୁଲ୍ ଫୋର୍ସ |
केंद्राभिमुख शक्ती,ସେଣ୍ଟ୍ରିପେଟାଲ୍ ଫୋର୍ସ |
मध्यवर्ती,ସେଣ୍ଟ୍ରଏଡ୍
निश्चितता,ନିଶ୍ଚିତତା
cgs प्रणाली,cgs ସିଷ୍ଟମ୍ |
cgs युनिट,cgs ଏକକ
भिन्नतेचा साखळी नियम,ଭିନ୍ନତାର ଶୃଙ୍ଖଳା ନିୟମ |
संधी कारणे,ସୁଯୋଗ କାରଣ
